[00:00:00	]Ruslan Zhakov has gained a 'Deagle' #76348 from a container with the name 'Ruslan'ın Über Seksi Sandığı' #9258.
[22:39:54	][IC] C24:i3.QUICK-48: <:: Elime alayım. ::>
[22:39:56	][IC] C24:i3.QUICK-48: <:: Atacağım. ::>
[22:39:57	][Y] Alice Numb: Ivan?!
[22:39:59	][IC] C24:i3.QUICK-48: <:: Içi boş. ::>
[22:39:59	]C24:RCT.YELLO-55 used command '/Radio DEFENDER BİRİMİ VARSA HEMEN REVRE'.
[22:40:06	]Rosalind Oswald entered observer.
[22:40:08	][IC] C24:i3.QUICK-48: <:: Ama bak. ::>
[22:40:09	][Y] Alice Numb: A-aman tanrım!
[22:40:10	]Rosalind Oswald claimed a report by Timothy Hudson (G-).
[22:40:12	]Timothy Hudson ran 'ShowLog' on item 'POS Cihazı' (#136468)
[22:40:12	][IC] C24:i3.QUICK-48: <:: Birisi gelecek. ::>
[22:40:14	]Ivan Roski has hit C24:i3.QUICK-48 in the chest dealing 10 damage (CritChance was 0.25).
[22:40:14	]C24:i3.QUICK-48 has taken 10 damage from Ivan Roski.
[22:40:14	]Rosalind Oswald has spawned a musicradio_cmb.
[22:40:14	][IC] C24:i3.QUICK-48: <:: Ve seni vururü,. ::>
[22:40:15	]Rosalind Oswald ran 'Deploy' on item 'Benefactor Radio' (#139144)
[22:40:17	]C24:i3.QUICK-48 has gained a '8rnd Shotgun Magazine' #136696.
[22:40:17	]C24:i3.QUICK-48 has lost a '8rnd Shotgun Magazine' #136701.
[22:40:17	]C24:i3.QUICK-48 is fully healed.
[22:40:20	][IC] C24:i4.UNION-83: <:: Hay sıçayım. ::>
[22:40:26	][IT] C24:RCT.YELLO-55: Kişi ölmek üzeremidir?
[22:40:27	]C24:i3.QUICK-48 used command '/WaypointAdd 11-99 150 red'.
[22:40:30	][IC] C24:i4.UNION-83: <:: Izinsiz morfin ve ya adrenalin kullanmazsak net ölücek. ::>
[22:40:32	]C24:i3.QUICK-48 ran 'place' on item 'Barricade Placer' (#138008)
[22:40:33	]Timothy Hudson used command '/ExitAct'.
[22:40:33	]Viktor Drakonov used command '/ActArrest'.
[22:40:34	]C24:i3.QUICK-48 has gained a '8rnd Shotgun Magazine' #136701.
[22:40:34	]C24:i3.QUICK-48 has lost a '8rnd Shotgun Magazine' #136696.
[22:40:38	][IC] Alice Numb: E-efendim!
[22:40:38	][IC] C24:RCT.YELLO-55: <:: Kemikleri kırık. ::>
[22:40:40	]Ivan Roski has hit C24:i3.QUICK-48 in the chest dealing 10 damage (CritChance was 0.25).
[22:40:40	]C24:i3.QUICK-48 has taken 10 damage from Ivan Roski.
[22:40:40	]Ivan Roski has hit C24:i3.QUICK-48 in the chest dealing 10 damage (CritChance was 0.25).
[22:40:40	]C24:i3.QUICK-48 has taken 10 damage from Ivan Roski.
[22:40:40	]Ivan Roski has gained level 2 in the Silahlar skill.
[22:40:40	]Ivan Roski has hit C24:i3.QUICK-48 in the chest dealing 10 damage (CritChance was 0.25).
[22:40:40	]C24:i3.QUICK-48 has taken 10 damage from Ivan Roski.
[22:40:41	]Ivan Roski has hit C24:i3.QUICK-48 in the chest dealing 10 damage (CritChance was 0.26).
[22:40:41	]C24:i3.QUICK-48 has taken 10 damage from Ivan Roski.
[22:40:41	][IC] Alice Numb: Birim çağırayımmı!
[22:40:41	]Ivan Roski has critically hit C24:i3.QUICK-48 in the chest dealing 13 damage (CritChance was 0.26).
[22:40:41	]C24:i3.QUICK-48 has taken 13 damage from Ivan Roski.
[22:40:43	][IC] C24:RCT.YELLO-55: <:: Ne boka yarıcak morfin. ::>
[22:40:43	]Ivan Roski has gained level 3 in the Silahlar skill.
[22:40:43	]Ivan Roski has critically hit C24:i3.QUICK-48 in the stomach dealing 11 damage (CritChance was 0.52).
[22:40:43	]C24:i3.QUICK-48 has taken 11 damage from Ivan Roski.
[22:40:48	]Ivan Roski has critically hit C24:i3.QUICK-48 in the left leg dealing 9 damage (CritChance was 0.39).
[22:40:48	]C24:i3.QUICK-48 has taken 9 damage from Ivan Roski.
[22:40:48	]Ivan Roski has critically hit C24:i3.QUICK-48 in the chest dealing 13 damage (CritChance was 0.39).
[22:40:48	]C24:i3.QUICK-48 has taken 13 damage from Ivan Roski.
[22:40:48	]Ivan Roski has gained level 4 in the Silahlar skill.
[22:40:48	]Ivan Roski has critically hit C24:i3.QUICK-48 in the left arm dealing 9 damage (CritChance was 0.39).
[22:40:48	]C24:i3.QUICK-48 has taken 9 damage from Ivan Roski.
[22:40:48	]C24:i3.QUICK-48 has hit Ivan Roski in the stomach dealing 6 damage (CritChance was 0.48).
[22:40:48	]Ivan Roski has taken 6 damage from C24:i3.QUICK-48.
[22:40:48	]C24:i3.QUICK-48 has hit Ivan Roski in the stomach dealing 6 damage (CritChance was 0.48).
[22:40:48	]Ivan Roski has taken 6 damage from C24:i3.QUICK-48.
[22:40:48	]C24:i3.QUICK-48 has hit Ivan Roski in the chest dealing 7 damage (CritChance was 0.36).
[22:40:48	]Ivan Roski has taken 7 damage from C24:i3.QUICK-48.
[22:40:48	]C24:i3.QUICK-48 has critically hit Ivan Roski in the stomach dealing 8 damage (CritChance was 0.48).
[22:40:48	]Ivan Roski has taken 8 damage from C24:i3.QUICK-48.
[22:40:48	]C24:i3.QUICK-48 has gained level 33 in the Silahlar skill.
[22:40:48	]C24:i3.QUICK-48 has critically hit Ivan Roski in the stomach dealing 8 damage (CritChance was 0.48).
[22:40:48	]Ivan Roski has taken 8 damage from C24:i3.QUICK-48.
[22:40:48	]C24:RCT.YELLO-55 used command '/Radio 34A?'.
[22:40:50	]C24:i3.QUICK-48 has hit Ivan Roski in the left arm dealing 3 damage (CritChance was 0.36).
[22:40:50	]Ivan Roski has taken 3 damage from C24:i3.QUICK-48.
[22:40:51	][IC] C24:i4.UNION-83: <:: Morfin belki tutar ne bileyim filmlerde öyle gördüm. ::>
[22:40:52	]C24:i3.QUICK-48 has hit Ivan Roski in the left arm dealing 3 damage (CritChance was 0.36).
[22:40:52	]Ivan Roski has taken 3 damage from C24:i3.QUICK-48.
[22:40:52	]C24:i3.QUICK-48 has hit Ivan Roski in the left arm dealing 3 damage (CritChance was 0.36).
[22:40:52	]Ivan Roski has taken 3 damage from C24:i3.QUICK-48.
[22:40:52	]C24:i3.QUICK-48 has hit Ivan Roski in the left arm dealing 3 damage (CritChance was 0.36).
[22:40:52	]Ivan Roski has taken 3 damage from C24:i3.QUICK-48.
[22:40:52	]C24:i3.QUICK-48 has hit Ivan Roski in the left arm dealing 3 damage (CritChance was 0.36).
[22:40:52	]Ivan Roski has taken 3 damage from C24:i3.QUICK-48.
[22:40:52	]C24:i3.QUICK-48 has hit Ivan Roski in the left arm dealing 3 damage (CritChance was 0.36).
[22:40:52	]Ivan Roski has taken 3 damage from C24:i3.QUICK-48.
[22:40:52	]C24:i3.QUICK-48 has critically hit Ivan Roski in the left arm dealing 6 damage (CritChance was 0.36).
[22:40:52	]Ivan Roski has taken 6 damage from C24:i3.QUICK-48.
[22:40:52	]C24:i3.QUICK-48 has hit Ivan Roski in the stomach dealing 6 damage (CritChance was 0.48).
[22:40:52	]Ivan Roski has taken 6 damage from C24:i3.QUICK-48.
[22:40:52	]C24:i3.QUICK-48 has critically hit Ivan Roski in the left arm dealing 6 damage (CritChance was 0.36).
[22:40:52	]Ivan Roski has taken 6 damage from C24:i3.QUICK-48.
[22:40:55	]Ivan Roski has critically hit Viktor Drakonov in the chest dealing 13 damage (CritChance was 0.39).
[22:40:55	]Viktor Drakonov has taken 13 damage from Ivan Roski.
[22:40:56	]C24:i3.QUICK-48 has gained level 34 in the Silahlar skill.
[22:40:56	]C24:i3.QUICK-48 has hit Ivan Roski in the right arm dealing 3 damage (CritChance was 0.36).
[22:40:56	]Ivan Roski has taken 3 damage from C24:i3.QUICK-48.
[22:40:56	]C24:i3.QUICK-48 has critically hit Ivan Roski in the chest dealing 9 damage (CritChance was 0.36).
[22:40:56	]Ivan Roski has taken 9 damage from C24:i3.QUICK-48.
[22:40:56	]C24:i3.QUICK-48 has hit Ivan Roski in the stomach dealing 6 damage (CritChance was 0.48).
[22:40:56	]Ivan Roski has taken 6 damage from C24:i3.QUICK-48.
[22:40:56	]C24:i3.QUICK-48 has critically hit Ivan Roski in the chest dealing 9 damage (CritChance was 0.36).
[22:40:56	]Ivan Roski has taken 9 damage from C24:i3.QUICK-48.
[22:40:57	][IC] C24:RCT.YELLO-55: <:: LAN NE FİLMİ,. ::>
[22:40:58	]C24:i3.QUICK-48 has gained a '8rnd Shotgun Magazine' #136696.
[22:40:58	]C24:i3.QUICK-48 has lost a '8rnd Shotgun Magazine' #136701.
[22:41:00	][IC] C24:RCT.YELLO-55: <:: ÖLCEK ADAM. ::>
[22:41:01	]Viktor Drakonov used command '/ExitAct'.
[22:41:02	][IC] C24:i4.UNION-83: <:: YA BEN TIP MI BİLİYORUM. ::>
[22:41:03	]THE ÖMER loaded the character 'Zahir Taha'
[22:41:03	]Zahir Taha is no longer afk. Total time spent AFK: 910
[22:41:04	]C24:i3.QUICK-48 used command '/WaypointAdd 11-99 150 red'.
[22:41:10	]Viktor Drakonov ran 'Consume' on item 'Karpuz Dilimi' (#139107)
[22:41:10	][LOOC] C24:RCT.YELLO-55: kanka öldünmü
[22:41:11	]Viktor Drakonov ran 'Consume' on item 'Breen'in Suyu' (#139108)
[22:41:11	]Viktor Drakonov has wasted a level -2 long boost in Zeka (current: -2; target: 0).
[22:41:11	]Viktor Drakonov has wasted a level -1 long boost in Algı (current: -1; target: 0).
[22:41:11	]Viktor Drakonov has gained a 'Boş Breen'in Suyu' #139145.
[22:41:13	][IC] C24:i4.UNION-83: <:: HAY SIÇAYIM. ::>
[22:41:13	]Rosalind Oswald used command '/PM -48 adamsın lan sen'.
[22:41:20	]Yifeng Xie entered observer.
[22:41:23	][IC] C24:i4.UNION-83: <:: Ne yapacağız. ::>
[22:41:25	][IC] C24:i3.QUICK-48: <:: Hmph. ::>
[22:41:27	]Viktor Drakonov has gained level 50 in the Hız skill.
[22:41:30	][ME] C24:RCT.YELLO-55: Nabzına bakar.
[22:41:31	]Yifeng Xie exited observer at their location.
[22:41:34	][IC] Alice Numb: Efendim iyimisiniz?!
[22:41:38	]C24:RCT.YELLO-55 used command '/Radio 34A?'.
[22:41:40	]Viktor Drakonov used command '/ExitAct'.
[22:41:40	]C24:i3.QUICK-48 used command '/Radio tüm birimler bir 647 kanalizasyona çıktı'.
[22:41:41	][IC] Alice Numb: Birisini çağırayımmı?!
[22:41:45	]Victorian loaded the character 'Elsa Eriksson'
[22:41:45	][IC] C24:i3.QUICK-48: <:: Gereği yok. ::>
[22:41:46	]C24:i3.QUICK-48 has gained a '8rnd Shotgun Magazine' #136701.
[22:41:46	]C24:i3.QUICK-48 has lost a '8rnd Shotgun Magazine' #136695.
[22:41:46	]C24:i3.QUICK-48 has gained a '8rnd Shotgun Magazine' #136695.
[22:41:46	]C24:i3.QUICK-48 has lost a '8rnd Shotgun Magazine' #136692.
[22:41:47	][ME] Alice Numb: paniklemiş gibi..
[22:41:49	]C24:RCT.YELLO-55 used command '/Radio çatışma sesleri neydi?'.
[22:41:50	][IC] C24:i3.QUICK-48: <:: Uh. ::>
[22:41:50	][IC] Alice Numb: Iyi gözükmüyorsunuz...
[22:41:56	][ME] C24:i4.DEFENDER-32: çok az iyileşti
[22:41:58	]C24:RCT.YELLO-55 used command '/Radio 32 ölcek tıp bilen birisi yok mu'.
[22:41:59	]Elsa Eriksson entered observer.
[22:41:59	][ME] C24:i4.DEFENDER-32: ama iç kanaması var
[22:42:01	]C24:i3.QUICK-48 used command '/Radio 11-99'a cevap verseydin anlardın'.
[22:42:03	][ME] Alice Numb: yüzünde korkmuş bir ifade var..
[22:42:05	]Rosalind Oswald used command '/CheckCrime'.
[22:42:06	][LOOC] C24:RCT.YELLO-55: iyileşmesi imkansız
[22:42:09	][IC] Alice Numb: Silahınızı alıp kaçtı o..
[22:42:09	][IC] C24:i3.QUICK-48: <:: Birşey yok gidebilirsin. ::>
[22:42:12	][LOOC] C24:RCT.YELLO-55: bişe yapmadıkki iyileş
[22:42:14	][IC] C24:i3.QUICK-48: <:: Biliyorum. ::>
[22:42:15	][IC] Ivan Roski: Uh... Ah-huh uh... Uh...
[22:42:16	][IC] C24:i3.QUICK-48: <:: Ah. ::>
[22:42:18	][IC] Alice Numb: Pekala..
[22:42:19	][ME] C24:i3.QUICK-48: zırhını tutar
[22:42:22	][IC] C24:i4.UNION-83: <:: Hay sıçayım. ::>
[22:42:28	][LOOC] C24:RCT.YELLO-55: bence öl artık
[22:42:28	][IC] C24:i4.UNION-83: <:: Böylece ölüme mi terk edeceğiz. ::>
[22:42:37	]Timothy Hudson used command '/ActStand 3'.
[22:42:39	]C24:i3.QUICK-48 used command '/PM Ivan birini rehin alaydın itin oğlu'.
[22:42:45	]Ivan Roski used command '/PM 48 ne alaka len'.
[22:42:50	]Zahir Taha ran 'Write' on item 'Menü' (#138854)
[22:42:52	]C24:i3.QUICK-48 used command '/PM Rosalind baya kötü rehin alma rolüydü'.
[22:42:52	]Ender loaded the character 'Olezka Miroslav'
[22:42:52	]Olezka Miroslav is no longer afk. Total time spent AFK: 2870
[22:42:54	][ME] C24:RCT.YELLO-55: Eli ayağı titriyordur.
[22:42:56	]Elsa Eriksson exited observer at their location.
[22:42:57	][IC] C24:RCT.YELLO-55: <:: Ölücek. ::>
[22:42:57	]Elsa Eriksson entered observer.
[22:42:58	]Elsa Eriksson exited observer at their location.
[22:42:58	]Ivan Roski has gained level 4 in the Hız skill.
[22:42:59	]Elsa Eriksson entered observer.
[22:43:00	]Elsa Eriksson exited observer at their location.
[22:43:00	]C24:i3.QUICK-48 used command '/PM Ivan öyle anlaştık yarrak gibi yaptın'.
[22:43:01	][IC] C24:RCT.YELLO-55: <:: ÖLÜCEK AMINA KOYİM. ::>
[22:43:03	][IC] C24:RCT.YELLO-55: <:: KİMSEMİ YOK. ::>
[22:43:06	]Victorian loaded the character 'Yifeng Xie'
[22:43:06	]Rosalind Oswald used command '/Reply onu boşver s2m yaptığın için adamsın sen'.
[22:43:08	][IC] C24:i4.UNION-83: <:: YA HAY SIÇAYIM. ::>
[22:43:10	]Ivan Roski used command '/PM 48 Rolü ben değiştirdim herşey olabilir'.
[22:43:13	]Yifeng Xie entered observer.
[22:43:14	][LOOC] C24:i4.DEFENDER-32: iç kanamam az olsun hadi
[22:43:15	][IC] C24:RCT.YELLO-55: <:: LAN ADAM CESET GİBİ OLDU. ::>
[22:43:18	][IC] C24:RCT.YELLO-55: <:: BACAKLARA BAK. ::>
[22:43:18	][IC] C24:i4.UNION-83: <:: LAN KALK BARİ KENDİ KENDİNİ TEDAVİ ET. ::>
[22:43:21	][IC] C24:i4.UNION-83: <:: AMINA KOYAYIM. ::>
[22:43:22	]Ardawq (STEAM_0:0:568565089) has disconnected (timed out).
[22:43:23	][IC] C24:i4.UNION-83: <:: ÇARESİZİM. ::>
[22:43:26	]Yifeng Xie exited observer at their location.
[22:43:26	]Olezka Miroslav ran SAM command 'asay' with arguments: 'saçım buga girdi gitti'
[22:43:32	]Rosalind Oswald claimed a report by Olezka Miroslav (Ender).
[22:43:33	]Rosalind Oswald ran SAM command 'goto' with arguments: '#9'
[22:43:34	]Ivan Roski ran 'removeMag' on item 'Glock 17' (#136661)
[22:43:34	]Ivan Roski is removing a mag while reloading: Item ID: #(136661) Ammo: 0
[22:43:34	]Ivan Roski has gained a '20rnd Glock Magazine' #136690.
[22:43:35	][LOOC] C24:i4.DEFENDER-32: olum neşter alın
[22:43:40	][LOOC] C24:RCT.YELLO-55: aga 30 metreden atladın gene kurtaramayız suya 20 metreden atlayınca beton etkisi oluyor
[22:43:44	]C24:i3.QUICK-48 used command '/Radio IVAN ROSKI B.O.L şüphelisidir suçları birazdan anons geçilecek'.
[22:43:44	]Rosalind Oswald used command '/PM miroslav karakterden bi tekrar çıkıp gir'.
[22:43:48	]Ender has unloaded their "Olezka Miroslav" character.
[22:43:51	]Viktor Drakonov ran 'drop' on item 'Boş Breen'in Suyu' (#139145)
[22:43:51	]Viktor Drakonov has lost a 'Boş Breen'in Suyu' #139145.
[22:43:52	]C24:i3.QUICK-48 used command '/PM Rosalind <3'.
[22:43:54	][LOOC] C24:i4.DEFENDER-32: o zaman /it void
[22:43:56	]Ender loaded the character 'Olezka Miroslav'
[22:43:57	][LOOC] C24:RCT.YELLO-55: sen öldün şuan ama ölmemekle diremiyorsun
[22:43:57	][ME] C24:i3.QUICK-48: tekliyor
[22:43:59	][IC] Yifeng Xie: Elinde neler var?
[22:44:00	]Ender has unloaded their "Olezka Miroslav" character.
[22:44:03	]Ender loaded the character 'Olezka Miroslav'
[22:44:06	]Rosalind Oswald exited observer at their location.
[22:44:08	]George Perez used command '/CharGetUp'.
[22:44:09	]Rosalind Oswald ran SAM command 'bring' with arguments: 'miroslav'
[22:44:10	][LOOC] Olezka Miroslav: olmadı
[22:44:10	][IC] Timothy Hudson: Iyi günler, menü hemen solumda ki duvarda efendim.
[22:44:15	][IC] Rosalind Oswald: Nasıldı saçın.
[22:44:15	]Yifeng Xie used command '/ExitAct'.
[22:44:21	][LOOC] C24:i4.DEFENDER-32: 10 metre de ona ben trenin üstüne atlayıp yere düştüm aq
[22:44:21	][LOOC] Timothy Hudson: o sağ la
[22:44:24	]James Maxwell ran 'drop' on item 'Boş Bira Şişesi' (#130919)
[22:44:24	]James Maxwell has lost a 'Boş Bira Şişesi' #130919.
[22:44:26	][LOOC] C24:RCT.YELLO-55: kanka ne it void 30 METREDEN ATLADIN VE ŞİMDİ VOİD YAPAMAZSIN KAFANA GÖRE LAN OLUM 30 METRE
[22:44:27	]George Perez used command '/CharGetUp'.
[22:44:29	]монолит loaded the character 'Natasha Kolarev'
[22:44:29	][IC] Olezka Miroslav: Bilmiyorumki hangisiydi sen şey ver yaparım ben aynısını.
[22:44:30	][LOOC] Yifeng Xie: benim solummuş prdn
[22:44:34	][IC] Olezka Miroslav: Kırmızı renkliydi onu biliyorum sadece.
[22:44:35	][LOOC] C24:RCT.YELLO-55: TEPEDEN ATLADIN ÖL AMK ARTIK SİKİCEm
[22:44:38	]Yifeng Xie ran 'Write' on item 'Yeni dondurma menümüzü deneyin! ' (#136476)
[22:44:40	][IC] Rosalind Oswald: Eyvah.
[22:44:40	]Yifeng Xie ran 'Write' on item 'Yeni dondurma menümüzü deneyin! ' (#136476)
[22:44:42	][IC] Olezka Miroslav: Hair dresser tool.
[22:44:44	]Zahir Taha ran 'Write' on item 'Menü' (#138854)
[22:44:47	][IC] Rosalind Oswald: Renk gittiyse bozulmuştur karakterin.
[22:44:48	][IC] Rosalind Oswald: Al bakayım bi.
[22:44:51	]Rosalind Oswald has spawned a beard_razor.
[22:44:53	]Olezka Miroslav ran 'Style' on item 'Hairdresser tools' (#139146)
[22:44:55	][LOOC] C24:i4.DEFENDER-32: tamam fastrp yapıyoruz
[22:44:58	][IC] Olezka Miroslav: Heh.
[22:44:59	][IC] Yifeng Xie: Muzlu dondurman var mı?
[22:45:01	][LOOC] C24:i4.DEFENDER-32: bandajlayın vs.
[22:45:01	][IC] Olezka Miroslav: Direk oldu zaten.
[22:45:02	]Rosalind Oswald has used a context menu option with the name: remove
[22:45:04	]James Maxwell ran 'give' on item 'Dezenfekte Bandaj Rulosu' (#123174)
[22:45:04	]James Maxwell has performed the 'Use Dezenfekte Bandaj Rulosu' action, gaining 22 experience in medicine.
[22:45:04	]George Perez was disinfected by James Maxwell for 132 seconds.
[22:45:04	]George Perez's bleeding was stopped by James Maxwell.
[22:45:04	]George Perez was bandaged by James Maxwell for 18 HP.
[22:45:05	][IC] Rosalind Oswald: Tamam harika.
[22:45:05	][ME] Timothy Hudson: gülümser
[22:45:06	][IC] Olezka Miroslav: Teşekkür ederim.
[22:45:07	]Rosalind Oswald ran SAM command 'return' with arguments: 'miroslav'
[22:45:07	]Yifeng Xie entered observer.
[22:45:07	][LOOC] C24:i4.DEFENDER-32: yapacak birşey kalmadı
[22:45:08	]Yifeng Xie exited observer at their location.
[22:45:10	][LOOC] C24:RCT.YELLO-55: looc bandajlamak geçirmiyor
[22:45:10	]Rosalind Oswald entered observer.
[22:45:18	][Y] Natasha Kolarev: Yolun nereye düştü stalker.
[22:45:18	][LOOC] C24:i4.DEFENDER-32: ameliyat yapmışsınız ayağına işte o rolü geçiyoruz
[22:45:19	]James Maxwell has hit James Maxwell dealing 1 damage (CritChance was 0.00).
[22:45:19	]James Maxwell has taken 1 damage from James Maxwell.
[22:45:20	]James Maxwell has gained level 11 in the Silahlar skill.
[22:45:20	]James Maxwell has hit James Maxwell dealing 1 damage (CritChance was 0.00).
[22:45:20	]James Maxwell has taken 1 damage from James Maxwell.
[22:45:20	][IC] Timothy Hudson: Olmaz mı? Limitli menü olduğu için müşteri başı bir adet limit var.
[22:45:20	]James Maxwell has hit James Maxwell dealing 2 damage (CritChance was 0.00).
[22:45:20	]James Maxwell has taken 2 damage from James Maxwell.
[22:45:21	][IC] C24:RCT.YELLO-55: <:: 83 şuna bandaj falan sar lan. ::>
[22:45:25	]Olezka Miroslav rolled 16 out of 20 (+0 from Çeviklik).
[22:45:25	]Olezka Miroslav used command '/Roll agility'.
[22:45:25	][IC] C24:RCT.YELLO-55: <:: LAN ÖÜCEK. ::>
[22:45:25	]Zahir Taha ran 'Write' on item 'Menü' (#138854)
[22:45:26	]James Maxwell has hit James Maxwell dealing 1 damage (CritChance was 0.00).
[22:45:26	]James Maxwell has taken 1 damage from James Maxwell.
[22:45:26	]James Maxwell has hit James Maxwell dealing 1 damage (CritChance was 0.00).
[22:45:26	]James Maxwell has taken 1 damage from James Maxwell.
[22:45:27	]C24:i4.UNION-83 ran 'give' on item 'Dezenfekte Bandaj Rulosu' (#136845)
[22:45:27	]C24:i4.UNION-83 has performed the 'Use Dezenfekte Bandaj Rulosu' action, gaining 22 experience in medicine.
[22:45:27	]C24:i4.DEFENDER-32 was disinfected by C24:i4.UNION-83 for 117 seconds.
[22:45:27	]C24:i4.DEFENDER-32 was bandaged by C24:i4.UNION-83 for 18 HP.
[22:45:27	]James Maxwell has hit James Maxwell dealing 2 damage (CritChance was 0.00).
[22:45:27	]James Maxwell has taken 2 damage from James Maxwell.
[22:45:27	]James Maxwell has hit James Maxwell dealing 3 damage (CritChance was 0.00).
[22:45:27	]James Maxwell has taken 3 damage from James Maxwell.
[22:45:28	]James Maxwell has hit James Maxwell dealing 4 damage (CritChance was 0.00).
[22:45:28	]James Maxwell has taken 4 damage from James Maxwell.
[22:45:28	]C24:i4.UNION-83 ran 'give' on item 'Ağrı Kesici' (#136863)
[22:45:28	]C24:i4.UNION-83 has performed the 'Use Ağrı Kesici' action, gaining 25 experience in medicine.
[22:45:28	]James Maxwell has hit James Maxwell dealing 6 damage (CritChance was 0.00).
[22:45:28	]James Maxwell has taken 6 damage from James Maxwell.
[22:45:29	]C24:i4.UNION-83 ran 'give' on item 'Dezenfekte Bandaj Rulosu' (#136845)
[22:45:29	]C24:i4.UNION-83 has performed the 'Use Dezenfekte Bandaj Rulosu' action, gaining 15 experience in medicine.
[22:45:29	]C24:i4.DEFENDER-32 was disinfected by C24:i4.UNION-83 for 117 seconds.
[22:45:29	]C24:i4.DEFENDER-32 was bandaged by C24:i4.UNION-83 for 18 HP.
[22:45:29	]James Maxwell has hit James Maxwell dealing 1 damage (CritChance was 0.00).
[22:45:29	]James Maxwell has taken 1 damage from James Maxwell.
[22:45:30	]James Maxwell has hit James Maxwell dealing 2 damage (CritChance was 0.00).
[22:45:30	]James Maxwell has taken 2 damage from James Maxwell.
[22:45:33	]C24:i4.UNION-83 ran 'give' on item 'Ağrı Kesici' (#136863)
[22:45:33	]C24:i4.UNION-83 has performed the 'Use Ağrı Kesici' action, gaining 25 experience in medicine.
[22:45:33	]C24:i4.UNION-83 ran 'give' on item 'Ağrı Kesici' (#136863)
[22:45:33	]C24:i4.UNION-83 has performed the 'Use Ağrı Kesici' action, gaining 25 experience in medicine.
[22:45:33	]C24:i4.UNION-83 ran 'give' on item 'Ağrı Kesici' (#136863)
[22:45:33	]C24:i4.UNION-83 has performed the 'Use Ağrı Kesici' action, gaining 4 experience in medicine.
[22:45:37	][IC] Timothy Hudson: Yanında bir isteğiniz?
[22:45:37	][IC] Ivan Roski: Şehirde birkaç durum oldu.
[22:45:37	][ME] C24:i4.DEFENDER-32: kendine gelmeye başlıyor
[22:45:40	][ME] C24:i4.DEFENDER-32: nabzı düzeldi
[22:45:41	]Zahir Taha ran 'Write' on item 'Menü' (#138854)
[22:45:43	][IC] Ivan Roski: Ağır yaralandım.
[22:45:44	]Viktor Drakonov opened the 'Büyük Metal Dolap' #9569 container.
[22:45:46	][LOOC] C24:RCT.YELLO-55: FAILRP
[22:45:46	][IC] Yifeng Xie: Ehm, hayır. Teşekkürler...
[22:45:47	]Rosalind Oswald used command '/PM zahir duyuru atayım mı dükkanının açık olduğuna dair'.
[22:45:48	][Y] Natasha Kolarev: Kaçkınlardanmısın, stalker?
[22:45:49	]Viktor Drakonov closed the 'Büyük Metal Dolap' #9569 container.
[22:45:49	]Yifeng Xie has disabled persistence for 'models/props_c17/fence01a.mdl'.
[22:45:49	]Yifeng Xie has used a context menu option with the name: persist_end
[22:45:51	]C24:i4.DEFENDER-32 is no longer unconscious from critical wounds.
[22:45:51	]Yifeng Xie has used a context menu option with the name: remove
[22:45:58	][LOOC] Timothy Hudson: senin kol bandı indirime giriyormuydu?
[22:46:00	][LOOC] C24:RCT.YELLO-55: ne bok yapıyosanız yapın ben gidiyom banane aq adan 30 metreden atladı
[22:46:02	][LOOC] C24:i4.DEFENDER-32: ne fail rp kanka ben siz sıkılmayın diye hızlı geçiyorum aq
[22:46:03	]Timothy Hudson used command '/ExitAct'.
[22:46:03	][IC] Ivan Roski: Diyebilirim.
[22:46:05	]Timothy Hudson opened the 'Dosya Dolabı' #9449 container.
[22:46:08	][LOOC] Yifeng Xie: yok sadece mavi ve üstü
[22:46:08	]Viktor Drakonov ran SAM command 'asay' with arguments: 'Kutu PK olmuş, bakabilir misiniz?'
[22:46:09	]Zahir Taha used command '/PM Rosalind şu an atma liste hazırlıyorum.'.
[22:46:11	]C24:i4.DEFENDER-32 used command '/ActDown 3'.
[22:46:12	]C24:i4.DEFENDER-32 used command '/ExitAct'.
[22:46:14	]Rosalind Oswald used command '/Reply tamam'.
[22:46:14	]Timothy Hudson has gained a 'Muzlu Dondurma' #138070 from a container with the name 'Dosya Dolabı' #9449.
[22:46:15	]Timothy Hudson closed the 'Dosya Dolabı' #9449 container.
[22:46:16	]Rosalind Oswald claimed a report by Viktor Drakonov (Artyom).
[22:46:16	]C24:i4.DEFENDER-32 used command '/ActDown 2'.
[22:46:16	]Rosalind Oswald ran SAM command 'goto' with arguments: '#18'
[22:46:19	][IC] C24:i4.DEFENDER-32: Aah.
[22:46:21	][Y] Natasha Kolarev: Pekala elindeki silahı bize doğrultmadığın sürece sorun yok.
[22:46:25	]Rosalind Oswald exited observer at their location.
[22:46:26	]James Maxwell ran 'Use' on item '15 Kredi Kuponu' (#139099)
[22:46:28	][LOOC] C24:RCT.YELLO-55: senin teknik olaran ölmen gerekiyor
[22:46:30	][Y] Natasha Kolarev: Karşıdaki deniz fenerini görüyormusun ve köprüyü?
[22:46:31	][IC] Ivan Roski: Silah zaten kullanışsın.
[22:46:33	][Y] Natasha Kolarev: Oraları geçme.
[22:46:33	][IC] Rosalind Oswald: Karakterini silmiş olabilir.
[22:46:36	][IC] Ivan Roski: Kullanışsız.
[22:46:38	]Rosalind Oswald has set the 'Büyük Kutu' container (#9577) to private, owned by 'character[223]'.
