[00:00:08	]Lynx has gone afk.
[20:44:20	]Harry Gutenberg has gained a 'Gri Medic Gömlek' #24555.
[20:44:20	]Harry Gutenberg has gained a 'CMRU Radyosu' #24556.
[20:44:20	]Harry Gutenberg has gained a 'Mavi Tulum' #24557.
[20:44:20	]Harry Gutenberg has gained a 'Tulum pantolonu.' #24558.
[20:44:20	]Harry Gutenberg has gained a 'Koyu Deri Çizme' #24559.
[20:44:48	]Harry Gutenberg ran 'ToggleOn' on item 'CMRU Radyosu' (#24556)
[20:44:49	]Harry Gutenberg ran 'Open' on item 'CMRU PDA' (#24553)
[20:44:54	]C24:i3.VICE-66[E] has gained level 19 in the Hız skill.
[20:45:01	][IC] C24:i3.VICE-66[E]: <:: Bekle. ::>
[20:45:04	][IC] C24:i3.VICE-66[E]: <:: Apply. ::>
[20:45:06	]Harry Gutenberg used command '/ID'.
[20:45:29	][LOOC] Harry Gutenberg: kedi seni monitörde görünce
[20:45:35	]C24:i3.VICE-66[E] used command '/ActMotion'.
[20:45:39	]C24:i3.VICE-66[E] used command '/ActMotion'.
[20:45:41	][LOOC] Harry Gutenberg: mönitöre yumruk attı senin yüzüne lol
[20:45:41	]C24:i3.VICE-66[E] used command '/ActMotion'.
[20:45:45	]C24:i3.VICE-66[E] used command '/ActMotion'.
[20:47:09	]Harry Gutenberg used the 'SMB Teçhizat Dağıtıcısı' vendor.
[20:47:15	]Harry Gutenberg has gained 0 chips.
[20:47:15	]Harry Gutenberg has gained a 'Tıbbi Çanta' #24560.
[20:47:16	]Harry Gutenberg has gained 0 chips.
[20:47:16	]Harry Gutenberg has gained a 'Tıbbi Çanta' #24561.
[20:47:20	]Harry Gutenberg has gained 0 chips.
[20:47:20	]Harry Gutenberg has gained a 'Dezenfekte Bandaj Rulosu' #24562.
[20:47:21	]Harry Gutenberg has gained 0 chips.
[20:47:21	]Harry Gutenberg has gained a 'Dezenfekte Bandaj Rulosu' #24563.
[20:47:27	]Harry Gutenberg ran 'combine' on item 'Tıbbi Çanta' (#24560)
[20:47:28	]Harry Gutenberg ran 'combine' on item 'Tıbbi Çanta' (#24560)
[20:47:29	]Harry Gutenberg used the 'SMB Teçhizat Dağıtıcısı' vendor.
[20:47:31	]Harry Gutenberg has gained 0 chips.
[20:47:31	]Harry Gutenberg has gained a 'Dezenfekte Bandaj Rulosu' #24564.
[20:47:31	]Harry Gutenberg has gained 0 chips.
[20:47:32	]Harry Gutenberg has gained a 'Dezenfekte Bandaj Rulosu' #24565.
[20:47:34	]Harry Gutenberg ran 'combine' on item 'Tıbbi Çanta' (#24561)
[20:47:35	]Harry Gutenberg ran 'combine' on item 'Tıbbi Çanta' (#24561)
[20:47:36	]C24:i3.VICE-66[E] ran 'Write' on item 'ENDÜSTRİ 24 TEL NO.' (#22941)
[20:47:36	]Harry Gutenberg used the 'SMB Teçhizat Dağıtıcısı' vendor.
[20:47:40	]Harry Gutenberg has gained 0 chips.
[20:47:40	]Harry Gutenberg has gained a 'Ameliyat maskesi' #24566.
[20:47:41	]Harry Gutenberg has gained 0 chips.
[20:47:41	]Harry Gutenberg has gained a 'Medikal Eldivenler' #24567.
[20:47:42	]Harry Gutenberg has gained 0 chips.
[20:47:42	]Harry Gutenberg has gained a 'El Feneri' #24568.
[20:47:46	]Harry Gutenberg has gained 0 chips.
[20:47:46	]Harry Gutenberg has gained a 'Cerrahi Kit' #24569.
[20:47:46	]Harry Gutenberg has gained 0 chips.
[20:47:46	]Harry Gutenberg has gained a 'Cerrahi Kit' #24570.
[20:47:48	]Harry Gutenberg has gained 0 chips.
[20:47:48	]Harry Gutenberg has gained a 'Ağrı Kesici' #24571.
[20:47:48	]Harry Gutenberg has gained 0 chips.
[20:47:48	]Harry Gutenberg has gained a 'Ağrı Kesici' #24572.
[20:47:49	]Harry Gutenberg has gained 0 chips.
[20:47:49	]Harry Gutenberg has gained a 'Morfin' #24573.
[20:47:50	]Harry Gutenberg has gained 0 chips.
[20:47:50	]Harry Gutenberg has gained a 'Morfin' #24574.
[20:47:57	]C24:i3.VICE-66[E] used command '/PM harry oyuna yeni girdin rasyona koş'.
[20:48:04	]Harry Gutenberg has gained 0 chips.
[20:48:05	]Harry Gutenberg has gained a 'Kan Stabilizatörü' #24575.
[20:48:05	]Harry Gutenberg has gained 0 chips.
[20:48:05	]Harry Gutenberg has gained a 'Kan Stabilizatörü' #24576.
[20:48:07	]Harry Gutenberg has gained 0 chips.
[20:48:07	]Harry Gutenberg has gained a 'Kan Şırıngası' #24577.
[20:48:07	]Harry Gutenberg has gained 0 chips.
[20:48:07	]Harry Gutenberg has gained a 'Kan Şırıngası' #24578.
[20:48:09	]Harry Gutenberg has gained 0 chips.
[20:48:09	]Harry Gutenberg has gained a 'Bandaj Rulosu' #24579.
[20:48:09	]Harry Gutenberg has gained 0 chips.
[20:48:09	]Harry Gutenberg has gained a 'Bandaj Rulosu' #24580.
[20:48:12	]Harry Gutenberg has gained 0 chips.
[20:48:12	]Harry Gutenberg has gained a 'Adrenalin' #24581.
[20:48:12	]Harry Gutenberg has gained 0 chips.
[20:48:12	]Harry Gutenberg has gained a 'Adrenalin' #24582.
[20:48:15	]Harry Gutenberg has gained 0 chips.
[20:48:15	]Harry Gutenberg has gained a 'Morfin' #24583.
[20:48:16	]Harry Gutenberg has gained 0 chips.
[20:48:16	]Harry Gutenberg has gained a 'Morfin' #24584.
[20:48:17	]C24:i3.VICE-66[E] ran 'Write' on item 'ENDÜSTRİ 24 TEL NO.' (#22930)
[20:48:19	]Harry Gutenberg ran 'combine' on item 'Tıbbi Çanta' (#24561)
[20:48:20	]Harry Gutenberg ran 'combine' on item 'Tıbbi Çanta' (#24561)
[20:48:21	]Harry Gutenberg ran 'combine' on item 'Tıbbi Çanta' (#24560)
[20:48:24	]Harry Gutenberg ran 'combine' on item 'Tıbbi Çanta' (#24560)
[20:48:25	]Harry Gutenberg ran 'combine' on item 'Tıbbi Çanta' (#24560)
[20:48:30	]C24:i3.VICE-66[E] ran 'Write' on item 'ENDÜSTRİ 24 TEL NO.' (#22930)
[20:48:34	]Harry Gutenberg ran 'combine' on item 'Tıbbi Çanta' (#24561)
[20:48:35	]Harry Gutenberg ran 'combine' on item 'Tıbbi Çanta' (#24561)
[20:48:44	]Harry Gutenberg ran 'combine' on item 'Tıbbi Çanta' (#24560)
[20:48:45	]Harry Gutenberg ran 'combine' on item 'Tıbbi Çanta' (#24560)
[20:48:46	]Harry Gutenberg used the 'SMB Teçhizat Dağıtıcısı' vendor.
[20:48:53	]Harry Gutenberg has gained 0 chips.
[20:48:53	]Harry Gutenberg has gained a 'Sağlık Şişesi' #24585.
[20:48:53	]Harry Gutenberg has gained 0 chips.
[20:48:53	]Harry Gutenberg has gained a 'Sağlık Şişesi' #24586.
[20:48:55	]Harry Gutenberg has gained 0 chips.
[20:48:55	]Harry Gutenberg has gained a 'Sağlık Şırıngası' #24587.
[20:48:55	]Harry Gutenberg has gained 0 chips.
[20:48:55	]Harry Gutenberg has gained a 'Sağlık Şırıngası' #24588.
[20:48:57	]Harry Gutenberg has gained 0 chips.
[20:48:57	]Harry Gutenberg has gained a 'Sağlık Kiti' #24589.
[20:48:57	]Harry Gutenberg has gained 0 chips.
[20:48:58	]Harry Gutenberg has gained a 'Sağlık Kiti' #24590.
[20:49:03	]Harry Gutenberg ran 'combine' on item 'Tıbbi Çanta' (#24560)
[20:49:04	]Harry Gutenberg ran 'combine' on item 'Tıbbi Çanta' (#24560)
[20:49:10	]Harry Gutenberg ran 'combine' on item 'Tıbbi Çanta' (#24561)
[20:49:12	]Harry Gutenberg ran 'combine' on item 'Tıbbi Çanta' (#24561)
[20:49:12	]C24:i3.VICE-66[E] used the 'Kupon Makinesi' vendor.
[20:49:13	]Harry Gutenberg ran 'combine' on item 'Tıbbi Çanta' (#24561)
[20:49:40	]Harry Gutenberg used the 'SMB Teçhizat Dağıtıcısı' vendor.
[20:49:46	]Harry Gutenberg has gained 0 chips.
[20:49:46	]Harry Gutenberg has gained a 'İlk Yardım Kiti' #24591.
[20:49:46	]Harry Gutenberg has gained 0 chips.
[20:49:46	]Harry Gutenberg has gained a 'İlk Yardım Kiti' #24592.
[20:49:49	]Harry Gutenberg ran 'combine' on item 'Tıbbi Çanta' (#24560)
[20:49:51	]Harry Gutenberg ran 'combine' on item 'Tıbbi Çanta' (#24561)
[20:50:15	]Harry Gutenberg used the 'SMB Teçhizat Dağıtıcısı' vendor.
[20:50:18	]Harry Gutenberg has gained 0 chips.
[20:50:18	]Harry Gutenberg has gained a 'Tuzlu su' #24593.
[20:50:20	]Harry Gutenberg has gained 0 chips.
[20:50:20	]Harry Gutenberg has gained a 'Dezenfektan' #24594.
[20:50:23	]Harry Gutenberg has gained 0 chips.
[20:50:23	]Harry Gutenberg has gained a 'Amoxicillin (anti-biyotik)' #24595.
[20:50:25	]Harry Gutenberg has gained 0 chips.
[20:50:25	]Harry Gutenberg has gained a 'Kan Torbası' #24596.
[20:50:55	]Harry Gutenberg opened the 'Depo Dolabı' #2680 container.
[20:51:09	]Harry Gutenberg closed the 'Depo Dolabı' #2680 container.
[20:51:12	]Harry Gutenberg opened the 'Depo Dolabı 2' #2062 container.
[20:51:19	]Harry Gutenberg closed the 'Depo Dolabı 2' #2062 container.
[20:51:23	]Harry Gutenberg opened the 'Depo Dolabı 2' #2062 container.
[20:51:34	]Harry Gutenberg closed the 'Depo Dolabı 2' #2062 container.
[20:52:20	]C24:i3.VICE-66[E] used command '/PM harry nerdesin'.
[20:55:22	]Harry Gutenberg ran 'Bind' on item 'CMRU Level 1 Access Keycard' (#24554)
[20:55:59	]C24:i3.VICE-66[E] has lost a '30rnd MP-şarjörü' #19787.
[20:56:09	]C24:i3.VICE-66[E] has gained a '30rnd MP-şarjörü' #19787.
[20:56:09	]C24:i3.VICE-66[E] has lost a '30rnd MP-şarjörü' #19786.
[20:58:51	]C24:i3.VICE-66[E] ran 'Write' on item 'ENDÜSTRİ 24 TEL NO.' (#22941)
[21:00:26	]Harry Gutenberg used command '/GetCWUFlags'.
[21:00:30	]Harry Gutenberg has fired a toolgun with the name: remover
[21:00:31	]Harry Gutenberg has fired a toolgun with the name: remover
[21:00:32	]Harry Gutenberg has fired a toolgun with the name: remover
[21:00:32	]Harry Gutenberg has fired a toolgun with the name: remover
[21:00:32	]Harry Gutenberg has fired a toolgun with the name: remover
[21:00:32	]Harry Gutenberg has fired a toolgun with the name: remover
[21:00:33	]Harry Gutenberg has fired a toolgun with the name: remover
[21:00:33	]Harry Gutenberg has fired a toolgun with the name: remover
[21:00:33	]Harry Gutenberg has fired a toolgun with the name: remover
[21:00:34	]Harry Gutenberg has fired a toolgun with the name: remover
[21:00:34	]Harry Gutenberg has fired a toolgun with the name: remover
[21:00:34	]Harry Gutenberg has fired a toolgun with the name: remover
[21:00:34	]Harry Gutenberg has fired a toolgun with the name: remover
[21:00:34	]Harry Gutenberg has fired a toolgun with the name: remover
[21:00:35	]Harry Gutenberg has fired a toolgun with the name: remover
[21:00:35	]Harry Gutenberg has fired a toolgun with the name: remover
[21:00:35	]Harry Gutenberg has fired a toolgun with the name: remover
[21:00:35	]Harry Gutenberg has fired a toolgun with the name: remover
[21:00:35	]Harry Gutenberg has fired a toolgun with the name: remover
[21:00:35	]Harry Gutenberg has fired a toolgun with the name: remover
[21:00:36	]Harry Gutenberg has fired a toolgun with the name: remover
[21:01:13	]Lynx has unloaded their "Harry Gutenberg" character.
[21:01:14	]Lynx (STEAM_0:1:578875274) has disconnected.
[21:01:28	]Scientist (STEAM_0:1:533519973) has disconnected.
[21:20:19	]Wonder Of You has connected.
[21:25:06	]Wonder Of You loaded the character 'Ford Noyer'
[21:25:29	]Ford Noyer entered observer.
[21:25:41	]Ford Noyer exited observer at their location.
[21:27:50	]Wonder Of You created the character 'Wonder Of You'
[21:27:50	]Wonder Of You loaded the character 'Wonder Of You'
[21:27:50	]Wonder Of You has gained a 'Küçük Çanta' #24597.
[21:27:50	]Wonder Of You has gained a 'Büyük Çanta' #24598.
[21:28:02	]Wonder Of You entered observer.
[21:28:11	]Wonder Of You exited observer at their location.
[21:29:23	]Enistein has connected.
[21:30:29	]Enistein loaded the character 'Elazar Gül'
[21:30:34	]Elazar Gül entered observer.
[21:30:40	]Elazar Gül exited observer at their location.
[21:31:15	]Elazar Gül entered observer.
[21:31:26	]Elazar Gül exited observer at their location.
[21:31:57	]Elazar Gül entered observer.
[21:32:39	]Wonder Of You entered observer.
[21:32:55	]jairo has connected.
[21:33:49	]Wonder Of You exited observer at their location.
[21:33:51	][IC] Wonder Of You: Hew.
[21:34:32	][AltChecker] jairo joined for the first time, generating new cookie.
[21:34:54	]Elazar Gül exited observer at their location.
[21:35:20	]jairo (STEAM_0:0:569121267) has disconnected.
[21:36:39	][IC] Wonder Of You: He.
[21:36:44	]Elazar Gül ran 'take' on item 'Köpüklü Breen Suyu' (#20865)
[21:36:44	]Elazar Gül has gained a 'Köpüklü Breen Suyu' #20865.
[21:36:56	][IC] Wonder Of You: Bugün 4 admin 1 userdik.
[21:37:21	][IC] Elazar Gül: Kapatıyor muyuz o zaman.
[21:37:34	]jairo has connected.
[21:37:35	]Elazar Gül opened the 'Cash Register' #3028 container.
[21:37:38	]Elazar Gül closed the 'Cash Register' #3028 container.
[21:37:47	][IC] Wonder Of You: Dediğim gibi.
[21:37:52	]Elazar Gül ran 'drop' on item 'Köpüklü Breen Suyu' (#20865)
[21:37:52	]Elazar Gül has lost a 'Köpüklü Breen Suyu' #20865.
[21:37:53	][IC] Wonder Of You: Herşey sana bağlı.
[21:38:33	][IC] Wonder Of You: Yanlış yerdeki doğru adam tüm herşeyi değiştirebilir.
[21:38:49	]Wonder Of You used command '/CharSetModel wonder models/gman_high.mdl'.
[21:39:43	][IC] Elazar Gül: Ugh... Agh-hgh.
[21:39:50	][IC] Wonder Of You: Hm.
[21:40:11	][IC] Wonder Of You: I understand.
[21:40:20	][IC] Elazar Gül: Su nerde gman bey.
[21:40:21	][IC] Elazar Gül: Kayboldu.
[21:40:35	][IC] Wonder Of You: Dilim damağım kurudu çantaya atıverdim.
[21:40:48	][IC] Wonder Of You: Çantamdan düşmüş.
[21:41:02	]Elazar Gül ran 'take' on item 'Köpüklü Breen Suyu' (#20865)
[21:41:02	]Elazar Gül has gained a 'Köpüklü Breen Suyu' #20865.
[21:41:04	]Elazar Gül ran 'Consume' on item 'Köpüklü Breen Suyu' (#20865)
[21:41:04	]Elazar Gül has gained a 'Boş Breen'in Suyu' #24599.
[21:41:08	][IC] Elazar Gül: Ohhh.
[21:41:11	][IC] Elazar Gül: Hayrika.
[21:41:16	][IC] Wonder Of You: Bize yok mu beyfendi.
[21:41:21	][IC] Elazar Gül: Yok bok için bayım.
[21:41:23	]Elazar Gül opened the 'Cash Register' #3028 container.
[21:41:26	]Elazar Gül closed the 'Cash Register' #3028 container.
[21:41:26	][IC] Wonder Of You: Olur.
[21:41:32	][IC] Elazar Gül: ŞAKA.
[21:41:37	][IC] Wonder Of You: Nolduki.
[21:41:41	][IC] Elazar Gül: Içme iyi değil.
[21:41:54	][ME] Wonder Of You: eğilip tuvalete kafasını sokar
[21:42:01	][IC] Wonder Of You: Hımm.
[21:42:07	][IC] Wonder Of You: Harbidende kötüymüş.
[21:42:11	][IC] Wonder Of You: Tuzu eksik.
[21:42:12	][IC] Elazar Gül: Demiştim.
[21:42:22	][IC] Wonder Of You: Tuz getirirmisiniz?
[21:42:26	][IC] Elazar Gül: Tabii.
[21:42:40	]Elazar Gül used command '/CharGiveItem elazar drug_amph_a 1'.
[21:42:40	]Elazar Gül has gained a 'A SINIFI Amfetamin' #24600.
[21:42:48	]Elazar Gül ran 'drop' on item 'A SINIFI Amfetamin' (#24600)
[21:42:48	]Elazar Gül has lost a 'A SINIFI Amfetamin' #24600.
[21:42:52	]Wonder Of You ran 'take' on item 'A SINIFI Amfetamin' (#24600)
[21:42:52	]Wonder Of You has gained a 'A SINIFI Amfetamin' #24600.
[21:42:54	][IC] Wonder Of You: Oh.
[21:42:57	][IC] Wonder Of You: Sağolun.
[21:43:10	][ME] Wonder Of You: tuvaletin içine 2 damla bırakıp tekrar kafasını sokar
[21:43:14	]Elazar Gül used command '/ForceCharFallover wonder 5'.
[21:43:30	]Elazar Gül used command '/ActSit 4'.
[21:43:39	][IC] Wonder Of You: Içim geçmiş.
[21:43:43	][IC] Elazar Gül: Rise and shine mr. Gman.
[21:43:53	][IC] Wonder Of You: Dur bunu tam 3 yıl sonra söyleyecektim.
[21:44:01	][IC] Wonder Of You: Sende kimsin.
[21:44:03	][IC] Elazar Gül: İşverenlerin kim zannediyordun.
[21:44:04	]Elazar Gül used command '/ExitAct'.
[21:44:09	][IC] Wonder Of You: Hşşt.
[21:44:10	]jairo created the character 'Jairo Ragare'
[21:44:10	]jairo loaded the character 'Jairo Ragare'
[21:44:10	]Jairo Ragare has gained a 'Açık Gri Kol Bandı' #24601.
[21:44:10	]Jairo Ragare has gained a '#70620 Kimlik Kartı' #24602.
[21:44:10	]Jairo Ragare has gained a 'Sivil Tulum' #24603.
[21:44:10	]Jairo Ragare has gained a 'Tulum pantolonu.' #24604.
[21:44:10	]Jairo Ragare has gained a 'Eskimiş Koyu Ayakkabı' #24605.
[21:44:10	]Jairo Ragare has gained a 'Gözlükler' #24606.
[21:44:11	][ME] Elazar Gül: saksoya yatar
[21:44:15	][IC] Wonder Of You: O kadar da uzun boylu değil.
[21:44:18	][IC] Wonder Of You: Ohhhhhhhhhh.
[21:44:31	]Wonder Of You has spawned a 'Entity [1956][aw2_manhack]'.
[21:44:47	][IT] Wonder Of You: g-man manhacke donusur
[21:44:49	]Elazar Gül has taken 30 damage from Wonder Of You.
[21:44:52	]Elazar Gül has taken 5 damage from Wonder Of You.
[21:44:52	]Elazar Gül has taken 5 damage from Wonder Of You.
[21:45:09	]Elazar Gül has taken 5 damage from Wonder Of You.
[21:45:13	]Elazar Gül has taken 5 damage from Wonder Of You.
[21:45:24	][IC] Wonder Of You: Komik misin sen?
[21:45:28	]Elazar Gül has used a context menu option with the name: rb655_dissolve
[21:45:41	]Jairo Ragare ran 'Equip' on item 'Açık Gri Kol Bandı' (#24601)
[21:45:46	]Wonder Of You entered observer.
[21:45:48	]Wonder Of You exited observer at their location.
[21:45:51	][IC] Wonder Of You: Bilardo yok mu?
[21:45:58	]deathguard has connected.
[21:46:06	][IC] Wonder Of You: Bilardo yok mu?
[21:46:08	][IC] Elazar Gül: Napcan bilardoyu abi.
[21:46:22	][IC] Wonder Of You: Sopasıyla fantezilerim var.
[21:46:26	][IC] Wonder Of You: Sizde var mı?
[21:46:30	][IC] Elazar Gül: Hiç denemedim.
[21:46:32	][IC] Elazar Gül: Eğlenceli olabilir.
[21:46:35	]deathguard loaded the character 'black hamasan'
[21:46:41	][IC] Wonder Of You: We will se about that.
[21:46:54	]Wonder Of You entered observer.
[21:46:55	]Wonder Of You exited observer at their location.
[21:46:56	]Wonder Of You entered observer.
[21:46:56	]Wonder Of You exited observer at their location.
[21:47:02	]deathguard loaded the character 'Mahmut Özgürtaş'
[21:47:06	][IC] Wonder Of You: Kolay gelsin.
[21:47:09	][IC] Elazar Gül: Eywalla.
[21:47:18	][IC] Wonder Of You: Kabız olmuşsun gibi.
[21:47:23	][IC] Elazar Gül: Yok gayet iyi.
[21:47:27	][IC] Wonder Of You: Bakalım..
[21:47:38	][HEB] Elazar Gül: çok yakışıklıyım
[21:47:42	]Mahmut Özgürtaş ran 'Equip' on item 'Machete' (#14248)
[21:48:00	][POR] Wonder Of You: bu freeman beni siker mi acaba
[21:48:20	][IC] Elazar Gül: Abi az buçuk portekizcem var.
[21:48:26	][IC] Wonder Of You: Ne dedim?
[21:48:29	][IC] Elazar Gül: Freemanle ilgili fantezilerin mi var.
[21:48:36	][IC] Wonder Of You: Hayır.
[21:48:44	][IC] Wonder Of You: Freemani uyandırma vakti mi geldi dedim.
[21:48:45	]Mahmut Özgürtaş ran 'EquipUn' on item 'Machete' (#14248)
[21:48:46	][IC] Elazar Gül: Freemanden ikiz çocuğun olsun istiyormuşsun.
[21:49:03	][IC] Wonder Of You: Nihilanti öldürdü bi zahmet.
[21:49:15	][IC] Wonder Of You: Götünde neden 2 delik var?
[21:49:27	][IC] Elazar Gül: Yok yalan söylüyosun.
[21:49:29	][IC] Mahmut Özgürtaş: Su yokmu.
[21:49:32	][IC] Wonder Of You: Kontrol et.
[21:49:40	][IC] Wonder Of You: Evet.
[21:49:42	]Jairo Ragare used command '/ActLean'.
[21:49:43	][IC] Wonder Of You: Iki buçuk.
[21:49:55	][IC] Mahmut Özgürtaş: Selam.
[21:49:55	][IC] Wonder Of You: 2 buçuk değil var.
[21:49:57	][IC] Elazar Gül: Üçüncüyü açmak ister misin.
[21:50:01	][IC] Mahmut Özgürtaş: Suyun varmı.
[21:50:02	][IC] Wonder Of You: Yok.
[21:50:04	][IC] Wonder Of You: Almayayım.
[21:50:07	][IC] Elazar Gül: Lütfen.
[21:50:07	][IC] Mahmut Özgürtaş: Tamam.
[21:50:11	][IC] Mahmut Özgürtaş: Iyi günler.
[21:50:16	][IC] Wonder Of You: Bilardon olsaydı belki.
[21:50:22	][IC] Elazar Gül: Tüh.
[21:50:32	]Mahmut Özgürtaş ran 'Equip' on item 'Machete' (#14248)
[21:50:39	][ME] Elazar Gül: bilardo masasına dönüşür
[21:50:41	][IC] Mahmut Özgürtaş: Su lazım artık.
[21:50:59	][IC] Wonder Of You: Bunun sopası ve topları nerede am-.
[21:51:04	][IC] Elazar Gül: Içimded.
[21:51:06	][IC] Elazar Gül: Gel çıkar.
[21:51:16	][IC] Wonder Of You: En son ne zaman duş aldın?
[21:51:25	][IC] Elazar Gül: Islak mendille temizleniyorum.
[21:51:35	][IC] Wonder Of You: Hangi koku?
[21:51:39	][IC] Elazar Gül: Lavanta.
[21:51:45	][IC] Wonder Of You: Hmm.
[21:51:47	][IC] Mahmut Özgürtaş: Hmm.
[21:51:50	][IC] Wonder Of You: Papatya olsaydı belki.
[21:51:56	]Mahmut Özgürtaş ran 'Write' on item 'Kağıt' (#14228)
[21:51:56	][IC] Elazar Gül: Papatya çayım var.
[21:51:57	][IC] Elazar Gül: Istersen.
[21:52:00	]Elazar Gül entered observer.
[21:52:00	]Elazar Gül exited observer at their location.
[21:52:01	][IC] Wonder Of You: Getir bi bakalım.
[21:52:02	]Elazar Gül entered observer.
[21:52:03	]Elazar Gül exited observer at their location.
[21:52:09	]Elazar Gül entered observer.
[21:52:11	]Elazar Gül exited observer at their location.
[21:52:14	][LOOC] Mahmut Özgürtaş: buralar neden kapandı ?
[21:52:25	]Elazar Gül used command '/CharGiveItem elazar drug_sunshinevodka 1'.
[21:52:25	]Elazar Gül has gained a 'Günışığı Votkası' #24607.
[21:52:27	]Elazar Gül ran 'drop' on item 'Günışığı Votkası' (#24607)
[21:52:27	]Elazar Gül has lost a 'Günışığı Votkası' #24607.
[21:52:28	][LOOC] Mahmut Özgürtaş: buralar neden kapandı burada olan bir admin varsa söyleme şansı varmı
[21:52:33	]Wonder Of You ran 'take' on item 'Günışığı Votkası' (#24607)
[21:52:33	]Wonder Of You has gained a 'Günışığı Votkası' #24607.
[21:52:35	][IC] Wonder Of You: Oh.
[21:52:39	][IC] Wonder Of You: Bir saniye.
[21:52:40	][IC] Elazar Gül: Çiçek gibi olursun.
[21:52:46	]Wonder Of You used command '/PanelAdd https://cdn.discordapp.com/attachments/1127608515473715261/1174814237265244241/1027679114313875577.webp'.
[21:52:46	][IC] Mahmut Özgürtaş: SU LAZIM BANA.
[21:52:51	]Elazar Gül entered observer.
[21:52:52	]Elazar Gül exited observer at their location.
[21:52:55	][IC] Wonder Of You: Olmadı.
[21:53:01	][IC] Elazar Gül: Allah allah.
[21:53:41	]Wonder Of You used command '/PanelAdd https://cdn.discordapp.com/attachments/1127608515473715261/1174814445034291241/e721f150de03a8552ad9820941927e5e.jpg'.
[21:53:43	][IC] Mahmut Özgürtaş: Su lazım.
[21:53:58	][IC] Mahmut Özgürtaş: Su.
[21:54:09	][IC] Wonder Of You: Arkana bak.
[21:54:19	]Wonder Of You used command '/PanelRemove'.
[21:54:27	]Wonder Of You used command '/PanelAdd https://cdn.discordapp.com/attachments/1127608515473715261/1174814445034291241/e721f150de03a8552ad9820941927e5e.jpg 3'.
[21:54:36	][IC] Wonder Of You: Tanıdık geldi mi.
[21:54:40	][IC] Elazar Gül: Çok.
[21:54:45	][IC] Wonder Of You: Rad x görmesin.
[21:54:53	][IC] Elazar Gül: Görsün belki sunucuyu kapatırlar.
[21:55:08	][IC] Wonder Of You: Ayanın sunucusuna mı dönücez hıh.
[21:55:14	][IC] Elazar Gül: Gmodu silicez.
[21:55:16	][IC] Elazar Gül: Direkt.
[21:55:16	][IC] Mahmut Özgürtaş: Lütfen birini bulayımda bana su versin.
[21:55:18	][IC] Elazar Gül: Güzel anlaşma.
[21:55:18	]Wonder Of You used command '/PanelRemove'.
[21:55:27	]Elazar Gül entered observer.
[21:55:30	]Wonder Of You entered observer.
[21:55:39	][IC] Mahmut Özgürtaş: Su istiyorum.
[21:56:07	]Wonder Of You exited observer at their location.
[21:56:15	][Y] Mahmut Özgürtaş: HEY SEN.
[21:56:21	][Y] Mahmut Özgürtaş: SUYUN VARMI.
[21:56:22	]jairo (STEAM_0:0:569121267) has disconnected.
[21:56:22	]Wonder Of You entered observer.
[21:56:44	]Elazar Gül ran SAM command 'goto' with arguments: 'won'
[21:56:59	]Wonder Of You exited observer at their location.
[21:57:01	][IC] Mahmut Özgürtaş: Tek suyun varmı dedim keşke cevap verseydi.
[21:57:09	][IC] Mahmut Özgürtaş: HEYY.
[21:57:10	]Wonder Of You entered observer.
[21:57:13	][Y] Mahmut Özgürtaş: Dur.
[21:57:24	][IC] Mahmut Özgürtaş: Neden durmuyor.
[21:57:27	]Elazar Gül has fired a toolgun with the name: remover
[21:57:28	]Elazar Gül has fired a toolgun with the name: remover
[21:57:29	]Elazar Gül has fired a toolgun with the name: remover
[21:57:30	]Elazar Gül has fired a toolgun with the name: remover
[21:57:30	]Elazar Gül has fired a toolgun with the name: remover
[21:57:30	]Elazar Gül has fired a toolgun with the name: remover
[21:57:30	]Elazar Gül has fired a toolgun with the name: remover
[21:57:31	]Elazar Gül has fired a toolgun with the name: remover
[21:57:31	]Elazar Gül has fired a toolgun with the name: remover
[21:57:31	]Elazar Gül has fired a toolgun with the name: remover
[21:57:31	]Wonder Of You exited observer at their location.
[21:57:31	]Elazar Gül has fired a toolgun with the name: remover
[21:57:32	]Elazar Gül has fired a toolgun with the name: remover
[21:57:32	]Elazar Gül has fired a toolgun with the name: remover
[21:57:32	]Elazar Gül has fired a toolgun with the name: remover
[21:57:35	][IC] Mahmut Özgürtaş: Hey.
[21:57:45	]Wonder Of You entered observer.
[21:57:59	]Wonder Of You exited observer at their location.
[21:58:05	][Y] Mahmut Özgürtaş: LÜTFEN DUR VE BANA SU VER ÇOK SUSADIM.
[21:58:05	]Wonder Of You used command '/ActSit'.
[21:58:14	][Y] Mahmut Özgürtaş: LÜTFEN SU VER.
[21:58:22	]Wonder Of You entered observer.
[21:58:48	]Wonder Of You exited observer at their location.
[21:59:11	]Wonder Of You entered observer.
[21:59:15	][IC] Mahmut Özgürtaş: Delimidir nedir.
[21:59:42	][IC] Mahmut Özgürtaş: Şehir merkezine gidiyim barid.
[22:00:22	][IC] Mahmut Özgürtaş: Off tek isteğim birazcık su.
[22:00:36	]Elazar Gül exited observer at their location.
[22:00:39	]Elazar Gül entered observer.
[22:00:41	][IC] Mahmut Özgürtaş: Susuzluktan bayılıcam.
[22:01:25	][IC] Mahmut Özgürtaş: Ah az kaldıü.
