[00:00:26	]C17:RL.KING-2 has gone afk.
[20:15:44	]Harry Gutenberg has transferred a 'Tıbbi Çanta' #25415 to a container with the name 'Depo Dolabı' #2680.
[20:15:49	][IC] C17:i5.UNION-25: <:: Daha fazla bilgi almaya çalış, tek başıma oraya gidemem. ::>
[20:15:52	]Harry Gutenberg closed the 'Depo Dolabı' #2680 container.
[20:15:54	][IC] Nicholas Newman: Tamamdır.
[20:15:55	][IC] Maya Morgan: Buraya gelirken kanalizasyonda bir yer gördüm.
[20:15:59	][IC] Maya Morgan: Sizi götüreyim mi?
[20:15:59	][IC] C17:i5.UNION-25: <:: Önemliyse suç duyurusu yapabilirsin. ::>
[20:16:04	][IC] Maya Morgan: Daha doğrusu siz beni götürün.
[20:16:05	][IC] Maya Morgan: Çok yorgunum.
[20:16:16	][IC] Mona Vax: Şimdi.
[20:16:17	][IC] Maya Morgan: Gidelim.
[20:16:28	]Harry Gutenberg entered observer.
[20:16:31	][LOOC] Mona Vax: İsmini admin yetkisiyle değiştirsem sorun oluyor mu?
[20:16:32	]Joe Rock has given himself a bullets_pistol.
[20:16:32	]Joe Rock has gained a '9mm Tabanca Mermisi' #33325.
[20:16:32	]Joe Rock has given himself a bullets_pistol.
[20:16:32	]Joe Rock has gained a '9mm Tabanca Mermisi' #33326.
[20:16:35	]Joe Rock ran 'combine' on item '20rnd FiveSeven-şarjörü' (#33212)
[20:16:37	]Joe Rock ran 'combine' on item '20rnd FiveSeven-şarjörü' (#33213)
[20:16:38	]Joe Rock has lost a '20rnd FiveSeven-şarjörü' #33213.
[20:16:39	][LOOC] C17:i5.UNION-25: sıkıntı yok
[20:16:40	]Joe Rock has gained a '20rnd FiveSeven-şarjörü' #33213.
[20:16:40	]Joe Rock has lost a '20rnd FiveSeven-şarjörü' #33212.
[20:16:43	]Joe Rock has gained a '20rnd FiveSeven-şarjörü' #33212.
[20:16:43	]Joe Rock has lost a '20rnd FiveSeven-şarjörü' #33213.
[20:16:46	][LOOC] C17:i5.UNION-25: bilmiyorum
[20:16:51	]Nicholas Newman ran 'Write' on item '404'ü daha güvenli hale getirmek' (#22373)
[20:17:12	][ME] Mona Vax: City 17 logosunu üniformasından çeker ve yerine 24 Rozetini takar
[20:17:29	][IC] Maya Morgan: Gel.
[20:17:33	]Nicholas Newman has gained level 31 in the Hız skill.
[20:17:34	]Mona Vax used command '/CharSetName C17:i5.UNION-25 C24:i5.UNION-25'.
[20:17:42	][IC] Maya Morgan: Bu simgeler ne?
[20:17:42	][IC] Mona Vax: Şimdi oldu sanırım?
[20:17:44	][IC] Maya Morgan: Her yerde görüyorum.
[20:17:48	][IC] C24:i5.UNION-25: <:: Olumlu. ::>
[20:18:06	][IC] Mona Vax: Tamamdır, diğer birimlerde böyle olursa liderinizi çağırın.
[20:18:08	][IC] Maya Morgan: Leo.
[20:18:12	][IC] Maya Morgan: Sana verdiğim satır duruyor mu?
[20:18:13	]Joe Rock has gained a '20rnd FiveSeven-şarjörü' #33213.
[20:18:13	]Joe Rock has lost a '20rnd FiveSeven-şarjörü' #33212.
[20:18:15	]Joe Rock has gained a '20rnd FiveSeven-şarjörü' #33212.
[20:18:15	]Joe Rock has lost a '20rnd FiveSeven-şarjörü' #33213.
[20:18:20	][IC] C24:i5.UNION-25: <:: Anlaşıldı, izninizle masama geri dönüyorum. ::>
[20:18:21	][IC] Leo Gans: Hayır ışınlamda yok oldu.
[20:18:25	][IC] Maya Morgan: Hah.
[20:18:29	][IC] Mona Vax: Müsaade sizindir.
[20:18:32	][IC] Maya Morgan: Yenisini yaparız, sana çok bağlanma demiştim.
[20:18:35	]Mona Vax entered observer.
[20:18:40	]Harry Gutenberg opened the 'File Cabinet' #3137 container.
[20:18:43	]Harry Gutenberg closed the 'File Cabinet' #3137 container.
[20:18:51	]Mona Vax exited observer at their location.
[20:18:52	]Mona Vax entered observer.
[20:18:53	]Mona Vax exited observer at their location.
[20:18:57	]Joe Rock has gained a '20rnd FiveSeven-şarjörü' #33213.
[20:18:57	]Joe Rock has lost a '20rnd FiveSeven-şarjörü' #33212.
[20:18:57	]Mona Vax entered observer.
[20:19:00	][IC] Nicholas Newman: Hala orada.
[20:19:07	][IC] Nicholas Newman: Bandanası kırmızı.
[20:19:08	][IC] Maya Morgan: Pekala.
[20:19:11	][IC] Maya Morgan: Şunu kaldırın.
[20:19:15	][IC] C24:i5.UNION-25: <:: İsmini öğrenebildinmi? ::>
[20:19:18	][IC] Nicholas Newman: 1 tane bıçağı var.
[20:19:19	]Wrenchhel (STEAM_0:1:535245335) has disconnected.
[20:19:21	][IC] Nicholas Newman: Ismini bilmiyorum.
[20:19:25	]Joe Rock has gained a '20rnd FiveSeven-şarjörü' #33212.
[20:19:25	]Joe Rock has lost a '20rnd FiveSeven-şarjörü' #33213.
[20:19:27	]Joe Rock has gained a '20rnd FiveSeven-şarjörü' #33213.
[20:19:27	]Joe Rock has lost a '20rnd FiveSeven-şarjörü' #33212.
[20:19:29	]Joe Rock entered observer.
[20:19:31	]Joe Rock exited observer at their location.
[20:19:34	][IC] Nicholas Newman: Öğrenmeyi deneyebilirim.
[20:19:44	][IC] C24:i5.UNION-25: <:: Daha fazla bilgi almayı dene, sonra bana gel. ::>
[20:19:51	][IC] Nicholas Newman: Tamamdır.
[20:19:53	]Harry Gutenberg exited observer at their location.
[20:20:07	]C24:i5.UNION-25 used command '/PTCreate 1'.
[20:20:07	]Mona Vax exited observer at their location.
[20:20:37	]Harry Gutenberg entered observer.
[20:21:31	]Mona Vax entered observer.
[20:21:34	]Mona Vax exited observer at their location.
[20:21:36	]Mona Vax has taken 1 damage from worldspawn.
[20:21:43	][IC] Nicholas Newman: Gitmiş.
[20:21:48	][IC] Nicholas Newman: Ben dükkan 9 sahibiyim.
[20:21:48	][IC] C24:i5.UNION-25: <:: Ugh! ::>
[20:21:56	][IC] C24:i5.UNION-25: <:: Kimliğini doğrula. ::>
[20:22:00	][IC] Nicholas Newman: Gerçekten her gün değişik değişik kişiler görüyorum.
[20:22:01	]Nicholas Newman used command '/ID'.
[20:22:12	]Harry Gutenberg exited observer at their location.
[20:22:13	]Lynx has unloaded their "Harry Gutenberg" character.
[20:22:16	][IC] Nicholas Newman: Bir de.
[20:22:16	][IT] Joe Rock: roblox oynamak ister
[20:22:18	]Lynx loaded the character 'Mustafa Sandık'
[20:22:19	]Maya Morgan entered observer.
[20:22:22	]Joe Rock entered observer.
[20:22:23	]Mustafa Sandık is fully healed.
[20:22:28	][IC] C24:i5.UNION-25: <:: Hm? ::>
[20:22:32	]Mustafa Sandık ran 'drop' on item '8rnd 870-şarjörü' (#32661)
[20:22:32	]Mustafa Sandık has lost a '8rnd 870-şarjörü' #32661.
[20:22:33	]Mustafa Sandık ran 'drop' on item '8rnd 870-şarjörü' (#32659)
[20:22:33	]Mustafa Sandık has lost a '8rnd 870-şarjörü' #32659.
[20:22:33	]Mustafa Sandık ran 'drop' on item 'Pompalı Fişeği' (#32663)
[20:22:33	]Mustafa Sandık has lost a 'Pompalı Fişeği' #32663.
[20:22:34	]Mustafa Sandık ran 'drop' on item 'Pompalı Fişeği' (#32662)
[20:22:34	]Mustafa Sandık has lost a 'Pompalı Fişeği' #32662.
[20:22:36	]Mustafa Sandık has used a context menu option with the name: remove
[20:22:37	][IC] Nicholas Newman: Ihlal yapmış mıyım.
[20:22:37	]Maya Morgan exited observer at their location.
[20:22:37	]Mustafa Sandık has used a context menu option with the name: remove
[20:22:38	]Maya Morgan opened the 'Large Metal Cabinet' #2188 container.
[20:22:39	]Mustafa Sandık has used a context menu option with the name: remove
[20:22:40	]Mustafa Sandık has used a context menu option with the name: remove
[20:22:43	]Maya Morgan closed the 'Large Metal Cabinet' #2188 container.
[20:22:47	]Mustafa Sandık ran 'drop' on item 'Model 870' (#32591)
[20:22:47	]Mustafa Sandık has lost a 'Model 870' #32591.
[20:22:47	][IC] C24:i5.UNION-25: <:: Bunu bilmene gerek yok. ::>
[20:22:49	]Mustafa Sandık has used a context menu option with the name: remove
[20:22:51	]Maya Morgan has used a context menu option with the name: rb655_door_close
[20:22:51	]Mustafa Sandık entered observer.
[20:22:52	]Joe Rock exited observer at their location.
[20:22:54	]Maya Morgan has used a context menu option with the name: remove
[20:22:57	][IC] C24:i5.UNION-25: <:: Güvenlik önlemi olarak üstünü aramam gerekicek. ::>
[20:22:57	][IC] Nicholas Newman: Tamamdır.
[20:23:01	]Joe Rock opened the 'Large Metal Cabinet' #2188 container.
[20:23:01	][IC] C24:i5.UNION-25: <:: Yanlış birşey yapmadın. ::>
[20:23:06	]Joe Rock closed the 'Large Metal Cabinet' #2188 container.
[20:23:07	]Maya Morgan has used a context menu option with the name: container_changepassword
[20:23:07	][IC] Nicholas Newman: Anlaşıldı.
[20:23:13	][IC] C24:i5.UNION-25: <:: Duvara geç. ::>
[20:23:14	]Maya Morgan has given himself a cont_lock_t1.
[20:23:22	]Maya Morgan has given himself a cont_lock_t1.
[20:23:22	]Maya Morgan has gained a 'Asma Kilit' #33327.
[20:23:23	][IC] Nicholas Newman: Böylede arayabilirsiniz.
[20:23:24	]Maya Morgan ran 'Lock' on item 'Asma Kilit' (#33327)
[20:23:27	]Maya Morgan ran 'drop' on item 'Asma Kilit' (#33327)
[20:23:27	]Maya Morgan has lost a 'Asma Kilit' #33327.
[20:23:28	][IC] C24:i5.UNION-25: <:: Hmph. ::>
[20:23:29	]Maya Morgan has used a context menu option with the name: remove
[20:23:30	][IC] C24:i5.UNION-25: <:: Aç kolları. ::>
[20:23:31	]Joe Rock has used a context menu option with the name: rb655_door_lock
[20:23:34	][IC] Nicholas Newman: Tamamdır.
[20:23:35	]Joe Rock has used a context menu option with the name: container_changepassword
[20:23:38	]Mustafa Sandık exited observer at their location.
[20:23:39	][ME] Nicholas Newman: kollarını açar
[20:23:40	][ME] C24:i5.UNION-25: kişinin üstünü arar
[20:23:45	]C24:i5.UNION-25 used command '/CharSearch'.
[20:23:47	]Wonder Of You loaded the character 'C24.CREMATOR:211'
[20:23:52	][ME] Mustafa Sandık: ventten geçer
[20:23:52	]C24.CREMATOR:211 is fully healed.
[20:23:53	]C24.CREMATOR:211 entered observer.
[20:23:53	]Mustafa Sandık entered observer.
[20:23:57	]Mustafa Sandık exited observer at their location.
[20:24:01	]Joe Rock entered observer.
[20:24:02	]Joe Rock exited observer at their location.
[20:24:04	]C24.CREMATOR:211 exited observer at their location.
[20:24:05	][ME] Nicholas Newman: kafasına yumruk atar ve hızla uzaklaşır kişi sersemler
[20:24:08	]C24.CREMATOR:211 entered observer.
[20:24:08	]C24.CREMATOR:211 has taken 2 damage from point_hurt.
[20:24:09	]Nicholas Newman rolled 39 out of 100 (+4 from Yakın Dövüş).
[20:24:09	]Nicholas Newman used command '/SkillRoll melee'.
[20:24:10	]C24.CREMATOR:211 exited observer at their location.
[20:24:12	]Maya Morgan entered observer.
[20:24:15	]C24.CREMATOR:211 entered observer.
[20:24:15	]Maya Morgan exited observer at their location.
[20:24:16	]Joe Rock entered observer.
[20:24:16	]C24.CREMATOR:211 exited observer at their location.
[20:24:17	]Maya Morgan entered observer.
[20:24:17	]C24.CREMATOR:211 entered observer.
[20:24:17	]C24.CREMATOR:211 exited observer at their location.
[20:24:17	]Maya Morgan exited observer at their location.
[20:24:18	]Joe Rock exited observer at their location.
[20:24:20	]Maya Morgan has used a context menu option with the name: rb655_door_unlock
[20:24:23	][ME] Mustafa Sandık: ventten geçer
[20:24:23	]Mustafa Sandık entered observer.
[20:24:26	]Mustafa Sandık exited observer at their location.
[20:24:35	]C24.CREMATOR:211 entered observer.
[20:24:37	]C24:i5.UNION-25 used command '/SkillRoll'.
[20:24:40	][LOOC] Nicholas Newman: roll at
[20:24:42	][ME] Mustafa Sandık: ventten geçer
[20:24:43	]Mustafa Sandık entered observer.
[20:24:44	]Joe Rock entered observer.
[20:24:45	]C24.CREMATOR:211 has taken 1 damage from point_hurt.
[20:24:45	]C24.CREMATOR:211 has taken 1 damage from point_hurt.
[20:24:45	]C24.CREMATOR:211 has taken 0 damage from point_hurt.
[20:24:45	]Joe Rock has taken 0 damage from point_hurt.
[20:24:45	]Joe Rock has taken 0 damage from point_hurt.
[20:24:46	]Mustafa Sandık exited observer at their location.
[20:24:47	][LOOC] C24:i5.UNION-25: skill roll mu yoksa normal mi
[20:24:48	]Mustafa Sandık entered observer.
[20:24:48	][LOOC] Nicholas Newman: /skillroll melee
[20:24:48	]Joe Rock exited observer at their location.
[20:24:48	]Mustafa Sandık exited observer at their location.
[20:24:50	]Mustafa Sandık entered observer.
[20:24:51	]Mustafa Sandık exited observer at their location.
[20:24:52	]Joe Rock entered observer.
[20:24:54	]Joe Rock exited observer at their location.
[20:24:54	]C24:i5.UNION-25 rolled 67 out of 100 (+2 from Yakın Dövüş).
[20:24:54	]C24:i5.UNION-25 used command '/SkillRoll melee'.
[20:24:56	][IT] Nicholas Newman: yumruğu ıskalar
[20:24:58	][IC] C24:i5.UNION-25: <:: Ugh! ::>
[20:25:00	]C24:i5.UNION-25 has lost a '17rnd Usp-Şarjörü' #31711.
[20:25:00	]C24:i5.UNION-25 has gained a '17rnd Usp-Şarjörü' #31613.
[20:25:01	]C24.CREMATOR:211 exited observer at their location.
[20:25:03	]C24.CREMATOR:211 has taken 9 damage from env_fire.
[20:25:04	]C24.CREMATOR:211 has taken 9 damage from env_fire.
[20:25:08	]C24:i5.UNION-25 has critically hit Nicholas Newman in the chest dealing 19 damage (CritChance was 0.91).
[20:25:08	]Nicholas Newman has taken 19 damage from C24:i5.UNION-25.
[20:25:09	]C24:i5.UNION-25 has critically hit Nicholas Newman in the right arm dealing 5 damage (CritChance was 0.91).
[20:25:09	]Nicholas Newman has taken 5 damage from C24:i5.UNION-25.
[20:25:12	]Maya Morgan ran SAM command 'slay' with arguments: 'STEAM_0:0:210448252'
[20:25:16	]Maya Morgan has used a context menu option with the name: remove
[20:25:20	]Maya Morgan entered observer.
[20:25:20	]Maya Morgan exited observer at their location.
[20:25:26	]Wonder Of You loaded the character 'S17/OWS.GHOST-76'
[20:25:29	][IC] C24:i5.UNION-25: <:: Hassiktir! ::>
[20:25:29	]Joe Rock entered observer.
[20:25:30	]Mustafa Sandık entered observer.
[20:25:32	]Mustafa Sandık exited observer at their location.
[20:25:32	]S17/OWS.GHOST-76 entered observer.
[20:25:33	]Maya Morgan has spawned 'models/props_c17/door01_left.mdl'.
[20:25:33	]C24:i5.UNION-25 has gained a '17rnd Usp-Şarjörü' #31711.
[20:25:33	]C24:i5.UNION-25 has lost a '17rnd Usp-Şarjörü' #31613.
[20:25:35	]Joe Rock exited observer at their location.
[20:25:35	]C24:i5.UNION-25 has gained a '17rnd Usp-Şarjörü' #31613.
[20:25:35	]C24:i5.UNION-25 has lost a '17rnd Usp-Şarjörü' #31612.
[20:25:38	][IC] Nicholas Newman: Combine bastard.
[20:25:43	]S17/OWS.GHOST-76 exited observer at their location.
[20:25:44	]Maya Morgan opened the 'Large Metal Cabinet' #2192 container.
[20:25:47	]Maya Morgan closed the 'Large Metal Cabinet' #2192 container.
[20:25:48	][IC] Nicholas Newman: These Combine bastards just don't give up!
[20:25:49	][IC] S17/OWS.GHOST-76: <:: Wall. ::>
[20:25:52	][IC] S17/OWS.GHOST-76: <:: Now. ::>
[20:25:52	]Maya Morgan has set the 'Large Metal Cabinet' container (#2192) to private, owned by 'character[679]'.
[20:25:52	]Maya Morgan has used a context menu option with the name: wncontainer_setprivate
[20:26:01	]Maya Morgan has set the password of the 'Large Metal Cabinet' container (#2192).
[20:26:01	]Maya Morgan has used a context menu option with the name: wncontainer_setpassword
[20:26:04	][ME] S17/OWS.GHOST-76: pöh
[20:26:10	]Maya Morgan has set the name of the 'Large Metal Cabinet' container (#2192) to 'Maya'nın Dolabı'.
[20:26:10	]Maya Morgan has used a context menu option with the name: wncontainer_setname
[20:26:14	]Maya Morgan opened the 'Maya'nın Dolabı' #2192 container.
[20:26:17	]Maya Morgan closed the 'Maya'nın Dolabı' #2192 container.
[20:26:19	]Nicholas Newman used command '/PM i5 iyiki 4 cp yok yoksa takacaktım bıçağı:)'.
[20:26:21	]Maya Morgan opened the 'Maya'nın Dolabı' #2192 container.
[20:26:23	]Maya Morgan has transferred a 'Arıtıcı' #31297 to a container with the name 'Maya'nın Dolabı' #2192.
[20:26:23	]Maya Morgan has gained a 'Arıtıcı' #31297 from a container with the name 'Maya'nın Dolabı' #2192.
[20:26:23	]Maya Morgan has transferred a 'Arıtıcı' #31297 to a container with the name 'Maya'nın Dolabı' #2192.
[20:26:24	]Maya Morgan has gained a 'Arıtıcı' #31297 from a container with the name 'Maya'nın Dolabı' #2192.
[20:26:24	]Maya Morgan has transferred a 'Arıtıcı' #31297 to a container with the name 'Maya'nın Dolabı' #2192.
[20:26:24	]Maya Morgan has transferred a 'Plastik Çöp' #30440 to a container with the name 'Maya'nın Dolabı' #2192.
[20:26:24	]Maya Morgan has gained a 'Plastik Çöp' #30440 from a container with the name 'Maya'nın Dolabı' #2192.
[20:26:24	]Maya Morgan has transferred a 'Plastik Çöp' #30440 to a container with the name 'Maya'nın Dolabı' #2192.
[20:26:24	]Maya Morgan has gained a 'Plastik Çöp' #30440 from a container with the name 'Maya'nın Dolabı' #2192.
[20:26:24	]Maya Morgan has transferred a 'Plastik Çöp' #30440 to a container with the name 'Maya'nın Dolabı' #2192.
[20:26:24	]Maya Morgan has gained a 'Plastik Çöp' #30440 from a container with the name 'Maya'nın Dolabı' #2192.
[20:26:24	]Maya Morgan has transferred a 'Plastik Çöp' #30440 to a container with the name 'Maya'nın Dolabı' #2192.
[20:26:24	]Maya Morgan has transferred a 'Hurda Metal' #32788 to a container with the name 'Maya'nın Dolabı' #2192.
[20:26:24	]Maya Morgan has gained a 'Hurda Metal' #32788 from a container with the name 'Maya'nın Dolabı' #2192.
[20:26:24	]Maya Morgan has transferred a 'Hurda Metal' #32788 to a container with the name 'Maya'nın Dolabı' #2192.
[20:26:24	]Maya Morgan has gained a 'Hurda Metal' #32788 from a container with the name 'Maya'nın Dolabı' #2192.
[20:26:24	]Maya Morgan has transferred a 'Hurda Metal' #32788 to a container with the name 'Maya'nın Dolabı' #2192.
[20:26:24	]Maya Morgan has gained a 'Hurda Metal' #32788 from a container with the name 'Maya'nın Dolabı' #2192.
[20:26:24	]Maya Morgan has transferred a 'Hurda Metal' #32788 to a container with the name 'Maya'nın Dolabı' #2192.
[20:26:24	]Maya Morgan has gained a 'Hurda Metal' #32788 from a container with the name 'Maya'nın Dolabı' #2192.
[20:26:24	]Maya Morgan has transferred a 'Hurda Metal' #32788 to a container with the name 'Maya'nın Dolabı' #2192.
[20:26:24	]Maya Morgan has gained a 'Hurda Metal' #32788 from a container with the name 'Maya'nın Dolabı' #2192.
[20:26:24	]Maya Morgan has transferred a 'Güçlü Yapıştırıcı' #30420 to a container with the name 'Maya'nın Dolabı' #2192.
[20:26:24	]Maya Morgan has gained a 'Güçlü Yapıştırıcı' #30420 from a container with the name 'Maya'nın Dolabı' #2192.
[20:26:24	]Maya Morgan has transferred a 'Güçlü Yapıştırıcı' #30420 to a container with the name 'Maya'nın Dolabı' #2192.
[20:26:24	]Maya Morgan has gained a 'Güçlü Yapıştırıcı' #30420 from a container with the name 'Maya'nın Dolabı' #2192.
[20:26:24	]Maya Morgan has transferred a 'Güçlü Yapıştırıcı' #30420 to a container with the name 'Maya'nın Dolabı' #2192.
[20:26:24	]Maya Morgan has gained a 'Güçlü Yapıştırıcı' #30420 from a container with the name 'Maya'nın Dolabı' #2192.
[20:26:24	]Maya Morgan has transferred a 'Güçlü Yapıştırıcı' #30420 to a container with the name 'Maya'nın Dolabı' #2192.
[20:26:24	]Maya Morgan has gained a 'Güçlü Yapıştırıcı' #30420 from a container with the name 'Maya'nın Dolabı' #2192.
[20:26:24	]Maya Morgan has transferred a 'Güçlü Yapıştırıcı' #30420 to a container with the name 'Maya'nın Dolabı' #2192.
[20:26:24	]Maya Morgan has transferred a 'El Yapımı Bandaj Rulosu' #33214 to a container with the name 'Maya'nın Dolabı' #2192.
[20:26:24	]Maya Morgan has gained a 'El Yapımı Bandaj Rulosu' #33214 from a container with the name 'Maya'nın Dolabı' #2192.
[20:26:24	]Maya Morgan has transferred a 'El Yapımı Bandaj Rulosu' #33214 to a container with the name 'Maya'nın Dolabı' #2192.
[20:26:24	]S17/OWS.GHOST-76 entered observer.
[20:26:24	]Maya Morgan has gained a 'El Yapımı Bandaj Rulosu' #33214 from a container with the name 'Maya'nın Dolabı' #2192.
[20:26:24	]Maya Morgan has transferred a 'El Yapımı Bandaj Rulosu' #33214 to a container with the name 'Maya'nın Dolabı' #2192.
[20:26:24	]Maya Morgan has gained a 'El Yapımı Bandaj Rulosu' #33214 from a container with the name 'Maya'nın Dolabı' #2192.
[20:26:24	]Maya Morgan has transferred a 'El Yapımı Bandaj Rulosu' #33214 to a container with the name 'Maya'nın Dolabı' #2192.
[20:26:24	]Maya Morgan has gained a 'El Yapımı Bandaj Rulosu' #33214 from a container with the name 'Maya'nın Dolabı' #2192.
[20:26:24	]Maya Morgan has transferred a 'El Yapımı Bandaj Rulosu' #33214 to a container with the name 'Maya'nın Dolabı' #2192.
[20:26:25	]Maya Morgan has transferred a 'Hurda Metal' #32564 to a container with the name 'Maya'nın Dolabı' #2192.
[20:26:25	]Maya Morgan has gained a 'Hurda Metal' #32564 from a container with the name 'Maya'nın Dolabı' #2192.
[20:26:25	]Maya Morgan has transferred a 'Hurda Metal' #32564 to a container with the name 'Maya'nın Dolabı' #2192.
[20:26:25	]Maya Morgan has gained a 'Hurda Metal' #32564 from a container with the name 'Maya'nın Dolabı' #2192.
[20:26:25	]Maya Morgan has transferred a 'Hurda Metal' #32564 to a container with the name 'Maya'nın Dolabı' #2192.
[20:26:25	]Maya Morgan has gained a 'Hurda Metal' #32564 from a container with the name 'Maya'nın Dolabı' #2192.
[20:26:25	]Maya Morgan has transferred a 'Demir' #32814 to a container with the name 'Maya'nın Dolabı' #2192.
[20:26:25	]Maya Morgan has gained a 'Demir' #32814 from a container with the name 'Maya'nın Dolabı' #2192.
[20:26:25	]Maya Morgan has transferred a 'Demir' #32814 to a container with the name 'Maya'nın Dolabı' #2192.
[20:26:25	]Maya Morgan has gained a 'Demir' #32814 from a container with the name 'Maya'nın Dolabı' #2192.
[20:26:25	]Maya Morgan has transferred a 'Demir' #32814 to a container with the name 'Maya'nın Dolabı' #2192.
[20:26:25	]Maya Morgan has gained a 'Demir' #32814 from a container with the name 'Maya'nın Dolabı' #2192.
[20:26:25	]Maya Morgan has transferred a 'Demir' #32814 to a container with the name 'Maya'nın Dolabı' #2192.
[20:26:25	]Maya Morgan has gained a 'Demir' #32814 from a container with the name 'Maya'nın Dolabı' #2192.
[20:26:25	]Maya Morgan has transferred a 'Demir' #32814 to a container with the name 'Maya'nın Dolabı' #2192.
[20:26:25	]Maya Morgan has transferred a 'Plastik Çöp' #32791 to a container with the name 'Maya'nın Dolabı' #2192.
[20:26:25	]Maya Morgan has gained a 'Plastik Çöp' #32791 from a container with the name 'Maya'nın Dolabı' #2192.
[20:26:25	]Maya Morgan has transferred a 'Plastik Çöp' #32791 to a container with the name 'Maya'nın Dolabı' #2192.
[20:26:25	]Maya Morgan has gained a 'Plastik Çöp' #32791 from a container with the name 'Maya'nın Dolabı' #2192.
[20:26:25	]Maya Morgan has transferred a 'Bez Paçavralar' #31329 to a container with the name 'Maya'nın Dolabı' #2192.
[20:26:25	]Maya Morgan has gained a 'Bez Paçavralar' #31329 from a container with the name 'Maya'nın Dolabı' #2192.
[20:26:25	]Maya Morgan has transferred a 'Bez Paçavralar' #31329 to a container with the name 'Maya'nın Dolabı' #2192.
[20:26:25	]Maya Morgan has gained a 'Bez Paçavralar' #31329 from a container with the name 'Maya'nın Dolabı' #2192.
[20:26:25	]Maya Morgan has transferred a 'Bez Paçavralar' #31329 to a container with the name 'Maya'nın Dolabı' #2192.
[20:26:25	]Maya Morgan has gained a 'Bez Paçavralar' #31329 from a container with the name 'Maya'nın Dolabı' #2192.
[20:26:25	]Maya Morgan has transferred a 'Bez Paçavralar' #31329 to a container with the name 'Maya'nın Dolabı' #2192.
[20:26:25	]Maya Morgan has gained a 'Bez Paçavralar' #31329 from a container with the name 'Maya'nın Dolabı' #2192.
[20:26:25	]Maya Morgan has transferred a 'Bez Paçavralar' #31329 to a container with the name 'Maya'nın Dolabı' #2192.
[20:26:25	]Maya Morgan has gained a 'Bez Paçavralar' #31329 from a container with the name 'Maya'nın Dolabı' #2192.
[20:26:25	]Maya Morgan has transferred a 'Bez Paçavralar' #31329 to a container with the name 'Maya'nın Dolabı' #2192.
[20:26:25	]Maya Morgan has transferred a 'Plastik Çöp' #29558 to a container with the name 'Maya'nın Dolabı' #2192.
[20:26:25	]Maya Morgan has gained a 'Plastik Çöp' #29558 from a container with the name 'Maya'nın Dolabı' #2192.
[20:26:25	]Maya Morgan has transferred a 'Plastik Çöp' #29558 to a container with the name 'Maya'nın Dolabı' #2192.
[20:26:25	]Maya Morgan has gained a 'Plastik Çöp' #29558 from a container with the name 'Maya'nın Dolabı' #2192.
[20:26:25	]Maya Morgan has transferred a 'Plastik Çöp' #29558 to a container with the name 'Maya'nın Dolabı' #2192.
[20:26:25	]Maya Morgan has transferred a 'Hurda Metal' #32787 to a container with the name 'Maya'nın Dolabı' #2192.
[20:26:25	]Maya Morgan has gained a 'Hurda Metal' #32787 from a container with the name 'Maya'nın Dolabı' #2192.
[20:26:25	]Maya Morgan has transferred a 'Hurda Metal' #32787 to a container with the name 'Maya'nın Dolabı' #2192.
[20:26:25	]Maya Morgan has gained a 'Hurda Metal' #32787 from a container with the name 'Maya'nın Dolabı' #2192.
[20:26:25	]Maya Morgan has transferred a 'Hurda Metal' #32787 to a container with the name 'Maya'nın Dolabı' #2192.
[20:26:25	]Maya Morgan has gained a 'Hurda Metal' #32787 from a container with the name 'Maya'nın Dolabı' #2192.
[20:26:26	]Maya Morgan has transferred a 'Hurda Metal' #32787 to a container with the name 'Maya'nın Dolabı' #2192.
[20:26:26	]Maya Morgan has transferred a 'Demir' #30442 to a container with the name 'Maya'nın Dolabı' #2192.
[20:26:26	]Maya Morgan has gained a 'Demir' #30442 from a container with the name 'Maya'nın Dolabı' #2192.
[20:26:26	]Maya Morgan has transferred a 'Demir' #30442 to a container with the name 'Maya'nın Dolabı' #2192.
[20:26:26	]Maya Morgan has gained a 'Demir' #30442 from a container with the name 'Maya'nın Dolabı' #2192.
[20:26:26	]Maya Morgan has transferred a 'Demir' #30442 to a container with the name 'Maya'nın Dolabı' #2192.
[20:26:26	]Maya Morgan has gained a 'Demir' #30442 from a container with the name 'Maya'nın Dolabı' #2192.
[20:26:26	]Maya Morgan has transferred a 'Demir' #30442 to a container with the name 'Maya'nın Dolabı' #2192.
[20:26:26	]Maya Morgan has gained a 'Demir' #30442 from a container with the name 'Maya'nın Dolabı' #2192.
[20:26:27	]S17/OWS.GHOST-76 exited observer at their location.
[20:26:27	]Maya Morgan closed the 'Maya'nın Dolabı' #2192 container.
[20:26:27	]Maya Morgan opened the 'Maya'nın Dolabı' #2192 container.
[20:26:29	]Maya Morgan has transferred a 'Hurda Metal' #32564 to a container with the name 'Maya'nın Dolabı' #2192.
[20:26:29	]Maya Morgan has transferred a 'Plastik Çöp' #32791 to a container with the name 'Maya'nın Dolabı' #2192.
[20:26:30	]Maya Morgan has transferred a 'Demir' #30442 to a container with the name 'Maya'nın Dolabı' #2192.
[20:26:30	]Maya Morgan has transferred a 'Hurda Metal' #32788 to a container with the name 'Maya'nın Dolabı' #2192.
[20:26:31	]Maya Morgan has transferred a 'Çelik' #31344 to a container with the name 'Maya'nın Dolabı' #2192.
