[00:03:08	]Kaan has connected.
[22:44:54	]Pitho has unloaded their "Ulvi Bacaksız" character.
[22:44:55	]Sosis Ve Salam has connected.
[22:44:56	]Heyron loaded the character 'Rüstem Bacaksız'
[22:44:56	]KurtKa has gained a '8rnd Shotgun Magazine' #2481.
[22:44:56	]KurtKa has lost a '8rnd Shotgun Magazine' #2482.
[22:45:00	][IC] Micheal Kurata: Overvatch askeri çağıracakmış öyle söyledi.
[22:45:04	]Micheal Kurata used command '/ActArrest 3'.
[22:45:05	][IC] KurtKa: Çağırsın.
[22:45:06	]KurtKa has gained a '8rnd Shotgun Magazine' #2482.
[22:45:06	]KurtKa has lost a '8rnd Shotgun Magazine' #2481.
[22:45:07	]Konstantin Ivanov ran 'channel' on item 'El Telsizi' (#3423)
[22:45:11	]Pitho loaded the character 'Ulvi Bacaksız'
[22:45:11	]Konstantin Ivanov ran 'channel' on item 'El Telsizi' (#3423)
[22:45:11	][IC] Micheal Kurata: Beni bırak gideyim.
[22:45:14	]Konstantin Ivanov ran 'qt' on item 'El Telsizi' (#3423)
[22:45:14	][IC] Micheal Kurata: Çocuklarım var.
[22:45:15	]Konstantin Ivanov ran 'qt' on item 'El Telsizi' (#3423)
[22:45:16	][IC] KurtKa: Gideceksin.
[22:45:17	][IC] Danilo Zanna: O kanalizasyonlara bi temizlik ekibi gönderseler iyi olcakta.
[22:45:18	]Konstantin Ivanov used command '/Radio Hey?'.
[22:45:19	][ME] C24:RCT.YELLO-05: eliyle yüzünü kapıyor
[22:45:19	][IC] Micheal Kurata: Evde beni bekliyolar.
[22:45:21	]KurtKa has gained a '8rnd Shotgun Magazine' #2481.
[22:45:21	]KurtKa has lost a '8rnd Shotgun Magazine' #2482.
[22:45:22	][Y] C24:RCT.YELLO-05: Uzaklaş.
[22:45:22	][IC] Joe Rock: ...
[22:45:25	][Y] C24:RCT.YELLO-05: Bir daha uyarmam...
[22:45:26	][IC] KurtKa: Ama ayağına sıktıktan sonra.
[22:45:26	]Konstantin Ivanov used command '/Radio Beni duyabiliyor musunuz?'.
[22:45:28	]Rüstem Bacaksız entered observer.
[22:45:28	]Abraham Warren is no longer afk. Total time spent AFK: 730
[22:45:31	][IC] Micheal Kurata: Benim bu işim sayesinde doyuyolar nolur yapma.
[22:45:31	]KurtKa ran SAM command 'hp' with arguments: '@' '100'
[22:45:33	]Micheal Kurata is fully healed.
[22:45:33	][IC] Lucas Evans: Kanaliasyondakiler  yamyammış diye duydum...
[22:45:35	][IC] Joe Rock: Ne yapıcaksın sopanla mı saldırıcaksın.
[22:45:39	][IC] Danilo Zanna: Valla?
[22:45:43	][IC] Joe Rock: Merak etme sendikacılardan değilim.
[22:45:45	][IC] Danilo Zanna: Aha birini dövüyolar dur.
[22:45:45	]Danilo Zanna used command '/ExitAct'.
[22:45:47	]Lucas Evans used command '/ExitAct'.
[22:45:47	]Bernd Erich used command '/ExitAct'.
[22:45:49	][Y] C24:RCT.YELLO-05: Kimsin?
[22:45:53	][IC] Danilo Zanna: Yumruk sesi duydum.
[22:45:56	]Rüstem Bacaksız exited observer at their location.
[22:45:56	][IC] Micheal Kurata: Madem böyle birşey yapacaktın bizi neden en başında kurtardın.
[22:45:58	][IC] Danilo Zanna: Yumruk sesi duydum.
[22:46:00	][Y] Konstantin Ivanov: HEY!
[22:46:00	][IC] Danilo Zanna: Geliyo.
[22:46:01	][IC] KurtKa: Elini getier.
[22:46:02	][IC] Ulvi Bacaksız: A.
[22:46:03	][IC] KurtKa: Getir.
[22:46:04	][Y] Joe Rock: Söylersem sıkıntı çıkar.
[22:46:04	][IC] Micheal Kurata: Uh.
[22:46:06	][ME] Micheal Kurata: Elini uzatır
[22:46:07	][Y] Joe Rock: Yaaani.
[22:46:07	][IC] KurtKa: Yoksa çıkamazsın.
[22:46:09	][IC] Rüstem Bacaksız: Sen.
[22:46:13	][Y] Konstantin Ivanov: BİRİLERİNİ ÇAĞIR, HEMEN.
[22:46:14	][Y] Joe Rock: Arananlar vesaire.
[22:46:15	][ME] KurtKa: eline doğru nişan alır ve çekici vurmaya çalışır
[22:46:17	][IC] Rüstem Bacaksız: Burda direniş gösteren sen miydin?
[22:46:17	]Antuan Demiralev exited observer at their location.
[22:46:18	][Y] Konstantin Ivanov: MEMUR VS.
[22:46:18	]KurtKa rolled 18 out of 20 (+0 from Güç).
[22:46:18	]KurtKa used command '/Roll strength 20'.
[22:46:19	][IC] Rüstem Bacaksız: Sesler geliyordu.
[22:46:22	][IC] Joe Rock: Yook.
[22:46:22	][IC] Micheal Kurata: Uh!
[22:46:22	][Y] Konstantin Ivanov: CSİ ÜYESİ?
[22:46:23	][IC] Lucas Evans: Memur  yok.
[22:46:24	][IC] Micheal Kurata: Uh!
[22:46:25	]KurtKa has critically hit Micheal Kurata dealing 60 damage (CritChance was 0.83).
[22:46:25	]Micheal Kurata has taken 60 damage from KurtKa.
[22:46:25	]Ulvi Bacaksız used command '/CharDesc'.
[22:46:25	][IC] Joe Rock: Farklı biri.
[22:46:28	]KurtKa has gained a '8rnd Shotgun Magazine' #2482.
[22:46:28	]KurtKa has lost a '8rnd Shotgun Magazine' #2481.
[22:46:29	][IC] Micheal Kurata: Auh!
[22:46:29	][IC] Rüstem Bacaksız: Anladım.
[22:46:30	]Antuan Demiralev entered observer.
[22:46:34	][ME] Micheal Kurata: Sağ eliyle sol elini tutar.
[22:46:38	][Y] Danilo Zanna: AÇ KAPIYI AÇ.
[22:46:39	][IC] KurtKa: Şimdi siktir git.
[22:46:42	]KurtKa has critically hit Micheal Kurata dealing 24 damage (CritChance was 0.83).
[22:46:42	]Micheal Kurata has taken 24 damage from KurtKa.
[22:46:48	]KurtKa entered observer.
[22:46:51	]Rüstem Bacaksız entered observer.
[22:46:51	][IC] Danilo Zanna: La sikmicez aç kapıyı.
[22:46:52	]Micheal Kurata used command '/Radio Yardı-'.
[22:46:52	][Y] Konstantin Ivanov: AÇABİLECEĞİMİ Mİ SANIYORSUN? KİLİTLİ KALDIM BURADA.
[22:46:54	]Rüstem Bacaksız exited observer at their location.
[22:46:58	]İlkokul Kundakçısı has unloaded their "KurtKa" character.
[22:46:59	][IC] Lucas Evans: Gelin biz gidelimbeyler.
[22:47:00	][IC] Danilo Zanna: 3 kişi amına koyarız bu kapının.
[22:47:00	]Antuan Demiralev exited observer at their location.
[22:47:01	][IC] Danilo Zanna: 3 kişi amına koyarız bu kapının.
[22:47:01	]İlkokul Kundakçısı loaded the character 'C24:i1.TAP-1'
[22:47:02	][IC] Lucas Evans: Başımıza kalcak.
[22:47:02	]Antuan Demiralev entered observer.
[22:47:03	]C24:i1.TAP-1 entered observer.
[22:47:08	]C24:i1.TAP-1 exited observer at their location.
[22:47:09	]Micheal Kurata used command '/Radio Cough2; 404'.
[22:47:11	]C24:i1.TAP-1 has gained a '17rnd USP Magazine' #2827.
[22:47:11	]C24:i1.TAP-1 has lost a '17rnd USP Magazine' #2828.
[22:47:16	][IC] Danilo Zanna: İçerde sıkışmış.
[22:47:19	]Rüstem Bacaksız opened the 'Büyük Metal Dolap' #12340 container.
[22:47:20	][IC] C24:i1.TAP-1: <:: Burada ne yapıyorsun? ::>
[22:47:23	][IC] C24:i1.TAP-1: <:: Niye yaralısın? ::>
[22:47:26	]Rüstem Bacaksız closed the 'Büyük Metal Dolap' #12340 container.
[22:47:27	][IC] Konstantin Ivanov: Ah, çok şey oldu.
[22:47:28	]Rüstem Bacaksız ran 'EquipUn' on item 'Makeshift AK' (#3161)
[22:47:28	]Rüstem Bacaksız has gained a '30rnd Junk Magazine' #3164.
[22:47:28	][IC] Lucas Evans: Ooof oof.
[22:47:28	]Rüstem Bacaksız opened the 'Büyük Metal Dolap' #12340 container.
[22:47:29	]Antuan Demiralev exited observer at their location.
[22:47:30	]Rüstem Bacaksız has transferred a 'Makeshift AK' #3161 to a container with the name 'Büyük Metal Dolap' #12340.
[22:47:31	]Rüstem Bacaksız has transferred a '30rnd Junk Magazine' #3164 to a container with the name 'Büyük Metal Dolap' #12340.
[22:47:32	][IC] Danilo Zanna: Efendim biz bunu kurtarcaktık siz geldiniz.
[22:47:33	][IC] C24:i1.TAP-1: <:: Içeri gel. ::>
[22:47:34	]Antuan Demiralev entered observer.
[22:47:35	][IC] Konstantin Ivanov: Bakanlıktanım.
[22:47:35	][IC] Joe Rock: Deli mi ne amına kodumun karısı.
[22:47:36	]Rüstem Bacaksız ran 'combine' on item '30rnd Junk Magazine' (#3162)
[22:47:40	]Rüstem Bacaksız closed the 'Büyük Metal Dolap' #12340 container.
[22:47:42	]C24:i1.TAP-1 has gained a '17rnd USP Magazine' #2828.
[22:47:42	]C24:i1.TAP-1 has lost a '17rnd USP Magazine' #2827.
[22:47:44	]Antuan Demiralev exited observer at their location.
[22:47:45	]Rüstem Bacaksız opened the 'Büyük Metal Dolap' #12340 container.
[22:47:46	]Rüstem Bacaksız closed the 'Büyük Metal Dolap' #12340 container.
[22:47:47	]Ulvi Bacaksız opened the 'Büyük Metal Dolap' #12340 container.
[22:47:47	]Rüstem Bacaksız opened the 'Büyük Metal Dolap' #12340 container.
[22:47:48	]Ulvi Bacaksız closed the 'Büyük Metal Dolap' #12340 container.
[22:47:49	]Rüstem Bacaksız has transferred a 'Bandana' #3169 to a container with the name 'Büyük Metal Dolap' #12340.
[22:47:52	]Rüstem Bacaksız has transferred a 'Kahverengi Trençkot (Zırhlı)' #3182 to a container with the name 'Büyük Metal Dolap' #12340.
[22:47:53	]Rüstem Bacaksız has transferred a 'Siyah Dolgulu Pantolon' #3183 to a container with the name 'Büyük Metal Dolap' #12340.
[22:47:54	][IC] Konstantin Ivanov: Bir araştırma için gitmiştik, çıkış yolunu kapamışlardı.
[22:47:56	]Micheal Kurata used command '/Radio Yardım edin'.
[22:47:57	]Ulvi Bacaksız opened the 'Büyük Metal Dolap' #12340 container.
[22:47:57	]Ulvi Bacaksız closed the 'Büyük Metal Dolap' #12340 container.
[22:47:59	]Ulvi Bacaksız has transferred a 'Brown Trench Coat' #2647 to a container with the name 'Büyük Metal Dolap' #12340.
[22:48:00	]Rüstem Bacaksız ran 'drop' on item 'Fırınlanmış Yapay Et' (#3323)
[22:48:00	]Rüstem Bacaksız has lost a 'Fırınlanmış Yapay Et' #3323.
[22:48:00	]Ulvi Bacaksız has transferred a 'M40 Gaz Maskesi' #2652 to a container with the name 'Büyük Metal Dolap' #12340.
[22:48:01	]Ulvi Bacaksız has transferred a 'Kahverengi Bere' #2649 to a container with the name 'Büyük Metal Dolap' #12340.
[22:48:01	]Rüstem Bacaksız ran 'drop' on item 'Breen Suyu' (#3522)
[22:48:01	]Rüstem Bacaksız has lost a 'Breen Suyu' #3522.
[22:48:02	][IC] C24:i1.TAP-1: <:: Lağıma inerseniz öyle olur. ::>
[22:48:02	]Ulvi Bacaksız has transferred a 'Kahverengi Pantolon' #2648 to a container with the name 'Büyük Metal Dolap' #12340.
[22:48:04	]Ulvi Bacaksız has transferred a 'Bandana' #3186 to a container with the name 'Büyük Metal Dolap' #12340.
[22:48:05	]Ulvi Bacaksız has gained a 'Sivil Tulum' #3479 from a container with the name 'Büyük Metal Dolap' #12340.
[22:48:06	][IC] C24:i1.TAP-1: <:: Lağımda birileri var. ::>
[22:48:06	][IC] Konstantin Ivanov: ...
[22:48:07	]Ulvi Bacaksız has gained a 'Yeşil tulum pantolonu' #3480 from a container with the name 'Büyük Metal Dolap' #12340.
[22:48:08	]Ulvi Bacaksız closed the 'Büyük Metal Dolap' #12340 container.
[22:48:09	][IC] Lucas Evans: Bu melodiyi aklımdan çıkaramıyorum... *Islık*.
[22:48:10	]Bernd Erich used command '/Radio isimin ne'.
[22:48:12	]C24:i1.TAP-1 used command '/Radio 10-8'.
[22:48:12	]Micheal Kurata used command '/ActInjured'.
[22:48:12	]Antuan Demiralev entered observer.
[22:48:18	]Micheal Kurata used command '/ActInjured'.
[22:48:20	]Ulvi Bacaksız ran 'take' on item 'Breen Suyu' (#3522)
[22:48:20	]Ulvi Bacaksız has gained a 'Breen Suyu' #3522.
[22:48:20	]C24:i1.TAP-1 used command '/Radio yellow;0;5; hatta mısın?'.
[22:48:22	]Ulvi Bacaksız ran 'take' on item 'Fırınlanmış Yapay Et' (#3323)
[22:48:22	]Ulvi Bacaksız has gained a 'Fırınlanmış Yapay Et' #3323.
[22:48:24	]C24:RCT.YELLO-05 used command '/Radio 10-4'.
[22:48:25	][IC] Danilo Zanna: Keşke dükkanımda bi radyo olsa ya...
[22:48:25	]Sosis Ve Salam created the character 'sosis'
[22:48:25	]Sosis Ve Salam loaded the character 'sosis'
[22:48:25	]sosis has gained a 'Açık Gri Kol Bandı' #3761.
[22:48:25	]sosis has gained a '#69134 Kimlik Kartı' #3762.
[22:48:25	]sosis has gained a 'Siyah Tulum' #3763.
[22:48:25	]sosis has gained a 'Gri tulum pantolonu' #3764.
[22:48:25	]sosis has gained a 'Koyu Deri Çizme' #3765.
[22:48:26	]Ulvi Bacaksız ran 'Consume' on item 'Fırınlanmış Yapay Et' (#3323)
[22:48:26	]Ulvi Bacaksız has updated their Zeka long boost target to 2 (current : 3).
[22:48:29	]C24:i1.TAP-1 used command '/Radio 10-20'me 10-76 sağla'.
[22:48:32	]Ulvi Bacaksız ran 'Consume' on item 'Breen Suyu' (#3532)
[22:48:32	]Ulvi Bacaksız has wasted a level -2 long boost in Zeka (current: 3; target: 2).
[22:48:32	]Ulvi Bacaksız has wasted a level -1 long boost in Algı (current: -1; target: 0).
[22:48:32	]Ulvi Bacaksız has gained a 'Boş Breen'in Suyu' #3766.
[22:48:33	]Micheal Kurata used command '/Radio Sinemanın önündeyim lütfen yardım et. Cough2;'.
[22:48:34	]Bernd Erich used command '/Radio cevap ver.'.
[22:48:39	]Micheal Kurata used command '/Radio Cough2'.
[22:48:41	]C24:RCT.YELLO-05 used command '/Radio Birazdan geliyorum'.
[22:48:43	][IC] Joe Rock: Noluyo!
[22:48:48	]Pitho has unloaded their "Ulvi Bacaksız" character.
[22:48:48	]Joe Rock used command '/ActCheck'.
[22:48:49	][IC] Micheal Kurata: Yardı-.
[22:48:49	]Heyron has unloaded their "Rüstem Bacaksız" character.
[22:48:49	]C24:i1.TAP-1 used command '/Radio Lağım girişindeyim, plazada ki'.
[22:48:51	][IC] C24:i1.TAP-1: <:: Nerede. ::>
[22:48:53	][ME] Micheal Kurata: Kişi acıdan bayılmıştır
[22:48:53	]Heyron loaded the character 'Rüstem Bacaksız'
[22:48:54	]Pitho loaded the character 'Ulvi Bacaksız'
[22:48:55	]Lucas Evans used command '/ExitAct'.
[22:48:57	][IC] Konstantin Ivanov: Götürebilirim, efendim.
[22:48:59	][IC] Joe Rock: Kimsin?!
[22:49:01	][IC] Joe Rock: NE OLUYO.
[22:49:02	][IC] Lucas Evans: Lan.
[22:49:04	][Y] Joe Rock: HAREKET ETME.
[22:49:05	]Bernd Erich has gained level 4 in the Hız skill.
[22:49:06	][IC] Konstantin Ivanov: Durun!
[22:49:07	]C24:RCT.YELLO-05 used the 'Sivil Koruma Tedarikçisi' vendor.
[22:49:07	][IC] Danilo Zanna: Gel oturak biz.
[22:49:07	][IC] Lucas Evans: Kokrutm amk.
[22:49:12	]Joe Rock used command '/ExitAct'.
[22:49:18	]C24:i1.TAP-1 used command '/Radio RB-B Binasına 10-76'.
[22:49:20	][IC] Danilo Zanna: Hava soğdu.
[22:49:22	][Y] Joe Rock: YARDIM EDİN ADAM.
[22:49:23	][IC] Lucas Evans: Korktum oğlum.
[22:49:24	][Y] Joe Rock: ADAM.
[22:49:24	][IC] Danilo Zanna: Sana bi ceket çekelim.
[22:49:25	][IC] Lucas Evans: O neydi lan.
[22:49:30	][IC] Lucas Evans: Valla ya üşüyorum.
[22:49:30	][ME] Micheal Kurata: Sol eli komple kan içindedir boynunda kesik var. Sağ ayağında büyükce bir morluk var.
[22:49:30	]C24:i1.TAP-1 used command '/Radio yaralı bir sek direktörü var'.
[22:49:32	]C24:i1.TAP-1 has gained a '17rnd USP Magazine' #2827.
[22:49:32	]C24:i1.TAP-1 has lost a '17rnd USP Magazine' #2828.
[22:49:33	][IC] Lucas Evans: Cekette iyice tozlandı.
[22:49:34	][IC] Danilo Zanna: O hazmatlı eleman.
[22:49:37	][IC] Danilo Zanna: Lağıma inmiş.
[22:49:38	][IC] Konstantin Ivanov: Micheal, siktir.
[22:49:42	][IC] Danilo Zanna: Inmişler 2 kişi.
[22:49:43	]C24:i1.TAP-1 used command '/Radio 10-20 halk sineması'.
[22:49:43	]C24:RCT.YELLO-05 has gained 0 chips.
[22:49:43	]C24:RCT.YELLO-05 has gained a 'PMG-5 (AUG) Gaz Maskesi' #3767.
[22:49:45	]C24:i1.TAP-1 has gained a '17rnd USP Magazine' #2828.
[22:49:45	]C24:i1.TAP-1 has lost a '17rnd USP Magazine' #2827.
[22:49:46	][ME] Micheal Kurata: Yerde Hazmat vardır.
[22:49:47	][IC] Danilo Zanna: Bunun arkadaşını.
[22:49:47	][ME] Bernd Erich: nabızını kontrol eder.
[22:49:49	][IC] Danilo Zanna: Kayınçosu.
[22:49:49	]Rüstem Bacaksız has gained level 8 in the Hız skill.
[22:49:50	][IC] Konstantin Ivanov: SMAB'a götürelim, hemen!
[22:49:52	][IC] Danilo Zanna: Pompalıyla vurmuş.
[22:49:54	][ME] Micheal Kurata: Nabız var ancak çok düşükç.
[22:49:56	][IC] C24:i1.TAP-1: <:: Ne oldu? ::>
[22:49:59	][ME] Micheal Kurata: Sol eli komple kan içindedir boynunda kesik var. Sağ ayağında büyükce bir morluk var.
[22:50:00	][IC] Danilo Zanna: Kayın biraderide olayları görüp.
[22:50:01	]Rüstem Bacaksız entered observer.
[22:50:04	][IC] Danilo Zanna: Annanesine söylemiş.
[22:50:06	]C24:RCT.YELLO-05 has gained 0 chips.
[22:50:06	]C24:RCT.YELLO-05 has gained a 'HK USP .45' #3768.
[22:50:06	][IC] Lucas Evans: Hikayeye bak... Kesin yalan söyledi bu.
[22:50:08	]Micheal Kurata ran 'drop' on item 'Yellow Hazmat Uniform' (#3576)
[22:50:08	]Micheal Kurata has lost a 'Yellow Hazmat Uniform' #3576.
[22:50:08	]C24:RCT.YELLO-05 has gained 0 chips.
[22:50:08	]C24:RCT.YELLO-05 has gained a '9mm Pistol Bullets' #3769.
[22:50:09	]C24:RCT.YELLO-05 has gained 0 chips.
[22:50:09	]C24:RCT.YELLO-05 has gained a '9mm Pistol Bullets' #3770.
[22:50:10	]C24:RCT.YELLO-05 has gained 0 chips.
[22:50:10	]C24:RCT.YELLO-05 has gained a '9mm Pistol Bullets' #3771.
[22:50:13	][ME] Bernd Erich: omuzundan tutar ve ayağa kaldırır
[22:50:15	]Rüstem Bacaksız exited observer at their location.
[22:50:17	][IC] Lucas Evans: Hiç inandırıcıgelmedi.
[22:50:17	]C24:i1.TAP-1 used command '/Radio 10-20 Metropol'.
[22:50:17	]Rüstem Bacaksız entered observer.
[22:50:17	]Rüstem Bacaksız exited observer at their location.
[22:50:18	][IC] Danilo Zanna: Mügeanlı ile tatlı sert aq.
[22:50:19	]C24:RCT.YELLO-05 has gained 0 chips.
[22:50:19	]C24:RCT.YELLO-05 has gained a '17rnd USP Magazine' #3772.
[22:50:20	]C24:RCT.YELLO-05 has gained 0 chips.
[22:50:20	]C24:RCT.YELLO-05 has gained a '17rnd USP Magazine' #3773.
[22:50:20	][ME] Konstantin Ivanov: Micheal'in ayakabbılarından tutar, ve taşımaya başlar.
[22:50:20	]C24:RCT.YELLO-05 has gained 0 chips.
[22:50:20	]C24:RCT.YELLO-05 has gained a '17rnd USP Magazine' #3774.
[22:50:22	]Bernd Erich ran 'give' on item 'Dezenfekte Bandaj Rulosu' (#2718)
[22:50:22	]Bernd Erich has performed the 'Use Dezenfekte Bandaj Rulosu' action, gaining 22 experience in medicine.
[22:50:22	]Micheal Kurata was disinfected by Bernd Erich for 238 seconds.
[22:50:22	]Micheal Kurata was bandaged by Bernd Erich for 22 HP.
[22:50:22	]Konstantin Ivanov ran 'take' on item 'Yellow Hazmat Uniform' (#3576)
[22:50:22	]Konstantin Ivanov has gained a 'Yellow Hazmat Uniform' #3576.
[22:50:23	]C24:RCT.YELLO-05 has gained 0 chips.
[22:50:23	]C24:RCT.YELLO-05 has gained a '17rnd USP Magazine' #3775.
[22:50:25	]Micheal Kurata used command '/ExitAct'.
[22:50:25	]C24:RCT.YELLO-05 has gained 0 chips.
[22:50:25	]C24:RCT.YELLO-05 has gained a '9mm Pistol Bullets' #3776.
[22:50:26	][IC] Lucas Evans: Haha.
[22:50:28	]Abraham Warren has gone afk.
[22:50:29	][IC] C24:i1.TAP-1: <:: Ne oldu öyle? ::>
[22:50:30	]Joachirn Lichlenberg has gone afk.
[22:50:30	]Micheal Kurata used command '/CharFallOver'.
[22:50:32	]Konstantin Ivanov has hit Micheal Kurata in the left leg dealing 0 damage (CritChance was 0.00).
[22:50:33	]C24:RCT.YELLO-05 has gained 0 chips.
[22:50:33	]C24:RCT.YELLO-05 has gained a 'El Feneri' #3777.
[22:50:36	][ME] Bernd Erich: kişinin koluna şimdilik sargı bezi ile baskı yapar.
[22:50:36	][IC] C24:i1.TAP-1: <:: Bu adama ne oldu, size lağımlarda ne yaptılar? ::>
[22:50:42	]C24:RCT.YELLO-05 ran 'combine' on item '17rnd USP Magazine' (#3772)
[22:50:43	]C24:RCT.YELLO-05 ran 'combine' on item '17rnd USP Magazine' (#3775)
[22:50:43	]C24:RCT.YELLO-05 ran 'combine' on item '17rnd USP Magazine' (#3774)
[22:50:44	]C24:RCT.YELLO-05 ran 'combine' on item '17rnd USP Magazine' (#3773)
[22:50:45	]C24:RCT.YELLO-05 ran 'Equip' on item 'HK USP .45' (#3768)
[22:50:47	]C24:RCT.YELLO-05 has lost a '17rnd USP Magazine' #3775.
[22:50:48	]Joe Rock entered observer.
[22:50:50	][IC] Konstantin Ivanov: Önce şunu hastaneye götürelim, sonra konuşalım!
[22:50:50	][IC] Lucas Evans: Evet o zamangeldi.
[22:50:52	]Joe Rock exited observer at their location.
[22:50:54	]C24:RCT.YELLO-05 used command '/ToggleRaise'.
[22:50:55	][IC] Danilo Zanna: Ney geldi.
[22:50:55	][ME] Lucas Evans: cebinden sigara paketini çıkartır
[22:50:55	]C24:RCT.YELLO-05 used command '/ToggleRaise'.
[22:50:59	][IC] Danilo Zanna: Alla alla.
[22:51:00	][ME] Lucas Evans: masaya bırakır
[22:51:01	]Lucas Evans used command '/ExitAct'.
[22:51:03	]Lucas Evans ran 'drop' on item 'Benefactor Edition Sigara Paketi' (#2497)
[22:51:03	]Lucas Evans has lost a 'Benefactor Edition Sigara Paketi' #2497.
[22:51:03	]Lucas Evans has lost a 'Sigara' #2505.
[22:51:05	][IC] Lucas Evans: Son dal.
[22:51:05	]C24:i1.TAP-1 used command '/Radio Bir kaç yaralı vatandaş ile 10-76 hastane'.
[22:51:07	][IC] C24:i1.TAP-1: <:: Ha. ::>
[22:51:21	][ME] Lucas Evans: paketten son dalı alır ve dudaklarının arasına yerleştirir
[22:51:23	][IC] C24:i1.TAP-1: <:: Sarı saçlı? ::>
[22:51:26	]Lucas Evans ran 'ViewAlt' on item 'Benefactor Edition Sigara Paketi' (#2497)
[22:51:27	]Lucas Evans has gained a 'Sigara' #2505 from a container with the name 'Sigara Paketi' #12299.
[22:51:30	]Lucas Evans ran 'smoke' on item 'Sigara' (#2505)
[22:51:36	][ME] Lucas Evans: zipposunu çıkartıp sigarayı yakar
[22:51:37	][IC] C24:i1.TAP-1: <:: Ben nereden bileyim be bir sürü kadın var sarı saçlı. ::>
[22:51:37	]Lucas Evans ran 'light' on item 'Zippo Çakmak' (#2506)
[22:51:40	][IC] Lucas Evans: Ohhh.....
[22:51:40	][IC] Danilo Zanna: Birini dövüyolar.
[22:51:40	][IC] sosis: !workshop.
[22:51:42	][IC] Danilo Zanna: Gene.
[22:51:44	][IC] Lucas Evans: Lanet olsun bu çok iyi.
[22:51:47	]Enistein loaded the character 'S10:SCN-1'
[22:51:50	]Danilo Zanna used command '/ExitAct'.
[22:51:53	][IC] C24:i1.TAP-1: <:: Hmph. ::>
[22:51:54	]Danilo Zanna ran 'ViewAlt' on item 'Benefactor Edition Sigara Paketi' (#2497)
[22:52:00	][IC] C24:i1.TAP-1: <:: Pekala, işbirliğin için teşekkürler. ::>
[22:52:08	]Micheal Kurata used command '/CharGetUp'.
[22:52:12	]C24:i1.TAP-1 entered observer.
[22:52:13	]Micheal Kurata used command '/CharGetUp'.
[22:52:16	]Konstantin Ivanov has hit Micheal Kurata in the right leg dealing 35 damage (CritChance was 0.00).
[22:52:16	]Micheal Kurata has taken 35 damage from Konstantin Ivanov.
[22:52:17	]Bernd Erich has hit Micheal Kurata in the left leg dealing 0 damage (CritChance was 0.00).
[22:52:17	]C24:i1.TAP-1 exited observer at their location.
[22:52:17	][PICKUP DISPENSER] Savcı ( Danilo Zanna ) picked up an item from the pickup dispenser.
[22:52:17	]Danilo Zanna has gained a 'Benefactor Edition Sigara Paketi' #3778.
[22:52:17	]Danilo Zanna has gained a 'Sigara' #3779.
[22:52:17	]Danilo Zanna has gained a 'Sigara' #3780.
[22:52:17	]Danilo Zanna has gained a 'Sigara' #3781.
[22:52:17	]Danilo Zanna has gained a 'Sigara' #3782.
[22:52:17	]Danilo Zanna has gained a 'Sigara' #3783.
[22:52:17	]Danilo Zanna has gained a 'Sigara' #3784.
[22:52:17	]Danilo Zanna has gained a 'Sigara' #3785.
[22:52:17	]Danilo Zanna has gained a 'Sigara' #3786.
[22:52:23	]Micheal Kurata used command '/ActInjured'.
[22:52:24	][IC] C24:i1.TAP-1: <:: Evet. ::>
[22:52:28	]Bernd Erich ran 'give' on item 'Bandaj Rulosu' (#1589)
[22:52:28	]Bernd Erich has performed the 'Use Bandaj Rulosu' action, gaining 15 experience in medicine.
[22:52:28	]Micheal Kurata was bandaged by Bernd Erich for 22 HP.
[22:52:36	]Rüstem Bacaksız has acquired his ration, gaining 0 credits, 0 wages and a ration ration.
[22:52:37	][ME] Micheal Kurata: Sol eli komple kan içindedir boynunda kesik var. Sağ ayağında büyükce bir morluk var.
[22:52:37	][ME] Danilo Zanna: Masaya döndürerek bir sigara paketi fırlatı
[22:52:37	][IC] C24:i1.TAP-1: <:: Şu tenekeyi al. ::>
[22:52:39	]Lucas Evans used command '/ExitAct'.
[22:52:39	][ME] Danilo Zanna: Masaya döndürerek bir sigara paketi fırlatır
[22:52:40	]Konstantin Ivanov ran 'drop' on item 'Yellow Hazmat Uniform' (#3577)
[22:52:40	]Konstantin Ivanov has lost a 'Yellow Hazmat Uniform' #3577.
[22:52:41	]Danilo Zanna ran 'drop' on item 'Benefactor Edition Sigara Paketi' (#3778)
[22:52:41	]Danilo Zanna has lost a 'Benefactor Edition Sigara Paketi' #3778.
[22:52:41	]Danilo Zanna has lost a 'Sigara' #3784.
[22:52:41	]Danilo Zanna has lost a 'Sigara' #3786.
[22:52:41	]Danilo Zanna has lost a 'Sigara' #3782.
[22:52:41	]Danilo Zanna has lost a 'Sigara' #3785.
[22:52:41	]Danilo Zanna has lost a 'Sigara' #3781.
[22:52:41	]Danilo Zanna has lost a 'Sigara' #3783.
[22:52:41	]Danilo Zanna has lost a 'Sigara' #3779.
[22:52:41	]Danilo Zanna has lost a 'Sigara' #3780.
[22:52:41	][ME] Bernd Erich: yara olan kolunu inceler.
[22:52:42	][IC] Lucas Evans: Aha.
[22:52:42	][IC] C24:i1.TAP-1: <:: Şu. Tenekeyi. Al. ::>
[22:52:44	]sosis ran 'take' on item 'Boş Breen'in Suyu' (#2421)
[22:52:44	]sosis has gained a 'Boş Breen'in Suyu' #2421.
[22:52:44	]S10:SCN-1 used command '/Dispatch CRITICAL BREACH'.
