[17:34:51	]jokaz 🗿 has connected.
[20:42:16	]S10/OWS.GHOST-30 entered observer.
[20:42:19	]S10/OWS.GHOST-30 exited observer at their location.
[20:42:25	][PICKUP DISPENSER] Loxy ( fajny typ ) picked up an item from the pickup dispenser.
[20:42:25	]fajny typ has gained a 'Cooked Noodles' #163.
[20:42:32	]fajny typ ran 'Consume' on item 'Cooked Noodles' (#163)
[20:42:32	]fajny typ has gained a level 1 long boost in Strength.
[20:42:37	]S10/OWS.GHOST-30 used command '/CharGiveItem GHOST-30 OSIPR 1'.
[20:42:40	]S10/OWS.GHOST-30 ran 'drop' on item '510mm A2 Barrel' (#162)
[20:42:40	]S10/OWS.GHOST-30 has lost a '510mm A2 Barrel' #162.
[20:42:45	]S10/OWS.GHOST-30 used command '/CharGiveItem GHOST-30 OSIPR 1'.
[20:42:51	]S10/OWS.GHOST-61 entered observer.
[20:42:54	]fajny typ used command '/CreateShop Sklep#1'.
[20:43:08	]S10/OWS.GHOST-30 entered observer.
[20:43:18	]S10/OWS.GHOST-30 exited observer at their location.
[20:43:28	]S10/OWS.GHOST-61 exited observer.
[20:43:45	]fajny typ used command '/CreateApartment fajny'.
[20:43:54	][IC] S10/OWS.GHOST-30: <:: S. ::>
[20:43:54	]S10/OWS.GHOST-30 entered observer.
[20:44:16	]S10/OWS.GHOST-30 exited observer at their location.
[20:44:25	]S10/OWS.GHOST-30 has spawned a 'NPC [436][npc_citizen]'.
[20:44:25	]S10/OWS.GHOST-30 has spawned a 'NPC [438][npc_citizen]'.
[20:44:26	]S10/OWS.GHOST-30 has critically hit npc_citizen in the chest dealing 20 damage (CritChance was 1.01).
[20:44:26	]S10/OWS.GHOST-30 has critically hit npc_citizen in the chest dealing 20 damage (CritChance was 1.01).
[20:44:27	]S10/OWS.GHOST-30 has critically hit npc_citizen in the chest dealing 20 damage (CritChance was 1.01).
[20:44:27	]S10/OWS.GHOST-30 has critically hit npc_citizen in the chest dealing 20 damage (CritChance was 1.01).
[20:44:47	]S10/OWS.GHOST-30 entered observer.
[20:44:49	]S10/OWS.GHOST-30 exited observer at their location.
[20:44:51	]fajny typ used command '/SetApartmentDoor fajny'.
[20:45:10	][PICKUP DISPENSER] Loxy ( fajny typ ) picked up an item from the pickup dispenser.
[20:45:10	]fajny typ has gained a 'Apartment Key' #164.
[20:45:19	]fajny typ ran 'Unlock' on item 'Apartment Key' (#164)
[20:45:25	]fajny typ ran 'Lock' on item 'Apartment Key' (#164)
[20:45:30	]S10/OWS.GHOST-30 ran 'use' on item 'Pulse-Rifle Energy' (#110)
[20:45:37	]fajny typ used command '/SetApartmentDoor fajny'.
[20:45:46	]fajny typ used command '/SetApartmentDoor fajny'.
[20:45:49	]fajny typ used command '/SetApartmentDoor fajny'.
[20:46:00	]S10/OWS.GHOST-30 entered observer.
[20:46:12	][IC] S10/OWS.GHOST-61: <:: 10-4. ::>
[20:46:15	][IC] S10/OWS.GHOST-61: <:: 10-2. ::>
[20:46:15	]fajny typ ran 'Assign' on item 'Apartment Key' (#164)
[20:46:17	]S10/OWS.GHOST-30 exited observer at their location.
[20:46:21	]S10/OWS.GHOST-61 entered observer.
[20:46:23	]fajny typ ran 'Unlock' on item 'Apartment Key' (#164)
[20:46:30	]fajny typ ran 'Lock' on item 'Apartment Key' (#164)
[20:47:37	]fajny typ ran 'Unlock' on item 'Apartment Key' (#164)
[20:47:42	]fajny typ ran 'Lock' on item 'Apartment Key' (#164)
[20:47:46	]Inkaaz created the character 'Keung Poon'
[20:47:46	]Inkaaz loaded the character 'Keung Poon'
[20:47:46	]Keung Poon is no longer afk. Total time spent AFK: 700
[20:47:47	]Keung Poon has gained a '#19929's Identity Card' #165.
[20:47:47	]Keung Poon has gained a 'Combine PDA' #166.
[20:47:47	]Keung Poon has gained a 'The Paperweight' #167.
[20:47:47	]Keung Poon has gained a 'Elephant Hunter Trousers' #168.
[20:47:47	]Keung Poon has gained a 'Dress Shoes' #169.
[20:47:47	]Keung Poon has gained a 'Glasses' #170.
[20:47:53	]S10/OWS.GHOST-61 exited observer.
[20:47:53	]S10/OWS.GHOST-61 has taken 53 damage from worldspawn.
[20:47:56	]S10/OWS.GHOST-61 ran SAM command 'noclip' with arguments: ''
[20:48:07	][CHI] Keung Poon: Co
[20:48:23	]S10/OWS.GHOST-30 has critically hit npc_turret_floor dealing 20 damage (CritChance was 1.01).
[20:48:27	]S10/OWS.GHOST-30 has critically hit npc_turret_floor dealing 20 damage (CritChance was 1.01).
[20:48:28	]S10/OWS.GHOST-30 has critically hit npc_turret_floor dealing 20 damage (CritChance was 1.01).
[20:48:28	]S10/OWS.GHOST-30 has critically hit npc_turret_floor dealing 20 damage (CritChance was 1.01).
[20:48:29	]S10/OWS.GHOST-30 has critically hit npc_turret_floor dealing 0 damage (CritChance was 1.01).
[20:48:29	]S10/OWS.GHOST-30 has critically hit npc_turret_floor dealing 20 damage (CritChance was 1.01).
[20:48:29	]S10/OWS.GHOST-30 has critically hit npc_turret_floor dealing 0 damage (CritChance was 1.01).
[20:48:29	]S10/OWS.GHOST-30 has critically hit npc_turret_floor dealing 20 damage (CritChance was 1.01).
[20:48:29	]S10/OWS.GHOST-30 has critically hit npc_turret_floor dealing 0 damage (CritChance was 1.01).
[20:48:29	]S10/OWS.GHOST-30 has critically hit npc_turret_floor dealing 0 damage (CritChance was 1.01).
[20:48:29	]S10/OWS.GHOST-30 has critically hit npc_turret_floor dealing 0 damage (CritChance was 1.01).
[20:48:29	]S10/OWS.GHOST-30 has critically hit npc_turret_floor dealing 20 damage (CritChance was 1.01).
[20:48:29	]S10/OWS.GHOST-30 has critically hit npc_turret_floor dealing 0 damage (CritChance was 1.01).
[20:48:29	]S10/OWS.GHOST-30 has critically hit npc_turret_floor dealing 20 damage (CritChance was 1.01).
[20:48:30	]S10/OWS.GHOST-30 has critically hit npc_turret_floor dealing 0 damage (CritChance was 1.01).
[20:48:30	]S10/OWS.GHOST-30 has critically hit npc_turret_floor dealing 20 damage (CritChance was 1.01).
[20:48:30	]S10/OWS.GHOST-30 has critically hit npc_turret_floor dealing 0 damage (CritChance was 1.01).
[20:48:30	]S10/OWS.GHOST-30 has critically hit npc_turret_floor dealing 20 damage (CritChance was 1.01).
[20:48:30	]S10/OWS.GHOST-30 has critically hit npc_turret_floor dealing 0 damage (CritChance was 1.01).
[20:48:30	]S10/OWS.GHOST-30 has critically hit npc_turret_floor dealing 20 damage (CritChance was 1.01).
[20:48:30	]S10/OWS.GHOST-30 has critically hit npc_turret_floor dealing 0 damage (CritChance was 1.01).
[20:48:30	]S10/OWS.GHOST-30 has critically hit npc_turret_floor dealing 20 damage (CritChance was 1.01).
[20:48:31	]S10/OWS.GHOST-30 has critically hit npc_turret_floor dealing 0 damage (CritChance was 1.01).
[20:48:31	]S10/OWS.GHOST-30 has critically hit npc_turret_floor dealing 20 damage (CritChance was 1.01).
[20:48:31	]S10/OWS.GHOST-30 has critically hit npc_turret_floor dealing 0 damage (CritChance was 1.01).
[20:48:31	]S10/OWS.GHOST-30 has critically hit npc_turret_floor dealing 20 damage (CritChance was 1.01).
[20:48:31	]S10/OWS.GHOST-30 has critically hit npc_turret_floor dealing 0 damage (CritChance was 1.01).
[20:48:31	]S10/OWS.GHOST-30 has critically hit npc_turret_floor dealing 20 damage (CritChance was 1.01).
[20:48:31	]S10/OWS.GHOST-30 has critically hit npc_turret_floor dealing 20 damage (CritChance was 1.01).
[20:48:31	]fajny typ has spawned a 'Entity [403][wn_washing_factory]'.
[20:48:34	]Keung Poon entered observer.
[20:48:34	]fajny typ ran 'drop' on item 'CWU Member Access Keycard' (#34)
[20:48:34	]fajny typ has lost a 'CWU Member Access Keycard' #34.
[20:48:35	]S10/OWS.GHOST-30 has critically hit npc_turret_floor dealing 20 damage (CritChance was 1.01).
[20:48:36	]S10/OWS.GHOST-30 has critically hit npc_turret_floor dealing 20 damage (CritChance was 1.01).
[20:48:37	]S10/OWS.GHOST-30 has critically hit npc_turret_floor dealing 20 damage (CritChance was 1.01).
[20:48:38	]S10/OWS.GHOST-61 ran SAM command 'noclip' with arguments: ''
[20:48:39	]S10/OWS.GHOST-30 has critically hit npc_turret_floor dealing 0 damage (CritChance was 1.01).
[20:48:39	]S10/OWS.GHOST-30 has critically hit npc_turret_floor dealing 20 damage (CritChance was 1.01).
[20:48:39	]Keung Poon exited observer at their location.
[20:48:43	]S10/OWS.GHOST-61 has pressed the "BOE_Anthem" map button.
[20:48:44	]fajny typ ran 'take' on item 'CWU Member Access Keycard' (#34)
[20:48:44	]fajny typ has gained a 'CWU Member Access Keycard' #34.
[20:48:45	]fajny typ has spawned a 'Entity [399][wn_washing_factory]'.
[20:48:46	]S10/OWS.GHOST-61 has pressed the "BOE_TechnicalIssues" map button.
[20:48:46	]S10/OWS.GHOST-30 entered observer.
[20:48:47	]Keung Poon entered observer.
[20:48:48	]fajny typ ran 'drop' on item 'CWU Member Access Keycard' (#34)
[20:48:48	]fajny typ has lost a 'CWU Member Access Keycard' #34.
[20:48:50	]S10/OWS.GHOST-61 has pressed the "BOE_CloseupCamera" map button.
[20:48:51	]S10/OWS.GHOST-30 exited observer at their location.
[20:48:52	]Keung Poon exited observer at their location.
[20:48:53	]S10/OWS.GHOST-61 has pressed the "BOE_Laugher" map button.
[20:48:53	]fajny typ ran 'take' on item 'CWU Member Access Keycard' (#34)
[20:48:53	]fajny typ has gained a 'CWU Member Access Keycard' #34.
[20:48:55	]fajny typ ran 'drop' on item 'Clean clothes' (#159)
[20:48:55	]fajny typ has lost a 'Clean clothes' #159.
[20:48:57	]fajny typ ran 'take' on item 'Clean clothes' (#159)
[20:48:57	]fajny typ has gained a 'Clean clothes' #159.
[20:49:01	]S10/OWS.GHOST-61 has pressed the "BOE_Laugher" map button.
[20:49:08	][IC] S10/OWS.GHOST-61: <:: **Screaming**. ::>
[20:49:10	][IC] S10/OWS.GHOST-61: <:: **Screaming**. ::>
[20:49:12	][IC] S10/OWS.GHOST-61: <:: **Screaming**. ::>
[20:49:13	]S10/OWS.GHOST-30 entered observer.
[20:49:13	]S10/OWS.GHOST-61 ran SAM command 'slay' with arguments: '^'
[20:49:22	]Keung Poon has pressed the "BOE_Set1Camera" map button.
[20:49:23	]S10/OWS.GHOST-61 ran SAM command 'noclip' with arguments: ''
[20:49:27	]Keung Poon has pressed the "BOE_Set2Camera" map button.
[20:49:38	]Keung Poon has pressed the "BOE_Set1Camera" map button.
[20:49:42	]S10/OWS.GHOST-61 exited observer.
[20:49:44	]S10/OWS.GHOST-61 entered observer.
[20:49:45	]S10/OWS.GHOST-61 exited observer.
[20:49:46	]Keung Poon has pressed the "BOE_CloseupCamera" map button.
[20:49:46	]S10/OWS.GHOST-61 entered observer.
[20:49:47	]S10/OWS.GHOST-61 exited observer.
[20:49:55	]Keung Poon used command '/ActCheer'.
[20:50:00	]Keung Poon used command '/ActWave'.
[20:50:04	]Keung Poon used command '/ActCheck'.
[20:50:04	]Keung Poon used command '/ExitAct'.
[20:50:07	]Keung Poon used command '/ActCheer'.
[20:50:11	]S10/OWS.GHOST-30 exited observer at their location.
[20:50:11	]Keung Poon has pressed the "BOE_Laugher" map button.
[20:50:15	]S10/OWS.GHOST-30 entered observer.
[20:50:16	]S10/OWS.GHOST-61 has pressed the "ADM_Explosion1" map button.
[20:50:25	]S10/OWS.GHOST-61 entered observer.
[20:50:27	]Keung Poon has pressed the "BOE_Set2Camera" map button.
[20:50:34	]Keung Poon has pressed the "BOE_Intro" map button.
[20:50:42	]Keung Poon used command '/ActCheer'.
[20:50:45	]Keung Poon used command '/ActCheer'.
[20:50:51	]Keung Poon used command '/ActCheer'.
[20:50:54	]Keung Poon used command '/ActArrest'.
[20:50:55	]Keung Poon used command '/ExitAct'.
[20:50:59	]Keung Poon used command '/ActPant'.
[20:51:01	]Keung Poon used command '/ExitAct'.
[20:51:06	]Keung Poon used command '/ActPant'.
[20:51:09	]Keung Poon used command '/ExitAct'.
[20:51:20	]Keung Poon used command '/BroadcastMe .'.
[20:51:24	]Keung Poon used command '/BroadcastMe robi przysiady'.
[20:51:24	]S10/OWS.GHOST-61 exited observer.
[20:51:27	]Keung Poon used command '/ActPant'.
[20:51:28	]Keung Poon used command '/ExitAct'.
[20:51:32	]S10/OWS.GHOST-61 has pressed the "ADM_TrainHorn" map button.
[20:51:34	]S10/OWS.GHOST-61 has pressed the "ADM_TrainHorn" map button.
[20:51:38	]fajny typ has spawned a 'Entity [381][wn_washing_factory]'.
[20:51:40	]fajny typ has spawned a 'Entity [386][wn_scaffold]'.
[20:51:45	]fajny typ has spawned a 'Entity [381][ix_garbage]'.
[20:51:48	]C17:RL.YELLO-04 has taken 1 damage from env_fire.
[20:51:49	]C17:RL.YELLO-04 has taken 1 damage from env_fire.
[20:51:50	]C17:RL.YELLO-04 has taken 1 damage from env_fire.
[20:51:51	]C17:RL.YELLO-04 has taken 1 damage from env_fire.
[20:51:52	]C17:RL.YELLO-04 has taken 1 damage from env_fire.
[20:51:53	]C17:RL.YELLO-04 has taken 1 damage from env_fire.
[20:51:54	]C17:RL.YELLO-04 has taken 1 damage from env_fire.
[20:51:59	]fajny typ has spawned a 'Entity [381][ix_trashspawner]'.
[20:52:00	]fajny typ has spawned a 'Entity [457][ix_garbage]'.
[20:52:06	]S10/OWS.GHOST-30 exited observer at their location.
[20:52:14	]fajny typ has spawned a 'Entity [381][ix_garbage]'.
[20:52:16	]S10/OWS.GHOST-30 entered observer.
[20:52:39	]S10/OWS.GHOST-61 ran SAM command 'noclip' with arguments: ''
[20:52:44	]Keung Poon used command '/Broadcast Halo! Obywatele, robimy ćwiczonka! Jazda, jazda! Zaczynamy od schylania. Bardzo dobre ćwiczenie. Bardzo dobrze uwalnia napięcie w kręgosłupie. Dalej Miasto 24! Jazda!'.
[20:52:49	]Keung Poon used command '/ActPant'.
[20:52:50	]fajny typ has spawned a 'Entity [381][ix_console]'.
[20:52:51	]Keung Poon used command '/ExitAct'.
[20:52:53	]Keung Poon used command '/ActPant'.
[20:52:55	]Keung Poon used command '/ExitAct'.
[20:52:57	]Keung Poon used command '/ActPant'.
[20:53:00	][IC] C17:RL.YELLO-04: <:: 10-104. ::>
[20:53:00	]S10/OWS.GHOST-30 exited observer at their location.
[20:53:08	][ME] S10/OWS.GHOST-30: zAPINA W DUPE
[20:53:10	][IC] C17:RL.YELLO-04: <:: Pick up that can. ::>
[20:53:10	]Keung Poon used command '/ExitAct'.
[20:53:11	][IC] C17:RL.YELLO-04: <:: Pick. Up. The. Can. ::>
[20:53:13	][IC] C17:RL.YELLO-04: <:: I said pick up the can! ::>
[20:53:14	][IC] C17:RL.YELLO-04: <:: Can43. ::>
[20:53:16	][IC] C17:RL.YELLO-04: <:: Now, put it in the trash can. ::>
[20:53:17	]Loxy loaded the character 'C17:CmD:YELLO-79'
[20:53:18	][IC] C17:RL.YELLO-04: <:: I said put it in the trash can! ::>
[20:53:19	]Keung Poon used command '/ActInjured'.
[20:53:20	][IC] C17:RL.YELLO-04: <:: You knocked it over, pick it up! ::>
[20:53:22	]C17:CmD:YELLO-79 has spawned a 'Entity [381][ix_computer]'.
[20:53:23	][IC] C17:RL.YELLO-04: <:: Can7. ::>
[20:53:23	]Keung Poon used command '/ExitAct'.
[20:53:24	]C17:CmD:YELLO-79 has spawned a 'Entity [386][ix_console]'.
[20:53:29	]Keung Poon has pressed the "BOE_TechnicalIssues" map button.
[20:53:31	]C17:CmD:YELLO-79 has spawned a 'Entity [381][ix_containerlock]'.
[20:53:33	]Keung Poon has pressed the "BOE_Outro" map button.
[20:53:38	]S10/OWS.GHOST-61 exited observer.
[20:53:39	]S10/OWS.GHOST-61 has pressed the "ADM_Thunder" map button.
[20:53:46	]S10/OWS.GHOST-61 entered observer.
[20:53:46	]S10/OWS.GHOST-61 exited observer.
[20:53:47	]S10/OWS.GHOST-61 entered observer.
[20:53:49	][IC] S10/OWS.GHOST-30: <:: **Indistinct Panic**. ::>
[20:53:49	]Keung Poon has pressed the "BOE_NewsIntro" map button.
[20:53:52	]C17:CmD:YELLO-79 has spawned a 'Entity [381][ix_cigarette]'.
[20:53:53	]S10/OWS.GHOST-61 exited observer.
[20:53:55	]C17:CmD:YELLO-79 has spawned a 'Entity [381][ix_combinemonitor]'.
[20:53:56	]C17:CmD:YELLO-79 entered observer.
[20:53:58	]C17:CmD:YELLO-79 exited observer.
[20:53:58	]S10/OWS.GHOST-61 entered observer.
[20:54:08	]Keung Poon used command '/PrintAFKPlayers'.
[20:54:13	]Keung Poon has pressed the "BOE_Set1Camera" map button.
[20:54:17	]Keung Poon has pressed the "BOE_Set1Camera" map button.
[20:54:21	]Keung Poon has pressed the "BOE_Set1Camera" map button.
[20:54:24	]Keung Poon has pressed the "BOE_CamerasOff" map button.
[20:54:26	][IC] C17:RL.YELLO-04: <:: That's a grenade! ::>
[20:54:27	]Keung Poon has pressed the "BOE_Set1Camera" map button.
[20:54:29	][IC] C17:RL.YELLO-04: <:: That's a grenade! ::>
[20:54:30	]Keung Poon has pressed the "BOE_TechnicalIssues" map button.
[20:54:30	][IC] C17:RL.YELLO-04: <:: That's a grenade! ::>
[20:54:31	]Keung Poon has pressed the "BOE_TechnicalIssues" map button.
[20:54:32	]Keung Poon has pressed the "BOE_Intermission" map button.
[20:54:34	]Keung Poon has pressed the "BOE_CloseupCamera" map button.
[20:54:35	][IC] C17:RL.YELLO-04: <:: Bouncer. ::>
[20:54:36	]Keung Poon has pressed the "BOE_CamerasOff" map button.
[20:54:38	]Keung Poon has pressed the "BOE_Set1Camera" map button.
[20:54:40	]Loxy loaded the character 'fajny typ'
[20:54:49	][IC] C17:RL.YELLO-04: <:: 10-0. ::>
[20:54:50	]fajny typ has spawned a tool_oven_rusty.
[20:54:51	]Keung Poon has spawned a 'NPC [386][npc_citizen]'.
[20:54:52	]fajny typ ran 'Bolt' on item 'Rusty Oven' (#171)
[20:54:53	]Keung Poon has spawned a 'NPC [399][npc_citizen]'.
[20:54:54	]Keung Poon has spawned a 'NPC [455][npc_citizen]'.
[20:54:54	][IC] C17:RL.YELLO-04: <:: Shadow. ::>
[20:54:58	]Keung Poon has spawned a 'NPC [458][npc_citizen]'.
[20:54:59	]S10/OWS.GHOST-30 has critically hit npc_citizen in the head dealing 22 damage (CritChance was 1.01).
[20:55:00	]S10/OWS.GHOST-30 has critically hit npc_citizen in the right arm dealing 17 damage (CritChance was 1.01).
[20:55:00	]S10/OWS.GHOST-30 has critically hit npc_citizen in the chest dealing 20 damage (CritChance was 1.01).
[20:55:00	]fajny typ has spawned a tool_oven.
[20:55:00	]S10/OWS.GHOST-30 has critically hit npc_citizen in the chest dealing 20 damage (CritChance was 1.01).
[20:55:00	]S10/OWS.GHOST-30 has critically hit npc_citizen in the chest dealing 20 damage (CritChance was 1.01).
[20:55:01	]S10/OWS.GHOST-30 has critically hit npc_citizen in the chest dealing 20 damage (CritChance was 1.01).
[20:55:01	]S10/OWS.GHOST-30 has critically hit npc_citizen in the chest dealing 20 damage (CritChance was 1.01).
[20:55:01	]S10/OWS.GHOST-30 has critically hit npc_citizen in the chest dealing 20 damage (CritChance was 1.01).
[20:55:03	][IC] C17:RL.YELLO-04: <:: Idle2. ::>
[20:55:03	]fajny typ ran 'PackUp' on item 'Oven' (#172)
[20:55:03	][ME] Keung Poon: salutuje
[20:55:04	][IC] C17:RL.YELLO-04: <:: Idle. ::>
[20:55:04	]fajny typ ran 'Use' on item 'Oven' (#172)
[20:55:05	]S10/OWS.GHOST-61 exited observer.
[20:55:06	][IC] C17:RL.YELLO-04: <:: Idlee. ::>
[20:55:09	]S10/OWS.GHOST-61 has spawned a 'NPC [386][npc_vj_zombiearmor]'.
[20:55:10	][IC] Keung Poon: Chwała!! łuhu!!!
[20:55:14	]S10/OWS.GHOST-61 has taken 10 damage from Armored Zombie.
[20:55:16	]S10/OWS.GHOST-61 is fully healed.
[20:55:18	]S10/OWS.GHOST-30 has pressed the "BOE_Applause" map button.
[20:55:23	]fajny typ has spawned a tool_ammunitionbench.
[20:55:25	]fajny typ ran 'Use' on item 'Ammunition Station' (#173)
[20:55:32	]S10/OWS.GHOST-61 used command '/CharGiveItem ghost-61 eagle'.
[20:55:32	]S10/OWS.GHOST-61 has gained a 'Desert Eagle' #174.
[20:55:35	]S10/OWS.GHOST-61 ran 'Equip' on item 'Desert Eagle' (#174)
[20:55:37	][IC] C17:RL.YELLO-04: <:: Ripcord-2. ::>
[20:55:41	][IC] C17:RL.YELLO-04: <:: Negatory. ::>
[20:55:46	]fajny typ ran 'Use' on item 'Oven' (#172)
[20:55:47	][IC] C17:RL.YELLO-04: <:: Idle2. ::>
[20:56:02	]Keung Poon has spawned 'models/labware/beaker1.mdl'.
[20:56:13	]Keung Poon has spawned 'models/mosi/fallout4/furniture/workstations/weaponworkbench02.mdl'.
[20:56:15	]Keung Poon has spawned 'models/mosi/fallout76/furniture/workstations/tinkerstation.mdl'.
[20:56:22	]Keung Poon has spawned 'models/willardnetworks/food/canned_food1.mdl'.
[20:56:41	]S10/OWS.GHOST-61 has pressed the "ADM_CloudsEnable" map button.
[20:56:43	]S10/OWS.GHOST-61 has pressed the "ADM_Wind" map button.
[20:56:44	]S10/OWS.GHOST-61 has pressed the "ADM_Explosion2" map button.
[20:56:45	]S10/OWS.GHOST-61 has pressed the "ADM_Explosion1" map button.
[20:56:48	]S10/OWS.GHOST-61 has pressed the "ADM_Explosion2" map button.
[20:56:50	]C17:RL.YELLO-04 entered observer.
[20:56:50	]S10/OWS.GHOST-61 has pressed the "ADM_Explosion2" map button.
[20:56:51	]S10/OWS.GHOST-61 has pressed the "ADM_Explosion2" map button.
[20:56:52	]S10/OWS.GHOST-61 has pressed the "ADM_Explosion1" map button.
[20:56:55	]C17:RL.YELLO-04 exited observer.
[20:57:00	]C17:RL.YELLO-04 entered observer.
[20:57:00	]S10/OWS.GHOST-61 ran SAM command 'noclip' with arguments: ''
[20:57:03	]C17:RL.YELLO-04 exited observer.
[20:57:33	]C17:RL.YELLO-04 ran 'Use' on item 'Oven' (#172)
[20:57:43	]fajny typ has hit C17:RL.YELLO-04 in the head dealing 11 damage (CritChance was 0.31).
[20:57:43	]C17:RL.YELLO-04 has taken 11 damage from fajny typ.
[20:57:44	]fajny typ has hit C17:RL.YELLO-04 in the head dealing 11 damage (CritChance was 0.48).
[20:57:44	]C17:RL.YELLO-04 has taken 11 damage from fajny typ.
[20:57:44	]fajny typ has hit C17:RL.YELLO-04 in the head dealing 11 damage (CritChance was 0.48).
[20:57:44	]C17:RL.YELLO-04 has taken 11 damage from fajny typ.
[20:57:44	]fajny typ has critically hit C17:RL.YELLO-04 in the head dealing 22 damage (CritChance was 0.48).
[20:57:44	]C17:RL.YELLO-04 has taken 22 damage from fajny typ.
[20:57:44	]fajny typ has critically hit C17:RL.YELLO-04 in the head dealing 22 damage (CritChance was 0.48).
[20:57:44	]C17:RL.YELLO-04 has taken 22 damage from fajny typ.
[20:57:44	]fajny typ has critically hit C17:RL.YELLO-04 in the head dealing 22 damage (CritChance was 0.48).
[20:57:44	]C17:RL.YELLO-04 was knocked unconscious and is bleeding out.
[20:57:45	]S10/OWS.GHOST-61 exited observer.
[20:57:45	]fajny typ has hit C17:RL.YELLO-04 in the left leg dealing 0 damage (CritChance was 0.48).
[20:57:45	]fajny typ has hit C17:RL.YELLO-04 in the left leg dealing 11 damage (CritChance was 0.48).
[20:57:45	]C17:RL.YELLO-04 was killed while bleeding out.
[20:57:45	]fajny typ has killed C17:RL.YELLO-04 with player.
[20:57:52	]S10/OWS.GHOST-61 has spawned a 'NPC [394][npc_vj_gonomearmor]'.
[20:57:54	]S10/OWS.GHOST-61 has spawned a 'NPC [394][npc_vj_zombiesci_dc]'.
[20:57:57	]fajny typ has spawned a 'NPC [394][npc_headcrab]'.
[20:57:58	]fajny typ has taken 5 damage from npc_headcrab.
[20:57:59	]fajny typ has critically hit npc_headcrab dealing 15 damage (CritChance was 0.48).
[20:58:01	]S10/OWS.GHOST-30 has spawned a 'Entity [394][ix_vortshield]'.
[20:58:06	][IC] S10/OWS.GHOST-61: <:: Grenade! ::>
[20:58:08	]S10/OWS.GHOST-30 has spawned a 'Entity [394][ix_scanner]'.
[20:58:17	][IC] S10/OWS.GHOST-61: <:: Eugh, three parasitics inbound. ::>
[20:58:21	]S10/OWS.GHOST-30 entered observer.
[20:58:23	][IC] S10/OWS.GHOST-61: <:: ./charmodelset czy jakoś tak. ::>
[20:58:24	]S10/OWS.GHOST-30 entered observer.
[20:58:24	]S10/OWS.GHOST-30 entered observer.
[20:58:26	]fajny typ has spawned a tool_knife.
[20:58:28	]fajny typ ran 'take' on item 'Kitchen Knife' (#175)
[20:58:28	]fajny typ has gained a 'Kitchen Knife' #175.
[20:58:29	]S10/OWS.GHOST-30 entered observer.
[20:58:29	]S10/OWS.GHOST-30 entered observer.
[20:58:29	]S10/OWS.GHOST-30 entered observer.
[20:58:35	]fajny typ ran 'SetDurability' on item 'Kitchen Knife' (#175)
[20:58:43	]S10/OWS.GHOST-61 entered observer.
[20:58:44	]fajny typ has spawned a flashlight.
[20:58:46	]fajny typ ran 'take' on item 'Flashlight' (#176)
[20:58:46	]fajny typ has gained a 'Flashlight' #176.
[20:58:48	]S10/OWS.GHOST-30 ran SAM command 'slay' with arguments: '^'
[20:58:53	]S10/OWS.GHOST-30 has spawned a 'Entity [413][ix_scanner]'.
[20:58:55	]S10/OWS.GHOST-30 has spawned a 'Entity [417][ix_scanner]'.
[20:58:57	]Keung Poon entered observer.
[20:59:01	]Keung Poon exited observer at their location.
[20:59:02	]fajny typ has gained a 'Raw Headcrab Meat' #177.
[20:59:03	]Keung Poon has pressed the "CA_JudgementWaiver" map button.
[20:59:06	]S10/OWS.GHOST-30 entered observer.
[20:59:07	]S10/OWS.GHOST-30 entered observer.
[20:59:08	]S10/OWS.GHOST-30 entered observer.
[20:59:09	]fajny typ ran 'Use' on item 'Oven' (#172)
[20:59:09	]Keung Poon entered observer.
[20:59:10	]Keung Poon exited observer at their location.
[20:59:15	]Keung Poon entered observer.
[20:59:15	]Keung Poon exited observer at their location.
[20:59:16	]Keung Poon entered observer.
[20:59:18	]Keung Poon exited observer at their location.
[20:59:20	]Lorf has unloaded their "S10/OWS.GHOST-30" character.
[20:59:24	]Lorf loaded the character 'S10/OWS.GHOST-30'
[20:59:26	]S10/OWS.GHOST-30 entered observer.
[20:59:27	]S10/OWS.GHOST-30 entered observer.
[20:59:27	]C17:RL.YELLO-04 used command '/ActSit'.
[20:59:28	]S10/OWS.GHOST-61 exited observer.
[20:59:28	]C17:RL.YELLO-04 used command '/ExitAct'.
[20:59:29	]S10/OWS.GHOST-30 is fully healed.
[20:59:30	]fajny typ ran 'Use' on item 'Oven' (#172)
[20:59:31	]Keung Poon entered observer.
[20:59:32	]C17:RL.YELLO-04 used command '/ActDown'.
[20:59:37	]Keung Poon exited observer at their location.
[20:59:38	]C17:RL.YELLO-04 used command '/ExitAct'.
[20:59:40	]S10/OWS.GHOST-61 has pressed the "BOE_CitizenReminder3" map button.
[20:59:44	]Keung Poon used command '/ActSit'.
[20:59:49	]S10/OWS.GHOST-61 has pressed the "BOE_RationAnnouncement" map button.
[20:59:49	]Keung Poon used command '/ExitAct'.
[20:59:51	]fajny typ used command '/ToggleRaise'.
[21:00:10	]Lorf has unloaded their "S10/OWS.GHOST-30" character.
[21:00:13	]Lorf (STEAM_0:0:83902827) deleted character 'S10/OWS.GHOST-30'
[21:00:16	]Lorf loaded the character 'Joe Hook'
[21:00:17	]Joe Hook entered observer.
[21:00:17	]Keung Poon entered observer.
[21:00:18	]Joe Hook entered observer.
[21:00:19	]fajny typ has spawned a 'NPC [416][npc_antlion]'.
