[16:26:48	]Lynx has connected.
[21:59:35	][IC] C24:i3.VICE-66[E]: Evet.
[21:59:36	]John Hector opened the 'Large Refrigerator' #2709 container.
[21:59:40	]John Brookly entered observer.
[21:59:41	]John Hector ran 'Consume' on item 'Köpüklü Breen Suyu' (#19411)
[21:59:41	]John Hector has gained a 'Boş Breen'in Suyu' #19447.
[21:59:42	][IC] C24:i3.VICE-66[E]: Takarsam uyarı gider bekle cplere bakıyorum.
[21:59:42	]John Brookly exited observer at their location.
[21:59:43	]John Hector closed the 'Large Refrigerator' #2709 container.
[21:59:46	][IC] C24:i3.VICE-66[E]: Tamam.
[21:59:49	]John Hector ran 'drop' on item 'Boş Breen'in Suyu' (#19447)
[21:59:49	]John Hector has lost a 'Boş Breen'in Suyu' #19447.
[21:59:52	]John Hector destroyed a 'Boş Breen'in Suyu' #19447.
[21:59:56	][IC] C24:i3.VICE-66[E]: <:: Hep kırmızı oluyor. ::>
[21:59:57	][IC] C24:i3.VICE-66[E]: <:: Ölünce. ::>
[22:00:02	]C24:i3.VICE-66[E] has changed C24:i3.VICE-66[E]'s bodygroups.
[22:00:16	][IC] C24:i3.VICE-66[E]: <:: Rl. ::>
[22:00:18	][IC] C24:i3.VICE-66[E]: <:: Kullanıyor. ::>
[22:00:25	][IC] C24:i3.VICE-66[E]: <:: Flash nasıl. ::>
[22:00:28	]John Hector used command '/ActSitLean'.
[22:00:32	]John Hector used command '/ExitAct'.
[22:00:35	]Alex Lance has taken 7 damage from John Brookly.
[22:00:36	]John Hector used command '/ActLean'.
[22:00:40	]John Hector used command '/ActLean'.
[22:00:43	]John Hector used command '/ActLean'.
[22:00:44	][IC] C24:i3.VICE-66[E]: <:: Hayır. ::>
[22:00:50	]John Hector used command '/ExitAct'.
[22:00:54	][IC] C24:i3.VICE-66[E]: <:: Gerçekte üstünde dursan. ::>
[22:00:58	][IC] C24:i3.VICE-66[E]: <:: Hem kulak gider hem göz. ::>
[22:01:03	]John Hector opened the 'Large Refrigerator' #2709 container.
[22:01:07	][IC] Alex Lance: Göz gitnmyiot.
[22:01:12	]John Hector has gained a 'Goodfella Puro' #19293 from a container with the name 'Large Refrigerator' #2709.
[22:01:12	]John Hector has gained a 'Sigara' #19301 from a container with the name 'Large Refrigerator' #2709.
[22:01:12	]John Hector has gained a 'Sigara' #19297 from a container with the name 'Large Refrigerator' #2709.
[22:01:12	]John Hector has gained a 'Sigara' #19299 from a container with the name 'Large Refrigerator' #2709.
[22:01:12	]John Hector has gained a 'Sigara' #19300 from a container with the name 'Large Refrigerator' #2709.
[22:01:12	]John Hector has gained a 'Sigara' #19296 from a container with the name 'Large Refrigerator' #2709.
[22:01:12	]John Hector has gained a 'Sigara' #19298 from a container with the name 'Large Refrigerator' #2709.
[22:01:12	]John Hector has gained a 'Sigara' #19294 from a container with the name 'Large Refrigerator' #2709.
[22:01:12	]John Hector has gained a 'Sigara' #19295 from a container with the name 'Large Refrigerator' #2709.
[22:01:15	]John Hector closed the 'Large Refrigerator' #2709 container.
[22:01:16	][IC] C24:i3.VICE-66[E]: <:: Efendim. ::>
[22:01:20	][IC] C24:i3.VICE-66[E]: <:: Hayır. ::>
[22:01:21	]John Brookly ran SAM command 'return' with arguments: '@'
[22:01:23	]John Brookly ran SAM command 'return' with arguments: '@'
[22:01:24	]John Brookly entered observer.
[22:01:29	]C24:i3.VICE-66[E] ran 'Equip' on item 'Stunstick' (#19329)
[22:01:31	]C24:i3.VICE-66[E] ran 'Equip' on item 'Combine PDA' (#14475)
[22:01:32	]C24:i3.VICE-66[E] ran 'Equip' on item 'MP5A3' (#19357)
[22:01:43	][PICKUP DISPENSER] Lynx ( John Hector ) picked up an item from the pickup dispenser.
[22:01:44	]John Hector has gained a 'Zippo Çakmak' #19448.
[22:01:48	]John Brookly ran SAM command 'bring' with arguments: 'alex'
[22:01:50	]C24:i3.VICE-66[E] used command '/Radio 10-7'.
[22:01:51	]John Hector ran 'smoke' on item 'Sigara' (#19294)
[22:01:56	]John Hector ran 'light' on item 'Zippo Çakmak' (#19448)
[22:02:02	]Scientist has unloaded their "C24:i3.VICE-66[E]" character.
[22:02:06	]John Brookly exited observer at their location.
[22:02:06	]Scientist loaded the character 'Albert Black'
[22:02:14	][IC] John Brookly: Merhaba.
[22:02:16	][IC] John Hector: Merhaba iyi günler.
[22:02:19	]Alex Lance used the 'Kaçakçı' smuggler.
[22:02:21	]John Brookly has used a context menu option with the name: wncontainer_checkowner
[22:02:22	]John Brookly admin-searched the 'Cash Register' #2701 container.
[22:02:22	]John Brookly has used a context menu option with the name: wncontainer_view
[22:02:23	]John Brookly admin-closed the 'Cash Register' #2701 container.
[22:02:28	]John Hector ran 'stopsmoke' on item 'Sigara' (#19294)
[22:02:33	]Alex Lance used the 'Kaçakçı' smuggler.
[22:02:38	][IC] John Brookly: Uh... Ne satıyorsunuz?
[22:02:43	][IC] John Hector: İsterseniz oturun.
[22:02:46	][IC] John Hector: Menüyü getireyim?
[22:02:49	]John Brookly used command '/ActSit'.
[22:02:50	][IC] John Brookly: Tabiki.
[22:02:59	]John Hector ran 'drop' on item 'MENÜ:' (#19403)
[22:02:59	]John Hector has lost a 'MENÜ:' #19403.
[22:03:18	]John Brookly used command '/ExitAct'.
[22:03:20	]John Brookly ran 'Write' on item 'MENÜ:' (#19403)
[22:04:10	][IC] John Brookly: Uh...Viski yapay mı yoksa orijinalmi.
[22:04:15	][IC] John Hector: Orjinal.
[22:04:18	][IC] John Hector: İsterseniz yapay.
[22:04:25	][IC] John Brookly: Orjinal alayım.
[22:04:26	][IC] John Brookly: Bir tane.
[22:04:28	][IC] John Hector: Peki.
[22:04:30	]John Hector opened the 'Large Refrigerator' #2709 container.
[22:04:35	]John Hector has gained a 'Viski' #19162 from a container with the name 'Large Refrigerator' #2709.
[22:04:36	]John Hector closed the 'Large Refrigerator' #2709 container.
[22:04:38	][IC] John Brookly: Yada.
[22:04:39	]John Hector ran 'Write' on item 'MENÜ:' (#19402)
[22:04:42	][IC] Albert Black: Bira ister misiniz.
[22:04:42	][IC] John Brookly: Yapay alayım.
[22:04:44	][IC] John Brookly: Yapay.
[22:04:46	]Albert Black ran 'Write' on item 'MENÜ:' (#19403)
[22:04:49	]John Hector ran 'drop' on item 'Viski' (#19162)
[22:04:49	]John Hector has lost a 'Viski' #19162.
[22:04:59	]John Hector ran 'take' on item 'Viski' (#19162)
[22:04:59	]John Hector has gained a 'Viski' #19162.
[22:05:04	][IC] Albert Black: Bank lager bira.
[22:05:05	]John Hector opened the 'Large Refrigerator' #2709 container.
[22:05:14	][IC] Albert Black: Kalitelidir.
[22:05:14	][IC] John Brookly: Uh...
[22:05:15	][IC] John Brookly: Yok.
[22:05:15	]John Hector has transferred a 'Viski' #19162 to a container with the name 'Large Refrigerator' #2709.
[22:05:16	]John Hector has gained a 'Yapay Viski' #19161 from a container with the name 'Large Refrigerator' #2709.
[22:05:18	][IC] John Brookly: Vodka istiyorum.
[22:05:21	][IC] John Brookly: Viski*.
[22:05:21	]John Hector closed the 'Large Refrigerator' #2709 container.
[22:05:24	][LOOC] John Brookly: viski*
[22:05:27	][IC] John Hector: Yapay viski?
[22:05:29	][IC] John Brookly: Evet.
[22:05:35	]John Hector ran 'drop' on item 'Yapay Viski' (#19161)
[22:05:35	]John Hector has lost a 'Yapay Viski' #19161.
[22:05:40	][IC] John Brookly: Ne kadar.
[22:05:40	]Handschar has connected.
[22:05:42	]John Brookly ran 'take' on item 'Yapay Viski' (#19161)
[22:05:42	]John Brookly has gained a 'Yapay Viski' #19161.
[22:05:43	]Albert Black used command '/PM hector birde 6 token olan şeyi 45 token koymuş'.
[22:05:48	]John Brookly is admin-searching John Hector's inventory.
[22:05:48	]John Brookly has used a context menu option with the name: ixviewinventory
[22:05:53	][IC] John Hector: 20 token.
[22:05:56	]doctor sex has unloaded their "Alex Lance" character.
[22:05:58	]John Brookly has closed John Hector's inventory.
[22:06:01	][IC] John Brookly: Yollayın.
[22:06:02	]doctor sex loaded the character 'John Freeman'
[22:06:04	]John Hector ran 'RequestCredits' on item 'POS Terminal' (#19150)
[22:06:35	][IC] Albert Black: Yakın zamanda atari gelecek.
[22:06:41	][OOC] John Freeman: niye çıktınız Hancchar
[22:06:45	][IC] John Hector: Efendim?
[22:06:49	][IC] John Brookly: Cok yakın zamanda bekliyorum.
[22:06:52	]John Hector ran 'RequestCredits' on item 'POS Terminal' (#19150)
[22:07:02	]John Brookly (CID: 96468, item: 15588) has send 20 credits to John Freeman (CID: 77102, item: 8038) via POS device for 'Yapay viski'.
[22:07:14	][IC] John Hector: Teşekkürler.
[22:07:15	]Albert Black used command '/PM hector müsait isen sesli gel'.
[22:07:28	][IC] Albert Black: Masanızı hazırlayayım mı?
[22:07:30	][IC] John Brookly: Rasyonumu alayım belki bir kez daha alabilirim.
[22:07:32	][IC] John Brookly: Hayır.
[22:07:35	][IC] John Brookly: Teşekkürler.
[22:07:45	]John Freeman opened the 'Large Metal Cabinet' #2532 container.
[22:07:46	][IC] Albert Black: Atari alalım mı sence?
[22:07:47	]John Freeman ran 'combine' on item 'Plastik Çöp' (#19034)
[22:07:48	][IC] Albert Black: 100 token.
[22:07:49	]John Brookly ran 'Insert' on item 'Vending Machine Key' (#18425)
[22:07:49	]John Freeman closed the 'Large Metal Cabinet' #2532 container.
[22:07:50	]John Hector ran 'take' on item 'MENÜ:' (#19403)
[22:07:50	]John Hector has gained a 'MENÜ:' #19403.
[22:07:51	]John Freeman opened the 'Large Metal Cabinet' #2532 container.
[22:07:51	]John Freeman closed the 'Large Metal Cabinet' #2532 container.
[22:07:51	]Handschar loaded the character 'Hamilton von Adelhard'
[22:07:52	]John Freeman opened the 'File Cabinet' #2396 container.
[22:07:52	][IC] Albert Black: 50 50.
[22:07:55	]John Brookly ran 'Insert' on item 'Vending Machine Key' (#18425)
[22:07:55	][IC] John Hector: Alınabilir.
[22:07:55	]John Freeman closed the 'File Cabinet' #2396 container.
[22:08:00	][IC] John Hector: Var mı 50 token sende?
[22:08:01	]John Freeman opened the 'Large Metal Cabinet' #2532 container.
[22:08:01	][OOC] Hamilton von Adelhard: oj alja aljo
[22:08:04	]John Freeman closed the 'Large Metal Cabinet' #2532 container.
[22:08:04	]John Freeman opened the 'Large Metal Cabinet' #2532 container.
[22:08:05	][IC] Albert Black: Evet.
[22:08:06	]John Freeman closed the 'Large Metal Cabinet' #2532 container.
[22:08:07	]John Freeman opened the 'Large Metal Cabinet' #2532 container.
[22:08:10	]John Freeman has transferred a 'Dikişli Kumaş' #19255 to a container with the name 'Large Metal Cabinet' #2532.
[22:08:10	][IC] John Hector: Verirsen alırız bir tane.
[22:08:11	]John Freeman closed the 'Large Metal Cabinet' #2532 container.
[22:08:11	]John Freeman opened the 'File Cabinet' #2396 container.
[22:08:14	]John Freeman has transferred a 'Kahverengi Tulum' #15464 to a container with the name 'File Cabinet' #2396.
[22:08:15	][IC] Albert Black: Atıyorum.
[22:08:16	]John Freeman has transferred a 'Kırmızı tulum pantolonu' #15465 to a container with the name 'File Cabinet' #2396.
[22:08:17	]John Freeman closed the 'File Cabinet' #2396 container.
[22:08:21	][IC] John Hector: Terminalden gönder.
[22:08:21	][IC] Albert Black: Cid in neydi.
[22:08:21	]John Freeman opened the 'File Cabinet' #2396 container.
[22:08:26	][IC] John Hector: 13120.
[22:08:26	]John Freeman closed the 'File Cabinet' #2396 container.
[22:08:32	]John Freeman is fully healed.
[22:08:32	][IC] John Hector: Yanlış yer.
[22:08:33	]John Freeman ran 'drop' on item 'Açık Gri Kol Bandı' (#15462)
[22:08:33	]John Freeman has lost a 'Açık Gri Kol Bandı' #15462.
[22:08:36	][LOOC] Albert Black: dc gelcen mi
[22:08:37	]John Freeman ran 'drop' on item 'Eskimiş Kahverengi Ayakkabı' (#15466)
[22:08:37	]John Freeman has lost a 'Eskimiş Kahverengi Ayakkabı' #15466.
[22:08:40	]John Brookly entered observer.
[22:09:13	]John Brookly exited observer at their location.
[22:09:22	]Hoo Lee Fuk loaded the character 'C24:i3.XRAY-91[E]'
[22:09:25	]C24:i3.XRAY-91[E] entered observer.
[22:09:31	]C24:i3.XRAY-91[E] exited observer at their location.
[22:09:39	]C24:i3.XRAY-91[E] has acquired his ration, gaining 0 credits, 0 wages and a civil_protection_ration ration.
[22:09:39	]C24:i3.XRAY-91[E] used command '/Radio 10-8'.
[22:09:40	][IC] John Hector: İyi günler.
[22:09:46	][ME] Hamilton von Adelhard: tip tip bakar
[22:09:50	]Albert Black (CID: 53114, item: 16757) has send 50 credits to John Hector (CID: 13120, item: 8721) via terminal.
[22:09:52	]C24:i3.XRAY-91[E] ran 'take' on item 'Sivil Koruma Rasyonu' (#19449)
[22:09:52	]C24:i3.XRAY-91[E] has gained a 'Sivil Koruma Rasyonu' #19449.
[22:09:56	]C24:i3.XRAY-91[E] ran 'Open' on item 'Sivil Koruma Rasyonu' (#19449)
[22:09:56	]C24:i3.XRAY-91[E] has gained a 'Metropolice Takviyeleri' #19450.
[22:09:56	]C24:i3.XRAY-91[E] has gained a 'Soda Bob Brawn' #19451.
[22:09:56	]C24:i3.XRAY-91[E] has gained a '20 Kredi Kuponu' #19452.
[22:09:56	][IC] Hamilton von Adelhard: Scheiße vun outvekuns.
[22:09:57	]C24:i3.XRAY-91[E] ran 'Consume' on item 'Soda Bob Brawn' (#19451)
[22:09:57	]C24:i3.XRAY-91[E] extended their level 1 long boost in Algı.
[22:09:57	]C24:i3.XRAY-91[E] extended their level 2 long boost in Çeviklik.
[22:09:58	]C24:i3.XRAY-91[E] ran 'Consume' on item 'Metropolice Takviyeleri' (#19450)
[22:09:58	]C24:i3.XRAY-91[E] extended their level 3 long boost in Güç.
[22:10:01	][IC] Hamilton von Adelhard: Gett off.
[22:10:04	]C24:i3.XRAY-91[E] entered observer.
[22:10:09	]C24:i3.XRAY-91[E] exited observer at their location.
[22:10:20	]John Hector ran 'smoke' on item 'Sigara' (#19294)
[22:10:23	]John Hector ran 'light' on item 'Zippo Çakmak' (#19448)
[22:10:28	][IC] Albert Black: Rasyona gidiyorum.
[22:10:35	]John Hector used command '/ActLean'.
[22:10:35	]Albert Black ran 'Open' on item 'CMRU PDA' (#15957)
[22:10:35	]John Freeman ran 'take' on item 'Eskimiş Kahverengi Ayakkabı' (#15466)
[22:10:35	]John Freeman has gained a 'Eskimiş Kahverengi Ayakkabı' #15466.
[22:10:45	]John Freeman has performed the 'Craft Parçala: Boş Breen'in Suyu' action, gaining 20 experience in crafting.
[22:10:45	]John Freeman has gained a 'Plastik Çöp' #19453.
[22:10:51	]John Freeman opened the 'Large Metal Cabinet' #2532 container.
[22:10:54	]John Freeman ran 'combine' on item 'Plastik Çöp' (#19034)
[22:10:55	]John Freeman closed the 'Large Metal Cabinet' #2532 container.
[22:11:22	]John Hector used command '/ExitAct'.
[22:11:34	]Albert Black has acquired his ration, gaining 0 credits, 0 wages and a ration ration.
[22:11:41	]John Freeman ran 'take' on item 'Boş Kavanoz' (#19445)
[22:11:41	]John Freeman has gained a 'Boş Kavanoz' #19445.
[22:11:42	]John Freeman ran 'take' on item 'Boş Breen'in Suyu' (#19446)
[22:11:42	]John Freeman has gained a 'Boş Breen'in Suyu' #19446.
[22:11:47	]Albert Black ran 'take' on item 'Rasyon' (#19454)
[22:11:47	]Albert Black has gained a 'Rasyon' #19454.
[22:11:48	]John Freeman has acquired his ration, gaining 0 credits, 0 wages and a ration ration.
[22:12:01	]John Freeman ran 'Open' on item 'Rasyon' (#19455)
[22:12:01	]John Freeman has gained a 'Yapay Macun' #19456.
[22:12:01	]John Freeman has gained a 'Breen'in Suyu' #19457.
[22:12:01	]John Freeman has gained a '15 Kredi Kuponu' #19458.
[22:12:06	]John Freeman ran 'Use' on item '15 Kredi Kuponu' (#19458)
[22:12:08	]John Freeman has used a coupon at a ration dispenser, gaining 15 credits.
[22:12:09	]John Freeman ran 'take' on item 'Boş Kavanoz' (#19181)
[22:12:09	]John Freeman has gained a 'Boş Kavanoz' #19181.
[22:12:09	][IC] Hamilton von Adelhard: Pardon.
[22:12:10	][IC] Albert Black: Çıkın lütfen.
[22:12:14	]John Freeman ran 'drop' on item 'Yapay Macun' (#19456)
[22:12:14	]John Freeman has lost a 'Yapay Macun' #19456.
[22:12:16	]John Freeman ran 'take' on item 'Yapay Macun' (#19456)
[22:12:16	]John Freeman has gained a 'Yapay Macun' #19456.
[22:12:17	][IC] Hamilton von Adelhard: Kolay gelsin.
[22:12:19	]John Freeman ran 'Consume' on item 'Yapay Macun' (#19456)
[22:12:19	]John Freeman has gained a 'Boş Kavanoz' #19459.
[22:12:20	][IC] Hamilton von Adelhard: Menüyü görebilir miyim.
[22:12:22	]John Freeman ran 'Consume' on item 'Breen'in Suyu' (#19457)
[22:12:22	]John Freeman has gained a 'Boş Breen'in Suyu' #19460.
[22:12:23	]John Freeman ran 'drop' on item 'Boş Kavanoz' (#19445)
[22:12:23	]John Freeman has lost a 'Boş Kavanoz' #19445.
[22:12:23	][IC] John Hector: Tabii.
[22:12:24	]John Freeman ran 'drop' on item 'Boş Breen'in Suyu' (#19460)
[22:12:24	]John Freeman has lost a 'Boş Breen'in Suyu' #19460.
[22:12:25	]John Freeman ran 'drop' on item 'Boş Breen'in Suyu' (#19446)
[22:12:25	]John Freeman has lost a 'Boş Breen'in Suyu' #19446.
[22:12:25	]John Freeman ran 'drop' on item 'Boş Kavanoz' (#19459)
[22:12:25	]John Freeman has lost a 'Boş Kavanoz' #19459.
[22:12:26	]John Freeman ran 'drop' on item 'Boş Kavanoz' (#19181)
[22:12:26	]John Freeman has lost a 'Boş Kavanoz' #19181.
[22:12:29	]John Freeman ran 'take' on item 'Boş Kavanoz' (#19181)
[22:12:29	]John Freeman has gained a 'Boş Kavanoz' #19181.
[22:12:30	]John Freeman ran 'take' on item 'Boş Kavanoz' (#19459)
[22:12:30	]John Freeman has gained a 'Boş Kavanoz' #19459.
[22:12:30	]John Freeman ran 'take' on item 'Boş Breen'in Suyu' (#19460)
[22:12:30	]John Freeman has gained a 'Boş Breen'in Suyu' #19460.
[22:12:31	]John Hector ran 'drop' on item 'MENÜ:' (#19403)
[22:12:31	]John Hector has lost a 'MENÜ:' #19403.
[22:12:31	]John Freeman ran 'take' on item 'Boş Kavanoz' (#19445)
[22:12:31	]John Freeman has gained a 'Boş Kavanoz' #19445.
[22:12:32	]John Freeman ran 'take' on item 'Boş Breen'in Suyu' (#19446)
[22:12:32	]John Freeman has gained a 'Boş Breen'in Suyu' #19446.
[22:12:34	]John Hector ran 'take' on item 'MENÜ:' (#19403)
[22:12:34	]John Hector has gained a 'MENÜ:' #19403.
[22:12:36	]John Hector ran 'Write' on item 'MENÜ:' (#19403)
[22:12:38	]John Freeman has performed the 'Craft Parçala: Boş Kavanoz' action, gaining 20 experience in crafting.
[22:12:38	]John Freeman has gained a 'Plastik Çöp' #19461.
[22:12:40	]John Freeman has performed the 'Craft Parçala: Boş Breen'in Suyu' action, gaining 20 experience in crafting.
[22:12:42	]John Hector ran 'Write' on item 'MENÜ:' (#19403)
[22:12:43	]John Freeman has performed the 'Craft Parçala: Boş Kavanoz' action, gaining 20 experience in crafting.
[22:12:45	]John Freeman has performed the 'Craft Parçala: Boş Breen'in Suyu' action, gaining 20 experience in crafting.
[22:12:47	]John Freeman has performed the 'Craft Parçala: Boş Kavanoz' action, gaining 20 experience in crafting.
[22:12:55	]Hamilton von Adelhard used command '/ActCheck'.
[22:12:56	]Hamilton von Adelhard used command '/ExitAct'.
[22:13:08	]Hamilton von Adelhard used command '/ActPant'.
[22:13:10	]Hamilton von Adelhard used command '/ExitAct'.
[22:13:11	][IC] John Hector: İsterseniz geçin bir yere oturun.
[22:13:19	][IC] Hamilton von Adelhard: Arkadaşımı bekliyorum.
[22:13:21	][IC] Hamilton von Adelhard: Aah.
[22:13:22	][IC] Hamilton von Adelhard: Hoşgeldin.
[22:13:24	][IC] John Freeman: Selam.
[22:13:30	][ME] Hamilton von Adelhard: elini tokuşturmak için kaldırır
[22:13:40	][ME] John Freeman: elini uzatır
[22:13:44	][ME] John Freeman: el sıkışır
[22:13:44	][ME] Hamilton von Adelhard: sıkar
[22:13:50	][ME] Hamilton von Adelhard: bırakır
[22:13:54	][ME] Hamilton von Adelhard: masayı göstererek
[22:13:55	][IC] Hamilton von Adelhard: Buyur.
[22:14:04	][ME] John Freeman: otutur
[22:14:04	]Hamilton von Adelhard used command '/ActSit 1'.
[22:14:06	]Hamilton von Adelhard used command '/ExitAct'.
[22:14:06	]John Freeman used command '/ActSit 5'.
[22:14:10	]John Freeman used command '/ExitAct'.
[22:14:12	]John Freeman used command '/ActSit 4'.
[22:14:13	]John Freeman used command '/ExitAct'.
[22:14:15	]John Freeman used command '/ActSit 6'.
[22:14:16	]Hamilton von Adelhard used command '/ActSit 5'.
[22:14:19	]John Freeman used command '/ExitAct'.
[22:14:21	]John Freeman used command '/ActSit 6'.
[22:14:22	]John Freeman used command '/ExitAct'.
[22:14:24	]John Freeman used command '/ActSit 6'.
[22:14:34	]John Hector ran 'drop' on item 'MENÜ:' (#19403)
[22:14:34	]John Hector has lost a 'MENÜ:' #19403.
[22:14:37	]Wonder Of You has connected.
[22:14:38	][OOC] John Freeman: istanbul beyefendisi rp koamjsdf
[22:14:51	][ME] John Freeman: menüye göz gezdirir
[22:15:05	][OOC] Albert Black: sosyal rp dönüyor gözlerim yaşlı. revain olayı dışında 1. bu
[22:15:14	][IC] John Freeman: Arkadaş biraz daldıda geri gelince sipariş veririz biz.
[22:15:20	][IC] Albert Black: Tamamdır.
[22:15:23	]John Freeman ran 'Write' on item 'MENÜ:' (#19403)
[22:15:24	][ME] John Hector: sigarayı çöpe atar.
[22:15:25	][IC] Albert Black: Müziğin keyfini çıkarın.
[22:15:31	]Albert Black ran 'Write' on item 'MENÜ:' (#19403)
[22:15:32	]John Hector opened the 'Large Refrigerator' #2709 container.
[22:15:43	]John Hector closed the 'Large Refrigerator' #2709 container.
[22:15:59	][IC] Hamilton von Adelhard: Geldim.
[22:16:01	]Hamilton von Adelhard ran 'Write' on item 'MENÜ:' (#19403)
[22:16:04	]Hamilton von Adelhard ran 'take' on item 'MENÜ:' (#19403)
[22:16:04	]Hamilton von Adelhard has gained a 'MENÜ:' #19403.
[22:16:09	]Hamilton von Adelhard ran 'drop' on item 'MENÜ:' (#19403)
[22:16:09	]Hamilton von Adelhard has lost a 'MENÜ:' #19403.
[22:16:13	]Hamilton von Adelhard ran 'Write' on item 'MENÜ:' (#19403)
[22:16:15	][IC] John Freeman: Ben bi çay alıcam.
[22:16:18	]Hamilton von Adelhard ran 'Write' on item 'MENÜ:' (#19403)
[22:16:27	]John Freeman ran 'Write' on item 'MENÜ:' (#19403)
[22:16:37	][LOOC] Albert Black: üst buga girmiş değiştiriyorum ıc olarak değil
[22:16:49	][ME] Hamilton von Adelhard: güler yüzlü ve elleriyle iletişime geçerek 
[22:16:52	][LOOC] John Freeman: menü taşıyor gözükmüyor hepsi
[22:16:53	][ME] Hamilton von Adelhard: ilk önce garsona döner*
[22:16:56	][IC] Hamilton von Adelhard: Uhh.
[22:17:03	][IC] Hamilton von Adelhard: Bana 1 açık çay ve simit lütfen.
[22:17:10	][IC] John Freeman: Banada 1 çay.
[22:17:10	]Hamilton von Adelhard used command '/ActSit 6'.
[22:17:11	]Hamilton von Adelhard used command '/ExitAct'.
[22:17:13	]Hamilton von Adelhard used command '/ExitAct'.
[22:17:16	]Hamilton von Adelhard used command '/ActSit 6'.
[22:17:16	][IC] Albert Black: 2 çay ve simit.
[22:17:18	]Hamilton von Adelhard used command '/ActSit 7'.
[22:17:22	]John Hector opened the 'Large Refrigerator' #2709 container.
[22:17:23	][IC] Albert Black: Siz yemek olarak ne istiyorsunuz.
[22:17:26	]Albert Black ran 'Write' on item 'MENÜ:' (#19403)
[22:17:28	]John Hector has gained a 'Bir Bardak Çay' #19251 from a container with the name 'Large Refrigerator' #2709.
[22:17:28	]John Hector has gained a 'Bir Bardak Çay' #19250 from a container with the name 'Large Refrigerator' #2709.
[22:17:28	]John Hector has gained a 'Simit' #19163 from a container with the name 'Large Refrigerator' #2709.
[22:17:29	]John Hector closed the 'Large Refrigerator' #2709 container.
[22:17:29	]C24:i3.XRAY-91[E] used command '/Radio 10-76 Balitc Cafe'.
[22:17:31	][LOOC] John Freeman: dur adamın pingi var
[22:17:34	]Wonder Of You loaded the character 'Mona Vax'
[22:17:35	]Hamilton von Adelhard used command '/ExitAct'.
[22:17:36	]Hamilton von Adelhard used command '/ActSit 4'.
[22:17:36	]Hamilton von Adelhard used command '/ExitAct'.
[22:17:37	]John Hector ran 'drop' on item 'Bir Bardak Çay' (#19250)
[22:17:37	]John Hector has lost a 'Bir Bardak Çay' #19250.
[22:17:38	]Hamilton von Adelhard used command '/ActSit 7'.
[22:17:39	]John Hector ran 'drop' on item 'Bir Bardak Çay' (#19251)
[22:17:39	]John Hector has lost a 'Bir Bardak Çay' #19251.
[22:17:42	]Hamilton von Adelhard used command '/ActSit 7'.
[22:17:42	]C24:i3.XRAY-91[E] is admin-searching Mona Vax's inventory.
[22:17:42	]C24:i3.XRAY-91[E] has used a context menu option with the name: ixviewinventory
[22:17:42	]John Hector ran 'drop' on item 'Simit' (#19163)
[22:17:42	]John Hector has lost a 'Simit' #19163.
[22:17:44	]Hamilton von Adelhard used command '/ExitAct'.
[22:17:44	]C24:i3.XRAY-91[E] has closed Mona Vax's inventory.
[22:17:45	][IC] John Freeman: Ben aç değilim sadece çay bana.
[22:17:45	]Hamilton von Adelhard used command '/ExitAct'.
[22:17:46	]Hamilton von Adelhard used command '/ActSit 5'.
[22:17:46	]Mona Vax ran 'Equip' on item 'Mor CCA kol bandı' (#19027)
[22:17:47	]Hamilton von Adelhard used command '/ActSit 4'.
[22:17:47	]Mona Vax ran 'Equip' on item 'Bavul' (#19026)
[22:17:48	][IC] Albert Black: Tamamdır.
[22:17:50	]Hamilton von Adelhard used command '/ExitAct'.
[22:17:51	]C24:i3.XRAY-91[E] ran 'Use' on item '15 Kredi Kuponu' (#18356)
[22:17:53	]Hamilton von Adelhard used command '/ActSit 8'.
[22:17:53	]C24:i3.XRAY-91[E] has used a coupon at a ration dispenser, gaining 15 credits.
[22:17:55	]C24:i3.XRAY-91[E] ran 'Use' on item '20 Kredi Kuponu' (#18222)
[22:17:56	][IC] Albert Black: 2 çay.
[22:17:57	]C24:i3.XRAY-91[E] ran 'Use' on item '20 Kredi Kuponu' (#18222)
[22:17:57	]Hamilton von Adelhard used command '/ActSit 7'.
[22:17:59	]C24:i3.XRAY-91[E] has used a coupon at a ration dispenser, gaining 20 credits.
[22:17:59	][IC] Albert Black: 1 simit.
[22:18:00	]Hamilton von Adelhard used command '/ExitAct'.
[22:18:01	]C24:i3.XRAY-91[E] ran 'Use' on item '20 Kredi Kuponu' (#18222)
[22:18:02	]Hamilton von Adelhard used command '/ActSit 5'.
[22:18:02	]C24:i3.XRAY-91[E] ran 'Use' on item '20 Kredi Kuponu' (#18222)
[22:18:04	]Hamilton von Adelhard used command '/ExitAct'.
[22:18:04	]C24:i3.XRAY-91[E] has used a coupon at a ration dispenser, gaining 20 credits.
[22:18:06	]Hamilton von Adelhard used command '/ActSit 6'.
[22:18:07	][IC] C24:i3.XRAY-91[E]: <:: Evet... ::>
[22:18:09	][IC] C24:i3.XRAY-91[E]: <:: Sen. ::>
[22:18:10	][IC] C24:i3.XRAY-91[E]: <:: Menüyü ver. ::>
[22:18:21	]John Hector ran 'drop' on item 'MENÜ:' (#19402)
[22:18:21	]John Hector has lost a 'MENÜ:' #19402.
[22:18:30	]John Hector ran 'Write' on item 'MENÜ:' (#19404)
