[01:35:27	]Oktawiangr has connected.
[03:59:12	]C24:i3.UNION-4 has spawned 'models/props_c17/oildrum001.mdl'.
[03:59:20	]C24:i3.UNION-4 has used a context menu option with the name: skin
[03:59:22	]C24:i3.UNION-4 has used a context menu option with the name: skin
[03:59:24	]C24:i3.UNION-4 has used a context menu option with the name: skin
[03:59:25	]C24:i3.UNION-4 has used a context menu option with the name: skin
[03:59:28	]C24:i3.UNION-4 has spawned 'models/props_c17/oildrum001.mdl'.
[03:59:31	]Oktawiangr has fired a toolgun with the name: sh_persist
[03:59:31	]Oktawiangr has enabled persistence for 'models/props_wasteland/controlroom_chair001a.mdl'.
[03:59:32	]Oktawiangr has fired a toolgun with the name: sh_persist
[03:59:32	]Oktawiangr has enabled persistence for 'models/props_c17/oildrum001.mdl'.
[03:59:32	]Oktawiangr has fired a toolgun with the name: sh_persist
[03:59:32	]Oktawiangr has enabled persistence for 'models/props_c17/oildrum001.mdl'.
[03:59:33	]C24:i3.UNION-4 has spawned 'models/props_c17/oildrum001.mdl'.
[03:59:33	]Oktawiangr has fired a toolgun with the name: sh_persist
[03:59:33	]Oktawiangr has enabled persistence for 'models/props_junk/gascan001a.mdl'.
[03:59:34	]Oktawiangr has fired a toolgun with the name: sh_persist
[03:59:34	]Oktawiangr has enabled persistence for 'models/props_junk/propane_tank001a.mdl'.
[03:59:34	]Oktawiangr has fired a toolgun with the name: sh_persist
[03:59:34	]Oktawiangr has enabled persistence for 'models/props_junk/wood_crate001a.mdl'.
[03:59:35	]Oktawiangr has fired a toolgun with the name: sh_persist
[03:59:35	]Oktawiangr has enabled persistence for 'models/props_junk/metalbucket01a.mdl'.
[03:59:35	]Oktawiangr has fired a toolgun with the name: sh_persist
[03:59:35	]Oktawiangr has enabled persistence for 'models/props_junk/metal_paintcan001a.mdl'.
[03:59:36	]Oktawiangr has fired a toolgun with the name: sh_persist
[03:59:36	]Oktawiangr has enabled persistence for 'models/props_c17/oildrum001.mdl'.
[03:59:36	]Oktawiangr has fired a toolgun with the name: sh_persist
[03:59:36	]Oktawiangr has enabled persistence for 'models/props_c17/canister02a.mdl'.
[03:59:37	]Oktawiangr has fired a toolgun with the name: sh_persist
[03:59:37	]Oktawiangr has enabled persistence for 'models/props_c17/canister01a.mdl'.
[03:59:39	]Oktawiangr has fired a toolgun with the name: sh_persist
[03:59:39	]Oktawiangr has enabled persistence for 'models/props_junk/wood_crate001a.mdl'.
[03:59:40	]Oktawiangr has fired a toolgun with the name: sh_persist
[03:59:40	]Oktawiangr has enabled persistence for 'models/props_junk/wood_crate002a.mdl'.
[03:59:41	]Oktawiangr has fired a toolgun with the name: sh_persist
[03:59:41	]Oktawiangr has enabled persistence for 'models/props_wasteland/controlroom_filecabinet001a.mdl'.
[03:59:41	]C24:i3.UNION-4 has used a context menu option with the name: skin
[03:59:42	]Oktawiangr has fired a toolgun with the name: sh_persist
[03:59:42	]Oktawiangr has enabled persistence for 'models/props_wasteland/controlroom_storagecloset001a.mdl'.
[03:59:42	]Oktawiangr has fired a toolgun with the name: sh_persist
[03:59:42	]Oktawiangr has enabled persistence for 'models/props_wasteland/controlroom_filecabinet001a.mdl'.
[03:59:43	]Oktawiangr has fired a toolgun with the name: sh_persist
[03:59:43	]Oktawiangr has enabled persistence for 'models/props_junk/wood_crate002a.mdl'.
[03:59:43	]C24:i3.UNION-4 has used a context menu option with the name: skin
[03:59:44	]Oktawiangr has fired a toolgun with the name: sh_persist
[03:59:44	]Oktawiangr has enabled persistence for 'models/props_junk/wood_crate001a.mdl'.
[03:59:45	]Oktawiangr has fired a toolgun with the name: sh_persist
[03:59:45	]Oktawiangr has enabled persistence for 'models/props_c17/oildrum001.mdl'.
[03:59:45	]Oktawiangr has fired a toolgun with the name: sh_persist
[03:59:45	]Oktawiangr has enabled persistence for 'models/props_c17/oildrum001.mdl'.
[03:59:47	]Oktawiangr has fired a toolgun with the name: sh_persist
[03:59:47	]Oktawiangr has enabled persistence for 'models/props_c17/oildrum001.mdl'.
[03:59:48	]Oktawiangr entered observer.
[03:59:51	]Oktawiangr has fired a toolgun with the name: sh_persist
[03:59:51	]Oktawiangr has disabled persistence for 'models/hunter/plates/plate7x7.mdl'.
[03:59:54	]Oktawiangr has fired a toolgun with the name: sh_persist
[03:59:54	]Oktawiangr has enabled persistence for 'models/hunter/plates/plate7x7.mdl'.
[03:59:57	]Oktawiangr exited observer at their location.
[03:59:59	]C24:i3.UNION-4 has used a context menu option with the name: collision_off
[04:00:06	]C24:i3.UNION-4 has used a context menu option with the name: rb655_make_animatable
[04:00:12	]C24:i3.UNION-4 has used a context menu option with the name: collision_off
[04:00:28	]Oktawiangr (STEAM_0:0:69588746) has disconnected.
[04:00:40	]C24:i3.UNION-4 has spawned 'models/hlvr/combine_hazardprops/combinehazardprops_container.mdl'.
[04:00:46	]C24:i3.UNION-4 has spawned 'models/wn7new/advcrates/n7_container.mdl'.
[04:00:57	]C24:i3.UNION-4 has spawned 'models/props/cs_italy/it_mkt_container1a.mdl'.
[04:01:16	]C24:i3.UNION-4 has spawned 'models/wn7new/advcrates/n7_locker.mdl'.
[04:01:24	]C24:i3.UNION-4 has spawned 'models/props_forest/footlocker01_closed.mdl'.
[04:01:27	]C24:i3.UNION-4 has spawned 'models/props/cs_militia/footlocker01_closed.mdl'.
[04:01:52	]C24:i3.UNION-4 has spawned a 'Entity [191][ix_militarycontainer]'.
[04:02:29	]C24:i3.UNION-4 has used a context menu option with the name: remove
[04:02:35	]C24:i3.UNION-4 has spawned 'models/props_wasteland/controlroom_chair001a.mdl'.
[04:02:40	]C24:i3.UNION-4 has spawned a usable entity class 'ix_chair' with model 'models/props_wasteland/controlroom_chair001a.mdl'.
[04:02:40	]C24:i3.UNION-4 has used a context menu option with the name: ixusableentitycreate
[04:02:41	]C24:i3.UNION-4 used command '/ActSit 3'.
[04:02:43	]C24:i3.UNION-4 used command '/ExitAct'.
[04:02:58	]C24:i3.UNION-4 has used a context menu option with the name: collision_on
[04:03:03	]C24:i3.UNION-4 used command '/ActSit 5'.
[04:03:05	]C24:i3.UNION-4 used command '/ExitAct'.
[04:03:17	]C24:i3.UNION-4 used command '/ActSit 2'.
[04:03:19	]C24:i3.UNION-4 used command '/ExitAct'.
[04:03:41	]Szaliwun (STEAM_0:1:49395145) has disconnected.
[15:48:26	]Oktawiangr has connected.
[15:50:30	]Oktawiangr loaded the character 'Andrzej Lepper'
[15:51:05	]Andrzej Lepper entered observer.
[15:53:44	]Andrzej Lepper exited observer at their location.
[15:54:05	]Andrzej Lepper has spawned a 'Entity [253][pfx2_05]'.
[15:54:11	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[15:54:11	]Andrzej Lepper has enabled persistence for 'models/hunter/blocks/cube025x025x025.mdl'.
[15:54:20	]Andrzej Lepper has disabled persistence for 'models/hunter/blocks/cube025x025x025.mdl'.
[15:54:20	]Andrzej Lepper has used a context menu option with the name: persist_end
[15:54:27	]Andrzej Lepper has spawned a 'Entity [218][pfx2_05]'.
[15:54:41	]Andrzej Lepper has enabled persistence for 'models/hunter/blocks/cube025x025x025.mdl'.
[15:54:41	]Andrzej Lepper has used a context menu option with the name: persist
[15:54:42	]Andrzej Lepper entered observer.
[15:54:43	]Andrzej Lepper exited observer at their location.
[15:55:00	]Andrzej Lepper has disabled persistence for 'models/hunter/blocks/cube025x025x025.mdl'.
[15:55:00	]Andrzej Lepper has used a context menu option with the name: persist_end
[15:55:02	]Andrzej Lepper entered observer.
[15:55:09	]Andrzej Lepper has spawned a 'Entity [218][pfx2_05]'.
[15:55:27	]Andrzej Lepper has enabled persistence for 'models/hunter/blocks/cube025x025x025.mdl'.
[15:55:27	]Andrzej Lepper has used a context menu option with the name: persist
[15:55:34	]Andrzej Lepper has spawned a 'Entity [253][pfx2_05]'.
[15:55:48	]Andrzej Lepper has enabled persistence for 'models/hunter/blocks/cube025x025x025.mdl'.
[15:55:48	]Andrzej Lepper has used a context menu option with the name: persist
[15:55:59	]Andrzej Lepper exited observer at their location.
[15:56:05	]Andrzej Lepper entered observer.
[15:56:08	]Andrzej Lepper has spawned a 'Entity [216][pfx2_05]'.
[15:56:20	]Andrzej Lepper has spawned a 'Entity [216][pfx2_05]'.
[15:56:24	]Andrzej Lepper has enabled persistence for 'models/hunter/blocks/cube025x025x025.mdl'.
[15:56:24	]Andrzej Lepper has used a context menu option with the name: persist
[15:56:28	]Andrzej Lepper exited observer at their location.
[15:56:30	]Andrzej Lepper has spawned a 'Entity [311][pfx2_05]'.
[15:56:40	]Andrzej Lepper has spawned a 'Entity [311][pfx2_05]'.
[15:56:42	]Andrzej Lepper has spawned a 'Entity [307][pfx2_05]'.
[15:56:48	]Andrzej Lepper has enabled persistence for 'models/hunter/blocks/cube025x025x025.mdl'.
[15:56:48	]Andrzej Lepper has used a context menu option with the name: persist
[15:56:48	]Andrzej Lepper entered observer.
[15:56:57	]Andrzej Lepper exited observer at their location.
[15:56:58	]Andrzej Lepper has spawned a 'Entity [311][pfx2_05]'.
[15:57:06	]Andrzej Lepper has enabled persistence for 'models/hunter/blocks/cube025x025x025.mdl'.
[15:57:06	]Andrzej Lepper has used a context menu option with the name: persist
[15:57:06	]Andrzej Lepper entered observer.
[15:57:11	]Andrzej Lepper exited observer at their location.
[15:57:37	]Andrzej Lepper entered observer.
[15:57:48	]Andrzej Lepper exited observer at their location.
[15:57:53	]Andrzej Lepper entered observer.
[15:58:03	]Andrzej Lepper exited observer at their location.
[15:58:08	]Andrzej Lepper entered observer.
[15:58:16	]Andrzej Lepper exited observer at their location.
[15:58:26	]Andrzej Lepper has spawned 'models/hunter/plates/plate4x4.mdl'.
[15:58:27	]Andrzej Lepper has spawned 'models/hunter/plates/plate7x7.mdl'.
[15:58:46	]Andrzej Lepper entered observer.
[15:58:54	]Andrzej Lepper has fired a toolgun with the name: material
[15:58:57	]Andrzej Lepper has fired a toolgun with the name: colour
[15:59:00	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[15:59:00	]Andrzej Lepper has enabled persistence for 'models/hunter/plates/plate7x7.mdl'.
[15:59:08	]Andrzej Lepper has spawned 'models/hunter/plates/plate4x4.mdl'.
[15:59:10	]Andrzej Lepper has spawned 'models/hunter/plates/plate7x7.mdl'.
[15:59:30	]Andrzej Lepper has fired a toolgun with the name: material
[15:59:31	]Andrzej Lepper has fired a toolgun with the name: colour
[15:59:34	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[15:59:34	]Andrzej Lepper has enabled persistence for 'models/hunter/plates/plate7x7.mdl'.
[15:59:34	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[15:59:34	]Andrzej Lepper has disabled persistence for 'models/hunter/plates/plate7x7.mdl'.
[15:59:35	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[15:59:35	]Andrzej Lepper has enabled persistence for 'models/hunter/plates/plate7x7.mdl'.
[15:59:38	]Andrzej Lepper exited observer at their location.
[15:59:50	]Andrzej Lepper entered observer.
[16:00:07	]Andrzej Lepper exited observer at their location.
[16:00:07	]Andrzej Lepper entered observer.
[16:00:08	]Andrzej Lepper exited observer at their location.
[16:00:08	]Andrzej Lepper entered observer.
[16:00:08	]Andrzej Lepper exited observer at their location.
[16:00:09	]Andrzej Lepper entered observer.
[16:00:11	]Andrzej Lepper exited observer at their location.
[16:00:18	]Andrzej Lepper entered observer.
[16:00:21	]Andrzej Lepper exited observer at their location.
[16:00:22	]Andrzej Lepper entered observer.
[16:01:33	]Loxy has connected.
[16:01:47	]Andrzej Lepper exited observer at their location.
[16:01:48	]Andrzej Lepper entered observer.
[16:02:03	]Andrzej Lepper exited observer at their location.
[16:02:05	]Andrzej Lepper entered observer.
[16:02:08	]Andrzej Lepper exited observer at their location.
[16:02:18	]Andrzej Lepper has spawned 'models/props_junk/propane_tank001a.mdl'.
[16:02:28	]Andrzej Lepper has spawned 'models/props_junk/cardboard_box001a.mdl'.
[16:02:33	]Andrzej Lepper has spawned 'models/props_junk/PushCart01a.mdl'.
[16:03:04	]Andrzej Lepper has spawned 'models/props_junk/metal_paintcan001a.mdl'.
[16:03:07	]Andrzej Lepper has spawned 'models/props_junk/metal_paintcan001a.mdl'.
[16:03:07	]Loxy loaded the character 'Craig Carlson'
[16:03:10	]Andrzej Lepper entered observer.
[16:03:12	]Andrzej Lepper exited observer at their location.
[16:03:13	]Andrzej Lepper has spawned 'models/props_junk/wood_pallet001a.mdl'.
[16:03:16	]Craig Carlson used command '/CreateCustomItem'.
[16:03:23	]Andrzej Lepper has spawned 'models/props_junk/garbage256_composite002b.mdl'.
[16:03:27	]Andrzej Lepper has fired a toolgun with the name: nocollideworld
[16:03:32	]Loxy (STEAM_0:1:421238310) has disconnected.
[16:03:45	]Andrzej Lepper has spawned 'models/props_junk/garbage256_composite001a.mdl'.
[16:03:51	]Andrzej Lepper has spawned 'models/props_junk/garbage256_composite001b.mdl'.
[16:03:56	]Andrzej Lepper has fired a toolgun with the name: nocollideworld
[16:04:04	]Andrzej Lepper has spawned 'models/props_junk/garbage256_composite002a.mdl'.
[16:04:08	]Andrzej Lepper has spawned 'models/props_junk/garbage128_composite001a.mdl'.
[16:04:11	]Andrzej Lepper has fired a toolgun with the name: nocollideworld
[16:04:17	]Andrzej Lepper has spawned 'models/props_interiors/VendingMachineSoda01a_door.mdl'.
[16:04:19	]Andrzej Lepper has spawned 'models/props_interiors/VendingMachineSoda01a.mdl'.
[16:04:39	]Andrzej Lepper has spawned 'models/props_junk/PlasticCrate01a.mdl'.
[16:04:43	]Andrzej Lepper has spawned 'models/props_junk/PlasticCrate01a.mdl'.
[16:04:53	]Andrzej Lepper has spawned 'models/props_c17/tools_wrench01a.mdl'.
[16:04:57	]Andrzej Lepper has spawned 'models/props_c17/TrapPropeller_Lever.mdl'.
[16:05:03	]Andrzej Lepper has spawned 'models/props_c17/TrapPropeller_Lever.mdl'.
[16:05:15	]Andrzej Lepper has spawned 'models/props_vehicles/carparts_axel01a.mdl'.
[16:05:24	]Andrzej Lepper has spawned 'models/props_vehicles/carparts_wheel01a.mdl'.
[16:05:31	]Andrzej Lepper has spawned 'models/props_vehicles/carparts_tire01a.mdl'.
[16:05:48	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:05:48	]Andrzej Lepper has enabled persistence for 'models/props_junk/wood_pallet001a.mdl'.
[16:05:49	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:05:49	]Andrzej Lepper has enabled persistence for 'models/props_junk/cardboard_box001a.mdl'.
[16:05:50	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:05:50	]Andrzej Lepper has enabled persistence for 'models/props_junk/propane_tank001a.mdl'.
[16:05:52	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:05:52	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:05:52	]Andrzej Lepper has enabled persistence for 'models/props_c17/tools_wrench01a.mdl'.
[16:05:53	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:05:53	]Andrzej Lepper has enabled persistence for 'models/props_vehicles/carparts_wheel01a.mdl'.
[16:05:53	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:05:53	]Andrzej Lepper has enabled persistence for 'models/props_vehicles/carparts_tire01a.mdl'.
[16:05:54	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:05:54	]Andrzej Lepper has enabled persistence for 'models/props_junk/pushcart01a.mdl'.
[16:05:55	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:05:55	]Andrzej Lepper has enabled persistence for 'models/props_junk/metal_paintcan001a.mdl'.
[16:05:55	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:05:55	]Andrzej Lepper has enabled persistence for 'models/props_junk/metal_paintcan001a.mdl'.
[16:05:56	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:05:56	]Andrzej Lepper has enabled persistence for 'models/props_junk/garbage256_composite002b.mdl'.
[16:05:57	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:05:57	]Andrzej Lepper has enabled persistence for 'models/props_junk/garbage256_composite001b.mdl'.
[16:05:59	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:05:59	]Andrzej Lepper has enabled persistence for 'models/props_junk/garbage128_composite001a.mdl'.
[16:05:59	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:06:00	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:06:00	]Andrzej Lepper has enabled persistence for 'models/props_junk/plasticcrate01a.mdl'.
[16:06:00	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:06:00	]Andrzej Lepper has enabled persistence for 'models/props_junk/plasticcrate01a.mdl'.
[16:06:01	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:06:01	]Andrzej Lepper has enabled persistence for 'models/props_interiors/vendingmachinesoda01a.mdl'.
[16:06:02	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:06:02	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:06:02	]Andrzej Lepper has enabled persistence for 'models/props_vehicles/carparts_axel01a.mdl'.
[16:06:08	]Andrzej Lepper entered observer.
[16:06:14	]Andrzej Lepper exited observer at their location.
[16:06:42	]Andrzej Lepper entered observer.
[16:06:55	]Andrzej Lepper has spawned 'models/props_vehicles/car002a_physics.mdl'.
[16:07:08	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:07:08	]Andrzej Lepper has enabled persistence for 'models/props_vehicles/car002a_physics.mdl'.
[16:07:23	]Andrzej Lepper has spawned 'models/props_vehicles/tanker001a.mdl'.
[16:07:27	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:07:27	]Andrzej Lepper has enabled persistence for 'models/props_vehicles/tanker001a.mdl'.
[16:07:46	]Andrzej Lepper has spawned 'models/props_vehicles/truck002a_cab.mdl'.
[16:07:57	]Andrzej Lepper has fired a toolgun with the name: nocollide
[16:07:57	]Andrzej Lepper has fired a toolgun with the name: nocollide
[16:08:05	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:08:05	]Andrzej Lepper has enabled persistence for 'models/props_vehicles/truck002a_cab.mdl'.
[16:08:06	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:08:06	]Andrzej Lepper has disabled persistence for 'models/props_vehicles/tanker001a.mdl'.
[16:08:07	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:08:07	]Andrzej Lepper has disabled persistence for 'models/props_vehicles/car002a_physics.mdl'.
[16:08:07	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:08:07	]Andrzej Lepper has enabled persistence for 'models/props_vehicles/car002a_physics.mdl'.
[16:08:09	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:08:09	]Andrzej Lepper has enabled persistence for 'models/props_vehicles/tanker001a.mdl'.
[16:08:42	]Andrzej Lepper exited observer at their location.
[16:08:45	]Andrzej Lepper entered observer.
[16:08:46	]Andrzej Lepper exited observer at their location.
[16:08:56	]Andrzej Lepper has spawned 'models/Items/item_item_crate.mdl'.
[16:09:00	]Andrzej Lepper has used a context menu option with the name: remove
[16:09:01	]Andrzej Lepper entered observer.
[16:09:32	]Andrzej Lepper has spawned 'models/props_wasteland/cargo_container01b.mdl'.
[16:09:59	]Andrzej Lepper has spawned 'models/props_wasteland/rockcliff_cluster02b.mdl'.
[16:10:02	]Andrzej Lepper has spawned 'models/props_wasteland/rockcliff_cluster03c.mdl'.
[16:10:04	]Andrzej Lepper has spawned 'models/props_wasteland/rockcliff_cluster01b.mdl'.
[16:10:21	]Andrzej Lepper has spawned 'models/props_wasteland/rockcliff_cluster02b.mdl'.
[16:10:29	]Andrzej Lepper has fired a toolgun with the name: nocollideworld
[16:10:45	]Andrzej Lepper has spawned 'models/props_wasteland/rockcliff_cluster02b.mdl'.
[16:10:48	]Andrzej Lepper has spawned 'models/props_wasteland/rockcliff_cluster02c.mdl'.
[16:10:52	]Andrzej Lepper has fired a toolgun with the name: nocollideworld
[16:11:06	]Andrzej Lepper has spawned 'models/props_wasteland/rockcliff_cluster02a.mdl'.
[16:11:10	]Andrzej Lepper has fired a toolgun with the name: nocollideworld
[16:11:32	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:11:32	]Andrzej Lepper has enabled persistence for 'models/props_wasteland/rockcliff_cluster02c.mdl'.
[16:11:32	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:11:32	]Andrzej Lepper has enabled persistence for 'models/props_wasteland/rockcliff_cluster02a.mdl'.
[16:11:33	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:11:33	]Andrzej Lepper has enabled persistence for 'models/props_wasteland/rockcliff_cluster02b.mdl'.
[16:12:39	]Andrzej Lepper exited observer at their location.
[16:12:48	]Andrzej Lepper has spawned 'models/Items/item_item_crate.mdl'.
[16:13:00	]Andrzej Lepper created a stash (models/items/item_item_crate.mdl).
[16:13:00	]Andrzej Lepper has used a context menu option with the name: ixcreatestash
[16:13:02	]Andrzej Lepper has used a context menu option with the name: remove
[16:13:03	]Andrzej Lepper has spawned 'models/Items/item_item_crate.mdl'.
[16:13:09	]Andrzej Lepper created a 'Skrzynia na przedmioty' container.
[16:13:09	]Andrzej Lepper has used a context menu option with the name: wncontainer_create
[16:13:20	]Andrzej Lepper has set the name of the 'Skrzynia na przedmioty' container (#1016) to 'Skrzynka'.
[16:13:20	]Andrzej Lepper has used a context menu option with the name: wncontainer_setname
[16:13:25	]Andrzej Lepper opened the 'Skrzynka' #1016 container.
[16:13:30	]Andrzej Lepper closed the 'Skrzynka' #1016 container.
[16:13:32	]Andrzej Lepper has spawned 'models/Items/item_item_crate.mdl'.
[16:13:41	]Andrzej Lepper created a stash (models/items/item_item_crate.mdl).
[16:13:41	]Andrzej Lepper has used a context menu option with the name: ixcreatestash
[16:13:43	]Andrzej Lepper has spawned 'models/Items/ammoCrate_Rockets.mdl'.
[16:13:49	]Andrzej Lepper has used a context menu option with the name: remove
[16:13:50	]Andrzej Lepper has spawned 'models/Items/ammocrate_smg1.mdl'.
[16:13:57	]Andrzej Lepper has used a context menu option with the name: remove
[16:13:59	]Andrzej Lepper has spawned 'models/Items/item_item_crate.mdl'.
[16:14:05	]Andrzej Lepper created a stash (models/items/item_item_crate.mdl).
[16:14:05	]Andrzej Lepper has used a context menu option with the name: ixcreatestash
[16:14:08	]Andrzej Lepper entered observer.
[16:14:13	]Andrzej Lepper exited observer at their location.
[16:14:17	]Andrzej Lepper has spawned 'models/props_junk/wood_crate002a.mdl'.
[16:14:23	]Andrzej Lepper has spawned 'models/props_junk/wood_crate001a_damaged.mdl'.
[16:14:28	]Andrzej Lepper has spawned 'models/props_junk/MetalBucket02a.mdl'.
[16:14:36	]Andrzej Lepper created a stash (models/props_junk/wood_crate002a.mdl).
[16:14:36	]Andrzej Lepper has used a context menu option with the name: ixcreatestash
[16:14:39	]Andrzej Lepper has used a context menu option with the name: remove
[16:14:40	]Andrzej Lepper has spawned 'models/props_junk/wood_crate002a.mdl'.
[16:14:45	]Andrzej Lepper created a 'Duża skrzynia' container.
[16:14:45	]Andrzej Lepper has used a context menu option with the name: wncontainer_create
[16:14:48	]Andrzej Lepper has used a context menu option with the name: remove
[16:14:50	]Andrzej Lepper has spawned 'models/props_junk/wood_crate001a.mdl'.
[16:14:51	]Andrzej Lepper created a 'Skrzynia' container.
[16:14:51	]Andrzej Lepper has used a context menu option with the name: wncontainer_create
[16:14:56	]Andrzej Lepper entered observer.
[16:15:14	]Andrzej Lepper exited observer at their location.
[16:15:23	]Andrzej Lepper entered observer.
[16:15:36	]Andrzej Lepper exited observer at their location.
[16:15:39	]Andrzej Lepper entered observer.
[16:15:55	]Andrzej Lepper exited observer at their location.
[16:16:02	]Andrzej Lepper has spawned 'models/props_foliage/cattails.mdl'.
[16:16:06	]Andrzej Lepper has used a context menu option with the name: remove
[16:16:09	]Andrzej Lepper has spawned 'models/props_foliage/driftwood_clump_02a.mdl'.
[16:16:11	]Andrzej Lepper entered observer.
[16:16:17	]Andrzej Lepper has used a context menu option with the name: remove
[16:16:27	]Andrzej Lepper has spawned 'models/props_foliage/bramble001a.mdl'.
[16:16:29	]Andrzej Lepper has used a context menu option with the name: remove
[16:16:55	]Andrzej Lepper exited observer at their location.
[16:17:02	]Andrzej Lepper has spawned 'models/props_wasteland/controlroom_desk001a.mdl'.
[16:17:07	]Andrzej Lepper has spawned 'models/props_wasteland/controlroom_chair001a.mdl'.
[16:17:43	]Andrzej Lepper has spawned 'models/props_junk/PushCart01a.mdl'.
[16:17:51	]Andrzej Lepper has spawned 'models/props_junk/wood_crate001a.mdl'.
[16:17:55	]Andrzej Lepper created a 'Skrzynia' container.
[16:17:55	]Andrzej Lepper has used a context menu option with the name: wncontainer_create
[16:18:04	]Andrzej Lepper has spawned 'models/props_interiors/Radiator01a.mdl'.
[16:18:19	]Andrzej Lepper has spawned 'models/props_c17/canister_propane01a.mdl'.
[16:18:30	]Andrzej Lepper has spawned 'models/props_c17/Lockers001a.mdl'.
[16:18:36	]Andrzej Lepper created a 'Szafki' container.
[16:18:36	]Andrzej Lepper has used a context menu option with the name: wncontainer_create
[16:18:37	]Andrzej Lepper has spawned 'models/props_c17/Lockers001a.mdl'.
[16:18:41	]Andrzej Lepper created a 'Szafki' container.
[16:18:41	]Andrzej Lepper has used a context menu option with the name: wncontainer_create
[16:19:01	]Andrzej Lepper has spawned 'models/props_c17/chair02a.mdl'.
[16:19:09	]Andrzej Lepper has spawned 'models/props_junk/cardboard_box001a.mdl'.
[16:19:14	]Andrzej Lepper has spawned 'models/props_junk/cardboard_box003a.mdl'.
[16:19:24	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:19:24	]Andrzej Lepper has enabled persistence for 'models/props_junk/cardboard_box001a.mdl'.
[16:19:24	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:19:24	]Andrzej Lepper has enabled persistence for 'models/props_junk/cardboard_box003a.mdl'.
[16:19:25	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:19:25	]Andrzej Lepper has enabled persistence for 'models/props_c17/chair02a.mdl'.
[16:19:26	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:19:26	]Andrzej Lepper has enabled persistence for 'models/props_wasteland/controlroom_desk001a.mdl'.
[16:19:28	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:19:28	]Andrzej Lepper has enabled persistence for 'models/props_wasteland/controlroom_chair001a.mdl'.
[16:19:33	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:19:33	]Andrzej Lepper has enabled persistence for 'models/props_interiors/radiator01a.mdl'.
[16:19:33	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:19:33	]Andrzej Lepper has enabled persistence for 'models/props_c17/canister_propane01a.mdl'.
[16:19:34	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:19:34	]Andrzej Lepper has enabled persistence for 'models/props_junk/pushcart01a.mdl'.
[16:19:44	]Andrzej Lepper has spawned 'models/props_lab/plotter.mdl'.
[16:19:56	]Andrzej Lepper has spawned 'models/props_lab/corkboard001.mdl'.
[16:20:06	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:20:06	]Andrzej Lepper has enabled persistence for 'models/props_lab/corkboard001.mdl'.
[16:20:08	]Andrzej Lepper has fired a toolgun with the name: sh_persist
[16:20:08	]Andrzej Lepper has enabled persistence for 'models/props_lab/plotter.mdl'.
[16:20:12	]Andrzej Lepper has spawned 'models/props_c17/consolebox03a.mdl'.
[16:20:16	]Andrzej Lepper has spawned 'models/props_c17/consolebox01a.mdl'.
[16:20:21	]Andrzej Lepper has spawned 'models/props_c17/consolebox05a.mdl'.
[16:20:29	]Andrzej Lepper has spawned 'models/props_lab/clipboard.mdl'.
