[16:11:34	]dondurmaci822 has connected.
[22:34:48	]Avcı Michael has spawned a 'NPC [4576][npc_barnacle]'.
[22:34:59	]Kaiser Soze has critically hit npc_fastzombie_torso dealing 36 damage (CritChance was 0.10).
[22:34:59	]Kaiser Soze has taken 3 damage from npc_fastzombie_torso.
[22:35:01	]Bob Marley Faruk exited observer at their location.
[22:35:01	]Kaiser Soze has taken 3 damage from npc_fastzombie_torso.
[22:35:02	]Ferhan Şensoy has taken 3 damage from npc_fastzombie_torso.
[22:35:03	]Ferhan Şensoy has taken 3 damage from npc_fastzombie_torso.
[22:35:04	]Ferhan Şensoy has taken 3 damage from npc_fastzombie_torso.
[22:35:04	]Kaiser Soze has hit npc_fastzombie_torso in the right arm dealing 18 damage (CritChance was 0.10).
[22:35:04	]Ferhan Şensoy has hit npc_fastzombie_torso dealing 45 damage (CritChance was 0.10).
[22:35:06	]Avcı Michael has given himself a improved_red.
[22:35:06	]Avcı Michael has gained a 'Geliştirilmiş Kırmızı Hap' #27196.
[22:35:08	]Tueky Butcher has gained a 'Teneke Kutu' #27197.
[22:35:12	]Avcı Michael ran 'split' on item 'Geliştirilmiş Kırmızı Hap' (#27196)
[22:35:12	]Avcı Michael has gained a 'Geliştirilmiş Kırmızı Hap' #27198.
[22:35:15	]Avcı Michael ran 'drop' on item 'Geliştirilmiş Kırmızı Hap' (#27196)
[22:35:15	]Avcı Michael has lost a 'Geliştirilmiş Kırmızı Hap' #27196.
[22:35:18	]Avcı Michael ran 'drop' on item 'Geliştirilmiş Kırmızı Hap' (#27198)
[22:35:18	]Avcı Michael has lost a 'Geliştirilmiş Kırmızı Hap' #27198.
[22:35:23	]Bob Marley Faruk entered observer.
[22:35:26	]C24:i3.UNION-66 rolled 10 out of 20 (+0 from Çeviklik).
[22:35:26	]C24:i3.UNION-66 used command '/Roll agility'.
[22:35:26	]Edward Colombus has gained a 'Boş Benzin Bidonu' #27199.
[22:35:38	]Ferhan Şensoy ran 'take' on item 'Geliştirilmiş Kırmızı Hap' (#27198)
[22:35:38	]Ferhan Şensoy has gained a 'Geliştirilmiş Kırmızı Hap' #27198.
[22:35:43	]Ferhan Şensoy ran 'drop' on item 'Geliştirilmiş Kırmızı Hap' (#27198)
[22:35:43	]Ferhan Şensoy has lost a 'Geliştirilmiş Kırmızı Hap' #27198.
[22:35:46	]C24:i3.UNION-66 rolled 31 out of 100 (+27 from Hız).
[22:35:46	]C24:i3.UNION-66 used command '/SkillRoll speed'.
[22:35:54	]Kaiser Soze ran 'use' on item 'Geliştirilmiş Kırmızı Hap' (#27198)
[22:35:54	]Kaiser Soze has gained a level 5 short boost in Güç.
[22:36:13	]Avcı Michael has used a context menu option with the name: rb655_door_close
[22:36:15	]Avcı Michael has used a context menu option with the name: rb655_door_close
[22:36:24	][IT] Avcı Michael: Dokunursan elektrik çarpabilir
[22:36:28	]Bob Marley Faruk exited observer at their location.
[22:36:35	]Wonder Of You loaded the character 'Lauv'Abrarc'
[22:36:36	]Lauv'Abrarc entered observer.
[22:36:40	]Edward Colombus has gained a 'Bitki Saksısı' #27200.
[22:36:43	]Ferhan Şensoy ran 'drop' on item 'Bilgisayar Parçaları' (#24366)
[22:36:43	]Ferhan Şensoy has lost a 'Bilgisayar Parçaları' #24366.
[22:36:45	]Lauv'Abrarc exited observer at their location.
[22:37:06	]Avcı Michael ran 'drop' on item 'Kahverengi trençkot' (#27120)
[22:37:06	]Avcı Michael has lost a 'Kahverengi trençkot' #27120.
[22:37:08	]Avcı Michael ran 'drop' on item 'Machete' (#27168)
[22:37:08	]Avcı Michael has lost a 'Machete' #27168.
[22:37:14	]Avcı Michael ran 'take' on item 'Machete' (#27168)
[22:37:14	]Avcı Michael has gained a 'Machete' #27168.
[22:37:16	]Revain (STEAM_0:1:608254786) has disconnected.
[22:37:24	]Edward Colombus has gained a 'Küçük Karton Kutu' #27201.
[22:37:41	]Lauv'Abrarc entered observer.
[22:37:52	]Lauv'Abrarc has spawned a expo_engine.
[22:37:57	]Lauv'Abrarc exited observer at their location.
[22:38:06	]Ferhan Şensoy ran 'drop' on item 'Motor Kayışı' (#27179)
[22:38:06	]Ferhan Şensoy has lost a 'Motor Kayışı' #27179.
[22:38:42	][ME] Ferhan Şensoy: vidaları sıkar
[22:38:45	]Ferhan Şensoy ran 'take' on item 'Motor Kayışı' (#27179)
[22:38:45	]Ferhan Şensoy has gained a 'Motor Kayışı' #27179.
[22:38:50	]Kaiser Soze ran 'take' on item 'Bilgisayar Parçaları' (#24366)
[22:38:50	]Kaiser Soze has gained a 'Bilgisayar Parçaları' #24366.
[22:38:57	]Edward Colombus ran 'take' on item 'Arıtıcı' (#27205)
[22:38:57	]Edward Colombus has gained a 'Arıtıcı' #27205.
[22:38:59	]Edward Colombus ran 'take' on item 'Kahverengi Ayakkabı' (#27203)
[22:38:59	]Edward Colombus has gained a 'Kahverengi Ayakkabı' #27203.
[22:39:03	]Revain has connected.
[22:39:08	]Ferhan Şensoy has used a context menu option with the name: rb655_make_friendly
[22:39:15	]Tueky Butcher ran 'take' on item 'Bitki Saksısı' (#27206)
[22:39:15	]Tueky Butcher has gained a 'Bitki Saksısı' #27206.
[22:39:22	]Tueky Butcher ran 'take' on item 'Vida Kutusu' (#27208)
[22:39:22	]Tueky Butcher has gained a 'Vida Kutusu' #27208.
[22:39:23	]Edward Colombus ran 'take' on item 'Çivi Kutusu' (#27207)
[22:39:23	]Edward Colombus has gained a 'Çivi Kutusu' #27207.
[22:39:27	]Lauv'Abrarc entered observer.
[22:39:35	]Lauv'Abrarc exited observer at their location.
[22:39:51	]Tueky Butcher ran 'take' on item 'Bilgisayar Parçaları' (#27209)
[22:39:51	]Tueky Butcher has gained a 'Bilgisayar Parçaları' #27209.
[22:40:14	]Tueky Butcher ran 'take' on item 'Vida Kutusu' (#27211)
[22:40:14	]Tueky Butcher has gained a 'Vida Kutusu' #27211.
[22:40:18	]Tueky Butcher ran 'take' on item 'Cam kırıkları' (#27210)
[22:40:18	]Tueky Butcher has gained a 'Cam kırıkları' #27210.
[22:40:36	]Revain loaded the character 'Revain'
[22:40:40	]Revain entered observer.
[22:40:42	]Revain ran SAM command 'goto' with arguments: 'lauv'
[22:40:56	]Revain has fired a toolgun with the name: creator
[22:41:06	]Tueky Butcher ran 'take' on item 'Bitki Saksısı' (#27212)
[22:41:06	]Tueky Butcher has gained a 'Bitki Saksısı' #27212.
[22:41:13	]Tueky Butcher ran 'take' on item 'Çivi Kutusu' (#27213)
[22:41:13	]Tueky Butcher has gained a 'Çivi Kutusu' #27213.
[22:41:23	]Revain has fired a toolgun with the name: creator
[22:41:23	]Revain has spawned a 'NPC [4576][npc_zombie_torso]'.
[22:41:46	]Kaiser Soze has taken 10 damage from npc_zombie_torso.
[22:41:47	]Kaiser Soze has taken 10 damage from npc_zombie_torso.
[22:41:48	]Kaiser Soze has taken 10 damage from npc_zombie_torso.
[22:41:49	]Ferhan Şensoy has taken 10 damage from npc_zombie_torso.
[22:41:50	]Ferhan Şensoy has hit npc_zombie_torso in the head dealing 45 damage (CritChance was 0.10).
[22:42:00	]Tueky Butcher ran 'take' on item 'Boş Kahverengi Şişe' (#26430)
[22:42:00	]Tueky Butcher has gained a 'Boş Kahverengi Şişe' #26430.
[22:42:04	]Tueky Butcher opened the 'Dropped Items' #3456 container.
[22:42:04	]Tueky Butcher closed the 'Dropped Items' #3456 container.
[22:42:05	]Tueky Butcher opened the 'Dropped Items' #3456 container.
[22:42:07	][VORT] Lauv'Abrarc has healed Kaiser Soze
[22:42:09	]Edward Colombus has gained a 'Boş Bourbon Şişesi' #27214.
[22:42:09	]Tueky Butcher has gained a 'Kırık Alıcı' #26634 from a container with the name 'Dropped Items' #3456.
[22:42:13	]Tueky Butcher has gained a 'Tulum pantolonu.' #26674 from a container with the name 'Dropped Items' #3456.
[22:42:14	]Tueky Butcher has gained a 'Mavi Tulum' #26673 from a container with the name 'Dropped Items' #3456.
[22:42:16	]C24:i3.UNION-66 used command '/PM revain senin sophia karakterin haal duruyor mu?'.
[22:42:16	]Tueky Butcher has gained a 'Açık Gri Kol Bandı' #26389 from a container with the name 'Dropped Items' #3456.
[22:42:17	]Tueky Butcher has gained a 'Açık Gri Kol Bandı' #26671 from a container with the name 'Dropped Items' #3456.
[22:42:18	]Tueky Butcher closed the 'Dropped Items' #3456 container.
[22:42:29	]Edward Colombus has gained a 'Dayanıksız Metal Boru' #27215.
[22:42:37	]Lauv'Abrarc entered observer.
[22:43:03	]Revain used command '/LocalEvent hmm yakında bir ilaç bulunabilir gibi duruyor 1000'.
[22:43:03	]Lauv'Abrarc exited observer at their location.
[22:43:05	]Lauv'Abrarc entered observer.
[22:43:05	]Lauv'Abrarc exited observer at their location.
[22:43:07	]Tueky Butcher has performed the 'Craft Parçala: Bitki Saksısı' action, gaining 40 experience in crafting.
[22:43:10	]Tueky Butcher has performed the 'Craft Parçala: Bitki Saksısı' action, gaining 40 experience in crafting.
[22:43:10	]Revain used command '/LocalEvent hmm yakında bir ilaç bulunabilir gibi duruyor 1000'.
[22:43:14	]Tueky Butcher has performed the 'Craft Parçala: Boş Kahverengi Şişe' action, gaining 20 experience in crafting.
[22:43:18	]Tueky Butcher has performed the 'Craft Parçala: Vodka Şişesi' action, gaining 20 experience in crafting.
[22:43:21	]Tueky Butcher has performed the 'Craft Parçala: Boş Meyve Suyu Kartonu' action, gaining 20 experience in crafting.
[22:43:21	]Tueky Butcher has gained a 'Plastik Çöp' #27216.
[22:43:23	]Tueky Butcher has performed the 'Craft Parçala: Viski Şişesi' action, gaining 20 experience in crafting.
[22:43:26	]Tueky Butcher has performed the 'Craft Parçala: Oyun Parkı Oyuncağı' action, gaining 30 experience in crafting.
[22:43:26	]Tueky Butcher has gained a 'Ahşap Tahta' #27217.
[22:43:28	]Tueky Butcher has performed the 'Craft Parçala: Teneke Kutu' action, gaining 20 experience in crafting.
[22:43:28	]Tueky Butcher has gained a 'Hurda Metal' #27218.
[22:43:32	]Tueky Butcher has performed the 'Craft Parçala: Teneke Kutu' action, gaining 20 experience in crafting.
[22:43:42	]Revain has given himself a quality_yellow.
[22:43:42	]Revain has gained a 'Kaliteli Sarı Hap' #27219.
[22:43:50	]Edward Colombus has performed the 'Craft Parçala: Bitki Saksısı' action, gaining 40 experience in crafting.
[22:43:50	]Edward Colombus has gained a 'Cam kırıkları' #27220.
[22:43:51	]Revain ran 'split' on item 'Kaliteli Sarı Hap' (#27219)
[22:43:51	]Revain has gained a 'Kaliteli Sarı Hap' #27221.
[22:43:53	]Edward Colombus has performed the 'Craft Parçala: Kahverengi Ayakkabı' action, gaining 25 experience in crafting.
[22:43:53	]Edward Colombus has gained a 'Bez Paçavralar' #27222.
[22:43:55	]Revain ran 'drop' on item 'Kaliteli Sarı Hap' (#27219)
[22:43:55	]Revain has lost a 'Kaliteli Sarı Hap' #27219.
[22:43:56	]Revain ran 'drop' on item 'Kaliteli Sarı Hap' (#27221)
[22:43:56	]Revain has lost a 'Kaliteli Sarı Hap' #27221.
[22:43:58	]Edward Colombus has performed the 'Craft Parçala: Viski Şişesi' action, gaining 20 experience in crafting.
[22:44:01	]Edward Colombus has performed the 'Craft Parçala: Küçük Karton Kutu' action, gaining 20 experience in crafting.
[22:44:05	]Kaiser Soze ran 'use' on item 'Kaliteli Sarı Hap' (#27221)
[22:44:05	]Kaiser Soze has gained a level 7 short boost in Algı.
[22:44:06	]Edward Colombus has performed the 'Craft Parçala: Bourbon Şişesi' action, gaining 20 experience in crafting.
[22:44:17	]Ferhan Şensoy ran 'use' on item 'Kaliteli Sarı Hap' (#27219)
[22:44:17	]Ferhan Şensoy has gained a level 7 short boost in Algı.
[22:44:24	]Revain has given himself a disinfected_bandage.
[22:44:24	]Revain has gained a 'Dezenfekte Bandaj Rulosu' #27223.
[22:44:28	][VORT] Lauv'Abrarc has healed Kaiser Soze
[22:44:31	]Lynx loaded the character 'Albert Sully'
[22:44:31	]Albert Sully is no longer afk. Total time spent AFK: 3515
[22:44:35	]Albert Sully entered observer.
[22:44:36	]Revain ran 'split' on item 'Dezenfekte Bandaj Rulosu' (#27223)
[22:44:36	]Revain has gained a 'Dezenfekte Bandaj Rulosu' #27224.
[22:44:40	]Revain ran 'split' on item 'Dezenfekte Bandaj Rulosu' (#27223)
[22:44:40	]Revain has gained a 'Dezenfekte Bandaj Rulosu' #27225.
[22:44:42	]Revain ran 'split' on item 'Dezenfekte Bandaj Rulosu' (#27225)
[22:44:42	]Revain has gained a 'Dezenfekte Bandaj Rulosu' #27226.
[22:44:47	]Revain ran 'drop' on item 'Dezenfekte Bandaj Rulosu' (#27226)
[22:44:47	]Revain has lost a 'Dezenfekte Bandaj Rulosu' #27226.
[22:44:51	]Revain ran 'drop' on item 'Dezenfekte Bandaj Rulosu' (#27225)
[22:44:51	]Revain has lost a 'Dezenfekte Bandaj Rulosu' #27225.
[22:44:59	]Ferhan Şensoy ran 'take' on item 'Dezenfekte Bandaj Rulosu' (#27225)
[22:44:59	]Ferhan Şensoy has gained a 'Dezenfekte Bandaj Rulosu' #27225.
[22:45:17	]Revain ran 'drop' on item 'Dezenfekte Bandaj Rulosu' (#27224)
[22:45:17	]Revain has lost a 'Dezenfekte Bandaj Rulosu' #27224.
[22:45:47	]Ferhan Şensoy ran 'take' on item 'Kahverengi trençkot' (#27120)
[22:45:47	]Ferhan Şensoy has gained a 'Kahverengi trençkot' #27120.
[22:45:47	]Tueky Butcher has gained a 'Yeşil Şişe' #27227.
[22:46:02	]Revain ran 'drop' on item 'Dezenfekte Bandaj Rulosu' (#27223)
[22:46:02	]Revain has lost a 'Dezenfekte Bandaj Rulosu' #27223.
[22:46:07	]Tueky Butcher has performed the 'Craft Parçala: Yeşil Şişe' action, gaining 20 experience in crafting.
[22:46:07	]Ferhan Şensoy ran 'drop' on item 'Kahverengi trençkot' (#27120)
[22:46:07	]Ferhan Şensoy has lost a 'Kahverengi trençkot' #27120.
[22:46:17	]Ferhan Şensoy ran 'take' on item 'Dezenfekte Bandaj Rulosu' (#27223)
[22:46:17	]Ferhan Şensoy has gained a 'Dezenfekte Bandaj Rulosu' #27223.
[22:46:22	]Ferhan Şensoy ran 'use' on item 'Dezenfekte Bandaj Rulosu' (#27223)
[22:46:22	]Ferhan Şensoy has performed the 'Use Dezenfekte Bandaj Rulosu' action, gaining 22 experience in medicine.
[22:46:22	]Ferhan Şensoy was disinfected by Ferhan Şensoy for 102 seconds.
[22:46:22	]Ferhan Şensoy was bandaged by Ferhan Şensoy for 17 HP.
[22:46:24	]Ferhan Şensoy ran 'give' on item 'Dezenfekte Bandaj Rulosu' (#27225)
[22:46:24	]Ferhan Şensoy has performed the 'Use Dezenfekte Bandaj Rulosu' action, gaining 22 experience in medicine.
[22:46:24	]Kaiser Soze was disinfected by Ferhan Şensoy for 102 seconds.
[22:46:24	]Kaiser Soze was bandaged by Ferhan Şensoy for 17 HP.
[22:46:24	]Edward Colombus ran 'take' on item 'Boş Süt Kartonu' (#26890)
[22:46:24	]Edward Colombus has gained a 'Boş Süt Kartonu' #26890.
[22:46:36	]Lauv'Abrarc used command '/PM revain gideceğimiz yere spawnla'.
[22:46:42	]Revain used command '/PM lauv nereye'.
[22:46:47	]Revain used command '/PM lauv oraya ufak silahlarda koyabilirim'.
[22:46:55	]Edward Colombus has gained a 'Boş Bira Şişesi' #27228.
[22:46:55	]Edward Colombus has gained a 'Küçük Karton Kutu' #27229.
[22:47:01	]Tueky Butcher opened the 'Large Crate' #3343 container.
[22:47:03	]Tueky Butcher closed the 'Large Crate' #3343 container.
[22:47:05	]Edward Colombus ran 'take' on item 'Boş Votka Şişesi' (#26888)
[22:47:05	]Edward Colombus has gained a 'Boş Votka Şişesi' #26888.
[22:47:07	]Edward Colombus ran 'take' on item 'Gözlükler' (#24924)
[22:47:07	]Edward Colombus has gained a 'Gözlükler' #24924.
[22:47:18	]Revain has spawned 'models/Humans/Group01/male_08.mdl'.
[22:47:31	]Ferhan Şensoy ran 'take' on item 'Motor' (#27202)
[22:47:31	]Ferhan Şensoy has gained a 'Motor' #27202.
[22:47:40	]Revain has spawned a clawhammer.
[22:47:51	]Edward Colombus ran 'take' on item 'Boş Kavanoz' (#26916)
[22:47:51	]Edward Colombus has gained a 'Boş Kavanoz' #26916.
[22:47:53	]Revain has spawned 'models/Humans/Group01/Male_Cheaple.mdl'.
[22:47:56	]Revain has spawned 'models/Humans/Group01/Female_04.mdl'.
[22:48:08	]Revain has spawned a crowbar.
[22:48:08	]Tueky Butcher ran 'take' on item 'Açık Gri Kol Bandı' (#27114)
[22:48:08	]Tueky Butcher has gained a 'Açık Gri Kol Bandı' #27114.
[22:48:13	]Revain has spawned a surgerykit.
[22:48:14	]Revain has spawned a firstaid.
[22:48:17	]Revain has spawned a health_kit.
[22:48:32	]Ferhan Şensoy ran 'take' on item 'Levye' (#27231)
[22:48:32	]Ferhan Şensoy has gained a 'Levye' #27231.
[22:48:34	]Ferhan Şensoy ran 'take' on item 'Cerrahi Kit' (#27232)
[22:48:34	]Ferhan Şensoy has gained a 'Cerrahi Kit' #27232.
[22:48:39	]Kaiser Soze ran 'take' on item 'Sağlık Kiti' (#27234)
[22:48:39	]Kaiser Soze has gained a 'Sağlık Kiti' #27234.
[22:48:40	]Ferhan Şensoy ran 'take' on item 'İlk Yardım Kiti' (#27233)
[22:48:40	]Ferhan Şensoy has gained a 'İlk Yardım Kiti' #27233.
[22:48:43	]Kaiser Soze ran 'split' on item 'Sağlık Kiti' (#27234)
[22:48:43	]Kaiser Soze has gained a 'Sağlık Kiti' #27235.
[22:48:44	]Ferhan Şensoy ran 'Equip' on item 'Levye' (#27231)
[22:48:45	]Kaiser Soze ran 'use' on item 'Sağlık Kiti' (#27234)
[22:48:45	]Kaiser Soze has performed the 'Use Sağlık Kiti' action, gaining 123 experience in medicine.
[22:48:45	]Kaiser Soze was disinfected by Kaiser Soze for 210 seconds.
[22:48:45	]Kaiser Soze was bandaged by Kaiser Soze for 75 HP.
[22:48:46	]Ferhan Şensoy ran 'EquipUn' on item 'Lead Pipe' (#27167)
[22:48:46	]Kaiser Soze ran 'use' on item 'Sağlık Kiti' (#27235)
[22:48:46	]Kaiser Soze was disinfected by Kaiser Soze for 210 seconds.
[22:48:46	]Kaiser Soze was bandaged by Kaiser Soze for 75 HP.
[22:48:47	]Ferhan Şensoy ran 'Equip' on item 'Levye' (#27231)
[22:48:55	]Kaiser Soze ran 'take' on item 'Claw Hammer' (#27230)
[22:48:55	]Kaiser Soze has gained a 'Claw Hammer' #27230.
[22:48:58	]Revain used command '/LocalEvent Büyük bir dalga geliyor gibi görünüyor 1500'.
[22:49:09	]Ferhan Şensoy ran 'drop' on item 'Lead Pipe' (#27167)
[22:49:09	]Ferhan Şensoy has lost a 'Lead Pipe' #27167.
[22:49:11	]Revain used command '/PM lauv lauv büyük zombiler koycam'.
[22:49:13	]Scientist (STEAM_0:1:533519973) has disconnected (timed out).
[22:49:22	]Edward Colombus has performed the 'Craft Parçala: Boş Kavanoz' action, gaining 20 experience in crafting.
[22:49:22	]Edward Colombus has gained a 'Plastik Çöp' #27236.
[22:49:25	][IC] Lauv'Abrarc: We will see about that.
[22:49:26	]Edward Colombus has performed the 'Craft Parçala: Vodka Şişesi' action, gaining 20 experience in crafting.
[22:49:29	]Edward Colombus has performed the 'Craft Parçala: Boş Süt Kartonu' action, gaining 25 experience in crafting.
[22:49:31	]Edward Colombus has performed the 'Craft Parçala: Küçük Karton Kutu' action, gaining 20 experience in crafting.
[22:49:34	]Edward Colombus has performed the 'Craft Parçala: Bira Şişesi' action, gaining 20 experience in crafting.
[22:49:34	]Revain has fired a toolgun with the name: creator
[22:49:34	]Revain has spawned a 'NPC [4524][npc_fastzombie]'.
[22:49:38	]Revain has fired a toolgun with the name: creator
[22:49:38	]Revain has spawned a 'NPC [4666][npc_fastzombie]'.
[22:49:45	]Revain has fired a toolgun with the name: creator
[22:49:45	]Revain has spawned a 'NPC [4689][npc_zombie]'.
[22:49:46	]Revain has fired a toolgun with the name: creator
[22:49:46	]Revain has spawned a 'NPC [4622][npc_zombie]'.
[22:49:48	]Revain has fired a toolgun with the name: creator
[22:49:48	]Revain has spawned a 'NPC [4658][npc_zombie]'.
[22:49:57	]Revain exited observer at their location.
[22:49:57	]Revain entered observer.
[22:50:01	]Edward Colombus has gained a 'Boş Boya Kutusu' #27237.
[22:50:10	]Revain has spawned a 'NPC [4604][npc_gman]'.
[22:50:27	]Revain exited observer at their location.
[22:50:29	]Revain entered observer.
[22:50:44	]Revain has spawned a 'NPC [3746][npc_gman]'.
[22:50:45	]Revain has spawned a 'NPC [4489][npc_gman]'.
[22:51:12	]Tueky (STEAM_0:1:178954710) has disconnected.
[22:51:22	]KÜÇÜK HANIM (STEAM_0:1:200042680) has disconnected.
[22:51:26	]Revain used command '/PM lauv antlion özü çıkarcam onu kullan'.
[22:51:31	][ME] Kaiser Soze: kristali mıncıklar
[22:51:39	]Revain has spawned a ing_xen_extract.
[22:51:41	][ME] Ferhan Şensoy: kristali sıvazlar
[22:51:47	]Revain has taken 1 damage from env_fire.
[22:51:52	][LOOC] Lauv'Abrarc: aya abi black mesada teleporter calistiriyor
[22:52:07	]Ferhan Şensoy has taken 1 damage from env_fire.
[22:52:07	]Kaiser Soze is fully healed.
[22:52:08	]Ferhan Şensoy has taken 1 damage from env_fire.
[22:52:09	]Ferhan Şensoy has taken 1 damage from env_fire.
[22:52:10	]Lauv'Abrarc has taken 1 damage from env_fire.
[22:52:11	]Lauv'Abrarc has taken 1 damage from env_fire.
[22:52:12	]Ferhan Şensoy ran 'take' on item 'Antlion Özü' (#27238)
[22:52:12	]Ferhan Şensoy has gained a 'Antlion Özü' #27238.
[22:52:21	][VORT] Lauv'Abrarc has healed Ferhan Şensoy
[22:52:31	]Revain loaded the character 'Vrigon The Enigmatic'
[22:52:34	]Vrigon The Enigmatic entered observer.
[22:52:36	]Vrigon The Enigmatic is fully healed.
[22:52:46	]Vrigon The Enigmatic exited observer at their location.
[22:52:50	]Vrigon The Enigmatic has given himself a ing_xen_extract.
[22:52:50	]Vrigon The Enigmatic has gained a 'Antlion Özü' #27239.
[22:52:52	]Ferhan Şensoy ran 'drop' on item 'Antlion Özü' (#27238)
[22:52:52	]Ferhan Şensoy has lost a 'Antlion Özü' #27238.
[22:52:59	][VORT] Lauv'Abrarc: gagabulanca
[22:53:00	][IC] Vrigon The Enigmatic: Shaaaaa!
[22:53:10	][IC] Vrigon The Enigmatic: Ya.
[22:53:15	][IC] Vrigon The Enigmatic: Burda napıyorsunuz.
[22:53:20	][IC] Vrigon The Enigmatic: Pekala.
[22:53:22	][IC] Vrigon The Enigmatic: Bekle.
[22:53:29	]Lauv'Abrarc ran 'take' on item 'Antlion Özü' (#27238)
[22:53:29	]Lauv'Abrarc has gained a 'Antlion Özü' #27238.
[22:53:30	][IC] Vrigon The Enigmatic: Gullumlung.
[22:53:45	][IC] Lauv'Abrarc: Olabilir.
[22:53:48	][IC] Lauv'Abrarc: Biz köleydik.
[22:53:51	][IC] Lauv'Abrarc: Kurtulduk.
[22:53:52	]Ferhan Şensoy ran 'SetDurability' on item 'Levye' (#27231)
[22:53:54	][IC] Lauv'Abrarc: Siyasi fikrimiz yok.
[22:54:06	][IC] Lauv'Abrarc: Insanlar gibi alçakça birbirimizi köle etmezdik.
[22:54:08	][ME] Kaiser Soze: Lauv'a tokat çakar.
[22:54:10	][IC] Vrigon The Enigmatic: Weeeeeeeeeeeeeeeeeeeeah-uh *Coughing*.
[22:54:14	]Vrigon The Enigmatic ran 'Consume' on item 'Antlion Özü' (#26886)
[22:54:30	][IC] Lauv'Abrarc: Yürü git 3 headcrab getir.
[22:54:32	][IC] Vrigon The Enigmatic: Tamam.
[22:54:42	][IC] Vrigon The Enigmatic: Sanada bulaşmış.
[22:54:46	][IC] Vrigon The Enigmatic: Özür dilerim dede.
[22:54:48	][IC] Vrigon The Enigmatic: Tamam.
[22:54:53	][IC] Vrigon The Enigmatic: Weeeeeeeeeeeeeeeeeeeeah-uh *Coughing*.
[22:55:07	][VORTSHOUT] Vrigon The Enigmatic: kaza çıkacak
[22:55:17	][VORT] Vrigon The Enigmatic: hissediyorum
[22:55:31	]Vrigon The Enigmatic has given himself a antlion_skewer.
[22:55:31	]Vrigon The Enigmatic has gained a 'Şişlenmiş Antlion Eti' #27240.
[22:55:32	]Vrigon The Enigmatic has given himself a antlion_skewer.
[22:55:32	]Vrigon The Enigmatic has gained a 'Şişlenmiş Antlion Eti' #27241.
[22:55:32	]Vrigon The Enigmatic has given himself a antlion_skewer.
[22:55:33	]Vrigon The Enigmatic has gained a 'Şişlenmiş Antlion Eti' #27242.
[22:55:39	]Vrigon The Enigmatic has given himself a headcrab_fillet.
[22:55:39	]Vrigon The Enigmatic has gained a 'Kavrulmuş Headcrab Fileto' #27243.
[22:55:40	]Vrigon The Enigmatic has given himself a headcrab_fillet.
[22:55:40	]Vrigon The Enigmatic has gained a 'Kavrulmuş Headcrab Fileto' #27244.
[22:55:41	]Vrigon The Enigmatic has given himself a headcrab_fillet.
[22:55:41	]Vrigon The Enigmatic has gained a 'Kavrulmuş Headcrab Fileto' #27245.
[22:55:47	][IC] Vrigon The Enigmatic: Pekala menü.
[22:55:51	]Vrigon The Enigmatic ran 'drop' on item 'Kavrulmuş Headcrab Fileto' (#27245)
[22:55:51	]Vrigon The Enigmatic has lost a 'Kavrulmuş Headcrab Fileto' #27245.
[22:55:52	]Vrigon The Enigmatic ran 'drop' on item 'Kavrulmuş Headcrab Fileto' (#27244)
[22:55:52	]Vrigon The Enigmatic has lost a 'Kavrulmuş Headcrab Fileto' #27244.
[22:55:53	]Vrigon The Enigmatic ran 'drop' on item 'Kavrulmuş Headcrab Fileto' (#27243)
[22:55:53	]Vrigon The Enigmatic has lost a 'Kavrulmuş Headcrab Fileto' #27243.
[22:55:55	]Lauv'Abrarc is fully healed.
[22:55:56	]Vrigon The Enigmatic ran 'split' on item 'Şişlenmiş Antlion Eti' (#27240)
[22:55:56	]Vrigon The Enigmatic has gained a 'Şişlenmiş Antlion Eti' #27246.
[22:56:00	]Vrigon The Enigmatic ran 'split' on item 'Şişlenmiş Antlion Eti' (#27240)
[22:56:00	]Vrigon The Enigmatic has gained a 'Şişlenmiş Antlion Eti' #27247.
[22:56:03	]Vrigon The Enigmatic entered observer.
[22:56:13	]Vrigon The Enigmatic ran 'drop' on item 'Şişlenmiş Antlion Eti' (#27247)
[22:56:13	]Vrigon The Enigmatic has lost a 'Şişlenmiş Antlion Eti' #27247.
[22:56:14	]Vrigon The Enigmatic ran 'drop' on item 'Şişlenmiş Antlion Eti' (#27246)
[22:56:14	]Vrigon The Enigmatic has lost a 'Şişlenmiş Antlion Eti' #27246.
[22:56:15	]Vrigon The Enigmatic ran 'drop' on item 'Şişlenmiş Antlion Eti' (#27240)
[22:56:15	]Vrigon The Enigmatic has lost a 'Şişlenmiş Antlion Eti' #27240.
[22:56:26	]Ferhan Şensoy ran 'Consume' on item 'Şişlenmiş Antlion Eti' (#27247)
[22:56:26	]Ferhan Şensoy has gained a level 1 long boost in Güç.
[22:56:28	]Ferhan Şensoy ran 'take' on item 'Şişlenmiş Antlion Eti' (#27240)
[22:56:28	]Ferhan Şensoy has gained a 'Şişlenmiş Antlion Eti' #27240.
[22:56:30	]Ferhan Şensoy ran 'take' on item 'Şişlenmiş Antlion Eti' (#27246)
[22:56:30	]Ferhan Şensoy has gained a 'Şişlenmiş Antlion Eti' #27246.
[22:56:30	][IC] Vrigon The Enigmatic: Calm Yourself.
[22:56:33	]Ferhan Şensoy ran 'Consume' on item 'Şişlenmiş Antlion Eti' (#27246)
