[14:34:58	]Chadatürk has connected.
[17:13:25	]Olga Yaroslav has fired a toolgun with the name: nocollideworld
[17:13:31	][LOOC] Olga Yaroslav: şey yapimmi
[17:13:33	]Furkan Dağlı used command '/PM STEAM_0:1:448976614 iyimiş bende sik sik dolanıyorum'.
[17:13:37	][LOOC] Olga Yaroslav: rahat otur yada yat 
[17:13:39	]Olga Yaroslav has fired a toolgun with the name: nocollideworld
[17:13:51	][LOOC] Olga Yaroslav: yatarken yere düşme diye şey koyim alta
[17:13:53	][LOOC] C24:RCT.YELLO-36: nası yatacam buna ben ayıptır sorması
[17:13:58	]Olga Yaroslav has spawned 'models/props_c17/FurnitureDrawer001a_Chunk06.mdl'.
[17:14:11	]Olga Yaroslav used command '/ActDown'.
[17:14:12	]Olga Yaroslav used command '/ExitAct'.
[17:14:16	][LOOC] Olga Yaroslav: at bakim
[17:14:18	][LOOC] C24:RCT.YELLO-36: MLKDŞNGHKŞLİFDMNGDFS YERE GİRİYON AMK
[17:14:21	]C24:RCT.YELLO-36 used command '/ActDown 2'.
[17:14:23	]C24:RCT.YELLO-36 used command '/ExitAct'.
[17:14:25	]Olga Yaroslav has spawned 'models/props_c17/FurnitureDrawer001a_Chunk06.mdl'.
[17:14:34	]Olga Yaroslav used command '/ActDown 2'.
[17:14:35	]Furkan Dağlı has performed the 'Craft Parçala: Boş Breen'in Suyu' action, gaining 20 experience in crafting.
[17:14:35	]Furkan Dağlı has gained a 'Plastik Çöp' #167376.
[17:14:38	]Olga Yaroslav used command '/ExitAct'.
[17:14:40	]Furkan Dağlı ran 'drop' on item 'Plastik Çöp' (#167376)
[17:14:40	]Furkan Dağlı has lost a 'Plastik Çöp' #167376.
[17:14:41	]Furkan Dağlı ran 'drop' on item 'Kırık Alıcı' (#167369)
[17:14:41	]Furkan Dağlı has lost a 'Kırık Alıcı' #167369.
[17:14:41	][LOOC] C24:RCT.YELLO-36: oldu
[17:14:44	][LOOC] Olga Yaroslav: yat bi
[17:14:48	]C24:RCT.YELLO-36 used command '/ActDown 2'.
[17:14:50	]C24:RCT.YELLO-36 used command '/ExitAct'.
[17:14:52	]C24:RCT.YELLO-36 used command '/ActDown 2'.
[17:14:57	][LOOC] Olga Yaroslav: okeydir köşeler boş oraya geçip oturursun
[17:15:00	]C24:RCT.YELLO-36 used command '/ExitAct'.
[17:15:05	]Olga Yaroslav used command '/ActSit 4'.
[17:15:07	]Olga Yaroslav used command '/ExitAct'.
[17:15:13	]C24:RCT.YELLO-36 used command '/ActSit 6'.
[17:15:17	]C24:RCT.YELLO-36 used command '/ExitAct'.
[17:15:19	]C24:RCT.YELLO-36 used command '/ActSit 7'.
[17:15:22	]C24:RCT.YELLO-36 used command '/ExitAct'.
[17:15:38	]Olga Yaroslav has spawned 'models/props_unique/showercurtain01.mdl'.
[17:15:42	]Olga Yaroslav has fired a toolgun with the name: resizer
[17:16:01	]C24:RCT.YELLO-36 used command '/ActSit 2'.
[17:16:03	]C24:RCT.YELLO-36 used command '/ExitAct'.
[17:16:08	]C24:RCT.YELLO-36 used command '/ActSit 3'.
[17:16:13	]C24:RCT.YELLO-36 used command '/ExitAct'.
[17:16:17	]Olga Yaroslav has fired a toolgun with the name: resizer
[17:16:20	]Olga Yaroslav has fired a toolgun with the name: nocollideworld
[17:16:40	]Olga Yaroslav has fired a toolgun with the name: balloon
[17:16:45	][LOOC] C24:RCT.YELLO-36: sil amk bune
[17:16:59	]Olga Yaroslav has fired a toolgun with the name: balloon
[17:17:06	][LOOC] Olga Yaroslav: normalde bura çocuk odası
[17:17:06	][LOOC] C24:RCT.YELLO-36: BMGFDKLHMGFDŞKMHF
[17:17:27	][LOOC] C24:RCT.YELLO-36: aga çocuklar fabrikada çalıştırılıyorda neyse odaya baştan girek gel
[17:17:41	]Olga Yaroslav has spawned 'models/maxofs2d/companion_doll.mdl'.
[17:17:57	]Olga Yaroslav has fired a toolgun with the name: resizer
[17:17:59	]Olga Yaroslav has fired a toolgun with the name: resizer
[17:18:07	]Olga Yaroslav has fired a toolgun with the name: nocollideworld
[17:18:28	]Olga Yaroslav used command '/Reply gel hasta rolü yap alim senide ynaımıza bizim rol uzun sürcek tek kalma'.
[17:18:35	][ME] Olga Yaroslav: Perdeyi açar
[17:18:37	][IC] Olga Yaroslav: Buyrun geçi.
[17:18:47	][IC] Olga Yaroslav: Siz uzanın geliyorum hemen.
[17:18:51	]Furkan Dağlı used command '/PM STEAM_0:1:448976614 tamam macundan dolayı midesi bozulmuş rpsi yapıcam'.
[17:18:53	][ME] C24:RCT.YELLO-36: İçinden: Olum bi yaram kanadı nereye girdim ben.
[17:18:57	][LOOC] Olga Yaroslav: çok kısa bişe yapcam umursama
[17:19:02	]Olga Yaroslav has fired a toolgun with the name: colour
[17:19:03	][IC] C24:RCT.YELLO-36: <:: Yanlış odaya gelmedik dimi? ::>
[17:19:08	][IC] Olga Yaroslav: Diğer odalar dolu.
[17:19:08	][IC] C24:RCT.YELLO-36: <:: Balon. ::>
[17:19:10	][IC] Olga Yaroslav: Tek burası var.
[17:19:15	][IC] Olga Yaroslav: Mecburen.
[17:19:23	][IC] Olga Yaroslav: Ben hemen pansuman malzemesi alıp geliyorum.
[17:19:26	][LOOC] C24:RCT.YELLO-36: LAN YATAK MORARDI AMK PURPLE GUY
[17:19:33	]Olga Yaroslav used command '/Reply +'.
[17:19:37	][IC] Olga Yaroslav: Buyrun.
[17:19:52	][IC] Furkan Dağlı: Bu her gün verilen macun yüzünden ishal oldum.
[17:19:55	][IC] Furkan Dağlı: Ve karnım ağrıyor.
[17:20:02	][IC] Olga Yaroslav: Gelin.
[17:20:16	]C24:RCT.YELLO-36 used command '/ActSit 3'.
[17:20:23	][ME] Olga Yaroslav: Perdeyi açar
[17:20:27	][IC] Olga Yaroslav: Geçin siz bekleyin gleicme.
[17:20:35	]Furkan Dağlı used command '/ActSitChair'.
[17:20:43	]Olga Yaroslav used the 'SMAB Tedarikçisi' vendor.
[17:20:46	]Olga Yaroslav has gained a 'Şırınga' #167377.
[17:20:46	]Olga Yaroslav has gained a 'Şırınga' #167378.
[17:20:47	]Olga Yaroslav has gained a 'Şırınga' #167379.
[17:20:51	]Olga Yaroslav ran 'drop' on item 'Kan Şırıngası' (#167287)
[17:20:51	]Olga Yaroslav has lost a 'Kan Şırıngası' #167287.
[17:20:52	]Olga Yaroslav used the 'SMAB Tedarikçisi' vendor.
[17:21:03	]Olga Yaroslav has gained a 'Kaliteli Yeşil Hap' #167380.
[17:21:34	]Olga Yaroslav used command '/PM c24 anasikim ölüyom rasyon alıp geliyom'.
[17:21:48	]C24:RCT.YELLO-36 used command '/PM olga aga yatak neden mor'.
[17:21:50	]Olga Yaroslav used command '/PM rct suyun varmı'.
[17:21:55	]Olga Yaroslav used command '/PM rct rasyonda yok sıçıcam yoksa'.
[17:22:03	]C24:RCT.YELLO-36 used command '/PM olga alimmi rasyon ben'.
[17:22:03	]Olga Yaroslav ran 'take' on item 'Daire Anahtarı' (#43531)
[17:22:03	]Olga Yaroslav has gained a 'Daire Anahtarı' #43531.
[17:22:09	]Olga Yaroslav used command '/PM rct çaktırmadan gel al'.
[17:22:09	]C24:RCT.YELLO-36 used command '/ExitAct'.
[17:22:10	]Olga Yaroslav opened the 'Rasyon Bölgesi Deposu' stash.
[17:22:22	]Olga Yaroslav has lost a 'Daire Anahtarı' #43531.
[17:22:22	]Olga Yaroslav has transferred a 'Daire Anahtarı' #43531 to a container with the name 'Rasyon Bölgesi Deposu' #10865.
[17:22:31	]C24:RCT.YELLO-36 has acquired his ration, gaining 0 credits, 0 wages and a civil_protection_ration ration.
[17:22:34	]Olga Yaroslav closed the 'Rasyon Bölgesi Deposu' stash.
[17:22:36	]Olga Yaroslav ran 'Open' on item 'CMRU PDA' (#163542)
[17:22:37	]Furkan Dağlı used command '/PM STEAM_0:1:448976614 zaten arkadan kurtlar vadisi izliyorum güzel zaman geçiyor'.
[17:22:46	]C24:RCT.YELLO-36 ran 'take' on item 'Sivil Koruma Rasyonu' (#167381)
[17:22:46	]C24:RCT.YELLO-36 has gained a 'Sivil Koruma Rasyonu' #167381.
[17:22:50	]Olga Yaroslav used command '/Reply okeyde sende neden benim odamın anahtarı var lan'.
[17:22:50	]Olga Yaroslav opened the 'Rasyon Bölgesi Deposu' stash.
[17:22:51	]C24:RCT.YELLO-36 used command '/PM olga aldım'.
[17:22:56	]Olga Yaroslav has lost a 'Daire Anahtarı' #43531.
[17:22:56	]Olga Yaroslav has transferred a 'Daire Anahtarı' #43531 to a container with the name 'Rasyon Bölgesi Deposu' #10865.
[17:22:57	]Olga Yaroslav closed the 'Rasyon Bölgesi Deposu' stash.
[17:23:02	]Furkan Dağlı used command '/PM STEAM_0:1:448976614 benim eski anahtar o'.
[17:23:03	]Olga Yaroslav used command '/Reply bi su atıversene'.
[17:23:12	]Furkan Dağlı used command '/PM STEAM_0:1:448976614 map değişmeden önce vardı'.
[17:23:12	]Olga Yaroslav used command '/Reply yanlış pm'.
[17:23:15	]C24:RCT.YELLO-36 ran 'Open' on item 'Sivil Koruma Rasyonu' (#167381)
[17:23:15	]C24:RCT.YELLO-36 has gained a 'Metropolice Takviyeleri' #167382.
[17:23:15	]C24:RCT.YELLO-36 has gained a 'Soda Bob Brawn' #167383.
[17:23:15	]C24:RCT.YELLO-36 has gained a '20 Kredi Kuponu' #167384.
[17:23:16	]C24:RCT.YELLO-36 ran 'drop' on item 'Soda Bob Brawn' (#167383)
[17:23:16	]C24:RCT.YELLO-36 has lost a 'Soda Bob Brawn' #167383.
[17:23:17	]Olga Yaroslav used command '/PM c24 bi su veriversene'.
[17:23:24	]C24:RCT.YELLO-36 ran 'Consume' on item 'Metropolice Takviyeleri' (#167382)
[17:23:24	]C24:RCT.YELLO-36 extended their level 3 long boost in Güç.
[17:23:27	]Olga Yaroslav used command '/Reply geliyorum sen hazırsın dimi'.
[17:23:32	]Olga Yaroslav ran 'Consume' on item 'Soda Bob Brawn' (#167383)
[17:23:32	]Olga Yaroslav has gained a level 1 long boost in Algı.
[17:23:32	]Olga Yaroslav has gained a level 2 long boost in Çeviklik.
[17:23:35	]Furkan Dağlı used command '/PM STEAM_0:1:448976614 he'.
[17:23:37	]Olga Yaroslav used command '/PM rct geç geliyorm'.
[17:23:47	]Furkan Dağlı used command '/ExitAct'.
[17:23:52	][IC] Furkan Dağlı: Huh.
[17:23:55	]Olga Yaroslav used command '/PM rct amına kodum napıyon'.
[17:23:55	][LOOC] C24:RCT.YELLO-36: mfdklgnfdg void ora mfhgkohmgfd
[17:24:04	]Furkan Dağlı used command '/ActSitChair'.
[17:24:07	]Furkan Dağlı used command '/ExitAct'.
[17:24:12	][IC] Olga Yaroslav: Siz biraz oturun mideniz bulanırsa yada kova var.
[17:24:17	][IC] Olga Yaroslav: Hemen ilgilenicem.
[17:24:24	]Furkan Dağlı used command '/ActSitChair'.
[17:24:24	]Olga Yaroslav used command '/PM rct otur'.
[17:24:29	][IC] C24:RCT.YELLO-36: <:: Ne yapayım? ::>
[17:24:36	][IC] Olga Yaroslav: Oturun veya isterseniz uzanın.
[17:24:44	][IC] C24:RCT.YELLO-36: <:: Oturim ben. ::>
[17:24:44	][ME] Olga Yaroslav: Morfini alır
[17:24:48	]C24:RCT.YELLO-36 used command '/ActSit 4'.
[17:24:49	]C24:RCT.YELLO-36 used command '/ExitAct'.
[17:24:53	]C24:RCT.YELLO-36 used command '/ActSit 3'.
[17:24:54	][IC] Olga Yaroslav: Oturun tamam.
[17:25:00	][IC] Olga Yaroslav: Kolunuzu uzatırsanız sevinirim.
[17:25:07	][IC] C24:RCT.YELLO-36: <:: Sağ sol? ::>
[17:25:11	][IC] Olga Yaroslav: Yaralı olan.
[17:25:18	][ME] C24:RCT.YELLO-36: Sağ kolunu uzatır.
[17:25:22	][ME] Olga Yaroslav: Morfinin kapağını çıkartır ve çöp kutusuna atar.
[17:25:35	][ME] Olga Yaroslav: İğneyi dikkatlice damara getirir ve iğneyi batırarak enjekte eder.
[17:25:36	][LOOC] Furkan Dağlı: gardaş biriniz su ata bilir mi sürekli susuyorum ölücem şimdi
[17:25:43	][LOOC] Olga Yaroslav: bizdede yok
[17:25:47	][LOOC] Furkan Dağlı: tamam
[17:25:50	][ME] C24:RCT.YELLO-36: Yandaki balona kilitlenir ve içinden: Lan bune
[17:25:57	]Olga Yaroslav ran 'give' on item 'Morfin' (#167290)
[17:25:57	]Olga Yaroslav has performed the 'Use Morfin' action, gaining 15 experience in medicine.
[17:25:57	]C24:RCT.YELLO-36 has gained a level 4 short boost in Güç.
[17:26:17	][IC] Olga Yaroslav: Kolunuz nasıl hissediyor şuan.
[17:26:27	][ME] C24:RCT.YELLO-36: Kolu halen uzatıyor ve balona kitlemiş duruyor..
[17:26:30	][IC] C24:RCT.YELLO-36: <:: Pardon. ::>
[17:26:36	][IT] Olga Yaroslav: Kolu morfin etkisindedir.
[17:26:38	][IC] C24:RCT.YELLO-36: <:: Kolumu hissetmiyorum. ::>
[17:26:42	][IC] Olga Yaroslav: Harika.
[17:26:46	][IC] Olga Yaroslav: Ne oldu böyle size.
[17:26:52	][IC] Olga Yaroslav: Dikişinizi yeni çıkarttık.
[17:26:56	][IC] C24:RCT.YELLO-36: <:: Evet. ::>
[17:27:05	][IC] Olga Yaroslav: Böyle giderse kolunuz komple gidebilir haberiniz olsun.
[17:27:10	]Furkan Dağlı used command '/CharDesc'.
[17:27:13	][IC] Olga Yaroslav: Kas'lar zarar görüyor sürekli.
[17:27:14	][ME] C24:RCT.YELLO-36: içinden: Kolummu gidicekmiş
[17:27:14	][IC] C24:RCT.YELLO-36: <:: Ne. ::>
[17:27:18	]Furkan Dağlı used command '/CharDesc'.
[17:27:27	][IC] Olga Yaroslav: Yani anlıyacağınız kolunuza dikkat edin.
[17:27:30	][IC] C24:RCT.YELLO-36: <:: Birisi saldırdı. ::>
[17:27:33	][IC] Olga Yaroslav: Gerekirse izin alabiliyorsanız izin alın.
[17:27:45	][ME] C24:RCT.YELLO-36: İçinden: Alabilirimde vermezler.
[17:27:47	]Olga Yaroslav ran 'combine' on item 'Prednisone (iltihaplanma)' (#167291)
[17:27:51	][IC] Furkan Dağlı: Sanırım kötü bir şey yedim.
[17:27:56	][ME] C24:RCT.YELLO-36: İçinden: Şöyle bi tatile çıksam çok iyi olur
[17:27:59	][IC] C24:RCT.YELLO-36: <:: Aynen. ::>
[17:28:07	][ME] Olga Yaroslav: Koluna yaklaşır ve önce dezenfekte bezle temizler.
[17:28:17	][ME] Olga Yaroslav: Kolundaki yarayı inceler.
[17:28:21	][IT] Olga Yaroslav: Yara ne durumda
[17:28:41	][IT] C24:RCT.YELLO-36: Yarılmış ve kanaması yavaşlamış.
[17:29:10	][IC] C24:RCT.YELLO-36: <:: Eee? ::>
[17:29:20	][IC] C24:RCT.YELLO-36: <:: Alo. ::>
[17:29:38	][ME] Olga Yaroslav: Kolundaki yarayı iyice temizledikten sonra dikiş setini tekrar eline alır.
[17:30:00	][ME] C24:RCT.YELLO-36: Dikiş setini görünce bi gerilir ve içinden: Lan yine mi..
[17:30:24	][ME] Olga Yaroslav: Dikkatlice yarasını tekrar dikmeye başlar.
[17:30:30	]Olga Yaroslav rolled 46 out of 100 (+4 from Tıp).
[17:30:30	]Olga Yaroslav used command '/SkillRoll medicine'.
[17:30:38	][IT] Olga Yaroslav: Dikebildi
[17:30:42	][IC] Olga Yaroslav: Size önerim.
[17:30:49	][IC] Olga Yaroslav: Kolunuza dikkat edin eğer kolunuzu seviyorsanız.
[17:31:00	][ME] C24:RCT.YELLO-36: Kişinin yüzüne boş boş bakar.
[17:31:02	][IC] Olga Yaroslav: Ki çokta kan kaybetmişsiniz belliki.
[17:31:11	][IC] Olga Yaroslav: Sadece kolunuz değil canınızıda aynı zamanda.
[17:31:14	][ME] C24:RCT.YELLO-36: Anlamamış gibi
[17:31:15	][IC] C24:RCT.YELLO-36: <:: Ha? ::>
[17:31:21	][IC] Olga Yaroslav: Kolunuzu diyorum.
[17:31:29	][IC] Olga Yaroslav: Zarar görmesin.
[17:31:33	][IC] C24:RCT.YELLO-36: <:: Denerim. ::>
[17:31:37	][IC] Olga Yaroslav: Gerekirse kolunuza dokunmayın.
[17:31:45	][IC] Olga Yaroslav: Gerekirse operasyona katılmayın.
[17:31:49	][IC] Olga Yaroslav: Bilmiyorum artık naparsınız.
[17:31:56	][IC] Olga Yaroslav: Ama kolunuz bu durumda devam ederse.
[17:32:02	][IC] Olga Yaroslav: Kolunuzu komple kaybedebilirsiniz.
[17:32:22	][ME] C24:RCT.YELLO-36: İçinden: Offf yine mi ya sürekli benim başıma geliyor..
[17:32:34	][ME] Olga Yaroslav: Koluna hafif dokunur
[17:32:51	][ME] Olga Yaroslav: Hafif tekrar ELİNİ cimcikler.
[17:33:01	][ME] C24:RCT.YELLO-36: Kolunu oynatmaz ve boş boş duvara bakar.
[17:33:20	][IC] Olga Yaroslav: Sanırım kolunuz halen narkoz etkisinde bir süre kalın burda nolur nolmaz.
[17:33:29	][IC] Olga Yaroslav: Kötüleşirseniz beni çağırın hemen yan odadayım.
[17:33:41	][LOOC] Olga Yaroslav: beyler yemek yicem o yüzden bir tık fast yapmam lazım
[17:33:56	][LOOC] Furkan Dağlı: istersen git ye benimkini iptal edelim
[17:33:56	]Olga Yaroslav used command '/PM rct istersen bu adamla felan rol yap ben yemek yicem sonra devam ederim'.
[17:34:02	][ME] Olga Yaroslav: Adama hapı uzatır
[17:34:04	][IC] Olga Yaroslav: Bu hapı içi.
[17:34:08	][ME] Furkan Dağlı: kişi alır
[17:34:10	][IC] Olga Yaroslav: Bİr süre bekleyin sonra kan alıcam sizden bi.
[17:34:14	]Olga Yaroslav ran 'split' on item 'Prednisone (iltihaplanma)' (#167291)
[17:34:14	]Olga Yaroslav has gained a 'Prednisone (iltihaplanma)' #167385.
[17:34:14	][IC] Furkan Dağlı: Tamam.
[17:34:16	]Olga Yaroslav ran 'drop' on item 'Prednisone (iltihaplanma)' (#167385)
[17:34:16	]Olga Yaroslav has lost a 'Prednisone (iltihaplanma)' #167385.
[17:34:19	]Furkan Dağlı ran 'use' on item 'Prednisone (iltihaplanma)' (#167385)
[17:34:19	]Furkan Dağlı has performed the 'Use Prednisone (iltihaplanma)' action, gaining 21 experience in medicine.
[17:34:19	]Furkan Dağlı was disinfected by Furkan Dağlı for 51 seconds.
[17:34:19	]Furkan Dağlı was bandaged by Furkan Dağlı for 8 HP.
[17:34:27	][IC] Olga Yaroslav: Eğer kötüleşirseniz yan odadayım.
[17:34:28	][LOOC] Furkan Dağlı: yine direk yedim boşver
[17:34:31	][IC] Furkan Dağlı: Tamam.
[17:34:32	][LOOC] Olga Yaroslav: isterseniz aranızda rol yapın
[17:34:39	]Furkan Dağlı used command '/ExitAct'.
[17:34:39	][ME] C24:RCT.YELLO-36: Ayağa kalkar ve etrafa bakar.
[17:34:40	]C24:RCT.YELLO-36 used command '/ExitAct'.
[17:34:46	][IC] C24:RCT.YELLO-36: <:: Geçmiş olsun. ::>
[17:34:49	][IC] C24:RCT.YELLO-36: <:: Senin neyin vardı. ::>
[17:34:49	][IC] Furkan Dağlı: Sizede.
[17:34:55	]Olga Yaroslav has spawned 'models/highrise/lobby_chair_01.mdl'.
[17:34:56	][IC] Furkan Dağlı: Macun yüzünden midem bozuldu.
[17:35:00	]Olga Yaroslav has spawned 'models/props/de_tides/patio_chair2.mdl'.
[17:35:03	][IC] C24:RCT.YELLO-36: <:: Harbi mi diyon. ::>
[17:35:04	]Olga Yaroslav has spawned 'models/props_interiors/furniture_chair03a.mdl'.
[17:35:06	][IC] Furkan Dağlı: He.
[17:35:10	][IC] C24:RCT.YELLO-36: <:: Geçmiş olsun. ::>
[17:35:12	]Olga Yaroslav has fired a toolgun with the name: nocollideworld
[17:35:15	][IC] C24:RCT.YELLO-36: <:: Sıkıntıymış oturda dinlen az. ::>
[17:35:19	]Olga Yaroslav used command '/ActSit 1'.
[17:35:20	]Olga Yaroslav used command '/ExitAct'.
[17:35:22	]Olga Yaroslav used command '/ActSit 2'.
[17:35:23	]Olga Yaroslav used command '/ExitAct'.
[17:35:24	][IC] Furkan Dağlı: Komik değildi.
[17:35:25	]Olga Yaroslav used command '/ActSit 2'.
[17:35:33	][IC] C24:RCT.YELLO-36: <:: Ne komik değildi. ::>
[17:35:43	][IC] Furkan Dağlı: Neyse.
[17:35:46	]Furkan Dağlı used command '/ActSitChair'.
[17:36:07	]C24:RCT.YELLO-36 used command '/ActSitWall'.
[17:36:09	][LOOC] Furkan Dağlı: bunlarda mı sende error lan
[17:36:10	]Furkan Dağlı used command '/ExitAct'.
[17:36:19	][LOOC] Furkan Dağlı: odada 2 tane error var
[17:36:20	][LOOC] C24:RCT.YELLO-36: yok sende cs s yoksa
[17:36:25	][LOOC] C24:RCT.YELLO-36: cs s indir
[17:36:27	][LOOC] Furkan Dağlı: var ama indirmedim
[17:36:33	][LOOC] Furkan Dağlı: tamam
[17:36:36	]Furkan Dağlı used command '/ActSitChair'.
[17:36:38	]C24:RCT.YELLO-36 used command '/ExitAct'.
[17:36:56	]C24:RCT.YELLO-36 used command '/ActStand 4'.
[17:37:01	][IC] C24:RCT.YELLO-36: <:: Eee. ::>
[17:37:04	][IC] C24:RCT.YELLO-36: <:: Hayat nasıl? ::>
[17:37:08	][IC] Furkan Dağlı: İyi.
[17:37:17	][IC] C24:RCT.YELLO-36: <:: Iyi. ::>
[17:37:22	][IC] C24:RCT.YELLO-36: <:: Sen ne işle uğraşıyorsun? ::>
[17:37:28	][IC] Furkan Dağlı: Çöp falan topluyorum.
[17:37:34	][IC] Furkan Dağlı: Bi mesleğim yok.
[17:37:38	][IC] C24:RCT.YELLO-36: <:: İyi senin kaç sosyal kredin var? ::>
[17:37:43	][IC] Furkan Dağlı: 83tü sanırım.
[17:37:52	][IC] C24:RCT.YELLO-36: <:: En son 90 olmuştu. ::>
[17:38:00	][IC] C24:RCT.YELLO-36: <:: Sana kırmızı kol bandı vereyim ben sonra. ::>
[17:38:03	][IC] Furkan Dağlı: Tamam.
[17:38:06	][IC] Furkan Dağlı: Güzel.
[17:38:10	][IC] C24:RCT.YELLO-36: <:: Aynen. ::>
[17:38:17	][IC] C24:RCT.YELLO-36: <:: Güzel ama dahada fazla al. ::>
[17:38:20	][IC] C24:RCT.YELLO-36: <:: Sosyal kredi. ::>
[17:38:26	][IC] Furkan Dağlı: Tabiki her gün çöp topluyorum ondan dolayı.
[17:38:29	][IC] C24:RCT.YELLO-36: <:: Daha iyi kol bandı daha iyi rasyon demektir. ::>
[17:38:40	][IC] Furkan Dağlı: Sokağı temiz tutma görevini kendime edindim.
[17:38:55	][IC] C24:RCT.YELLO-36: <:: İyimiş. ::>
[17:39:00	][IC] C24:RCT.YELLO-36: <:: Sivil korumaların gözüne gir. ::>
[17:39:00	][IC] Furkan Dağlı: Tabi bu yüzden hastalık falanda bulaşabilir.
[17:39:03	][IC] Furkan Dağlı: Dikkatli olmam gerek.
[17:39:15	][IC] C24:RCT.YELLO-36: <:: Dikatli ol enfeksiyona falan yakalanmada. ::>
[17:39:17	][IC] C24:RCT.YELLO-36: <:: Sıkıntı olmasın. ::>
[17:39:29	]C24:RCT.YELLO-36 used command '/ExitAct'.
[17:39:32	]C24:RCT.YELLO-36 used command '/ActStand 5'.
[17:39:51	][ME] C24:RCT.YELLO-36: Kafasını aşşağıya indirir ve derin bir nefes çeker.
[17:40:08	][IC] Furkan Dağlı: Eee sivil korumalık nasıl.
[17:40:51	]Olga Yaroslav has gone afk.
[17:42:51	]Olga Yaroslav used command '/ExitAct'.
[17:42:55	]Olga Yaroslav is no longer afk. Total time spent AFK: 420
[17:42:55	][LOOC] Olga Yaroslav: Geldim beler
[17:43:16	]Furkan Dağlı used command '/ExitAct'.
[17:43:16	][ME] C24:RCT.YELLO-36: Kafasını hafifce iki yana sallar ve:
[17:43:21	][IC] C24:RCT.YELLO-36: <:: Sivil korumalık. ::>
[17:43:22	][IC] C24:RCT.YELLO-36: <:: Iyi. ::>
[17:43:32	][IC] Olga Yaroslav: Konuşmanızı bölmedim umarım.
[17:43:39	][ME] Olga Yaroslav: Elinde metal bir tepsi taşıyor üstünde bir kaç malzeme var.
[17:43:44	][IC] Olga Yaroslav: Bayım siz oturun lütfen.
[17:43:50	]Furkan Dağlı used command '/ActSitChair'.
[17:44:02	][IC] Olga Yaroslav: Kolunuzu sıyırabilirmisiniz rica etsem.
[17:44:18	][ME] Furkan Dağlı: kolunu sıvar 
[17:44:39	][IC] Furkan Dağlı: O giydiğin maske nefes problemi yaratıyor mu.
[17:44:40	][IC] Furkan Dağlı: Hiç.
[17:44:41	][ME] C24:RCT.YELLO-36: Kendi kendine bir şeyler mırıldanır.
[17:44:43	][IC] C24:RCT.YELLO-36: <:: Yok ya. ::>
[17:44:56	][ME] Olga Yaroslav: Kişinin kolunu tutar ve kendine çeker.
[17:45:03	][ME] C24:RCT.YELLO-36: Şırıngayı görünce içinden: O kadar büyük şırıngamı olur lan..
[17:45:10	][ME] Olga Yaroslav: Kolunun biraz üstüne turnikeyi bağlar ve damar yolunu arar.
[17:45:16	][ME] Furkan Dağlı: kişi şırıngayı görünce yutkunur
[17:45:34	][ME] Olga Yaroslav: Damar yolunu bulduktan sonra tepsideki alkol ve batikonlu dezenfekte bezle temizler.
[17:45:49	][ME] Olga Yaroslav: İğne'yi eline alır.
[17:45:49	][LOOC] Furkan Dağlı: ben kolumdan vurulmadım alo
[17:45:55	][LOOC] Olga Yaroslav: kan alıyoruz alo
[17:46:01	][LOOC] Furkan Dağlı: hiç bilmiyom alo
[17:46:04	][IC] Olga Yaroslav: Bir sorun yok değilmi.
[17:46:11	][IC] C24:RCT.YELLO-36: <:: Böyle şırınga mı olur.. ::>
[17:46:18	][IC] Olga Yaroslav: Neden olmasın.
[17:46:24	][IC] Olga Yaroslav: Birazdan sizede gelicem merak etmeyin.
[17:46:29	][ME] Olga Yaroslav: Hafif kıkırdar
[17:46:44	][ME] Olga Yaroslav: İğneyi dikkatlice koluna yaklaştırır ve damar yoluna batırır.
[17:46:44	][ME] C24:RCT.YELLO-36: Adama bakıp hafifce kıkırdar ve kendine sıra geliceğini anlayınca hata vermiş gibi doktora bakar.
[17:46:52	][ME] Olga Yaroslav: Dikkatlice kan'ı çekmeye başlar.
[17:46:59	]Olga Yaroslav ran 'Use' on item 'Şırınga' (#167377)
[17:46:59	]Olga Yaroslav has gained a 'Kan Şırıngası' #167386.
[17:47:01	]Olga Yaroslav ran 'Use' on item 'Şırınga' (#167377)
[17:47:01	]Olga Yaroslav has gained a 'Kan Şırıngası' #167387.
[17:47:02	]Olga Yaroslav ran 'Use' on item 'Şırınga' (#167377)
[17:47:02	]Olga Yaroslav has gained a 'Kan Şırıngası' #167388.
[17:47:13	][ME] Olga Yaroslav: İğneyi dikkatlice çıkartır ve pamuğu bastırır
[17:47:18	][IC] Olga Yaroslav: Bu pamuğu bastırın lütfen.
[17:47:26	][ME] Olga Yaroslav: Turnikeyi çözer.
[17:47:43	][ME] Furkan Dağlı: sol eliyle pamuğa bastırır
[17:47:47	][IC] Olga Yaroslav: Kanı makineye koyup gelicem birim lütfen sizde geçin yerinize sizinle ilgilenicem.
[17:47:59	][IC] C24:RCT.YELLO-36: <:: Dostum. ::>
[17:48:03	][IC] Furkan Dağlı: He dinliyorum.
[17:48:04	][IC] C24:RCT.YELLO-36: <:: Şırınga acıtıyormu? ::>
[17:48:07	][ME] Olga Yaroslav: Elini okutur
[17:48:11	][IC] Furkan Dağlı: Biraz fazla büyüktü.
[17:48:15	][IC] Furkan Dağlı: Ama yani.
[17:48:18	][IC] Furkan Dağlı: Normal.
