[14:05:52	]Jaslyiaa UwU has connected.
[21:14:15	]Handschar | Leibstandarte exited observer at their location.
[21:14:16	]Handschar | Leibstandarte entered observer.
[21:14:17	]Handschar | Leibstandarte exited observer at their location.
[21:14:17	]Handschar | Leibstandarte entered observer.
[21:14:18	]Handschar | Leibstandarte exited observer at their location.
[21:14:18	]Handschar | Leibstandarte entered observer.
[21:14:26	]Handschar | Leibstandarte exited observer at their location.
[21:14:26	]Handschar | Leibstandarte entered observer.
[21:14:26	]Handschar | Leibstandarte exited observer at their location.
[21:14:27	]Handschar | Leibstandarte entered observer.
[21:14:27	]Handschar | Leibstandarte exited observer at their location.
[21:14:28	]Handschar | Leibstandarte entered observer.
[21:14:28	]Handschar | Leibstandarte exited observer at their location.
[21:14:29	]Handschar | Leibstandarte entered observer.
[21:14:29	]Handschar | Leibstandarte exited observer at their location.
[21:14:30	]Handschar | Leibstandarte entered observer.
[21:14:31	]Handschar | Leibstandarte exited observer at their location.
[21:14:31	]Handschar | Leibstandarte entered observer.
[21:14:32	]Handschar | Leibstandarte exited observer at their location.
[21:14:32	]Handschar | Leibstandarte entered observer.
[21:14:33	]Handschar | Leibstandarte exited observer at their location.
[21:14:33	]Handschar | Leibstandarte entered observer.
[21:14:34	]Handschar | Leibstandarte exited observer at their location.
[21:14:34	]Handschar | Leibstandarte entered observer.
[21:14:36	]Handschar | Leibstandarte exited observer at their location.
[21:14:37	]Handschar | Leibstandarte entered observer.
[21:14:37	]Handschar | Leibstandarte exited observer at their location.
[21:14:38	]Handschar | Leibstandarte entered observer.
[21:14:39	]Handschar | Leibstandarte exited observer at their location.
[21:14:39	]Handschar | Leibstandarte entered observer.
[21:14:40	]Handschar | Leibstandarte exited observer at their location.
[21:14:40	]Handschar | Leibstandarte entered observer.
[21:14:41	]Handschar | Leibstandarte exited observer at their location.
[21:16:23	]Handschar | Leibstandarte entered observer.
[21:16:24	]Handschar | Leibstandarte exited observer at their location.
[21:16:24	]Handschar | Leibstandarte entered observer.
[21:16:24	]Handschar | Leibstandarte exited observer at their location.
[21:16:25	]Handschar | Leibstandarte entered observer.
[21:16:25	]Handschar | Leibstandarte exited observer at their location.
[21:16:26	]Handschar | Leibstandarte entered observer.
[21:16:26	]Handschar | Leibstandarte exited observer at their location.
[21:16:34	]Handschar | Leibstandarte entered observer.
[21:16:35	]Handschar | Leibstandarte exited observer at their location.
[21:16:36	]Handschar | Leibstandarte entered observer.
[21:16:37	]Handschar | Leibstandarte exited observer at their location.
[21:16:37	]Handschar | Leibstandarte entered observer.
[21:16:38	]Handschar | Leibstandarte exited observer at their location.
[21:16:44	]Handschar | Leibstandarte entered observer.
[21:16:47	]Handschar | Leibstandarte exited observer at their location.
[21:16:48	]Handschar | Leibstandarte entered observer.
[21:16:48	]Handschar | Leibstandarte exited observer at their location.
[21:16:49	]Handschar | Leibstandarte entered observer.
[21:16:49	]Handschar | Leibstandarte exited observer at their location.
[21:16:50	]Handschar | Leibstandarte entered observer.
[21:16:50	]Handschar | Leibstandarte exited observer at their location.
[21:16:51	]Handschar | Leibstandarte entered observer.
[21:16:58	]Handschar | Leibstandarte exited observer at their location.
[21:16:58	]Handschar | Leibstandarte entered observer.
[21:16:59	]Handschar | Leibstandarte exited observer at their location.
[21:17:00	]Handschar | Leibstandarte entered observer.
[21:17:00	]Handschar | Leibstandarte exited observer at their location.
[21:17:01	]Handschar | Leibstandarte entered observer.
[21:17:01	]Handschar | Leibstandarte exited observer at their location.
[21:17:02	]Handschar | Leibstandarte entered observer.
[21:17:02	]Handschar | Leibstandarte exited observer at their location.
[21:17:07	]Handschar | Leibstandarte used command '/ActSit'.
[21:17:08	][IC] Handschar | Leibstandarte: X.
[21:17:10	]Handschar | Leibstandarte entered observer.
[21:17:24	]Handschar | Leibstandarte exited observer at their location.
[21:17:25	]Handschar | Leibstandarte entered observer.
[21:17:26	]Handschar | Leibstandarte exited observer at their location.
[21:17:26	]Handschar | Leibstandarte entered observer.
[21:17:28	]Handschar | Leibstandarte exited observer at their location.
[21:17:29	]Handschar | Leibstandarte entered observer.
[21:17:29	]Handschar | Leibstandarte exited observer at their location.
[21:17:30	]Handschar | Leibstandarte entered observer.
[21:17:31	]Handschar | Leibstandarte exited observer at their location.
[21:17:32	]Handschar | Leibstandarte entered observer.
[21:17:32	]Handschar | Leibstandarte exited observer at their location.
[21:17:33	]Handschar | Leibstandarte entered observer.
[21:17:35	]Handschar | Leibstandarte exited observer at their location.
[21:17:36	]Handschar | Leibstandarte entered observer.
[21:17:37	]Handschar | Leibstandarte exited observer at their location.
[21:17:37	]Handschar | Leibstandarte entered observer.
[21:17:38	]Handschar | Leibstandarte exited observer at their location.
[21:17:39	]Handschar | Leibstandarte entered observer.
[21:17:39	]Handschar | Leibstandarte exited observer at their location.
[21:17:40	]Handschar | Leibstandarte entered observer.
[21:17:40	]Handschar | Leibstandarte exited observer at their location.
[21:17:42	]Handschar | Leibstandarte entered observer.
[21:17:42	]Handschar | Leibstandarte exited observer at their location.
[21:17:42	]Handschar | Leibstandarte entered observer.
[21:17:43	]Handschar | Leibstandarte exited observer at their location.
[21:18:14	]Handschar | Leibstandarte entered observer.
[21:18:15	]Handschar | Leibstandarte exited observer at their location.
[21:18:16	]Handschar | Leibstandarte entered observer.
[21:18:16	]Handschar | Leibstandarte exited observer at their location.
[21:18:17	]Handschar | Leibstandarte entered observer.
[21:18:17	]Handschar | Leibstandarte exited observer at their location.
[21:18:18	]Handschar | Leibstandarte entered observer.
[21:18:19	]Handschar | Leibstandarte exited observer at their location.
[21:18:19	]Handschar | Leibstandarte entered observer.
[21:18:19	]Handschar | Leibstandarte exited observer at their location.
[21:18:20	]Handschar | Leibstandarte entered observer.
[21:18:26	]Handschar | Leibstandarte exited observer at their location.
[21:18:43	]Handschar | Leibstandarte is fully healed.
[21:18:54	]Handschar | Leibstandarte entered observer.
[21:18:55	]Handschar | Leibstandarte exited observer at their location.
[21:18:55	]Handschar | Leibstandarte entered observer.
[21:18:56	]Handschar | Leibstandarte exited observer at their location.
[21:18:57	]Handschar | Leibstandarte entered observer.
[21:18:57	]Handschar | Leibstandarte exited observer at their location.
[21:18:58	]Handschar | Leibstandarte entered observer.
[21:18:58	]Handschar | Leibstandarte exited observer at their location.
[21:18:58	]Handschar | Leibstandarte entered observer.
[21:18:59	]Handschar | Leibstandarte exited observer at their location.
[21:19:00	]Handschar | Leibstandarte entered observer.
[21:19:00	]Handschar | Leibstandarte exited observer at their location.
[21:19:01	]Handschar | Leibstandarte entered observer.
[21:19:01	]Handschar | Leibstandarte exited observer at their location.
[21:19:02	]Handschar | Leibstandarte entered observer.
[21:19:02	]Handschar | Leibstandarte exited observer at their location.
[21:19:03	]Handschar | Leibstandarte entered observer.
[21:19:03	]Handschar | Leibstandarte exited observer at their location.
[21:19:03	]Handschar | Leibstandarte entered observer.
[21:19:04	]Handschar | Leibstandarte exited observer at their location.
[21:19:04	]Handschar | Leibstandarte entered observer.
[21:19:05	]Handschar | Leibstandarte exited observer at their location.
[21:19:20	]Handschar | Leibstandarte entered observer.
[21:19:20	]Handschar | Leibstandarte exited observer at their location.
[21:19:21	]Handschar | Leibstandarte entered observer.
[21:19:21	]Handschar | Leibstandarte exited observer at their location.
[21:19:22	]Handschar | Leibstandarte entered observer.
[21:19:22	]Handschar | Leibstandarte exited observer at their location.
[21:19:23	]Handschar | Leibstandarte entered observer.
[21:19:23	]Handschar | Leibstandarte exited observer at their location.
[21:19:24	]Handschar | Leibstandarte entered observer.
[21:19:24	]Handschar | Leibstandarte exited observer at their location.
[21:19:25	]Handschar | Leibstandarte entered observer.
[21:19:25	]Handschar | Leibstandarte exited observer at their location.
[21:19:26	]Handschar | Leibstandarte entered observer.
[21:19:27	]Handschar | Leibstandarte exited observer at their location.
[21:19:30	]Handschar | Leibstandarte entered observer.
[21:19:30	]Handschar | Leibstandarte exited observer at their location.
[21:19:31	]Handschar | Leibstandarte entered observer.
[21:19:31	]Handschar | Leibstandarte exited observer at their location.
[21:19:31	]Handschar | Leibstandarte entered observer.
[21:19:32	]Handschar | Leibstandarte exited observer at their location.
[21:19:33	]Handschar | Leibstandarte entered observer.
[21:19:33	]Handschar | Leibstandarte exited observer at their location.
[21:19:34	]Handschar | Leibstandarte entered observer.
[21:19:35	]Handschar | Leibstandarte exited observer at their location.
[21:19:36	]Handschar | Leibstandarte entered observer.
[21:19:36	]Handschar | Leibstandarte exited observer at their location.
[21:20:46	]Handschar | Leibstandarte entered observer.
[21:21:01	]Handschar | Leibstandarte exited observer at their location.
[21:21:02	]Handschar | Leibstandarte entered observer.
[21:21:23	]Handschar | Leibstandarte exited observer at their location.
[21:21:23	]Handschar | Leibstandarte entered observer.
[21:21:24	]Handschar | Leibstandarte exited observer at their location.
[21:21:25	]Handschar | Leibstandarte entered observer.
[21:21:30	]Handschar | Leibstandarte exited observer at their location.
[21:21:31	]Handschar | Leibstandarte entered observer.
[21:21:40	]Handschar | Leibstandarte exited observer at their location.
[21:21:41	]Handschar | Leibstandarte entered observer.
[21:21:51	]Handschar | Leibs (STEAM_0:1:549390708) has disconnected.
[22:13:15	]Kadim Dost SvJ has connected.
[22:13:57	]Kadim Dost SvJ loaded the character 'Keskin Çaycı'
[22:14:36	]Keskin Çaycı opened the 'Buzdolabı' #10442 container.
[22:14:40	]Keskin Çaycı closed the 'Buzdolabı' #10442 container.
[22:17:35	]Keskin Çaycı ran 'Unlock' on item 'Daire Anahtarı' (#166514)
[22:17:41	]Keskin Çaycı ran 'Lock' on item 'Daire Anahtarı' (#166514)
[22:17:54	]Keskin Çaycı has acquired his ration, gaining 0 credits, 0 wages and a ration ration.
[22:18:09	]Keskin Çaycı ran 'Open' on item 'Rasyon' (#166726)
[22:18:09	]Keskin Çaycı has gained a 'Yapay Macun' #166727.
[22:18:09	]Keskin Çaycı has gained a 'Breen Suyu' #166728.
[22:18:09	]Keskin Çaycı has gained a '15 Kredi Kuponu' #166729.
[22:19:16	]Keskin Çaycı ran 'Consume' on item 'Yapay Macun' (#166727)
[22:19:16	]Keskin Çaycı has gained a 'Boş Kavanoz' #166730.
[22:20:19	]Keskin Çaycı has gained level 6 in the Hız skill.
[22:20:25	]Keskin Çaycı opened the 'Gecekondu Kişisel Depo' stash.
[22:20:39	]Keskin Çaycı closed the 'Gecekondu Kişisel Depo' stash.
[22:20:44	]Keskin Çaycı opened the 'Gecekondu Kişisel Depo' stash.
[22:20:47	]Keskin Çaycı closed the 'Gecekondu Kişisel Depo' stash.
[22:20:55	]Keskin Çaycı opened the 'Gecekondu Kişisel Depo' stash.
[22:20:58	]Keskin Çaycı has lost a 'M40 Gaz Maskesi' #54247.
[22:20:58	]Keskin Çaycı has transferred a 'M40 Gaz Maskesi' #54247 to a container with the name 'Gecekondu Kişisel Depo' #4905.
[22:20:59	]Keskin Çaycı closed the 'Gecekondu Kişisel Depo' stash.
[22:21:02	]Keskin Çaycı ran 'Equip' on item 'Hatchet' (#41849)
[22:22:14	]Keskin Çaycı ran 'take' on item 'Boş Plastik Sürahi' (#166731)
[22:22:14	]Keskin Çaycı has gained a 'Boş Plastik Sürahi' #166731.
[22:22:17	]Keskin Çaycı ran 'take' on item 'Ahşap Tahta' (#166732)
[22:22:17	]Keskin Çaycı has gained a 'Ahşap Tahta' #166732.
[22:22:38	]Barış has connected.
[22:22:45	]Keskin Çaycı ran 'take' on item 'Boş Votka Şişesi' (#166733)
[22:22:45	]Keskin Çaycı has gained a 'Boş Votka Şişesi' #166733.
[22:22:46	]Keskin Çaycı ran 'take' on item 'Elektronik devreler' (#166734)
[22:22:46	]Keskin Çaycı has gained a 'Elektronik devreler' #166734.
[22:22:55	]Keskin Çaycı ran 'take' on item 'Plastik Levhalar' (#166735)
[22:22:55	]Keskin Çaycı has gained a 'Plastik Levhalar' #166735.
[22:23:26	]Keskin Çaycı ran 'take' on item 'Boş Kahverengi Şişe' (#166736)
[22:23:26	]Keskin Çaycı has gained a 'Boş Kahverengi Şişe' #166736.
[22:23:28	]Keskin Çaycı ran 'take' on item 'Yapıştırıcı' (#166737)
[22:23:28	]Keskin Çaycı has gained a 'Yapıştırıcı' #166737.
[22:24:23	]Keskin Çaycı ran 'take' on item 'Bilgisayar Parçaları' (#161915)
[22:24:23	]Keskin Çaycı has gained a 'Bilgisayar Parçaları' #161915.
[22:24:55	]Keskin Çaycı ran 'take' on item 'Bez Paçavralar' (#165720)
[22:24:55	]Keskin Çaycı has gained a 'Bez Paçavralar' #165720.
[22:25:02	]Keskin Çaycı ran 'take' on item 'Plastik Çöp' (#166739)
[22:25:02	]Keskin Çaycı has gained a 'Plastik Çöp' #166739.
[22:25:03	]Keskin Çaycı ran 'take' on item 'Boş Süt Kartonu' (#166738)
[22:25:03	]Keskin Çaycı has gained a 'Boş Süt Kartonu' #166738.
[22:25:05	]Keskin Çaycı ran 'take' on item 'Yapıştırıcı' (#166740)
[22:25:19	]Keskin Çaycı has performed the 'Craft Parçala: Vodka Şişesi' action, gaining 20 experience in crafting.
[22:25:20	]Keskin Çaycı has gained a 'Cam kırıkları' #166741.
[22:25:22	]Keskin Çaycı has performed the 'Craft Parçala: Boş Plastik Sürahi' action, gaining 20 experience in crafting.
[22:25:25	]Keskin Çaycı has performed the 'Craft Parçala: Boş Kavanoz' action, gaining 20 experience in crafting.
[22:25:28	]Keskin Çaycı has performed the 'Craft Parçala: Boş Kahverengi Şişe' action, gaining 20 experience in crafting.
[22:25:31	]Keskin Çaycı has performed the 'Craft Parçala: Boş Süt Kartonu' action, gaining 25 experience in crafting.
[22:25:34	]Keskin Çaycı ran 'drop' on item 'Bilgisayar Parçaları' (#161915)
[22:25:34	]Keskin Çaycı has lost a 'Bilgisayar Parçaları' #161915.
[22:25:44	]Keskin Çaycı destroyed a 'Bilgisayar Parçaları' #161915.
[22:25:50	]Keskin Çaycı ran 'drop' on item 'Cam kırıkları' (#166741)
[22:25:50	]Keskin Çaycı has lost a 'Cam kırıkları' #166741.
[22:25:52	]Keskin Çaycı destroyed a 'Cam kırıkları' #166741.
[22:25:56	]Keskin Çaycı ran 'drop' on item 'Ahşap Tahta' (#166732)
[22:25:56	]Keskin Çaycı has lost a 'Ahşap Tahta' #166732.
[22:25:59	]Keskin Çaycı ran 'drop' on item 'Plastik Çöp' (#166739)
[22:25:59	]Keskin Çaycı has lost a 'Plastik Çöp' #166739.
[22:26:01	]Keskin Çaycı destroyed a 'Plastik Çöp' #166739.
[22:26:02	]Keskin Çaycı destroyed a 'Ahşap Tahta' #166732.
[22:26:58	]Keskin Çaycı destroyed a 'Bitki Saksısı' #164632.
[22:27:05	]Keskin Çaycı destroyed a 'Bitki Saksısı' #166742.
[22:27:41	]Keskin Çaycı opened the 'Buzdolabı' #10432 container.
[22:27:42	]Keskin Çaycı closed the 'Buzdolabı' #10432 container.
[22:27:43	]Keskin Çaycı opened the 'Buzdolabı' #10432 container.
[22:27:46	]Keskin Çaycı closed the 'Buzdolabı' #10432 container.
[22:27:56	]Keskin Çaycı ran 'take' on item 'Boş Votka Şişesi' (#166743)
[22:27:56	]Keskin Çaycı has gained a 'Boş Votka Şişesi' #166743.
[22:29:09	]Keskin Çaycı ran 'take' on item 'Boş Kahverengi Şişe' (#165136)
[22:29:09	]Keskin Çaycı has gained a 'Boş Kahverengi Şişe' #165136.
[22:29:14	]Keskin Çaycı ran 'take' on item 'Demir' (#166746)
[22:29:14	]Keskin Çaycı has gained a 'Demir' #166746.
[22:29:15	]Keskin Çaycı ran 'take' on item 'Bez Paçavralar' (#166745)
[22:29:15	]Keskin Çaycı has gained a 'Bez Paçavralar' #166745.
[22:29:16	]Keskin Çaycı ran 'take' on item 'Boş Plastik Sürahi' (#166744)
[22:29:16	]Keskin Çaycı has gained a 'Boş Plastik Sürahi' #166744.
[22:29:18	]Keskin Çaycı ran 'combine' on item 'Bez Paçavralar' (#165720)
[22:29:27	]Keskin Çaycı has taken 1 damage from env_fire.
[22:29:34	]Keskin Çaycı has gained level 7 in the Hız skill.
[22:29:53	]Keskin Çaycı ran 'take' on item 'Araba Aküsü' (#166722)
[22:29:53	]Keskin Çaycı has gained a 'Araba Aküsü' #166722.
[22:29:56	]Keskin Çaycı ran 'take' on item 'Buzdolabı Kapağı' (#166721)
[22:31:05	]Keskin Çaycı ran 'take' on item 'Çivi Kutusu' (#166748)
[22:31:05	]Keskin Çaycı has gained a 'Çivi Kutusu' #166748.
[22:31:06	]Keskin Çaycı ran 'take' on item 'Vida Kutusu' (#166749)
[22:31:06	]Keskin Çaycı has gained a 'Vida Kutusu' #166749.
[22:31:07	]Keskin Çaycı ran 'take' on item 'Boş Kahverengi Şişe' (#166747)
[22:31:07	]Keskin Çaycı has gained a 'Boş Kahverengi Şişe' #166747.
[22:31:52	]Barış loaded the character 'Ahmet Çakar'
[22:32:06	]Keskin Çaycı has taken 10 damage from worldspawn.
[22:32:18	]Ahmet Çakar used command '/ActStand 4'.
[22:32:20	]Ahmet Çakar used command '/ExitAct'.
[22:32:27	]Keskin Çaycı ran 'use' on item 'El Yapımı Bandaj Rulosu' (#166701)
[22:32:27	]Keskin Çaycı has performed the 'Use El Yapımı Bandaj Rulosu' action, gaining 10 experience in medicine.
[22:32:27	]Keskin Çaycı was bandaged by Keskin Çaycı for 11 HP.
[22:32:29	]Keskin Çaycı ran 'use' on item 'El Yapımı Bandaj Rulosu' (#166701)
[22:32:29	]Keskin Çaycı has performed the 'Use El Yapımı Bandaj Rulosu' action, gaining 10 experience in medicine.
[22:32:29	]Keskin Çaycı was bandaged by Keskin Çaycı for 11 HP.
[22:33:37	]Keskin Çaycı ran 'take' on item 'Cam kırıkları' (#166751)
[22:33:37	]Keskin Çaycı has gained a 'Cam kırıkları' #166751.
[22:33:38	]Keskin Çaycı ran 'take' on item 'Demir' (#166752)
[22:33:44	]Keskin Çaycı ran 'drop' on item 'Cam kırıkları' (#166751)
[22:33:44	]Keskin Çaycı has lost a 'Cam kırıkları' #166751.
[22:33:47	]Keskin Çaycı ran 'take' on item 'Demir' (#166752)
[22:33:47	]Keskin Çaycı has gained a 'Demir' #166752.
[22:33:49	]Keskin Çaycı ran 'combine' on item 'Demir' (#166746)
[22:35:16	]Keskin Çaycı opened the 'Çöp Kutusu' #10952 container.
[22:35:19	]Keskin Çaycı closed the 'Çöp Kutusu' #10952 container.
[22:35:29	]Keskin Çaycı has performed the 'Craft Parçala: Vodka Şişesi' action, gaining 20 experience in crafting.
[22:35:29	]Keskin Çaycı has gained a 'Cam kırıkları' #166753.
[22:35:33	]Keskin Çaycı has performed the 'Craft Parçala: Boş Plastik Sürahi' action, gaining 20 experience in crafting.
[22:35:33	]Keskin Çaycı has gained a 'Plastik Çöp' #166754.
[22:35:36	]Keskin Çaycı has performed the 'Craft Parçala: Boş Kahverengi Şişe' action, gaining 20 experience in crafting.
[22:35:38	]Keskin Çaycı has performed the 'Craft Parçala: Boş Kahverengi Şişe' action, gaining 20 experience in crafting.
[22:35:44	]Keskin Çaycı ran 'drop' on item 'Plastik Çöp' (#166754)
[22:35:44	]Keskin Çaycı has lost a 'Plastik Çöp' #166754.
[22:36:12	]Keskin Çaycı destroyed a 'Plastik Çöp' #166754.
[22:36:31	]Keskin Çaycı destroyed a 'Eski Lastik' #166705.
[22:37:12	][IC] Ahmet Çakar: Baltanı sakla.
[22:37:14	][IC] Ahmet Çakar: Görürlerse.
[22:37:17	][IC] Ahmet Çakar: Kafana sıkarlar.
[22:37:32	][IC] Ahmet Çakar: Alo.
[22:37:39	]Keskin Çaycı ran 'EquipUn' on item 'Hatchet' (#41849)
[22:37:46	]Ahmet Çakar ran 'take' on item 'Tarihi Geçmiş Muz' (#154044)
[22:37:46	]Ahmet Çakar has gained a 'Tarihi Geçmiş Muz' #154044.
[22:37:48	]Ahmet Çakar ran 'Consume' on item 'Tarihi Geçmiş Muz' (#154044)
[22:37:56	]Keskin Çaycı ran 'Use' on item '15 Kredi Kuponu' (#166729)
[22:37:58	]Keskin Çaycı has used a coupon at a ration dispenser, gaining 15 credits.
[22:38:21	]Ahmet Çakar opened the 'Rasyon Bölgesi Deposu' stash.
[22:38:21	]Ahmet Çakar closed the 'Rasyon Bölgesi Deposu' stash.
[22:38:23	]Ahmet Çakar opened the 'Rasyon Bölgesi Deposu' stash.
[22:38:26	]Ahmet Çakar closed the 'Rasyon Bölgesi Deposu' stash.
[22:39:21	]Barış has unloaded their "Ahmet Çakar" character.
[22:39:24	]Barış loaded the character 'C24:i5.(X)KING-19'
[22:40:19	]C24:i5.(X)KING-19 used command '/ActStand 4'.
[22:40:25	]Handschar | Leibs has connected.
[22:41:23	]C24:i5.(X)KING-19 used command '/ExitAct'.
[22:41:25	]C24:i5.(X)KING-19 used command '/ActSit'.
[22:41:28	]C24:i5.(X)KING-19 used command '/CharFallOver'.
[22:41:28	]C24:i5.(X)KING-19 has taken 50 damage from worldspawn.
[22:41:28	]C24:i5.(X)KING-19 has gained a '17rnd USP Magazine' #165801.
[22:41:31	]Barış has unloaded their "C24:i5.(X)KING-19" character.
[22:41:34	]Barış loaded the character 'C24:i5.(X)KING-19'
[22:41:46	]C24:i5.(X)KING-19 used command '/ActStand 4'.
[22:42:31	]Keskin Çaycı ran 'Unlock' on item 'Daire Anahtarı' (#166514)
[22:42:37	]Keskin Çaycı opened the 'Buzdolabı' #10442 container.
[22:42:37	]Keskin Çaycı closed the 'Buzdolabı' #10442 container.
[22:42:38	]Keskin Çaycı opened the 'Buzdolabı' #10442 container.
[22:42:41	]Handschar | Leibs loaded the character 'C24:i3.KING-20'
[22:42:43	]Keskin Çaycı has gained a 'Dükkan Anahtarı' #42696 from a container with the name 'Buzdolabı' #10442.
[22:42:43	]C24:i5.(X)KING-19 ran 'Equip' on item 'CV-2000 Şok Çubuğu' (#165785)
[22:42:44	]C24:i5.(X)KING-19 ran 'Equip' on item 'Combine PDA' (#165786)
[22:42:46	]C24:i5.(X)KING-19 ran 'Equip' on item 'HK USP .45' (#165784)
[22:42:47	]C24:i5.(X)KING-19 ran 'EquipUn' on item 'Combine PDA' (#165786)
[22:42:48	]C24:i5.(X)KING-19 ran 'EquipUn' on item 'HK USP .45' (#165784)
[22:42:49	]Keskin Çaycı closed the 'Buzdolabı' #10442 container.
[22:42:50	]C24:i5.(X)KING-19 ran 'Equip' on item 'HK USP .45' (#165784)
[22:42:50	]C24:i5.(X)KING-19 ran 'Equip' on item 'Combine PDA' (#165786)
[22:42:55	]Keskin Çaycı ran 'Lock' on item 'Daire Anahtarı' (#166514)
[22:42:57	]Keskin Çaycı ran 'Lock' on item 'Daire Anahtarı' (#166514)
[22:43:27	]Keskin Çaycı has gained level 8 in the Hız skill.
[22:45:23	]C24:i5.(X)KING-19 used command '/ExitAct'.
[22:45:35	][IC] Keskin Çaycı: Hocam ben de böyle bir anahtar var da bunu ne yapacağım ben.
[22:45:43	]Keskin Çaycı ran 'drop' on item 'Dükkan Anahtarı' (#42696)
[22:45:43	]Keskin Çaycı has lost a 'Dükkan Anahtarı' #42696.
[22:45:45	][IC] C24:i5.(X)KING-19: <:: Nasıl bir anahtar. ::>
[22:45:49	]C24:i5.(X)KING-19 ran 'take' on item 'Dükkan Anahtarı' (#42696)
[22:45:49	]C24:i5.(X)KING-19 has gained a 'Dükkan Anahtarı' #42696.
[22:45:51	][IC] Keskin Çaycı: Bu.
[22:45:57	][IC] C24:i5.(X)KING-19: <:: Tamam nerden buldun? ::>
[22:46:08	][IC] Keskin Çaycı: Yerde.
[22:46:15	][IC] C24:i5.(X)KING-19: <:: Tamam, kol bandın nerde? ::>
[22:46:21	]Keskin Çaycı ran 'Equip' on item 'Açık Gri Kol Bandı' (#61127)
[22:46:26	][IC] Keskin Çaycı: Burda.
[22:46:33	][IC] C24:i5.(X)KING-19: <:: Iyi doğrula. ::>
[22:46:44	][IC] C24:i5.(X)KING-19: <:: Doğrula. ::>
[22:46:45	]Keskin Çaycı used command '/ID'.
[22:46:48	]C24:i5.(X)KING-19 used command '/Datafile Keskin çay'.
[22:46:58	][IC] C24:i5.(X)KING-19: <:: Gidebilirsin. ::>
[22:47:12	]C24:i5.(X)KING-19 ran 'drop' on item 'Dükkan Anahtarı' (#42696)
[22:47:12	]C24:i5.(X)KING-19 has lost a 'Dükkan Anahtarı' #42696.
[22:47:13	]C24:i5.(X)KING-19 destroyed a 'Dükkan Anahtarı' #42696.
[22:47:17	]C24:i5.(X)KING-19 used command '/ActStand 4'.
[22:48:11	]C24:i3.KING-20 has gone afk.
[22:49:08	]C24:i5.(X)KING-19 used command '/SC tac-3'.
[22:49:17	]Keskin Çaycı ran 'Unlock' on item 'Daire Anahtarı' (#166514)
[22:49:22	]Keskin Çaycı opened the 'Buzdolabı' #10442 container.
[22:49:27	]Keskin Çaycı ran 'combine' on item 'Çivi Kutusu' (#166478)
[22:49:29	]Keskin Çaycı ran 'combine' on item 'Vida Kutusu' (#166490)
[22:49:33	]Keskin Çaycı ran 'combine' on item 'Plastik Levhalar' (#166466)
[22:49:35	]Keskin Çaycı ran 'combine' on item 'Bez Paçavralar' (#165720)
[22:49:37	]Keskin Çaycı has transferred a 'Bez Paçavralar' #165720 to a container with the name 'Buzdolabı' #10442.
[22:49:40	]Keskin Çaycı ran 'combine' on item 'Plastik Çöp' (#166694)
[22:49:45	]Keskin Çaycı ran 'combine' on item 'Yapıştırıcı' (#159698)
[22:50:04	]Keskin Çaycı has transferred a 'Araba Aküsü' #166722 to a container with the name 'Buzdolabı' #10442.
[22:50:07	]Keskin Çaycı ran 'combine' on item 'Demir' (#166481)
[22:50:09	]Keskin Çaycı ran 'combine' on item 'Elektronik devreler' (#166489)
[22:50:10	]Keskin Çaycı ran 'combine' on item 'Cam kırıkları' (#166659)
[22:50:18	]Keskin Çaycı has gained a 'Water Canteen' #163714 from a container with the name 'Buzdolabı' #10442.
[22:50:22	]Keskin Çaycı ran 'drinkquench' on item 'Water Canteen' (#163714)
[22:50:23	]Keskin Çaycı ran 'drink' on item 'Water Canteen' (#163714)
[22:50:27	]Keskin Çaycı ran 'Convert' on item 'Breen Suyu' (#166728)
[22:50:27	]Keskin Çaycı has gained a 'Su İşçiliği' #166755.
[22:50:34	]Keskin Çaycı ran 'Convert' on item 'Su İşçiliği' (#166755)
[22:50:34	]Keskin Çaycı has gained a 'Breen Suyu' #166756.
[22:50:39	]Keskin Çaycı ran 'Convert' on item 'Breen Suyu' (#166756)
[22:50:40	]Keskin Çaycı has gained a 'Su İşçiliği' #166757.
[22:50:51	]Keskin Çaycı ran 'fill' on item 'Water Canteen' (#163714)
[22:50:53	]Keskin Çaycı ran 'filtrate' on item 'Water Canteen' (#163714)
[22:50:56	]Keskin Çaycı ran 'empty' on item 'Water Canteen' (#163714)
[22:50:58	]Keskin Çaycı ran 'drinkquench' on item 'Water Canteen' (#163714)
[22:50:59	]Keskin Çaycı ran 'drink' on item 'Water Canteen' (#163714)
[22:51:03	]Keskin Çaycı has gained a 'Su Isıtıcısı' #164951 from a container with the name 'Buzdolabı' #10442.
[22:51:09	]Keskin Çaycı ran 'drinkquench' on item 'Water Canteen' (#163714)
[22:51:11	]Keskin Çaycı ran 'empty' on item 'Water Canteen' (#163714)
[22:51:13	]Keskin Çaycı ran 'empty' on item 'Water Canteen' (#163714)
[22:51:14	]Keskin Çaycı ran 'fill' on item 'Water Canteen' (#163714)
[22:51:16	]Keskin Çaycı ran 'filtrate' on item 'Water Canteen' (#163714)
[22:51:23	]Keskin Çaycı ran 'Convert' on item 'Su İşçiliği' (#166757)
[22:51:23	]Keskin Çaycı has gained a 'Breen Suyu' #166758.
[22:51:27	]Keskin Çaycı ran 'Convert' on item 'Breen Suyu' (#166758)
[22:51:27	]Keskin Çaycı has gained a 'Su İşçiliği' #166759.
