[16:02:48	]Hacı emmi has connected.
[23:01:47	]C24:RCT.YELLO-23 is admin-searching C24:i5.TAP-54's inventory.
[23:01:47	]C24:RCT.YELLO-23 has used a context menu option with the name: ixviewinventory
[23:01:49	]C24:RCT.YELLO-23 has closed C24:i5.TAP-54's inventory.
[23:01:52	]C24:i5.TAP-54 ran 'EquipUn' on item 'CV-2000 Şok Çubuğu' (#157226)
[23:01:52	]C24:i5.TAP-54 ran 'EquipUn' on item 'HK USP .45' (#164522)
[23:01:52	]C24:i5.TAP-54 has gained a '17rnd USP Magazine' #164536.
[23:01:56	]C24:i5.TAP-54 ran 'EquipUn' on item 'Combine PDA' (#152571)
[23:01:59	][LOOC] C24:RCT.YELLO-23: çekil yatam
[23:02:04	]C24:RCT.YELLO-23 used command '/ActDown 3'.
[23:02:09	][ME] C24:i5.TAP-54: Jopunu dolaba bırakır
[23:02:11	]C24:RCT.YELLO-23 used command '/PM 54 gel şimdi'.
[23:02:15	]C24:i3.KING-20 exited observer at their location.
[23:02:16	][ME] C24:i5.TAP-54: Sİlahı kılıftan alıp beline asar.
[23:02:17	]C24:i3.KING-20 entered observer.
[23:02:31	][IC] C24:i5.TAP-54: Anlaşılan üniformanı çok beğendin.
[23:02:35	]C24:i5.TAP-54 used command '/ActDown 3'.
[23:02:43	][IC] C24:RCT.YELLO-23: Sıradan halim.
[23:02:48	][ME] C24:i5.TAP-54: Kişinin dudağından öper ve geri çekilir ardından gözünü kapatır
[23:02:54	][LOOC] C24:i5.TAP-54: erp izni
[23:03:00	][LOOC] C24:RCT.YELLO-23: yasak olm
[23:03:06	][LOOC] C24:i5.TAP-54: leibs izliyosan amk
[23:03:13	]C24:RCT.YELLO-23 used command '/Mentor YA LEİB SİKECEM KOYMA ŞU ZOMBİLERİ YA'.
[23:03:17	]C24:RCT.YELLO-23 used command '/Mentor KOYMA AMK SESİ GELİYO'.
[23:03:19	]C24:i3.KING-20 used command '/Mentor koymadım'.
[23:03:22	]C24:i3.KING-20 used command '/Mentor dur öldüreyim'.
[23:03:24	][ME] C24:i5.TAP-54: Kişinin üzerini çıkartır
[23:03:26	]C24:i3.KING-20 used command '/ToggleRaise'.
[23:03:27	][IC] C24:i5.TAP-54: Rahat uyu.
[23:03:27	]C24:i3.KING-20 has gained level 8 in the Yakın Dövüş skill.
[23:03:27	]C24:i3.KING-20 has critically hit npc_zombie dealing 24 damage (CritChance was 1.00).
[23:03:28	]C24:i3.KING-20 has critically hit npc_zombie dealing 24 damage (CritChance was 1.00).
[23:03:29	]C24:i3.KING-20 has critically hit npc_zombie dealing 24 damage (CritChance was 1.00).
[23:03:33	][ME] C24:RCT.YELLO-23: kızarır
[23:03:47	][LOOC] C24:i5.TAP-54: /it Kişi Daldaşşak durmaktadır.ç
[23:03:54	][ME] C24:i5.TAP-54: Kişiye doğru döner ve sarılarak uyur
[23:04:09	][LOOC] C24:i5.TAP-54: maskesiz yapamam yanlız
[23:04:10	][ME] C24:RCT.YELLO-23: sarılır
[23:04:16	][ME] C24:i5.TAP-54: Sağ gözünü hafif açar
[23:04:24	][ME] C24:i5.TAP-54: Yatağın köşesindeki sigarayı alır
[23:04:28	]C24:i5.TAP-54 used command '/ExitAct'.
[23:04:36	][LOOC] C24:i5.TAP-54: sigara içemiyom amk
[23:04:37	]C24:i5.TAP-54 ran 'drop' on item 'Sigara' (#155722)
[23:04:37	]C24:i5.TAP-54 has lost a 'Sigara' #155722.
[23:04:44	][LOOC] C24:RCT.YELLO-23: maske var çünkü sende
[23:04:44	]C24:i5.TAP-54 ran 'take' on item 'Sigara' (#155722)
[23:04:44	]C24:i5.TAP-54 has gained a 'Sigara' #155722.
[23:04:47	]C24:RCT.YELLO-23 is admin-searching C24:i5.TAP-54's equip inventory.
[23:04:47	]C24:RCT.YELLO-23 has used a context menu option with the name: ixviewequipinventory
[23:04:48	]C24:RCT.YELLO-23 has closed C24:i5.TAP-54's equip inventory.
[23:04:50	][LOOC] C24:i5.TAP-54: yok o buglandı gitmiyo
[23:04:52	]C24:RCT.YELLO-23 ran 'smoke' on item 'Sigara' (#155722)
[23:04:57	]C24:i3.KING-20 has gained a '30rnd MP Magazine' #165349.
[23:04:57	]C24:i3.KING-20 has lost a '30rnd MP Magazine' #165348.
[23:04:59	][LOOC] C24:i5.TAP-54: düzeltsene
[23:05:01	]C24:RCT.YELLO-23 is admin-searching C24:i5.TAP-54's inventory.
[23:05:01	]C24:RCT.YELLO-23 has used a context menu option with the name: ixviewinventory
[23:05:01	]C24:i3.KING-20 ran 'combine' on item '30rnd MP Magazine' (#165349)
[23:05:02	]C24:RCT.YELLO-23 ran 'stopsmoke' on item 'Sigara' (#155722)
[23:05:03	][ME] C24:i5.TAP-54: Ağzına verir
[23:05:04	]C24:i3.KING-20 exited observer at their location.
[23:05:06	][ME] C24:i5.TAP-54: Sigarayı
[23:05:06	]C24:i3.KING-20 used command '/ToggleRaise'.
[23:05:06	]C24:RCT.YELLO-23 has closed C24:i5.TAP-54's inventory.
[23:05:08	]C24:i3.KING-20 ran 'drop' on item 'Sub-machinegun Bullets' (#165485)
[23:05:08	]C24:i3.KING-20 has lost a 'Sub-machinegun Bullets' #165485.
[23:05:08	]C24:i3.KING-20 ran 'drop' on item 'Sub-machinegun Bullets' (#165483)
[23:05:08	]C24:i3.KING-20 has lost a 'Sub-machinegun Bullets' #165483.
[23:05:09	]C24:i3.KING-20 ran 'drop' on item '9mm Pistol Bullets' (#165488)
[23:05:09	]C24:i3.KING-20 has lost a '9mm Pistol Bullets' #165488.
[23:05:10	]C24:RCT.YELLO-23 is admin-searching C24:i5.TAP-54's inventory.
[23:05:10	]C24:RCT.YELLO-23 has used a context menu option with the name: ixviewinventory
[23:05:10	]C24:i3.KING-20 ran 'drop' on item 'Sub-machinegun Bullets' (#165487)
[23:05:10	]C24:i3.KING-20 has lost a 'Sub-machinegun Bullets' #165487.
[23:05:10	]C24:i3.KING-20 destroyed a 'Sub-machinegun Bullets' #165487.
[23:05:11	]C24:RCT.YELLO-23 has gained a 'Sigara' #155722 from a container with the name 'C24:i5.TAP-54's inventory' #10174.
[23:05:11	]C24:i3.KING-20 destroyed a 'Sub-machinegun Bullets' #165483.
[23:05:12	]C24:i3.KING-20 destroyed a '9mm Pistol Bullets' #165488.
[23:05:12	]C24:RCT.YELLO-23 ran 'smoke' on item 'Sigara' (#155722)
[23:05:13	]C24:i3.KING-20 destroyed a 'Sub-machinegun Bullets' #165485.
[23:05:14	]C24:RCT.YELLO-23 has closed C24:i5.TAP-54's inventory.
[23:05:17	][IC] C24:i5.TAP-54: İçmesende ağzında dursun.
[23:05:19	]C24:i3.KING-20 entered observer.
[23:05:22	][IC] C24:RCT.YELLO-23: Pekala.
[23:05:23	][LOOC] C24:i5.TAP-54: çok yanlış anladın dimi
[23:05:24	]C24:RCT.YELLO-23 is admin-searching C24:i5.TAP-54's inventory.
[23:05:24	]C24:RCT.YELLO-23 has used a context menu option with the name: ixviewinventory
[23:05:30	][LOOC] C24:RCT.YELLO-23: evet
[23:05:30	][IC] C24:i5.TAP-54: Bu anı olarak bana bi yerde lazım olur.
[23:05:33	]C24:i3.KING-20 exited observer at their location.
[23:05:33	]C24:RCT.YELLO-23 has closed C24:i5.TAP-54's inventory.
[23:05:35	]C24:i3.KING-20 entered observer.
[23:05:40	][ME] C24:i5.TAP-54: Sigarayı ağzından alır ve son bir kez öpüp yatar
[23:05:42	]C24:i3.KING-20 ran 'Open' on item 'Sivil Koruma Rasyonu' (#165494)
[23:05:42	]C24:i3.KING-20 has gained a 'Metropolice Takviyeleri' #165495.
[23:05:42	]C24:i3.KING-20 has gained a 'Soda Bob Brawn' #165496.
[23:05:42	]C24:i3.KING-20 has gained a '20 Kredi Kuponu' #165497.
[23:05:44	]C24:i5.TAP-54 has gained a 'Sigara' #155722.
[23:05:44	]C24:RCT.YELLO-23 has transferred a 'Sigara' #155722 to a container with the name 'C24:i5.TAP-54' #10174.
[23:05:46	]C24:RCT.YELLO-23 ran 'stopsmoke' on item 'Sigara' (#155722)
[23:05:46	]C24:i3.KING-20 ran 'Consume' on item 'Metropolice Takviyeleri' (#165495)
[23:05:46	]C24:i3.KING-20 has gained a level 3 long boost in Güç.
[23:05:47	]C24:i3.KING-20 ran 'Consume' on item 'Soda Bob Brawn' (#165496)
[23:05:47	]C24:i3.KING-20 extended their level 1 long boost in Algı.
[23:05:47	]C24:i3.KING-20 extended their level 2 long boost in Çeviklik.
[23:05:47	][ME] C24:i5.TAP-54: Sigarayı köşeye fırlatır
[23:05:50	]C24:i5.TAP-54 used command '/ActDown 3'.
[23:05:54	]C24:i3.KING-20 ran 'Use' on item '20 Kredi Kuponu' (#165497)
[23:05:56	]C24:i3.KING-20 has used a coupon at a ration dispenser, gaining 20 credits.
[23:05:58	]C24:i3.KING-20 exited observer at their location.
[23:06:06	][IC] C24:RCT.YELLO-23: Sana birşey soracağım.
[23:06:07	]C24:i3.KING-20 entered observer.
[23:06:11	][LOOC] C24:RCT.YELLO-23: türk kadın sorusu
[23:06:15	][ME] C24:i5.TAP-54: Gözü kapalı şekilde:Hm
[23:06:27	][IC] C24:i5.TAP-54: Seni dinliyorum.
[23:06:33	][LOOC] C24:i5.TAP-54: Beni solucan olsam severmiydin
[23:06:37	]C24:i5.TAP-54 ran 'drop' on item 'Sigara' (#155722)
[23:06:37	]C24:i5.TAP-54 has lost a 'Sigara' #155722.
[23:06:41	][IC] C24:RCT.YELLO-23: Ben sinek olsam severmiydin?
[23:06:50	][IC] C24:i5.TAP-54: Kesinlikle.
[23:07:00	][LOOC] C24:RCT.YELLO-23: qweqwewq
[23:07:08	][IC] C24:RCT.YELLO-23: Peki sana bir sorum var.
[23:07:09	][IC] C24:i5.TAP-54: Seni şekerli suyla beslerdim.
[23:07:12	][IC] C24:i5.TAP-54: Evet.
[23:07:30	][LOOC] C24:i5.TAP-54: seni sikerdim
[23:08:08	][ME] C24:i5.TAP-54: Kişiye doğru dönük gözü kapalı
[23:08:12	][LOOC] C24:i5.TAP-54: sorsana amk
[23:08:14	][IC] C24:RCT.YELLO-23: ҉B҉e҉n҉i҉ ҉a҉l҉d҉a҉t҉m҉i҉y҉o҉r҉s҉u҉n҉,҉ ҉d҉e҉g҉i҉l҉ ҉m҉i҉?҉.
[23:08:19	][IC] C24:i5.TAP-54: Hayır.
[23:08:26	][IC] C24:i5.TAP-54: Benim gözüm senden başkasını görmez.
[23:08:35	]C24:i3.KING-20 exited observer at their location.
[23:08:35	]C24:i3.KING-20 entered observer.
[23:08:36	]C24:i3.KING-20 exited observer at their location.
[23:08:37	]C24:i3.KING-20 entered observer.
[23:08:44	][IC] C24:RCT.YELLO-23: ̷A̷n̷l̷a̷d̷ı̷m̷ ̷:̷)̷.
[23:08:54	][IC] C24:i5.TAP-54: Asla yani böylE birşeyi Van gölü canavarından bEkle benden bekleme Teesüf ederim.
[23:09:39	][IC] C24:RCT.YELLO-23: ̷ö̷y̷l̷e̷ ̷o̷l̷s̷u̷n̷ ̷ ☻.
[23:10:28	][IC] C24:RCT.YELLO-23: 🏱︎☜︎😐︎İ 👌︎İ☼︎ 💧︎⚐︎☼︎🕆︎💣︎ ⚐︎☹︎✌︎👍︎✌︎😐︎?
[23:10:31	]C24:i5.TAP-54 used command '/PM STEAM_0:1:549390708 çıksana svden amk'.
[23:10:40	]C24:i3.KING-20 used command '/PM 54 yoo'.
[23:10:42	][LOOC] C24:i5.TAP-54: ne dedin
[23:10:49	]C24:i5.TAP-54 used command '/ExitAct'.
[23:11:00	]C24:i5.TAP-54 used command '/ActDown 3'.
[23:11:10	]C24:i5.TAP-54 used command '/PM STEAM_0:1:549390708 çıksana svden amk'.
[23:11:16	]C24:i5.TAP-54 used command '/PM 20 bi erp yapcaz gitmedin'.
[23:11:19	]C24:i3.KING-20 used command '/PM 54 rolünü bozarım rahat dur'.
[23:11:27	]C24:i5.TAP-54 used command '/PM 20 sg nocliple bizi izleme'.
[23:11:35	]C24:i3.KING-20 exited observer at their location.
[23:11:37	]C24:i3.KING-20 entered observer.
[23:11:39	]C24:i3.KING-20 exited observer at their location.
[23:11:47	]C24:i3.KING-20 entered observer.
[23:11:49	]C24:i5.TAP-54 used command '/ExitAct'.
[23:11:50	]Console ran SAM command 'banid' with arguments: 'STEAM_0:0:601054844'
[23:11:54	]C24:i3.KING-20 exited observer at their location.
[23:12:02	][ME] C24:i5.TAP-54: ZART ZORT SIÇAR
[23:12:08	][IC] C24:i5.TAP-54: Oh be karı bi gitmedi.
[23:12:09	]Console ran SAM command 'banid' with arguments: 'STEAM_0:0:601054844'
[23:12:09	][IC] C24:i5.TAP-54: Sonunda.
[23:12:12	]C24:i5.TAP-54 used command '/ActSit 2'.
[23:12:14	]C24:i5.TAP-54 used command '/ActSit 2'.
[23:12:16	]C24:i5.TAP-54 used command '/ActSit'.
[23:12:23	]C24:RCT.YELLO-23 used command '/ExitAct'.
[23:12:24	]C24:RCT.YELLO-23 entered observer.
[23:12:26	]C24:i5.TAP-54 used command '/ExitAct'.
[23:12:51	]C24:RCT.YELLO-23 has spawned 'models/props_c17/FurnitureToilet001a.mdl'.
[23:12:55	]C24:RCT.YELLO-23 has spawned a usable entity class 'ix_toilet' with model 'models/props_c17/furnituretoilet001a.mdl'.
[23:12:55	]C24:RCT.YELLO-23 has used a context menu option with the name: ixusableentitycreate
[23:13:06	]C24:RCT.YELLO-23 has used a context menu option with the name: rb655_door_close
[23:13:08	]C24:RCT.YELLO-23 exited observer at their location.
[23:13:21	][IC] C24:i5.TAP-54: Noldu.
[23:13:27	][IC] C24:RCT.YELLO-23: ̷N̷a̷b̷e̷r̷?̷.
[23:13:31	][IC] C24:i5.TAP-54: İyi sen.
[23:13:37	][IC] C24:i5.TAP-54: Ben bahis adamı değilim... Ama ihtimaller pek iyi değil.
[23:13:38	][IC] C24:RCT.YELLO-23: Iyiyi.
[23:13:39	][IC] C24:RCT.YELLO-23: Iyiyim.
[23:13:45	]C24:i3.KING-20 entered observer.
[23:13:52	][IC] C24:i5.TAP-54: Bir şeyler yapmamız... Gerekmez mi?
[23:13:54	]C24:i3.KING-20 exited observer at their location.
[23:13:55	]C24:i3.KING-20 entered observer.
[23:13:58	][IC] C24:RCT.YELLO-23: Ne gibi.
[23:14:05	][LOOC] C24:i5.TAP-54: erp gibi leibs izleme sg
[23:14:12	][IC] C24:i5.TAP-54: Hmm.
[23:14:15	]C24:i3.KING-20 exited observer at their location.
[23:14:15	][IC] C24:i5.TAP-54: Bilmem.
[23:14:19	][IC] C24:i5.TAP-54: Pek uykun yok gibi hissettim.
[23:14:32	]C24:i3.KING-20 entered observer.
[23:14:33	][IC] C24:RCT.YELLO-23: Artık hiçbir şey hissetmiyorum.
[23:14:41	][IC] C24:RCT.YELLO-23: Hissediyor musun? Ben hissediyorum!
[23:14:42	][IC] C24:i5.TAP-54: Daha önce bir sevgilin varmıydı bu arada.
[23:15:01	][LOOC] C24:i5.TAP-54: öle tuzaklı soru sorarım
[23:15:04	][IC] C24:RCT.YELLO-23: ̷H̷a̷y̷ı̷r̷,̷ ̷n̷e̷d̷e̷n̷ ̷o̷l̷s̷u̷n̷ ̷k̷i̷?̷ ̷:̷)̷.
[23:15:07	][IC] C24:i5.TAP-54: Her şeyin bir ilki vardır.
[23:15:15	]C24:i3.KING-20 exited observer at their location.
[23:15:25	]C24:i3.KING-20 entered observer.
[23:15:25	][IC] C24:i5.TAP-54: Güzel.
[23:15:41	][IC] C24:RCT.YELLO-23: ᴘᴇᴋɪ ꜱᴇɴ?
[23:15:46	][IC] C24:i5.TAP-54: Hmm.
[23:15:47	][IC] C24:i5.TAP-54: Pekala... Artık bu kişisel!
[23:15:57	][IC] C24:i5.TAP-54: Tabiki.
[23:15:59	][IC] C24:i5.TAP-54: İLKİM SENSİN.
[23:16:04	][IC] C24:RCT.YELLO-23: Hm.
[23:16:08	][IC] C24:RCT.YELLO-23: Ben pek öyle ummuyorum.
[23:16:08	][ME] C24:i5.TAP-54: Gözünü kaçırdı
[23:16:17	][IC] C24:i5.TAP-54: Oh hayır.
[23:16:22	][IC] C24:RCT.YELLO-23: Evet evet.
[23:16:28	][IC] C24:i5.TAP-54: Küçük bir saklanma köşem var ve orada kalacağım!
[23:16:31	][IC] C24:RCT.YELLO-23: Hala var değil mi?
[23:16:35	][IC] C24:i5.TAP-54: Tabiki hayır.
[23:16:37	]C24:i3.KING-20 exited observer at their location.
[23:16:37	]C24:i3.KING-20 entered observer.
[23:16:37	]C24:i3.KING-20 exited observer at their location.
[23:16:39	]C24:i3.KING-20 entered observer.
[23:16:39	]C24:i3.KING-20 exited observer at their location.
[23:16:39	]C24:i3.KING-20 entered observer.
[23:16:39	]C24:i3.KING-20 exited observer at their location.
[23:16:40	]C24:i3.KING-20 entered observer.
[23:16:40	]C24:i3.KING-20 exited observer at their location.
[23:16:41	]C24:i3.KING-20 entered observer.
[23:16:41	]C24:i3.KING-20 exited observer at their location.
[23:16:41	]C24:i3.KING-20 entered observer.
[23:16:41	]C24:i3.KING-20 exited observer at their location.
[23:16:42	]C24:i3.KING-20 entered observer.
[23:16:42	]C24:i3.KING-20 exited observer at their location.
[23:16:43	][IC] C24:i5.TAP-54: Senin aklına böyle düşünceler sokan kim.
[23:16:43	]C24:i3.KING-20 entered observer.
[23:16:43	]C24:i3.KING-20 exited observer at their location.
[23:16:44	]C24:i3.KING-20 entered observer.
[23:16:44	]C24:i3.KING-20 exited observer at their location.
[23:16:44	]C24:i3.KING-20 entered observer.
[23:16:45	]C24:i3.KING-20 exited observer at their location.
[23:16:45	]C24:i3.KING-20 entered observer.
[23:16:45	]C24:i3.KING-20 exited observer at their location.
[23:16:46	]C24:i3.KING-20 entered observer.
[23:16:46	]C24:i3.KING-20 exited observer at their location.
[23:16:46	]C24:i3.KING-20 entered observer.
[23:16:46	]C24:i3.KING-20 exited observer at their location.
[23:16:48	]C24:i3.KING-20 entered observer.
[23:16:48	]C24:i3.KING-20 exited observer at their location.
[23:16:48	][IC] C24:i5.TAP-54: Onu vurmam en doğrusu olur sanırım.
[23:16:48	]C24:i3.KING-20 entered observer.
[23:16:49	]C24:i3.KING-20 exited observer at their location.
[23:16:50	]C24:i3.KING-20 entered observer.
[23:16:50	]C24:i3.KING-20 exited observer at their location.
[23:16:50	]C24:i3.KING-20 entered observer.
[23:16:50	]C24:i3.KING-20 exited observer at their location.
[23:16:52	][IC] C24:RCT.YELLO-23: Ah, yani dikiş bile tutmaman konusunda doğru değil o zaman.
[23:16:59	]C24:i3.KING-20 entered observer.
[23:17:00	][IC] C24:i5.TAP-54: O lanet herif değilmi.
[23:17:00	]C24:i3.KING-20 exited observer at their location.
[23:17:01	]C24:i3.KING-20 entered observer.
[23:17:01	]C24:i3.KING-20 exited observer at their location.
[23:17:02	]C24:i3.KING-20 entered observer.
[23:17:03	][IC] C24:RCT.YELLO-23: Onu vuramazsın.
[23:17:05	]C24:i3.KING-20 exited observer at their location.
[23:17:08	][IC] C24:i5.TAP-54: Onu orada direnişçinin eline bırakmalıydım.
[23:17:14	][IC] C24:RCT.YELLO-23: Gerizekalı.
[23:17:19	][IC] C24:RCT.YELLO-23: 20 dedi.
[23:17:21	][IC] C24:i5.TAP-54: Senin kafanı bulandırmış anlaşılan.
[23:17:23	][IC] C24:i5.TAP-54: Biliyorum.
[23:17:35	]C24:i3.KING-20 entered observer.
[23:17:35	][IC] C24:i5.TAP-54: Onla 19 direnişçi tarafından vurulduğunda.
[23:17:36	]C24:i3.KING-20 exited observer at their location.
[23:17:37	]C24:i3.KING-20 entered observer.
[23:17:37	]C24:i3.KING-20 exited observer at their location.
[23:17:38	]C24:i3.KING-20 entered observer.
[23:17:38	]C24:i3.KING-20 exited observer at their location.
[23:17:39	]C24:i3.KING-20 entered observer.
[23:17:40	][IC] C24:RCT.YELLO-23: Dediğini doğru bulmaya başladım.
[23:17:40	]C24:i3.KING-20 exited observer at their location.
[23:17:40	][IC] C24:i5.TAP-54: Belkide onları kurtarmamalıydım.
[23:17:42	]C24:i3.KING-20 entered observer.
[23:17:44	][IC] C24:i5.TAP-54: Ha öylemi.
[23:17:45	][IC] C24:RCT.YELLO-23: Garip davranıyorsun.
[23:17:55	]C24:i3.KING-20 exited observer at their location.
[23:17:56	]C24:i3.KING-20 entered observer.
[23:18:00	][IC] C24:i5.TAP-54: Dur, beni öldürüyorsun.
[23:18:01	]C24:i3.KING-20 exited observer at their location.
[23:18:01	]C24:i3.KING-20 entered observer.
[23:18:02	]C24:i3.KING-20 exited observer at their location.
[23:18:03	]C24:i3.KING-20 entered observer.
[23:18:04	]C24:i3.KING-20 exited observer at their location.
[23:18:09	]C24:i3.KING-20 entered observer.
[23:18:29	]C24:i3.KING-20 exited observer at their location.
[23:18:29	]C24:i3.KING-20 entered observer.
[23:18:30	]C24:i3.KING-20 exited observer at their location.
[23:18:31	]C24:i3.KING-20 entered observer.
[23:18:31	]C24:i3.KING-20 exited observer at their location.
[23:18:32	]C24:i3.KING-20 entered observer.
[23:18:32	][IC] C24:RCT.YELLO-23: Söyle, eğer sevgilin yoksa.
[23:18:32	]C24:i3.KING-20 exited observer at their location.
[23:18:33	]C24:i3.KING-20 entered observer.
[23:18:34	]C24:i3.KING-20 exited observer at their location.
[23:18:34	]C24:i3.KING-20 entered observer.
[23:18:35	]C24:i3.KING-20 exited observer at their location.
[23:18:35	]C24:i3.KING-20 entered observer.
[23:18:35	]C24:i3.KING-20 exited observer at their location.
[23:18:36	]C24:i3.KING-20 entered observer.
[23:18:36	]C24:i3.KING-20 exited observer at their location.
[23:18:36	][IC] C24:i5.TAP-54: Hmm.
[23:18:36	]C24:i3.KING-20 entered observer.
[23:18:37	]C24:i3.KING-20 exited observer at their location.
[23:18:37	]C24:i3.KING-20 entered observer.
[23:18:37	]C24:i3.KING-20 exited observer at their location.
[23:18:39	]C24:i3.KING-20 entered observer.
[23:18:40	]C24:i3.KING-20 exited observer at their location.
[23:18:40	]C24:i3.KING-20 entered observer.
[23:18:42	]C24:i3.KING-20 exited observer at their location.
[23:18:45	][IC] C24:i5.TAP-54: Hayır! HAYIR!
[23:18:52	][ME] C24:i5.TAP-54: Kollarından tutar
[23:19:02	][IC] C24:RCT.YELLO-23: Bunu nasıl kanıtlarsın?
[23:19:07	]C24:i3.KING-20 entered observer.
[23:19:23	]C24:i3.KING-20 exited observer at their location.
[23:19:23	][IC] C24:RCT.YELLO-23: Ḫ̝͎̽͛̌̆̋M̸̲͇͖̱͑͊̊.
[23:19:40	][IC] C24:i5.TAP-54: Bir gün olurda i4'ü geçebilirsem.
[23:19:43	][IC] C24:i5.TAP-54: O gün kanıtlarım.
[23:19:56	][IC] C24:RCT.YELLO-23: Sanmıyorum.
[23:19:57	][ME] C24:i5.TAP-54: Kişiyi kucağına alır ve dudağından öpmeye başlar
[23:20:08	][IC] C24:i5.TAP-54: Aklını böyle şeylerle bulandırma anın tadını çıkart.
[23:20:13	][IC] C24:i5.TAP-54: Yarın yaşıyacağımız kesin değil.
[23:20:16	][ME] C24:RCT.YELLO-23: zevk almaz
[23:20:22	][ME] C24:i5.TAP-54: Kucağından indirmez
[23:20:28	][ME] C24:i5.TAP-54: Kişiyi yatağa bırakır
[23:20:37	]C24:RCT.YELLO-23 used command '/ActDown'.
[23:20:39	]C24:RCT.YELLO-23 used command '/ExitAct'.
[23:20:43	][IC] C24:i5.TAP-54: Pekala o halde.
[23:20:44	]C24:RCT.YELLO-23 used command '/ActDown 3'.
[23:20:48	][ME] C24:i5.TAP-54: Belindeki silahını çıkartır
[23:20:55	][IC] C24:i5.TAP-54: Bana güveniyormusun güvenmiyormusun.
[23:20:58	]C24:i5.TAP-54 ran 'Equip' on item 'HK USP .45' (#164522)
[23:20:59	]C24:i5.TAP-54 used command '/ToggleRaise'.
[23:21:07	][ME] C24:RCT.YELLO-23: korkar ve aniden telsizine davranır
[23:21:08	][ME] C24:i5.TAP-54: Şarjörü çıkartır ve kontrol eder.
[23:21:12	][ME] C24:i5.TAP-54: İçinde tek mermi vardır
[23:21:18	][IC] C24:i5.TAP-54: Demekki güvenmiyorsun.
[23:21:19	][IC] C24:i5.TAP-54: Pekala.
[23:21:20	]C24:i5.TAP-54 used command '/ToggleRaise'.
[23:21:21	]C24:RCT.YELLO-23 used command '/Radio 20; help2'.
[23:21:26	]C24:RCT.YELLO-23 used command '/ExitAct'.
[23:21:29	][ME] C24:i5.TAP-54: Dolaptan kıyafetini alıp giye.r
[23:21:36	][ME] C24:i5.TAP-54: Kaskı kafasına geçirir.
[23:21:45	]C24:i5.TAP-54 used command '/Radio 10-8'.
[23:21:49	]C24:i5.TAP-54 ran 'Equip' on item 'Combine Filter' (#157238)
[23:22:00	]C24:RCT.YELLO-23 has enabled persistence for 'models/props_downtown/bed_motel01.mdl'.
[23:22:00	]C24:RCT.YELLO-23 has used a context menu option with the name: persist
[23:22:04	][IC] C24:i5.TAP-54: <:: Kapılar açık istediğinde çıkabilirsin veya ev senin olabilir. ::>
[23:22:08	][IC] C24:i5.TAP-54: <:: Ben pek geri döneceğimi sanmıyorum. ::>
[23:22:11	]C24:RCT.YELLO-23 has used a context menu option with the name: collision_off
[23:22:13	]C24:RCT.YELLO-23 has used a context menu option with the name: collision_on
[23:22:13	]C24:i3.KING-20 entered observer.
[23:22:16	]C24:i3.KING-20 exited observer at their location.
[23:22:17	]C24:i3.KING-20 entered observer.
[23:22:18	]C24:i5.TAP-54 ran 'Equip' on item 'CV-2000 Şok Çubuğu' (#157226)
[23:22:18	]C24:i3.KING-20 exited observer at their location.
[23:22:19	]C24:i5.TAP-54 used command '/ToggleRaise'.
[23:22:21	]C24:i3.KING-20 entered observer.
[23:22:22	]C24:i5.TAP-54 used command '/ToggleRaise'.
[23:22:23	]C24:i3.KING-20 exited observer at their location.
[23:22:23	]C24:i5.TAP-54 has lost a '17rnd USP Magazine' #164536.
[23:22:23	]C24:i3.KING-20 entered observer.
[23:22:25	]C24:i3.KING-20 exited observer at their location.
[23:22:25	]C24:i3.KING-20 entered observer.
[23:22:26	]C24:i3.KING-20 exited observer at their location.
[23:22:27	]C24:i3.KING-20 entered observer.
[23:22:28	]C24:i3.KING-20 exited observer at their location.
[23:22:31	]C24:i3.KING-20 entered observer.
[23:22:31	]C24:RCT.YELLO-23 entered observer.
[23:22:35	]C24:i3.KING-20 exited observer at their location.
[23:22:40	]C24:i5.TAP-54 used command '/CP TAP-54'ün vizörü devre dışı'.
[23:22:48	]C24:RCT.YELLO-23 has used a context menu option with the name: rb655_dissolve
[23:22:56	]C24:i5.TAP-54 ran 'Equip' on item 'Combine PDA' (#152571)
[23:23:02	]C24:i5.TAP-54 used command '/PTLeave'.
[23:23:11	]C24:i5.TAP-54 used command '/ToggleRaise'.
[23:23:13	]C24:i5.TAP-54 used command '/ToggleRaise'.
[23:23:13	]C24:i5.TAP-54 destroyed a 'Kahverengi Ayakkabı' #165430.
[23:23:23	]C24:i5.TAP-54 used command '/ToggleRaise'.
[23:23:28	]C24:i5.TAP-54 used command '/ToggleRaise'.
[23:23:30	]C24:i5.TAP-54 used command '/ToggleRaise'.
[23:23:32	][IT] C24:RCT.YELLO-23: cam kırıklarından kendini görüyor
[23:23:34	]C24:i5.TAP-54 destroyed a 'Cam kırıkları' #165412.
[23:23:44	][IC] C24:i5.TAP-54: <:: Olmaktan korktuğum adama dönüştüm sanırı. ::>
[23:24:01	]Revain has unloaded their "C24:RCT.YELLO-23" character.
[23:24:02	]C24:i5.TAP-54 used command '/ToggleRaise'.
[23:24:10	]Revain loaded the character 'Simon Hayes'
[23:24:15	]Simon Hayes is fully healed.
