[18:05:43	]Lynx has connected.
[21:27:13	][IC] Albert Black: Tamamdır.
[21:27:15	][IC] C24:i5.UNION-46: <:: Tamam o zaman. ::>
[21:27:26	][IC] C24:i5.UNION-46: <:: Ayağa kalk. ::>
[21:27:34	][IC] C24:i5.UNION-46: <:: Sana. ::>
[21:27:35	][IC] C24:i5.UNION-46: <:: Diyorum. ::>
[21:27:37	]Dugurhan Cohar used command '/ExitAct'.
[21:27:46	][IC] Dugurhan Cohar: Heh, ölmeyeceğim, ölmeyeceğim!
[21:27:50	][LOOC] C24:i5.UNION-46: adamı bırak amk
[21:27:53	][LOOC] C24:i5.UNION-46: adamı bırak amk
[21:27:56	][LOOC] Dugurhan Cohar: cidden
[21:27:56	]John Brookly ran SAM command 'asay' with arguments: 'test'
[21:27:58	]Albert Black used command '/PM 46 olayı anladım victoriana sorup onun doktora 12 dediği görevde bulunan doktorlara demiş yani spde sıkıntı yok şuan'.
[21:28:03	]John Brookly ran SAM command 'asay' with arguments: 'sa görüyonuzmu'
[21:28:04	][IC] Dugurhan Cohar: Ölmeyeceğim dimi?!
[21:28:14	][IC] C24:i5.UNION-46: <:: Sırtını. ::>
[21:28:15	][IC] C24:i5.UNION-46: <:: Duvara dön. ::>
[21:28:19	][IC] Dugurhan Cohar: T-Tabiki!
[21:28:23	]Albert Black used command '/PM 46 göreve katılan doktorlara 12 veriliyor kişi başına değil'.
[21:28:41	]C24:i5.UNION-46 used command '/PM albert öyle zaten fakat -12 atmak durumundayım önceden 12 aldın zaten'.
[21:28:46	][IC] C24:i5.UNION-46: <:: Arkanı. ::>
[21:28:47	][IC] C24:i5.UNION-46: <:: Dön. ::>
[21:28:50	]Albert Black used command '/PM 46 sadece 12 aldım'.
[21:28:59	][IC] Dugurhan Cohar: E-Elbette, yeterki siz isteyin, SK bey!
[21:29:03	]Albert Black used command '/PM 46 oda raho riko diye birisindeydin'.
[21:29:05	]Albert Black ran 'Open' on item 'CMRU PDA' (#15957)
[21:29:07	]C24:i5.UNION-46 ran 'Use' on item 'Draw String Canvas Bag' (#17662)
[21:29:15	][IC] C24:i5.UNION-46: <:: Pekala. ::>
[21:29:20	][IC] C24:i5.UNION-46: <:: Hapishanenin orda odalar vardı. ::>
[21:29:29	]Albert Black used command '/PM 46 istersen 100 kredi eklemeyi dene bugün 12 sp aldı diyecek'.
[21:29:45	][IC] Dugurhan Cohar: Eh...
[21:29:50	]Albert Black used command '/PM 46 yani şuanda sıkıntı yok'.
[21:29:53	][IC] Dugurhan Cohar: Hey!
[21:29:55	][IC] Dugurhan Cohar: Nerdeyim ben.
[21:29:56	][IC] C24:i5.UNION-46: <:: Pekala. ::>
[21:29:57	][IC] C24:i5.UNION-46: <:: Zihnini. ::>
[21:30:00	][IC] C24:i5.UNION-46: <:: Kim kontrol edecek. ::>
[21:30:05	][IC] C24:i5.UNION-46: <:: Kafasında kalsın torba. ::>
[21:30:08	][IC] C24:i5.VICTOR-61: <:: Psikiyatrist. ::>
[21:30:11	][IC] C24:i5.VICTOR-61: <:: Veya tomografi. ::>
[21:30:14	][IC] C24:i5.UNION-46: <:: Çağıralım psikiyatrist. ::>
[21:30:21	][IC] C24:i5.VICTOR-61: <:: Var mı? ::>
[21:30:21	]Albert Black used command '/PM du kanı alınan sivile 6 sp mi veriliyor peki yoksa oda mı farklı?'.
[21:30:25	][IC] C24:i5.UNION-46: <:: Bilmem. ::>
[21:30:35	][IC] C24:i5.UNION-46: <:: Yada hafızasını sıfırlarız. ::>
[21:30:35	][IC] C24:i5.VICTOR-61: <:: Morgan Austin bu işlerden anlar mı? ::>
[21:30:40	][IC] C24:i5.UNION-46: <:: Anlar tabii. ::>
[21:30:42	]Dugurhan Cohar used command '/PM Albert Black evet, öyle olması gerek. event fikrinde öyle belirttin'.
[21:30:43	][IC] C24:i5.VICTOR-61: <:: Tanıdığımız psikiyatrist yok. ::>
[21:30:43	][IC] C24:i5.UNION-46: <:: Kendisi profesör. ::>
[21:30:51	][IC] C24:i5.VICTOR-61: <:: Onu çağırsak iyi olabilir. ::>
[21:30:52	][IC] C24:i5.UNION-46: <:: Toplumun profesörü o. ::>
[21:30:54	][IC] C24:i5.UNION-46: <:: Evet. ::>
[21:30:57	]C24:i5.VICTOR-61 ran 'Bind' on item 'Talep Cihazı' (#18104)
[21:31:02	][IC] C24:i5.UNION-46: <:: Pekala ben çağırıyorum fakat eşlik edemeyeceğim. ::>
[21:31:04	][IC] Dugurhan Cohar: Burasıda amma kirli ha.
[21:31:10	]Albert Black used command '/PM du tamam ben sadece göreve katılan doktorların alacağı puanı kişi başına sanmışım şuan sıkıntı yok'.
[21:31:15	][IC] Dugurhan Cohar: Çok kötü bok kokuyor.
[21:31:19	][LOOC] C24:i5.VICTOR-61: kanka 5 dakikaya çıkmak zorundayım
[21:31:23	][LOOC] C24:i5.UNION-46: neden yaw
[21:31:25	]Dugurhan Cohar used command '/PM Albert black tamamdır'.
[21:31:26	]Dugurhan Cohar entered observer.
[21:31:27	][LOOC] C24:i5.VICTOR-61: adamı öldürtme hepimiz ayniyiz
[21:31:29	]Dugurhan Cohar exited observer at their location.
[21:31:34	][LOOC] C24:i5.UNION-46: öldürtmeyeceğiz zaten
[21:31:51	]Albert Black used command '/PM 46 revain ben victorianı yanlış anlamışım pmden o destek masasına gittiğim rolü boşver'.
[21:31:51	][LOOC] Dugurhan Cohar: beyler yanlışıkla noclip açıtm
[21:31:52	]Dugurhan Cohar entered observer.
[21:31:57	][ME] Albert Black: talep cihazını çıkarır
[21:31:59	]Albert Black ran 'Bind' on item 'Talep Cihazı' (#18105)
[21:32:02	][IC] C24:i5.UNION-46: <:: Bu nerde. ::>
[21:32:04	]Albert Black ran 'RequestCp' on item 'Talep Cihazı' (#18105)
[21:32:04	]Dugurhan Cohar exited observer at their location.
[21:32:07	]Dugurhan Cohar entered observer.
[21:32:09	]C24:i5.UNION-46 used command '/PM dugurhan NEREDESIN'.
[21:32:15	]C24:i5.UNION-46 entered observer.
[21:32:17	]C24:i5.UNION-46 exited observer at their location.
[21:32:20	][IC] C24:i5.UNION-46: <:: Noclipe. ::>
[21:32:21	][IC] C24:i5.UNION-46: <:: Geçmiş. ::>
[21:32:21	][IC] C24:i5.UNION-46: <:: Piç. ::>
[21:32:28	]Dugurhan Cohar used command '/PM C24:i5.UNION-46 yanlışlıkla noclip açmışım'.
[21:32:30	]C24:i5.UNION-46 ran SAM command 'bring' with arguments: 'dugurhan'
[21:32:35	][IC] Albert Black: Tamamdır.
[21:32:38	]Dugurhan Cohar exited observer at their location.
[21:32:40	][IC] Albert Black: Cplere gönderdim.
[21:32:42	]Dugurhan Cohar entered observer.
[21:32:45	]Dugurhan Cohar exited observer at their location.
[21:32:49	]Dugurhan Cohar entered observer.
[21:32:52	]Albert Black used command '/PM 61 size talep gitti mi?'.
[21:32:52	]Dugurhan Cohar exited observer at their location.
[21:32:53	]Dugurhan Cohar entered observer.
[21:33:03	][IC] C24:i5.UNION-46: <:: Albert black. ::>
[21:33:03	]Dugurhan Cohar exited observer at their location.
[21:33:09	]C24:i5.UNION-46 has lost a '17rnd Usp-Şarjörü' #17652.
[21:33:09	]C24:i5.UNION-46 has gained a '17rnd Usp-Şarjörü' #17721.
[21:33:15	][IC] C24:i5.UNION-46: <:: AL AL. ::>
[21:33:19	][IC] C24:i5.UNION-46: <:: Dur. ::>
[21:33:22	][IC] C24:i5.UNION-46: <:: USP. ::>
[21:33:23	][IC] C24:i5.UNION-46: <:: Çek. ::>
[21:33:32	]C24:i5.VICTOR-61 has lost a '17rnd Usp-Şarjörü' #8816.
[21:33:32	]C24:i5.VICTOR-61 has gained a '17rnd Usp-Şarjörü' #8812.
[21:33:32	]C24:i5.UNION-46 has gained a '17rnd Usp-Şarjörü' #17652.
[21:33:32	]C24:i5.UNION-46 has lost a '17rnd Usp-Şarjörü' #17721.
[21:33:45	]C24:i5.UNION-46 used command '/PM victor-61 arkaya şarkıyı fulle'.
[21:33:49	]C24:i5.UNION-46 has gained a '17rnd Usp-Şarjörü' #17721.
[21:33:49	]C24:i5.UNION-46 has lost a '17rnd Usp-Şarjörü' #17719.
[21:33:57	]C24:i5.VICTOR-61 used command '/Radio üst plazada.'.
[21:33:59	][IC] C24:i5.UNION-46: <:: Shit! ::>
[21:34:02	][IC] C24:i5.UNION-46: <:: DUVARA DÖN. ::>
[21:34:02	][IC] Albert Black: ?
[21:34:02	][IC] Dugurhan Cohar: Hey, kimse var mı?
[21:34:03	][IC] Albert Black: Hey.
[21:34:03	][IC] C24:i5.UNION-46: <:: Now. ::>
[21:34:06	][ME] Albert Black: ellrini kaldırır
[21:34:06	][IC] C24:i5.UNION-46: <:: HEMEN. ::>
[21:34:17	][ME] Albert Black: ellerini duvara yapıştırır
[21:34:23	]Albert Black used command '/ID'.
[21:34:23	]C24:i5.UNION-46 used command '/Radio bol 243 3'.
[21:34:26	]Emrn has connected.
[21:34:41	][LOOC] Albert Black: 243 mü sıçtım amk ne ara yaptım ben 243ü
[21:34:57	][ME] C24:i5.UNION-46: Ellerini birleştirir ve kelepçelemeye çalışır,direnirmi
[21:35:10	][IT] Albert Black: kelepçelemeye direnmez ve kendini bırakır
[21:35:13	][Y] Dugurhan Cohar: Hey, kimse var mı?
[21:35:16	]C24:i5.UNION-46 ran 'Use' on item 'Lastik Kelepçe' (#17675)
[21:35:22	][IT] Albert Black: üst plazada bulunduğu sürece hiçbir zaman direnmeyecektir
[21:35:25	]C24:i5.UNION-46 ran 'Use' on item 'Draw String Canvas Bag' (#17664)
[21:35:39	]John Brookly entered observer.
[21:35:43	]C24:i5.UNION-46 has gained a '17rnd Usp-Şarjörü' #17719.
[21:35:43	]C24:i5.UNION-46 has lost a '17rnd Usp-Şarjörü' #17721.
[21:35:59	]John Brookly is admin-searching Albert Black's inventory.
[21:35:59	]John Brookly has used a context menu option with the name: ixviewinventory
[21:36:01	]Dugurhan Cohar entered observer.
[21:36:04	]C24:RCT.YELLO-84 (CID: REDACTED, item: 8775) has send 100 credits to John Hector (CID: 13120, item: 8721) via terminal.
[21:36:05	][IC] C24:i5.UNION-46: <:: Go on! ::>
[21:36:13	][LOOC] Albert Black: ingilizce konuşma
[21:36:14	]C24:i5.VICTOR-61 has gained a '17rnd Usp-Şarjörü' #8816.
[21:36:14	]C24:i5.VICTOR-61 has lost a '17rnd Usp-Şarjörü' #8815.
[21:36:19	]Dugurhan Cohar exited observer at their location.
[21:36:20	]John Brookly has closed Albert Black's inventory.
[21:36:32	]Albert Black was just knocked out due to: hit by stunstick owned by C24:i5.UNION-46
[21:36:34	]Dugurhan Cohar has used a context menu option with the name: skin
[21:36:35	][IC] Albert Black: Ahğ.
[21:36:38	][IC] Albert Black: Ugh!
[21:36:39	]C24:i5.VICTOR-61 ran 'combine' on item 'Şarjör Çantası' (#8836)
[21:36:43	]C24:i5.VICTOR-61 ran 'Open' on item 'Sivil Koruma Rasyonu' (#18786)
[21:36:43	]C24:i5.VICTOR-61 has gained a 'Metropolice Takviyeleri' #18832.
[21:36:43	]C24:i5.VICTOR-61 has gained a 'Soda Bob Brawn' #18833.
[21:36:43	]C24:i5.VICTOR-61 has gained a '20 Kredi Kuponu' #18834.
[21:36:44	]John Brookly is admin-searching Dugurhan Cohar's inventory.
[21:36:44	]John Brookly has used a context menu option with the name: ixviewinventory
[21:36:45	]C24:i5.VICTOR-61 ran 'Consume' on item 'Metropolice Takviyeleri' (#18832)
[21:36:45	]C24:i5.VICTOR-61 extended their level 3 long boost in Güç.
[21:36:45	]C24:i5.UNION-46 used command '/Radio İ5 Victor, Sorgusu alınması için bekleniyorsunuz'.
[21:36:46	]John Brookly has closed Dugurhan Cohar's inventory.
[21:36:46	]C24:i5.VICTOR-61 ran 'Consume' on item 'Soda Bob Brawn' (#18833)
[21:36:46	]C24:i5.VICTOR-61 extended their level 1 long boost in Algı.
[21:36:46	]C24:i5.VICTOR-61 extended their level 2 long boost in Çeviklik.
[21:36:57	]C24:i5.VICTOR-61 used command '/Radio 10-7'.
[21:37:09	][IC] C24:i5.VICTOR-61: <:: Servis dışı kalmam gerekl. ::>
[21:37:13	][IC] C24:i5.UNION-46: <:: Anlaşıldı. ::>
[21:37:17	]Emrn created the character 'Evsiz Jurro'
[21:37:17	]Evsiz Jurro has gained a 'Açık Gri Kol Bandı' #18835.
[21:37:17	]Evsiz Jurro has gained a '#05007 Kimlik Kartı' #18836.
[21:37:17	]Evsiz Jurro has gained a 'Sivil Tulum' #18837.
[21:37:17	]Evsiz Jurro has gained a 'Yeşil tulum pantolonu' #18838.
[21:37:17	]Evsiz Jurro has gained a 'Eskimiş Kahverengi Ayakkabı' #18839.
[21:37:18	]Emrn loaded the character 'Evsiz Jurro'
[21:37:21	][IC] C24:i5.UNION-46: <:: Beyin hasarlı ile ilgilenemez. ::>
[21:37:25	][IC] Dugurhan Cohar: Ahh.
[21:37:32	][ME] Albert Black: halsizce ayağa kalkar
[21:37:40	][IC] Albert Black: Hey.
[21:37:41	][IC] Dugurhan Cohar: Hey, kimse... Yok mu?
[21:37:46	][IC] Albert Black: Ne yaptım ben.
[21:37:48	][IC] Albert Black: Neredeyim.
[21:37:50	]John Brookly used command '/PM albert ne yaptın'.
[21:37:50	]C24:i5.UNION-46 entered observer.
[21:37:54	][IT] Albert Black: kişi streslidir
[21:37:55	]John Brookly used command '/PM albert niye aldılar seni'.
[21:37:56	]C24:i5.UNION-46 exited observer at their location.
[21:38:02	]Albert Black used command '/PM brookly radyodan sor'.
[21:38:07	]Victorian loaded the character 'Nikolas Kozár'
[21:38:09	][IC] C24:i5.UNION-46: <:: Tak,tak taaakk. ::>
[21:38:11	]John Brookly used command '/PM albert yok'.
[21:38:11	]Nikolas Kozár is fully healed.
[21:38:18	]C24:i5.VICTOR-61 used the 'i5-i1 Ekipman Dağıtıcısı' vendor.
[21:38:19	]Albert Black used command '/PM brookly meta olur'.
[21:38:27	]C24:i5.VICTOR-61 has gained 0 chips.
[21:38:27	]C24:i5.VICTOR-61 has gained a 'Lastik Kelepçe' #18840.
[21:38:28	]C24:i5.VICTOR-61 has gained 0 chips.
[21:38:28	]C24:i5.VICTOR-61 has gained a 'Lastik Kelepçe' #18841.
[21:38:31	]Victorian (STEAM_0:0:577700614) has disconnected.
[21:38:31	]C24:i5.VICTOR-61 used the 'i5-i1 Ekipman Dağıtıcısı' vendor.
[21:38:32	]John Brookly used command '/PM albert knk zaten sorgunu izliycem,neyse bosver'.
[21:38:35	]C24:i5.VICTOR-61 has gained 0 chips.
[21:38:35	]C24:i5.VICTOR-61 has gained a 'Sivil Koruma Rasyonu' #18842.
[21:38:36	]C24:i5.VICTOR-61 has gained 0 chips.
[21:38:36	]C24:i5.VICTOR-61 has gained a 'Sivil Koruma Rasyonu' #18843.
[21:38:37	]Albert Black used command '/PM broo he sen cp değilsin ben sorguyu sen alıyorsun sandım'.
[21:38:40	]C24:i5.VICTOR-61 used the 'i5-i1 Ekipman Dağıtıcısı' vendor.
[21:38:45	]C24:i5.VICTOR-61 has gained 0 chips.
[21:38:45	]C24:i5.VICTOR-61 has gained a 'Sivil Koruma Rasyonu' #18844.
[21:38:45	]Evsiz Jurro used command '/ActSit'.
[21:38:46	]C24:i5.VICTOR-61 has gained 0 chips.
[21:38:46	]C24:i5.VICTOR-61 has gained a 'Sivil Koruma Rasyonu' #18845.
[21:38:46	]C24:i5.VICTOR-61 has gained 0 chips.
[21:38:46	]C24:i5.VICTOR-61 has gained a 'Sivil Koruma Rasyonu' #18846.
[21:38:48	][IC] C24:i5.UNION-46: <:: Buradamısın? ::>
[21:38:49	][IC] Albert Black: Birşey göremiyorum.
[21:38:49	]John Brookly is admin-searching C24:i5.UNION-46's inventory.
[21:38:49	]John Brookly has used a context menu option with the name: ixviewinventory
[21:38:52	]C24:i5.VICTOR-61 used the 'i5-i1 Ekipman Dağıtıcısı' vendor.
[21:39:00	][ME] Albert Black: halsizce yere oturur
[21:39:02	]Evsiz Jurro used command '/ExitAct'.
[21:39:03	]Albert Black used command '/ActSit'.
[21:39:06	]John Brookly has closed C24:i5.UNION-46's inventory.
[21:39:06	]C24:i5.VICTOR-61 used the 'i5-i1 Ekipman Dağıtıcısı' vendor.
[21:39:09	]C24:i5.VICTOR-61 has gained 0 chips.
[21:39:09	]C24:i5.VICTOR-61 has gained a '9mm Tabanca Mermisi' #18847.
[21:39:12	]C24:i5.VICTOR-61 ran 'combine' on item 'Ammunition Pouch' (#8855)
[21:39:20	]C24:i5.VICTOR-61 ran 'Open' on item 'Sivil Koruma Rasyonu' (#18842)
[21:39:20	]C24:i5.VICTOR-61 has gained a 'Metropolice Takviyeleri' #18848.
[21:39:20	]C24:i5.VICTOR-61 has gained a 'Soda Bob Brawn' #18849.
[21:39:20	]C24:i5.VICTOR-61 has gained a '20 Kredi Kuponu' #18850.
[21:39:22	][IC] Albert Black: Kimse var mı.
[21:39:23	]C24:i5.VICTOR-61 ran 'Consume' on item 'Metropolice Takviyeleri' (#18848)
[21:39:23	]C24:i5.VICTOR-61 extended their level 3 long boost in Güç.
[21:39:24	]C24:i5.VICTOR-61 ran 'Consume' on item 'Soda Bob Brawn' (#18849)
[21:39:24	]C24:i5.VICTOR-61 extended their level 1 long boost in Algı.
[21:39:24	]C24:i5.VICTOR-61 extended their level 2 long boost in Çeviklik.
[21:39:27	]C24:i5.VICTOR-61 ran 'Open' on item 'Sivil Koruma Rasyonu' (#18843)
[21:39:27	]C24:i5.VICTOR-61 has gained a 'Metropolice Takviyeleri' #18851.
[21:39:27	]C24:i5.VICTOR-61 has gained a 'Soda Bob Brawn' #18852.
[21:39:27	]C24:i5.VICTOR-61 has gained a '20 Kredi Kuponu' #18853.
[21:39:27	][ME] C24:i5.UNION-46: Aniden sert bir şekilde stunsticki en son şiddete ayarlar ve kafasına vurur,bunun etkisiyle albert blackın burnu ve ağızı kanamktadır
[21:39:29	]C24:i5.UNION-46 has critically hit Albert Black dealing 8 damage (CritChance was 0.99).
[21:39:29	]Albert Black has taken 7 damage from C24:i5.UNION-46.
[21:39:30	]C24:i5.UNION-46 has critically hit Albert Black dealing 8 damage (CritChance was 0.99).
[21:39:30	]Albert Black has taken 7 damage from C24:i5.UNION-46.
[21:39:30	]C24:i5.VICTOR-61 ran 'Consume' on item 'Metropolice Takviyeleri' (#18851)
[21:39:30	]C24:i5.VICTOR-61 extended their level 3 long boost in Güç.
[21:39:30	]C24:i5.VICTOR-61 ran 'Consume' on item 'Soda Bob Brawn' (#18852)
[21:39:30	]C24:i5.VICTOR-61 extended their level 1 long boost in Algı.
[21:39:30	]C24:i5.VICTOR-61 extended their level 2 long boost in Çeviklik.
[21:39:30	]C24:i5.UNION-46 has critically hit Albert Black dealing 8 damage (CritChance was 0.99).
[21:39:30	]Albert Black has taken 7 damage from C24:i5.UNION-46.
[21:39:30	]C24:i5.VICTOR-61 ran 'Open' on item 'Sivil Koruma Rasyonu' (#18845)
[21:39:30	]C24:i5.VICTOR-61 has gained a 'Metropolice Takviyeleri' #18854.
[21:39:30	]C24:i5.VICTOR-61 has gained a 'Soda Bob Brawn' #18855.
[21:39:30	]C24:i5.VICTOR-61 has gained a '20 Kredi Kuponu' #18856.
[21:39:32	][IC] Albert Black: Ahğ.
[21:39:34	][IC] Albert Black: Ugh!
[21:39:34	]C24:i5.VICTOR-61 ran 'Consume' on item 'Metropolice Takviyeleri' (#18854)
[21:39:34	]C24:i5.VICTOR-61 extended their level 3 long boost in Güç.
[21:39:34	]C24:i5.VICTOR-61 ran 'Consume' on item 'Soda Bob Brawn' (#18855)
[21:39:34	]C24:i5.VICTOR-61 extended their level 1 long boost in Algı.
[21:39:34	]C24:i5.VICTOR-61 extended their level 2 long boost in Çeviklik.
[21:39:35	][IC] Albert Black: Agh!
[21:39:36	]C24:i5.VICTOR-61 ran 'Open' on item 'Sivil Koruma Rasyonu' (#18846)
[21:39:36	]C24:i5.VICTOR-61 has gained a 'Metropolice Takviyeleri' #18857.
[21:39:36	]C24:i5.VICTOR-61 has gained a 'Soda Bob Brawn' #18858.
[21:39:36	]C24:i5.VICTOR-61 has gained a '20 Kredi Kuponu' #18859.
[21:39:37	][IC] Albert Black: Augh!
[21:39:39	]John Brookly has used a context menu option with the name: remove
[21:39:39	]C24:i5.UNION-46 has critically hit Albert Black dealing 8 damage (CritChance was 0.99).
[21:39:39	]Albert Black has taken 7 damage from C24:i5.UNION-46.
[21:39:40	]C24:i5.VICTOR-61 ran 'Consume' on item 'Metropolice Takviyeleri' (#18857)
[21:39:40	]C24:i5.VICTOR-61 extended their level 3 long boost in Güç.
[21:39:40	]C24:i5.VICTOR-61 ran 'Consume' on item 'Soda Bob Brawn' (#18858)
[21:39:40	]C24:i5.VICTOR-61 extended their level 1 long boost in Algı.
[21:39:40	]C24:i5.VICTOR-61 extended their level 2 long boost in Çeviklik.
[21:39:40	][IC] Albert Black: Ugh!
[21:39:42	]C24:i5.VICTOR-61 ran 'Open' on item 'Sivil Koruma Rasyonu' (#18844)
[21:39:42	]C24:i5.VICTOR-61 has gained a 'Metropolice Takviyeleri' #18860.
[21:39:42	]C24:i5.VICTOR-61 has gained a 'Soda Bob Brawn' #18861.
[21:39:42	]C24:i5.VICTOR-61 has gained a '20 Kredi Kuponu' #18862.
[21:39:46	]C24:i5.VICTOR-61 ran 'Consume' on item 'Metropolice Takviyeleri' (#18860)
[21:39:46	]C24:i5.VICTOR-61 extended their level 3 long boost in Güç.
[21:39:46	]C24:i5.VICTOR-61 ran 'Consume' on item 'Soda Bob Brawn' (#18861)
[21:39:46	]C24:i5.VICTOR-61 extended their level 1 long boost in Algı.
[21:39:46	]C24:i5.VICTOR-61 extended their level 2 long boost in Çeviklik.
[21:39:46	][IC] C24:i5.UNION-46: <:: Albert. ::>
[21:39:54	]John Brookly is admin-searching C24:i5.VICTOR-61's inventory.
[21:39:54	]John Brookly has used a context menu option with the name: ixviewinventory
[21:40:00	][ME] C24:i5.UNION-46: Koluyla hızlı birşekilde albertin kırmızı kol bandını çeker
[21:40:05	]C24:i5.VICTOR-61 has gained level 24 in the Hız skill.
[21:40:13	][IC] C24:i5.UNION-46: <:: Sen bunu haketmiyorsun. ::>
[21:40:14	]John Brookly has closed C24:i5.VICTOR-61's inventory.
[21:40:17	][IC] C24:i5.UNION-46: <:: Biliyorsun değilmi. ::>
[21:40:20	][IC] Albert Black: Neredeyim ben.
[21:40:22	][IC] Albert Black: Siz kimsiniz.
[21:40:37	][IC] C24:i5.UNION-46: <:: Biz kimmiyiz? ::>
[21:40:42	][IC] C24:i5.UNION-46: <:: Yalan söylediğin kişileriz. ::>
[21:40:44	][ME] Albert Black: kelepçeli eliyle talep cihazına ulaşmaya çalışır
[21:40:49	][ME] C24:i5.UNION-46: tekme atar
[21:40:52	][Y] Albert Black: Yardım.
[21:40:53	][IC] Albert Black: Ugh!
[21:40:59	]C24:i5.VICTOR-61 ran 'Use' on item '20 Kredi Kuponu' (#18862)
[21:41:01	]C24:i5.VICTOR-61 has used a coupon at a ration dispenser, gaining 20 credits.
[21:41:06	][ME] C24:i5.UNION-46: elini ayağıyla ezer
[21:41:15	][IC] Albert Black: Agh!
[21:41:25	][ME] Albert Black: çok fazla strese girer
[21:41:26	][IC] C24:i5.UNION-46: <:: O pis elinnle talep cihazına dokunma. ::>
[21:41:28	]C24:i5.VICTOR-61 ran 'Use' on item '20 Kredi Kuponu' (#18834)
[21:41:30	]C24:i5.VICTOR-61 has used a coupon at a ration dispenser, gaining 20 credits.
[21:41:34	]C24:i5.VICTOR-61 ran 'Use' on item '20 Kredi Kuponu' (#18834)
[21:41:37	]C24:i5.VICTOR-61 has used a coupon at a ration dispenser, gaining 20 credits.
[21:41:39	]C24:i5.VICTOR-61 ran 'Use' on item '20 Kredi Kuponu' (#18834)
[21:41:39	][Y] Albert Black: Yardım kaçırıldım.
[21:41:41	]C24:i5.VICTOR-61 has used a coupon at a ration dispenser, gaining 20 credits.
[21:41:43	][IC] Albert Black: Ben birşey yapmadım.
[21:41:44	]C24:i5.VICTOR-61 ran 'Use' on item '20 Kredi Kuponu' (#18834)
[21:41:45	][IC] Albert Black: Sadece doktorum.
[21:41:46	]C24:i5.VICTOR-61 has used a coupon at a ration dispenser, gaining 20 credits.
[21:41:46	]John Brookly exited observer at their location.
[21:41:47	]Hoo Lee Fuk (STEAM_0:0:479033164) has disconnected.
[21:41:51	]C24:i5.VICTOR-61 ran 'Use' on item '20 Kredi Kuponu' (#18834)
[21:41:53	]C24:i5.VICTOR-61 has used a coupon at a ration dispenser, gaining 20 credits.
[21:41:58	][IC] Albert Black: Direnişçi olarak neden sivillere saldırıyorsunuz.
[21:42:05	][IC] Albert Black: Ben sadece sivilleri tedavi ediyorum.
[21:42:07	]Emrn (STEAM_0:1:227765015) has disconnected.
[21:42:08	]Lynx has unloaded their "C24:i5.VICTOR-61" character.
[21:42:13	]Lynx (STEAM_0:1:578875274) has disconnected.
[21:42:14	][IC] C24:i5.UNION-46: <:: Direniş? ::>
[21:42:21	][IC] C24:i5.UNION-46: <:: Onun hakkında ne biliyorsun albert. ::>
[21:42:30	][IC] C24:i5.UNION-46: <:: O ağızını açmazsan. ::>
[21:42:33	][IC] C24:i5.UNION-46: <:: Bende yırtarak açarım. ::>
[21:42:43	][IC] C24:i5.UNION-46: <:: Yada direkt mermi yutarsın. ::>
[21:43:00	][IC] Albert Black: Soktuğumun direnişçisi bırak beni ben sadece sivilim.
[21:43:06	][IC] Albert Black: Sivilleri kaçırdığınızı biliyorum.
[21:43:12	][IC] Albert Black: Beni neden destekçi olduğum anda kaçırdınız.
[21:43:16	][IC] Albert Black: Ben sadece doktorum.
[21:43:26	][ME] C24:i5.UNION-46: elektrikle albertin kafasına vurur
[21:43:27	][IC] Albert Black: Sizden birini öldürmedim veya yaralamadım.
[21:43:27	]Albert Black was just knocked out due to: hit by stunstick owned by C24:i5.UNION-46
[21:43:29	][IC] Albert Black: Ugh!
[21:43:31	][IC] C24:i5.UNION-46: <:: Aptal şey seni. ::>
[21:43:53	][IC] C24:i5.UNION-46: <:: Uyansın belki farkına varır. ::>
[21:44:41	][ME] Albert Black: halsizce bilinci açılır ve ayağa kalkar
[21:44:50	][Y] Albert Black: Yüzümdeki şeyi çıkarın.
[21:45:00	][IC] Albert Black: Ben direnişten birini öldürmedim veya yaralamadım.
[21:45:04	][IC] Albert Black: Ben sadece sivilim.
[21:45:24	][Y] Albert Black: Yardım kaçırıldım.
[21:45:37	][IC] C24:i5.UNION-46: <:: Kes sesini. ::>
[21:45:41	][IC] Albert Black: Ow!
[21:45:46	][IC] C24:i5.UNION-46: <:: Direniştenmisin. ::>
[21:45:48	][IC] C24:i5.UNION-46: <:: Doğruyu söyle. ::>
[21:46:14	][LOOC] C24:i5.UNION-46: DC BAK AMWKROKOAPFWPIKOAWFAW
[21:46:22	][IC] Albert Black: Siz orospu çocuğu sivil korumaları öldür.
[21:46:23	][IC] Albert Black: Ahğ.
[21:46:25	]C24:i5.UNION-46 ran 'Use' on item 'Draw String Canvas Bag' (#17663)
[21:46:29	][IC] Albert Black: Shit!
[21:46:41	][IC] Albert Black: Kim bilir o kimin giysisiydi.
[21:46:47	][IC] Albert Black: Benden ne istiyorsunuz.
[21:46:50	][IC] Albert Black: Beni neden kaçırdınız.
[21:46:52	][IC] C24:i5.UNION-46: <:: Biz direniş değiliz albert. ::>
[21:47:11	][IC] C24:i5.UNION-46: <:: Bir olanları hatırlasana kafan. ::>
[21:47:16	][IC] C24:i5.UNION-46: <:: Kafanı bağlamadan önce. ::>
[21:47:23	][Y] Albert Black: Beni kandıramazsın giysileri çaldığınızı biliyorum.
[21:47:23	][IC] C24:i5.UNION-46: <:: Neler yaşandı. ::>
