[16:20:53	]crat has connected.
[20:55:42	]S10/OWS.GHOST-24 ran 'combine' on item 'Ammunition Pouch' (#13776)
[20:55:43	][Y] Sadie White: Yapma.
[20:55:47	]S10/OWS.GHOST-24 has spawned a magazine_otar_60rnd.
[20:55:48	]S10/OWS.GHOST-24 has spawned a magazine_otar_60rnd.
[20:55:48	][IC] Sadie White: Ellerimi öne veririm.
[20:55:49	]S10/OWS.GHOST-24 ran 'take' on item '60rnd OTAR-Şarjörü' (#15981)
[20:55:49	]S10/OWS.GHOST-24 has gained a '60rnd OTAR-Şarjörü' #15981.
[20:55:50	]S10/OWS.GHOST-24 ran 'take' on item '60rnd OTAR-Şarjörü' (#15982)
[20:55:50	]S10/OWS.GHOST-24 has gained a '60rnd OTAR-Şarjörü' #15982.
[20:55:52	]S10/OWS.GHOST-24 ran 'combine' on item 'Şarjör Çantası' (#13775)
[20:55:53	]S10/OWS.GHOST-24 ran 'combine' on item 'Şarjör Çantası' (#13775)
[20:55:53	][IC] John Freeman: Maaşım verilirse daha iyi olacağım inşallah.
[20:55:55	][IC] Sadie White: Bir kere gördüm.
[20:55:56	]S10/OWS.GHOST-24 has spawned a stunstick.
[20:55:56	][IC] Valentino Threshed: Çay da katran gibi.
[20:55:57	]S10/OWS.GHOST-24 ran 'take' on item 'Stunstick' (#15983)
[20:55:57	]S10/OWS.GHOST-24 has gained a 'Stunstick' #15983.
[20:55:58	]S10/OWS.GHOST-24 ran 'Equip' on item 'Stunstick' (#15983)
[20:56:01	][IC] Edward Rocky: Şehir 17'den geliyorum.
[20:56:01	][IC] Sadie White: Birine arkasını dön diyorlarda.
[20:56:04	][Y] C24:i4.XRAY-91: <:: Sadece dediğimi yap,eğer yapmazsan kafanda bir mermi olacak. ::>
[20:56:05	][IC] John Hector: Size kolay gelsin iyi günler dilerim.
[20:56:07	][IC] Sadie White: Sonra oradan geri dönmedi.
[20:56:08	][ME] Valentino Threshed: tepsisinden çayları uzatır
[20:56:09	][IC] Sadie White: Hayır.
[20:56:11	][IC] Sadie White: Yapma tamam.
[20:56:12	]Valentino Threshed ran 'drop' on item 'Bir Bardak Çay' (#15973)
[20:56:12	]Valentino Threshed has lost a 'Bir Bardak Çay' #15973.
[20:56:13	][IC] John Freeman: Saol.
[20:56:13	][IC] Nikolas Kozár: 17, Herkes oradan.
[20:56:14	][ME] Edward Rocky: çayını alır ve önüne koyar
[20:56:15	][ME] Sadie White: ellerini öne verir
[20:56:16	]Edward Rocky ran 'take' on item 'Bir Bardak Çay' (#15973)
[20:56:16	]Edward Rocky has gained a 'Bir Bardak Çay' #15973.
[20:56:18	][IC] S10/OWS.GHOST-24: <:: . ::>
[20:56:21	]Valentino Threshed ran 'drop' on item 'Bir Bardak Çay' (#15974)
[20:56:21	]Valentino Threshed has lost a 'Bir Bardak Çay' #15974.
[20:56:22	][IC] Sadie White: Ben sadece sinirlendim ve kaçtım.
[20:56:23	][IC] John Freeman: Hmm karmıı.
[20:56:23	]Edward Rocky used command '/ExitAct'.
[20:56:23	]Nikolas Kozár ran 'Consume' on item 'Yapay Macun' (#15942)
[20:56:23	]Nikolas Kozár has gained a 'Boş Kavanoz' #15984.
[20:56:25	]Valentino Threshed entered observer.
[20:56:26	]Valentino Threshed exited observer at their location.
[20:56:27	]S10/OWS.HURRICANE-24 used command '/CharSetName 24 S10/OWS.HURRICANE-24'.
[20:56:29	]S10/OWS.HURRICANE-24 entered observer.
[20:56:30	]S10/OWS.HURRICANE-24 has lost a '60rnd OTAR-Şarjörü' #15970.
[20:56:30	][IC] Valentino Threshed: Ah.
[20:56:32	][IC] Sadie White: Kelepçeleyeceksen kelepçele.
[20:56:34	][IC] Valentino Threshed: Döküldü mü.
[20:56:34	][Y] C24:i4.XRAY-91: <:: Son Uyarım, eğer arkanı dönmez isen seni öldüreceğim. ::>
[20:56:35	]Nikolas Kozár used command '/ExitAct'.
[20:56:37	][ME] Sadie White: ellerini öne verir
[20:56:39	][IC] Edward Rocky: Ooo.
[20:56:41	][IC] Edward Rocky: Gitti bile.
[20:56:41	][IC] Sadie White: Ben sadece kaçtım.
[20:56:43	][IC] Sadie White: Aban birşey yapma.
[20:56:44	]Edward Rocky used command '/ActSit 7'.
[20:56:44	]Edward Rocky used command '/ExitAct'.
[20:56:45	]Valentino Threshed ran 'take' on item 'Bir Bardak Çay' (#15974)
[20:56:45	]Valentino Threshed has gained a 'Bir Bardak Çay' #15974.
[20:56:46	]Edward Rocky used command '/ActSit 6'.
[20:56:47	][LOOC] Sadie White: ota ne alaka amk
[20:56:48	][IC] Valentino Threshed: Pardonb efendim.
[20:56:49	]S10/OWS.HURRICANE-24 exited observer at their location.
[20:56:49	]S10/OWS.HURRICANE-24 entered observer.
[20:56:52	][IC] Valentino Threshed: Size bir şey olmadı değil mi.
[20:56:56	][Y] Sadie White: Ellerimi öne verdim.
[20:56:57	][IC] Edward Rocky: Önemli değil dostum.
[20:56:58	][IC] Nikolas Kozár: Olmadı, sorun yok.
[20:56:58	][LOOC] C24:i4.XRAY-91: knk arkanı dön işte öldürteceksin kendini
[20:56:59	][IC] Edward Rocky: Rahatına bak.
[20:57:00	][IC] Sadie White: Ben sadece sinirlendim.
[20:57:01	]Nikolas Kozár used command '/ActSit 4'.
[20:57:02	][IC] Sadie White: Sıkma.
[20:57:02	]Nikolas Kozár used command '/ExitAct'.
[20:57:03	][IC] Valentino Threshed: Yenisini getiriyorum bier saniye.
[20:57:04	]Nikolas Kozár used command '/ActSit 3'.
[20:57:05	]Edward Rocky ran 'Consume' on item 'Bir Bardak Çay' (#15973)
[20:57:05	]Edward Rocky has gained a level 1 long boost in Zeka.
[20:57:05	]Edward Rocky has gained a level 1 long boost in Algı.
[20:57:05	]Edward Rocky has gained a 'Boş Kupa' #15985.
[20:57:05	]Nikolas Kozár used command '/ExitAct'.
[20:57:06	]S10/OWS.HURRICANE-24 used command '/CharSetName ghost S10/OWS.HURRICANE-45'.
[20:57:06	][IC] John Freeman: Noluyor lan.
[20:57:07	]Valentino Threshed ran 'drop' on item 'Bira' (#14793)
[20:57:07	]Valentino Threshed has lost a 'Bira' #14793.
[20:57:07	]Nikolas Kozár used command '/ActSit 8'.
[20:57:08	][LOOC] Sadie White: 507den öldüremezsin
[20:57:09	][LOOC] S10/OWS.HURRICANE-45: Hani Nexustasın Kanka Hani Burası Rebel base değil
[20:57:10	][ME] Edward Rocky: çayından bi yudum alır
[20:57:16	]Edward Rocky used command '/ExitAct'.
[20:57:20	]Edward Rocky ran 'take' on item 'Bira' (#14793)
[20:57:20	]Edward Rocky has gained a 'Bira' #14793.
[20:57:22	]Edward Rocky used command '/ActSit 6'.
[20:57:25	]S10/OWS.HURRICANE-24 used command '/Radio Delege aktif.'.
[20:57:28	][IC] Edward Rocky: Ee nerede kalmıştık.
[20:57:29	][IC] Edward Rocky: Heh.
[20:57:33	][ME] Valentino Threshed: tepsisinden çayları uzatır
[20:57:34	][IC] Edward Rocky: Şehir 17'den geliyorum.
[20:57:34	][LOOC] Sadie White: psikolojisi biraz bozuk zaten 6 kere yer değiştirdi
[20:57:34	][LOOC] C24:i4.XRAY-91: kn 507 den öldürmeyeceğim zaten, kelepçeleyeceğim için arkanı dön diyorum 
[20:57:38	]Valentino Threshed ran 'drop' on item 'Bir Bardak Çay' (#15974)
[20:57:38	]Valentino Threshed has lost a 'Bir Bardak Çay' #15974.
[20:57:42	][IC] Edward Rocky: Orada bir kaç kargaşa döndü ve buraya getirildim.
[20:57:44	][IC] Sadie White: Biliyorum beni ölkdüreceksinm.
[20:57:48	][IC] Sadie White: Bir kere gördüm.
[20:57:51	][IC] Sadie White: Kelepçeleyeceksen.
[20:57:53	]S10/OWS.HURRICANE-24 exited observer at their location.
[20:57:54	][ME] C24:i4.XRAY-91: Bir of çeker
[20:57:54	][IC] Nikolas Kozár: Kargaşa?
[20:57:55	][IC] Sadie White: Ellerimi öne veriyorum.
[20:57:55	]C24:i4.XRAY-91 has gained a '17rnd Usp-Şarjörü' #15612.
[20:57:55	]C24:i4.XRAY-91 has lost a '17rnd Usp-Şarjörü' #15697.
[20:57:56	]S10/OWS.HURRICANE-24 has used a context menu option with the name: rb655_door_open
[20:57:58	][IC] Edward Rocky: Boşver.
[20:57:58	]S10/OWS.HURRICANE-24 has used a context menu option with the name: door_lockunlock
[20:57:59	]S10/OWS.HURRICANE-24 has used a context menu option with the name: rb655_door_open
[20:57:59	][ME] Sadie White: ellerini öne verir
[20:58:00	]S10/OWS.HURRICANE-24 entered observer.
[20:58:02	][IC] Edward Rocky: Anlatmaya değmez.
[20:58:04	][IC] Valentino Threshed: Afiyet olsun efendim.
[20:58:07	][IC] Edward Rocky: Saol!
[20:58:07	][ME] C24:i4.XRAY-91: Silahını kılıfına koyar
[20:58:12	]S10/OWS.HURRICANE-45 used command '/Radio 10-4'.
[20:58:13	][IC] Nikolas Kozár: Mhm.
[20:58:13	]crat loaded the character 'Xonki'
[20:58:15	]Xonki entered observer.
[20:58:15	]Valentino Threshed ran 'Consume' on item 'Breen'in Suyu' (#15852)
[20:58:15	]Valentino Threshed has gained a 'Boş Breen'in Suyu' #15986.
[20:58:15	][ME] Edward Rocky: çayından bi yudum alır
[20:58:18	]Valentino Threshed ran 'Consume' on item 'Yapay Macun' (#15851)
[20:58:18	]Valentino Threshed has gained a 'Boş Kavanoz' #15987.
[20:58:35	][ME] Edward Rocky: eldivenlerini çıkartır ve paltosunun cebine sıkıştırır
[20:58:35	]Xonki exited observer at their location.
[20:58:37	][ME] C24:i4.XRAY-91: Kadının elinden tutarak kadını duvara doğru iter ve ellerini arkada birleştirerek kelepçeler
[20:58:39	][ME] Sadie White: sol eliyle elini anlık ittirerek sağ eliyle silaha atılır(bu zor olduğu için sen /skillroll speed 150 yaz
[20:58:46	][IC] Nikolas Kozár: Pekala.
[20:58:50	]Sadie White rolled 83 out of 100 (+0 from Hız).
[20:58:50	]Sadie White used command '/SkillRoll speed 100'.
[20:58:53	][IC] Nikolas Kozár: Şu soruyu sormayı severim.
[20:58:56	]C24:i4.XRAY-91 used command '/SkillRoll 150'.
[20:59:00	]C24:i4.XRAY-91 used command '/SkillRoll 150 speed'.
[20:59:01	][IC] Nikolas Kozár: Savaştan önce neredeydin ve ne yapıyordun?
[20:59:03	]Xonki entered observer.
[20:59:04	][ME] Edward Rocky: şapkasını masaya koyar
[20:59:05	]Xonki entered observer.
[20:59:07	]C24:i4.XRAY-91 rolled 109 out of 150 (+10 from Hız).
[20:59:07	]C24:i4.XRAY-91 used command '/SkillRoll speed 150'.
[20:59:11	]John Freeman picked up a 'comp_adhesive' from '1.
[20:59:11	]John Freeman has gained a 'Yapıştırıcı' #15988.
[20:59:11	][IC] Sadie White: Ahğ.
[20:59:11	]John Freeman picked up a 'comp_adhesive' from '1.
[20:59:11	]John Freeman has gained a 'Yapıştırıcı' #15989.
[20:59:12	][IC] C24:i4.XRAY-91: <:: Ne yaptığını sanıyorsun sen. ::>
[20:59:14	][IC] Sadie White: Hayır.
[20:59:15	]C24:i4.XRAY-91 ran 'Use' on item 'Zip-Tie' (#15608)
[20:59:19	][IC] Sadie White: Dur.
[20:59:20	]C24:i4.XRAY-91 ran 'Use' on item 'Zip-Tie' (#15608)
[20:59:23	][IC] Edward Rocky: Bende müfettiştim.
[20:59:23	]John Freeman ran 'take' on item 'Kahverengi Ayakkabı' (#15990)
[20:59:23	]John Freeman has gained a 'Kahverengi Ayakkabı' #15990.
[20:59:24	]John Freeman ran 'take' on item 'Demir' (#15992)
[20:59:24	]John Freeman has gained a 'Demir' #15992.
[20:59:28	][IC] Edward Rocky: Ozamanların.
[20:59:31	][LOOC] C24:i4.XRAY-91: knk kelepçeliyorum seni
[20:59:32	]John Freeman ran 'take' on item 'Elektronik devreler' (#15991)
[20:59:32	]John Freeman has gained a 'Elektronik devreler' #15991.
[20:59:33	][IC] Edward Rocky: Sonra istifa.
[20:59:34	][ME] Sadie White: korkudan geldiği anda ittiri
[20:59:35	][IC] Nikolas Kozár: Müffetiş ha.
[20:59:37	][IC] Edward Rocky: Loyaliste geldim.
[20:59:39	][LOOC] Sadie White: direnebilirim /it
[20:59:46	]John Hector has taken 5 damage from Paul Stone.
[20:59:46	]Paul Stone has damaged John Hector, dealing 5 with ix_hands
[20:59:46	][IC] Sadie White: Hayır.
[20:59:47	]Edward Rocky ran 'drop' on item 'Boş Kupa' (#15985)
[20:59:47	]Edward Rocky has lost a 'Boş Kupa' #15985.
[20:59:47	][IC] Valentino Threshed: Nerde bizim eski şehir 24 he.
[20:59:50	]Edward Rocky used command '/ExitAct'.
[20:59:52	][ME] Sadie White: popusunun üstüne düşer
[20:59:53	]Valentino Threshed ran 'take' on item 'Boş Kupa' (#15985)
[20:59:53	]Valentino Threshed has gained a 'Boş Kupa' #15985.
[20:59:55	][ME] C24:i4.XRAY-91: Silahını tekrardan kılıfından çıkartır ve sivile doğru doğrultur
[20:59:55	]Edward Rocky used command '/ActSit 6'.
[20:59:55	]C24:i4.XRAY-91 has gained a '17rnd Usp-Şarjörü' #15697.
[20:59:55	]C24:i4.XRAY-91 has lost a '17rnd Usp-Şarjörü' #15612.
[20:59:58	][IC] Sadie White: Hayır.
[20:59:59	][IC] Edward Rocky: Ahhh.
[21:00:00	]Xonki entered observer.
[21:00:05	][IC] Edward Rocky: Bilirim o kokuları.
[21:00:08	]Xonki exited observer at their location.
[21:00:08	][IC] Nikolas Kozár: Mhm...
[21:00:08	][LOOC] Sadie White: silah doğrulçağına düşmüşüm bir tekme ile bayılt kelepçele
[21:00:11	]C24:i4.XRAY-91 has gained a '17rnd Usp-Şarjörü' #15612.
[21:00:11	]C24:i4.XRAY-91 has lost a '17rnd Usp-Şarjörü' #15697.
[21:00:14	][IC] Valentino Threshed: Zamanında babam hatrı sayılır bi loyalistti ama ne olduğunu hatırlamıyorum ona.
[21:00:15	][IC] Sadie White: Hayır.
[21:00:17	]John Hector has taken 5 damage from Paul Stone.
[21:00:17	]Paul Stone has damaged John Hector, dealing 5.0003 with ix_hands
[21:00:21	][IC] Valentino Threshed: Gençken farklı yerlere gitti.
[21:00:22	]Paul Stone has taken 5 damage from John Hector.
[21:00:22	]John Hector has damaged Paul Stone, dealing 5 with ix_hands
[21:00:23	][ME] Sadie White: geri yavaşça kalkmaya çalışır
[21:00:23	][ME] Nikolas Kozár: Defterini alır, gizlice yazmaya çalışır. Yazdıkları görülür mü?
[21:00:23	]Xonki entered observer.
[21:00:25	]Nikolas Kozár rolled 5 out of 20.
[21:00:25	]Nikolas Kozár used command '/Roll'.
[21:00:25	]Sadie White rolled 7 out of 20.
[21:00:25	]Sadie White used command '/Roll'.
[21:00:28	]John Freeman opened the 'File Cabinet' #2396 container.
[21:00:30	]John Freeman ran 'combine' on item 'Demir' (#15992)
[21:00:31	][ME] Sadie White: tekrar korkudan düşer
[21:00:32	][LOOC] C24:i4.XRAY-91: kelepçeleme hakkın bitti knk, direndin
[21:00:32	][IC] Sadie White: Yapma.
[21:00:34	]John Freeman has gained a 'Plastik Levhalar' #12466 from a container with the name 'File Cabinet' #2396.
[21:00:35	]John Freeman ran 'combine' on item 'Plastik Çöp' (#15860)
[21:00:36	]Edward Rocky rolled 13 out of 20.
[21:00:36	]Edward Rocky used command '/Roll'.
[21:00:36	][IC] Paul Stone: Come on.
[21:00:37	]John Freeman closed the 'File Cabinet' #2396 container.
[21:00:38	]Valentino Threshed rolled 7 out of 20.
[21:00:38	]Valentino Threshed used command '/Roll'.
[21:00:38	]John Freeman opened the 'File Cabinet' #2396 container.
[21:00:39	][LOOC] Sadie White: direnmek 148
[21:00:40	]John Freeman closed the 'File Cabinet' #2396 container.
[21:00:41	][IC] Paul Stone: Come on.
[21:00:43	][IT] Edward Rocky: ne yazmaktadır?
[21:00:48	][LOOC] Sadie White: ölüm değil en az ölümle halletmen lazım
[21:00:58	][IT] Nikolas Kozár: karşındaki kişilerin geçmişleri, kişilikleri
[21:00:58	]crat loaded the character 'Dieumerci Rabiou'
[21:01:00	]Dieumerci Rabiou entered observer.
[21:01:00	][LOOC] Sadie White: bende cpyim çok basit şekilde halledersin bunu
[21:01:01	]John Freeman opened the 'File Cabinet' #2396 container.
[21:01:04	]Dieumerci Rabiou exited observer at their location.
[21:01:04	]John Freeman has transferred a 'Demir' #15992 to a container with the name 'File Cabinet' #2396.
[21:01:07	]John Freeman has transferred a 'Elektronik devreler' #15991 to a container with the name 'File Cabinet' #2396.
[21:01:07	][ME] Sadie White: tekrar kalkmaya çalışır
[21:01:08	]Sadie White rolled 17 out of 20.
[21:01:08	]Sadie White used command '/Roll'.
[21:01:08	][Y] Dieumerci Rabiou: Hey!
[21:01:09	][LOOC] C24:i4.XRAY-91: knk 3 kere 148 yaptın ona bakarsan, ve silahımı almaya çalıştın nexusta
[21:01:09	]John Freeman has transferred a 'Plastik Levhalar' #12466 to a container with the name 'File Cabinet' #2396.
[21:01:12	][IT] Sadie White: kalkar
[21:01:13	][Y] Dieumerci Rabiou: Ne yapıyorsun orda?!
[21:01:14	]John Freeman closed the 'File Cabinet' #2396 container.
[21:01:15	][ME] Valentino Threshed: şaşırarak olduğu yerde kalır
[21:01:18	][IC] Edward Rocky: Kişilikler he.
[21:01:18	][IT] Nikolas Kozár: ayrıca muhtemel sik boyutkaruda bulunur
[21:01:20	]Dieumerci Rabiou has given himself a request_device.
[21:01:20	]Dieumerci Rabiou has gained a 'Talep Cihazı' #15993.
[21:01:20	][LOOC] Sadie White: 3 kere 148 ölüm değil klavuza bak
[21:01:21	]C24:i4.XRAY-91 has gained a '17rnd Usp-Şarjörü' #15697.
[21:01:21	]C24:i4.XRAY-91 has lost a '17rnd Usp-Şarjörü' #15612.
[21:01:22	]Dieumerci Rabiou ran 'Bind' on item 'Talep Cihazı' (#15993)
[21:01:23	][Y] John Hector: ÇIKACAM BEKLE.
[21:01:26	][IC] Nikolas Kozár: Ups.
[21:01:30	]John Freeman ran 'drop' on item 'Ahşap Tahta' (#15868)
[21:01:30	]John Freeman has lost a 'Ahşap Tahta' #15868.
[21:01:31	][ME] Edward Rocky: gülümser
[21:01:33	][LOOC] Sadie White: bi tekme atamıyon mu ?????
[21:01:35	]Dieumerci Rabiou used command '/Request SMB'nin ameliyathanesinde haneye tecavüz var!'.
[21:01:36	][LOOC] C24:i4.XRAY-91: 422
[21:01:43	][IC] John Hector: Kusura bakmayın.
[21:01:44	][IC] Edward Rocky: Müfettiş bende müfettiştim unutma!
[21:01:45	][IC] Dieumerci Rabiou: Git burdan!
[21:01:45	][IC] Nikolas Kozár: Heh, sırrım açığa çıktı.
[21:01:49	][IC] Nikolas Kozár: Doğrudur.
[21:01:49	][IC] John Hector: Tamam.
[21:01:50	]S10/OWS.HURRICANE-45 used command '/Radio Cp uniteleri, herhangi bir, yardım, destek, yeni kuvvet, talep oluşturuldu. KOD; KORU, İŞBİRLİĞİ, OTORİTE.'.
[21:01:51	][IC] Valentino Threshed: N-n-nereden biliyorsun.
[21:01:54	][IC] Valentino Threshed: Daha sabah ölçtüm.
[21:01:57	][IC] Edward Rocky: Benden kaçmaz.
[21:01:59	][LOOC] Sadie White: /me tekme atar yaz sadece karakter yerde
[21:02:03	]Dieumerci Rabiou used command '/Request Gitti...'.
[21:02:05	]Dieumerci Rabiou entered observer.
[21:02:05	][LOOC] Sadie White: stresten kalkamıyor
[21:02:11	][IC] Valentino Threshed: Size iyi günler.
[21:02:14	][LOOC] Sadie White: elektrik ile vur bayılırken kelepçele
[21:02:16	][ME] Edward Rocky: eldivenlerini paltosunun cebinden çıkartır ve giyer
[21:02:19	][IC] John Freeman: CP's!
[21:02:20	][IC] Valentino Threshed: Ben daha fazla dramaya inanamam.
[21:02:22	][LOOC] Sadie White: kelepçesiz nexusa sokman bile hata
[21:02:24	][ME] Edward Rocky: şapkasını kafasına takar
[21:02:26	][IC] Valentino Threshed: Parayi masaya birakirsiniz.
[21:02:26	]Edward Rocky used command '/ExitAct'.
[21:02:28	]Dieumerci Rabiou has spawned a cmrulock.
[21:02:29	][IC] Edward Rocky: Iyi sohbetti.
[21:02:29	][IC] Valentino Threshed: Görüşürüz.
[21:02:29	]Dieumerci Rabiou ran 'take' on item 'CMRU Lock' (#15994)
[21:02:29	]Dieumerci Rabiou has gained a 'CMRU Lock' #15994.
[21:02:31	][IC] Nikolas Kozár: Ne draması be adam?
[21:02:31	]Nikolas Kozár used command '/ExitAct'.
[21:02:32	]Dieumerci Rabiou ran 'Place' on item 'CMRU Lock' (#15994)
[21:02:33	]Dieumerci Rabiou exited observer at their location.
[21:02:33	][IC] John Freeman: CP's!
[21:02:33	]Dieumerci Rabiou entered observer.
[21:02:35	]Edward Rocky entered observer.
[21:02:35	]Edward Rocky exited observer at their location.
[21:02:36	][ME] C24:i4.XRAY-91: Silahını kılıfına koyarak eline stunstick'ini alır. Elektiriğini yüksek ayara getirip kadına yaklaşarak kadını bir kez daha bayıltır
[21:02:38	]Dieumerci Rabiou exited observer at their location.
[21:02:39	][LOOC] Sadie White: bunun yapmadan önce bildir ve roll at
[21:02:39	][Y] Edward Rocky: Hey!
[21:02:43	]Dieumerci Rabiou has used a context menu option with the name: remove
[21:02:47	][IC] Valentino Threshed: E-e-evet.
[21:02:47	][Y] Edward Rocky: Senle birşey konuşacağım evlat.
[21:02:48	][IC] John Freeman: Sk varmı bakabilecek.
[21:02:50	]Dieumerci Rabiou has spawned a cmrulock.
[21:02:51	]Dieumerci Rabiou ran 'take' on item 'CMRU Lock' (#15995)
[21:02:51	]Dieumerci Rabiou has gained a 'CMRU Lock' #15995.
[21:02:51	][LOOC] C24:i4.XRAY-91: /charfalloverda kelepçelemeyi unuttum
[21:02:53	]Dieumerci Rabiou ran 'Place' on item 'CMRU Lock' (#15995)
[21:02:53	][Y] Edward Rocky: Gel şöyle.
[21:02:55	]Dieumerci Rabiou has used a context menu option with the name: remove
[21:02:57	][ME] Valentino Threshed: korkmuş şekilde
[21:02:57	][IC] Sadie White: Durü.
[21:02:58	]Dieumerci Rabiou has spawned a 'Entity [3551][ix_combinelock_cmru]'.
[21:02:59	]Dieumerci Rabiou entered observer.
[21:02:59	]Dieumerci Rabiou exited observer at their location.
[21:03:00	]Sadie White was just knocked out due to: hit by stunstick owned by C24:i4.XRAY-91
[21:03:01	]Edward Rocky has used a context menu option with the name: door_lockunlock
[21:03:01	]Dieumerci Rabiou entered observer.
[21:03:01	][IC] Nikolas Kozár: Sen!
[21:03:02	]Dieumerci Rabiou exited observer at their location.
[21:03:04	]Dieumerci Rabiou has spawned a 'Entity [3551][ix_combinelock_cmru]'.
[21:03:06	]Dieumerci Rabiou entered observer.
[21:03:06	]Dieumerci Rabiou exited observer at their location.
[21:03:08	][LOOC] Sadie White: roll şansı verseydin
[21:03:08	]Dieumerci Rabiou has spawned a 'Entity [4080][ix_combinelock_cmru]'.
[21:03:09	]Paul Stone has taken 55 damage from worldspawn.
[21:03:10	][IC] Nikolas Kozár: Neyden kaçıyorsun ha?
[21:03:10	][IC] Edward Rocky: Evin burasıysa.
[21:03:12	][IC] Edward Rocky: Geçelim.
[21:03:17	]Dieumerci Rabiou entered observer.
[21:03:17	][LOOC] Sadie White: sola ilerleyebiliyorum ayaklarım var
[21:03:17	][IC] Edward Rocky: Müfettiş izin verirmisin?
[21:03:20	][ME] C24:i4.XRAY-91: Kadın baygınken  ellerini arkadan kelepçeler
[21:03:21	][ME] Valentino Threshed: gizlice kapıyı açıp içeri girip kapatmaya çalışır
[21:03:24	]C24:i4.XRAY-91 ran 'Use' on item 'Zip-Tie' (#15608)
[21:03:25	][LOOC] Sadie White: neyse boşver
[21:03:26	][IC] Nikolas Kozár: Elbette.
[21:03:27	]C24:i4.XRAY-91 ran 'Use' on item 'Zip-Tie' (#15608)
[21:03:27	]Valentino Threshed rolled 7 out of 20.
[21:03:27	]Valentino Threshed used command '/Roll'.
[21:03:27	][IC] S10/OWS.HURRICANE-45: <:: Clear. ::>
[21:03:29	]Edward Rocky rolled 18 out of 20.
[21:03:29	]Edward Rocky used command '/Roll'.
[21:03:35	][ME] Edward Rocky: ellerinden tuttu
[21:03:37	]C24:i4.XRAY-91 ran 'Use' on item 'Zip-Tie' (#15608)
[21:03:38	][ME] Edward Rocky: ellerinden tutar
[21:03:41	][IC] Edward Rocky: Hop.
[21:03:44	][IC] Valentino Threshed: Ah adamım.
[21:03:46	][IC] Edward Rocky: Sadece durmanı istiyorum ahbap.
[21:03:48	][IC] Valentino Threshed: Benim bi suçum yok.
[21:03:49	][IC] Edward Rocky: Birşey yapmayacağım.
[21:03:50	][IC] Valentino Threshed: Nolur.
[21:03:51	][LOOC] C24:i4.XRAY-91: knk yaptıgın ihlaller sonucunda coktan ölmen lazım zaten aslkgakslgklas üstlerime sorup seni öldürteceğim
[21:03:56	][IC] John Freeman: Iyimsini?
[21:03:56	][IC] Edward Rocky: Birşey yapmayacağım dedim.
[21:04:00	][IC] Paul Stone: Evet.
[21:04:01	][IC] Edward Rocky: Müfettiş izin verirmisin?
[21:04:02	]S10/OWS.HURRICANE-45 ran SAM command 'asay' with arguments: 'calladmin'
[21:04:02	][IC] Nikolas Kozár: Mhm.
[21:04:05	][IC] John Freeman: Tamam.
[21:04:07	][IC] Nikolas Kozár: Evet, elbette.
[21:04:08	][W] Edward Rocky: Birazcık korkmuş.
[21:04:09	]Dieumerci Rabiou exited observer at their location.
[21:04:09	]C24:i4.XRAY-91 ran 'Use' on item 'Zip-Tie' (#15608)
[21:04:12	][LOOC] Dieumerci Rabiou: evet
[21:04:12	]Dieumerci Rabiou entered observer.
[21:04:12	]C24:i4.XRAY-91 ran 'Use' on item 'Zip-Tie' (#15608)
[21:04:15	][LOOC] Sadie White: evet ama tekme atmak varken yerdekine silahla vurmak saçma
[21:04:15	]Dieumerci Rabiou exited observer at their location.
[21:04:16	]Dieumerci Rabiou entered observer.
[21:04:17	][W] Edward Rocky: Birazcık teselli edilmesine ihtiyaç var.
[21:04:18	][IC] Valentino Threshed: H-h-hiçbirşey görmedim duymadım.
[21:04:20	][IC] Valentino Threshed: Nolur.
[21:04:21	][IC] Sadie White: Hayır.
[21:04:22	][LOOC] S10/OWS.HURRICANE-45: Aga şı sahlin orda bi FOB Varya 
[21:04:22	][IC] Nikolas Kozár: ...
[21:04:24	][IC] Sadie White: Ne oluyor.
[21:04:25	][IC] C24:i4.XRAY-91: <:: Şimdi. ::>
[21:04:27	][IC] C24:i4.XRAY-91: <:: Arkanı dön. ::>
[21:04:29	][IC] Edward Rocky: Kapıyı aç ve içeriye gir.
[21:04:31	][LOOC] Dieumerci Rabiou: evet
[21:04:32	][LOOC] S10/OWS.HURRICANE-45: Oraya atabilirmisin?
[21:04:33	][LOOC] Sadie White: ben olsaydım dışarda kelepçeler sorunsuz şekilde sorgulardım
[21:04:34	][LOOC] Dieumerci Rabiou: olur
[21:04:40	]Nikolas Kozár entered observer.
[21:04:41	][IC] Edward Rocky: Kapıyı kitle.
[21:04:42	][IC] Sadie White: Dur.
[21:04:42	][LOOC] C24:i4.XRAY-91: kaçmasaydın iyiydi
[21:04:46	]Nikolas Kozár exited observer at their location.
[21:04:50	][IC] C24:i4.XRAY-91: <:: Arkanı dönecek misni. ::>
[21:04:52	][IC] C24:i4.XRAY-91: <:: Misin. ::>
[21:04:52	]Dieumerci Rabiou ran SAM command 'bring' with arguments: 'hurricane'
[21:04:53	][LOOC] Nikolas Kozár: noldu
[21:04:54	][ME] Valentino Threshed: içinden sikmeseler bari der
[21:04:54	][ME] Sadie White: kaçmaya çalışır
[21:04:55	]Nikolas Kozár entered observer.
[21:04:56	][IC] John Hector: Ne istiyon ustam.
[21:04:58	]Sadie White rolled 50 out of 100 (+0 from Hız).
