[07:51:29	]Goblin has connected.
[20:16:24	]Bob Marley Faruk ran SAM command 'asay' with arguments: 'kanka ben bilmiyordum kb'
[20:16:24	]Yaʿqūb Isḥāq has spawned a 'Entity [4151][item_healthvial]'.
[20:16:29	]C17:i3.UNION-66 used command '/CMB turuncuya çıkınca ne yapacaklar acaba?'.
[20:16:30	]C17:RL.KING-2 used command '/Radio Belirsiz sayıda 647E'.
[20:16:33	]Bob Marley Faruk is fully healed.
[20:16:33	][Y] C17:RCT.UNION-25: <:: Hassiktir! ::>
[20:16:34	]Bob Marley Faruk entered observer.
[20:16:35	]Bob Marley Faruk exited observer at their location.
[20:16:39	]S10/OMB.HURRICANE-44 has gained a '30rnd MP-şarjörü' #16997.
[20:16:39	]S10/OMB.HURRICANE-44 has lost a '30rnd MP-şarjörü' #17037.
[20:16:39	]C17:RL.KING-2 ran SAM command 'asay' with arguments: 'BEYİN'
[20:16:39	]S10/ORD.HURRICANE-36 exited observer at their location.
[20:16:39	]test asd has gained a '30rnd MP-şarjörü' #31646.
[20:16:39	]test asd has lost a '30rnd MP-şarjörü' #31647.
[20:16:42	]C17:RL.KING-2 ran SAM command 'asay' with arguments: '404 e git'
[20:16:42	]S10/ORD.HURRICANE-36 used command '/Radio copy that'.
[20:16:44	]C17:RL.KING-2 ran SAM command 'asay' with arguments: 'koş'
[20:16:46	]S10/ORD.HURRICANE-36 entered observer.
[20:16:47	]test asd ran SAM command 'asay' with arguments: 'meta'
[20:16:47	]S10/ORD.HURRICANE-36 exited observer at their location.
[20:16:49	]test asd ran SAM command 'asay' with arguments: 'yapmayın'
[20:16:50	]C17:RCT.UNION-25 used command '/Radio Burada kaldık.'.
[20:16:53	]S10/ORD.HURRICANE-36 ran SAM command 'asay' with arguments: 'vendor yok kendime adminden vereyim'
[20:16:55	]Yaʿqūb Isḥāq has given himself a frag_grenade.
[20:16:55	]Yaʿqūb Isḥāq has gained a 'Frag Grenade' #31696.
[20:16:55	]C17:RL.KING-2 ran SAM command 'asay' with arguments: 'meta değil adamda 1000 can var'
[20:16:56	]Yaʿqūb Isḥāq has given himself a frag_grenade.
[20:16:56	]Yaʿqūb Isḥāq has gained a 'Frag Grenade' #31697.
[20:16:58	]C17:RL.KING-2 ran SAM command 'asay' with arguments: 'destek gerekiyor'
[20:16:59	]S10/ORD.HURRICANE-36 has given himself a frag_grenade.
[20:16:59	]S10/ORD.HURRICANE-36 has gained a 'Frag Grenade' #31698.
[20:17:00	]test asd ran SAM command 'asay' with arguments: 'yoo?'
[20:17:01	]S10/ORD.HURRICANE-36 has given himself a incendiary_grenade.
[20:17:01	]S10/ORD.HURRICANE-36 has gained a 'Incendiary Grenade' #31699.
[20:17:03	]S10/OMB.HURRICANE-44 used command '/Radio Daha çok destek gerek 10-99'.
[20:17:04	]test asd ran SAM command 'asay' with arguments: 'destek @ burdan çağırılmaz'
[20:17:06	]test asd ran SAM command 'asay' with arguments: 'radyodan'
[20:17:06	]C17:RL.KING-2 ran SAM command 'asay' with arguments: 'yooooooo?'
[20:17:06	]S10/ORD.HURRICANE-36 has given himself a smoke_grenade.
[20:17:06	]S10/ORD.HURRICANE-36 has gained a 'Smoke Grenade' #31700.
[20:17:10	][IC] C17:RCT.UNION-25: <:: Kayıp varmı? ::>
[20:17:10	]Bob Marley Faruk ran SAM command 'asay' with arguments: 'kanka canımı düzelttim?'
[20:17:12	]C17:RL.KING-2 ran SAM command 'asay' with arguments: 'radyodan söyledim zaten'
[20:17:12	]Bob Marley Faruk ran SAM command 'asay' with arguments: 'git bak'
[20:17:15	][IC] C17:i3.UNION-66: <:: 10-52. ::>
[20:17:15	]C17:RL.KING-2 ran SAM command 'asay' with arguments: 'radyodan da söyledğm'
[20:17:18	]C17:RL.KING-2 ran SAM command 'asay' with arguments: 'görmüyorsunuz yok diye'
[20:17:19	]Yaʿqūb Isḥāq ran 'Equip' on item 'Frag Grenade' (#31697)
[20:17:26	]Frederic Schopenhauer has gained level 42 in the Hız skill.
[20:17:28	]test asd ran SAM command 'asay' with arguments: 'Admin chatten yazdığın gözüküyor'
[20:17:31	]Bob Marley Faruk entered observer.
[20:17:31	]C17:RL.KING-2 ran SAM command 'asay' with arguments: 'bak amk'
[20:17:33	]C17:RL.KING-2 ran SAM command 'asay' with arguments: 'o zaman'
[20:17:34	]S10/ORD.HURRICANE-36 has given himself a bullets_pulse.
[20:17:34	]S10/ORD.HURRICANE-36 has gained a 'Pulse Rifle Enerjisi' #31701.
[20:17:34	]Bob Marley Faruk exited observer at their location.
[20:17:34	]S10/ORD.HURRICANE-36 has given himself a bullets_pulse.
[20:17:34	]S10/ORD.HURRICANE-36 has gained a 'Pulse Rifle Enerjisi' #31702.
[20:17:35	]S10/ORD.HURRICANE-36 has given himself a bullets_pulse.
[20:17:35	]S10/ORD.HURRICANE-36 has gained a 'Pulse Rifle Enerjisi' #31703.
[20:17:36	]S10/ORD.HURRICANE-36 has given himself a bullets_pulse.
[20:17:36	]S10/ORD.HURRICANE-36 has gained a 'Pulse Rifle Enerjisi' #31704.
[20:17:38	]C17:RL.KING-2 ran SAM command 'asay' with arguments: 'niye iftira atıyorsun'
[20:17:39	]C17:i3.UNION-66 used command '/Radio KT-1; team advance'.
[20:17:46	]Yaʿqūb Isḥāq ran 'Equip' on item 'Frag Grenade' (#31696)
[20:17:47	]S10/ORD.HURRICANE-36 has given himself a health_kit.
[20:17:47	]S10/ORD.HURRICANE-36 has gained a 'Sağlık Kiti' #31705.
[20:17:49	]Bob Marley Faruk ran SAM command 'asay' with arguments: 'kanka canım şuan 1000 değil'
[20:17:49	]test asd ran SAM command 'asay' with arguments: 'ss aldım'
[20:17:50	]S10/ORD.HURRICANE-36 ran 'drop' on item 'Sağlık Kiti' (#31705)
[20:17:50	]S10/ORD.HURRICANE-36 has lost a 'Sağlık Kiti' #31705.
[20:17:51	]S10/ORD.HURRICANE-36 ran 'drop' on item 'Sağlık Kiti' (#24976)
[20:17:51	]S10/ORD.HURRICANE-36 has lost a 'Sağlık Kiti' #24976.
[20:17:52	]S10/ORD.HURRICANE-36 ran 'take' on item 'Sağlık Kiti' (#31705)
[20:17:52	]S10/ORD.HURRICANE-36 has gained a 'Sağlık Kiti' #31705.
[20:17:54	]test asd ran SAM command 'asay' with arguments: 'ne iftirası x'
[20:17:55	]Enistein ran SAM command 'asay' with arguments: 'C17:RL.KING-2 used command '/Radio 404 Bölgesine OSG desteği gerekiyor'.'
[20:17:55	]S10/ORD.HURRICANE-36 ran 'take' on item 'Sağlık Kiti' (#24976)
[20:17:55	]S10/ORD.HURRICANE-36 has gained a 'Sağlık Kiti' #24976.
[20:17:57	]S10/OMB.HURRICANE-44 has gained a '30rnd MP-şarjörü' #17037.
[20:17:57	]S10/OMB.HURRICANE-44 was knocked unconscious and is bleeding out.
[20:18:01	]Enistein ran SAM command 'asay' with arguments: 'söylemiş radyodan da'
[20:18:02	]Bob Marley Faruk entered observer.
[20:18:02	]C17:RCT.UNION-25 used command '/Radio OSG DÜŞTÜ.'.
[20:18:02	]Bob Marley Faruk exited observer at their location.
[20:18:04	]S10/ORD.HURRICANE-36 entered observer.
[20:18:10	]C17:i3.UNION-66 used command '/Radio KT-1; move back'.
[20:18:10	]test asd ran SAM command 'asay' with arguments: 'tamam @ buradan geçmesi enteresan'
[20:18:10	]S10/ORD.HURRICANE-36 exited observer at their location.
[20:18:12	]test asd has gained a '30rnd MP-şarjörü' #31647.
[20:18:12	]test asd has lost a '30rnd MP-şarjörü' #31646.
[20:18:19	]S10/OMB.HURRICANE-44 ran SAM command 'asay' with arguments: 'O BOMBALAR BİTSİN ARTIK AMQ'
[20:18:20	]S10/ORD.HURRICANE-36 used command '/Radio Copy that, 10-76 404 Bölgesi'.
[20:18:25	]C17:i3.UNION-66 used command '/Radio KT-1; 10-99'.
[20:18:26	]Frederic Schopenhauer ran 'take' on item 'Sigara' (#28889)
[20:18:26	]Frederic Schopenhauer has gained a 'Sigara' #28889.
[20:18:27	]C17:RCT.UNION-25 used command '/Radio Acil destek gerekiyor.'.
[20:18:30	]test asd ran SAM command 'asay' with arguments: 'kimsede bin cvan yok bu arada'
[20:18:35	]C17:RL.KING-2 ran SAM command 'asay' with arguments: 'vardı'
[20:18:42	][LOOC] C17:i3.UNION-66: flashlighta yok cephaneliğe koymadıklarından:(
[20:18:44	]Bob Marley Faruk ran SAM command 'asay' with arguments: 'benim önceden kalmış düzelttim'
[20:18:45	]S10/ORD.HURRICANE-36 used command '/ToggleRaise'.
[20:18:48	]Bob Marley Faruk ran SAM command 'asay' with arguments: 'şuanda yok'
[20:18:48	][LOOC] C17:RCT.UNION-25: bende var ama sadece 1 tane
[20:18:50	]C17:RL.KING-2 ran SAM command 'asay' with arguments: 'tamam sıknıtı yok beyler'
[20:18:51	]test asd entered observer.
[20:18:52	]test asd exited observer at their location.
[20:18:54	]C17:RL.KING-2 ran SAM command 'asay' with arguments: 'dert etmeyin devam edelim'
[20:18:54	]S10/ORD.HURRICANE-36 ran SAM command 'asay' with arguments: 'herkes öldükten sonra düzelttin yani gelme hakkım var'
[20:18:55	]C17:RL.KING-2 ran SAM command 'asay' with arguments: 'sallayın'
[20:19:01	]Yaʿqūb Isḥāq entered observer.
[20:19:01	][IC] C17:RCT.UNION-25: <:: Kaplamam var. ::>
[20:19:01	]C17:RL.KING-2 ran SAM command 'asay' with arguments: 'o yüzden beyini çağrıdım zaten'
[20:19:02	][IC] C17:RCT.UNION-25: <:: Extra. ::>
[20:19:05	]Yaʿqūb Isḥāq exited observer at their location.
[20:19:16	]S10/ORD.HURRICANE-36 used command '/Radio en üst kattalar'.
[20:19:25	]S10/OMB.HURRICANE-44 ran SAM command 'asay' with arguments: 'bunlara kim eğitim verdi yaradan rabbim'
[20:19:29	]S10/ORD.HURRICANE-36 used command '/Radio birisi aşağıyda'.
[20:19:33	][IC] C17:i3.UNION-66: <:: Hassiktir! ::>
[20:19:38	][IC] C17:RCT.UNION-25: <:: Beni koru. ::>
[20:19:39	][IC] C17:i3.UNION-66: <:: Ilk yardım malzemem yok. ::>
[20:19:40	]S10/ORD.HURRICANE-36 has critically hit Yaʿqūb Isḥāq in the stomach dealing 25 damage (CritChance was 1.01).
[20:19:40	]Yaʿqūb Isḥāq has taken 25 damage from S10/ORD.HURRICANE-36.
[20:19:40	]S10/ORD.HURRICANE-36 has critically hit Yaʿqūb Isḥāq in the chest dealing 0 damage (CritChance was 1.01).
[20:19:40	]S10/ORD.HURRICANE-36 has critically hit Yaʿqūb Isḥāq in the right arm dealing 7 damage (CritChance was 1.01).
[20:19:40	]Yaʿqūb Isḥāq has taken 6 damage from S10/ORD.HURRICANE-36.
[20:19:40	]S10/ORD.HURRICANE-36 has critically hit Yaʿqūb Isḥāq in the stomach dealing 25 damage (CritChance was 1.01).
[20:19:40	]Yaʿqūb Isḥāq has taken 25 damage from S10/ORD.HURRICANE-36.
[20:19:40	]S10/ORD.HURRICANE-36 has critically hit Yaʿqūb Isḥāq in the right arm dealing 7 damage (CritChance was 1.01).
[20:19:40	]Yaʿqūb Isḥāq has taken 6 damage from S10/ORD.HURRICANE-36.
[20:19:40	]S10/ORD.HURRICANE-36 has critically hit Yaʿqūb Isḥāq in the stomach dealing 25 damage (CritChance was 1.01).
[20:19:40	]Yaʿqūb Isḥāq has taken 25 damage from S10/ORD.HURRICANE-36.
[20:19:40	]S10/ORD.HURRICANE-36 has critically hit Yaʿqūb Isḥāq in the stomach dealing 25 damage (CritChance was 1.01).
[20:19:40	]Yaʿqūb Isḥāq was knocked unconscious and is bleeding out.
[20:19:41	]S10/ORD.HURRICANE-36 has critically hit test asd in the left arm dealing 0 damage (CritChance was 0.50).
[20:19:41	]S10/ORD.HURRICANE-36 has hit test asd in the left arm dealing 7 damage (CritChance was 0.50).
[20:19:41	]test asd has taken 6 damage from S10/ORD.HURRICANE-36.
[20:19:41	]test asd is fully healed.
[20:19:42	][IC] C17:RCT.UNION-25: <:: Tıbbi destek vericem. ::>
[20:19:42	]Yaʿqūb Isḥāq was killed while bleeding out.
[20:19:42	]worldspawn has killed Yaʿqūb Isḥāq.
[20:19:42	]Yaʿqūb Isḥāq has dropped: Mavi Dolgulu Pantolon (#31638); El Feneri (#21275); Doktor Kaskı (#31640); Model 870 (#21281); Açık Gri Kol Bandı (#20988); Gaz maskesi (#31645); Lastik çizme (#31649); Ağır Yeşil Kevlar Üniforma (#31637);
[20:19:43	][IC] C17:i3.UNION-66: <:: 10-4. ::>
[20:19:43	][IT] S10/OMB.HURRICANE-44: kişi hala yaşamkta sadece yaşamsal destek gerekli
[20:19:44	]Yaʿqūb Isḥāq entered observer.
[20:19:46	][IC] C17:RCT.UNION-25: <:: Benim var. ::>
[20:19:46	]S10/ORD.HURRICANE-36 has gained a '30rnd Pulse-Şarjörü' #16723.
[20:19:46	]S10/ORD.HURRICANE-36 has lost a '30rnd Pulse-Şarjörü' #16724.
[20:19:48	]C17:RCT.UNION-25 ran 'give' on item 'Dezenfekte Bandaj Rulosu' (#30324)
[20:19:48	]C17:RCT.UNION-25 has performed the 'Use Dezenfekte Bandaj Rulosu' action, gaining 22 experience in medicine.
[20:19:48	]S10/OMB.HURRICANE-44 was disinfected by C17:RCT.UNION-25 for 102 seconds.
[20:19:48	]S10/OMB.HURRICANE-44's bleeding was stopped by C17:RCT.UNION-25.
[20:19:48	]S10/OMB.HURRICANE-44 was bandaged by C17:RCT.UNION-25 for 17 HP.
[20:19:48	]Bob Marley Faruk has gained a '30rnd MP-şarjörü' #31652.
[20:19:48	]Bob Marley Faruk has lost a '30rnd MP-şarjörü' #31660.
[20:19:50	]C17:RCT.UNION-25 ran 'give' on item 'Dezenfekte Bandaj Rulosu' (#30324)
[20:19:50	]C17:RCT.UNION-25 has performed the 'Use Dezenfekte Bandaj Rulosu' action, gaining 15 experience in medicine.
[20:19:50	]S10/OMB.HURRICANE-44 was disinfected by C17:RCT.UNION-25 for 102 seconds.
[20:19:50	]S10/OMB.HURRICANE-44 was bandaged by C17:RCT.UNION-25 for 17 HP.
[20:19:52	]arex yamagin used command '/ActSit'.
[20:19:54	]C17:RCT.UNION-25 ran 'give' on item 'İlk Yardım Kiti' (#30329)
[20:19:54	]C17:RCT.UNION-25 has performed the 'Use İlk Yardım Kiti' action, gaining 85 experience in medicine.
[20:19:54	]S10/OMB.HURRICANE-44 was disinfected by C17:RCT.UNION-25 for 146 seconds.
[20:19:54	]S10/OMB.HURRICANE-44 was bandaged by C17:RCT.UNION-25 for 57 HP.
[20:19:55	]S10/ORD.HURRICANE-36 ran 'combine' on item '30rnd Pulse-Şarjörü' (#16723)
[20:19:59	]Bob Marley Faruk entered observer.
[20:20:00	]erenonel2007 (STEAM_0:1:782249482) has disconnected.
[20:20:00	]Bob Marley Faruk exited observer at their location.
[20:20:01	]S10/ORD.HURRICANE-36 used command '/Radio 1 düştü'.
[20:20:04	][IC] C17:RCT.UNION-25: <:: Bandajladım ve ilk yardım kiti kullandım. ::>
[20:20:06	]S10/ORD.HURRICANE-36 has critically hit Bob Marley Faruk in the left arm dealing 7 damage (CritChance was 0.95).
[20:20:06	]Bob Marley Faruk has taken 6 damage from S10/ORD.HURRICANE-36.
[20:20:06	]S10/ORD.HURRICANE-36 has critically hit Bob Marley Faruk in the left arm dealing 7 damage (CritChance was 0.95).
[20:20:06	]Bob Marley Faruk has taken 6 damage from S10/ORD.HURRICANE-36.
[20:20:08	]C17:i3.UNION-66 used command '/Radio KT-1; 10-4'.
[20:20:08	]C17:RCT.UNION-25 ran 'give' on item 'Dezenfekte Bandaj Rulosu' (#30321)
[20:20:08	]C17:RCT.UNION-25 has performed the 'Use Dezenfekte Bandaj Rulosu' action, gaining 3 experience in medicine.
[20:20:08	]C17:RCT.UNION-25 tried to disinfect S10/OMB.HURRICANE-44 but the wound was already clean.
[20:20:08	]S10/OMB.HURRICANE-44 was bandaged by C17:RCT.UNION-25 for 17 HP.
[20:20:10	]S10/ORD.HURRICANE-36 has critically hit Bob Marley Faruk in the right arm dealing 3 damage (CritChance was 0.94).
[20:20:10	]Bob Marley Faruk has taken 3 damage from S10/ORD.HURRICANE-36.
[20:20:10	]S10/ORD.HURRICANE-36 has critically hit Bob Marley Faruk in the right arm dealing 7 damage (CritChance was 0.94).
[20:20:10	]Bob Marley Faruk has taken 6 damage from S10/ORD.HURRICANE-36.
[20:20:12	]S10/ORD.HURRICANE-36 has critically hit Bob Marley Faruk in the chest dealing 25 damage (CritChance was 1.01).
[20:20:12	]Bob Marley Faruk has taken 25 damage from S10/ORD.HURRICANE-36.
[20:20:12	]Bob Marley Faruk has hit S10/ORD.HURRICANE-36 dealing 0 damage (CritChance was 0.22).
[20:20:12	]Bob Marley Faruk has critically hit S10/ORD.HURRICANE-36 dealing 0 damage (CritChance was 0.22).
[20:20:12	]Bob Marley Faruk has critically hit S10/ORD.HURRICANE-36 dealing 16 damage (CritChance was 0.22).
[20:20:12	]S10/ORD.HURRICANE-36 has taken 16 damage from Bob Marley Faruk.
[20:20:13	]Bob Marley Faruk has hit S10/ORD.HURRICANE-36 dealing 0 damage (CritChance was 0.22).
[20:20:13	]Bob Marley Faruk has hit S10/ORD.HURRICANE-36 dealing 10 damage (CritChance was 0.22).
[20:20:13	]S10/ORD.HURRICANE-36 has taken 10 damage from Bob Marley Faruk.
[20:20:14	][IT] S10/OMB.HURRICANE-44: kişinin üstünde Medikit bulumaktadır.
[20:20:14	]S10/ORD.HURRICANE-36 has gained a '30rnd Pulse-Şarjörü' #16724.
[20:20:14	]S10/ORD.HURRICANE-36 has lost a '30rnd Pulse-Şarjörü' #16723.
[20:20:15	]Bob Marley Faruk has gained a '30rnd MP-şarjörü' #31660.
[20:20:15	]Bob Marley Faruk has lost a '30rnd MP-şarjörü' #31651.
[20:20:16	]S10/ORD.HURRICANE-36 is fully healed.
[20:20:17	][LOOC] C17:RL.KING-2: İlk yardım kiti kullanırken me kullanmayı unutmayın
[20:20:18	]S10/ORD.HURRICANE-36 ran 'combine' on item 'Pulse Rifle Enerjisi' (#27705)
[20:20:19	]S10/ORD.HURRICANE-36 ran 'combine' on item '30rnd Pulse-Şarjörü' (#16724)
[20:20:21	]S10/ORD.HURRICANE-36 ran 'combine' on item 'Pulse Rifle Enerjisi' (#27705)
[20:20:23	][IC] C17:i3.UNION-66: <:: Bunun zırhını deldiler ise. ::>
[20:20:28	][IC] C17:i3.UNION-66: <:: Biz iyi dayandık. ::>
[20:20:30	]S10/ORD.HURRICANE-36 has critically hit Bob Marley Faruk in the right arm dealing 7 damage (CritChance was 0.91).
[20:20:30	]Bob Marley Faruk has taken 6 damage from S10/ORD.HURRICANE-36.
[20:20:30	]S10/ORD.HURRICANE-36 has critically hit Bob Marley Faruk in the head dealing 27 damage (CritChance was 0.99).
[20:20:30	]Bob Marley Faruk has taken 27 damage from S10/ORD.HURRICANE-36.
[20:20:30	]S10/ORD.HURRICANE-36 has critically hit Bob Marley Faruk in the left arm dealing 7 damage (CritChance was 0.91).
[20:20:30	]Bob Marley Faruk has taken 6 damage from S10/ORD.HURRICANE-36.
[20:20:33	]C17:RL.KING-2 used command '/Radio OSG Lider sitrep?'.
[20:20:38	][ME] C17:RCT.UNION-25: İlk yardım kitini açar ve OSGnin üstünde kullanır.
[20:20:38	]S10/OMB.HURRICANE-44 is no longer unconscious from critical wounds.
[20:20:39	]S10/ORD.HURRICANE-36 has hit test asd in the left leg dealing 0 damage (CritChance was 0.50).
[20:20:39	]S10/ORD.HURRICANE-36 has critically hit test asd in the left leg dealing 7 damage (CritChance was 0.50).
[20:20:39	]test asd has taken 6 damage from S10/ORD.HURRICANE-36.
[20:20:39	]S10/ORD.HURRICANE-36 has critically hit test asd in the head dealing 0 damage (CritChance was 0.50).
[20:20:39	]S10/ORD.HURRICANE-36 has hit test asd in the head dealing 13 damage (CritChance was 0.50).
[20:20:39	]test asd has taken 13 damage from S10/ORD.HURRICANE-36.
[20:20:39	]S10/ORD.HURRICANE-36 has hit test asd in the left leg dealing 0 damage (CritChance was 0.50).
[20:20:39	]S10/ORD.HURRICANE-36 has hit test asd in the left leg dealing 7 damage (CritChance was 0.50).
[20:20:39	]test asd has taken 6 damage from S10/ORD.HURRICANE-36.
[20:20:39	]S10/ORD.HURRICANE-36 has critically hit test asd in the left leg dealing 0 damage (CritChance was 0.50).
[20:20:39	]S10/ORD.HURRICANE-36 has hit test asd in the left leg dealing 7 damage (CritChance was 0.50).
[20:20:39	]test asd has taken 6 damage from S10/ORD.HURRICANE-36.
[20:20:39	]S10/ORD.HURRICANE-36 has hit test asd in the left leg dealing 0 damage (CritChance was 0.50).
[20:20:39	]S10/ORD.HURRICANE-36 has hit test asd in the left leg dealing 0 damage (CritChance was 0.50).
[20:20:39	]S10/ORD.HURRICANE-36 has critically hit test asd in the left leg dealing 7 damage (CritChance was 0.50).
[20:20:39	]test asd has taken 6 damage from S10/ORD.HURRICANE-36.
[20:20:40	]S10/ORD.HURRICANE-36 has critically hit test asd in the left leg dealing 0 damage (CritChance was 0.50).
[20:20:40	]S10/ORD.HURRICANE-36 has critically hit test asd in the left leg dealing 0 damage (CritChance was 0.50).
[20:20:40	]S10/ORD.HURRICANE-36 has hit test asd in the left leg dealing 7 damage (CritChance was 0.50).
[20:20:40	]test asd has taken 6 damage from S10/ORD.HURRICANE-36.
[20:20:40	]Yaʿqūb Isḥāq ran SAM command 'asay' with arguments: 'ben yatıyom ig'
[20:20:40	]S10/ORD.HURRICANE-36 has hit test asd in the left leg dealing 0 damage (CritChance was 0.50).
[20:20:40	]S10/ORD.HURRICANE-36 has critically hit test asd in the left leg dealing 7 damage (CritChance was 0.50).
[20:20:40	]test asd has taken 6 damage from S10/ORD.HURRICANE-36.
[20:20:40	]S10/ORD.HURRICANE-36 has hit test asd in the left leg dealing 0 damage (CritChance was 0.50).
[20:20:40	]S10/ORD.HURRICANE-36 has hit test asd in the left leg dealing 7 damage (CritChance was 0.50).
[20:20:40	]test asd has taken 6 damage from S10/ORD.HURRICANE-36.
[20:20:40	]S10/ORD.HURRICANE-36 has hit test asd in the left leg dealing 0 damage (CritChance was 0.50).
[20:20:40	]S10/ORD.HURRICANE-36 has hit test asd in the left leg dealing 0 damage (CritChance was 0.50).
[20:20:40	]S10/ORD.HURRICANE-36 has hit test asd in the left leg dealing 7 damage (CritChance was 0.50).
[20:20:40	]test asd has taken 6 damage from S10/ORD.HURRICANE-36.
[20:20:40	]S10/OMB.HURRICANE-44 used command '/CharGetUp'.
[20:20:40	]S10/ORD.HURRICANE-36 has critically hit test asd in the left leg dealing 0 damage (CritChance was 1.01).
[20:20:40	]S10/ORD.HURRICANE-36 has critically hit test asd in the left leg dealing 0 damage (CritChance was 1.01).
[20:20:40	]S10/ORD.HURRICANE-36 has critically hit test asd in the left leg dealing 7 damage (CritChance was 1.01).
[20:20:40	]test asd has taken 6 damage from S10/ORD.HURRICANE-36.
[20:20:41	]S10/ORD.HURRICANE-36 has critically hit test asd in the left leg dealing 0 damage (CritChance was 1.01).
[20:20:41	]S10/ORD.HURRICANE-36 has critically hit test asd in the left leg dealing 0 damage (CritChance was 1.01).
[20:20:41	]S10/ORD.HURRICANE-36 has critically hit test asd in the left leg dealing 7 damage (CritChance was 1.01).
[20:20:41	]test asd has taken 6 damage from S10/ORD.HURRICANE-36.
[20:20:41	]S10/ORD.HURRICANE-36 has critically hit test asd in the left leg dealing 0 damage (CritChance was 1.01).
[20:20:41	]S10/ORD.HURRICANE-36 has critically hit test asd in the left leg dealing 7 damage (CritChance was 1.01).
[20:20:41	]test asd has taken 6 damage from S10/ORD.HURRICANE-36.
[20:20:41	]S10/ORD.HURRICANE-36 has critically hit test asd in the left leg dealing 0 damage (CritChance was 1.01).
[20:20:41	]S10/ORD.HURRICANE-36 has critically hit test asd in the left leg dealing 7 damage (CritChance was 1.01).
[20:20:41	]test asd has taken 6 damage from S10/ORD.HURRICANE-36.
[20:20:41	]S10/ORD.HURRICANE-36 has critically hit test asd in the left leg dealing 0 damage (CritChance was 1.01).
[20:20:41	]S10/ORD.HURRICANE-36 has critically hit test asd in the left leg dealing 7 damage (CritChance was 1.01).
[20:20:41	]test asd has taken 6 damage from S10/ORD.HURRICANE-36.
[20:20:41	]S10/ORD.HURRICANE-36 has critically hit test asd in the left leg dealing 0 damage (CritChance was 1.01).
[20:20:41	]S10/ORD.HURRICANE-36 has critically hit test asd in the left leg dealing 7 damage (CritChance was 1.01).
[20:20:41	]test asd has taken 6 damage from S10/ORD.HURRICANE-36.
[20:20:41	]Bob Marley Faruk ran SAM command 'asay' with arguments: 'bu adamda aim hack var heralde yazılım olarak'
[20:20:41	]S10/ORD.HURRICANE-36 has critically hit test asd in the left leg dealing 0 damage (CritChance was 1.01).
[20:20:41	]S10/ORD.HURRICANE-36 has critically hit test asd in the left leg dealing 7 damage (CritChance was 1.01).
[20:20:41	]test asd has taken 6 damage from S10/ORD.HURRICANE-36.
[20:20:42	]S10/ORD.HURRICANE-36 has critically hit test asd in the left leg dealing 0 damage (CritChance was 1.01).
[20:20:42	]S10/ORD.HURRICANE-36 has critically hit test asd in the left leg dealing 7 damage (CritChance was 1.01).
[20:20:42	]test asd has taken 6 damage from S10/ORD.HURRICANE-36.
[20:20:42	]S10/ORD.HURRICANE-36 has critically hit test asd in the left leg dealing 0 damage (CritChance was 1.01).
[20:20:42	]S10/ORD.HURRICANE-36 has critically hit test asd in the left leg dealing 7 damage (CritChance was 1.01).
[20:20:42	]test asd has taken 6 damage from S10/ORD.HURRICANE-36.
[20:20:42	]S10/ORD.HURRICANE-36 has critically hit test asd in the left leg dealing 0 damage (CritChance was 1.01).
[20:20:42	]S10/ORD.HURRICANE-36 has critically hit test asd in the left leg dealing 0 damage (CritChance was 1.01).
[20:20:42	]S10/ORD.HURRICANE-36 has critically hit test asd in the left leg dealing 7 damage (CritChance was 1.01).
[20:20:42	]test asd has taken 6 damage from S10/ORD.HURRICANE-36.
[20:20:42	]S10/ORD.HURRICANE-36 has critically hit test asd in the left leg dealing 0 damage (CritChance was 1.01).
[20:20:42	]S10/ORD.HURRICANE-36 has critically hit test asd in the left leg dealing 0 damage (CritChance was 1.01).
[20:20:42	]S10/ORD.HURRICANE-36 has critically hit test asd in the left leg dealing 7 damage (CritChance was 1.01).
[20:20:42	]test asd has taken 6 damage from S10/ORD.HURRICANE-36.
[20:20:43	]S10/ORD.HURRICANE-36 has critically hit test asd in the stomach dealing 0 damage (CritChance was 1.01).
[20:20:43	]S10/ORD.HURRICANE-36 has critically hit test asd in the stomach dealing 25 damage (CritChance was 1.01).
[20:20:43	]test asd has gained a '30rnd MP-şarjörü' #31646.
[20:20:43	]test asd was knocked unconscious and is bleeding out.
[20:20:43	]S10/OMB.HURRICANE-44 is no longer unconscious from critical wounds.
[20:20:43	][LOOC] C17:RCT.UNION-25: içindekileri**
[20:20:44	]S10/ORD.HURRICANE-36 has gained a '30rnd Pulse-Şarjörü' #16723.
[20:20:44	]S10/ORD.HURRICANE-36 has lost a '30rnd Pulse-Şarjörü' #16724.
[20:20:45	]S10/OMB.HURRICANE-44 used command '/CharGetUp'.
[20:20:46	]Sinyor Gordon (STEAM_0:1:525389834) has disconnected.
[20:20:47	]Bob Marley Faruk has gained a '30rnd MP-şarjörü' #31651.
[20:20:47	]Bob Marley Faruk has lost a '30rnd MP-şarjörü' #31659.
[20:20:48	]S10/OMB.HURRICANE-44 is no longer unconscious from critical wounds.
[20:20:49	]Bob Marley Faruk entered observer.
[20:20:50	]Bob Marley Faruk exited observer at their location.
[20:20:50	]S10/ORD.HURRICANE-36 used command '/Radio one down'.
[20:20:50	]S10/OMB.HURRICANE-44 used command '/CharGetUp'.
