[00:00:00	][IT] C24:i3.KING-20: anlıyor
[19:31:49	]C24:i3.KING-20 used command '/PM ahmet GEL ASKİM NOLUR GEL'.
[19:31:56	]C24:i3.KING-20 exited observer at their location.
[19:31:57	]C24:i3.KING-20 entered observer.
[19:31:57	]Ahmet Çakar used command '/PM KING-20 olum bişe yapıyorum amk'.
[19:31:59	]C24:i3.KING-20 exited observer at their location.
[19:32:00	]C24:i3.KING-20 entered observer.
[19:32:06	]C24:i3.KING-20 used command '/PM ahmet gel iste askim'.
[19:32:08	]C24:i3.KING-20 exited observer at their location.
[19:32:08	]C24:i3.KING-20 entered observer.
[19:32:11	]C24:i3.KING-20 exited observer at their location.
[19:32:11	]C24:i3.KING-20 entered observer.
[19:32:11	]Ahmet Çakar used command '/PM KING-20 edit için foto alıyom kanka bi dur'.
[19:32:16	]C24:i3.KING-20 used command '/PM ahmet tamam askim'.
[19:32:29	]C24:i3.KING-20 exited observer at their location.
[19:32:29	]C24:i3.KING-20 entered observer.
[19:32:30	]C24:i3.KING-20 exited observer at their location.
[19:32:30	]C24:i3.KING-20 entered observer.
[19:32:31	]C24:i3.KING-20 exited observer at their location.
[19:32:31	]C24:i3.KING-20 entered observer.
[19:32:31	]Joseph Webb ran 'take' on item 'Bez Paçavralar' (#164966)
[19:32:31	]Joseph Webb has gained a 'Bez Paçavralar' #164966.
[19:32:31	]C24:i3.KING-20 exited observer at their location.
[19:32:32	]C24:i3.KING-20 entered observer.
[19:32:33	]C24:i3.KING-20 exited observer at their location.
[19:32:34	]C24:i3.KING-20 entered observer.
[19:32:35	]C24:i3.KING-20 exited observer at their location.
[19:32:35	]Ahmet Çakar used command '/PM KING-20 AŞKIM NE OROSPU COCU BABA DİCEN'.
[19:32:43	]C24:i3.KING-20 used command '/PM ahmet karım ya'.
[19:32:52	]Joseph Webb ran 'take' on item 'Elektronik devreler' (#164968)
[19:32:52	]Joseph Webb has gained a 'Elektronik devreler' #164968.
[19:32:53	]Joseph Webb ran 'take' on item 'Arıtıcı' (#164969)
[19:32:53	]Joseph Webb has gained a 'Arıtıcı' #164969.
[19:33:00	]Joseph Webb opened the 'Gecekondu Kişisel Depo' stash.
[19:33:03	]Ahmet Çakar used command '/PM KING-20 kanka ifşanı yaymamak için zor tutuyorum kendimi bi dur atacam şimdi yüzünü'.
[19:33:08	]Joseph Webb ran 'combine' on item 'Arıtıcı' (#164767)
[19:33:11	]Joseph Webb ran 'combine' on item 'Elektronik devreler' (#164795)
[19:33:15	]Joseph Webb has lost a 'Araç Kiti' #164792.
[19:33:15	]Joseph Webb has transferred a 'Araç Kiti' #164792 to a container with the name 'Gecekondu Kişisel Depo' #11024.
[19:33:17	]Joseph Webb ran 'combine' on item 'Bez Paçavralar' (#164701)
[19:33:35	]Joseph Webb closed the 'Gecekondu Kişisel Depo' stash.
[19:33:44	]Joseph Webb ran 'take' on item 'Bilgisayar Parçaları' (#164818)
[19:33:44	]Joseph Webb has gained a 'Bilgisayar Parçaları' #164818.
[19:33:46	]C24:i3.KING-20 used command '/PM ahmet tamam'.
[19:33:48	]C24:i3.KING-20 entered observer.
[19:33:53	]C24:i3.KING-20 used command '/PM ahmet yüzüm sende var mı al'.
[19:33:55	]C24:i3.KING-20 used command '/PM ahmet la'.
[19:33:59	]Ahmet Çakar used command '/PM KING-20 he'.
[19:34:05	]C24:i3.KING-20 used command '/PM ahmet naısl'.
[19:34:14	]Ahmet Çakar used command '/PM KING-20 öyle eror verin'.
[19:34:19	]C24:i3.KING-20 used command '/PM ahmet kes'.
[19:34:22	]C24:i3.KING-20 exited observer at their location.
[19:34:26	]Revain is no longer afk. Total time spent AFK: 885
[19:34:26	]C24:i3.KING-20 entered observer.
[19:34:32	]Ahmet Çakar used command '/PM KING-20 recep ivedik editi yapcam yüzüne'.
[19:34:43	]Joseph Webb ran 'take' on item 'Hurda Metal' (#164901)
[19:34:43	]Joseph Webb has gained a 'Hurda Metal' #164901.
[19:34:48	]Joseph Webb ran 'combine' on item 'Hurda Metal' (#164901)
[19:34:57	]Joseph Webb ran 'take' on item 'Demir' (#164974)
[19:34:57	]Joseph Webb has gained a 'Demir' #164974.
[19:34:59	]Joseph Webb ran 'take' on item 'Kumaş' (#164975)
[19:34:59	]Joseph Webb has gained a 'Kumaş' #164975.
[19:35:00	]C24:i3.KING-20 exited observer at their location.
[19:35:00	]C24:i3.KING-20 entered observer.
[19:35:08	]C24:i3.KING-20 exited observer at their location.
[19:35:08	]Joseph Webb ran 'take' on item 'Boş Paket Servis' (#164973)
[19:35:08	]Joseph Webb has gained a 'Boş Paket Servis' #164973.
[19:35:19	]Joseph Webb has gained level 9 in the Hız skill.
[19:35:22	][IC] C24:i3.KING-20: <:: Hıhı. ::>
[19:35:36	]Joseph Webb ran 'take' on item 'Boş Paket Servis' (#164976)
[19:35:36	]Joseph Webb has gained a 'Boş Paket Servis' #164976.
[19:35:41	]Joseph Webb has performed the 'Craft Parçala: Boş Paket Servis' action, gaining 10 experience in crafting.
[19:35:43	]Joseph Webb has performed the 'Craft Parçala: Boş Paket Servis' action, gaining 10 experience in crafting.
[19:35:46	]Joseph Webb has performed the 'Craft Parçala: Bilgisayar Parçaları' action, gaining 35 experience in crafting.
[19:35:46	]Joseph Webb has gained a 'Elektronik devreler' #164977.
[19:35:49	]C24:i3.KING-20 used command '/PM ahmet sk geç acskik'.
[19:35:53	]C24:i3.KING-20 used command '/PM ahmet askim'.
[19:35:58	][IC] C24:i3.KING-20: <:: Hıhı. ::>
[19:36:00	][IC] Ahmet Çakar: Lakabım ne biliyormusun?
[19:36:07	][LOOC] Ahmet Çakar: ooc bu arada
[19:36:10	][IC] C24:i3.KING-20: <:: Ney. ::>
[19:36:15	][IC] Ahmet Çakar: Kerpeten ali.
[19:36:20	]C24:i3.KING-20 used command '/ToggleRaise'.
[19:36:25	]Joseph Webb opened the 'Gecekondu Kişisel Depo' stash.
[19:36:27	]Joseph Webb ran 'combine' on item 'Demir' (#164824)
[19:36:30	]C24:i3.KING-20 has critically hit Ahmet Çakar dealing 24 damage (CritChance was 1.00).
[19:36:30	]Ahmet Çakar has taken 24 damage from C24:i3.KING-20.
[19:36:32	][IC] C24:i3.KING-20: <:: 243 şüpheliyle temas; 10-20'mde.. ::>
[19:36:34	]C24:i3.KING-20 entered observer.
[19:36:34	]Joseph Webb has lost a 'Hurda Metal' #164901.
[19:36:34	]Joseph Webb has transferred a 'Hurda Metal' #164901 to a container with the name 'Gecekondu Kişisel Depo' #11024.
[19:36:34	]C24:i3.KING-20 exited observer at their location.
[19:36:36	]C24:i3.KING-20 entered observer.
[19:36:37	]Joseph Webb ran 'combine' on item 'Elektronik devreler' (#164795)
[19:36:38	]C24:i3.KING-20 exited observer at their location.
[19:36:38	]C24:i3.KING-20 has taken 1 damage from worldspawn.
[19:36:38	]C24:i3.KING-20 entered observer.
[19:36:39	]Joseph Webb ran 'combine' on item 'Kumaş' (#164697)
[19:36:40	]C24:i3.KING-20 exited observer at their location.
[19:36:41	]Joseph Webb closed the 'Gecekondu Kişisel Depo' stash.
[19:36:41	]C24:i3.KING-20 is fully healed.
[19:36:57	]C24:i3.KING-20 ran SAM command 'hp' with arguments: '20' '100'
[19:36:57	]Joseph Webb ran 'take' on item 'Bez Paçavralar' (#164979)
[19:36:57	]Joseph Webb has gained a 'Bez Paçavralar' #164979.
[19:36:57	][IC] Ahmet Çakar: Yok.
[19:36:58	]C24:i3.KING-20 entered observer.
[19:36:59	]Joseph Webb ran 'take' on item 'Arıtıcı' (#164980)
[19:36:59	]Joseph Webb has gained a 'Arıtıcı' #164980.
[19:37:00	]Revain loaded the character 'C24:RCT.YELLO-23'
[19:37:00	][IC] C24:i3.KING-20: <:: YA GEÇ. ::>
[19:37:01	]Joseph Webb ran 'take' on item 'Plastik Kova' (#164978)
[19:37:02	][IC] C24:i3.KING-20: <:: GEÇ AMK. ::>
[19:37:03	]C24:i3.KING-20 exited observer at their location.
[19:37:03	]C24:RCT.YELLO-23 entered observer.
[19:37:05	][IC] Ahmet Çakar: YOK!
[19:37:05	]C24:i3.KING-20 entered observer.
[19:37:05	]C24:RCT.YELLO-23 exited observer at their location.
[19:37:06	]C24:RCT.YELLO-23 entered observer.
[19:37:06	]Joseph Webb ran 'combine' on item 'Bez Paçavralar' (#164701)
[19:37:07	]C24:i3.KING-20 exited observer at their location.
[19:37:07	]C24:i3.KING-20 entered observer.
[19:37:09	]C24:RCT.YELLO-23 used command '/Radio 10-8'.
[19:37:09	]Joseph Webb ran 'take' on item 'Plastik Kova' (#164978)
[19:37:09	]Joseph Webb has gained a 'Plastik Kova' #164978.
[19:37:16	]C24:RCT.YELLO-23 exited observer at their location.
[19:37:17	]Joseph Webb has performed the 'Craft Parçala: Plastik Kova' action, gaining 15 experience in crafting.
[19:37:17	]C24:i3.KING-20 used command '/PM 23 what the'.
[19:37:22	]C24:RCT.YELLO-23 used command '/PM 20 ney'.
[19:37:27	]C24:i3.KING-20 used command '/PM 23 yok ibşey'.
[19:37:28	]Ahmet Çakar used command '/PM KING-20 revain var ona yamul az sonra gelirim'.
[19:37:31	]Joseph Webb ran 'take' on item 'Bez Paçavralar' (#164836)
[19:37:31	]Joseph Webb has gained a 'Bez Paçavralar' #164836.
[19:37:33	]C24:RCT.YELLO-23 used command '/PM 20 eğitim ver şerefsiz'.
[19:37:34	]Joseph Webb ran 'take' on item 'Yapay Macun' (#164430)
[19:37:34	]Joseph Webb has gained a 'Yapay Macun' #164430.
[19:37:35	]C24:i3.KING-20 used command '/PM ahmet yok'.
[19:37:41	]Joseph Webb ran 'Consume' on item 'Yapay Macun' (#164430)
[19:37:41	]C24:i3.KING-20 used command '/PM 23 yk'.
[19:37:41	]Joseph Webb has gained a 'Boş Kavanoz' #164981.
[19:37:43	]Joseph Webb ran 'drop' on item 'Boş Kavanoz' (#164981)
[19:37:43	]Joseph Webb has lost a 'Boş Kavanoz' #164981.
[19:37:44	]C24:i3.KING-20 exited observer at their location.
[19:37:45	]Joseph Webb opened the 'Gecekondu Kişisel Depo' stash.
[19:37:45	]C24:i3.KING-20 entered observer.
[19:37:45	]C24:i3.KING-20 exited observer at their location.
[19:37:48	]C24:RCT.YELLO-23 used command '/PM 20 öldürürüm'.
[19:37:48	]Joseph Webb ran 'combine' on item 'Bez Paçavralar' (#164701)
[19:37:50	]Ahmet Çakar used command '/PM KING-20 o zaman piat edicen'.
[19:37:53	]Joseph Webb ran 'combine' on item 'Arıtıcı' (#164767)
[19:37:55	]Joseph Webb closed the 'Gecekondu Kişisel Depo' stash.
[19:38:36	]Joseph Webb has gained a 'Kırık TV Monitörü' #164982.
[19:38:40	]C24:i3.KING-20 entered observer.
[19:38:45	]Joseph Webb has gained level 12 in the Zanaatkarlık skill.
[19:38:45	]Joseph Webb has performed the 'Craft Parçala: Kırık TV Monitörü' action, gaining 55 experience in crafting.
[19:38:45	]Joseph Webb has gained a 'Hurda Metal' #164983.
[19:38:45	]Joseph Webb has gained a 'Elektronik devreler' #164984.
[19:38:45	]C24:i3.KING-20 used command '/PM ahmet piat italyan araba'.
[19:38:52	]Joseph Webb ran 'drop' on item 'Cam kırıkları' (#164908)
[19:38:52	]Joseph Webb has lost a 'Cam kırıkları' #164908.
[19:38:53	]Ahmet Çakar used command '/PM KING-20 fiyat o amı'.
[19:38:53	]C24:i3.KING-20 exited observer at their location.
[19:38:54	]C24:i3.KING-20 entered observer.
[19:38:56	]C24:i3.KING-20 exited observer at their location.
[19:38:58	]Ahmet Çakar used command '/PM KING-20 fiatr'.
[19:38:59	]C24:i3.KING-20 used command '/PM ahmet aynen price'.
[19:38:59	]C24:i3.KING-20 entered observer.
[19:39:02	]C24:i3.KING-20 exited observer at their location.
[19:39:05	]C24:i3.KING-20 has turned a ration dispenser off.
[19:39:05	]Ahmet Çakar used command '/PM KING-20 boks'.
[19:39:05	]Joseph Webb opened the 'Gecekondu Kişisel Depo' stash.
[19:39:09	]Joseph Webb has lost a 'Hurda Metal' #164983.
[19:39:09	]Joseph Webb has transferred a 'Hurda Metal' #164983 to a container with the name 'Gecekondu Kişisel Depo' #11024.
[19:39:13	]Joseph Webb ran 'combine' on item 'Hurda Metal' (#164901)
[19:39:16	]C24:i3.KING-20 has turned a ration dispenser on.
[19:39:21	]Joseph Webb ran 'combine' on item 'Elektronik devreler' (#164795)
[19:39:28	]Joseph Webb closed the 'Gecekondu Kişisel Depo' stash.
[19:39:31	]C24:i3.KING-20 entered observer.
[19:39:42	]C24:i3.KING-20 exited observer at their location.
[19:39:43	]C24:i3.KING-20 entered observer.
[19:39:43	]C24:i3.KING-20 exited observer at their location.
[19:39:44	]C24:i3.KING-20 entered observer.
[19:39:46	]C24:i3.KING-20 exited observer at their location.
[19:39:46	]C24:i3.KING-20 entered observer.
[19:39:46	]C24:i3.KING-20 exited observer at their location.
[19:39:56	]Joseph Webb opened the 'Çöp Konteyneri' #10954 container.
[19:39:56	]C24:i3.KING-20 entered observer.
[19:39:56	]Joseph Webb closed the 'Çöp Konteyneri' #10954 container.
[19:39:57	]Joseph Webb opened the 'Çöp Konteyneri' #10954 container.
[19:40:00	]Joseph Webb closed the 'Çöp Konteyneri' #10954 container.
[19:40:03	]C24:i3.KING-20 exited observer at their location.
[19:40:25	]Ahmet Çakar used command '/PM KING-20 orospu senmi vurdun'.
[19:40:58	]Joseph Webb has acquired his ration, gaining 0 credits, 0 wages and a ration ration.
[19:40:58	][LOOC] Ahmet Çakar: bu leibs bana vurdu amk ooc olarak can versene
[19:41:10	]Ahmet Çakar ran 'drop' on item 'Plastik Çöp' (#163856)
[19:41:10	]Ahmet Çakar has lost a 'Plastik Çöp' #163856.
[19:41:10	]Ahmet Çakar destroyed a 'Plastik Çöp' #163856.
[19:41:11	]Joseph Webb ran 'take' on item 'Rasyon' (#164985)
[19:41:11	]Joseph Webb has gained a 'Rasyon' #164985.
[19:41:16	]C24:i3.KING-20 entered observer.
[19:41:17	]C24:RCT.YELLO-23 used command '/PM 20 sen ahmet çakara mı vurdun'.
[19:41:20	]C24:i3.KING-20 used command '/PM 23 yok'.
[19:41:29	][LOOC] Ahmet Çakar: veriyonmu
[19:41:29	][LOOC] C24:RCT.YELLO-23: vurmamış vermem
[19:41:31	]C24:i3.KING-20 used command '/PM ahmet kanka sk geçeceksen geç aq quit atcam ban'.
[19:41:33	]C24:i3.KING-20 used command '/PM ahmet bak'.
[19:41:38	]Scientist has unloaded their "Joseph Webb" character.
[19:41:41	]Ahmet Çakar used command '/PM KING-20 sen bilirsin prenses'.
[19:41:46	]Ahmet Çakar used command '/PM KING-20 İDFGHÖFHİLÖFHİLÖGFH'.
[19:41:55	][LOOC] Ahmet Çakar: amk az önce 75 idi
[19:41:56	]C24:i3.KING-20 used command '/PM ahmet amına kodum yarın okul var 15 dakikaya yatıcam gelirsen daha uzun dururuma q'.
[19:41:58	]Scientist (STEAM_0:1:533519973) has disconnected.
[19:42:44	]Ahmet Çakar used command '/PM KING-20 bi karşıma geçsene'.
[19:42:56	]C24:i3.KING-20 exited observer at their location.
[19:42:58	]C24:RCT.YELLO-23 used the 'Destek Masası Dağıtıcısı' vendor.
[19:43:06	][LOOC] Ahmet Çakar: geç geç
[19:43:13	][LOOC] C24:i3.KING-20: 15 temmuz
[19:43:32	][LOOC] Ahmet Çakar: bekle şimdi
[19:44:28	]C24:i3.KING-20 entered observer.
[19:44:29	]C24:i3.KING-20 exited observer at their location.
[19:45:25	]C24:RCT.YELLO-23 used command '/PM 20 sikecem gelen yok'.
[19:45:31	]C24:i3.KING-20 used command '/PM 23 he ya'.
[19:45:32	]C24:RCT.YELLO-23 used command '/PM 20 servere'.
[19:45:42	]C24:RCT.YELLO-23 used command '/PM 20 yetkililerin tamamı yok nerdeyse'.
[19:45:50	]C24:i3.KING-20 used command '/PM 23 yapcak bişey yok'.
[19:45:58	][Y] C24:i3.KING-20: <:: Niger. ::>
[19:46:04	][IC] C24:RCT.YELLO-23: <:: 20. ::>
[19:46:07	][IC] C24:i3.KING-20: <:: Hıhı. ::>
[19:46:08	][IC] C24:RCT.YELLO-23: <:: Niger demeyi kes. ::>
[19:46:11	][IC] C24:i3.KING-20: <:: ,. ::>
[19:46:18	][IC] C24:i3.KING-20: <:: Bana emir mi veriyorsun? ::>
[19:46:20	]C24:RCT.YELLO-23 used command '/Mentor ic'yiz olm ciddi rol yapıcaz'.
[19:46:24	]C24:i3.KING-20 used command '/Mentor tamam'.
[19:46:36	][IC] C24:RCT.YELLO-23: <:: Böyle birşey demeye hakkın yok, bakanlığa bildirebilirim mesela. ::>
[19:46:37	][IC] Ahmet Çakar: Irkçılığa hayır.
[19:46:40	][IC] C24:RCT.YELLO-23: <:: Hmph. ? ::>
[19:46:46	][IC] C24:i3.KING-20: <:: Ha yani. ::>
[19:46:49	][IC] C24:i3.KING-20: <:: Bana öğretiyorsun? ::>
[19:46:55	][IC] C24:i3.KING-20: <:: Kaybol. ::>
[19:46:58	][IC] C24:i3.KING-20: <:: Destek masasına,. ::>
[19:47:01	][IC] C24:i3.KING-20: <:: Nöbet tut. ::>
[19:47:06	][IC] C24:RCT.YELLO-23: <:: Bence bana racon kesmek yerine kendine ait sorumluluğunu yerine getirebilirsin. ::>
[19:47:07	][IC] C24:i3.KING-20: <:: Dediğini not aldım dikkate alacağım. ::>
[19:47:13	][Y] C24:i3.KING-20: <:: 20 3. ::>
[19:47:17	][IC] C24:i3.KING-20: <:: Içeri geç. ::>
[19:47:20	][IC] C24:i3.KING-20: <:: Rehabilite istiyorsun anladım. ::>
[19:47:22	][IC] C24:i3.KING-20: <:: Yürü! ::>
[19:47:25	][LOOC] C24:RCT.YELLO-23: /it sikeleceğini anlar
[19:47:36	]C24:i3.KING-20 used command '/ToggleRaise'.
[19:47:45	]C24:i3.KING-20 used command '/Radio saygısız sivil koruma rehabilite ediliyor'.
[19:47:45	]Ahmet Çakar used command '/PM KING-20 dm'.
[19:47:52	][IC] C24:RCT.YELLO-23: <:: Eğer. ::>
[19:47:54	][IC] C24:RCT.YELLO-23: <:: O çubuğu. ::>
[19:47:56	][IC] C24:RCT.YELLO-23: <:: Bana sürersen. ::>
[19:48:02	][IC] C24:RCT.YELLO-23: <:: Ardından olacaklardan hiç hoşlanmayacaksın. ::>
[19:48:02	][IC] C24:i3.KING-20: <:: Hm? ::>
[19:48:04	]C24:i3.KING-20 has critically hit C24:RCT.YELLO-23 dealing 24 damage (CritChance was 0.40).
[19:48:04	]C24:RCT.YELLO-23 has taken 24 damage from C24:i3.KING-20.
[19:48:05	]C24:RCT.YELLO-23 is fully healed.
[19:48:06	]C24:i3.KING-20 has hit C24:RCT.YELLO-23 dealing 19 damage (CritChance was 0.40).
[19:48:06	]C24:RCT.YELLO-23 has taken 19 damage from C24:i3.KING-20.
[19:48:07	]C24:RCT.YELLO-23 was just knocked out due to: hit by stunstick owned by C24:i3.KING-20
[19:48:10	]C24:RCT.YELLO-23 is fully healed.
[19:48:12	][IC] C24:i3.KING-20: <:: Dünki bok. ::>
[19:48:13	][IC] C24:i3.KING-20: <:: Sen kimsin. ::>
[19:48:18	][ME] C24:i3.KING-20: karnına çok sert bir tekme atar
[19:48:19	]C24:i3.KING-20 rolled 13 out of 20 (+5 from Güç).
[19:48:19	]C24:i3.KING-20 used command '/Roll strength'.
[19:48:25	][IC] C24:RCT.YELLO-23: <:: Uagh! ::>
[19:48:25	][IT] C24:i3.KING-20: kişi 20 saniye nefes alamaz
[19:48:30	][IT] C24:RCT.YELLO-23: nefes alamamakta
[19:48:39	][ME] C24:i3.KING-20: kafasına jopla vurur
[19:48:41	]C24:i3.KING-20 rolled 9 out of 20 (+5 from Güç).
[19:48:41	]C24:i3.KING-20 used command '/Roll strength'.
[19:48:43	]C24:i3.KING-20 used command '/ToggleRaise'.
[19:48:45	]C24:i3.KING-20 has hit C24:RCT.YELLO-23 in the left leg dealing 19 damage (CritChance was 0.40).
[19:48:45	]C24:RCT.YELLO-23 has taken 19 damage from C24:i3.KING-20.
[19:48:45	]C24:RCT.YELLO-23 is fully healed.
[19:48:48	][IT] C24:i3.KING-20: maskesi çatlar
[19:48:52	][IC] C24:i3.KING-20: <:: Siktir git asabımı bozmadım. ::>
[19:48:54	][IC] C24:i3.KING-20: <:: Bozmadan. ::>
[19:48:58	][IC] C24:i3.KING-20: <:: Amına koyduğumun eşşeği. ::>
[19:49:04	][IC] C24:i3.KING-20: <:: Dünki boklar tepemize biniyor. ::>
[19:49:30	][LOOC] C24:i3.KING-20: açık mavi ccg rozetli adam beni mi öldürecek cidden amk
[19:49:30	]C24:RCT.YELLO-23 used command '/PM 20 e benim karakter şikayet etmeyecek mi .D'.
[19:49:31	]C24:RCT.YELLO-23 entered observer.
[19:49:42	]C24:i3.KING-20 used command '/PM 23 o an ooc idim sonra sen uyarıdn'.
[19:49:47	][LOOC] Ahmet Çakar: beklenmeyen yerden gelicem
[19:49:47	]C24:i3.KING-20 used command '/PM 23 ardından dikkate aldım not ettim dedim'.
[19:49:55	]C24:i3.KING-20 used command '/PM 23 oraya kadar telafi'.
[19:49:57	]C24:i3.KING-20 used command '/PM 23 sonra racon dedi'.
[19:50:00	]C24:i3.KING-20 used command '/PM 23 n'.
[19:50:09	]C24:i3.KING-20 used command '/PM 23 bana vurursan kötü şeyler olur dedin'.
[19:50:11	][LOOC] C24:i3.KING-20: sk geç
[19:50:18	]C24:i3.KING-20 used command '/PM 23 ampute bile edilirsin'.
[19:50:32	]C24:i3.KING-20 used command '/PM 23 bu yapılan davranış yüznden 23 ün sk dan atılması gerek'.
[19:50:44	]C24:RCT.YELLO-23 used command '/PM 20 komuta biriminden değilsin ampüteyi geç en fazla ağır rehabilite edilirdim, rctyim zaten'.
[19:50:50	]C24:RCT.YELLO-23 used command '/PM 20 karakter daha yeni'.
[19:51:43	]C24:i3.KING-20 used command '/Amputate'.
[19:51:46	]C24:RCT.YELLO-23 used command '/PM 20 emir verebilmenin sebebi i3'ün üst düzeylerde, komutaya yakın olması zaten birde üst rütbem olduğundan'.
[19:51:48	]C24:i3.KING-20 entered observer.
[19:52:04	]Ahmet Çakar used command '/PM KING-20 lan mal sen canımı azalttın benim stunstickle'.
[19:52:11	]C24:RCT.YELLO-23 has used a context menu option with the name: rb655_door_open
[19:52:12	]C24:i3.KING-20 ran SAM command 'hp' with arguments: 'ahmet' '100'
[19:52:13	]C24:RCT.YELLO-23 has used a context menu option with the name: rb655_door_close
[19:52:13	]Ahmet Çakar used command '/PM KING-20 düzelt şunu'.
[19:52:15	]C24:RCT.YELLO-23 has used a context menu option with the name: rb655_door_open
[19:52:15	]Ahmet Çakar is fully healed.
[19:52:16	]C24:RCT.YELLO-23 has used a context menu option with the name: rb655_door_close
[19:52:16	]C24:RCT.YELLO-23 has used a context menu option with the name: rb655_door_open
[19:52:17	]C24:RCT.YELLO-23 has used a context menu option with the name: rb655_door_close
[19:52:19	]C24:RCT.YELLO-23 has used a context menu option with the name: door_lockunlock
[19:52:20	]C24:RCT.YELLO-23 has used a context menu option with the name: door_lockunlock
[19:52:23	]C24:RCT.YELLO-23 has used a context menu option with the name: rb655_door_close
[19:52:27	]C24:RCT.YELLO-23 has used a context menu option with the name: door_lockunlock
[19:52:30	]C24:RCT.YELLO-23 has used a context menu option with the name: door_lockunlock
[19:52:31	]C24:i3.KING-20 exited observer at their location.
[19:52:32	]C24:i3.KING-20 entered observer.
[19:52:34	]C24:RCT.YELLO-23 exited observer at their location.
[19:52:35	]C24:i3.KING-20 exited observer at their location.
[19:52:35	]C24:RCT.YELLO-23 entered observer.
[19:52:35	]C24:i3.KING-20 entered observer.
[19:52:35	]C24:RCT.YELLO-23 exited observer at their location.
[19:52:35	]C24:i3.KING-20 exited observer at their location.
[19:52:36	]C24:i3.KING-20 entered observer.
[19:52:37	]C24:RCT.YELLO-23 entered observer.
[19:52:38	]C24:RCT.YELLO-23 exited observer at their location.
[19:52:41	]C24:RCT.YELLO-23 entered observer.
[19:52:42	]C24:RCT.YELLO-23 exited observer at their location.
[19:52:42	]C24:i3.KING-20 exited observer at their location.
[19:52:42	]C24:i3.KING-20 entered observer.
[19:52:43	]C24:i3.KING-20 exited observer at their location.
[19:52:43	]C24:RCT.YELLO-23 entered observer.
[19:52:43	]C24:i3.KING-20 entered observer.
[19:52:43	]C24:i3.KING-20 exited observer at their location.
[19:52:44	]C24:i3.KING-20 entered observer.
[19:52:44	]C24:i3.KING-20 exited observer at their location.
[19:52:44	]C24:i3.KING-20 entered observer.
[19:52:44	]C24:i3.KING-20 exited observer at their location.
[19:52:45	]C24:i3.KING-20 entered observer.
[19:52:50	]C24:i3.KING-20 exited observer at their location.
[19:52:51	]C24:i3.KING-20 entered observer.
[19:52:51	]C24:i3.KING-20 exited observer at their location.
[19:52:52	]C24:i3.KING-20 entered observer.
[19:52:53	]C24:i3.KING-20 exited observer at their location.
[19:52:54	]C24:i3.KING-20 entered observer.
[19:53:02	]C24:RCT.YELLO-23 used command '/PM 20 connor'un karakteri boş ya'.
[19:53:12	]C24:i3.KING-20 exited observer at their location.
[19:53:12	]C24:i3.KING-20 entered observer.
[19:53:13	]C24:i3.KING-20 exited observer at their location.
[19:53:14	]C24:i3.KING-20 entered observer.
[19:53:16	]C24:i3.KING-20 exited observer at their location.
[19:53:16	]C24:i3.KING-20 entered observer.
[19:53:19	]C24:i3.KING-20 exited observer at their location.
[19:53:22	]C24:i3.KING-20 entered observer.
[19:53:28	]C24:i3.KING-20 exited observer at their location.
[19:53:28	]C24:i3.KING-20 entered observer.
[19:53:30	]C24:i3.KING-20 exited observer at their location.
[19:53:31	]C24:i3.KING-20 entered observer.
[19:53:32	]C24:i3.KING-20 exited observer at their location.
[19:53:32	]C24:i3.KING-20 entered observer.
[19:53:41	]C24:i3.KING-20 exited observer at their location.
[19:53:41	]C24:i3.KING-20 entered observer.
[19:54:07	]C24:i3.KING-20 ran SAM command 'goto' with arguments: 'ahmet'
[19:54:17	]C24:i3.KING-20 ran SAM command 'bring' with arguments: 'ahmet'
[19:54:23	]C24:i3.KING-20 exited observer at their location.
[19:54:25	]C24:i3.KING-20 entered observer.
[19:54:25	]C24:i3.KING-20 exited observer at their location.
[19:54:27	]C24:i3.KING-20 entered observer.
[19:54:33	]C24:i3.KING-20 exited observer at their location.
[19:54:33	]C24:i3.KING-20 entered observer.
[19:55:03	]C24:i3.KING-20 exited observer at their location.
[19:55:05	]C24:i3.KING-20 entered observer.
[19:55:07	]C24:i3.KING-20 exited observer at their location.
[19:55:08	]C24:i3.KING-20 entered observer.
[19:55:09	]C24:i3.KING-20 exited observer at their location.
[19:55:10	]C24:i3.KING-20 entered observer.
[19:55:14	]C24:i3.KING-20 exited observer at their location.
[19:55:15	]C24:i3.KING-20 entered observer.
[19:55:17	]C24:i3.KING-20 exited observer at their location.
[19:55:17	]C24:i3.KING-20 entered observer.
[19:55:18	]C24:i3.KING-20 exited observer at their location.
[19:55:18	]C24:i3.KING-20 entered observer.
[19:55:23	]C24:i3.KING-20 exited observer at their location.
[19:55:23	]C24:i3.KING-20 entered observer.
[19:55:23	]C24:i3.KING-20 exited observer at their location.
[19:55:24	]C24:i3.KING-20 entered observer.
[19:55:26	]C24:i3.KING-20 exited observer at their location.
[19:55:27	]C24:i3.KING-20 entered observer.
[19:55:48	]C24:RCT.YELLO-23 used command '/PM ahmet sendin demi 19'.
[19:55:52	]C24:RCT.YELLO-23 used command '/PM ahmet gel takılak'.
[19:56:04	]Ahmet Çakar used command '/PM YELLO-23 sen dersinde ben gelmemmi döfgfıoplgmpoıdmgfşd,'.
[19:56:12	]C24:RCT.YELLO-23 used command '/PM ahmet kardeşim ya'.
[19:56:19	]Ahmet Çakar used command '/PM YELLO-23 tabi çiögidögdf'.
