[01:26:30	]Night_Wish_ has connected.
[22:37:54	][IC] C24:RCT.YELLO-30: <:: Tamam. ::>
[22:37:54	]C24:i3.UNION-66 ran 'drop' on item 'Bandaj Rulosu' (#16610)
[22:37:54	]C24:i3.UNION-66 has lost a 'Bandaj Rulosu' #16610.
[22:37:55	]C24:i3.UNION-66 ran 'drop' on item 'Ağrı Kesici' (#16611)
[22:37:55	]C24:i3.UNION-66 has lost a 'Ağrı Kesici' #16611.
[22:37:55	]S10/OWS.HURRICANE-24 has gained 0 chips.
[22:37:55	]S10/OWS.HURRICANE-24 has gained a 'AR-2' #17081.
[22:37:56	][IC] S10/EOW.HURRICANE-583: <:: S10/LEADER-IDAHO-47. ::>
[22:37:56	]Alexander Ivanov has spawned 'models/willardnetworks/posters/wn_poster_2.mdl'.
[22:37:57	]S10/ORDINAL-HURRICANE-36 used command '/Radio 10-19'.
[22:37:58	]S10/OWS.HURRICANE-24 has gained 0 chips.
[22:37:58	]S10/OWS.HURRICANE-24 has gained a 'Pulse-Rifle Energy' #17082.
[22:37:59	]S10/OWS.HURRICANE-24 has gained 0 chips.
[22:37:59	]S10/OWS.HURRICANE-24 has gained a 'Pulse Rifle Enerjisi' #17083.
[22:37:59	]C24:i3.UNION-66 destroyed a 'Bandaj Rulosu' #16610.
[22:37:59	]Alexander Ivanov has spawned 'models/willardnetworks/posters/wn_poster_3.mdl'.
[22:38:00	]C24:i3.UNION-66 destroyed a 'Ağrı Kesici' #16611.
[22:38:00	]S10/OWS.HURRICANE-24 has gained 0 chips.
[22:38:00	]Fatih Boşbakan ran 'drop' on item 'Boş Breen'in Suyu' (#17077)
[22:38:00	]Fatih Boşbakan has lost a 'Boş Breen'in Suyu' #17077.
[22:38:00	]S10/OWS.HURRICANE-24 has gained a 'Heavy Pulse Mermisi' #17084.
[22:38:01	]S10/OWS.HURRICANE-24 has gained 0 chips.
[22:38:01	]Fatih Boşbakan ran 'drop' on item 'Boş Kavanoz' (#17078)
[22:38:01	]Fatih Boşbakan has lost a 'Boş Kavanoz' #17078.
[22:38:01	]C24:i3.UNION-66 used the 'i5-i1 Ekipman Dağıtıcısı' vendor.
[22:38:01	]S10/OWS.HURRICANE-24 has gained a 'Taaruz Tüfeği Mermisi' #17085.
[22:38:02	]Alexander Ivanov has spawned 'models/willardnetworks/posters/wn_poster_5.mdl'.
[22:38:03	]C24:i3.UNION-66 has gained 0 chips.
[22:38:03	]C24:i3.UNION-66 has gained a 'Bandaj Rulosu' #17086.
[22:38:07	]Alexander Ivanov exited observer at their location.
[22:38:08	]S10/OWS.HURRICANE-45 used command '/Radio Affirmative'.
[22:38:11	]Alexander Ivanov entered observer.
[22:38:11	][LOOC] C24:RCT.YELLO-30: afk iken ne yaşandı :D
[22:38:15	][IC] S10/ORDINAL-HURRICANE-36: <:: 45. ::>
[22:38:16	]C24:i5.UNION-46 used command '/PM 24 Çok ota var vortigaunt olarak şehirde gezsem sklerin bile ruhu duymaz'.
[22:38:21	]Victor Holloway exited observer at their location.
[22:38:22	]S10/OWS.HURRICANE-24 ran 'Equip' on item 'AR-2' (#17081)
[22:38:26	][IC] S10/ORDINAL-HURRICANE-36: <:: Sen. ::>
[22:38:28	]Fatih Boşbakan has gained a 'Kova' #17087.
[22:38:31	]S10/OWS.HURRICANE-24 ran 'combine' on item '24rnd Heavy-Pulse Şarjörü' (#17080)
[22:38:31	]C24:i3.UNION-66 has gained 0 chips.
[22:38:31	]C24:i3.UNION-66 has gained a 'Ağrı Kesici' #17088.
[22:38:33	][IC] S10/ORDINAL-HURRICANE-36: <:: Catswalks 10-76 yap. ::>
[22:38:36	][IC] S10/ORDINAL-HURRICANE-36: <:: Hemen. ::>
[22:38:38	]C24:i3.UNION-66 used command '/PM 46 o sırada kameralar'.
[22:38:39	]S10/OWS.HURRICANE-24 ran 'use' on item 'Pulse-Rifle Energy' (#17082)
[22:38:39	][IC] S10/OWS.HURRICANE-45: <:: Affirmative. ::>
[22:38:41	][LOOC] C24:RCT.YELLO-30: kt1 çıkçam
[22:38:44	]S10/OWS.HURRICANE-24 ran 'combine' on item '30rnd Pulse-Şarjörü' (#17079)
[22:38:46	]S10/OWS.HURRICANE-24 has lost a '30rnd Pulse-Şarjörü' #17079.
[22:38:46	]C24:i3.UNION-66 ran 'drop' on item 'Plastik Çöp' (#16937)
[22:38:46	]C24:i3.UNION-66 has lost a 'Plastik Çöp' #16937.
[22:38:48	]C24:i5.UNION-46 used command '/PM HURRICANE-24 Çok ota var vortigaunt olarak şehirde gezsem sklerin bile ruhu duymaz :D'.
[22:38:49	][LOOC] C24:RCT.YELLO-30: dağıt beni
[22:38:50	]C24:i3.UNION-66 destroyed a 'Plastik Çöp' #16937.
[22:38:51	]C24:i3.UNION-66 used the 'i5-i1 Ekipman Dağıtıcısı' vendor.
[22:38:54	]Fatih Boşbakan ran 'take' on item 'Tıbbi Direnişçi Üniforması' (#16809)
[22:38:54	]Fatih Boşbakan has gained a 'Tıbbi Direnişçi Üniforması' #16809.
[22:38:56	]S10/OWS.HURRICANE-24 has spawned a magazine_pulse_30rnd.
[22:38:57	]S10/OWS.GHOST-44 has gained a '30rnd MP-şarjörü' #17035.
[22:38:57	]S10/OWS.GHOST-44 has lost a '30rnd MP-şarjörü' #17036.
[22:38:59	][IC] S10/EOW.HURRICANE-583: <:: Ne var. ::>
[22:39:00	]Victor Holloway admin-searched the 'File Cabinet' #2396 container.
[22:39:00	]Victor Holloway has used a context menu option with the name: wncontainer_view
[22:39:00	][LOOC] C24:i3.UNION-66: tamam çıkabilirsin
[22:39:00	]S10/OWS.HURRICANE-45 used command '/Radio Overwatch, Unit 45, 10-76, Catwalks.'.
[22:39:06	]S10/EOW.HURRICANE-583 ran 'take' on item '30rnd Pulse-Şarjörü' (#17089)
[22:39:06	]S10/EOW.HURRICANE-583 has gained a '30rnd Pulse-Şarjörü' #17089.
[22:39:07	][IC] S10/ORDINAL-HURRICANE-36: <:: Düzgün konuş. ::>
[22:39:09	]S10/ORDINAL-HURRICANE-36 used the 'OSG Dağıtıcısı' vendor.
[22:39:13	]Victor Holloway admin-closed the 'File Cabinet' #2396 container.
[22:39:15	]S10/ORDINAL-HURRICANE-36 used the 'OSG Dağıtıcısı' vendor.
[22:39:15	]Fatih Boşbakan has gained a 'Boş Kavanoz' #17090.
[22:39:16	]C24:i5.UNION-46 used command '/PM hurricane-24 scanner geçebilirmiyim'.
[22:39:16	]S10/OWS.HURRICANE-24 has spawned a bullets_pulse.
[22:39:20	][LOOC] C24:RCT.YELLO-30: radio yazayım mı?
[22:39:20	][IC] S10/EOW.HURRICANE-583: <:: Sen kimsin bana düzgün konuş diyorsun. ::>
[22:39:24	][IC] S10/EOW.HURRICANE-583: <:: Defol buradan gözüm görmesin. ::>
[22:39:25	][IC] C24:i3.UNION-66: <:: Yaz. ::>
[22:39:26	]S10/EOW.HURRICANE-583 ran 'take' on item 'Pulse Rifle Enerjisi' (#17091)
[22:39:26	]S10/EOW.HURRICANE-583 has gained a 'Pulse Rifle Enerjisi' #17091.
[22:39:27	]C24:RCT.YELLO-30 used command '/PTLeave'.
[22:39:27	]S10/ORDINAL-HURRICANE-36 used command '/Punch'.
[22:39:28	]S10/EOW.HURRICANE-583 ran 'combine' on item '30rnd Pulse-Şarjörü' (#17089)
[22:39:30	]S10/ORDINAL-HURRICANE-36 used command '/Punch'.
[22:39:30	]S10/EOW.HURRICANE-583 has lost a '30rnd Pulse-Şarjörü' #17089.
[22:39:34	]S10/OWS.HURRICANE-24 used the 'OSG Dağıtıcısı' vendor.
[22:39:34	]S10/EOW.HURRICANE-583 used the 'OSG Dağıtıcısı' vendor.
[22:39:48	][LOOC] C24:RCT.YELLO-30: KT-1 Y-30 Çıkış yapıyor desem olur mu?
[22:39:49	][LOOC] S10/ORDINAL-HURRICANE-36: ooc ortammı
[22:39:52	][LOOC] S10/EOW.HURRICANE-583: +
[22:39:52	][LOOC] S10/OWS.HURRICANE-24: evet
[22:39:54	]S10/EOW.HURRICANE-583 used the 'OSG Dağıtıcısı' vendor.
[22:39:59	]S10/OWS.HURRICANE-45 used command '/Radio Overwatch, Unit 45, 10-20 Catwalks, JET, Over.'.
[22:40:00	]S10/OWS.HURRICANE-24 has used a context menu option with the name: remove
[22:40:00	]S10/EOW.HURRICANE-583 has gained 0 chips.
[22:40:00	]S10/EOW.HURRICANE-583 has gained a 'Pulse-Rifle Energy' #17092.
[22:40:04	]S10/OWS.HURRICANE-24 ran 'drop' on item '60rnd OTAR-Şarjörü' (#15970)
[22:40:04	]S10/OWS.HURRICANE-24 has lost a '60rnd OTAR-Şarjörü' #15970.
[22:40:04	]S10/OWS.HURRICANE-24 ran 'drop' on item '60rnd OTAR-Şarjörü' (#15969)
[22:40:04	]S10/OWS.HURRICANE-24 has lost a '60rnd OTAR-Şarjörü' #15969.
[22:40:05	]S10/EOW.HURRICANE-583 has gained 0 chips.
[22:40:05	]S10/EOW.HURRICANE-583 has gained a '30rnd Pulse-Şarjörü' #17093.
[22:40:06	]S10/OWS.HURRICANE-24 ran 'drop' on item '24rnd Heavy-Pulse Şarjörü' (#17080)
[22:40:06	]S10/OWS.HURRICANE-24 has lost a '24rnd Heavy-Pulse Şarjörü' #17080.
[22:40:06	]C24:i5.UNION-46 used command '/PM hurricane-24 scanner geçebilirmiyimm'.
[22:40:07	]S10/OWS.HURRICANE-24 ran 'drop' on item 'Taaruz Tüfeği Mermisi' (#17085)
[22:40:07	]S10/OWS.HURRICANE-24 has lost a 'Taaruz Tüfeği Mermisi' #17085.
[22:40:08	]S10/EOW.HURRICANE-583 ran 'drop' on item 'Pulse-Rifle Energy' (#17092)
[22:40:08	]S10/EOW.HURRICANE-583 has lost a 'Pulse-Rifle Energy' #17092.
[22:40:09	]S10/EOW.HURRICANE-583 used the 'OSG Dağıtıcısı' vendor.
[22:40:09	]C24:i3.UNION-66 used command '/Radio KT-1; U-46 yaralandı ilk yardım uygulandı hayatta ve servisdışı; Y-30 uyku molasında KT-1 dağılıyor.'.
[22:40:14	]S10/EOW.HURRICANE-583 has gained 0 chips.
[22:40:14	]S10/EOW.HURRICANE-583 has gained a 'Heavy Pulse Mermisi' #17094.
[22:40:15	]S10/OWS.HURRICANE-24 has used a context menu option with the name: remove
[22:40:15	]S10/EOW.HURRICANE-583 has gained 0 chips.
[22:40:15	]S10/EOW.HURRICANE-583 has gained a 'Heavy Pulse Mermisi' #17095.
[22:40:16	]S10/EOW.HURRICANE-583 has gained 0 chips.
[22:40:16	]S10/EOW.HURRICANE-583 has gained a 'Heavy Pulse Mermisi' #17096.
[22:40:16	]S10/EOW.HURRICANE-583 has gained 0 chips.
[22:40:16	]S10/EOW.HURRICANE-583 has gained a 'Heavy Pulse Mermisi' #17097.
[22:40:17	]S10/EOW.HURRICANE-583 has gained 0 chips.
[22:40:17	]S10/OWS.HURRICANE-24 ran 'take' on item 'Pulse-Rifle Energy' (#17092)
[22:40:17	]S10/OWS.HURRICANE-24 has gained a 'Pulse-Rifle Energy' #17092.
[22:40:17	]S10/EOW.HURRICANE-583 has gained a 'Heavy Pulse Mermisi' #17098.
[22:40:18	]S10/OWS.HURRICANE-24 has used a context menu option with the name: remove
[22:40:18	]C24:i3.UNION-66 used command '/PTLeave'.
[22:40:24	][LOOC] C24:RCT.YELLO-30: gerek kalmadı
[22:40:25	]S10/OWS.HURRICANE-24 used command '/Radio Deneme.'.
[22:40:31	]S10/EOW.HURRICANE-583 ran 'drop' on item 'Heavy Pulse Mermisi' (#17097)
[22:40:31	]S10/EOW.HURRICANE-583 has lost a 'Heavy Pulse Mermisi' #17097.
[22:40:31	]S10/EOW.HURRICANE-583 ran 'drop' on item 'Heavy Pulse Mermisi' (#17094)
[22:40:31	]S10/EOW.HURRICANE-583 has lost a 'Heavy Pulse Mermisi' #17094.
[22:40:32	]S10/EOW.HURRICANE-583 ran 'drop' on item 'Heavy Pulse Mermisi' (#17098)
[22:40:32	]S10/EOW.HURRICANE-583 has lost a 'Heavy Pulse Mermisi' #17098.
[22:40:33	]S10/EOW.HURRICANE-583 ran 'drop' on item 'Heavy Pulse Mermisi' (#17095)
[22:40:33	]S10/EOW.HURRICANE-583 has lost a 'Heavy Pulse Mermisi' #17095.
[22:40:33	]S10/ORDINAL-HURRICANE-36 destroyed a '60rnd OTAR-Şarjörü' #16462.
[22:40:33	]S10/EOW.HURRICANE-583 ran 'drop' on item 'Heavy Pulse Mermisi' (#17096)
[22:40:33	]S10/EOW.HURRICANE-583 has lost a 'Heavy Pulse Mermisi' #17096.
[22:40:33	]S10/ORDINAL-HURRICANE-36 destroyed a '60rnd OTAR-Şarjörü' #16463.
[22:40:34	]S10/ORDINAL-HURRICANE-36 destroyed a '60rnd OTAR-Şarjörü' #16464.
[22:40:35	]S10/ORDINAL-HURRICANE-36 destroyed a '60rnd OTAR-Şarjörü' #16490.
[22:40:36	]S10/ORDINAL-HURRICANE-36 destroyed a '60rnd OTAR-Şarjörü' #16493.
[22:40:37	]S10/EOW.HURRICANE-583 used the 'OSG Dağıtıcısı' vendor.
[22:40:37	]S10/ORDINAL-HURRICANE-36 destroyed a '60rnd OTAR-Şarjörü' #16491.
[22:40:37	]Victor Holloway has spawned a holly_oyuncak_bebek.
[22:40:38	][IC] C24:i5.UNION-46: <:: Agh! ::>
[22:40:38	]S10/ORDINAL-HURRICANE-36 destroyed a '60rnd OTAR-Şarjörü' #16489.
[22:40:39	]C24:i3.UNION-66 used command '/PM 30 catwalkstan düştü'.
[22:40:39	]S10/EOW.HURRICANE-583 has gained 0 chips.
[22:40:39	]S10/EOW.HURRICANE-583 has gained a 'Pulse Rifle Enerjisi' #17100.
[22:40:40	]S10/ORDINAL-HURRICANE-36 destroyed a '60rnd OTAR-Şarjörü' #16494.
[22:40:40	]S10/EOW.HURRICANE-583 has gained 0 chips.
[22:40:40	]S10/EOW.HURRICANE-583 has gained a 'Pulse Rifle Enerjisi' #17101.
[22:40:40	]S10/ORDINAL-HURRICANE-36 destroyed a '60rnd OTAR-Şarjörü' #16492.
[22:40:40	]S10/EOW.HURRICANE-583 has gained 0 chips.
[22:40:41	]S10/EOW.HURRICANE-583 has gained a 'Pulse Rifle Enerjisi' #17102.
[22:40:41	]S10/EOW.HURRICANE-583 has gained 0 chips.
[22:40:41	]S10/EOW.HURRICANE-583 has gained a 'Pulse Rifle Enerjisi' #17103.
[22:40:42	]S10/EOW.HURRICANE-583 has gained 0 chips.
[22:40:42	]S10/EOW.HURRICANE-583 has gained a 'Pulse Rifle Enerjisi' #17104.
[22:40:42	]S10/ORDINAL-HURRICANE-36 destroyed a '60rnd OTAR-Şarjörü' #16461.
[22:40:42	]S10/EOW.HURRICANE-583 has gained 0 chips.
[22:40:42	]S10/EOW.HURRICANE-583 has gained a 'Pulse Rifle Enerjisi' #17105.
[22:40:46	]Alexander Ivanov has spawned 'models/willardnetworks/posters/wn_poster_4.mdl'.
[22:40:46	]S10/ORDINAL-HURRICANE-36 destroyed a 'Taaruz Tüfeği Mermisi' #16515.
[22:40:46	][IC] C24:i5.UNION-46: <:: Uagh! ::>
[22:40:46	]S10/EOW.HURRICANE-583 has gained 0 chips.
[22:40:46	]S10/EOW.HURRICANE-583 has gained a '30rnd Pulse-Şarjörü' #17106.
[22:40:46	]S10/EOW.HURRICANE-583 has gained 0 chips.
[22:40:46	]Alexander Ivanov has spawned 'models/willardnetworks/posters/wn_poster_4.mdl'.
[22:40:46	]S10/EOW.HURRICANE-583 has gained a '30rnd Pulse-Şarjörü' #17107.
[22:40:46	]S10/ORDINAL-HURRICANE-36 destroyed a 'Taaruz Tüfeği Mermisi' #16497.
[22:40:47	]S10/ORDINAL-HURRICANE-36 destroyed a 'Taaruz Tüfeği Mermisi' #16507.
[22:40:48	]S10/EOW.HURRICANE-583 has gained 0 chips.
[22:40:48	]S10/EOW.HURRICANE-583 has gained a '30rnd Pulse-Şarjörü' #17108.
[22:40:48	]S10/ORDINAL-HURRICANE-36 destroyed a 'Taaruz Tüfeği Mermisi' #16508.
[22:40:48	]S10/EOW.HURRICANE-583 has gained 0 chips.
[22:40:48	]S10/EOW.HURRICANE-583 has gained a '30rnd Pulse-Şarjörü' #17109.
[22:40:49	]S10/EOW.HURRICANE-583 has gained 0 chips.
[22:40:49	]S10/EOW.HURRICANE-583 has gained a '30rnd Pulse-Şarjörü' #17110.
[22:40:49	]S10/ORDINAL-HURRICANE-36 destroyed a 'Taaruz Tüfeği Mermisi' #16499.
[22:40:49	]S10/EOW.HURRICANE-583 has gained 0 chips.
[22:40:49	]S10/EOW.HURRICANE-583 has gained a '30rnd Pulse-Şarjörü' #17111.
[22:40:50	]S10/ORDINAL-HURRICANE-36 destroyed a 'Taaruz Tüfeği Mermisi' #16511.
[22:40:50	]S10/ORDINAL-HURRICANE-36 destroyed a 'Taaruz Tüfeği Mermisi' #16510.
[22:40:51	]S10/ORDINAL-HURRICANE-36 destroyed a 'Taaruz Tüfeği Mermisi' #16505.
[22:40:52	]S10/ORDINAL-HURRICANE-36 destroyed a 'Taaruz Tüfeği Mermisi' #16503.
[22:40:53	]S10/ORDINAL-HURRICANE-36 destroyed a 'Taaruz Tüfeği Mermisi' #16502.
[22:40:54	]S10/ORDINAL-HURRICANE-36 destroyed a 'Taaruz Tüfeği Mermisi' #16504.
[22:40:55	]S10/ORDINAL-HURRICANE-36 destroyed a 'Taaruz Tüfeği Mermisi' #16501.
[22:40:55	]S10/EOW.HURRICANE-583 ran 'combine' on item '30rnd Pulse-Şarjörü' (#17106)
[22:40:55	]S10/OWS.HURRICANE-24 used the 'OSG Dağıtıcısı' vendor.
[22:40:55	]S10/ORDINAL-HURRICANE-36 destroyed a 'Taaruz Tüfeği Mermisi' #16509.
[22:40:57	]S10/OWS.HURRICANE-24 has gained 0 chips.
[22:40:57	]S10/OWS.HURRICANE-24 has gained a 'Pulse Rifle Enerjisi' #17112.
[22:40:58	]S10/OWS.HURRICANE-24 has gained 0 chips.
[22:40:58	]S10/OWS.HURRICANE-24 has gained a 'Pulse Rifle Enerjisi' #17113.
[22:40:58	]C24:RCT.YELLO-30 used command '/Radio 10-7'.
[22:40:59	]S10/OWS.HURRICANE-24 has gained 0 chips.
[22:40:59	]S10/OWS.HURRICANE-24 has gained a 'Pulse Rifle Enerjisi' #17114.
[22:40:59	]S10/OWS.HURRICANE-24 has gained 0 chips.
[22:40:59	]S10/OWS.HURRICANE-24 has gained a 'Pulse Rifle Enerjisi' #17115.
[22:40:59	]S10/EOW.HURRICANE-583 ran 'combine' on item '30rnd Pulse-Şarjörü' (#17107)
[22:41:00	]S10/EOW.HURRICANE-583 ran 'combine' on item '30rnd Pulse-Şarjörü' (#17108)
[22:41:01	]S10/OWS.HURRICANE-24 has gained 0 chips.
[22:41:01	]S10/OWS.HURRICANE-24 has gained a 'Pulse Rifle Enerjisi' #17116.
[22:41:01	]S10/EOW.HURRICANE-583 ran 'combine' on item '30rnd Pulse-Şarjörü' (#17111)
[22:41:02	]S10/EOW.HURRICANE-583 ran 'combine' on item '30rnd Pulse-Şarjörü' (#17110)
[22:41:04	]S10/OWS.HURRICANE-24 has gained 0 chips.
[22:41:04	]S10/OWS.HURRICANE-24 has gained a 'Pulse-Rifle Energy' #17117.
[22:41:04	]S10/EOW.HURRICANE-583 ran 'combine' on item '30rnd Pulse-Şarjörü' (#17109)
[22:41:04	]S10/OWS.HURRICANE-24 has gained 0 chips.
[22:41:04	]S10/OWS.HURRICANE-24 has gained a 'Pulse-Rifle Energy' #17118.
[22:41:04	]THE ÖMER (STEAM_0:1:575663749) has disconnected.
[22:41:05	]S10/EOW.HURRICANE-583 used the 'OSG Dağıtıcısı' vendor.
[22:41:05	][LOOC] S10/ORDINAL-HURRICANE-36: adminler iş yapmıyo iş
[22:41:06	]S10/EOW.HURRICANE-583 has gained 0 chips.
[22:41:06	]S10/EOW.HURRICANE-583 has gained a 'Pulse Rifle Enerjisi' #17119.
[22:41:07	]S10/EOW.HURRICANE-583 has gained 0 chips.
[22:41:07	]S10/EOW.HURRICANE-583 has gained a 'Pulse Rifle Enerjisi' #17120.
[22:41:07	]S10/OWS.HURRICANE-24 ran 'use' on item 'Pulse-Rifle Energy' (#17117)
[22:41:07	]S10/OWS.HURRICANE-24 ran 'use' on item 'Pulse-Rifle Energy' (#17118)
[22:41:08	]Alexander Ivanov has used a context menu option with the name: skin
[22:41:08	]S10/EOW.HURRICANE-583 has gained a '30rnd Pulse-Şarjörü' #17089.
[22:41:08	]S10/EOW.HURRICANE-583 has lost a '30rnd Pulse-Şarjörü' #17111.
[22:41:11	]Alexander Ivanov has used a context menu option with the name: skin
[22:41:11	]S10/EOW.HURRICANE-583 has gained a '30rnd Pulse-Şarjörü' #17111.
[22:41:11	]S10/EOW.HURRICANE-583 has lost a '30rnd Pulse-Şarjörü' #17110.
[22:41:12	]S10/OWS.HURRICANE-24 ran 'drop' on item 'Taaruz Tüfeği Mermisi' (#15980)
[22:41:12	]S10/OWS.HURRICANE-24 has lost a 'Taaruz Tüfeği Mermisi' #15980.
[22:41:12	]S10/OWS.HURRICANE-24 ran 'drop' on item 'Taaruz Tüfeği Mermisi' (#15978)
[22:41:12	]S10/OWS.HURRICANE-24 has lost a 'Taaruz Tüfeği Mermisi' #15978.
[22:41:12	]S10/OWS.HURRICANE-24 ran 'drop' on item 'Taaruz Tüfeği Mermisi' (#15979)
[22:41:12	]S10/OWS.HURRICANE-24 has lost a 'Taaruz Tüfeği Mermisi' #15979.
[22:41:13	]Alexander Ivanov has used a context menu option with the name: remove
[22:41:14	][IC] C24:i5.UNION-46: <:: Ughh. ::>
[22:41:14	]S10/OWS.HURRICANE-24 has used a context menu option with the name: remove
[22:41:15	]S10/OWS.HURRICANE-24 has used a context menu option with the name: remove
[22:41:16	]S10/EOW.HURRICANE-583 has gained a '30rnd Pulse-Şarjörü' #17110.
[22:41:16	]S10/EOW.HURRICANE-583 has lost a '30rnd Pulse-Şarjörü' #17111.
[22:41:16	][LOOC] C24:i3.UNION-66: ne ara iyileştin l a
[22:41:16	]Fatih Boşbakan has gained a 'Yeşil Şişe' #17121.
[22:41:17	]S10/OWS.HURRICANE-24 has used a context menu option with the name: remove
[22:41:18	]S10/OWS.HURRICANE-24 has used a context menu option with the name: remove
[22:41:18	]Alexander Ivanov has spawned 'models/willardnetworks/posters/wn_poster_4.mdl'.
[22:41:18	]S10/EOW.HURRICANE-583 destroyed a 'Heavy Pulse Mermisi' #17094.
[22:41:18	]S10/OWS.HURRICANE-24 has used a context menu option with the name: remove
[22:41:19	]S10/OWS.HURRICANE-24 has used a context menu option with the name: remove
[22:41:20	]S10/OWS.HURRICANE-24 used the 'OSG Dağıtıcısı' vendor.
[22:41:21	]Victor Holloway has spawned 'models/props_c17/FurnitureDrawer002a.mdl'.
[22:41:22	]S10/EOW.HURRICANE-583 destroyed a 'Heavy Pulse Mermisi' #17098.
[22:41:23	]S10/EOW.HURRICANE-583 destroyed a 'Heavy Pulse Mermisi' #17096.
[22:41:24	]S10/OWS.HURRICANE-24 has gained 0 chips.
[22:41:24	]S10/OWS.HURRICANE-24 has gained a '30rnd Pulse-Şarjörü' #17122.
[22:41:24	]S10/ORDINAL-HURRICANE-36 destroyed a '60rnd OTAR-Şarjörü' #15970.
[22:41:25	]Fatih Boşbakan ran 'take' on item 'Eskimiş Oyuncak Bebek' (#16936)
[22:41:25	]Fatih Boşbakan has gained a 'Eskimiş Oyuncak Bebek' #16936.
[22:41:26	]S10/OWS.HURRICANE-24 has used a context menu option with the name: vendor_edit
[22:41:27	]S10/ORDINAL-HURRICANE-36 destroyed a '60rnd OTAR-Şarjörü' #15969.
[22:41:28	]C24:i5.UNION-46 has used a context menu option with the name: rb655_door_close
[22:41:29	][LOOC] C24:i3.UNION-66: bu kadar kısa sürede iyileşemezsin
[22:41:31	]S10/ORDINAL-HURRICANE-36 destroyed a '30rnd MP-şarjörü' #15780.
[22:41:31	]S10/EOW.HURRICANE-583 ran 'combine' on item '30rnd Pulse-Şarjörü' (#17093)
[22:41:32	]S10/EOW.HURRICANE-583 ran 'combine' on item '30rnd Pulse-Şarjörü' (#17089)
[22:41:34	]S10/EOW.HURRICANE-583 has gained a '30rnd Pulse-Şarjörü' #17111.
[22:41:34	]S10/EOW.HURRICANE-583 has lost a '30rnd Pulse-Şarjörü' #17110.
[22:41:35	]S10/ORDINAL-HURRICANE-36 ran 'ViewAlt' on item 'Küçük Çanta' (#15709)
[22:41:36	]S10/EOW.HURRICANE-583 used the 'OSG Dağıtıcısı' vendor.
[22:41:36	][LOOC] C24:i5.UNION-46: yoo iyileştim
[22:41:36	]Victor Holloway has spawned a brooks_ailesi_fotografi.
[22:41:37	][LOOC] C24:i3.UNION-66: farklı karakter geç istersen
[22:41:37	]S10/EOW.HURRICANE-583 has gained 0 chips.
[22:41:38	]S10/EOW.HURRICANE-583 has gained a 'Pulse Rifle Enerjisi' #17124.
[22:41:38	]S10/EOW.HURRICANE-583 has gained 0 chips.
[22:41:38	]S10/EOW.HURRICANE-583 has gained a 'Pulse Rifle Enerjisi' #17125.
[22:41:43	]S10/OWS.HURRICANE-45 used command '/Radio Overwatch, Unit 45, 10-19, JET, Over.'.
[22:41:44	]S10/OWS.HURRICANE-24 ran 'combine' on item '30rnd Pulse-Şarjörü' (#17122)
[22:41:47	]S10/OWS.HURRICANE-24 ran 'drop' on item 'Pulse-Rifle Energy' (#17092)
[22:41:47	]S10/OWS.HURRICANE-24 has lost a 'Pulse-Rifle Energy' #17092.
[22:41:49	]S10/EOW.HURRICANE-583 ran 'combine' on item '30rnd Pulse-Şarjörü' (#17111)
[22:41:49	]S10/OWS.HURRICANE-24 has used a context menu option with the name: remove
[22:41:51	][LOOC] C24:i3.UNION-66: catwalkstan düştün ve kesici izler var
[22:41:51	]S10/OWS.HURRICANE-24 used the 'OSG Dağıtıcısı' vendor.
[22:41:55	]S10/OWS.HURRICANE-24 has gained 0 chips.
[22:41:55	]S10/OWS.HURRICANE-24 has gained a '30rnd Pulse-Şarjörü' #17126.
[22:41:56	]S10/OWS.HURRICANE-24 has gained 0 chips.
[22:41:56	]S10/OWS.HURRICANE-24 has gained a '30rnd Pulse-Şarjörü' #17127.
[22:41:56	]S10/OWS.HURRICANE-24 has gained 0 chips.
[22:41:56	]S10/OWS.HURRICANE-24 has gained a '30rnd Pulse-Şarjörü' #17128.
[22:41:58	]S10/OWS.HURRICANE-24 ran 'combine' on item '30rnd Pulse-Şarjörü' (#17127)
[22:41:59	]S10/OWS.HURRICANE-24 ran 'combine' on item '30rnd Pulse-Şarjörü' (#17128)
[22:42:00	]S10/OWS.HURRICANE-24 ran 'combine' on item '30rnd Pulse-Şarjörü' (#17126)
[22:42:02	][LOOC] C24:i5.UNION-46: tamam
[22:42:05	]S10/OWS.HURRICANE-24 ran 'drop' on item '60rnd OTAR-Şarjörü' (#15981)
[22:42:05	]S10/OWS.HURRICANE-24 has lost a '60rnd OTAR-Şarjörü' #15981.
[22:42:05	]S10/OWS.HURRICANE-24 ran 'drop' on item '60rnd OTAR-Şarjörü' (#15982)
[22:42:05	]S10/OWS.HURRICANE-24 has lost a '60rnd OTAR-Şarjörü' #15982.
[22:42:13	]S10/OWS.HURRICANE-24 used the 'OSG Dağıtıcısı' vendor.
[22:42:13	][LOOC] C24:i3.UNION-66: rolsel olarak 10-20 dakika devredışı kal başka karakter geç
[22:42:14	]Alexander Ivanov has used a context menu option with the name: remove
[22:42:15	]S10/OWS.HURRICANE-24 has gained 0 chips.
[22:42:15	]S10/OWS.HURRICANE-24 has gained a '30rnd Pulse-Şarjörü' #17129.
[22:42:15	]S10/OWS.HURRICANE-24 has gained 0 chips.
