[10:41:31	]Deadasf has connected.
[23:17:33	]Wonder Of You has connected.
[23:17:50	]C24:UNION:i1:Roller-7762 has spawned a drink_bourbon.
[23:17:52	]C24:UNION:i1:Roller-7762 has spawned a drink_bourbon.
[23:17:53	]C24:UNION:i1:Roller-7762 has spawned a drink_bourbon.
[23:17:54	]C24:UNION:i1:Roller-7762 has spawned a drink_bourbon.
[23:17:55	]C24:UNION:i1:Roller-7762 has spawned a drink_bourbon.
[23:17:58	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Bourbon' (#2134)
[23:17:58	]C24:UNION:i1:Roller-7762 has gained a 'Bourbon' #2134.
[23:17:59	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Bourbon' (#2135)
[23:17:59	]C24:UNION:i1:Roller-7762 has gained a 'Bourbon' #2135.
[23:18:00	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Bourbon' (#2133)
[23:18:00	]C24:UNION:i1:Roller-7762 has gained a 'Bourbon' #2133.
[23:18:01	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Bourbon' (#2132)
[23:18:01	]C24:UNION:i1:Roller-7762 has gained a 'Bourbon' #2132.
[23:18:02	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Bourbon' (#2131)
[23:18:02	]C24:UNION:i1:Roller-7762 has gained a 'Bourbon' #2131.
[23:18:06	]C24:UNION:i1:Roller-7762 has spawned a drink_champagne.
[23:18:07	]C24:UNION:i1:Roller-7762 has spawned a drink_champagne.
[23:18:07	]C24:UNION:i1:Roller-7762 has spawned a drink_champagne.
[23:18:08	]C24:UNION:i1:Roller-7762 has spawned a drink_champagne.
[23:18:09	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Bottle of Sparkling Champagne' (#2136)
[23:18:09	]C24:UNION:i1:Roller-7762 has gained a 'Bottle of Sparkling Champagne' #2136.
[23:18:11	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Bottle of Sparkling Champagne' (#2137)
[23:18:12	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Bottle of Sparkling Champagne' (#2137)
[23:18:32	]C24:UNION:i1:Roller-7762 has transferred a 'Bourbon' #2131 to a container with the name 'Vending Machine' #530.
[23:18:33	]C24:UNION:i1:Roller-7762 has transferred a 'Bourbon' #2135 to a container with the name 'Vending Machine' #530.
[23:18:35	]C24:UNION:i1:Roller-7762 has transferred a 'Bourbon' #2134 to a container with the name 'Vending Machine' #530.
[23:18:36	]C24:UNION:i1:Roller-7762 has transferred a 'Bourbon' #2132 to a container with the name 'Vending Machine' #530.
[23:18:37	]C24:UNION:i1:Roller-7762 has transferred a 'Bourbon' #2133 to a container with the name 'Vending Machine' #530.
[23:18:43	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Bottle of Sparkling Champagne' (#2137)
[23:18:43	]C24:UNION:i1:Roller-7762 has gained a 'Bottle of Sparkling Champagne' #2137.
[23:18:44	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Bottle of Sparkling Champagne' (#2138)
[23:18:44	]C24:UNION:i1:Roller-7762 has gained a 'Bottle of Sparkling Champagne' #2138.
[23:18:46	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Bottle of Sparkling Champagne' (#2139)
[23:18:46	]C24:UNION:i1:Roller-7762 has gained a 'Bottle of Sparkling Champagne' #2139.
[23:19:09	]C24:UNION:i1:Roller-7762 ran 'drop' on item 'Bottle of Sparkling Champagne' (#2137)
[23:19:09	]C24:UNION:i1:Roller-7762 has lost a 'Bottle of Sparkling Champagne' #2137.
[23:19:10	]C24:UNION:i1:Roller-7762 ran 'drop' on item 'Bottle of Sparkling Champagne' (#2136)
[23:19:10	]C24:UNION:i1:Roller-7762 has lost a 'Bottle of Sparkling Champagne' #2136.
[23:19:12	]C24:UNION:i1:Roller-7762 ran 'drop' on item 'Bottle of Sparkling Champagne' (#2139)
[23:19:12	]C24:UNION:i1:Roller-7762 has lost a 'Bottle of Sparkling Champagne' #2139.
[23:19:12	]Sinek abi exited observer at their location.
[23:19:12	]C24:UNION:i1:Roller-7762 ran 'drop' on item 'Bottle of Sparkling Champagne' (#2138)
[23:19:12	]C24:UNION:i1:Roller-7762 has lost a 'Bottle of Sparkling Champagne' #2138.
[23:19:14	]C24:UNION:i1.Yellow-60 ran 'use' on item 'Health Vial' (#1922)
[23:19:14	]C24:UNION:i1.Yellow-60 has performed the 'Use Health Vial' action, gaining 54 experience in medicine.
[23:19:14	]C24:UNION:i1.Yellow-60 was disinfected by C24:UNION:i1.Yellow-60 for 184 seconds.
[23:19:14	]C24:UNION:i1.Yellow-60 was bandaged by C24:UNION:i1.Yellow-60 for 53 HP.
[23:19:17	]C24:UNION:i1:Roller-7762 has used a context menu option with the name: rb655_dissolve
[23:19:18	]C24:UNION:i1:Roller-7762 has used a context menu option with the name: rb655_dissolve
[23:19:19	]C24:UNION:i1:Roller-7762 has used a context menu option with the name: rb655_dissolve
[23:19:19	]env_entity_dissolver destroyed a 'Bottle of Sparkling Champagne' #2138.
[23:19:20	]C24:UNION:i1:Roller-7762 has used a context menu option with the name: rb655_dissolve
[23:19:20	]env_entity_dissolver destroyed a 'Bottle of Sparkling Champagne' #2139.
[23:19:20	]C24:UNION:i1.Yellow-60 entered observer.
[23:19:21	]C24:UNION:i1.Yellow-60 exited observer at their location.
[23:19:21	]env_entity_dissolver destroyed a 'Bottle of Sparkling Champagne' #2136.
[23:19:21	]C24:UNION:i1.Yellow-60 entered observer.
[23:19:22	]env_entity_dissolver destroyed a 'Bottle of Sparkling Champagne' #2137.
[23:19:23	]C24:UNION:i1.Yellow-60 exited observer at their location.
[23:19:23	]C24:UNION:i1.Yellow-60 entered observer.
[23:19:24	]C24:UNION:i1.Yellow-60 exited observer at their location.
[23:19:24	]Sinek abi entered observer.
[23:19:25	]C24:UNION:i1.Yellow-60 entered observer.
[23:19:25	]C24:UNION:i1.Yellow-60 exited observer at their location.
[23:19:26	]C24:UNION:i1.Yellow-60 entered observer.
[23:19:26	]C24:UNION:i1.Yellow-60 exited observer at their location.
[23:19:27	]C24:UNION:i1.Yellow-60 entered observer.
[23:19:28	]C24:UNION:i1.Yellow-60 exited observer at their location.
[23:19:29	]C24:UNION:i1.Yellow-60 entered observer.
[23:19:36	]C24:UNION:i1.Yellow-60 exited observer at their location.
[23:19:36	]C24:UNION:i1.Yellow-60 entered observer.
[23:19:37	]C24:UNION:i1.Yellow-60 exited observer at their location.
[23:19:38	]C24:UNION:i1.Yellow-60 entered observer.
[23:19:39	]C24:UNION:i1.Yellow-60 exited observer at their location.
[23:19:40	]C24:UNION:i1.Yellow-60 entered observer.
[23:19:41	]C24:UNION:i1.Yellow-60 exited observer at their location.
[23:19:41	]Sinek abi exited observer at their location.
[23:19:41	]C24:UNION:i1.Yellow-60 entered observer.
[23:19:42	]C24:UNION:i1.Yellow-60 exited observer at their location.
[23:19:42	]C24:UNION:i1.Yellow-60 entered observer.
[23:20:04	]C24:UNION:i1.Yellow-60 exited observer at their location.
[23:20:07	]Wonder Of You loaded the character 'Slavus Lavin'
[23:20:13	]Slavus Lavin entered observer.
[23:20:15	]C24:UNION:i1.Yellow-60 entered observer.
[23:20:15	]C24:UNION:i1.Yellow-60 exited observer at their location.
[23:20:16	]C24:UNION:i1.Yellow-60 entered observer.
[23:20:21	]C24:UNION:i1:Roller-7762 has spawned a food_crisps.
[23:20:22	]C24:UNION:i1:Roller-7762 has spawned a food_crisps.
[23:20:22	]C24:UNION:i1:Roller-7762 has spawned a food_crisps.
[23:20:23	]C24:UNION:i1:Roller-7762 has spawned a food_crisps.
[23:20:23	]C24:UNION:i1:Roller-7762 has spawned a food_crisps.
[23:20:24	]C24:UNION:i1:Roller-7762 has spawned a food_crisps.
[23:20:24	]C24:UNION:i1:Roller-7762 has spawned a food_crisps.
[23:20:24	]C24:UNION:i1:Roller-7762 has spawned a food_crisps.
[23:20:25	]C24:UNION:i1:Roller-7762 has spawned a food_crisps.
[23:20:25	]C24:UNION:i1:Roller-7762 has spawned a food_crisps.
[23:20:27	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Potato Crisps' (#2148)
[23:20:27	]C24:UNION:i1:Roller-7762 has gained a 'Potato Crisps' #2148.
[23:20:29	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Potato Crisps' (#2149)
[23:20:29	]C24:UNION:i1:Roller-7762 has gained a 'Potato Crisps' #2149.
[23:20:30	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Potato Crisps' (#2147)
[23:20:30	]C24:UNION:i1:Roller-7762 has gained a 'Potato Crisps' #2147.
[23:20:31	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Potato Crisps' (#2146)
[23:20:31	]C24:UNION:i1:Roller-7762 has gained a 'Potato Crisps' #2146.
[23:20:33	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Potato Crisps' (#2145)
[23:20:33	]C24:UNION:i1:Roller-7762 has gained a 'Potato Crisps' #2145.
[23:20:33	]Slavus Lavin exited observer at their location.
[23:20:35	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Potato Crisps' (#2144)
[23:20:35	]C24:UNION:i1:Roller-7762 has gained a 'Potato Crisps' #2144.
[23:20:36	]Sinek abi entered observer.
[23:20:36	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Potato Crisps' (#2143)
[23:20:36	]C24:UNION:i1:Roller-7762 has gained a 'Potato Crisps' #2143.
[23:20:37	]Sinek abi exited observer at their location.
[23:20:37	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Potato Crisps' (#2142)
[23:20:37	]C24:UNION:i1:Roller-7762 has gained a 'Potato Crisps' #2142.
[23:20:39	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Potato Crisps' (#2141)
[23:20:39	]C24:UNION:i1:Roller-7762 has gained a 'Potato Crisps' #2141.
[23:20:41	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Potato Crisps' (#2140)
[23:20:41	]C24:UNION:i1:Roller-7762 has gained a 'Potato Crisps' #2140.
[23:20:44	]Sinek abi entered observer.
[23:20:45	]Sinek abi exited observer at their location.
[23:20:48	]Sinek abi entered observer.
[23:20:49	]Sinek abi exited observer at their location.
[23:20:52	]C24:UNION:i1:Roller-7762 has transferred a 'Potato Crisps' #2143 to a container with the name 'Vending Machine' #530.
[23:20:53	]C24:UNION:i1:Roller-7762 has transferred a 'Potato Crisps' #2144 to a container with the name 'Vending Machine' #530.
[23:20:54	]C24:UNION:i1:Roller-7762 has transferred a 'Potato Crisps' #2145 to a container with the name 'Vending Machine' #530.
[23:20:55	]C24:UNION:i1:Roller-7762 has transferred a 'Potato Crisps' #2140 to a container with the name 'Vending Machine' #530.
[23:20:56	]Sinek abi entered observer.
[23:20:56	]C24:UNION:i1:Roller-7762 has transferred a 'Potato Crisps' #2141 to a container with the name 'Vending Machine' #530.
[23:20:57	]C24:UNION:i1:Roller-7762 has transferred a 'Potato Crisps' #2142 to a container with the name 'Vending Machine' #530.
[23:20:58	]Slavus Lavin entered observer.
[23:20:58	]Sinek abi exited observer at their location.
[23:20:58	]C24:UNION:i1:Roller-7762 has transferred a 'Potato Crisps' #2146 to a container with the name 'Vending Machine' #530.
[23:21:00	]C24:UNION:i1:Roller-7762 has transferred a 'Potato Crisps' #2147 to a container with the name 'Vending Machine' #530.
[23:21:01	]C24:UNION:i1:Roller-7762 has transferred a 'Potato Crisps' #2148 to a container with the name 'Vending Machine' #530.
[23:21:03	]C24:UNION:i1:Roller-7762 has transferred a 'Potato Crisps' #2149 to a container with the name 'Vending Machine' #530.
[23:21:13	]Sinek abi entered observer.
[23:21:22	]C24:UNION:i1:Roller-7762 has spawned a fruit_orange.
[23:21:27	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Orange' (#2150)
[23:21:27	]C24:UNION:i1:Roller-7762 has gained a 'Orange' #2150.
[23:21:30	]C24:UNION:i1:Roller-7762 has spawned a fruit_orange.
[23:21:31	]C24:UNION:i1:Roller-7762 has spawned a fruit_orange.
[23:21:31	]C24:UNION:i1:Roller-7762 has spawned a fruit_orange.
[23:21:31	]C24:UNION:i1:Roller-7762 has spawned a fruit_orange.
[23:21:32	]C24:UNION:i1:Roller-7762 has spawned a fruit_orange.
[23:21:33	]C24:UNION:i1:Roller-7762 has spawned a fruit_orange.
[23:21:33	]C24:UNION:i1:Roller-7762 has spawned a fruit_orange.
[23:21:34	]C24:UNION:i1:Roller-7762 has spawned a fruit_orange.
[23:21:34	]C24:UNION:i1:Roller-7762 has spawned a fruit_orange.
[23:21:35	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Orange' (#2158)
[23:21:35	]C24:UNION:i1:Roller-7762 has gained a 'Orange' #2158.
[23:21:36	]Sinek abi exited observer at their location.
[23:21:37	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Orange' (#2152)
[23:21:37	]C24:UNION:i1:Roller-7762 has gained a 'Orange' #2152.
[23:21:38	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Orange' (#2153)
[23:21:38	]C24:UNION:i1:Roller-7762 has gained a 'Orange' #2153.
[23:21:39	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Orange' (#2159)
[23:21:39	]C24:UNION:i1:Roller-7762 has gained a 'Orange' #2159.
[23:21:40	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Orange' (#2156)
[23:21:40	]C24:UNION:i1:Roller-7762 has gained a 'Orange' #2156.
[23:21:41	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Orange' (#2154)
[23:21:41	]C24:UNION:i1:Roller-7762 has gained a 'Orange' #2154.
[23:21:42	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Orange' (#2155)
[23:21:42	]C24:UNION:i1:Roller-7762 has gained a 'Orange' #2155.
[23:21:43	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Orange' (#2151)
[23:21:43	]C24:UNION:i1:Roller-7762 has gained a 'Orange' #2151.
[23:21:44	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Orange' (#2157)
[23:21:44	]C24:UNION:i1:Roller-7762 has gained a 'Orange' #2157.
[23:21:48	]C24:UNION:i1.Yellow-60 is fully healed.
[23:21:50	]C24:UNION:i1:Roller-7762 has transferred a 'Orange' #2154 to a container with the name 'Vending Machine' #530.
[23:21:51	]C24:UNION:i1:Roller-7762 has transferred a 'Orange' #2156 to a container with the name 'Vending Machine' #530.
[23:21:51	]C24:UNION:i1:Roller-7762 has transferred a 'Orange' #2158 to a container with the name 'Vending Machine' #530.
[23:21:53	]C24:UNION:i1:Roller-7762 has transferred a 'Orange' #2150 to a container with the name 'Vending Machine' #530.
[23:21:54	]C24:UNION:i1:Roller-7762 has transferred a 'Orange' #2151 to a container with the name 'Vending Machine' #530.
[23:21:55	]C24:UNION:i1:Roller-7762 has transferred a 'Orange' #2155 to a container with the name 'Vending Machine' #530.
[23:21:57	]C24:UNION:i1:Roller-7762 has transferred a 'Orange' #2157 to a container with the name 'Vending Machine' #530.
[23:21:58	]Sinek abi entered observer.
[23:21:58	]C24:UNION:i1:Roller-7762 has transferred a 'Orange' #2159 to a container with the name 'Vending Machine' #530.
[23:21:59	]C24:UNION:i1:Roller-7762 has transferred a 'Orange' #2153 to a container with the name 'Vending Machine' #530.
[23:22:01	]C24:UNION:i1:Roller-7762 has transferred a 'Orange' #2152 to a container with the name 'Vending Machine' #530.
[23:22:05	]Sinek abi has used a context menu option with the name: remove
[23:22:08	]Sinek abi exited observer at their location.
[23:22:34	]Slavus Lavin exited observer at their location.
[23:22:35	]Sinek abi entered observer.
[23:22:37	]Slavus Lavin entered observer.
[23:22:37	]Sinek abi exited observer at their location.
[23:22:39	]C24:UNION:i1:Roller-7762 has spawned a fruit_banana.
[23:22:39	]C24:UNION:i1:Roller-7762 has spawned a fruit_banana.
[23:22:39	]C24:UNION:i1:Roller-7762 has spawned a fruit_banana.
[23:22:40	]C24:UNION:i1:Roller-7762 has spawned a fruit_banana.
[23:22:40	]C24:UNION:i1:Roller-7762 has spawned a fruit_banana.
[23:22:41	]C24:UNION:i1:Roller-7762 has spawned a fruit_banana.
[23:22:41	]C24:UNION:i1:Roller-7762 has spawned a fruit_banana.
[23:22:42	]C24:UNION:i1:Roller-7762 has spawned a fruit_banana.
[23:22:42	]C24:UNION:i1:Roller-7762 has spawned a fruit_banana.
[23:22:42	]C24:UNION:i1:Roller-7762 has spawned a fruit_banana.
[23:22:44	]Sinek abi entered observer.
[23:22:44	]Sinek abi exited observer at their location.
[23:22:44	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Banana' (#2168)
[23:22:44	]C24:UNION:i1:Roller-7762 has gained a 'Banana' #2168.
[23:22:46	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Banana' (#2163)
[23:22:46	]C24:UNION:i1:Roller-7762 has gained a 'Banana' #2163.
[23:22:46	]Slavus Lavin exited observer at their location.
[23:22:47	]Slavus Lavin entered observer.
[23:22:47	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Banana' (#2162)
[23:22:47	]C24:UNION:i1:Roller-7762 has gained a 'Banana' #2162.
[23:22:48	]Slavus Lavin exited observer at their location.
[23:22:48	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Banana' (#2167)
[23:22:48	]C24:UNION:i1:Roller-7762 has gained a 'Banana' #2167.
[23:22:50	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Banana' (#2169)
[23:22:50	]C24:UNION:i1:Roller-7762 has gained a 'Banana' #2169.
[23:22:52	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Banana' (#2164)
[23:22:52	]C24:UNION:i1:Roller-7762 has gained a 'Banana' #2164.
[23:22:53	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Banana' (#2161)
[23:22:53	]C24:UNION:i1:Roller-7762 has gained a 'Banana' #2161.
[23:22:56	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Banana' (#2165)
[23:22:56	]C24:UNION:i1:Roller-7762 has gained a 'Banana' #2165.
[23:22:58	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Banana' (#2160)
[23:22:58	]C24:UNION:i1:Roller-7762 has gained a 'Banana' #2160.
[23:22:59	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Banana' (#2166)
[23:22:59	]C24:UNION:i1:Roller-7762 has gained a 'Banana' #2166.
[23:23:14	]Sinek abi entered observer.
[23:23:15	]C24:UNION:i1:Roller-7762 has transferred a 'Banana' #2161 to a container with the name 'Vending Machine' #530.
[23:23:16	]C24:UNION:i1:Roller-7762 has transferred a 'Banana' #2164 to a container with the name 'Vending Machine' #530.
[23:23:17	]C24:UNION:i1:Roller-7762 has transferred a 'Banana' #2163 to a container with the name 'Vending Machine' #530.
[23:23:18	]Sinek abi exited observer at their location.
[23:23:18	]Slavus Lavin entered observer.
[23:23:18	]Sinek abi entered observer.
[23:23:19	]Sinek abi exited observer at their location.
[23:23:19	]C24:UNION:i1:Roller-7762 has transferred a 'Banana' #2168 to a container with the name 'Vending Machine' #530.
[23:23:20	]C24:UNION:i1:Roller-7762 has transferred a 'Banana' #2169 to a container with the name 'Vending Machine' #530.
[23:23:21	]C24:UNION:i1:Roller-7762 has transferred a 'Banana' #2166 to a container with the name 'Vending Machine' #530.
[23:23:24	]C24:UNION:i1:Roller-7762 has transferred a 'Banana' #2160 to a container with the name 'Vending Machine' #530.
[23:23:25	]Slavus Lavin exited observer at their location.
[23:23:26	]C24:UNION:i1:Roller-7762 has transferred a 'Banana' #2165 to a container with the name 'Vending Machine' #530.
[23:23:28	]C24:UNION:i1:Roller-7762 has transferred a 'Banana' #2167 to a container with the name 'Vending Machine' #530.
[23:23:29	]C24:UNION:i1:Roller-7762 has transferred a 'Banana' #2162 to a container with the name 'Vending Machine' #530.
[23:23:38	]C24:UNION:i1:Roller-7762 ran 'Insert' on item 'Vending Machine Key' (#1998)
[23:23:40	]C24:UNION:i1:Roller-7762 entered observer.
[23:24:00	]C24:UNION:i1:Roller-7762 opened the 'File Cabinet' #443 container.
[23:24:02	]C24:UNION:i1:Roller-7762 has transferred a 'Vending Machine Key' #1415 to a container with the name 'File Cabinet' #443.
[23:24:03	]C24:UNION:i1:Roller-7762 has transferred a 'Vending Machine Key' #1998 to a container with the name 'File Cabinet' #443.
[23:24:05	]C24:UNION:i1:Roller-7762 has transferred a 'Vending Machine Key' #957 to a container with the name 'File Cabinet' #443.
[23:24:06	]C24:UNION:i1:Roller-7762 has transferred a 'Vending Machine Key' #1174 to a container with the name 'File Cabinet' #443.
[23:24:09	]C24:UNION:i1:Roller-7762 closed the 'File Cabinet' #443 container.
[23:24:45	]Slavus Lavin entered observer.
[23:25:03	]Wonder Of You (STEAM_0:0:210448252) has disconnected.
[23:25:55	]Sinek abi entered observer.
[23:26:03	]Sinek abi exited observer at their location.
[23:26:43	]Sinek abi entered observer.
[23:26:48	]Sinek abi exited observer at their location.
[23:27:22	]C24:UNION:i1.Yellow-60 exited observer at their location.
[23:28:08	]C24:UNION:i1:Roller-7762 exited observer at their location.
[23:28:09	]C24:UNION:i1:Roller-7762 entered observer.
[23:28:10	]C24:UNION:i1:Roller-7762 exited observer at their location.
[23:28:42	]C24:UNION:i1:Roller-7762 entered observer.
[23:29:12	]Sinek abi entered observer.
[23:29:17	]C24:UNION:i1:Roller-7762 exited observer at their location.
[23:29:20	]C24:UNION:i1:Roller-7762 entered observer.
[23:29:28	]Sinek abi has used a context menu option with the name: remove
[23:29:44	]C24:UNION:i1:Roller-7762 exited observer at their location.
[23:29:46	]C24:UNION:i1:Roller-7762 entered observer.
[23:29:47	]C24:UNION:i1:Roller-7762 exited observer at their location.
[23:29:49	]Sinek abi exited observer at their location.
[23:30:04	]Sinek abi ran SAM command 'goto' with arguments: 'yellow'
[23:30:18	]C24:UNION:i1:Roller-7762 entered observer.
[23:30:23	]Sinek abi entered observer.
[23:30:25	]Sinek abi exited observer at their location.
[23:30:31	]C24:UNION:i1:Roller-7762 exited observer at their location.
[23:30:33	]C24:UNION:i1:Roller-7762 entered observer.
[23:30:33	]C24:UNION:i1:Roller-7762 exited observer at their location.
[23:30:42	]Sinek abi entered observer.
[23:30:50	]Sinek abi exited observer at their location.
[23:31:04	]Sinek abi entered observer.
[23:31:11	]Sinek abi exited observer at their location.
[23:31:16	]C24:UNION:i1:Roller-7762 entered observer.
[23:31:24	]Sinek abi entered observer.
[23:31:26	]C24:UNION:i1:Roller-7762 exited observer at their location.
[23:31:28	]Sinek abi used command '/AreaEdit'.
[23:31:38	]Sinek abi ran SAM command 'goto' with arguments: 'roller'
[23:31:46	]Sinek abi exited observer at their location.
[23:31:49	]Sinek abi entered observer.
[23:31:55	]C24:UNION:i1:Roller-7762 entered observer.
[23:31:59	]Sinek abi exited observer at their location.
[23:32:00	]Sinek abi has taken 1 damage from worldspawn.
[23:32:00	]Sinek abi entered observer.
[23:32:06	]C24:UNION:i1:Roller-7762 exited observer at their location.
[23:32:07	]C24:UNION:i1:Roller-7762 entered observer.
[23:32:08	]C24:UNION:i1:Roller-7762 exited observer at their location.
[23:32:11	]Sinek abi exited observer at their location.
[23:32:13	]C24:UNION:i1:Roller-7762 entered observer.
[23:32:14	]Sinek abi ran SAM command 'goto' with arguments: 'yellow'
[23:32:18	]Sinek abi ran SAM command 'goto' with arguments: 'roller'
[23:32:24	]C24:UNION:i1:Roller-7762 exited observer at their location.
[23:32:25	]Sinek abi entered observer.
[23:32:25	]C24:UNION:i1:Roller-7762 entered observer.
[23:32:25	]Sinek abi exited observer at their location.
[23:32:30	]Sinek abi entered observer.
[23:32:32	]Sinek abi ran SAM command 'goto' with arguments: 'roller'
[23:32:33	]C24:UNION:i1.Yellow-60 has gone afk.
[23:32:35	]Sinek abi ran SAM command 'goto' with arguments: 'roller'
[23:32:49	]C24:UNION:i1:Roller-7762 exited observer at their location.
[23:33:30	]C24:UNION:i1:Roller-7762 has spawned a 'Entity [817][ix_customvendingmachine]'.
[23:33:35	]C24:UNION:i1:Roller-7762 has used a context menu option with the name: rb655_dissolve
[23:33:37	]C24:UNION:i1:Roller-7762 has used a context menu option with the name: rb655_dissolve
[23:33:37	]env_entity_dissolver destroyed a 'Vending Machine Key' #2170.
[23:33:39	]env_entity_dissolver destroyed a 'Vending Machine Key' #2171.
[23:33:42	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Vending Machine Key' (#2172)
[23:33:42	]C24:UNION:i1:Roller-7762 has gained a 'Vending Machine Key' #2172.
[23:33:52	]C24:UNION:i1:Roller-7762 ran 'Insert' on item 'Vending Machine Key' (#2172)
[23:33:56	]Sinek abi has added area "uuuuYer Altı İstasyonu".
[23:34:02	]Sinek abi ran SAM command 'goto' with arguments: 'roller'
[23:34:05	]Sinek abi used command '/AreaEdit'.
[23:34:06	]C24:UNION:i1:Roller-7762 has spawned a drink_coffee.
[23:34:07	]C24:UNION:i1:Roller-7762 has spawned a drink_coffee.
[23:34:07	]C24:UNION:i1:Roller-7762 has spawned a drink_coffee.
[23:34:07	]C24:UNION:i1:Roller-7762 has spawned a drink_coffee.
[23:34:08	]C24:UNION:i1:Roller-7762 has spawned a drink_coffee.
[23:34:08	]C24:UNION:i1:Roller-7762 has spawned a drink_coffee.
[23:34:09	]C24:UNION:i1:Roller-7762 has spawned a drink_coffee.
[23:34:09	]C24:UNION:i1:Roller-7762 has spawned a drink_coffee.
[23:34:10	]C24:UNION:i1:Roller-7762 has spawned a drink_coffee.
[23:34:10	]C24:UNION:i1:Roller-7762 has spawned a drink_coffee.
[23:34:12	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Cup of Coffee' (#2176)
[23:34:12	]C24:UNION:i1:Roller-7762 has gained a 'Cup of Coffee' #2176.
[23:34:12	]Sinek abi has removed area "uuuuYer Altı İstasyonu".
[23:34:13	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Cup of Coffee' (#2173)
[23:34:13	]C24:UNION:i1:Roller-7762 has gained a 'Cup of Coffee' #2173.
[23:34:16	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Cup of Coffee' (#2174)
[23:34:16	]C24:UNION:i1:Roller-7762 has gained a 'Cup of Coffee' #2174.
[23:34:17	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Cup of Coffee' (#2178)
[23:34:17	]C24:UNION:i1:Roller-7762 has gained a 'Cup of Coffee' #2178.
[23:34:18	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Cup of Coffee' (#2177)
[23:34:18	]C24:UNION:i1:Roller-7762 has gained a 'Cup of Coffee' #2177.
[23:34:19	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Cup of Coffee' (#2179)
[23:34:19	]C24:UNION:i1:Roller-7762 has gained a 'Cup of Coffee' #2179.
[23:34:22	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Cup of Coffee' (#2182)
[23:34:22	]C24:UNION:i1:Roller-7762 has gained a 'Cup of Coffee' #2182.
[23:34:24	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Cup of Coffee' (#2181)
[23:34:24	]C24:UNION:i1:Roller-7762 has gained a 'Cup of Coffee' #2181.
[23:34:25	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Cup of Coffee' (#2180)
[23:34:25	]C24:UNION:i1:Roller-7762 has gained a 'Cup of Coffee' #2180.
[23:34:26	]C24:UNION:i1:Roller-7762 ran 'take' on item 'Cup of Coffee' (#2175)
[23:34:26	]C24:UNION:i1:Roller-7762 has gained a 'Cup of Coffee' #2175.
[23:34:30	]C24:UNION:i1:Roller-7762 has transferred a 'Cup of Coffee' #2177 to a container with the name 'Vending Machine' #541.
[23:34:31	]C24:UNION:i1:Roller-7762 has transferred a 'Cup of Coffee' #2175 to a container with the name 'Vending Machine' #541.
