[15:19:52	]Oktawiangr has connected.
[22:24:15	]Mikhail Popow has gained a level 3 long boost in Siła.
[22:24:15	]Richard Evans ran 'Consume' on item 'Piwo' (#7752)
[22:24:15	]Richard Evans extended their level 2 long boost in Siła.
[22:24:15	]Richard Evans has wasted a level -1 long boost in Inteligencja (current: 4; target: 3).
[22:24:16	]Richard Evans has gained a 'Pusta butelka po piwie' #7800.
[22:24:16	]PFC Sawa Ilyin ran 'take' on item 'Piwo' (#7773)
[22:24:16	]PFC Sawa Ilyin has gained a 'Piwo' #7773.
[22:24:17	]Richard Evans ran 'Consume' on item 'Piwo' (#7734)
[22:24:17	]Richard Evans extended their level 2 long boost in Siła.
[22:24:17	]Richard Evans has wasted a level -1 long boost in Inteligencja (current: 4; target: 3).
[22:24:17	]Richard Evans has gained a 'Pusta butelka po piwie' #7801.
[22:24:17	]PFC Bernard Jarvi ran 'take' on item 'Pusta butelka po piwie' (#7785)
[22:24:17	]PFC Bernard Jarvi has gained a 'Pusta butelka po piwie' #7785.
[22:24:17	]PFC Sawa Ilyin ran 'take' on item 'Piwo' (#7779)
[22:24:17	]PFC Sawa Ilyin has gained a 'Piwo' #7779.
[22:24:18	]Richard Evans ran 'Consume' on item 'Piwo' (#7733)
[22:24:18	]Richard Evans extended their level 2 long boost in Siła.
[22:24:18	]Richard Evans has wasted a level -1 long boost in Inteligencja (current: 4; target: 3).
[22:24:18	]Richard Evans has gained a 'Pusta butelka po piwie' #7802.
[22:24:18	]Mikhail Popow ran 'take' on item 'Pusta butelka po piwie' (#7723)
[22:24:18	]Mikhail Popow has gained a 'Pusta butelka po piwie' #7723.
[22:24:19	]PFC Sawa Ilyin ran 'take' on item 'Piwo' (#7768)
[22:24:19	]PFC Sawa Ilyin has gained a 'Piwo' #7768.
[22:24:19	]Richard Evans ran 'Consume' on item 'Piwo' (#7753)
[22:24:19	]Richard Evans extended their level 2 long boost in Siła.
[22:24:19	]Richard Evans has wasted a level -1 long boost in Inteligencja (current: 4; target: 3).
[22:24:19	]Richard Evans has gained a 'Pusta butelka po piwie' #7803.
[22:24:20	]PFC Sawa Ilyin ran 'take' on item 'Piwo' (#7766)
[22:24:20	]PFC Sawa Ilyin has gained a 'Piwo' #7766.
[22:24:20	]Richard Evans ran 'Consume' on item 'Piwo' (#7754)
[22:24:20	]Richard Evans extended their level 2 long boost in Siła.
[22:24:20	]Richard Evans has wasted a level -1 long boost in Inteligencja (current: 4; target: 3).
[22:24:20	]Mikhail Popow ran 'drop' on item 'Pusta butelka po piwie' (#7723)
[22:24:20	]Mikhail Popow has lost a 'Pusta butelka po piwie' #7723.
[22:24:20	]Richard Evans has gained a 'Pusta butelka po piwie' #7804.
[22:24:21	]PFC Sawa Ilyin ran 'take' on item 'Piwo' (#7775)
[22:24:21	]PFC Sawa Ilyin has gained a 'Piwo' #7775.
[22:24:21	]Richard Evans ran 'Consume' on item 'Piwo' (#7735)
[22:24:21	]Richard Evans extended their level 2 long boost in Siła.
[22:24:21	]Richard Evans has wasted a level -1 long boost in Inteligencja (current: 4; target: 3).
[22:24:21	][LOOC] Mirik Abudayev: pozytyw zrob mi kurwa ten
[22:24:21	]Richard Evans has gained a 'Pusta butelka po piwie' #7805.
[22:24:21	]PFC Bernard Jarvi ran 'drop' on item 'Pusta butelka po piwie' (#7785)
[22:24:21	]PFC Bernard Jarvi has lost a 'Pusta butelka po piwie' #7785.
[22:24:21	]Richard Evans ran 'Consume' on item 'Piwo' (#7736)
[22:24:21	]Richard Evans extended their level 2 long boost in Siła.
[22:24:21	]Richard Evans has wasted a level -1 long boost in Inteligencja (current: 4; target: 3).
[22:24:22	]Richard Evans has gained a 'Pusta butelka po piwie' #7806.
[22:24:22	]PFC Sawa Ilyin ran 'take' on item 'Piwo' (#7763)
[22:24:22	]PFC Sawa Ilyin has gained a 'Piwo' #7763.
[22:24:22	]S10/OWS.GHOST-78 used command '/Punch'.
[22:24:22	]Richard Evans ran 'Consume' on item 'Piwo' (#7738)
[22:24:22	]Richard Evans extended their level 2 long boost in Siła.
[22:24:22	]Richard Evans has wasted a level -1 long boost in Inteligencja (current: 4; target: 3).
[22:24:22	]Richard Evans has gained a 'Pusta butelka po piwie' #7807.
[22:24:22	]Seymour Wilson was just knocked out due to: uderzenie przez komendę punch zostało użyte przez S10/OWS.GHOST-78
[22:24:23	]PFC Sawa Ilyin ran 'take' on item 'Piwo' (#7770)
[22:24:23	]PFC Sawa Ilyin has gained a 'Piwo' #7770.
[22:24:23	]Richard Evans ran 'Consume' on item 'Piwo' (#7739)
[22:24:23	]Richard Evans extended their level 2 long boost in Siła.
[22:24:23	]Richard Evans has wasted a level -1 long boost in Inteligencja (current: 4; target: 3).
[22:24:23	]Richard Evans has gained a 'Pusta butelka po piwie' #7808.
[22:24:23	]Czeslaw used command '/LocalEvent Po chwili kamień rozsypał się w drobne kawałki.'.
[22:24:24	]PFC Sawa Ilyin ran 'take' on item 'Piwo' (#7777)
[22:24:24	]PFC Sawa Ilyin has gained a 'Piwo' #7777.
[22:24:24	]Richard Evans ran 'Consume' on item 'Piwo' (#7747)
[22:24:24	]Richard Evans extended their level 2 long boost in Siła.
[22:24:24	]Richard Evans has wasted a level -1 long boost in Inteligencja (current: 4; target: 3).
[22:24:24	]PFC Raban Vogt ran 'Consume' on item 'Kanapka' (#7688)
[22:24:24	]PFC Raban Vogt has wasted a level 3 long boost in Inteligencja (current: 3; target: 4).
[22:24:24	]Richard Evans has gained a 'Pusta butelka po piwie' #7809.
[22:24:25	]Richard Evans ran 'Consume' on item 'Piwo' (#7745)
[22:24:25	]Richard Evans extended their level 2 long boost in Siła.
[22:24:25	]Richard Evans has wasted a level -1 long boost in Inteligencja (current: 4; target: 3).
[22:24:25	]Richard Evans has gained a 'Pusta butelka po piwie' #7810.
[22:24:25	]PFC Raban Vogt ran 'Consume' on item 'Gulasz z Headcraba' (#7685)
[22:24:25	]PFC Raban Vogt has gained a level 3 long boost in Zręczność.
[22:24:26	]Richard Evans ran 'Consume' on item 'Piwo' (#7743)
[22:24:26	]Richard Evans extended their level 2 long boost in Siła.
[22:24:26	]Richard Evans has wasted a level -1 long boost in Inteligencja (current: 4; target: 3).
[22:24:26	]Richard Evans has gained a 'Pusta butelka po piwie' #7811.
[22:24:26	]Richard Evans ran 'Consume' on item 'Piwo' (#7741)
[22:24:26	]Richard Evans extended their level 2 long boost in Siła.
[22:24:26	]Richard Evans has wasted a level -1 long boost in Inteligencja (current: 4; target: 3).
[22:24:26	]Richard Evans has gained a 'Pusta butelka po piwie' #7812.
[22:24:27	]Richard Evans ran 'Consume' on item 'Piwo' (#7758)
[22:24:27	]Richard Evans extended their level 2 long boost in Siła.
[22:24:27	]Richard Evans has wasted a level -1 long boost in Inteligencja (current: 4; target: 3).
[22:24:27	]Richard Evans has gained a 'Pusta butelka po piwie' #7813.
[22:24:27	]PFC Bruno White used the 'Lodówka' vendor.
[22:24:28	]Richard Evans ran 'Consume' on item 'Piwo' (#7756)
[22:24:28	]Richard Evans extended their level 2 long boost in Siła.
[22:24:28	]Richard Evans has wasted a level -1 long boost in Inteligencja (current: 4; target: 3).
[22:24:28	]Richard Evans has gained a 'Pusta butelka po piwie' #7814.
[22:24:28	]PFC Sawa Ilyin ran 'take' on item 'Piwo' (#7761)
[22:24:28	]PFC Sawa Ilyin has gained a 'Piwo' #7761.
[22:24:29	]Richard Evans ran 'Consume' on item 'Piwo' (#7730)
[22:24:29	]Richard Evans extended their level 2 long boost in Siła.
[22:24:29	]Richard Evans has wasted a level -1 long boost in Inteligencja (current: 4; target: 3).
[22:24:29	]Richard Evans has gained a 'Pusta butelka po piwie' #7815.
[22:24:29	]PFC Bruno White has gained 0 zetony.
[22:24:29	]PFC Bruno White has gained a 'Gazowana woda Breen'a' #7816.
[22:24:29	]PFC Sawa Ilyin ran 'take' on item 'Piwo' (#7760)
[22:24:29	]PFC Sawa Ilyin has gained a 'Piwo' #7760.
[22:24:30	]Richard Evans ran 'Consume' on item 'Piwo' (#7732)
[22:24:30	]Richard Evans extended their level 2 long boost in Siła.
[22:24:30	]Richard Evans has wasted a level -1 long boost in Inteligencja (current: 4; target: 3).
[22:24:30	]Richard Evans has gained a 'Pusta butelka po piwie' #7817.
[22:24:30	]PFC Bruno White has gained 0 zetony.
[22:24:30	]PFC Bruno White has gained a 'Gazowana woda Breen'a' #7818.
[22:24:30	][ME] Cpl. Dimitri Samienko: zasiada przy stoliku
[22:24:30	]PFC Bruno White has gained 0 zetony.
[22:24:30	]PFC Bruno White has gained a 'Gazowana woda Breen'a' #7819.
[22:24:30	]Richard Evans ran 'Consume' on item 'Piwo' (#7728)
[22:24:30	]Richard Evans extended their level 2 long boost in Siła.
[22:24:30	]Richard Evans has wasted a level -1 long boost in Inteligencja (current: 4; target: 3).
[22:24:30	]Richard Evans has gained a 'Pusta butelka po piwie' #7820.
[22:24:31	]PFC Raban Vogt ran 'Consume' on item 'Piwo' (#7692)
[22:24:31	]PFC Raban Vogt has wasted a level 2 long boost in Siła (current: 2; target: 3).
[22:24:31	]PFC Raban Vogt has wasted a level -1 long boost in Inteligencja (current: 3; target: 4).
[22:24:31	]PFC Raban Vogt has gained a 'Pusta butelka po piwie' #7821.
[22:24:31	]PFC Bernard Jarvi used the 'Lodówka' vendor.
[22:24:31	]Richard Evans ran 'Consume' on item 'Piwo' (#7726)
[22:24:31	]Richard Evans extended their level 2 long boost in Siła.
[22:24:31	]Richard Evans has wasted a level -1 long boost in Inteligencja (current: 4; target: 3).
[22:24:31	]Richard Evans has gained a 'Pusta butelka po piwie' #7822.
[22:24:31	][IC] S10/OWS.GHOST-55: <:: ERP protocol. ::>
[22:24:32	]PFC Sawa Ilyin ran 'Consume' on item 'Chleb' (#7795)
[22:24:32	]PFC Sawa Ilyin has gained a level 3 long boost in Siła.
[22:24:33	]Richard Evans ran 'drop' on item 'Pusta butelka po piwie' (#7822)
[22:24:33	]Richard Evans has lost a 'Pusta butelka po piwie' #7822.
[22:24:33	]PFC Sawa Ilyin ran 'Consume' on item 'Chleb' (#7796)
[22:24:33	]PFC Sawa Ilyin has wasted a level 3 long boost in Siła (current: 0; target: 3).
[22:24:33	]Richard Evans ran 'drop' on item 'Pusta butelka po piwie' (#7820)
[22:24:33	]Richard Evans has lost a 'Pusta butelka po piwie' #7820.
[22:24:34	]Richard Evans ran 'drop' on item 'Pusta butelka po piwie' (#7817)
[22:24:34	]Richard Evans has lost a 'Pusta butelka po piwie' #7817.
[22:24:34	]PFC Bruno White has gained 0 zetony.
[22:24:34	]PFC Bruno White has gained a 'Kanapka' #7823.
[22:24:35	]Carlos Ortizz ran 'Consume' on item 'Gazowana woda Breen'a' (#7703)
[22:24:35	]PFC Bruno White has gained 0 zetony.
[22:24:35	]Carlos Ortizz has gained a 'Pusta puszka po wodzie Breen'a' #7824.
[22:24:35	]PFC Bruno White has gained a 'Kanapka' #7825.
[22:24:35	]Richard Evans ran 'drop' on item 'Pusta butelka po piwie' (#7798)
[22:24:35	]Richard Evans has lost a 'Pusta butelka po piwie' #7798.
[22:24:35	]PFC Sawa Ilyin ran 'take' on item 'Piwo' (#7771)
[22:24:35	]PFC Sawa Ilyin has gained a 'Piwo' #7771.
[22:24:35	]PFC Raban Vogt ran 'Consume' on item 'Piwo' (#7731)
[22:24:35	]PFC Raban Vogt has wasted a level 2 long boost in Siła (current: 2; target: 3).
[22:24:35	]PFC Raban Vogt has wasted a level -1 long boost in Inteligencja (current: 3; target: 4).
[22:24:35	]PFC Raban Vogt has gained a 'Pusta butelka po piwie' #7826.
[22:24:35	]PFC Bruno White has gained 0 zetony.
[22:24:35	]PFC Bruno White has gained a 'Kanapka' #7827.
[22:24:35	]PFC Bernard Jarvi has gained 0 zetony.
[22:24:36	]Mikhail Popow used command '/ExitAct'.
[22:24:36	]Richard Evans ran 'drop' on item 'Pusta butelka po piwie' (#7799)
[22:24:36	]Richard Evans has lost a 'Pusta butelka po piwie' #7799.
[22:24:36	]PFC Bernard Jarvi has gained a 'Kanapka' #7828.
[22:24:36	]Carlos Ortizz ran 'Consume' on item 'Chleb' (#7707)
[22:24:36	]Carlos Ortizz has gained a level 3 long boost in Siła.
[22:24:36	]Richard Evans ran 'drop' on item 'Pusta butelka po piwie' (#7800)
[22:24:36	]Richard Evans has lost a 'Pusta butelka po piwie' #7800.
[22:24:36	]PFC Sawa Ilyin ran 'take' on item 'Piwo' (#7765)
[22:24:36	]PFC Sawa Ilyin has gained a 'Piwo' #7765.
[22:24:37	]PFC Bernard Jarvi has gained 0 zetony.
[22:24:37	]PFC Bernard Jarvi has gained a 'Kanapka' #7829.
[22:24:37	]Carlos Ortizz ran 'Consume' on item 'Gulasz z Headcraba' (#7701)
[22:24:37	]Carlos Ortizz has gained a level 3 long boost in Zręczność.
[22:24:37	]Richard Evans ran 'drop' on item 'Pusta butelka po piwie' (#7801)
[22:24:37	]Richard Evans has lost a 'Pusta butelka po piwie' #7801.
[22:24:37	]PFC Bruno White has gained 0 zetony.
[22:24:37	]PFC Bruno White has gained a 'Chleb' #7830.
[22:24:37	]PFC Raban Vogt ran 'Consume' on item 'Piwo' (#7725)
[22:24:37	]PFC Raban Vogt has wasted a level 2 long boost in Siła (current: 2; target: 3).
[22:24:37	]PFC Raban Vogt has wasted a level -1 long boost in Inteligencja (current: 3; target: 4).
[22:24:37	]PFC Bruno White has gained 0 zetony.
[22:24:37	]PFC Raban Vogt has gained a 'Pusta butelka po piwie' #7831.
[22:24:37	]PFC Bruno White has gained a 'Chleb' #7832.
[22:24:37	]PFC Sawa Ilyin ran 'take' on item 'Piwo' (#7776)
[22:24:37	]PFC Sawa Ilyin has gained a 'Piwo' #7776.
[22:24:37	]Richard Evans ran 'drop' on item 'Pusta butelka po piwie' (#7803)
[22:24:37	]Richard Evans has lost a 'Pusta butelka po piwie' #7803.
[22:24:37	]PFC Bruno White has gained 0 zetony.
[22:24:37	]PFC Bruno White has gained a 'Chleb' #7833.
[22:24:38	]Carlos Ortizz ran 'Consume' on item 'Piwo' (#7710)
[22:24:38	]Carlos Ortizz has wasted a level 2 long boost in Siła (current: 2; target: 3).
[22:24:38	]Carlos Ortizz has wasted a level -1 long boost in Inteligencja (current: 1; target: 4).
[22:24:39	]Carlos Ortizz has gained a 'Pusta butelka po piwie' #7834.
[22:24:39	]Richard Evans ran 'drop' on item 'Pusta butelka po piwie' (#7802)
[22:24:39	]Richard Evans has lost a 'Pusta butelka po piwie' #7802.
[22:24:39	]PFC Bernard Jarvi has gained 0 zetony.
[22:24:39	]PFC Bernard Jarvi has gained a 'Gulasz z Headcraba' #7835.
[22:24:39	]Mirik Abudayev ran 'Consume' on item 'Piwo' (#7684)
[22:24:39	]Mirik Abudayev has updated their Siła long boost target to 2 (current : 3).
[22:24:39	]Mirik Abudayev has wasted a level -1 long boost in Inteligencja (current: 1; target: 5).
[22:24:39	]Mirik Abudayev has gained a 'Pusta butelka po piwie' #7836.
[22:24:39	]Carlos Ortizz ran 'Consume' on item 'Piwo' (#7712)
[22:24:39	]Carlos Ortizz has wasted a level 2 long boost in Siła (current: 2; target: 3).
[22:24:39	]Carlos Ortizz has wasted a level -1 long boost in Inteligencja (current: 1; target: 4).
[22:24:39	]Carlos Ortizz has gained a 'Pusta butelka po piwie' #7837.
[22:24:40	]Richard Evans ran 'drop' on item 'Pusta butelka po piwie' (#7804)
[22:24:40	]Richard Evans has lost a 'Pusta butelka po piwie' #7804.
[22:24:40	]Carlos Ortizz ran 'Consume' on item 'Piwo' (#7704)
[22:24:40	]Carlos Ortizz has wasted a level 2 long boost in Siła (current: 2; target: 3).
[22:24:40	]Carlos Ortizz has wasted a level -1 long boost in Inteligencja (current: 1; target: 4).
[22:24:40	]Carlos Ortizz has gained a 'Pusta butelka po piwie' #7838.
[22:24:40	]Richard Evans ran 'drop' on item 'Pusta butelka po piwie' (#7805)
[22:24:40	]Richard Evans has lost a 'Pusta butelka po piwie' #7805.
[22:24:40	]PFC Bernard Jarvi has gained 0 zetony.
[22:24:40	]PFC Bernard Jarvi has gained a 'Chleb' #7839.
[22:24:41	]Mirik Abudayev ran 'drop' on item 'Pusta butelka po piwie' (#7836)
[22:24:41	]Mirik Abudayev has lost a 'Pusta butelka po piwie' #7836.
[22:24:41	]Richard Evans ran 'drop' on item 'Pusta butelka po piwie' (#7806)
[22:24:41	]Richard Evans has lost a 'Pusta butelka po piwie' #7806.
[22:24:42	]PFC Bruno White ran 'Consume' on item 'Chleb' (#7833)
[22:24:42	]PFC Bruno White has gained a level 3 long boost in Siła.
[22:24:42	]Richard Evans ran 'drop' on item 'Pusta butelka po piwie' (#7807)
[22:24:42	]Richard Evans has lost a 'Pusta butelka po piwie' #7807.
[22:24:42	]Mirik Abudayev ran 'Consume' on item 'Kanapka' (#7696)
[22:24:42	]Mirik Abudayev has wasted a level 3 long boost in Inteligencja (current: 1; target: 5).
[22:24:42	]PFC Bruno White ran 'Consume' on item 'Chleb' (#7832)
[22:24:42	]PFC Bruno White has wasted a level 3 long boost in Siła (current: 2; target: 3).
[22:24:43	]Richard Evans ran 'drop' on item 'Pusta butelka po piwie' (#7808)
[22:24:43	]Richard Evans has lost a 'Pusta butelka po piwie' #7808.
[22:24:43	]Richard Evans ran 'drop' on item 'Pusta butelka po piwie' (#7809)
[22:24:43	]Richard Evans has lost a 'Pusta butelka po piwie' #7809.
[22:24:44	]PFC Bernard Jarvi ran 'Consume' on item 'Chleb' (#7839)
[22:24:44	]PFC Bernard Jarvi has gained a level 3 long boost in Siła.
[22:24:44	]PFC Raban Vogt ran 'take' on item 'Pusta puszka po wodzie Breen'a' (#7757)
[22:24:44	]PFC Raban Vogt has gained a 'Pusta puszka po wodzie Breen'a' #7757.
[22:24:44	]Richard Evans ran 'drop' on item 'Pusta butelka po piwie' (#7810)
[22:24:44	]Richard Evans has lost a 'Pusta butelka po piwie' #7810.
[22:24:44	]Cpl. Dimitri Samienko used command '/ActSit'.
[22:24:44	]Carlos Ortizz ran 'Consume' on item 'Kanapka' (#7705)
[22:24:44	]Carlos Ortizz has wasted a level 3 long boost in Inteligencja (current: 1; target: 4).
[22:24:45	]Richard Evans ran 'drop' on item 'Pusta butelka po piwie' (#7811)
[22:24:45	]Richard Evans has lost a 'Pusta butelka po piwie' #7811.
[22:24:45	]PFC Bernard Jarvi ran 'Consume' on item 'Gulasz z Headcraba' (#7835)
[22:24:45	]PFC Bernard Jarvi has gained a level 3 long boost in Zręczność.
[22:24:46	]Richard Evans ran 'drop' on item 'Pusta butelka po piwie' (#7812)
[22:24:46	]Richard Evans has lost a 'Pusta butelka po piwie' #7812.
[22:24:46	]Richard Evans ran 'drop' on item 'Pusta butelka po piwie' (#7813)
[22:24:46	]Richard Evans has lost a 'Pusta butelka po piwie' #7813.
[22:24:47	]PFC Bernard Jarvi ran 'Consume' on item 'Kanapka' (#7829)
[22:24:47	]PFC Bernard Jarvi has updated their Inteligencja long boost target to 3 (current : 4).
[22:24:47	]Richard Evans ran 'drop' on item 'Pusta butelka po piwie' (#7814)
[22:24:47	]Richard Evans has lost a 'Pusta butelka po piwie' #7814.
[22:24:48	]Richard Evans ran 'drop' on item 'Pusta butelka po piwie' (#7815)
[22:24:48	]Richard Evans has lost a 'Pusta butelka po piwie' #7815.
[22:24:48	]PFC Bernard Jarvi ran 'Consume' on item 'Kanapka' (#7828)
[22:24:48	]PFC Bernard Jarvi has updated their Inteligencja long boost target to 3 (current : 4).
[22:24:48	]Mikhail Popow used command '/ActSit 1'.
[22:24:49	]Carlos Ortizz ran 'drop' on item 'Pusta butelka po piwie' (#7834)
[22:24:49	]Carlos Ortizz has lost a 'Pusta butelka po piwie' #7834.
[22:24:50	]Carlos Ortizz ran 'drop' on item 'Pusta butelka po piwie' (#7838)
[22:24:50	]Carlos Ortizz has lost a 'Pusta butelka po piwie' #7838.
[22:24:51	]Carlos Ortizz ran 'drop' on item 'Pusta butelka po piwie' (#7837)
[22:24:51	]Carlos Ortizz has lost a 'Pusta butelka po piwie' #7837.
[22:24:51	][ME] PFC Sawa Ilyin: podchodzi do stołu i zasiada przy nim
[22:24:52	]Carlos Ortizz ran 'drop' on item 'Pusta puszka po wodzie Breen'a' (#7824)
[22:24:52	]Carlos Ortizz has lost a 'Pusta puszka po wodzie Breen'a' #7824.
[22:24:52	]Mikhail Popow used command '/ExitAct'.
[22:24:54	]Mikhail Popow used command '/ActSit 1'.
[22:24:56	]Seymour Wilson was knocked unconscious and is bleeding out.
[22:24:57	][RUS] Cpl. Dimitri Samienko: ale dojebali dzisiaj
[22:24:57	]PFC Sawa Ilyin used command '/ActSit'.
[22:24:58	]Seymour Wilson was killed while bleeding out.
[22:24:58	]ix_forcefield has killed Seymour Wilson with ix_forcefield.
[22:25:02	]S10/OWS.GHOST-78 has used a context menu option with the name: rb655_dissolve
[22:25:02	]Lin (STEAM_0:0:49825902) has disconnected.
[22:25:05	][LOOC] Cpl. Dimitri Samienko: amerykańcom awanse dali, a mi chuja
[22:25:06	][IC] Mikhail Popow: Dmitri.
[22:25:08	][RUS] PFC Sawa Ilyin: Chłopaki, skąd tyle piwa w lodówce?
[22:25:13	]S10/OWS.GHOST-78 entered observer.
[22:25:13	]S10/OWS.GHOST-55 entered observer.
[22:25:17	][IC] Mikhail Popow: Ty nie masz czym się martwić.
[22:25:17	]Richard Evans used the 'Lodówka' vendor.
[22:25:18	][RUS] Mirik Abudayev: magiczna lodowka ide po wiecej
[22:25:18	]Mirik Abudayev used command '/ExitAct'.
[22:25:19	]PFC Bernard Jarvi ran 'Use' on item 'Stół warsztatowy' (#6896)
[22:25:20	][IT] Czeslaw: Po chwili kopania kamień rozłupał się w drobny mak.
[22:25:20	]Richard Evans has gained 0 zetony.
[22:25:20	]Richard Evans has gained a 'Piwo' #7840.
[22:25:21	]Richard Evans has gained 0 zetony.
[22:25:21	]Richard Evans has gained a 'Piwo' #7841.
[22:25:21	][RUS] Cpl. Dimitri Samienko: magia!
[22:25:21	]Richard Evans has gained 0 zetony.
[22:25:21	]Richard Evans has gained a 'Piwo' #7842.
[22:25:22	]Richard Evans has gained 0 zetony.
[22:25:22	]Richard Evans has gained a 'Piwo' #7843.
[22:25:22	]Czeslaw has used a context menu option with the name: remove
[22:25:22	]Richard Evans has gained 0 zetony.
[22:25:22	]Mirik Abudayev used the 'Lodówka' vendor.
[22:25:22	]Richard Evans has gained a 'Piwo' #7844.
[22:25:23	]Richard Evans has gained 0 zetony.
[22:25:23	]Richard Evans has gained a 'Piwo' #7845.
[22:25:23	]Richard Evans has gained 0 zetony.
[22:25:23	]Richard Evans has gained a 'Piwo' #7846.
[22:25:25	]Richard Evans has gained 0 zetony.
[22:25:25	]Richard Evans has gained a 'Piwo' #7847.
[22:25:25	]Mirik Abudayev has gained 0 zetony.
[22:25:25	]Brig. Richard Levittoux ran 'take' on item 'Pusta butelka po piwie' (#7808)
[22:25:25	]Brig. Richard Levittoux has gained a 'Pusta butelka po piwie' #7808.
[22:25:25	]Mirik Abudayev has gained a 'Piwo' #7848.
[22:25:25	]Richard Evans has gained 0 zetony.
[22:25:25	]PFC Sawa Ilyin ran 'Consume' on item 'Piwo' (#7765)
[22:25:25	]PFC Sawa Ilyin has wasted a level 2 long boost in Siła (current: 0; target: 3).
[22:25:25	]PFC Sawa Ilyin has updated their Inteligencja long boost target to -1 (current : 0).
[22:25:25	]Richard Evans has gained a 'Piwo' #7849.
[22:25:25	]PFC Sawa Ilyin has gained a 'Pusta butelka po piwie' #7850.
[22:25:25	][IC] Mikhail Popow: Tobie nie zajebali racji...
[22:25:25	]Mirik Abudayev has gained 0 zetony.
[22:25:25	]PFC Bruno White ran 'drop' on item 'Wódka 'Sunshine'' (#7340)
[22:25:25	]PFC Bruno White has lost a 'Wódka 'Sunshine'' #7340.
[22:25:26	]Mirik Abudayev has gained a 'Piwo' #7851.
[22:25:26	]Richard Evans has gained 0 zetony.
[22:25:26	]Richard Evans has gained a 'Piwo' #7852.
[22:25:26	]Richard Evans has gained 0 zetony.
[22:25:26	]Mirik Abudayev has gained 0 zetony.
[22:25:26	]Richard Evans has gained a 'Piwo' #7853.
[22:25:26	]Mirik Abudayev has gained a 'Piwo' #7854.
[22:25:27	]Richard Evans has gained 0 zetony.
[22:25:27	]Richard Evans has gained a 'Piwo' #7855.
[22:25:27	]Mirik Abudayev has gained 0 zetony.
[22:25:27	]Mirik Abudayev has gained a 'Piwo' #7856.
[22:25:27	]Richard Evans has gained 0 zetony.
[22:25:27	]Richard Evans has gained a 'Piwo' #7857.
[22:25:27	]PFC Bernard Jarvi has performed the 'Wytwórz Rozłóż puszkę wody Breena' action, gaining 20 experience in crafting.
[22:25:27	]PFC Bernard Jarvi has gained a 'Plastik' #7858.
[22:25:27	]Mirik Abudayev has gained 0 zetony.
[22:25:27	]Mirik Abudayev has gained a 'Piwo' #7859.
[22:25:28	]Richard Evans has gained 0 zetony.
[22:25:28	]Richard Evans has gained a 'Piwo' #7860.
[22:25:28	]PFC Bruno White ran 'take' on item 'Wódka 'Sunshine'' (#7340)
[22:25:28	]PFC Bruno White has gained a 'Wódka 'Sunshine'' #7340.
[22:25:28	]Mirik Abudayev has gained 0 zetony.
[22:25:28	]Mirik Abudayev has gained a 'Piwo' #7861.
[22:25:28	]Richard Evans has gained 0 zetony.
[22:25:28	]Richard Evans has gained a 'Piwo' #7862.
[22:25:29	]Mirik Abudayev has gained 0 zetony.
[22:25:29	]Mirik Abudayev has gained a 'Piwo' #7863.
[22:25:29	]Richard Evans has gained 0 zetony.
[22:25:29	]Richard Evans has gained a 'Piwo' #7864.
[22:25:29	]Mirik Abudayev has gained 0 zetony.
[22:25:29	]Mirik Abudayev has gained a 'Piwo' #7865.
[22:25:29	]Richard Evans has gained 0 zetony.
[22:25:29	]Richard Evans has gained a 'Piwo' #7866.
[22:25:30	]Mirik Abudayev has gained 0 zetony.
[22:25:30	]Richard Evans has gained 0 zetony.
[22:25:30	]Mirik Abudayev has gained a 'Piwo' #7867.
[22:25:30	]Richard Evans has gained a 'Piwo' #7868.
[22:25:30	]Mirik Abudayev has gained 0 zetony.
[22:25:30	]Mirik Abudayev has gained a 'Piwo' #7869.
[22:25:30	]Richard Evans has gained 0 zetony.
[22:25:30	]Richard Evans has gained a 'Piwo' #7870.
[22:25:30	]Mirik Abudayev has gained 0 zetony.
[22:25:31	]Mirik Abudayev has gained a 'Piwo' #7871.
[22:25:31	]PFC Bernard Jarvi has performed the 'Wytwórz Rozłóż puszkę wody Breena' action, gaining 20 experience in crafting.
[22:25:31	]Richard Evans has gained 0 zetony.
[22:25:31	]Richard Evans has gained a 'Piwo' #7872.
[22:25:31	][RUS] PFC Sawa Ilyin: Nie to że narzekam!
[22:25:31	][IC] Mikhail Popow: Za nic.
[22:25:31	]PFC Bruno White ran 'drop' on item 'Wódka 'Sunshine'' (#7340)
[22:25:31	]PFC Bruno White has lost a 'Wódka 'Sunshine'' #7340.
[22:25:31	]Richard Evans has gained 0 zetony.
[22:25:31	]Richard Evans has gained a 'Piwo' #7873.
[22:25:32	]Richard Evans has gained 0 zetony.
[22:25:32	]Richard Evans has gained a 'Piwo' #7874.
[22:25:32	]Richard Evans has gained 0 zetony.
[22:25:33	]Richard Evans has gained 0 zetony.
[22:25:33	]Brig. Richard Levittoux used the 'Lodówka' vendor.
[22:25:33	]PFC Bernard Jarvi has performed the 'Wytwórz Rozłóż puszkę wody Breena' action, gaining 20 experience in crafting.
[22:25:35	]Brig. Richard Levittoux has gained 0 zetony.
[22:25:35	]Brig. Richard Levittoux has gained a 'Piwo' #7877.
[22:25:36	]Brig. Richard Levittoux has gained 0 zetony.
[22:25:36	]Brig. Richard Levittoux has gained a 'Piwo' #7878.
