[16:53:08	]Coloss s'est connecté.
[23:36:46	][DEBUG-WEPBAL] Chance: 0.720; Roll: 0.321; Result: CRIT;
[23:36:46	]Capitaine Alexandre Lambert a critically hit ?????! infligeant 16 dégats (Chance de crit : 0.72).
[23:36:46	]?????! a subi 16 dégâts de Capitaine Alexandre Lambert.
[23:36:46	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.20; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:46	][DEBUG-WEPBAL] Chance: 0.720; Roll: 0.905; Result: HIT;
[23:36:46	]Capitaine Alexandre Lambert a hit ?????! infligeant 12 dégats (Chance de crit : 0.72).
[23:36:46	]?????! a subi 12 dégâts de Capitaine Alexandre Lambert.
[23:36:46	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.20; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:46	][DEBUG-WEPBAL] Chance: 0.720; Roll: 0.638; Result: CRIT;
[23:36:46	]Capitaine Alexandre Lambert a critically hit ?????! infligeant 16 dégats (Chance de crit : 0.72).
[23:36:46	]?????! a subi 16 dégâts de Capitaine Alexandre Lambert.
[23:36:46	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.20; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:46	]Capitaine Alexandre Lambert has gained level 39 in the Armes skill.
[23:36:46	][DEBUG-WEPBAL] Chance: 0.720; Roll: 0.347; Result: CRIT;
[23:36:46	]Capitaine Alexandre Lambert a critically hit ?????! infligeant 16 dégats (Chance de crit : 0.72).
[23:36:46	]?????! a subi 16 dégâts de Capitaine Alexandre Lambert.
[23:36:46	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.20; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:46	][DEBUG-WEPBAL] Chance: 0.720; Roll: 0.408; Result: CRIT;
[23:36:46	]Capitaine Alexandre Lambert a critically hit ?????! infligeant 16 dégats (Chance de crit : 0.72).
[23:36:46	]?????! a subi 16 dégâts de Capitaine Alexandre Lambert.
[23:36:46	]C13:i2.UNION-287 a gagné un '8rnd Shotgun Magazine' #201612.
[23:36:46	]C13:i2.UNION-287 a perdu un '8rnd Shotgun Magazine' #201611.
[23:36:46	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 0.81; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:46	][DEBUG-WEPBAL] Chance: 0.489; Roll: 0.398; Result: CRIT;
[23:36:46	]Commandant Adolphe Renault a critically hit ?????! infligeant 16 dégats (Chance de crit : 0.49).
[23:36:46	]?????! a subi 16 dégâts de Commandant Adolphe Renault.
[23:36:46	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 0.81; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:46	][DEBUG-WEPBAL] Chance: 0.489; Roll: 0.708; Result: HIT;
[23:36:46	]Commandant Adolphe Renault a hit ?????! infligeant 12 dégats (Chance de crit : 0.49).
[23:36:46	]?????! a subi 12 dégâts de Commandant Adolphe Renault.
[23:36:46	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 0.81; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:46	][DEBUG-WEPBAL] Chance: 0.489; Roll: 0.199; Result: CRIT;
[23:36:46	]Commandant Adolphe Renault a critically hit ?????! infligeant 16 dégats (Chance de crit : 0.49).
[23:36:46	]?????! a subi 16 dégâts de Commandant Adolphe Renault.
[23:36:46	]Carmine Durandal a ouvert le stockage 'Armoire à dossiers moyenne' #10682.
[23:36:46	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.20; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:46	][DEBUG-WEPBAL] Chance: 0.720; Roll: 0.618; Result: CRIT;
[23:36:46	]Capitaine Alexandre Lambert a critically hit ?????! infligeant 16 dégats (Chance de crit : 0.72).
[23:36:46	]?????! a subi 16 dégâts de Capitaine Alexandre Lambert.
[23:36:46	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.20; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:46	][DEBUG-WEPBAL] Chance: 0.720; Roll: 0.077; Result: CRIT;
[23:36:46	]Capitaine Alexandre Lambert a critically hit ?????! infligeant 16 dégats (Chance de crit : 0.72).
[23:36:46	]?????! a subi 16 dégâts de Capitaine Alexandre Lambert.
[23:36:46	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.20; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:46	]Capitaine Alexandre Lambert has gained level 40 in the Armes skill.
[23:36:46	][DEBUG-WEPBAL] Chance: 0.720; Roll: 0.383; Result: CRIT;
[23:36:46	]Capitaine Alexandre Lambert a critically hit ?????! infligeant 16 dégats (Chance de crit : 0.72).
[23:36:46	]?????! a subi 16 dégâts de Capitaine Alexandre Lambert.
[23:36:46	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.20; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:46	][DEBUG-WEPBAL] Chance: 0.720; Roll: 0.981; Result: HIT;
[23:36:46	]Capitaine Alexandre Lambert a hit ?????! infligeant 12 dégats (Chance de crit : 0.72).
[23:36:46	]?????! a subi 12 dégâts de Capitaine Alexandre Lambert.
[23:36:46	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.10; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:46	][DEBUG-WEPBAL] Chance: 0.660; Roll: 0.845; Result: HIT;
[23:36:46	]C13:i2.HERO-26 a hit ?????! infligeant 9 dégats (Chance de crit : 0.66).
[23:36:46	]?????! a subi 9 dégâts de C13:i2.HERO-26.
[23:36:46	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.10; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:46	][DEBUG-WEPBAL] Chance: 0.660; Roll: 0.690; Result: HIT;
[23:36:46	]C13:i2.HERO-26 a hit ?????! infligeant 9 dégats (Chance de crit : 0.66).
[23:36:46	]?????! a subi 9 dégâts de C13:i2.HERO-26.
[23:36:46	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.10; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:46	][DEBUG-WEPBAL] Chance: 0.660; Roll: 0.589; Result: CRIT;
[23:36:46	]C13:i2.HERO-26 a critically hit ?????! infligeant 12 dégats (Chance de crit : 0.66).
[23:36:46	]?????! a subi 12 dégâts de C13:i2.HERO-26.
[23:36:46	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.10; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:46	][DEBUG-WEPBAL] Chance: 0.660; Roll: 0.505; Result: CRIT;
[23:36:46	]C13:i2.HERO-26 a critically hit ?????! infligeant 12 dégats (Chance de crit : 0.66).
[23:36:46	]?????! a subi 12 dégâts de C13:i2.HERO-26.
[23:36:46	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.20; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:46	][DEBUG-WEPBAL] Chance: 0.720; Roll: 0.262; Result: CRIT;
[23:36:46	]Capitaine Alexandre Lambert a critically hit ?????! infligeant 16 dégats (Chance de crit : 0.72).
[23:36:46	]?????! a subi 16 dégâts de Capitaine Alexandre Lambert.
[23:36:46	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.20; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:46	][DEBUG-WEPBAL] Chance: 0.720; Roll: 0.130; Result: CRIT;
[23:36:46	]Capitaine Alexandre Lambert a critically hit ?????! infligeant 16 dégats (Chance de crit : 0.72).
[23:36:46	]?????! a subi 16 dégâts de Capitaine Alexandre Lambert.
[23:36:46	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 0.81; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:46	][DEBUG-WEPBAL] Chance: 0.489; Roll: 0.849; Result: HIT;
[23:36:46	]Commandant Adolphe Renault a hit ?????! infligeant 12 dégats (Chance de crit : 0.49).
[23:36:46	]?????! a subi 12 dégâts de Commandant Adolphe Renault.
[23:36:46	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 0.81; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:46	][DEBUG-WEPBAL] Chance: 0.489; Roll: 0.704; Result: HIT;
[23:36:46	]Commandant Adolphe Renault a hit ?????! infligeant 12 dégats (Chance de crit : 0.49).
[23:36:46	]?????! a subi 12 dégâts de Commandant Adolphe Renault.
[23:36:46	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.10; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:46	][DEBUG-WEPBAL] Chance: 0.660; Roll: 0.035; Result: CRIT;
[23:36:46	]C13:i2.HERO-26 a critically hit ?????! infligeant 12 dégats (Chance de crit : 0.66).
[23:36:46	]?????! a subi 12 dégâts de C13:i2.HERO-26.
[23:36:46	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.10; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:46	][DEBUG-WEPBAL] Chance: 0.660; Roll: 0.680; Result: HIT;
[23:36:46	]C13:i2.HERO-26 a hit ?????! infligeant 9 dégats (Chance de crit : 0.66).
[23:36:46	]?????! a subi 9 dégâts de C13:i2.HERO-26.
[23:36:46	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.20; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:46	][DEBUG-WEPBAL] Chance: 0.720; Roll: 0.208; Result: CRIT;
[23:36:46	]Capitaine Alexandre Lambert a critically hit ?????! infligeant 16 dégats (Chance de crit : 0.72).
[23:36:46	]?????! a subi 16 dégâts de Capitaine Alexandre Lambert.
[23:36:46	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.20; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:46	][DEBUG-WEPBAL] Chance: 0.720; Roll: 0.656; Result: CRIT;
[23:36:46	]Capitaine Alexandre Lambert a critically hit ?????! infligeant 16 dégats (Chance de crit : 0.72).
[23:36:46	]?????! a subi 16 dégâts de Capitaine Alexandre Lambert.
[23:36:46	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.20; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:46	][DEBUG-WEPBAL] Chance: 0.720; Roll: 0.955; Result: HIT;
[23:36:46	]Capitaine Alexandre Lambert a hit ?????! infligeant 12 dégats (Chance de crit : 0.72).
[23:36:46	]?????! a subi 12 dégâts de Capitaine Alexandre Lambert.
[23:36:46	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.20; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:46	][DEBUG-WEPBAL] Chance: 0.720; Roll: 0.378; Result: CRIT;
[23:36:46	]Capitaine Alexandre Lambert a critically hit ?????! infligeant 16 dégats (Chance de crit : 0.72).
[23:36:46	]?????! a subi 16 dégâts de Capitaine Alexandre Lambert.
[23:36:46	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.20; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:46	][DEBUG-WEPBAL] Chance: 0.720; Roll: 0.094; Result: CRIT;
[23:36:46	]Capitaine Alexandre Lambert a critically hit ?????! infligeant 16 dégats (Chance de crit : 0.72).
[23:36:46	]?????! a subi 16 dégâts de Capitaine Alexandre Lambert.
[23:36:46	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.10; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:46	][DEBUG-WEPBAL] Chance: 0.660; Roll: 0.778; Result: HIT;
[23:36:46	]C13:i2.HERO-26 a hit ?????! infligeant 9 dégats (Chance de crit : 0.66).
[23:36:46	]?????! a subi 9 dégâts de C13:i2.HERO-26.
[23:36:46	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.10; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:46	][DEBUG-WEPBAL] Chance: 0.660; Roll: 0.334; Result: CRIT;
[23:36:46	]C13:i2.HERO-26 a critically hit ?????! infligeant 12 dégats (Chance de crit : 0.66).
[23:36:46	]?????! a subi 12 dégâts de C13:i2.HERO-26.
[23:36:46	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.10; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:46	][DEBUG-WEPBAL] Chance: 0.660; Roll: 0.635; Result: CRIT;
[23:36:46	]C13:i2.HERO-26 a critically hit ?????! infligeant 12 dégats (Chance de crit : 0.66).
[23:36:46	]?????! a subi 12 dégâts de C13:i2.HERO-26.
[23:36:46	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.10; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:46	][DEBUG-WEPBAL] Chance: 0.660; Roll: 0.969; Result: HIT;
[23:36:46	]C13:i2.HERO-26 a hit ?????! infligeant 9 dégats (Chance de crit : 0.66).
[23:36:46	]?????! a subi 9 dégâts de C13:i2.HERO-26.
[23:36:46	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.20; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:46	][DEBUG-WEPBAL] Chance: 0.720; Roll: 0.359; Result: CRIT;
[23:36:46	]Capitaine Alexandre Lambert a critically hit ?????! infligeant 16 dégats (Chance de crit : 0.72).
[23:36:46	]?????! a subi 16 dégâts de Capitaine Alexandre Lambert.
[23:36:46	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.20; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:46	]Capitaine Alexandre Lambert has gained level 41 in the Armes skill.
[23:36:46	][DEBUG-WEPBAL] Chance: 0.720; Roll: 0.412; Result: CRIT;
[23:36:46	]Capitaine Alexandre Lambert a critically hit ?????! infligeant 16 dégats (Chance de crit : 0.72).
[23:36:46	]?????! a subi 16 dégâts de Capitaine Alexandre Lambert.
[23:36:46	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.06; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:46	][DEBUG-WEPBAL] Chance: 0.633; Roll: 0.413; Result: CRIT;
[23:36:46	]C13:i3.XRAY-75 a critically hit ?????! infligeant 12 dégats (Chance de crit : 0.63).
[23:36:46	]?????! a subi 12 dégâts de C13:i3.XRAY-75.
[23:36:46	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.06; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:46	][DEBUG-WEPBAL] Chance: 0.633; Roll: 0.992; Result: HIT;
[23:36:46	]C13:i3.XRAY-75 a hit ?????! infligeant 9 dégats (Chance de crit : 0.63).
[23:36:46	]?????! a subi 9 dégâts de C13:i3.XRAY-75.
[23:36:46	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.20; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:46	][DEBUG-WEPBAL] Chance: 0.720; Roll: 0.116; Result: CRIT;
[23:36:46	]Capitaine Alexandre Lambert a critically hit ?????! infligeant 16 dégats (Chance de crit : 0.72).
[23:36:46	]?????! a subi 16 dégâts de Capitaine Alexandre Lambert.
[23:36:46	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.20; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:46	][DEBUG-WEPBAL] Chance: 0.720; Roll: 0.407; Result: CRIT;
[23:36:46	]Capitaine Alexandre Lambert a critically hit ?????! infligeant 16 dégats (Chance de crit : 0.72).
[23:36:46	]?????! a subi 16 dégâts de Capitaine Alexandre Lambert.
[23:36:46	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.20; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:46	][DEBUG-WEPBAL] Chance: 0.720; Roll: 0.694; Result: CRIT;
[23:36:46	]Capitaine Alexandre Lambert a critically hit ?????! infligeant 16 dégats (Chance de crit : 0.72).
[23:36:46	]?????! a subi 16 dégâts de Capitaine Alexandre Lambert.
[23:36:46	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.10; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:46	][DEBUG-WEPBAL] Chance: 0.660; Roll: 0.268; Result: CRIT;
[23:36:46	]C13:i2.HERO-26 a critically hit ?????! infligeant 12 dégats (Chance de crit : 0.66).
[23:36:46	]?????! a subi 12 dégâts de C13:i2.HERO-26.
[23:36:46	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.10; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:46	][DEBUG-WEPBAL] Chance: 0.660; Roll: 0.902; Result: HIT;
[23:36:46	]C13:i2.HERO-26 a hit ?????! infligeant 9 dégats (Chance de crit : 0.66).
[23:36:46	]?????! a subi 9 dégâts de C13:i2.HERO-26.
[23:36:46	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.20; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:46	][DEBUG-WEPBAL] Chance: 0.720; Roll: 0.278; Result: CRIT;
[23:36:46	]Capitaine Alexandre Lambert a critically hit ?????! infligeant 16 dégats (Chance de crit : 0.72).
[23:36:46	]?????! a subi 16 dégâts de Capitaine Alexandre Lambert.
[23:36:46	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.20; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:46	][DEBUG-WEPBAL] Chance: 0.720; Roll: 0.946; Result: HIT;
[23:36:46	]Capitaine Alexandre Lambert a hit ?????! infligeant 12 dégats (Chance de crit : 0.72).
[23:36:46	]?????! a subi 12 dégâts de Capitaine Alexandre Lambert.
[23:36:46	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.20; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:46	][DEBUG-WEPBAL] Chance: 0.720; Roll: 0.339; Result: CRIT;
[23:36:46	]Capitaine Alexandre Lambert a critically hit ?????! infligeant 16 dégats (Chance de crit : 0.72).
[23:36:46	]?????! a subi 16 dégâts de Capitaine Alexandre Lambert.
[23:36:46	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.06; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:46	][DEBUG-WEPBAL] Chance: 0.633; Roll: 0.624; Result: CRIT;
[23:36:46	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.10; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:46	][DEBUG-WEPBAL] Chance: 0.660; Roll: 0.475; Result: CRIT;
[23:36:46	]C13:i2.HERO-26 a critically hit ?????! infligeant 12 dégats (Chance de crit : 0.66).
[23:36:46	]?????! a subi 12 dégâts de C13:i2.HERO-26.
[23:36:46	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.10; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:46	][DEBUG-WEPBAL] Chance: 0.660; Roll: 0.768; Result: HIT;
[23:36:46	]C13:i2.HERO-26 a hit ?????! infligeant 9 dégats (Chance de crit : 0.66).
[23:36:46	]?????! a subi 9 dégâts de C13:i2.HERO-26.
[23:36:46	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.20; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:46	][DEBUG-WEPBAL] Chance: 0.720; Roll: 0.417; Result: CRIT;
[23:36:46	]Capitaine Alexandre Lambert a critically hit ?????! infligeant 16 dégats (Chance de crit : 0.72).
[23:36:46	]?????! a subi 16 dégâts de Capitaine Alexandre Lambert.
[23:36:46	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.20; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:46	][DEBUG-WEPBAL] Chance: 0.720; Roll: 0.865; Result: HIT;
[23:36:46	]Capitaine Alexandre Lambert a hit ?????! infligeant 12 dégats (Chance de crit : 0.72).
[23:36:46	]?????! a subi 12 dégâts de Capitaine Alexandre Lambert.
[23:36:46	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.20; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:46	][DEBUG-WEPBAL] Chance: 0.720; Roll: 0.189; Result: CRIT;
[23:36:46	]Capitaine Alexandre Lambert a critically hit ?????! infligeant 16 dégats (Chance de crit : 0.72).
[23:36:46	]?????! a subi 16 dégâts de Capitaine Alexandre Lambert.
[23:36:46	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.20; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:46	][DEBUG-WEPBAL] Chance: 0.720; Roll: 0.501; Result: CRIT;
[23:36:46	]Capitaine Alexandre Lambert a critically hit ?????! infligeant 16 dégats (Chance de crit : 0.72).
[23:36:46	]?????! a subi 16 dégâts de Capitaine Alexandre Lambert.
[23:36:46	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.20; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:46	]Capitaine Alexandre Lambert has gained level 42 in the Armes skill.
[23:36:46	][DEBUG-WEPBAL] Chance: 0.720; Roll: 0.077; Result: CRIT;
[23:36:46	]Capitaine Alexandre Lambert a critically hit ?????! infligeant 16 dégats (Chance de crit : 0.72).
[23:36:46	]?????! a subi 16 dégâts de Capitaine Alexandre Lambert.
[23:36:46	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.20; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:46	][DEBUG-WEPBAL] Chance: 0.720; Roll: 0.033; Result: CRIT;
[23:36:46	]Capitaine Alexandre Lambert a critically hit ?????! infligeant 16 dégats (Chance de crit : 0.72).
[23:36:46	]?????! a subi 16 dégâts de Capitaine Alexandre Lambert.
[23:36:46	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.20; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:46	][DEBUG-WEPBAL] Chance: 0.720; Roll: 0.089; Result: CRIT;
[23:36:46	]Capitaine Alexandre Lambert a critically hit ?????! infligeant 16 dégats (Chance de crit : 0.72).
[23:36:46	]?????! a subi 16 dégâts de Capitaine Alexandre Lambert.
[23:36:46	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.06; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:46	][DEBUG-WEPBAL] Chance: 0.633; Roll: 0.089; Result: CRIT;
[23:36:46	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.20; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:46	][DEBUG-WEPBAL] Chance: 0.720; Roll: 0.964; Result: HIT;
[23:36:46	]Capitaine Alexandre Lambert a hit ?????! infligeant 12 dégats (Chance de crit : 0.72).
[23:36:46	]?????! a subi 12 dégâts de Capitaine Alexandre Lambert.
[23:36:46	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.20; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:46	][DEBUG-WEPBAL] Chance: 0.720; Roll: 0.572; Result: CRIT;
[23:36:46	]Capitaine Alexandre Lambert a critically hit ?????! infligeant 16 dégats (Chance de crit : 0.72).
[23:36:46	]?????! a subi 16 dégâts de Capitaine Alexandre Lambert.
[23:36:46	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.20; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:46	][DEBUG-WEPBAL] Chance: 0.720; Roll: 0.979; Result: HIT;
[23:36:46	]Capitaine Alexandre Lambert a hit ?????! infligeant 12 dégats (Chance de crit : 0.72).
[23:36:46	]?????! a subi 12 dégâts de Capitaine Alexandre Lambert.
[23:36:46	][DEBUG-WEPBAL] baseCrit: 0.50; armorMod: 1.00; weaponSkillMod: 1.20; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:46	][DEBUG-WEPBAL] Chance: 0.720; Roll: 0.427; Result: CRIT;
[23:36:46	]Capitaine Alexandre Lambert a critically hit ?????! infligeant 16 dégats (Chance de crit : 0.72).
[23:36:46	]?????! a subi 16 dégâts de Capitaine Alexandre Lambert.
[23:36:46	]C13:i3.UNION-23 a exécuté 'combine' sur l'article 'Munitions de pistolet' (#137115)
[23:36:47	][DEBUG-WEPBAL] baseCrit: 0.10; armorMod: 1.00; weaponSkillMod: 1.10; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:47	][DEBUG-WEPBAL] Chance: 0.132; Roll: 0.634; Result: HIT;
[23:36:47	]C13:i2.HERO-26 a hit ?????! dans la head infligeant 15 dégats (Chance de crit : 0.13).
[23:36:47	]?????! a subi 15 dégâts de C13:i2.HERO-26.
[23:36:47	][DEBUG-WEPBAL] baseCrit: 0.10; armorMod: 1.00; weaponSkillMod: 1.10; rangeSkillMod: 1.20; effRangeMod: 1.00; dodgeMod: 1.00
[23:36:47	][DEBUG-WEPBAL] Chance: 0.132; Roll: 0.479; Result: HIT;
[23:36:47	]C13:i2.HERO-26 a hit ?????! dans la head infligeant 15 dégats (Chance de crit : 0.13).
