[08:31:15	]Neo-Wolffe has connected.
[22:01:24	]Hector Sanders their 'plaza deposu' stash no longer exists, location reset.
[22:01:25	][IC] HULUSİ KERİM: Efendım dukkan yenı oldugundan fiyatlar ucuk görülebılır ama.
[22:01:26	][IC] Michael Harrington: Tamam.
[22:01:26	][IC] Alfred Caston: Sivil koruma nedir.
[22:01:28	][IC] HULUSİ KERİM: Indirim ypaıyorum.
[22:01:28	][IC] William Wilson: Sivil terminale nakit atıyorum.
[22:01:29	]Hector Sanders is fully healed.
[22:01:30	][ME] C24:i3.KING-58: hafif soluk yeşil bereli adamın omzuna 1 kaç defa dokunuyor
[22:01:31	]William Wilson ran 'Open' on item 'Gerçek Loyalist Rasyonu' (#155465)
[22:01:31	]William Wilson has gained a 'Evrensel Birlik Çikolatası' #162960.
[22:01:31	]William Wilson has gained a 'Somon Biftek' #162961.
[22:01:31	]William Wilson has gained a 'Köpüklü Breen Suyu' #162962.
[22:01:31	]William Wilson has gained a '20 Kredi Kuponu' #162963.
[22:01:34	]nikita used command '/ExitAct'.
[22:01:37	][IC] William Wilson: Bekleyin hemen geliyorum.
[22:01:39	]Hector Sanders ran 'drop' on item 'Daire Anahtarı' (#144951)
[22:01:39	]Hector Sanders has lost a 'Daire Anahtarı' #144951.
[22:01:41	][IC] HULUSİ KERİM: Tamamdır.
[22:01:42	][IC] William Wilson: Sivil terminal var mı?
[22:01:42	]Hector Sanders has used a context menu option with the name: remove
[22:01:44	][IC] HULUSİ KERİM: Sagolun hoşgeldınız.
[22:01:46	][IC] C24:i5.(X)KING-19: <:: Sanırım bitkisel hayatta. ::>
[22:01:46	]Hector Sanders entered observer.
[22:01:46	][IC] Michael Harrington: Sivil koruma egosuna yenik düşen elinde garip bir alet olan ve onu götüne sokan ucubelerden oluşan bir topluluktur.
[22:01:47	]Hector Sanders claimed a report by Valeria Martin (Rosemary).
[22:01:48	]Hector Sanders ran SAM command 'goto' with arguments: '#10'
[22:01:49	][IC] C24:i5.(X)KING-19: <:: Sonra konuşun. ::>
[22:01:50	][IC] C24:i3.KING-58: <:: Gel gidelim. ::>
[22:01:51	][IC] Alfred Caston: YANLIŞ.
[22:01:53	]Connie Harbor ran 'stopsmoke' on item 'Sigara' (#162859)
[22:01:55	]Connie Harbor entered observer.
[22:01:55	][IC] HULUSİ KERİM: Sivil korumadan.
[22:01:56	]Connie Harbor claimed a report by Alfred Caston (Kaan).
[22:01:57	]Connie Harbor ran SAM command 'goto' with arguments: '#4'
[22:02:00	]William Wilson ran 'Use' on item '20 Kredi Kuponu' (#162963)
[22:02:00	]Hector Sanders used command '/PM valeria çünkü koskocaman bir lağımda bulunuyorsun'.
[22:02:00	][IC] HULUSİ KERİM: Temin edebilrisiniz.
[22:02:01	][IC] C24:i5.(X)KING-19: <:: Rasyon molası? ::>
[22:02:02	]William Wilson has used a coupon at a ration dispenser, gaining 20 credits.
[22:02:02	]Kemal Şengör used command '/ExitAct'.
[22:02:04	][IC] C24:i3.KING-58: <:: Hıhı. ::>
[22:02:04	][IC] HULUSİ KERİM: Sagolun.
[22:02:04	][IC] Alfred Caston: Ama seni bağışlıyacağı.
[22:02:08	]C24:i3.KING-58 used command '/Radio 10-6 rasyton molası'.
[22:02:09	]nikita used command '/ExitAct'.
[22:02:09	][IC] Alfred Caston: Bir daha burda o kol bandını giyme.
[22:02:10	]C24:i5.(X)KING-19 used command '/Radio 10-6'.
[22:02:11	][IC] Alfred Caston: Hoş karşılamam.
[22:02:18	]HULUSİ KERİM ran 'drop' on item 'Plastik Çöp' (#162950)
[22:02:18	]HULUSİ KERİM has lost a 'Plastik Çöp' #162950.
[22:02:25	][IC] Alfred Caston: Seni bir şekilde affedebilirim.
[22:02:26	]HULUSİ KERİM ran 'take' on item 'Asma Kilit' (#162910)
[22:02:26	]HULUSİ KERİM has gained a 'Asma Kilit' #162910.
[22:02:28	][IC] C24:i3.KING-58: <:: Uagh! ::>
[22:02:28	][Y] William Wilson: Benden 30 kredi alınacaktı!
[22:02:28	]Hector Sanders used command '/PM valeria bir yere çkememi ister misin'.
[22:02:31	][IC] Michael Harrington: Evet?
[22:02:33	][IC] Alfred Caston: Benim için bir iş yapacaksın.
[22:02:34	]Victorian created the character 'Ernest Foster'
[22:02:34	]Victorian loaded the character 'Ernest Foster'
[22:02:34	]Ernest Foster has gained a 'Açık Gri Kol Bandı' #162964.
[22:02:34	]Ernest Foster has gained a '#22984 Kimlik Kartı' #162965.
[22:02:34	]Ernest Foster has gained a 'Gözlükler' #162966.
[22:02:35	]Alfred Caston used command '/ToggleRaise'.
[22:02:36	][IC] HULUSİ KERİM: Geldımm.
[22:02:39	]Valeria Martin used command '/PM hector olur'.
[22:02:39	][ME] C24:i3.KING-58: en köşeye doğru geçerek yaslanır
[22:02:40	][IC] Michael Harrington: Nasıl bir iş?
[22:02:41	]Ernest Foster ran 'Equip' on item 'Açık Gri Kol Bandı' (#162964)
[22:02:41	]HULUSİ KERİM ran 'RequestCredits' on item 'POS Cihazı' (#162855)
[22:02:43	][IC] C24:i3.KING-58: <:: Pantolonumun. ::>
[22:02:46	]Connie Harbor used command '/FindItemById 141361'.
[22:02:46	]William Wilson (CID: 50715, item: 101573) has send 30 credits to HULUSİ KERİM (CID: 65693, item: 146951) via POS device for 'y'.
[22:02:46	][IC] C24:i3.KING-58: <:: Arka cebindekini. ::>
[22:02:47	][IC] C24:i3.KING-58: <:: Alsana. ::>
[22:02:49	][IC] William Wilson: Teşekürler.
[22:02:50	][IC] HULUSİ KERİM: Tamamdır tyeşekkürler.
[22:02:50	]Valeria Martin is fully healed.
[22:02:52	][IC] HULUSİ KERİM: Ned emek.
[22:02:52	][IC] C24:i3.KING-58: <:: Benim.. ::>
[22:02:53	][IC] C24:i3.KING-58: <:: Elim.. ::>
[22:02:56	]Connie Harbor used command '/PM alfred diğer mapte kalmış, dolaba koymuşsun'.
[22:02:56	][IC] C24:i5.(X)KING-19: <:: Ne var ya senin arka cebinde. ::>
[22:02:59	][Y] HULUSİ KERİM: Geene beklerız.
[22:03:01	]Hector Sanders ran SAM command 'bring' with arguments: 'valeria'
[22:03:01	]Alfred Caston used command '/PM STEAM_0:1:98500861 istersen logumdan bak envanterde t3 zırh felan vardı silinmiş bide hastaneye tedarikci lazım'.
[22:03:02	][ME] C24:i3.KING-58: elleri aşırı titremeye başladı ve rahat duramıyor
[22:03:07	]Alfred Caston used command '/PM connie hayır direk çantamdaydı'.
[22:03:08	]C24:i3.KING-58 has changed C24:i3.KING-58's bodygroups.
[22:03:09	][IC] C24:i5.(X)KING-19: <:: Yav ne oluyor. ::>
[22:03:11	]HULUSİ KERİM ran 'Lock' on item 'Asma Kilit' (#162910)
[22:03:12	][ME] C24:i3.KING-58: kollarını sıvıyor
[22:03:13	]Alfred Caston used command '/PM connie çok eminim'.
[22:03:15	]HULUSİ KERİM has set the password for 'Büyük Metal Dolap'.
[22:03:18	][IC] C24:i3.KING-58: <:: All. ::>
[22:03:19	][IC] C24:i3.KING-58: <:: Onuu. ::>
[22:03:20	][IC] C24:i3.KING-58: <:: Bas koluma. ::>
[22:03:21	][IC] C24:i5.(X)KING-19: <:: Dağılın bir şey yok. ::>
[22:03:22	][IC] C24:i3.KING-58: <:: Hızlı ol. ::>
[22:03:22	][IC] Michael Harrington: Nasıl bir iş?
[22:03:23	]Connie Harbor used command '/PM alfred [2024-04-25 21:17:16] Alfred Caston has transferred a 'Ağır Yeşil Kevlar Üniforma' #141361 to a container with the name 'Dosya Dolabı' #9695.'.
[22:03:25	]Hector Sanders has given himself a cwu_card.
[22:03:25	]Hector Sanders has gained a 'CWU Member Access Keycard' #162967.
[22:03:26	]William Wilson has acquired his ration, gaining 0 credits, 0 wages and a trueloyal_ration ration.
[22:03:26	][IC] Alfred Caston: Benim için bir şey fırlataacksın.
[22:03:27	][IC] C24:i5.(X)KING-19: <:: Dağıl. ::>
[22:03:30	]Hector Sanders ran 'Bind' on item 'CWU Member Access Keycard' (#162967)
[22:03:34	]Hector Sanders ran 'SetFaction' on item 'CWU Member Access Keycard' (#162967)
[22:03:34	]Alfred Caston used command '/PM connie o event kaçta gerçekleşti'.
[22:03:35	]Hector Sanders ran 'SetAccessLevel' on item 'CWU Member Access Keycard' (#162967)
[22:03:39	][IC] Michael Harrington: Ney mesela?
[22:03:39	][ME] C24:i5.(X)KING-19: Kişinin arka cebindeki şeyi alır.
[22:03:40	]William Wilson ran 'take' on item 'Gerçek Loyalist Rasyonu' (#162968)
[22:03:40	]William Wilson has gained a 'Gerçek Loyalist Rasyonu' #162968.
[22:03:40	]Connie Harbor used command '/PM alfred bu dün'.
[22:03:42	]Alfred Caston used command '/PM connie ben trene bindim çünkü onlarla'.
[22:03:44	][LOOC] C24:i5.(X)KING-19: şırınga?
[22:03:46	]Scientist has unloaded their "William Wilson" character.
[22:03:50	]HULUSİ KERİM used command '/ActCheck 1'.
[22:03:50	]Scientist loaded the character 'Koh'Lach'
[22:03:51	]HULUSİ KERİM used command '/ExitAct'.
[22:03:57	]Valeria Martin ran SAM command 'asay' with arguments: 'buqi çektiğin yerde tüm kapilar kitli'
[22:04:02	][ME] C24:i5.(X)KING-19: İnceleyip ne olduğunu sorgulamadan kişinin koluna batırır
[22:04:02	][LOOC] C24:i3.KING-58: yep
[22:04:04	][IC] Alfred Caston: Bomba.
[22:04:05	]HULUSİ KERİM used command '/ActStand'.
[22:04:08	]HULUSİ KERİM used command '/ExitAct'.
[22:04:08	][IC] C24:i3.KING-58: <:: Aaah... ::>
[22:04:08	][IC] Michael Harrington: Aman Tanrım!
[22:04:10	]nikita ran 'Consume' on item 'Simit' (#154034)
[22:04:10	]nikita has gained a level 2 long boost in Zeka.
[22:04:14	][IC] Michael Harrington: Tamam...
[22:04:15	][IC] Alfred Caston: Yapmassan ölürsün.
[22:04:16	][IC] HULUSİ KERİM: Ne yapıyolar.
[22:04:17	][ME] C24:i3.KING-58: yavaş yavaş düzelmeye başlıyor
[22:04:18	][IC] Alfred Caston: Gayet basit.
[22:04:21	][IC] Michael Harrington: Tamam..
[22:04:21	]Hector Sanders has given himself a hardhat_grey.
[22:04:21	]Hector Sanders has gained a 'Gri İnşaat Şapkası' #162969.
[22:04:22	][IC] C24:i5.(X)KING-19: <:: Ne oluyor yav? ::>
[22:04:23	][IC] Alfred Caston: O ses nerden geliyor.
[22:04:26	]Alfred Caston used command '/ToggleRaise'.
[22:04:27	][IC] Michael Harrington: Burdan.
[22:04:29	]Ernest Foster has acquired his ration, gaining 0 credits, 0 wages and a ration ration.
[22:04:30	][IC] HULUSİ KERİM: Ne yapıyolar acaba.
[22:04:32	][IC] Alfred Caston: O kapıyı zorlayan.
[22:04:33	][IC] Alfred Caston: Kimsin.
[22:04:36	]Hector Sanders exited observer at their location.
[22:04:37	][IC] C24:i5.(X)KING-19: <:: Yaktım çıranı senin.. ::>
[22:04:37	][IC] Michael Harrington: Bir kız var.
[22:04:38	][IC] C24:i3.KING-58: <:: Pantalonumun. ::>
[22:04:40	][IC] C24:i3.KING-58: <:: Arka cebine koy-. ::>
[22:04:41	]Alfred Caston used command '/ToggleRaise'.
[22:04:42	][IC] C24:i3.KING-58: <:: Ne? ::>
[22:04:43	]Connie Harbor used command '/FindItemById 141361'.
[22:04:46	][IC] Alfred Caston: Oo tanıdık geldi.
[22:04:48	]Hector Sanders ran 'smoke' on item 'Sigara' (#140073)
[22:04:49	][IC] C24:i5.(X)KING-19: <:: Konuşucaz senle. ::>
[22:04:52	][ME] Alfred Caston: Jopla kapının kilit kısmına vurur
[22:04:54	]Connie Harbor is admin-searching Alfred Caston's inventory.
[22:04:54	]Connie Harbor has used a context menu option with the name: ixviewinventory
[22:04:56	][ME] C24:i5.(X)KING-19: Arka cebine şırıngayı koyar.
[22:04:58	]Connie Harbor has closed Alfred Caston's inventory.
[22:04:59	]Alfred Caston used command '/PM STEAM_0:1:98500861 burdaysan rolede bakabilcenmi be'.
[22:05:00	][IC] C24:i3.KING-58: <:: Sağol. ::>
[22:05:01	]Ernest Foster ran 'take' on item 'Rasyon' (#162970)
[22:05:01	]Ernest Foster has gained a 'Rasyon' #162970.
[22:05:03	][IC] Alfred Caston: Kapı sağlam sanırım.
[22:05:10	]Alfred Caston rolled 16 out of 20 (+1 from Güç).
[22:05:10	]Alfred Caston used command '/Roll Strength'.
[22:05:17	][IC] Hector Sanders: Çakmağın var mı=.
[22:05:20	]Connie Harbor used command '/LocalEvent Kapının kilidi kırıldı. 350'.
[22:05:22	]Connie Harbor has used a context menu option with the name: rb655_door_unlock
[22:05:23	]Connie Harbor has used a context menu option with the name: rb655_door_open
[22:05:25	][IC] HULUSİ KERİM: Malesef ama kendımınkınden verebılırım.
[22:05:26	][ME] C24:i5.(X)KING-19: Sinirli gibi ilerliyor
[22:05:28	]C24:i3.KING-58 ran 'Consume' on item 'Soda Bob Brawn' (#162955)
[22:05:28	]C24:i3.KING-58 has gained a level 1 long boost in Algı.
[22:05:28	]C24:i3.KING-58 has gained a level 2 long boost in Çeviklik.
[22:05:29	]HULUSİ KERİM ran 'drop' on item 'Zippo Çakmak' (#160668)
[22:05:29	]HULUSİ KERİM has lost a 'Zippo Çakmak' #160668.
[22:05:29	][IC] Alfred Caston: Nerede o.
[22:05:30	][IC] HULUSİ KERİM: Buyrun.
[22:05:32	][IC] Michael Harrington: Bilmiyom.
[22:05:34	]Hector Sanders used command '/PM valeria seni oyuncular kurtarmaya geldi!'.
[22:05:38	]Hector Sanders claimed a report by Valeria Martin (Rosemary).
[22:05:38	][Y] Alfred Caston: Onu bul.
[22:05:41	][IC] HULUSİ KERİM: Satışım görünmüyor.
[22:05:42	][IC] Alfred Caston: Tüm planı duydu.
[22:05:43	][IC] HULUSİ KERİM: O yüzden.
[22:05:45	]Ernest Foster ran 'Open' on item 'Rasyon' (#162970)
[22:05:45	]Ernest Foster has gained a 'Yapay Macun' #162971.
[22:05:45	]Ernest Foster has gained a 'Breen Suyu' #162972.
[22:05:45	]Ernest Foster has gained a '15 Kredi Kuponu' #162973.
[22:05:46	][IC] HULUSİ KERİM: Izin gerekıyor.
[22:05:46	]Connie Harbor used command '/CharGiveItem alfred torso_green_kevlar_t3 1'.
[22:05:46	]Alfred Caston has gained a 'Ağır Yeşil Kevlar Üniforma' #162974.
[22:05:47	]Alfred Caston used command '/ToggleRaise'.
[22:05:49	]Connie Harbor is admin-searching Alfred Caston's inventory.
[22:05:49	]Connie Harbor has used a context menu option with the name: ixviewinventory
[22:05:50	][IC] Hector Sanders: Hmm.
[22:05:51	]Connie Harbor has closed Alfred Caston's inventory.
[22:05:54	][IC] HULUSİ KERİM: Benım çakmagımı.
[22:05:55	]Connie Harbor used command '/PM alfred verdim armoru geri'.
[22:05:57	][IC] HULUSİ KERİM: Kullanabılırsnz.
[22:05:59	]Connie Harbor is admin-searching Alfred Caston's inventory.
[22:05:59	]Connie Harbor has used a context menu option with the name: ixviewinventory
[22:06:00	]Connie Harbor has closed Alfred Caston's inventory.
[22:06:02	][IC] Hector Sanders: Var mı?
[22:06:07	]Hector Sanders ran 'SetCredits' on item '#01262 Kimlik Kartı' (#141962)
[22:06:15	]Alfred Caston used command '/PM connie teşekkürler canım tedarikci işinide halledebilirsen iyi olur role gircem sek çarında onu bekliyom'.
[22:06:16	][ME] C24:i5.(X)KING-19: Arkadan yorgun kolları ile küçük küçük itmeyi deniyor.
[22:06:17	][IC] Michael Harrington: Bulamadım.
[22:06:22	][IC] Alfred Caston: Tamam kapıda bekle.
[22:06:23	][IC] C24:i3.KING-58: <:: Aa. ::>
[22:06:23	][ME] Hector Sanders: çakmağa sigarasını yaklaştırır ve yakar
[22:06:24	][IC] C24:i3.KING-58: <:: Ne yapıyorsun. ::>
[22:06:26	][IC] Michael Harrington: Arkada.
[22:06:30	][IC] C24:i3.KING-58: <:: Ellerin zaten minicik. ::>
[22:06:32	][LOOC] Hector Sanders: çakmak nerde
[22:06:32	][IC] Michael Harrington: İlerde.
[22:06:37	][LOOC] Alfred Caston: sokuca m hazmat gibi
[22:06:39	]Hector Sanders ran 'light' on item 'Zippo Çakmak' (#160668)
[22:06:41	][ME] C24:i5.(X)KING-19: Sinirlenip birazdaha ittirmeyi dener
[22:06:46	][IC] C24:i3.KING-58: <:: Aaıaa-. ::>
[22:06:46	][IC] Hector Sanders: Sağ ol dostum.
[22:06:47	][LOOC] HULUSİ KERİM: oha oraya nasıl cutu
[22:06:48	][IC] C24:i3.KING-58: <:: Dduduud--. ::>
[22:06:52	][IC] HULUSİ KERİM: Rica edeirm.
[22:06:55	]HULUSİ KERİM ran 'take' on item 'Zippo Çakmak' (#160668)
[22:06:55	]HULUSİ KERİM has gained a 'Zippo Çakmak' #160668.
[22:06:59	][ME] C24:i3.KING-58: dengesini kaybedip masaya yaslanır
[22:07:04	][ME] C24:i3.KING-58: dönüp oturur
[22:07:07	]Hector Sanders used command '/ActStand 4'.
[22:07:07	][IC] C24:i3.KING-58: <:: Ne yapıyorsun? ::>
[22:07:09	][LOOC] Alfred Caston: maskemde silinmiş yenisini yapmayı denicem dur
[22:07:12	]C24:i3.KING-58 used command '/ActStand 4'.
[22:07:13	]C24:i3.KING-58 used command '/ExitAct'.
[22:07:16	]Hector Sanders has given himself a worker_blue.
[22:07:16	]Hector Sanders has gained a 'Mavi İşçi Ceketi' #162975.
[22:07:17	]C24:i3.KING-58 used command '/ActSit 4'.
[22:07:17	]Connie Harbor has spawned 'models/props_furniture/piano.mdl'.
[22:07:18	]C24:i3.KING-58 used command '/ExitAct'.
[22:07:18	][IC] C24:i5.(X)KING-19: <:: Ben minik falan değilim öyle deme. ::>
[22:07:20	][IC] C24:i5.(X)KING-19: <:: Ve. ::>
[22:07:21	]C24:i3.KING-58 used command '/ActSit 6'.
[22:07:22	]C24:i3.KING-58 used command '/ExitAct'.
[22:07:23	][IC] C24:i5.(X)KING-19: <:: O şırınga ne. ::>
[22:07:25	]C24:i3.KING-58 used command '/ActSit 5'.
[22:07:29	][IC] C24:i3.KING-58: <:: Niye sordun. ::>
[22:07:31	]Hector Sanders used command '/ExitAct'.
[22:07:34	][IC] C24:i5.(X)KING-19: <:: Merak ediyorum. ::>
[22:07:37	][IC] C24:i3.KING-58: <:: Boşver ya. ::>
[22:07:38	]Connie Harbor has spawned a 'Entity [1770][ent_musical_keyboard]'.
[22:07:38	][Y] Alfred Caston: Pşt.
[22:07:38	][IC] C24:i3.KING-58: <:: Önemli değil. ::>
[22:07:43	][IC] Alfred Caston: Bana yapıştırıcı bul.
[22:07:46	][IC] Alfred Caston: Sonra planı uyguluyucaz.
[22:07:52	]Connie Harbor has enabled persistence for 'models/styledstrike/musical_keyboard.mdl'.
[22:07:52	]Connie Harbor has used a context menu option with the name: persist
[22:07:53	]Connie Harbor has enabled persistence for 'models/props_furniture/piano.mdl'.
[22:07:53	]Connie Harbor has used a context menu option with the name: persist
[22:07:56	]Alfred Caston ran 'drop' on item 'Benefactor Edition Sigara Paketi' (#128319)
[22:07:56	]Alfred Caston has lost a 'Benefactor Edition Sigara Paketi' #128319.
[22:07:56	][IC] Michael Harrington: Burda karıştıracak çok bişi yok.
[22:08:00	][ME] C24:i5.(X)KING-19: Kişinin elinin yorgun bir şekilde aşırı güç uygulayamadığı için sıkmayı dener.
[22:08:01	]Hector Sanders has given himself a paper.
[22:08:01	]Alfred Caston ran 'drop' on item 'Boş Breen'in Suyu' (#162373)
[22:08:01	]Alfred Caston has lost a 'Boş Breen'in Suyu' #162373.
[22:08:01	]Hector Sanders has gained a 'Kağıt' #162976.
[22:08:04	][IC] Michael Harrington: Şehir biraz daha temiz.
[22:08:04	]Hector Sanders ran 'Write' on item 'Kağıt' (#162976)
[22:08:06	][IC] Alfred Caston: O zaman karıştıracak birşey bul.
[22:08:07	]Michael Harrington ran 'take' on item 'Benefactor Edition Sigara Paketi' (#128319)
[22:08:07	]Michael Harrington has gained a 'Benefactor Edition Sigara Paketi' #128319.
[22:08:08	][IT] C24:i5.(X)KING-19: Bu huylandırıyor.
[22:08:14	][LOOC] C24:i3.KING-58: anlamadım anptın
[22:08:23	]Alfred Caston opened the 'Çöp Konteyneri' #10437 container.
[22:08:25	]Alfred Caston closed the 'Çöp Konteyneri' #10437 container.
[22:08:27	]Michael Harrington has gained a 'Boş Kahve Fincanı' #162977.
[22:08:32	][LOOC] C24:i5.(X)KING-19: kanka kendimi komik duruma sokuyorum sonra babanı domaltacam kolunu sıkıyorum 
[22:08:38	][LOOC] Koh'Lach: 180 97 kilo nasıl zayıf:D
[22:08:40	][IC] C24:i3.KING-58: <:: Aa--. ::>
[22:08:41	][IC] C24:i3.KING-58: <:: Ahah. ::>
[22:08:42	][IC] C24:i3.KING-58: <:: Haha. ::>
[22:08:43	]Michael Harrington has gained a 'Kırık Bilgisayar' #162978.
[22:08:46	][IC] C24:i3.KING-58: <:: Huylanıyorum. ::>
[22:08:47	][IC] C24:i3.KING-58: <:: Duurr. ::>
[22:08:47	]Connie Harbor exited observer at their location.
[22:08:47	][IC] C24:i3.KING-58: <:: Haha. ::>
[22:08:50	]Alfred Caston has gained a 'Kahverengi Ayakkabı' #162979.
[22:08:52	]Alfred Caston ran 'drop' on item 'Kahverengi Ayakkabı' (#162979)
[22:08:52	]Alfred Caston has lost a 'Kahverengi Ayakkabı' #162979.
[22:08:53	]Connie Harbor has spawned a 'Entity [1735][ix_terminal]'.
[22:08:55	]Connie Harbor has spawned a 'Entity [1735][ix_terminal]'.
[22:08:57	][IC] C24:i5.(X)KING-19: <:: Cidden huylanıyormusun? ::>
[22:08:59	]Hector Sanders ran 'Write' on item '1. Mektup' (#162976)
[22:09:00	]Hector Sanders ran 'Write' on item '1. Mektup' (#162976)
[22:09:03	][IC] C24:i3.KING-58: <:: Yahhaa duuurr. ::>
[22:09:03	]Zahir Taha has acquired his ration, gaining 0 credits, 0 wages and a ration ration.
[22:09:09	][IC] C24:i5.(X)KING-19: <:: Ben amacım başkaydı. ::>
[22:09:14	][IC] C24:i3.KING-58: <:: Amacın neydi? ::>
[22:09:15	][IC] HULUSİ KERİM: Efendım.
[22:09:17	]Zahir Taha ran 'Open' on item 'Rasyon' (#162980)
[22:09:17	]Zahir Taha has gained a 'Yapay Macun' #162981.
[22:09:17	]Zahir Taha has gained a 'Breen Suyu' #162982.
[22:09:17	]Zahir Taha has gained a '15 Kredi Kuponu' #162983.
[22:09:19	][IC] C24:i5.(X)KING-19: <:: Neyse o şırınga ney sen ona cevap ver. ::>
[22:09:20	][IC] HULUSİ KERİM: Sanırım mavı kol bandınız var.
[22:09:21	]Zahir Taha ran 'Consume' on item 'Breen Suyu' (#145447)
[22:09:21	]Zahir Taha has updated their Zeka long boost target to -2 (current : 5).
[22:09:21	]Zahir Taha has updated their Algı long boost target to -1 (current : 5).
[22:09:21	]Zahir Taha has gained a 'Boş Breen'in Suyu' #162984.
[22:09:23	]Zahir Taha ran 'Consume' on item 'Yapay Macun' (#162981)
[22:09:23	]Zahir Taha has gained a 'Boş Kavanoz' #162985.
[22:09:24	][IC] HULUSİ KERİM: Bişi sorabılır mıyım.
[22:09:28	][LOOC] Koh'Lach: Obez sınıfına giriyor 30 boy kütle endeksin şuan
[22:09:33	]Zahir Taha ran 'drop' on item 'Boş Breen'in Suyu' (#162984)
[22:09:33	]Zahir Taha has lost a 'Boş Breen'in Suyu' #162984.
[22:09:34	]Michael Harrington ran 'Equip' on item 'Açık Gri Kol Bandı' (#162941)
[22:09:35	][IC] Hector Sanders: Bir saniye.
[22:09:38	][LOOC] Koh'Lach: nasıl zayıf oluyor senin karakter?
[22:09:41	][ME] C24:i3.KING-58: biraz sarhoş gibi bir şekilde;
[22:09:41	][IC] C24:i3.KING-58: <:: Ne birimi şırınga bey? ::>
[22:09:51	]Alfred Caston used command '/PM STEAM_0:1:549390708 rebel rolü yapıyoruz şuan mapi bilmedimden karşılaşırsakda ben s2miss yapıcam haberin olsun'.
[22:09:55	][IC] HULUSİ KERİM: Hoşgeldiniz.
[22:09:57	][ME] C24:i5.(X)KING-19: Kişi önündeki birimin maskesini çıkartıp
[22:09:59	][IC] Valeria Martin: Hoşbuldum.
[22:10:01	]Alfred Caston used command '/PM STEAM_0:1:549390708 sizde öyle yaparsanız iyi olur fight olmasın ilk gündende'.
[22:10:03	]C24:i3.KING-58 used command '/PM alfred copy'.
[22:10:06	][IC] HULUSİ KERİM: Dükkan çok iyi işledi.
[22:10:06	][LOOC] C24:i3.KING-58: devamı yok
[22:10:08	][LOOC] C24:i3.KING-58: zort
[22:10:08	][IC] HULUSİ KERİM: Ilk günden.
[22:10:12	][LOOC] C24:i3.KING-58: he yazcan sanırım
[22:10:14	]Zahir Taha opened the 'Rasyon Bölgesi Deposu' stash.
[22:10:14	][IC] Valeria Martin: Güzel.
[22:10:14	]C24:i3.KING-58 ran 'drop' on item 'PMG-5 (AUG) Gaz Maskesi' (#162390)
[22:10:14	]C24:i3.KING-58 has lost a 'PMG-5 (AUG) Gaz Maskesi' #162390.
[22:10:15	]Kemal Şengör has gained a 'Dayanıksız Metal Boru' #162986.
[22:10:15	]Kemal Şengör has gained a 'Eskimiş Oyuncak Bebek' #162987.
[22:10:15	]Michael Harrington used command '/PM Alfred ses aç'.
[22:10:16	][IC] C24:i3.KING-58: Aa.
[22:10:19	][IC] C24:i3.KING-58: Ne yapıyorsun 19?
[22:10:21	]Alfred Caston has gained a 'Boş Paket Servis' #162988.
[22:10:21	]Kemal Şengör ran 'drop' on item 'Dayanıksız Metal Boru' (#162986)
[22:10:21	]Kemal Şengör has lost a 'Dayanıksız Metal Boru' #162986.
[22:10:24	][ME] C24:i5.(X)KING-19: Elleriyle küçük küçük tokatlar
[22:10:24	]Kemal Şengör ran 'take' on item 'Dayanıksız Metal Boru' (#162986)
[22:10:24	]Kemal Şengör has gained a 'Dayanıksız Metal Boru' #162986.
[22:10:25	]Zahir Taha closed the 'Rasyon Bölgesi Deposu' stash.
[22:10:26	]Michael Harrington ran 'drop' on item 'Kırık Bilgisayar' (#162978)
[22:10:26	]Michael Harrington has lost a 'Kırık Bilgisayar' #162978.
[22:10:26	]Michael Harrington ran 'drop' on item 'Boş Kahve Fincanı' (#162977)
[22:10:26	]Michael Harrington has lost a 'Boş Kahve Fincanı' #162977.
[22:10:27	][IC] HULUSİ KERİM: Bir tane.
[22:10:30	][IC] C24:i5.(X)KING-19: <:: Şırınga ne işte cevap versene. ::>
[22:10:30	][IC] C24:i3.KING-58: Aah.-.
[22:10:30	][IC] HULUSİ KERİM: Senın sapık olan doktor.
[22:10:31	][IC] C24:i3.KING-58: Aah-.
[22:10:31	]C24:i3.KING-58 used command '/ExitAct'.
[22:10:32	]nikita has gained a 'Yeşil Şişe' #162989.
[22:10:33	][IC] HULUSİ KERİM: Pahalı buldu.
[22:10:34	][IC] C24:i3.KING-58: Ya dur.
[22:10:34	]Zahir Taha ran 'drop' on item 'Boş Bob Suyu' (#155140)
[22:10:34	]Zahir Taha has lost a 'Boş Bob Suyu' #155140.
[22:10:36	]Zahir Taha ran 'drop' on item 'Boş Kavanoz' (#161270)
[22:10:36	]Zahir Taha has lost a 'Boş Kavanoz' #161270.
[22:10:38	]Zahir Taha ran 'drop' on item 'Bilgisayar Parçaları' (#161286)
[22:10:38	]Zahir Taha has lost a 'Bilgisayar Parçaları' #161286.
[22:10:38	]nikita ran 'drop' on item 'Yeşil Şişe' (#162989)
[22:10:38	]nikita has lost a 'Yeşil Şişe' #162989.
[22:10:39	]Alfred Caston has gained a 'Yeniden Konumlandırma Kuponu' #162993.
[22:10:43	][IC] HULUSİ KERİM: Sence normal fıyat degıl mı.
[22:10:45	]Zahir Taha ran 'drop' on item 'Boş Kavanoz' (#155168)
