[06:59:21	]Neo-Wolffe has connected.
[14:07:46	]Bquits has fired a toolgun with the name: remover
[14:07:46	]Bquits has fired a toolgun with the name: remover
[14:07:46	]Bquits has fired a toolgun with the name: remover
[14:07:46	]Bquits has fired a toolgun with the name: remover
[14:07:46	]Bquits has fired a toolgun with the name: remover
[14:07:46	]Bquits has fired a toolgun with the name: remover
[14:07:47	]Bquits has fired a toolgun with the name: remover
[14:07:47	]Bquits has fired a toolgun with the name: remover
[14:07:47	]Bquits has fired a toolgun with the name: remover
[14:07:47	]Bquits has fired a toolgun with the name: remover
[14:07:47	]Bquits has fired a toolgun with the name: remover
[14:07:48	]Bquits has fired a toolgun with the name: remover
[14:07:48	]Bquits has fired a toolgun with the name: remover
[14:07:48	]Bquits has fired a toolgun with the name: remover
[14:07:48	]Bquits has fired a toolgun with the name: remover
[14:07:48	]Bquits has fired a toolgun with the name: remover
[14:07:49	]Bquits has fired a toolgun with the name: remover
[14:07:49	]Bquits has fired a toolgun with the name: remover
[14:07:49	]Bquits has fired a toolgun with the name: remover
[14:07:49	]Bquits has fired a toolgun with the name: remover
[14:07:50	]Bquits has fired a toolgun with the name: remover
[14:07:50	]Bquits has fired a toolgun with the name: remover
[14:07:51	]Bquits has fired a toolgun with the name: remover
[14:07:51	]Bquits has fired a toolgun with the name: remover
[14:07:51	]Bquits has fired a toolgun with the name: remover
[14:07:51	]Bquits has fired a toolgun with the name: remover
[14:07:51	]Bquits has fired a toolgun with the name: remover
[14:07:52	]Bquits has fired a toolgun with the name: remover
[14:07:52	]Bquits has fired a toolgun with the name: remover
[14:07:52	]Bquits has fired a toolgun with the name: remover
[14:07:52	]Bquits has fired a toolgun with the name: remover
[14:07:52	]Bquits has fired a toolgun with the name: remover
[14:07:53	]Bquits has fired a toolgun with the name: remover
[14:07:53	]Bquits has fired a toolgun with the name: remover
[14:07:53	]Bquits has fired a toolgun with the name: remover
[14:07:53	]Bquits has fired a toolgun with the name: remover
[14:07:54	]Bquits has fired a toolgun with the name: remover
[14:07:54	]Bquits has fired a toolgun with the name: remover
[14:07:55	]Bquits has fired a toolgun with the name: remover
[14:07:55	]Bquits has fired a toolgun with the name: remover
[14:08:23	]bquits (STEAM_0:0:142449284) has disconnected.
[15:14:49	]bquits has connected.
[15:15:31	]bquits loaded the character 'Bquits'
[15:16:05	]Bquits entered observer.
[15:16:09	]Bquits exited observer at their location.
[15:16:44	]Bquits entered observer.
[15:16:47	]Bquits exited observer at their location.
[15:16:48	]Bquits entered observer.
[15:16:51	]Bquits exited observer at their location.
[15:16:52	]Bquits entered observer.
[15:16:52	]Bquits exited observer at their location.
[15:17:03	]Bquits entered observer.
[15:17:03	]Bquits exited observer at their location.
[15:17:04	]Bquits entered observer.
[15:17:04	]Bquits exited observer at their location.
[15:17:08	]Bquits entered observer.
[15:17:19	]Bquits exited observer at their location.
[15:17:20	]Bquits entered observer.
[15:17:20	]Bquits exited observer at their location.
[15:17:25	]Bquits entered observer.
[15:17:32	]Bquits exited observer at their location.
[15:17:35	]Bquits entered observer.
[15:17:37	]Bquits exited observer at their location.
[15:17:44	]bquits (STEAM_0:0:142449284) has disconnected.
[16:10:09	]Neo-Wolffe has connected.
[16:10:31	]Neo-Wolffe loaded the character 'Usman'
[16:10:35	]Usman entered observer.
[16:10:38	]Usman exited observer at their location.
[16:10:41	]Usman entered observer.
[16:11:03	]Usman exited observer at their location.
[16:11:08	]Usman entered observer.
[16:11:11	]Usman exited observer at their location.
[16:12:36	]Usman has used a context menu option with the name: collision_on
[16:12:37	]Usman has used a context menu option with the name: collision_on
[16:12:40	]bquits has connected.
[16:12:40	]Usman has used a context menu option with the name: collision_on
[16:12:46	]Usman ran SAM command 'bring' with arguments: '*'
[16:12:53	]Usman entered observer.
[16:12:53	]Usman exited observer at their location.
[16:12:59	]Usman has used a context menu option with the name: collision_on
[16:13:00	]Usman entered observer.
[16:13:00	]Usman exited observer at their location.
[16:13:01	]Usman has used a context menu option with the name: collision_on
[16:13:03	]Usman has used a context menu option with the name: collision_on
[16:13:06	]bquits loaded the character 'Bquits'
[16:13:12	]Bquits entered observer.
[16:13:23	]Bquits has fired a toolgun with the name: remover
[16:13:23	]Bquits has fired a toolgun with the name: remover
[16:13:23	]Bquits has fired a toolgun with the name: remover
[16:13:23	]Bquits has fired a toolgun with the name: remover
[16:13:23	]Bquits has fired a toolgun with the name: remover
[16:13:24	]Bquits has fired a toolgun with the name: remover
[16:13:24	]Bquits has fired a toolgun with the name: remover
[16:13:24	]Bquits has fired a toolgun with the name: remover
[16:13:25	]Bquits has fired a toolgun with the name: remover
[16:13:25	]Bquits has fired a toolgun with the name: remover
[16:13:25	]Bquits has fired a toolgun with the name: remover
[16:13:25	]Bquits has fired a toolgun with the name: remover
[16:13:25	]Bquits has fired a toolgun with the name: remover
[16:13:25	]Bquits has fired a toolgun with the name: remover
[16:13:26	]Bquits has fired a toolgun with the name: remover
[16:13:32	]Bquits exited observer at their location.
[16:13:44	]Bquits has fired a toolgun with the name: advdupe2
[16:13:46	]Bquits has fired a toolgun with the name: advdupe2
[16:13:47	]Bquits has fired a toolgun with the name: advdupe2
[16:14:00	]Bquits has fired a toolgun with the name: advdupe2
[16:14:00	]Bquits has spawned 'models/hunter/plates/plate2x5.mdl'.
[16:14:06	]Bquits has disabled persistence for 'models/hunter/plates/plate2x5.mdl'.
[16:14:06	]Bquits has used a context menu option with the name: persist_end
[16:14:17	]Usman has used a context menu option with the name: clientprop
[16:14:18	]Bquits has enabled persistence for 'models/mosi/fallout4/props/fortifications/stonewallold01.mdl'.
[16:14:18	]Bquits has used a context menu option with the name: persist
[16:14:21	]Bquits has used a context menu option with the name: clientprop
[16:14:29	]Bquits has enabled persistence for 'models/hunter/plates/plate2x5.mdl'.
[16:14:29	]Bquits has used a context menu option with the name: persist
[16:14:41	][IC] Usman: Allahı getir.
[16:14:44	][IC] Usman: Ben daha yaratıcıyım.
[16:14:52	]Bquits entered observer.
[16:14:54	]Bquits exited observer at their location.
[16:14:54	]Bquits entered observer.
[16:14:55	]Bquits exited observer at their location.
[16:14:58	][IC] Usman: Allahını sikerim he.
[16:15:00	][IC] Usman: Bak.
[16:15:01	][IC] Bquits: Ben de.
[16:15:06	]Usman entered observer.
[16:15:07	]Bquits has spawned 'models/props_interiors/Furniture_Couch01a.mdl'.
[16:15:08	]Bquits has spawned 'models/props_interiors/Furniture_Couch02a.mdl'.
[16:15:09	]Usman exited observer at their location.
[16:15:10	]Bquits has used a context menu option with the name: rb655_breakable_break
[16:15:12	]Bquits has spawned 'models/props_interiors/Furniture_Couch02a.mdl'.
[16:15:13	]Bquits has spawned 'models/props_interiors/Furniture_Couch02a.mdl'.
[16:15:18	]Bquits has spawned a usable entity class 'ix_chair' with model 'models/props_interiors/furniture_couch02a.mdl'.
[16:15:18	]Bquits has used a context menu option with the name: ixusableentitycreate
[16:15:19	]Bquits has spawned a usable entity class 'ix_chair' with model 'models/props_interiors/furniture_couch02a.mdl'.
[16:15:19	]Bquits has used a context menu option with the name: ixusableentitycreate
[16:15:25	]Bquits has used a context menu option with the name: collision_on
[16:15:26	]Bquits has used a context menu option with the name: collision_on
[16:15:28	]Usman used command '/ExitAct'.
[16:15:29	]Bquits used command '/ExitAct'.
[16:15:34	]Usman used command '/ExitAct'.
[16:15:36	]Usman entered observer.
[16:15:36	]Usman exited observer at their location.
[16:15:42	]Bquits has spawned 'models/props_c17/FurnitureTable003a.mdl'.
[16:15:49	]Bquits has used a context menu option with the name: rb655_breakable_break
[16:15:55	]Usman has spawned 'models/props_interiors/ElevatorShaft_Door01a.mdl'.
[16:16:00	]Bquits has used a context menu option with the name: remove
[16:16:05	]Bquits has spawned 'models/props_building_details/Storefront_Template001a_Bars.mdl'.
[16:16:06	]Bquits has fired a toolgun with the name: advdupe2
[16:16:07	]Bquits has spawned 'models/hunter/plates/plate2x5.mdl'.
[16:16:12	]Bquits has used a context menu option with the name: remove
[16:16:13	]Usman has spawned 'models/props_building_details/Storefront_Template001a_Bars.mdl'.
[16:16:13	]Usman has taken 10 damage from prop_physics.
[16:16:16	]Usman is fully healed.
[16:16:17	]Usman has fired a toolgun with the name: smoke
[16:16:23	]Bquits has spawned 'models/Combine_Super_Soldier.mdl'.
[16:16:56	]Bquits has hit Usman dealing 60 damage (CritChance was 0.00).
[16:16:56	]Usman has taken 60 damage from Bquits.
[16:17:01	]Usman is fully healed.
[16:17:01	]Bquits entered observer.
[16:17:04	]Bquits exited observer at their location.
[16:17:05	]Usman entered observer.
[16:17:05	]Usman exited observer at their location.
[16:17:05	]Bquits entered observer.
[16:17:06	]Bquits exited observer at their location.
[16:17:29	]Usman has spawned 'models/props_c17/FurnitureChair001a.mdl'.
[16:17:36	]Bquits entered observer.
[16:17:39	]Usman has spawned a usable entity class 'ix_chair' with model 'models/props_c17/furniturechair001a.mdl'.
[16:17:39	]Usman has used a context menu option with the name: ixusableentitycreate
[16:17:40	]Usman has used a context menu option with the name: collision_on
[16:18:02	]Usman entered observer.
[16:18:05	]Usman exited observer at their location.
[16:18:05	]Usman entered observer.
[16:18:10	]Usman exited observer at their location.
[16:18:12	]Usman entered observer.
[16:18:29	]Bquits exited observer at their location.
[16:18:33	]Bquits has spawned a 'Entity [5028][ix_vendor]'.
[16:18:34	]Bquits has used a context menu option with the name: vendor_edit
[16:18:49	]Bquits has used a context menu option with the name: remove
[16:18:52	]Usman exited observer at their location.
[16:19:02	]Usman has spawned 'models/props_combine/combine_barricade_med02a.mdl'.
[16:19:02	]Usman entered observer.
[16:19:06	]Usman has spawned 'models/props_combine/combine_barricade_med02c.mdl'.
[16:19:10	]Usman has spawned 'models/props_combine/combine_barricade_med02c.mdl'.
[16:19:17	]Usman has spawned 'models/props_combine/combine_barricade_med02c.mdl'.
[16:19:25	]Usman has spawned 'models/props_combine/combine_barricade_tall01a.mdl'.
[16:19:32	]Usman has spawned 'models/props_combine/combine_barricade_tall03a.mdl'.
[16:19:37	]Usman exited observer at their location.
[16:19:38	]Usman entered observer.
[16:19:39	]Usman has spawned 'models/props_combine/combine_bridge.mdl'.
[16:19:51	]Usman exited observer at their location.
[16:19:58	]Usman has spawned 'models/props_combine/portalskydome.mdl'.
[16:20:02	]Usman has spawned 'models/props_combine/portalskydome.mdl'.
[16:20:05	]Usman entered observer.
[16:20:06	]Usman exited observer at their location.
[16:20:07	]Usman entered observer.
[16:20:07	]Usman exited observer at their location.
[16:20:24	]Usman has spawned 'models/props_combine/breentp_rings.mdl'.
[16:20:30	]Usman has spawned a 'NPC [5028][npc_vj_combine_apc_z]'.
[16:20:31	]Bquits has taken 10 damage from Combine APC.
[16:20:31	]Bquits has taken 10 damage from Combine APC.
[16:20:31	]Bquits has taken 10 damage from Combine APC.
[16:20:31	]Bquits has taken 10 damage from base_gmodentity.
[16:20:32	]Bquits has taken 20 damage from Combine APC.
[16:20:36	]Bquits is fully healed.
[16:20:37	]Usman has spawned a 'NPC [5030][npc_vj_combine_apc_z]'.
[16:20:41	]Bquits has taken 10 damage from Combine APC.
[16:20:41	]Bquits has taken 10 damage from Combine APC.
[16:20:41	]Bquits has taken 32 damage from Combine APC.
[16:20:41	]Bquits is fully healed.
[16:20:41	]Bquits entered observer.
[16:20:45	]Usman has taken 2 damage from Combine APC.
[16:20:46	]Usman is fully healed.
[16:20:46	]Usman has taken 10 damage from Combine APC.
[16:20:48	]Usman has taken 32 damage from Combine APC.
[16:20:50	]Usman has taken 2 damage from Combine APC.
[16:20:50	]Usman has taken 2 damage from Combine APC.
[16:20:50	]Usman has taken 2 damage from Combine APC.
[16:20:50	]Usman has taken 10 damage from Combine APC.
[16:20:50	]Usman has taken 32 damage from Combine APC.
[16:20:50	]Usman has taken 10 damage from Combine APC.
[16:20:51	]Usman has taken 2 damage from Combine APC.
[16:20:51	]Usman is fully healed.
[16:20:51	]Usman has taken 2 damage from Combine APC.
[16:20:51	]Usman has taken 2 damage from Combine APC.
[16:20:51	]Usman has taken 10 damage from Combine APC.
[16:20:51	]Usman has used a context menu option with the name: vj_pr_npc_control
[16:20:56	]Usman is fully healed.
[16:20:57	]Bquits has used a context menu option with the name: vj_pr_npc_slay
[16:20:57	]Usman has taken 4 damage from Combine APC.
[16:20:58	]Usman has taken 19 damage from Combine APC.
[16:20:58	]Bquits exited observer at their location.
[16:20:58	]Usman has taken 15 damage from Combine APC.
[16:20:59	]Usman entered observer.
[16:21:01	]Usman is fully healed.
[16:21:02	]Bquits has used a context menu option with the name: remove
[16:21:02	]Usman exited observer at their location.
[16:21:02	]Bquits has used a context menu option with the name: remove
[16:21:03	]Bquits has used a context menu option with the name: remove
[16:21:04	]Bquits has used a context menu option with the name: remove
[16:21:05	]Usman entered observer.
[16:21:06	]Bquits has used a context menu option with the name: remove
[16:21:10	]Usman exited observer at their location.
[16:21:16	]Usman entered observer.
[16:21:16	]Usman exited observer at their location.
[16:21:17	]Usman entered observer.
[16:21:17	]Usman exited observer at their location.
[16:21:18	]Bquits entered observer.
[16:21:18	]Bquits exited observer at their location.
[16:21:20	]Bquits entered observer.
[16:21:20	]Bquits exited observer at their location.
[16:21:21	]Usman entered observer.
[16:21:26	]Usman exited observer at their location.
[16:21:35	]Usman has used a context menu option with the name: clientprop
[16:21:42	]Usman entered observer.
[16:21:43	]Usman exited observer at their location.
[16:21:46	]Usman entered observer.
[16:21:47	]Usman exited observer at their location.
[16:21:49	]Usman entered observer.
[16:21:49	]Usman exited observer at their location.
[16:21:54	]Usman entered observer.
[16:21:54	]Usman exited observer at their location.
[16:21:56	]Usman entered observer.
[16:21:56	]Usman exited observer at their location.
[16:22:05	]Bquits entered observer.
[16:22:07	]Bquits exited observer at their location.
[16:22:11	]Bquits has used a context menu option with the name: rb655_door_lock
[16:22:13	]Bquits entered observer.
[16:22:15	]Bquits exited observer at their location.
[16:22:16	]Bquits has used a context menu option with the name: rb655_door_lock
[16:22:17	]Bquits has used a context menu option with the name: remove
[16:22:21	]Usman entered observer.
[16:22:21	]Bquits has used a context menu option with the name: remove
[16:22:22	]Usman exited observer at their location.
[16:22:23	]Usman entered observer.
[16:22:25	]Bquits entered observer.
[16:22:25	]Usman exited observer at their location.
[16:22:26	]Bquits exited observer at their location.
[16:22:31	]Usman entered observer.
[16:22:32	]Usman exited observer at their location.
[16:22:32	]Bquits entered observer.
[16:22:33	]Bquits exited observer at their location.
[16:22:33	]Bquits entered observer.
[16:22:33	]Usman entered observer.
[16:22:34	]Bquits exited observer at their location.
[16:22:34	]Bquits entered observer.
[16:22:34	]Usman exited observer at their location.
[16:22:35	]Usman entered observer.
[16:22:36	]Usman exited observer at their location.
[16:22:37	]Bquits exited observer at their location.
[16:22:53	]Bquits has taken 1 damage from entityflame.
[16:22:54	]Bquits has taken 1 damage from entityflame.
[16:22:54	]Bquits has taken 1 damage from entityflame.
[16:22:54	]Bquits has taken 1 damage from entityflame.
[16:22:54	]Bquits has taken 1 damage from entityflame.
[16:22:54	]Bquits has taken 1 damage from entityflame.
[16:22:55	]Bquits has taken 1 damage from entityflame.
[16:22:55	]Bquits has taken 1 damage from entityflame.
[16:22:55	]Bquits has taken 1 damage from entityflame.
[16:22:55	]Bquits has taken 1 damage from entityflame.
[16:22:55	]Bquits has taken 1 damage from entityflame.
[16:22:56	]Bquits has taken 1 damage from entityflame.
[16:22:56	]Bquits is fully healed.
[16:22:56	]Bquits has taken 1 damage from entityflame.
[16:22:56	]Bquits has taken 1 damage from entityflame.
[16:22:56	]Bquits has taken 1 damage from entityflame.
[16:22:56	]Bquits has taken 1 damage from entityflame.
[16:22:57	]Bquits has taken 1 damage from entityflame.
[16:22:57	]Bquits has taken 1 damage from entityflame.
[16:22:57	]Bquits has taken 1 damage from entityflame.
[16:22:57	]Bquits has taken 1 damage from entityflame.
[16:22:57	]Bquits has taken 1 damage from entityflame.
[16:22:58	]Bquits has taken 1 damage from entityflame.
[16:22:58	]Bquits has taken 1 damage from entityflame.
[16:22:58	]Bquits has taken 1 damage from entityflame.
[16:23:01	]Bquits is fully healed.
[16:23:06	]Bquits has spawned a usable entity class 'ix_clock' with model 'models/props_trainstation/clock01.mdl'.
[16:23:06	]Bquits has used a context menu option with the name: ixusableentitycreate
[16:23:18	]Bquits has used a context menu option with the name: rb655_door_close
[16:23:19	]Bquits has used a context menu option with the name: rb655_door_close
[16:23:21	]Usman entered observer.
[16:23:21	]Usman exited observer at their location.
[16:23:23	]Usman entered observer.
[16:23:24	]Bquits entered observer.
[16:23:33	]Usman exited observer at their location.
[16:23:35	]Usman entered observer.
[16:23:40	]Usman exited observer at their location.
[16:23:40	]Usman entered observer.
[16:23:42	]Usman exited observer at their location.
[16:23:43	]Usman entered observer.
[16:23:44	]Usman exited observer at their location.
[16:23:46	]Usman entered observer.
[16:23:46	]Usman exited observer at their location.
[16:23:47	]Usman entered observer.
[16:23:47	]Usman exited observer at their location.
[16:23:48	]Usman entered observer.
[16:23:48	]Usman exited observer at their location.
[16:23:57	]Usman entered observer.
[16:23:58	]Usman exited observer at their location.
[16:23:59	]Usman entered observer.
[16:24:14	]Usman has used a context menu option with the name: ixpropviewowner
[16:24:17	]Usman has used a context menu option with the name: clientprop
[16:24:22	]Usman exited observer at their location.
[16:24:28	]Usman entered observer.
[16:24:29	]Usman exited observer at their location.
[16:24:30	]Usman entered observer.
[16:24:31	]Usman exited observer at their location.
[16:25:43	]Usman has spawned a 'NPC [2847][npc_vj_combineguard_z]'.
[16:25:46	]Usman has taken 30 damage from Combine Guard.
[16:25:46	]Usman entered observer.
[16:25:51	]Usman is fully healed.
[16:25:51	]Usman exited observer at their location.
[16:25:53	]Usman entered observer.
[16:25:55	]Usman exited observer at their location.
[16:25:57	]Usman entered observer.
[16:25:59	]Usman has used a context menu option with the name: vj_pr_npc_medic
[16:25:59	]Usman exited observer at their location.
[16:26:01	]Usman has taken 30 damage from Combine Guard.
[16:26:03	]Usman has taken 30 damage from Combine Guard.
[16:26:06	]Usman is fully healed.
[16:26:06	]Usman has used a context menu option with the name: vj_pr_npc_control
[16:26:31	]Usman has used a context menu option with the name: vj_pr_npc_slay
[16:26:34	]Usman has used a context menu option with the name: remove
[16:26:38	]Usman has spawned a 'NPC [2847][npc_vj_hl2_metrocop3]'.
[16:26:48	]Usman has used a context menu option with the name: rb655_npc_weapon
[16:26:52	]Usman has used a context menu option with the name: remove
[16:26:55	]Usman has spawned a 'NPC [2847][npc_vj_hl2_metrocop5]'.
[16:26:56	]Usman has taken 5 damage from Combine Guard.
[16:26:56	]Usman has taken 5 damage from Combine Guard.
[16:26:56	]Usman has taken 5 damage from Combine Guard.
[16:26:56	]Usman has taken 5 damage from Combine Guard.
[16:26:56	]Usman has taken 5 damage from Combine Guard.
[16:26:57	]Usman has taken 5 damage from Combine Guard.
[16:26:58	]Usman has taken 5 damage from Combine Guard.
[16:26:58	]Usman has taken 5 damage from Combine Guard.
[16:26:58	]Usman has taken 5 damage from Combine Guard.
[16:26:58	]Usman has taken 5 damage from Combine Guard.
[16:26:58	]Usman has taken 5 damage from Combine Guard.
[16:27:01	]Usman has spawned a 'Entity [2847][combine_mine]'.
[16:27:01	]Usman is fully healed.
[16:27:03	]Usman has used a context menu option with the name: skin
[16:27:04	]Usman has used a context menu option with the name: skin
[16:27:06	]Usman has used a context menu option with the name: skin
[16:27:08	]Usman has used a context menu option with the name: rb655_combine_mine_disarm
[16:27:09	]Usman has used a context menu option with the name: rb655_combine_mine_disarm
[16:27:13	]Usman has used a context menu option with the name: remove
[16:27:18	]Usman has spawned a 'NPC [2847][npc_vj_hl2_metrocop4]'.
[16:27:22	]Usman has spawned a 'NPC [2847][npc_vj_hl2_apc]'.
[16:27:22	]Usman has taken 6 damage from Combine APC.
[16:27:22	]Usman has taken 6 damage from Combine APC.
[16:27:22	]Usman has taken 8 damage from Combine APC.
[16:27:22	]Usman has taken 100 damage from Combine APC.
[16:27:22	]Usman has taken 8 damage from Combine APC.
[16:27:22	]Usman has taken 10 damage from Combine APC.
[16:27:22	]Usman has taken 8 damage from Combine APC.
[16:27:22	]Usman has taken 6 damage from Combine APC.
[16:27:22	]Usman has taken 8 damage from Combine APC.
[16:27:22	]Usman has taken 8 damage from Combine APC.
[16:27:23	]Usman has taken 6 damage from Combine APC.
[16:27:23	]Usman has taken 8 damage from Combine APC.
[16:27:23	]Usman has taken 55 damage from APC.
[16:27:23	]Usman has taken 6 damage from Combine APC.
[16:27:23	]Usman has taken 8 damage from Combine APC.
[16:27:23	]Usman has taken 8 damage from Combine APC.
[16:27:23	]Usman has taken 6 damage from Combine APC.
[16:27:26	]Usman is fully healed.
[16:27:30	]Usman has spawned a 'NPC [2847][npc_vj_hl2_combine_sniper]'.
[16:27:33	]Usman has taken 5 damage from npc_sniper.
[16:27:33	]Usman has used a context menu option with the name: vj_pr_npc_control
[16:27:36	]Usman is fully healed.
[16:27:46	]Usman has used a context menu option with the name: vj_pr_npc_medic
[16:27:48	]Usman has used a context menu option with the name: vj_pr_npc_slay
[16:27:48	]Bquits has used a context menu option with the name: vj_pr_npc_gib
[16:27:52	]Usman has used a context menu option with the name: remove
[16:27:55	]Usman has spawned a 'Entity [2847][cup_shield2]'.
[16:27:57	]Usman has spawned a 'Entity [4064][ent_mannable_combinesniper]'.
[16:28:09	]Usman has used a context menu option with the name: remove
[16:31:13	]Usman entered observer.
[16:31:35	]Usman exited observer at their location.
[16:31:37	]Usman entered observer.
[16:31:38	]Usman exited observer at their location.
[16:31:48	]Usman entered observer.
[16:31:49	]Usman exited observer at their location.
[16:31:57	]Usman entered observer.
[16:32:01	]Usman exited observer at their location.
[16:32:05	]Usman entered observer.
[16:32:05	]Usman exited observer at their location.
[16:32:19	]Usman has taken 7 damage from worldspawn.
[16:32:19	]Usman entered observer.
[16:32:21	]Usman exited observer at their location.
[16:32:21	]Usman is fully healed.
[16:32:21	]Usman entered observer.
[16:32:21	]Usman exited observer at their location.
[16:32:22	]Usman entered observer.
[16:32:23	]Usman exited observer at their location.
[16:32:35	]Usman used command '/ShowEdicts'.
[16:32:52	]Usman entered observer.
[16:32:55	]Usman exited observer at their location.
[16:33:00	]Usman entered observer.
[16:33:00	]Usman exited observer at their location.
[16:33:01	]Usman entered observer.
[16:33:03	]Usman exited observer at their location.
[16:33:10	]Usman entered observer.
[16:33:12	]Usman exited observer at their location.
[16:33:18	]Usman entered observer.
[16:33:28	]Usman exited observer at their location.
[16:33:37	]Bquits has gone afk.
[16:33:42	]Usman entered observer.
[16:33:43	]Usman exited observer at their location.
[16:33:49	]Usman entered observer.
[16:33:50	]Usman exited observer at their location.
[16:33:51	]Usman entered observer.
[16:34:00	]Usman exited observer at their location.
[16:34:00	]Usman entered observer.
[16:34:03	]Usman exited observer at their location.
[16:34:03	]Usman entered observer.
[16:34:08	]Usman exited observer at their location.
[16:34:08	]Usman entered observer.
[16:34:10	]Usman exited observer at their location.
[16:34:11	]Usman entered observer.
[16:34:15	]Usman exited observer at their location.
[16:34:16	]Usman entered observer.
[16:34:31	]Usman opened the 'Çöp Konteyneri' #11844 container.
[16:34:32	]Usman closed the 'Çöp Konteyneri' #11844 container.
[16:36:00	]Usman exited observer at their location.
[16:36:00	]Usman entered observer.
[16:36:01	]Usman exited observer at their location.
[16:36:27	]Bquits is no longer afk. Total time spent AFK: 465
[16:36:28	]Bquits used command '/CreateCustomItem'.
[16:36:38	]Bquits exited observer at their location.
[16:37:05	]Bquits entered observer.
[16:37:10	]Bquits exited observer at their location.
[16:37:14	]Bquits used command '/CreateCustomItem'.
[16:38:34	]Bquits has gained a 'Yüzbaşı Kol Bandı' #168655.
[16:38:50	]Bquits has given himself a armband.
[16:38:50	]Bquits has gained a 'Yüzbaşı Kol Bandı' #168656.
[16:38:52	]Bquits ran 'drop' on item 'Yüzbaşı Kol Bandı' (#168656)
[16:38:52	]Bquits has lost a 'Yüzbaşı Kol Bandı' #168656.
[16:38:54	]Bquits has used a context menu option with the name: remove
[16:38:56	]Bquits has given himself a test_armband.
[16:38:56	]Bquits has gained a 'Test Kol Bandı' #168657.
[16:38:58	]Bquits ran 'Equip' on item 'Test Kol Bandı' (#168657)
[16:39:00	]Bquits ran 'EquipUn' on item 'Test Kol Bandı' (#168657)
[16:39:09	]Bquits used command '/CreateCustomItem'.
[16:41:31	]Usman has gone afk.
[16:44:27	]Bquits has gone afk.
[16:47:27	]Bquits is no longer afk. Total time spent AFK: 475
[16:47:30	]Bquits has given himself a armband.
[16:47:30	]Bquits has gained a 'Yüzbaşı Kol Bandı' #168658.
[16:47:39	]Bquits used command '/CreateCustomItem'.
[16:48:19	]Bquits used command '/CreateCustomItem'.
[16:53:31	]Usman is no longer afk. Total time spent AFK: 1015
[16:53:31	]Usman entered observer.
[16:53:32	]Usman exited observer at their location.
[16:54:57	]Usman has spawned 'models/combine_helicopter/helicopter_bomb01.mdl'.
[16:54:59	]Usman has used a context menu option with the name: skin
[16:55:01	]Usman has used a context menu option with the name: skin
[16:55:11	]Usman entered observer.
[16:55:11	]Usman exited observer at their location.
[16:55:29	]Usman entered observer.
[16:55:39	]Bquits entered observer.
[16:55:43	]Usman exited observer at their location.
[16:55:44	]Bquits exited observer at their location.
[16:55:44	]Bquits entered observer.
[16:55:45	]Bquits exited observer at their location.
[16:55:45	]Bquits entered observer.
[16:55:48	]Usman entered observer.
[16:55:54	]Bquits has spawned a 'NPC [2847][npc_vj_hl2_citizen]'.
[16:55:57	]Bquits exited observer at their location.
[16:56:06	]Bquits has critically hit npc_vj_hl2_citizen in the chest dealing 13 damage (CritChance was 0.43).
[16:56:06	]Bquits has taken 5 damage from worldspawn.
[16:56:06	]Bquits has hit npc_vj_hl2_citizen in the chest dealing 10 damage (CritChance was 0.43).
[16:56:06	]Bquits is fully healed.
[16:56:06	]Bquits has critically hit npc_vj_hl2_citizen in the chest dealing 13 damage (CritChance was 0.43).
[16:56:06	]Bquits has critically hit npc_vj_hl2_citizen in the chest dealing 13 damage (CritChance was 0.43).
[16:56:10	]Bquits entered observer.
[16:56:13	]Usman exited observer at their location.
[16:56:16	]Bquits has used a context menu option with the name: remove
[16:56:29	]Usman has used a context menu option with the name: ixforcefieldstartmalfunction
[16:56:33	]Usman entered observer.
[16:56:35	]Usman exited observer at their location.
[16:56:39	]Usman entered observer.
[16:56:39	]Usman exited observer at their location.
[16:56:45	]Bquits has used a context menu option with the name: ixforcefieldstopmalfunction
[16:56:49	]Usman has spawned a 'Entity [2847][ix_rebelfield]'.
[16:56:51	]Bquits exited observer at their location.
[16:56:53	]Bquits entered observer.
[16:56:54	]Usman entered observer.
[16:57:17	]Usman exited observer at their location.
[16:57:25	]Usman has spawned a 'Entity [1603][ix_rebelfield]'.
[16:57:26	]Bquits exited observer at their location.
[16:57:42	]Usman has spawned a 'Entity [1603][ix_rebelfield]'.
[16:57:45	]Usman has spawned a 'Entity [1603][ix_rebelfield]'.
[16:57:50	]Usman has used a context menu option with the name: ixrebelfieldstartmalfunction
[16:58:03	]Usman has spawned a 'Entity [1603][ix_rebelfield]'.
[16:58:11	]Usman has spawned a 'Entity [1603][acwatt_uc_fg_autotrigger]'.
[16:58:17	]Usman has used a context menu option with the name: remove
[16:58:20	]Usman has spawned a 'Entity [1603][ix_rebelfield]'.
[16:58:22	]Usman has spawned a 'Entity [4064][ix_rebelfield]'.
[16:58:24	]Usman has spawned a 'Entity [1603][ix_rebelfield]'.
[16:58:25	]Usman has spawned a 'Entity [4064][ix_rebelfield]'.
[16:58:27	]Usman entered observer.
[16:58:28	]Usman exited observer at their location.
[16:58:30	]Usman has spawned a 'Entity [1603][ix_rebelfield]'.
[16:58:30	]Usman entered observer.
[16:58:37	]Usman has spawned a 'Entity [1603][ix_rebelfield]'.
[16:58:40	]Usman exited observer at their location.
