[21:46:12	]Lorf has connected.
[22:18:42	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the right arm dealing 0 damage (CritChance was 0.84).
[22:18:42	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the right arm dealing 8 damage (CritChance was 0.84).
[22:18:42	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:42	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 9 damage (CritChance was 0.84).
[22:18:42	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:42	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:42	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:42	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 9 damage (CritChance was 0.84).
[22:18:43	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:43	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 9 damage (CritChance was 0.84).
[22:18:43	]C17:RCT.YELLO-50 has hit npc_vj_zombiegiant in the stomach dealing 0 damage (CritChance was 0.84).
[22:18:43	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the stomach dealing 9 damage (CritChance was 0.84).
[22:18:43	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:43	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 9 damage (CritChance was 0.84).
[22:18:43	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:43	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:43	]C17:RCT.YELLO-50 has hit npc_vj_zombiegiant in the chest dealing 6 damage (CritChance was 0.84).
[22:18:43	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:43	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 9 damage (CritChance was 0.84).
[22:18:43	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:43	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:43	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 9 damage (CritChance was 0.84).
[22:18:44	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:44	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:44	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 9 damage (CritChance was 0.84).
[22:18:44	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:44	]C17:RCT.YELLO-50 has hit npc_vj_zombiegiant in the chest dealing 6 damage (CritChance was 0.84).
[22:18:44	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:44	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:44	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 9 damage (CritChance was 0.84).
[22:18:44	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:44	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 9 damage (CritChance was 0.84).
[22:18:44	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:44	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 9 damage (CritChance was 0.84).
[22:18:44	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:44	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:44	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 9 damage (CritChance was 0.84).
[22:18:44	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:44	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:44	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:44	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 0 damage (CritChance was 0.84).
[22:18:44	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the chest dealing 9 damage (CritChance was 0.84).
[22:18:44	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the left arm dealing 0 damage (CritChance was 0.84).
[22:18:44	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the left arm dealing 0 damage (CritChance was 0.84).
[22:18:44	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiegiant in the left arm dealing 8 damage (CritChance was 0.84).
[22:18:49	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the chest dealing 9 damage (CritChance was 0.84).
[22:18:49	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the chest dealing 9 damage (CritChance was 0.84).
[22:18:49	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the left arm dealing 8 damage (CritChance was 0.84).
[22:18:49	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the stomach dealing 9 damage (CritChance was 0.84).
[22:18:49	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the chest dealing 9 damage (CritChance was 0.84).
[22:18:49	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the chest dealing 9 damage (CritChance was 0.84).
[22:18:50	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the right arm dealing 8 damage (CritChance was 0.84).
[22:18:50	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 0 damage (CritChance was 0.84).
[22:18:50	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 10 damage (CritChance was 0.84).
[22:18:50	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the chest dealing 0 damage (CritChance was 0.84).
[22:18:50	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the chest dealing 9 damage (CritChance was 0.84).
[22:18:50	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 0 damage (CritChance was 0.84).
[22:18:50	]C17:RCT.YELLO-50 has hit npc_vj_zombiesuper in the head dealing 5 damage (CritChance was 0.84).
[22:18:50	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 0 damage (CritChance was 0.84).
[22:18:50	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 10 damage (CritChance was 0.84).
[22:18:50	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the chest dealing 0 damage (CritChance was 0.84).
[22:18:50	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the chest dealing 9 damage (CritChance was 0.84).
[22:18:50	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 0 damage (CritChance was 0.84).
[22:18:50	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 10 damage (CritChance was 0.84).
[22:18:50	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 0 damage (CritChance was 0.84).
[22:18:50	]C17:RCT.YELLO-50 has hit npc_vj_zombiesuper in the head dealing 5 damage (CritChance was 0.84).
[22:18:50	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 0 damage (CritChance was 0.84).
[22:18:50	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 10 damage (CritChance was 0.84).
[22:18:50	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the chest dealing 0 damage (CritChance was 0.84).
[22:18:50	]C17:RCT.YELLO-50 has hit npc_vj_zombiesuper in the chest dealing 6 damage (CritChance was 0.84).
[22:18:50	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 0 damage (CritChance was 0.84).
[22:18:50	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 10 damage (CritChance was 0.84).
[22:18:51	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 0 damage (CritChance was 0.84).
[22:18:51	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 10 damage (CritChance was 0.84).
[22:18:51	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 0 damage (CritChance was 0.84).
[22:18:51	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 10 damage (CritChance was 0.84).
[22:18:51	]C17:RCT.YELLO-50 has hit npc_vj_zombiesuper in the head dealing 0 damage (CritChance was 0.84).
[22:18:51	]C17:RCT.YELLO-50 has hit npc_vj_zombiesuper in the head dealing 5 damage (CritChance was 0.84).
[22:18:51	]C17:RCT.YELLO-50 has hit npc_vj_zombiesuper in the head dealing 0 damage (CritChance was 0.84).
[22:18:51	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 10 damage (CritChance was 0.84).
[22:18:51	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 0 damage (CritChance was 0.84).
[22:18:51	]C17:RCT.YELLO-50 has hit npc_vj_zombiesuper in the head dealing 5 damage (CritChance was 0.84).
[22:18:51	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 0 damage (CritChance was 0.84).
[22:18:51	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 10 damage (CritChance was 0.84).
[22:18:51	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 0 damage (CritChance was 0.84).
[22:18:51	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 10 damage (CritChance was 0.84).
[22:18:51	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 0 damage (CritChance was 0.84).
[22:18:51	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 10 damage (CritChance was 0.84).
[22:18:51	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 0 damage (CritChance was 0.84).
[22:18:51	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 10 damage (CritChance was 0.84).
[22:18:51	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 0 damage (CritChance was 0.84).
[22:18:51	]C17:RCT.YELLO-50 has hit npc_vj_zombiesuper in the head dealing 5 damage (CritChance was 0.84).
[22:18:51	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 0 damage (CritChance was 0.84).
[22:18:51	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 10 damage (CritChance was 0.84).
[22:18:51	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 0 damage (CritChance was 0.84).
[22:18:51	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 10 damage (CritChance was 0.84).
[22:18:52	]C17:RCT.YELLO-50 has hit npc_vj_zombiesuper in the head dealing 0 damage (CritChance was 0.84).
[22:18:52	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 10 damage (CritChance was 0.84).
[22:18:52	]C17:RCT.YELLO-50 has hit npc_vj_zombiesuper in the head dealing 0 damage (CritChance was 0.84).
[22:18:52	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 10 damage (CritChance was 0.84).
[22:18:52	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 0 damage (CritChance was 0.84).
[22:18:52	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 10 damage (CritChance was 0.84).
[22:18:52	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 0 damage (CritChance was 0.84).
[22:18:52	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 10 damage (CritChance was 0.84).
[22:18:52	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 0 damage (CritChance was 0.84).
[22:18:52	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 10 damage (CritChance was 0.84).
[22:18:52	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 0 damage (CritChance was 0.84).
[22:18:52	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 10 damage (CritChance was 0.84).
[22:18:52	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 0 damage (CritChance was 0.84).
[22:18:52	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 10 damage (CritChance was 0.84).
[22:18:52	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 0 damage (CritChance was 0.84).
[22:18:52	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 10 damage (CritChance was 0.84).
[22:18:52	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 0 damage (CritChance was 0.84).
[22:18:52	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 10 damage (CritChance was 0.84).
[22:18:52	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 0 damage (CritChance was 0.84).
[22:18:52	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 10 damage (CritChance was 0.84).
[22:18:52	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 0 damage (CritChance was 0.84).
[22:18:52	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 10 damage (CritChance was 0.84).
[22:18:52	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 0 damage (CritChance was 0.84).
[22:18:52	]C17:RCT.YELLO-50 has hit npc_vj_zombiesuper in the head dealing 5 damage (CritChance was 0.84).
[22:18:53	]C17:RCT.YELLO-50 has hit npc_vj_zombiesuper in the head dealing 0 damage (CritChance was 0.84).
[22:18:53	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 10 damage (CritChance was 0.84).
[22:18:53	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 0 damage (CritChance was 0.84).
[22:18:53	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 10 damage (CritChance was 0.84).
[22:18:53	]C17:RCT.YELLO-50 has hit npc_vj_zombiesuper in the head dealing 0 damage (CritChance was 0.84).
[22:18:53	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 10 damage (CritChance was 0.84).
[22:18:53	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 0 damage (CritChance was 0.84).
[22:18:53	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 10 damage (CritChance was 0.84).
[22:18:53	]C17:RCT.YELLO-50 has hit npc_vj_zombiesuper in the head dealing 0 damage (CritChance was 0.84).
[22:18:53	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 10 damage (CritChance was 0.84).
[22:18:53	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 0 damage (CritChance was 0.84).
[22:18:53	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 10 damage (CritChance was 0.84).
[22:18:53	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 0 damage (CritChance was 0.84).
[22:18:53	]C17:RCT.YELLO-50 has hit npc_vj_zombiesuper in the head dealing 5 damage (CritChance was 0.84).
[22:18:53	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 0 damage (CritChance was 0.84).
[22:18:53	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 10 damage (CritChance was 0.84).
[22:18:53	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 0 damage (CritChance was 0.84).
[22:18:53	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 10 damage (CritChance was 0.84).
[22:18:54	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 0 damage (CritChance was 0.84).
[22:18:54	]C17:RCT.YELLO-50 has hit npc_vj_zombiesuper in the head dealing 5 damage (CritChance was 0.84).
[22:18:54	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 0 damage (CritChance was 0.84).
[22:18:54	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 10 damage (CritChance was 0.84).
[22:18:54	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 0 damage (CritChance was 0.84).
[22:18:54	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 10 damage (CritChance was 0.84).
[22:18:54	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 0 damage (CritChance was 0.84).
[22:18:54	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 10 damage (CritChance was 0.84).
[22:18:54	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 0 damage (CritChance was 0.84).
[22:18:54	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 10 damage (CritChance was 0.84).
[22:18:54	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 0 damage (CritChance was 0.84).
[22:18:54	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 10 damage (CritChance was 0.84).
[22:18:54	]C17:RCT.YELLO-50 has hit npc_vj_zombiesuper in the head dealing 0 damage (CritChance was 0.84).
[22:18:54	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 10 damage (CritChance was 0.84).
[22:18:54	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 0 damage (CritChance was 0.84).
[22:18:54	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 10 damage (CritChance was 0.84).
[22:18:54	]C17:RCT.YELLO-50 has hit npc_vj_zombiesuper in the head dealing 0 damage (CritChance was 0.84).
[22:18:54	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 10 damage (CritChance was 0.84).
[22:18:54	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 0 damage (CritChance was 0.84).
[22:18:54	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 10 damage (CritChance was 0.84).
[22:18:54	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 0 damage (CritChance was 0.84).
[22:18:54	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 10 damage (CritChance was 0.84).
[22:18:54	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 0 damage (CritChance was 0.84).
[22:18:54	]C17:RCT.YELLO-50 has hit npc_vj_zombiesuper in the head dealing 5 damage (CritChance was 0.84).
[22:19:02	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the chest dealing 0 damage (CritChance was 0.84).
[22:19:02	]C17:RCT.YELLO-50 has hit npc_vj_zombiesuper in the chest dealing 0 damage (CritChance was 0.84).
[22:19:02	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the chest dealing 0 damage (CritChance was 0.84).
[22:19:02	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the chest dealing 9 damage (CritChance was 0.84).
[22:19:02	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the left arm dealing 0 damage (CritChance was 0.84).
[22:19:02	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the left arm dealing 8 damage (CritChance was 0.84).
[22:19:02	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the chest dealing 0 damage (CritChance was 0.84).
[22:19:02	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the chest dealing 0 damage (CritChance was 0.84).
[22:19:02	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the chest dealing 9 damage (CritChance was 0.84).
[22:19:02	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the left arm dealing 0 damage (CritChance was 0.84).
[22:19:02	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the left arm dealing 8 damage (CritChance was 0.84).
[22:19:02	]C17:RCT.YELLO-50 has hit npc_vj_zombiesuper in the chest dealing 0 damage (CritChance was 0.84).
[22:19:02	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the chest dealing 9 damage (CritChance was 0.84).
[22:19:02	]C17:RCT.YELLO-50 has hit npc_vj_zombiesuper in the left arm dealing 0 damage (CritChance was 0.84).
[22:19:02	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the left arm dealing 8 damage (CritChance was 0.84).
[22:19:02	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 10 damage (CritChance was 0.84).
[22:19:02	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 10 damage (CritChance was 0.84).
[22:19:02	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 10 damage (CritChance was 0.84).
[22:19:02	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the chest dealing 9 damage (CritChance was 0.84).
[22:19:02	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 10 damage (CritChance was 0.84).
[22:19:02	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 10 damage (CritChance was 0.84).
[22:19:45	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 0 damage (CritChance was 0.92).
[22:19:45	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 22 damage (CritChance was 0.92).
[22:19:45	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 0 damage (CritChance was 0.92).
[22:19:45	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 22 damage (CritChance was 0.92).
[22:19:46	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the chest dealing 0 damage (CritChance was 0.92).
[22:19:46	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the chest dealing 20 damage (CritChance was 0.92).
[22:19:46	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the chest dealing 0 damage (CritChance was 0.92).
[22:19:46	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the chest dealing 20 damage (CritChance was 0.92).
[22:19:46	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the chest dealing 20 damage (CritChance was 0.92).
[22:19:46	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 22 damage (CritChance was 0.92).
[22:19:46	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 22 damage (CritChance was 0.92).
[22:19:46	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the head dealing 22 damage (CritChance was 0.92).
[22:19:46	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the chest dealing 20 damage (CritChance was 0.92).
[22:19:46	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the stomach dealing 20 damage (CritChance was 0.92).
[22:19:46	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the stomach dealing 20 damage (CritChance was 0.92).
[22:19:47	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the stomach dealing 20 damage (CritChance was 0.92).
[22:19:47	]C17:RCT.YELLO-50 has critically hit npc_vj_zombiesuper in the stomach dealing 20 damage (CritChance was 0.92).
[22:19:57	]C17:RCT.YELLO-50 has spawned a 'NPC [479][npc_vj_gonomearmor]'.
[22:19:58	]C17:RCT.YELLO-50 has critically hit npc_vj_gonomearmor in the chest dealing 20 damage (CritChance was 0.92).
[22:19:58	]C17:RCT.YELLO-50 has critically hit npc_vj_gonomearmor in the head dealing 22 damage (CritChance was 0.92).
[22:19:58	]C17:RCT.YELLO-50 has critically hit npc_vj_gonomearmor in the chest dealing 20 damage (CritChance was 0.92).
[22:19:58	]C17:RCT.YELLO-50 has critically hit npc_vj_gonomearmor in the chest dealing 20 damage (CritChance was 0.92).
[22:19:59	]C17:RCT.YELLO-50 has critically hit npc_vj_gonomearmor in the head dealing 22 damage (CritChance was 0.92).
[22:19:59	]C17:RCT.YELLO-50 has critically hit npc_vj_gonomearmor in the chest dealing 20 damage (CritChance was 0.92).
[22:19:59	]C17:RCT.YELLO-50 has critically hit npc_vj_gonomearmor in the chest dealing 20 damage (CritChance was 0.92).
[22:19:59	]C17:RCT.YELLO-50 has critically hit npc_vj_gonomearmor in the head dealing 22 damage (CritChance was 0.92).
[22:19:59	]C17:RCT.YELLO-50 has critically hit npc_vj_gonomearmor in the head dealing 22 damage (CritChance was 0.92).
[22:19:59	]C17:RCT.YELLO-50 has critically hit npc_vj_gonomearmor in the chest dealing 20 damage (CritChance was 0.92).
[22:19:59	]C17:RCT.YELLO-50 has critically hit npc_vj_gonomearmor in the head dealing 22 damage (CritChance was 0.92).
[22:20:00	]C17:RCT.YELLO-50 has critically hit npc_vj_gonomearmor in the chest dealing 20 damage (CritChance was 0.92).
[22:20:00	]C17:RCT.YELLO-50 has critically hit npc_vj_gonomearmor in the chest dealing 20 damage (CritChance was 0.92).
[22:20:00	]C17:RCT.YELLO-50 has critically hit npc_vj_gonomearmor in the chest dealing 20 damage (CritChance was 0.92).
[22:20:00	]C17:RCT.YELLO-50 has critically hit npc_vj_gonomearmor in the left arm dealing 17 damage (CritChance was 0.92).
[22:20:00	]C17:RCT.YELLO-50 has taken 45 damage from Gonome.
[22:20:03	]C17:RCT.YELLO-50 has hit npc_vj_gonomearmor in the chest dealing 13 damage (CritChance was 0.92).
[22:20:03	]C17:RCT.YELLO-50 has critically hit npc_vj_gonomearmor in the right arm dealing 17 damage (CritChance was 0.92).
[22:20:03	]C17:RCT.YELLO-50 has critically hit npc_vj_gonomearmor in the chest dealing 20 damage (CritChance was 0.92).
[22:20:03	]C17:RCT.YELLO-50 has critically hit npc_vj_gonomearmor in the chest dealing 20 damage (CritChance was 0.92).
[22:20:03	]C17:RCT.YELLO-50 has critically hit npc_vj_gonomearmor in the chest dealing 20 damage (CritChance was 0.92).
[22:20:04	]C17:RCT.YELLO-50 has critically hit npc_vj_gonomearmor in the chest dealing 20 damage (CritChance was 0.92).
[22:20:08	]C17:RCT.YELLO-50 has spawned a 'NPC [479][npc_vj_zomnarch]'.
[22:20:09	]C17:RCT.YELLO-50 has critically hit npc_vj_zomnarch in the right arm dealing 17 damage (CritChance was 0.92).
