[13:28:08	]DavşanAbi has connected.
[20:52:06	]Wallace Breen entered observer.
[20:52:06	]S10/ORD.HURRICANE-36 used command '/PM scn-7 sonucta dükkan müşteri sıra bekliyo vs'.
[20:52:07	]Eldric Kühn used command '/ExitAct'.
[20:52:08	][IC] C24:RCT.YELLO-61: <:: Sorularıma cevap ver. ::>
[20:52:09	][IC] C24:RCT.YELLO-61: <:: Şimdi. ::>
[20:52:12	]S10/EOW.NOMAD-14 has gained a '30rnd Pulse-Şarjörü' #42771.
[20:52:12	]S10/EOW.NOMAD-14 has lost a '30rnd Pulse-Şarjörü' #42791.
[20:52:12	][IC] Eldric Kühn: İyi günler...
[20:52:14	]S10/OWS.GHOST-77 used command '/PM Hurricane aga'.
[20:52:14	]S10:SCN-7 used command '/PM HUrricane demiyorum zaten normalde drone geçtim diye kanka'.
[20:52:17	][IC] C24:RCT.YELLO-61: <:: Neden 404 bölgesindeydin. ::>
[20:52:18	]S10/EOW.NOMAD-14 has gained a '30rnd Pulse-Şarjörü' #42791.
[20:52:18	]S10/EOW.NOMAD-14 has lost a '30rnd Pulse-Şarjörü' #42771.
[20:52:19	]Kül Tigin loaded the character 'Furkan Dağlı'
[20:52:19	]Hans Woods has gained a 'Boş Kupa' #42815.
[20:52:21	]S10/EOW.NOMAD-14 has gained a '30rnd Pulse-Şarjörü' #42771.
[20:52:21	]S10/EOW.NOMAD-14 has lost a '30rnd Pulse-Şarjörü' #42791.
[20:52:21	][IC] C24:RCT.YELLO-61: <:: Ve isyancıların orada. ::>
[20:52:23	][IC] Hans Woods: Lan.
[20:52:23	]S10:SCN-7 used command '/PM Hurricane öylesine yani'.
[20:52:23	]S10/ORD.HURRICANE-36 used command '/PM 77 efm'.
[20:52:24	]Furkan Dağlı is fully healed.
[20:52:25	][IC] S10/EOW.NOMAD-14: <:: Sen. ::>
[20:52:28	][IC] C24:RCT.YELLO-61: <:: Anlat bakalım. ::>
[20:52:28	]S10/OWS.GHOST-77 used command '/PM Hurricane apf ve ya nomad olmak için ne gerekiyo deneyimliyimde'.
[20:52:28	]S10/ORD.HURRICANE-36 entered observer.
[20:52:31	]Wallace Breen used command '/Radio isaac durum raporu ver'.
[20:52:34	]Furkan Dağlı ran 'take' on item 'USP-45' (#38460)
[20:52:34	]Furkan Dağlı has gained a 'USP-45' #38460.
[20:52:35	]Edward Rocky entered observer.
[20:52:38	][IC] S10/EOW.NOMAD-14: <:: Hepiniz, uzak durun. ::>
[20:52:39	]Ural Anderson used command '/ExitAct'.
[20:52:43	]S10/ORD.HURRICANE-36 used command '/Reply şu anda öyle birisini düşünmüyorum'.
[20:52:43	]DavşanAbi has unloaded their "S10:SCN-7" character.
[20:52:45	]Furkan Dağlı ran 'clearChamber' on item 'USP-45' (#38460)
[20:52:45	]Furkan Dağlı has gained a '9mm Tabanca Mermisi' #42816.
[20:52:47	]Furkan Dağlı ran 'split' on item '9mm Tabanca Mermisi' (#42816)
[20:52:47	]Furkan Dağlı has gained a '9mm Tabanca Mermisi' #42817.
[20:52:48	][IC] C24:RCT.YELLO-61: <:: 404 bölgesinde. ::>
[20:52:49	][IC] Eldric Kühn: Ben sonradan geldim, efendim.
[20:52:49	]Furkan Dağlı ran 'combine' on item '9mm Tabanca Mermisi' (#42816)
[20:52:49	]DavşanAbi loaded the character 'C24:RL.KING-2'
[20:52:50	][IC] C24:RCT.YELLO-61: <:: Ne işin vardı. ::>
[20:52:52	]Furkan Dağlı ran 'drop' on item 'USP-45' (#38460)
[20:52:52	]Furkan Dağlı has lost a 'USP-45' #38460.
[20:52:52	]C24:RL.KING-2 entered observer.
[20:52:53	]Furkan Dağlı ran 'drop' on item '9mm Tabanca Mermisi' (#42816)
[20:52:53	]Furkan Dağlı has lost a '9mm Tabanca Mermisi' #42816.
[20:52:53	]Wallace Breen exited observer at their location.
[20:52:54	][IC] C24:RCT.YELLO-61: <:: Cevap ver diyorum sana. ::>
[20:52:55	]S10/ORD.HURRICANE-36 exited observer at their location.
[20:52:55	]Aylin Patron ran SAM command 'asay' with arguments: 'revain silahı bırakıp tekrar alsana eline'
[20:52:56	]C24:RL.KING-2 used command '/Radio 10-8'.
[20:52:57	][IC] S10/ORD.HURRICANE-36: <:: 77. ::>
[20:52:58	][IC] S10/EOW.NOMAD-14: <:: Haha. ::>
[20:52:58	][IC] C24:RCT.YELLO-61: <:: Hiç mi. ::>
[20:53:00	]S10/OWS.GHOST-77 used command '/PM hurricane yani gereksinimler fln ne'.
[20:53:00	]Wallace Breen used command '/Radio isaac sesim gelmiyor mu'.
[20:53:02	]C24:RL.KING-2 exited observer at their location.
[20:53:02	]Edward Rocky exited observer at their location.
[20:53:03	][IC] C24:RCT.YELLO-61: <:: Dalga mı geçiyorsun sen benimle. ::>
[20:53:04	]S10/ORD.HURRICANE-36 used command '/SC tac-5'.
[20:53:04	]S10/OWS.GHOST-77 has gained a '30rnd MP-şarjörü' #41621.
[20:53:04	]S10/OWS.GHOST-77 has lost a '30rnd MP-şarjörü' #41617.
[20:53:05	][IC] S10/EOW.NOMAD-14: <:: Hah3. ::>
[20:53:06	]deathguard loaded the character 'Frederic Schopenhauer'
[20:53:06	][IC] Reginhard  Klaus  Wulfden: Uğraşmayın efendim belli ki meczup.
[20:53:07	][IC] S10/EOW.NOMAD-14: <:: Haha. ::>
[20:53:08	][LOOC] Oscar Davis: 20 kişide bana bakıyor.
[20:53:09	]S10/ORD.HURRICANE-36 used command '/Reply şu anda alım yok'.
[20:53:09	][ME] Edward Rocky: yakasını düzeltir
[20:53:12	]C24:RCT.YELLO-61 used command '/Radio king-2'.
[20:53:16	][IC] C24:RCT.YELLO-61: <:: Burada bekle. ::>
[20:53:17	]S10/ORD.HURRICANE-36 used command '/Reply daha düşünmedim gereksinimlerini'.
[20:53:18	][IC] S10/ORD.HURRICANE-36: <:: 77. ::>
[20:53:20	][LOOC] Eldric Kühn: amk egoisti
[20:53:23	][IC] S10/ORD.HURRICANE-36: <:: Şüpheli gruplaşmayı yukarıdan izle. ::>
[20:53:24	][LOOC] Jerry Lawyer: ajsdjasd
[20:53:26	][LOOC] Isaac Soft: ne yapayım amk aLKJKASDJFJKSDF
[20:53:30	][IC] S10/ORD.HURRICANE-36: <:: Bende çıkış sokağını izliycme. ::>
[20:53:32	][LOOC] Isaac Soft: kralımız emretti
[20:53:34	][IC] S10/OWS.GHOST-77: <:: Lokasyon? ::>
[20:53:36	][IC] Reginhard  Klaus  Wulfden: Burası fazla kalabalık oldu...
[20:53:40	][IC] S10/ORD.HURRICANE-36: <:: Baktığım yer. ::>
[20:53:40	]S10/ORD.HURRICANE-36 used command '/ToggleRaise'.
[20:53:42	][LOOC] Oscar Davis: rl de geldi biri bomba atsa gerçekten combine çökecek.
[20:53:43	][IC] C24:RL.KING-2: <:: Başkan bey burada ne arıyor? ::>
[20:53:50	][IC] S10/OWS.GHOST-77: <:: Copy. ::>
[20:53:50	][IC] S10/ORD.HURRICANE-36: <:: Üstünde bekle. ::>
[20:53:51	]S10/ORD.HURRICANE-36 used command '/ToggleRaise'.
[20:53:51	]Edward Rocky used command '/ActCheer'.
[20:53:52	]Edward Rocky used command '/ExitAct'.
[20:53:54	][IC] Reginhard  Klaus  Wulfden: Hahahaha.
[20:53:55	]S10/ORD.HURRICANE-36 entered observer.
[20:53:56	]C24:RCT.YELLO-61 used command '/Radio king-2 sorgu odasına gelebilir misiniz şüpheli yakalandı'.
[20:53:59	]Wallace Breen entered observer.
[20:54:00	]S10/ORD.HURRICANE-36 used command '/WaypointRemove'.
[20:54:01	][IC] C24:RCT.YELLO-61: <:: Otur yerine. ::>
[20:54:01	]S10/ORD.HURRICANE-36 used command '/WaypointRemove'.
[20:54:02	][IC] Eldric Kühn: Sıkıntınız var mı?
[20:54:02	][IC] C24:RCT.YELLO-61: <:: Dedim. ::>
[20:54:06	][IC] C24:RCT.YELLO-61: <:: Bir daha uyarmıycağım. ::>
[20:54:06	]S10/ORD.HURRICANE-36 exited observer at their location.
[20:54:08	]S10/ORD.HURRICANE-36 used command '/ToggleRaise'.
[20:54:08	]Wallace Breen used command '/PM isaac radioyu cmb ayarla'.
[20:54:10	][IC] C24:RCT.YELLO-61: <:: Otur. ::>
[20:54:10	][LOOC] Ural Anderson: uyarmıyacağım
[20:54:12	]Hans Woods has performed the 'Craft Parçala: Boş Kupa' action, gaining 20 experience in crafting.
[20:54:12	]Hans Woods has gained a 'Plastik Çöp' #42818.
[20:54:12	][IC] C24:RCT.YELLO-61: <:: HEMÖEN! ::>
[20:54:14	][IC] C24:RCT.YELLO-61: <:: HEMEN! ::>
[20:54:15	][IC] Eldric Kühn: Her türlü sıkıntıyı, lütfen bize bildirin.
[20:54:15	]Edward Rocky entered observer.
[20:54:16	][LOOC] Ural Anderson: hemöen
[20:54:18	][IC] C24:RL.KING-2: <:: Sorun ne acemi? ::>
[20:54:20	][IC] S10/ORD.HURRICANE-36: <:: 77. ::>
[20:54:20	][IC] C24:RCT.YELLO-61: <:: Efendim. ::>
[20:54:25	]Hans Woods has performed the 'Craft Parçala: Parçalanmış Çekmece' action, gaining 40 experience in crafting.
[20:54:25	]Hans Woods has gained a 'Çivi Kutusu' #42819.
[20:54:25	]Hans Woods has gained a 'Ahşap Tahta' #42820.
[20:54:26	][IC] Eldric Kühn: Biz, sizlerin, halkın temsilcisiyiz.
[20:54:27	][IC] S10/ORD.HURRICANE-36: <:: Baktığım yerden izle. ::>
[20:54:28	][ME] Isaac Soft: kolundan çekeler
[20:54:28	][IC] C24:RCT.YELLO-61: <:: Ota lar bu herifi 404 bölgesinde yakalamış. ::>
[20:54:32	]Edward Rocky exited observer at their location.
[20:54:33	]Wallace Breen exited observer at their location.
[20:54:34	]Wallace Breen entered observer.
[20:54:34	][IC] Eldric Kühn: Evet, efendim?
[20:54:35	]Muhammed Ali has connected.
[20:54:35	][IC] C24:RCT.YELLO-61: <:: O sırada görev de tek ben vardım bana verdiler. ::>
[20:54:35	]Wallace Breen exited observer at their location.
[20:54:38	][ME] C24:RL.KING-2: Derin bir nefes çeker
[20:54:39	][IC] S10/EOW.NOMAD-14: <:: Geri çekilin. ::>
[20:54:42	][IC] S10/EOW.NOMAD-14: <:: Olası Tehlike. ::>
[20:54:42	][IC] C24:RCT.YELLO-61: <:: Bende ufaktan sorgulamaya çalışıyordum. ::>
[20:54:45	]Wonder Of You loaded the character 'Slavus Lavin'
[20:54:46	][IC] C24:RL.KING-2: <:: 404'de ne arıyordun? ::>
[20:54:47	]S10/ORD.HURRICANE-36 has given himself a surgerykit.
[20:54:47	]S10/ORD.HURRICANE-36 has gained a 'Cerrahi Kit' #42821.
[20:54:47	]Slavus Lavin entered observer.
[20:54:47	][IC] Eldric Kühn: Efendim, Breenist Konsilyümünün başındayım.
[20:54:48	][IC] C24:RCT.YELLO-61: <:: Sizi görünce hemen haber verdim. ::>
[20:54:51	][IC] Ural Anderson: Keşfediyordum.
[20:54:52	]Slavus Lavin exited observer at their location.
[20:54:53	][IC] Ural Anderson: Ortalığı.
[20:54:54	]S10/ORD.HURRICANE-36 ran 'drop' on item 'Kömür' (#40000)
[20:54:54	]S10/ORD.HURRICANE-36 has lost a 'Kömür' #40000.
[20:54:55	]S10/ORD.HURRICANE-36 ran 'drop' on item 'Kumaş' (#39890)
[20:54:55	]S10/ORD.HURRICANE-36 has lost a 'Kumaş' #39890.
[20:54:56	][IC] C24:RL.KING-2: <:: Keşfediyor muydun? ::>
[20:54:58	]S10/ORD.HURRICANE-36 has used a context menu option with the name: remove
[20:54:59	]S10/ORD.HURRICANE-36 has used a context menu option with the name: remove
[20:55:00	][IC] Reginhard  Klaus  Wulfden: Kapkaççı efendim bu cüce!
[20:55:02	][IC] C24:RCT.YELLO-61: <:: Bence dalga geçiyor. ::>
[20:55:03	][IC] C24:RL.KING-2: <:: Her vatandaş 404'e girmenin yasak olduğunu bilir. ::>
[20:55:03	]S10/ORD.HURRICANE-36 has given himself a adrenaline.
[20:55:03	]S10/ORD.HURRICANE-36 has gained a 'Adrenalin' #42822.
[20:55:04	]S10/EOW.NOMAD-14 is fully healed.
[20:55:05	]Slavus Lavin ran 'EquipUn' on item 'Popper' (#35529)
[20:55:05	]Slavus Lavin has gained a '6rnd Popper-Şarjörü' #35532.
[20:55:06	][ME] Edward Rocky: yakasını düzeltir
[20:55:09	][IC] Ural Anderson: Ben bilmiyorum.
[20:55:10	][IC] Eldric Kühn: Elbette, efendim.
[20:55:15	][IC] C24:RL.KING-2: <:: Yasak olan yerleri keşfetmeyi sever misin hep? ::>
[20:55:16	]Frederic Schopenhauer used command '/ActLean'.
[20:55:19	][IC] Ural Anderson: Evet.
[20:55:20	]S10/ORD.HURRICANE-36 ran 'Equip' on item 'Combine PDA' (#16060)
[20:55:21	][IC] Ural Anderson: Hayır.
[20:55:21	]Aylin Patron used command '/ActLean 2'.
[20:55:22	]Frederic Schopenhauer ran 'smoke' on item 'Sigara' (#41733)
[20:55:22	]Frederic Schopenhauer ran 'Consume' on item 'Viski' (#37757)
[20:55:22	]Frederic Schopenhauer has gained a level 4 long boost in Güç.
[20:55:22	]Frederic Schopenhauer has gained a level -2 long boost in Algı.
[20:55:23	]Frederic Schopenhauer has gained a 'Boş Bourbon Şişesi' #42823.
[20:55:24	]S10/ORD.HURRICANE-36 ran 'EquipUn' on item 'AR-2' (#16731)
[20:55:24	]S10/ORD.HURRICANE-36 has gained a '30rnd Pulse-Şarjörü' #16724.
[20:55:25	]S10/ORD.HURRICANE-36 ran 'Equip' on item 'Combine PDA' (#16060)
[20:55:26	]S10/ORD.HURRICANE-36 ran 'Equip' on item 'AR-2' (#16731)
[20:55:27	]Muhammed Ali loaded the character 'Henry Stadtfeld'
[20:55:28	][IC] C24:RL.KING-2: <:: Bir de dalga geçiyorsun demekki. ::>
[20:55:28	]S10/ORD.HURRICANE-36 has lost a '30rnd Pulse-Şarjörü' #16724.
[20:55:30	][IC] C24:RL.KING-2: <:: Yürek yemişsin. ::>
[20:55:30	][IC] Ural Anderson: Eskiden severdim.
[20:55:31	][IC] Hans Woods: Yardım edin.
[20:55:31	][IC] Eldric Kühn: Tabi, efendim. Elbette.
[20:55:32	][IC] Ural Anderson: Askeri üsslere.
[20:55:34	][IC] Ural Anderson: Gizlcie girerdim.
[20:55:37	]S10/ORD.HURRICANE-36 used command '/ToggleRaise'.
[20:55:42	][Y] S10/ORD.HURRICANE-36: <:: Kal yerinde. ::>
[20:55:42	][IC] C24:RL.KING-2: <:: Casus muydun? ::>
[20:55:42	]Eldric Kühn ran SAM command 'asay' with arguments: 'aya abi sib karakterine geçme ihtimalin var mı'
[20:55:45	][IC] Ural Anderson: Evet.
[20:55:46	][Y] S10/ORD.HURRICANE-36: <:: Duvara geç. ::>
[20:55:47	][IC] C24:RL.KING-2: <:: Cesaretini taktir ettim. ::>
[20:55:48	][Y] S10/ORD.HURRICANE-36: <:: Hemen. ::>
[20:55:49	]Aylin Patron used command '/ExitAct'.
[20:55:50	]Frederic Schopenhauer ran 'light' on item 'Plastik Çakmak' (#33670)
[20:55:51	]Eldric Kühn ran SAM command 'asay' with arguments: 'kabine toplanısıolcak glb'
[20:55:55	][Y] S10/ORD.HURRICANE-36: <:: Hareket edersen vuracağım. ::>
[20:55:56	][IC] C24:RL.KING-2: <:: Böyle şeyleri kolayca söylemen. ::>
[20:55:59	]Reginhard  Klaus  Wulfden ran 'drop' on item 'Sigara' (#41748)
[20:55:59	]Reginhard  Klaus  Wulfden has lost a 'Sigara' #41748.
[20:56:00	]S10/ORD.HURRICANE-36 used command '/SC tac-3'.
[20:56:04	]Jerry Lawyer ran 'drop' on item 'Sigara' (#42755)
[20:56:04	]Jerry Lawyer has lost a 'Sigara' #42755.
[20:56:05	][IC] C24:RL.KING-2: <:: Her insanın cesaret edebileceği bir şey değil. ::>
[20:56:08	][IC] Ural Anderson: Eski kaffffir düzen yıkıldı en azından.
[20:56:08	]Isaac Soft used command '/PM sla aga büyük bi toplantı mawsaası yap'.
[20:56:10	][IC] Eldric Kühn: Evet?
[20:56:10	][IC] Ural Anderson: Yeni uu düzeni.
[20:56:10	]Reginhard  Klaus  Wulfden ran 'take' on item 'Sigara' (#42755)
[20:56:10	]Reginhard  Klaus  Wulfden has gained a 'Sigara' #42755.
[20:56:11	][IC] Ural Anderson: Geldi.
[20:56:11	]S10/ORD.HURRICANE-36 used command '/Radio süpheli bol süphelisi RDM 'de'.
[20:56:12	]Frederic Schopenhauer used command '/ExitAct'.
[20:56:12	][IC] Ural Anderson: Yaşasın combine.
[20:56:14	][ME] Edward Rocky: bavulunu uzatır
[20:56:15	][LOOC] Ural Anderson: MKDASMKDFASMKDFASDF
[20:56:16	][IC] Eldric Kühn: Hayır, teşekkürler.
[20:56:17	]Slavus Lavin ran 'SetCredits' on item '#60119 Kimlik Kartı' (#35205)
[20:56:18	][IC] C24:RL.KING-2: <:: Pekala. ::>
[20:56:20	]Wonder Of You has set card #35205's credits to 500.
[20:56:20	][ME] Aylin Patron: kişiyi inceler
[20:56:20	]S10/ORD.HURRICANE-36 used command '/Radio 10-20 üst plaza'.
[20:56:22	][IC] Reginhard  Klaus  Wulfden: Hahahha hemen ikram etmeyecektin..
[20:56:26	]Hans Woods ran 'take' on item 'Boş Şarap Şişesi' (#42824)
[20:56:26	]Hans Woods has gained a 'Boş Şarap Şişesi' #42824.
[20:56:27	]Slavus Lavin used command '/PM isaac dur'.
[20:56:28	][IC] S10/EOW.NOMAD-14: <:: Administer, Geri çekilin fazla yaklaşmayın. ::>
[20:56:32	][IC] S10/EOW.NOMAD-14: <:: Güvenliğiniz önemli. ::>
[20:56:33	][IC] C24:RL.KING-2: <:: Bu herifin 10 sosyo puanını kır. ::>
[20:56:35	]Reginhard  Klaus  Wulfden ran 'smoke' on item 'Sigara' (#42755)
[20:56:36	]Hans Woods has performed the 'Craft Parçala: Şarap Şişesi' action, gaining 20 experience in crafting.
[20:56:36	]Hans Woods has gained a 'Cam kırıkları' #42825.
[20:56:37	]Reginhard  Klaus  Wulfden ran 'light' on item 'Plastik Çakmak' (#41776)
[20:56:37	]Jerry Lawyer ran SAM command 'asay' with arguments: 'administrakter'
[20:56:37	][IC] Furkan Dağlı: Efendim?
[20:56:39	]Reginhard  Klaus  Wulfden ran 'drop' on item 'Plastik Çakmak' (#41776)
[20:56:39	]Reginhard  Klaus  Wulfden has lost a 'Plastik Çakmak' #41776.
[20:56:39	][IC] C24:RL.KING-2: <:: Ağırlaştırılmış rehabilitisyon uygula. ::>
[20:56:40	]Edward Rocky ran SAM command 'asay' with arguments: 'sgyhsu9jgıkpolğüş'
[20:56:40	]S10/ORD.HURRICANE-36 used command '/Radio BOL Şüphelisi Plazada'.
[20:56:41	][IC] C24:RL.KING-2: <:: Ukala. ::>
[20:56:41	][Y] S10/ORD.HURRICANE-36: <:: Dur. ::>
[20:56:43	][Y] S10/ORD.HURRICANE-36: <:: Geç duvara. ::>
[20:56:45	]Jerry Lawyer ran 'take' on item 'Plastik Çakmak' (#41776)
[20:56:45	]Jerry Lawyer has gained a 'Plastik Çakmak' #41776.
[20:56:46	][IC] C24:RCT.YELLO-61: <:: Emredersiniz. ::>
[20:56:50	][IC] S10/EOW.NOMAD-14: <:: Copy. ::>
[20:56:51	][IC] C24:RCT.YELLO-61: <:: Doğrula. ::>
[20:56:53	][IC] S10/EOW.NOMAD-14: <:: Anlaşıldı. ::>
[20:56:54	]C24:RL.KING-2 used command '/Radio 10-4'.
[20:56:54	]S10/ORD.HURRICANE-36 used command '/Radio 10-20 Üst plaza'.
[20:56:55	]Jerry Lawyer ran 'smoke' on item 'Sigara' (#42750)
[20:56:56	]Tommy Gatti ran 'RequestCredits' on item 'POS Cihazı' (#35695)
[20:56:57	][IC] Ural Anderson: !apply.
[20:56:57	]Frederic Schopenhauer used command '/ActLean'.
[20:57:04	][IC] Ural Anderson: !kimlik.
[20:57:05	][IC] C24:RL.KING-2: <:: Sen. ::>
[20:57:05	]Jerry Lawyer ran 'drop' on item 'Sigara' (#42750)
[20:57:05	]Jerry Lawyer has lost a 'Sigara' #42750.
[20:57:06	][IC] Ural Anderson: :skull:.
[20:57:07	]Tommy Gatti ran 'RequestCredits' on item 'POS Cihazı' (#35695)
[20:57:07	]Jerry Lawyer ran 'smoke' on item 'Sigara' (#42753)
[20:57:08	][IC] C24:RL.KING-2: <:: Arkanı dön. ::>
[20:57:08	]S10/ORD.HURRICANE-36 used command '/Radio evet o'.
[20:57:09	]S10/ORD.HURRICANE-36 used command '/ToggleRaise'.
[20:57:09	][IC] C24:RL.KING-2: <:: Duvara geç. ::>
[20:57:11	][LOOC] C24:RCT.YELLO-61: aplllly desem de doğrula diğcek aq
[20:57:15	][ME] C24:RL.KING-2: Şahısın arkasına geçer ellerini üstünde gezdirir ve ceplerini karıştırır
[20:57:16	]Jerry Lawyer ran 'light' on item 'Plastik Çakmak' (#41776)
[20:57:16	]Plastik Çakmak owned by Jerry Lawyer just broke due to usage.
[20:57:17	][LOOC] C24:RCT.YELLO-61: /id
[20:57:19	]Ural Anderson used command '/ID'.
[20:57:24	]C24:RL.KING-2 used command '/CharSearch'.
[20:57:24	]Hans Woods has gained a 'Eski Masa Saati' #42826.
[20:57:24	]Hans Woods has gained a 'Kova' #42827.
[20:57:29	][IC] S10/EOW.NOMAD-14: <:: Sen. ::>
[20:57:31	][IC] Reginhard  Klaus  Wulfden: Ateşin var mı Jerry!!
[20:57:32	][IC] S10/EOW.NOMAD-14: <:: Fazla yaklaşma. ::>
[20:57:36	][IC] S10/EOW.NOMAD-14: <:: Hayır. ::>
[20:57:49	][IC] C24:RL.KING-2: <:: Arkanı dön. ::>
[20:57:50	][IC] C24:RL.KING-2: <:: Şimdi. ::>
[20:57:54	][IC] C24:RCT.YELLO-61: <:: Sosyal kredin kırıldı. ::>
[20:57:57	][ME] Reginhard  Klaus  Wulfden: eliyle hafifçe Ayline dokunur.
[20:57:57	][IC] C24:RCT.YELLO-61: <:: Sıra cezanda. ::>
[20:57:59	][LOOC] Ural Anderson: çin
[20:58:02	][ME] C24:RL.KING-2: Şahısın ellerini sıkıca tutar ve kelepçelemeye çalışır
[20:58:03	]C24:RL.KING-2 ran 'Use' on item 'Lastik Kelepçe' (#36964)
[20:58:04	][IC] Reginhard  Klaus  Wulfden: Bence biz arkada duralım.
[20:58:09	][IC] S10/EOW.NOMAD-14: <:: ? ::>
[20:58:10	]Henry Stadtfeld ran SAM command 'asay' with arguments: 'calladmin burada kaldım kapıyıda kitlemişler'
[20:58:10	][IC] C24:RCT.YELLO-61: <:: Duvara geç. ::>
[20:58:12	][IC] C24:RCT.YELLO-61: <:: Ve benii bekle. ::>
[20:58:14	]Frederic Schopenhauer used command '/ExitAct'.
[20:58:16	][ME] C24:RL.KING-2: Direnir mi?
[20:58:16	][IC] C24:RCT.YELLO-61: <:: Haha. ::>
[20:58:19	]Aylin Patron used command '/ActLean 2'.
[20:58:21	][IC] Furkan Dağlı: *Direnmez*.
[20:58:24	]C24:RL.KING-2 ran 'Use' on item 'Lastik Kelepçe' (#36964)
[20:58:24	]Frederic Schopenhauer used command '/ActLean'.
[20:58:28	]Eldric Kühn used command '/ActStand 4'.
[20:58:28	]S10/ORD.HURRICANE-36 claimed a report by Henry Stadtfeld (Muhammed Ali).
[20:58:30	]Eldric Kühn used command '/ExitAct'.
[20:58:30	]Reginhard  Klaus  Wulfden used command '/ActSitWall'.
[20:58:30	]S10/ORD.HURRICANE-36 entered observer.
[20:58:33	]S10/ORD.HURRICANE-36 ran SAM command 'goto' with arguments: 'henry'
[20:58:34	][ME] C24:RL.KING-2: Çantasını açar
[20:58:36	]Isaac Soft has used a context menu option with the name: remove
[20:58:38	][IC] Furkan Dağlı: Ohal falan mı oldu efendim neden böyle arıyorsunuz beni.
[20:58:39	]Hans Woods has gained a 'Kova' #42828.
[20:58:39	]S10/ORD.HURRICANE-36 ran SAM command 'bring' with arguments: 'henry'
[20:58:41	][ME] C24:RL.KING-2: Çantasından bir torba çıkartır
[20:58:44	]C24:RL.KING-2 ran 'Use' on item 'Draw String Canvas Bag' (#37011)
[20:58:44	]S10/EOW.NOMAD-14 ran SAM command 'asay' with arguments: 'kaiser'i özledim'
[20:58:46	][ME] Reginhard  Klaus  Wulfden: Sigarasını içli içli çekiyor...
[20:58:47	]Tommy Gatti ran 'RequestCredits' on item 'POS Cihazı' (#35695)
[20:58:49	]Jerry Lawyer ran SAM command 'asay' with arguments: ':('
[20:58:53	]Tommy Gatti ran 'RequestCredits' on item 'POS Cihazı' (#35695)
[20:58:58	]Edward Rocky ran SAM command 'asay' with arguments: 'gazete çıkarıcaz'
[20:59:00	]Tommy Gatti ran 'RequestCredits' on item 'POS Cihazı' (#35695)
[20:59:01	]Edward Rocky ran SAM command 'asay' with arguments: 'hakkında'
[20:59:02	]Oscar Davis used command '/ActSitWall'.
[20:59:02	][IC] Reginhard  Klaus  Wulfden: Hahahaha.
[20:59:05	][IC] C24:RCT.YELLO-61: <:: Efendim. ::>
[20:59:07	]Oscar Davis used command '/ActSitWall'.
[20:59:07	]S10/EOW.NOMAD-14 ran SAM command 'asay' with arguments: 'sürekli düğmelerime basmalarını özledim'
[20:59:10	][IC] C24:RCT.YELLO-61: <:: Kredisi kırılddı. ::>
[20:59:10	]Tommy Gatti ran 'RequestCredits' on item 'POS Cihazı' (#35695)
[20:59:10	]Oscar Davis used command '/ActSitWall'.
[20:59:13	][IC] C24:RL.KING-2: <:: Çıkar o halde. ::>
[20:59:13	]Edward Rocky entered observer.
[20:59:15	]Eldric Kühn entered observer.
[20:59:16	]Slavus Lavin (CID: 60119, item: 35205) has send 250 credits to Tommy Gatti (CID: 95926, item: 29909) via POS device for 'bağış'.
[20:59:16	]Edward Rocky exited observer at their location.
[20:59:18	]Tom Gatti opened the 'Büyük Metal Dolap' #4185 container.
[20:59:18	]Edward Rocky entered observer.
[20:59:19	]Edward Rocky exited observer at their location.
[20:59:19	]Eldric Kühn exited observer at their location.
[20:59:21	]Oscar Davis used command '/ActSitWall'.
[20:59:21	]Tom Gatti has transferred a 'Makas' #35724 to a container with the name 'Büyük Metal Dolap' #4185.
[20:59:23	]Tom Gatti closed the 'Büyük Metal Dolap' #4185 container.
[20:59:23	]Reginhard  Klaus  Wulfden used command '/ExitAct'.
[20:59:24	]Tom Gatti opened the 'Büyük Metal Dolap' #4184 container.
[20:59:25	]Oscar Davis used command '/ExitAct'.
[20:59:28	]Tom Gatti has transferred a 'Bez Paçavralar' #27058 to a container with the name 'Büyük Metal Dolap' #4184.
[20:59:29	]Eldric Kühn entered observer.
[20:59:29	]Tom Gatti closed the 'Büyük Metal Dolap' #4184 container.
[20:59:29	][IC] Reginhard  Klaus  Wulfden: O Lokumu alır...
[20:59:30	]Eldric Kühn exited observer at their location.
[20:59:31	]Eldric Kühn entered observer.
[20:59:34	][IC] C24:RCT.YELLO-61: <:: Arkana dön. ::>
[20:59:35	]Aylin Patron used command '/ExitAct'.
[20:59:35	]Eldric Kühn exited observer at their location.
[20:59:36	]Oscar Davis used command '/ActSitWall'.
[20:59:37	][IC] Furkan Dağlı: ...
[20:59:38	]C24:RCT.YELLO-61 has critically hit Ural Anderson dealing 8 damage (CritChance was 1.00).
[20:59:38	]Ural Anderson has taken 7 damage from C24:RCT.YELLO-61.
[20:59:38	]S10/ORD.HURRICANE-36 used the 'OSG Dağıtıcısı' vendor.
[20:59:38	]S10/EOW.NOMAD-14 ran SAM command 'asay' with arguments: 'bir kere patlamıştık ama özledim'
[20:59:39	]Oscar Davis used command '/ActSitWall'.
[20:59:39	]C24:RCT.YELLO-61 has critically hit Ural Anderson dealing 8 damage (CritChance was 1.00).
[20:59:39	]Ural Anderson was knocked unconscious and is bleeding out.
