[16:13:41	]Jhonny has connected.
[21:11:44	]C24:RL.XRAY-57 has critically hit npc_metropolice in the head dealing 18 damage (CritChance was 0.92).
[21:11:45	]C24:RL.XRAY-57 has critically hit npc_metropolice in the head dealing 18 damage (CritChance was 0.92).
[21:12:22	][IC] C24:i3.UNION-66: Hasta.
[21:12:49	]C24:i3.UNION-66 ran 'stopsmoke' on item 'Sigara' (#15896)
[21:12:56	][IC] C24:i3.UNION-66: <:: Fiziksel travma. ::>
[21:12:57	]C24:CpT.JURY-173 has critically hit C24:RL.XRAY-57 in the right leg dealing 4 damage (CritChance was 0.92).
[21:12:57	]C24:RL.XRAY-57 has taken 4 damage from C24:CpT.JURY-173.
[21:12:57	][IC] C24:i3.UNION-66: <:: Var mı. ::>
[21:12:59	]C24:RL.XRAY-57 is fully healed.
[21:13:00	]C24:CpT.JURY-173 has critically hit C24:RL.XRAY-57 in the head dealing 16 damage (CritChance was 0.92).
[21:13:00	]C24:RL.XRAY-57 has taken 16 damage from C24:CpT.JURY-173.
[21:13:01	]C24:CpT.JURY-173 has gained level 20 in the Silahlar skill.
[21:13:01	]C24:CpT.JURY-173 has critically hit C24:RL.XRAY-57 in the head dealing 16 damage (CritChance was 0.92).
[21:13:01	]C24:RL.XRAY-57 has taken 16 damage from C24:CpT.JURY-173.
[21:13:01	]C24:CpT.JURY-173 has critically hit C24:RL.XRAY-57 in the head dealing 16 damage (CritChance was 0.92).
[21:13:01	]C24:RL.XRAY-57 has taken 16 damage from C24:CpT.JURY-173.
[21:13:01	]C24:CpT.JURY-173 has critically hit C24:RL.XRAY-57 in the head dealing 16 damage (CritChance was 0.92).
[21:13:01	]C24:RL.XRAY-57 has taken 16 damage from C24:CpT.JURY-173.
[21:13:02	]C24:CpT.JURY-173 has gained level 21 in the Silahlar skill.
[21:13:02	]C24:CpT.JURY-173 has critically hit C24:RL.XRAY-57 in the head dealing 16 damage (CritChance was 0.92).
[21:13:02	]C24:RL.XRAY-57 has taken 16 damage from C24:CpT.JURY-173.
[21:13:02	]C24:CpT.JURY-173 has critically hit C24:RL.XRAY-57 in the head dealing 16 damage (CritChance was 0.92).
[21:13:02	]C24:RL.XRAY-57 has taken 16 damage from C24:CpT.JURY-173.
[21:13:02	]C24:CpT.JURY-173 has critically hit C24:RL.XRAY-57 in the head dealing 16 damage (CritChance was 0.92).
[21:13:02	]C24:RL.XRAY-57 has taken 16 damage from C24:CpT.JURY-173.
[21:13:02	]C24:CpT.JURY-173 has critically hit C24:RL.XRAY-57 in the head dealing 16 damage (CritChance was 0.92).
[21:13:02	]C24:RL.XRAY-57 has taken 16 damage from C24:CpT.JURY-173.
[21:13:02	]C24:CpT.JURY-173 has gained level 22 in the Silahlar skill.
[21:13:02	]C24:CpT.JURY-173 has critically hit C24:RL.XRAY-57 in the head dealing 16 damage (CritChance was 0.92).
[21:13:02	]C24:RL.XRAY-57 has taken 16 damage from C24:CpT.JURY-173.
[21:13:03	]C24:CpT.JURY-173 has critically hit C24:RL.XRAY-57 in the head dealing 16 damage (CritChance was 0.93).
[21:13:03	]C24:RL.XRAY-57 has taken 16 damage from C24:CpT.JURY-173.
[21:13:03	]C24:CpT.JURY-173 has critically hit C24:RL.XRAY-57 in the head dealing 16 damage (CritChance was 0.93).
[21:13:03	]C24:RL.XRAY-57 has taken 16 damage from C24:CpT.JURY-173.
[21:13:03	]C24:CpT.JURY-173 has critically hit C24:RL.XRAY-57 in the head dealing 16 damage (CritChance was 0.93).
[21:13:03	]C24:RL.XRAY-57 has taken 16 damage from C24:CpT.JURY-173.
[21:13:03	]C24:CpT.JURY-173 has gained level 23 in the Silahlar skill.
[21:13:03	]C24:CpT.JURY-173 has critically hit C24:RL.XRAY-57 in the head dealing 16 damage (CritChance was 0.93).
[21:13:03	]C24:RL.XRAY-57 has taken 16 damage from C24:CpT.JURY-173.
[21:13:03	]C24:CpT.JURY-173 has critically hit C24:RL.XRAY-57 in the head dealing 16 damage (CritChance was 0.93).
[21:13:03	]C24:RL.XRAY-57 has taken 16 damage from C24:CpT.JURY-173.
[21:13:03	]C24:CpT.JURY-173 has critically hit C24:RL.XRAY-57 in the head dealing 16 damage (CritChance was 0.93).
[21:13:03	]C24:RL.XRAY-57 has taken 16 damage from C24:CpT.JURY-173.
[21:13:03	]C24:CpT.JURY-173 has critically hit C24:RL.XRAY-57 in the head dealing 16 damage (CritChance was 0.93).
[21:13:03	]C24:RL.XRAY-57 has taken 16 damage from C24:CpT.JURY-173.
[21:13:03	]C24:CpT.JURY-173 has gained level 24 in the Silahlar skill.
[21:13:03	]C24:CpT.JURY-173 has critically hit C24:RL.XRAY-57 in the head dealing 16 damage (CritChance was 0.93).
[21:13:03	]C24:RL.XRAY-57 has taken 16 damage from C24:CpT.JURY-173.
[21:13:03	]C24:CpT.JURY-173 has critically hit C24:RL.XRAY-57 in the head dealing 16 damage (CritChance was 0.94).
[21:13:03	]C24:RL.XRAY-57 has taken 16 damage from C24:CpT.JURY-173.
[21:13:04	]C24:RL.XRAY-57 is fully healed.
[21:13:05	]C24:CpT.JURY-173 has critically hit C24:RL.XRAY-57 in the head dealing 16 damage (CritChance was 0.94).
[21:13:05	]C24:RL.XRAY-57 has taken 16 damage from C24:CpT.JURY-173.
[21:13:05	]C24:CpT.JURY-173 has critically hit C24:RL.XRAY-57 in the head dealing 16 damage (CritChance was 0.94).
[21:13:05	]C24:RL.XRAY-57 has taken 16 damage from C24:CpT.JURY-173.
[21:13:06	]C24:CpT.JURY-173 has gained level 25 in the Silahlar skill.
[21:13:06	]C24:CpT.JURY-173 has critically hit C24:RL.XRAY-57 in the head dealing 16 damage (CritChance was 0.94).
[21:13:06	]C24:RL.XRAY-57 has taken 16 damage from C24:CpT.JURY-173.
[21:13:06	]C24:CpT.JURY-173 has critically hit C24:RL.XRAY-57 in the head dealing 16 damage (CritChance was 0.94).
[21:13:06	]C24:RL.XRAY-57 has taken 16 damage from C24:CpT.JURY-173.
[21:13:07	]C24:RL.XRAY-57 ran SAM command 'ungod' with arguments: ''
[21:13:07	][IC] C24:i3.UNION-66: <:: Gelmedi. ::>
[21:13:09	]C24:CpT.JURY-173 has critically hit C24:RL.XRAY-57 in the head dealing 16 damage (CritChance was 0.94).
[21:13:09	]C24:RL.XRAY-57 has taken 16 damage from C24:CpT.JURY-173.
[21:13:09	]C24:CpT.JURY-173 has critically hit C24:RL.XRAY-57 in the head dealing 16 damage (CritChance was 0.94).
[21:13:09	]C24:RL.XRAY-57 has taken 16 damage from C24:CpT.JURY-173.
[21:13:09	]C24:CpT.JURY-173 has gained level 26 in the Silahlar skill.
[21:13:09	]C24:CpT.JURY-173 has critically hit C24:RL.XRAY-57 in the head dealing 16 damage (CritChance was 0.94).
[21:13:09	]C24:RL.XRAY-57 has taken 16 damage from C24:CpT.JURY-173.
[21:13:09	]C24:RL.XRAY-57 is fully healed.
[21:13:09	]C24:CpT.JURY-173 has critically hit C24:RL.XRAY-57 in the head dealing 16 damage (CritChance was 0.95).
[21:13:09	]C24:RL.XRAY-57 has taken 16 damage from C24:CpT.JURY-173.
[21:13:09	]C24:CpT.JURY-173 has critically hit C24:RL.XRAY-57 in the head dealing 16 damage (CritChance was 0.95).
[21:13:09	]C24:RL.XRAY-57 has taken 16 damage from C24:CpT.JURY-173.
[21:13:09	]C24:CpT.JURY-173 has critically hit C24:RL.XRAY-57 in the head dealing 16 damage (CritChance was 0.95).
[21:13:09	]C24:RL.XRAY-57 has taken 16 damage from C24:CpT.JURY-173.
[21:13:14	]C24:RL.XRAY-57 is fully healed.
[21:13:16	][IC] C24:i5.VICTOR-61: <:: Gelmio. ::>
[21:13:16	]C24:RL.XRAY-57 has taken 51 damage from C24:CpT.JURY-173.
[21:13:16	]C24:RL.XRAY-57 has taken 51 damage from C24:CpT.JURY-173.
[21:13:17	]C24:RL.XRAY-57 has taken 51 damage from C24:CpT.JURY-173.
[21:13:17	]C24:RL.XRAY-57 has taken 51 damage from C24:CpT.JURY-173.
[21:13:17	]C24:RL.XRAY-57 has taken 51 damage from C24:CpT.JURY-173.
[21:13:18	]C24:RL.XRAY-57 has taken 51 damage from C24:CpT.JURY-173.
[21:13:18	]C24:RL.XRAY-57 has taken 51 damage from C24:CpT.JURY-173.
[21:13:18	]C24:RL.XRAY-57 has taken 51 damage from C24:CpT.JURY-173.
[21:13:18	]C24:RL.XRAY-57 has taken 51 damage from C24:CpT.JURY-173.
[21:13:18	]C24:RL.XRAY-57 ran SAM command 'hp' with arguments: '^' '100'
[21:13:18	]C24:RL.XRAY-57 has taken 51 damage from C24:CpT.JURY-173.
[21:13:19	]C24:RL.XRAY-57 has gained a '20rnd FiveSeven-şarjörü' #13759.
[21:13:19	]C24:RL.XRAY-57 was knocked unconscious and is bleeding out.
[21:13:20	]C24:RL.XRAY-57 was killed while bleeding out.
[21:13:20	]C24:CpT.JURY-173 has killed C24:RL.XRAY-57 with player.
[21:13:20	]C24:RL.XRAY-57 has dropped: 30x 9mm Tabanca Mermisi (#13748); 30x 9mm Tabanca Mermisi (#13747); 20rnd FiveSeven-şarjörü (#13756); SK Üniforması (#13724); 30x SMG Mermisi (#13755); 30x 9mm Tabanca Mermisi (#13749); MP7A1 (#13730); 20rnd FiveSeven-şarjörü (#13759); Flashlight (#13777); FiveSeven (#13729); SK Maskesi (#13725); Combine Filter (#13745); Tıbbi Direnişçi Üniforması (#16972); 30x 9mm Tabanca Mermisi (#13750); 30rnd MP-şarjörü (#13758); 30x SMG Mermisi (#13794); Stunstick (#13766); Zip-Tie (#13734); El Telsizi (#13726); Spoiled Çivili Fincan Kahve (#12944); Combine Filter (#13744); Zip-Tie (#13731); Zip-Tie (#13732); Not Defteri (#13767); 4x Ağrı Kesici (#13739); 4x Dezenfekte Bandaj Rulosu (#13740); 2x Dezenfekte Bandaj Rulosu (#13741);
[21:13:23	][IC] C24:i3.UNION-66: <:: Çıktı. ::>
[21:13:25	][IC] C24:i3.UNION-66: <:: Fiziksel travma. ::>
[21:13:26	][IC] C24:i3.UNION-66: <:: Iyi. ::>
[21:13:34	]C24:RL.XRAY-57 entered observer.
[21:13:36	]C24:RL.XRAY-57 exited observer at their location.
[21:13:41	]C24:RL.XRAY-57 entered observer.
[21:13:43	]C24:RL.XRAY-57 exited observer at their location.
[21:13:44	]C24:RL.XRAY-57 opened the 'Dropped Items' #2645 container.
[21:13:47	]C24:RL.XRAY-57 has gained a 'SK Maskesi' #13725 from a container with the name 'Dropped Items' #2645.
[21:13:49	]C24:RL.XRAY-57 has gained a 'Tıbbi Direnişçi Üniforması' #16972 from a container with the name 'Dropped Items' #2645.
[21:13:51	]C24:RL.XRAY-57 has gained a 'SMG Mermisi' #13755 from a container with the name 'Dropped Items' #2645.
[21:13:51	]C24:RL.XRAY-57 has gained a '9mm Tabanca Mermisi' #13748 from a container with the name 'Dropped Items' #2645.
[21:13:52	]C24:RL.XRAY-57 ran 'drop' on item '9mm Tabanca Mermisi' (#13747)
[21:13:53	]C24:RL.XRAY-57 has gained a '9mm Tabanca Mermisi' #13750 from a container with the name 'Dropped Items' #2645.
[21:13:55	]C24:RL.XRAY-57 has gained a 'Combine Filter' #13745 from a container with the name 'Dropped Items' #2645.
[21:13:55	]C24:RL.XRAY-57 has gained a '9mm Tabanca Mermisi' #13749 from a container with the name 'Dropped Items' #2645.
[21:13:56	]C24:RL.XRAY-57 has gained a '20rnd FiveSeven-şarjörü' #13756 from a container with the name 'Dropped Items' #2645.
[21:13:57	]C24:RL.XRAY-57 has gained a 'SMG Mermisi' #13794 from a container with the name 'Dropped Items' #2645.
[21:13:59	]C24:RL.XRAY-57 has gained a 'FiveSeven' #13729 from a container with the name 'Dropped Items' #2645.
[21:14:06	][IC] C24:i3.UNION-66: <:: 10-76 lost biosignal. ::>
[21:14:07	]C24:RL.XRAY-57 closed the 'Dropped Items' #2645 container.
[21:14:11	][IC] C24:i3.UNION-66: <:: Türkçesi. ::>
[21:14:17	]C24:RL.XRAY-57 has spawned a uniform_com.
[21:14:18	]C24:RL.XRAY-57 ran 'take' on item 'SK Rütbe Lideri Üniforması' (#18211)
[21:14:18	]C24:RL.XRAY-57 has gained a 'SK Rütbe Lideri Üniforması' #18211.
[21:14:21	]C24:RL.XRAY-57 ran 'drop' on item 'SK Rütbe Lideri Üniforması' (#18211)
[21:14:21	]C24:RL.XRAY-57 has lost a 'SK Rütbe Lideri Üniforması' #18211.
[21:14:22	][IC] C24:i3.UNION-66: <:: 10-76 son biyo sinyal. ::>
[21:14:26	]C24:RL.XRAY-57 entered observer.
[21:14:28	]C24:RL.XRAY-57 exited observer at their location.
[21:14:49	][IC] C24:i3.UNION-66: <:: Bizde. ::>
[21:14:51	][IC] C24:i3.UNION-66: <:: Biojel. ::>
[21:14:53	][IC] C24:i3.UNION-66: <:: Kullanıyor muyuz. ::>
[21:14:58	][IC] C24:i3.UNION-66: <:: Helix. ::>
[21:15:10	]C24:i3.UNION-66 ran 'Consume' on item 'Metropolice Takviyeleri' (#17151)
[21:15:10	]C24:i3.UNION-66 extended their level 3 long boost in Güç.
[21:15:30	]C24:RL.XRAY-57 ran 'Equip' on item 'FiveSeven' (#13729)
[21:15:35	][IC] C24:i3.UNION-66: <:: Var zaten klavuzd a. ::>
[21:15:38	][IC] C24:i3.UNION-66: <:: Taşıyoruz. ::>
[21:17:14	][IC] C24:i3.UNION-66: <:: Mutfak bıçağı takamaz bir nevi. ::>
[21:17:19	][IC] C24:i3.UNION-66: <:: Plastikten kolay geçmez. ::>
[21:17:31	][IC] C24:i3.UNION-66: <:: Evet. ::>
[21:18:00	]C24:i3.UNION-66 rolled 2 out of 100 (+2 from Yakın Dövüş).
[21:18:00	]C24:i3.UNION-66 used command '/SkillRoll melee 100'.
[21:18:16	][LOOC] C24:i3.UNION-66: 100 den 2 attım benden cp olmazmış
[21:18:38	]C24:i5.VICTOR-61 used command '/SkillRoll'.
[21:18:45	]Wonder Of You has connected.
[21:19:01	][IC] C24:i3.UNION-66: <:: Full hazmat mıyız? ::>
[21:19:04	][IC] C24:i3.UNION-66: <:: Yoksa yarı mı. ::>
[21:19:19	][IC] C24:i3.UNION-66: <:: Fermuar zaten. ::>
[21:19:34	][IC] C24:i3.UNION-66: <:: F. ::>
[21:19:43	]C24:i4.XRAY-91 has gone afk.
[21:19:46	]C24:i3.UNION-66 used command '/CheckOverwatch'.
[21:19:57	]C24:i3.UNION-66 used command '/CheckStaff'.
[21:20:03	]C24:i4.XRAY-91 is no longer afk. Total time spent AFK: 315
[21:20:04	]C24:i3.UNION-66 used command '/CheckStaff'.
[21:20:04	]C24:CpT.JURY-173 has lost a '17rnd Usp-Şarjörü' #15030.
[21:20:07	]C24:CpT.JURY-173 has gained a '17rnd Usp-Şarjörü' #15030.
[21:20:07	]C24:CpT.JURY-173 has lost a '17rnd Usp-Şarjörü' #15029.
[21:20:09	]C24:CpT.JURY-173 has gained a '17rnd Usp-Şarjörü' #15029.
[21:20:09	]C24:CpT.JURY-173 has lost a '17rnd Usp-Şarjörü' #15030.
[21:20:10	]Wonder Of You loaded the character 'Mona Vax'
[21:20:13	]C24:i3.UNION-66 used command '/CheckPetty'.
[21:20:14	]C24:CpT.JURY-173 has gained a '17rnd Usp-Şarjörü' #15030.
[21:20:14	]C24:CpT.JURY-173 has lost a '17rnd Usp-Şarjörü' #15029.
[21:20:24	][IC] C24:i3.UNION-66: <:: Darbe. ::>
[21:20:32	]Mona Vax has spawned a shoes_heels.
[21:20:34	]Mona Vax ran 'take' on item 'Topuklu ayakkabı' (#18212)
[21:20:34	]Mona Vax has gained a 'Topuklu ayakkabı' #18212.
[21:20:37	]Mona Vax ran 'drop' on item 'Plastik Çöp' (#18144)
[21:20:37	]Mona Vax has lost a 'Plastik Çöp' #18144.
[21:20:42	]Mona Vax ran 'drop' on item 'Koyu Deri Çizme' (#17195)
[21:20:42	]Mona Vax has lost a 'Koyu Deri Çizme' #17195.
[21:20:50	]Mona Vax has fired a toolgun with the name: remover
[21:20:51	]Mona Vax has fired a toolgun with the name: remover
[21:21:01	]Mona Vax has given himself a fedora_brown.
[21:21:01	]Mona Vax has gained a 'Kahverengi Fedora' #18213.
[21:21:13	]Mona Vax ran 'drop' on item 'Kahverengi Fedora' (#18213)
[21:21:13	]Mona Vax has lost a 'Kahverengi Fedora' #18213.
[21:21:16	]Mona Vax has fired a toolgun with the name: remover
[21:21:35	][IC] C24:i3.UNION-66: <:: Hl alxyde wallhammera bomba atınca kalkan olsa bile geri tepiyor ne kadar ağır olsada. ::>
[21:21:40	]Mona Vax has given himself a hands_tipless_gloves.
[21:21:40	]Mona Vax has gained a 'Uçsuz Eldivenler' #18214.
[21:22:05	]C24:CpT.JURY-173 has gained a '17rnd Usp-Şarjörü' #15029.
[21:22:05	]C24:CpT.JURY-173 has lost a '17rnd Usp-Şarjörü' #15030.
[21:22:09	]C24:CpT.JURY-173 has gained a '17rnd Usp-Şarjörü' #15030.
[21:22:09	]C24:CpT.JURY-173 has lost a '17rnd Usp-Şarjörü' #15029.
[21:22:11	]C24:CpT.JURY-173 has gained a '17rnd Usp-Şarjörü' #15029.
[21:22:11	]C24:CpT.JURY-173 has lost a '17rnd Usp-Şarjörü' #15030.
[21:22:12	]Mona Vax has given himself a aviators.
[21:22:12	]Mona Vax has gained a 'Havacı Gözlükleri' #18215.
[21:22:16	][IC] C24:i3.UNION-66: <:: Ama spam powergaming değil mi. ::>
[21:22:21	]Mona Vax ran 'drop' on item 'Havacı Gözlükleri' (#18215)
[21:22:21	]Mona Vax has lost a 'Havacı Gözlükleri' #18215.
[21:22:22	][IC] C24:i3.UNION-66: <:: 2 saniyede 10 bandaj basamaz. ::>
[21:22:26	]Mona Vax has fired a toolgun with the name: remover
[21:22:27	]Mona Vax entered observer.
[21:22:41	]Mona Vax exited observer at their location.
[21:22:49	]C24:CpT.JURY-173 has gained a '17rnd Usp-Şarjörü' #15030.
[21:22:49	]C24:CpT.JURY-173 has lost a '17rnd Usp-Şarjörü' #15029.
[21:22:53	]C24:CpT.JURY-173 has gained a '17rnd Usp-Şarjörü' #15029.
[21:22:53	]C24:CpT.JURY-173 has lost a '17rnd Usp-Şarjörü' #15030.
[21:22:56	][IC] C24:i3.UNION-66: <:: Onu diyordum. ::>
[21:23:07	]C24:CpT.JURY-173 has gained a '17rnd Usp-Şarjörü' #15030.
[21:23:07	]C24:CpT.JURY-173 has lost a '17rnd Usp-Şarjörü' #15029.
[21:23:25	]Mona Vax entered observer.
[21:23:26	]Mona Vax exited observer at their location.
[21:23:49	]C24:CpT.JURY-173 has gained a '17rnd Usp-Şarjörü' #15029.
[21:23:49	]C24:CpT.JURY-173 has lost a '17rnd Usp-Şarjörü' #15030.
[21:23:58	][IC] Mona Vax: Abi emniyet müdürünüz hanginiz?
[21:24:05	][IC] C24:i3.UNION-66: <:: Wonder. ::>
[21:24:05	][IC] Mona Vax: Ben wonder.
[21:24:13	][IC] Mona Vax: Fraksiyonum cca ...
[21:24:20	]Mona Vax is fully healed.
[21:24:51	][IC] C24:i3.UNION-66: <:: 50 armor oocde. ::>
[21:24:56	][IC] C24:i3.UNION-66: <:: 150 can oluyorsunuz. ::>
[21:24:59	][IC] C24:i3.UNION-66: <:: 100 can yerine. ::>
[21:25:03	][IC] C24:RL.XRAY-57: <:: Yep. ::>
[21:25:38	][IC] C24:i3.UNION-66: <:: Saldıran. ::>
[21:25:44	][IC] C24:i3.UNION-66: <:: Gerilla taktik. ::>
[21:26:29	][LOOC] C24:i5.VICTOR-61: bu arada hangi saatte kadar devam eder eğitim
[21:26:33	]C24:i4.XRAY-91 has gone afk.
[21:26:40	][LOOC] C24:i5.VICTOR-61: saat biraz geç olmaya başladı.
[21:27:00	][LOOC] C24:i5.VICTOR-61: yarın okul var.
[21:27:06	]Mona Vax entered observer.
[21:27:10	][LOOC] C24:i5.VICTOR-61: eğitimi iki parçaya bölsek bir fikir.
[21:27:12	]Mona Vax exited observer at their location.
[21:28:46	][IC] C24:CpT.JURY-173: <:: Overwatch. ::>
[21:29:10	]Mona Vax entered observer.
[21:29:23	]Mona Vax exited observer at their location.
[21:29:23	]Mona Vax entered observer.
[21:29:26	]Mona Vax exited observer at their location.
[21:29:37	]Wonder Of You loaded the character 'Hershel Von Shepherd'
[21:29:41	]Hershel Von Shepherd is fully healed.
[21:30:05	]Hershel Von Shepherd has given himself a cca_vanilla.
[21:30:05	]Hershel Von Shepherd has gained a 'Mr. Vanilla' #18216.
[21:30:09	][IC] C24:i3.UNION-66: <:: Basınç elle mi yoksa ağızla mı. ::>
[21:30:38	][IC] C24:i3.UNION-66: <:: Stephen hawkingteki sistemi yapsalardı mis gibi yanak kasıyla. ::>
[21:30:50	]Hershel Von Shepherd ran 'drop' on item 'Gözetmen Pantolonu' (#15948)
[21:30:50	]Hershel Von Shepherd has lost a 'Gözetmen Pantolonu' #15948.
[21:31:13	]Hershel Von Shepherd has fired a toolgun with the name: remover
[21:31:25	]Hershel Von Shepherd has given himself a cca_formal.
[21:31:25	]Hershel Von Shepherd has gained a 'Resmi' #18217.
[21:31:46	]Hershel Von Shepherd ran 'drop' on item 'Şeytanın Avukatları Palto' (#11366)
[21:31:46	]Hershel Von Shepherd has lost a 'Şeytanın Avukatları Palto' #11366.
[21:31:51	]Hershel Von Shepherd ran 'take' on item 'Şeytanın Avukatları Palto' (#11366)
[21:31:51	]Hershel Von Shepherd has gained a 'Şeytanın Avukatları Palto' #11366.
[21:31:56	]C24:RL.XRAY-57 has spawned a pda_cwu.
[21:32:00	]Hershel Von Shepherd has given himself a cca_executive.
[21:32:00	]Hershel Von Shepherd has gained a 'Yönetici' #18219.
[21:32:11	][IC] C24:i3.UNION-66: <:: Kötü ama o envanterden açıyorsun full ismi giriyorsun. ::>
[21:32:12	]Hershel Von Shepherd ran 'drop' on item 'Yönetici' (#18219)
[21:32:12	]Hershel Von Shepherd has lost a 'Yönetici' #18219.
[21:32:18	][IC] C24:i3.UNION-66: <:: Bizde yapay zekalı en yakın ismi alıyor. ::>
[21:32:19	]Hershel Von Shepherd ran 'drop' on item 'Gözetmen' (#15947)
[21:32:19	]Hershel Von Shepherd has lost a 'Gözetmen' #15947.
[21:32:20	]C24:CpT.JURY-173 ran 'take' on item 'CWU PDA' (#18218)
[21:32:20	]C24:CpT.JURY-173 has gained a 'CWU PDA' #18218.
[21:32:20	]Hershel Von Shepherd ran 'drop' on item 'Resmi' (#18217)
[21:32:20	]Hershel Von Shepherd has lost a 'Resmi' #18217.
[21:32:24	]Hershel Von Shepherd has fired a toolgun with the name: remover
[21:32:24	]Hershel Von Shepherd has fired a toolgun with the name: remover
[21:32:24	]Hershel Von Shepherd has fired a toolgun with the name: remover
[21:32:27	]C24:CpT.JURY-173 ran 'EquipUn' on item 'Combine PDA' (#13798)
[21:32:28	]C24:i5.VICTOR-61 has gone afk.
[21:32:29	]C24:CpT.JURY-173 ran 'drop' on item 'CWU PDA' (#18218)
[21:32:29	]C24:CpT.JURY-173 has lost a 'CWU PDA' #18218.
[21:32:31	]C24:RL.XRAY-57 ran 'take' on item 'CWU PDA' (#18218)
[21:32:31	]C24:RL.XRAY-57 has gained a 'CWU PDA' #18218.
[21:32:34	][IC] C24:i3.UNION-66: <:: Smb olarak id girmek işkence. ::>
[21:32:40	]Hershel Von Shepherd ran 'smoke' on item 'Sigara' (#6482)
[21:32:42	]Hershel Von Shepherd ran 'light' on item 'Zippo Çakmak' (#6332)
[21:32:52	]Hershel Von Shepherd ran 'combine' on item '6rnd Popper-Şarjörü' (#9971)
[21:32:56	]Hershel Von Shepherd ran 'combine' on item '6rnd Popper-Şarjörü' (#9957)
[21:32:57	]Hershel Von Shepherd ran 'combine' on item '6rnd Popper-Şarjörü' (#9970)
[21:33:00	]Hershel Von Shepherd entered observer.
[21:33:09	]Hershel Von Shepherd used command '/CharDesc'.
[21:33:23	][IC] C24:i3.UNION-66: <:: Smbde medikal kayıt ekleyebiliyorsun. ::>
[21:33:32	][IC] C24:i3.UNION-66: <:: Birde bakmak için. ::>
[21:34:20	][IC] C24:i3.UNION-66: <:: Alt+click. ::>
[21:34:23	]C24:i4.XRAY-91 is no longer afk. Total time spent AFK: 765
[21:34:24	]Hershel Von Shepherd exited observer at their location.
[21:35:18	]Hershel Von Shepherd used command '/ActLean'.
[21:35:23	]Hershel Von Shepherd used command '/ActLean'.
[21:35:51	][IC] C24:i3.UNION-66: <:: Olabilir wipe. ::>
[21:35:54	][IC] Hershel Von Shepherd: Emniyet müdürünüz hanginiz?
[21:36:01	][IC] C24:i3.UNION-66: <:: Benim i3 eskiden kalma çünkü. ::>
[21:36:04	][IC] C24:RL.XRAY-57: <:: Sivil Koruma Bakanlığı ayrı. ::>
[21:36:08	][IC] C24:RL.XRAY-57: <:: Sivil Koruma Bakanlığı ayrı. ::>
[21:36:12	][IC] Hershel Von Shepherd: Şaka yapıyorum.
[21:36:12	][IC] C24:RL.XRAY-57: <:: Biz saha birimiyiz. ::>
[21:36:17	][IC] C24:RL.XRAY-57: <:: Necrotic. ::>
[21:36:24	]C24:RL.XRAY-57 used command '/ActStand 4'.
[21:37:08	]C24:i5.VICTOR-61 is no longer afk. Total time spent AFK: 575
[21:37:10	]C24:CpT.JURY-173 used command '/MeD'.
[21:37:43	][IC] C24:i3.UNION-66: <:: Yeniden eğitim. ::>
[21:37:44	][IC] Hershel Von Shepherd: Sivil koruma bakanlığında kimler var şuanda?
[21:38:02	][IC] C24:CpT.JURY-173: <:: Kimse yok. ::>
[21:38:05	][IC] C24:CpT.JURY-173: <:: Bildiğimiz kadarıyla. ::>
[21:38:11	][IC] C24:RL.XRAY-57: <:: Ben varım ama karakterim yok. ::>
[21:38:20	][IC] Hershel Von Shepherd: Benim hiç muhattabım kalmadı :(.
[21:38:30	][IC] C24:i3.UNION-66: <:: Pt lideri 1 kere olmuştum çok kötü hissettiriyor. ::>
[21:38:53	][IC] C24:i3.UNION-66: <:: Çıkarken i1 biriniz yaralanırsa veya kıyafete zarar gelirse senden bilirim dedi. ::>
[21:39:16	][IC] C24:i3.UNION-66: <:: Iyi ki birşey olmadı. ::>
[21:39:24	][IC] C24:i4.XRAY-91: <:: Crat özel baksana. ::>
[21:39:49	][IC] C24:i3.UNION-66: <:: He iyi o zaman. ::>
[21:39:54	][IC] C24:i3.UNION-66: <:: O kadar sıkıntı değilmiş. ::>
[21:41:02	][IC] C24:i3.UNION-66: <:: Zar atarak olabilir mi 2 tarafta izin verirse. ::>
[21:41:06	][IC] C24:i3.UNION-66: <:: Mesela saklandım bir yere. ::>
[21:41:15	][IC] C24:i3.UNION-66: <:: Adam önümden geçti /roll ile. ::>
[21:41:23	][IC] C24:i3.UNION-66: <:: Hayır saklanma. ::>
[21:42:40	][IC] C24:i3.UNION-66: <:: Ben bazen kaçmasına izin veriyorum. ::>
[21:42:41	][IC] C24:i3.UNION-66: <:: Sivillerin. ::>
[21:42:55	][IC] Hershel Von Shepherd: Osg hep kazanmaya oynuyordu mesela.
[21:44:08	]C24:i5.VICTOR-61 has gone afk.
[21:44:31	][IC] C24:i3.UNION-66: <:: Ben direnirse duvara vuruyorum. ::>
[21:44:34	][IC] C24:i3.UNION-66: <:: Çoğunlukla kafa. ::>
[21:44:53	]C24:i4.XRAY-91 has gone afk.
[21:44:59	]C24:RL.XRAY-57 used command '/ExitAct'.
[21:45:16	]C24:CpT.JURY-173 has critically hit C24:RL.XRAY-57 dealing 8 damage (CritChance was 0.91).
[21:45:16	]C24:RL.XRAY-57 has taken 7 damage from C24:CpT.JURY-173.
[21:45:18	]C24:i5.VICTOR-61 is no longer afk. Total time spent AFK: 365
[21:45:19	]C24:CpT.JURY-173 has critically hit C24:RL.XRAY-57 dealing 8 damage (CritChance was 0.91).
