[15:08:05	]Ender has connected.
[17:38:36	][IC] C45:i4.HELIX-86: <:: Kim. ::>
[17:38:36	][IC] Wilson Dawson: Yardım edin.
[17:38:39	][IC] Wilson Dawson: Bilmiyorum.
[17:38:44	][IC] Wilson Dawson: Komşumdan garip çığlık sesleri geliyor.
[17:38:46	][IC] C45:i4.HELIX-86: <:: Nerde. ::>
[17:38:47	][IC] Wilson Dawson: Sanırım turuncu kol bandı vardı.
[17:38:49	][IC] Wilson Dawson: B bloğu gelin.
[17:38:49	][IC] Polat Çakar: Bağırma sesleri geliyordu.
[17:38:51	][IC] C45:i4.HELIX-86: <:: Göster. ::>
[17:39:19	][IC] C45:i4.HELIX-86: <:: Sen neden geliyorsun? ::>
[17:39:23	][IC] Wilson Dawson: Oda arkadaşım.
[17:39:26	][IC] Wilson Dawson: Oda arkadaşım.
[17:39:27	][IC] Polat Çakar: Evde beraber yaşıyoruz.
[17:39:28	][IC] C45:i4.HELIX-86: <:: Aşşağıda kal. ::>
[17:39:33	][IC] Polat Çakar: Tamam.
[17:39:34	][IC] Wilson Dawson: Tamam.
[17:39:34	][IC] C45:i4.HELIX-86: <:: Yürü! ::>
[17:39:43	][IC] Wilson Dawson: Burda.
[17:39:44	][IC] Wilson Dawson: Içeride.
[17:39:50	]Polat Çakar ran 'Equip' on item 'Lead Pipe' (#65765)
[17:39:51	][Y] C45:i4.HELIX-86: <:: Sivil koruma! ::>
[17:40:07	]C45:i4.HELIX-86 used command '/Doorkick'.
[17:40:13	]Wilson Dawson ran 'Equip' on item 'Levye' (#64468)
[17:40:15	][IC] C45:i4.HELIX-86: <:: Burda yok. ::>
[17:40:15	]Wilson Dawson has hit C45:i4.HELIX-86 in the right arm dealing 13 damage (CritChance was 0.35).
[17:40:15	]C45:i4.HELIX-86 has taken 12 damage from Wilson Dawson.
[17:40:18	]Wilson Dawson has gained level 11 in the Yakın Dövüş skill.
[17:40:18	]Wilson Dawson has hit C45:i4.HELIX-86 in the left arm dealing 13 damage (CritChance was 0.35).
[17:40:18	]C45:i4.HELIX-86 has taken 12 damage from Wilson Dawson.
[17:40:18	]C45:i4.HELIX-86 has lost a '17rnd Usp-Şarjörü' #53173.
[17:40:18	]Wilson Dawson has hit C45:i4.HELIX-86 dealing 18 damage (CritChance was 0.35).
[17:40:18	]C45:i4.HELIX-86 has taken 18 damage from Wilson Dawson.
[17:40:19	]Polat Çakar has hit C45:i4.HELIX-86 in the chest dealing 18 damage (CritChance was -0.02).
[17:40:19	]C45:i4.HELIX-86 has taken 18 damage from Polat Çakar.
[17:40:19	]Wilson Dawson has hit C45:i4.HELIX-86 in the chest dealing 18 damage (CritChance was 0.35).
[17:40:19	]C45:i4.HELIX-86 has taken 18 damage from Wilson Dawson.
[17:40:19	]C45:i4.HELIX-86 has critically hit Polat Çakar in the chest dealing 19 damage (CritChance was 0.92).
[17:40:19	]Polat Çakar has taken 19 damage from C45:i4.HELIX-86.
[17:40:19	]C45:i4.HELIX-86 has critically hit Polat Çakar in the chest dealing 19 damage (CritChance was 0.92).
[17:40:19	]Polat Çakar has taken 19 damage from C45:i4.HELIX-86.
[17:40:20	]Polat Çakar has hit C45:i4.HELIX-86 in the chest dealing 18 damage (CritChance was -0.02).
[17:40:20	]C45:i4.HELIX-86 has taken 18 damage from Polat Çakar.
[17:40:20	]C45:i4.HELIX-86 has critically hit Polat Çakar in the chest dealing 19 damage (CritChance was 0.92).
[17:40:20	]Polat Çakar has taken 19 damage from C45:i4.HELIX-86.
[17:40:20	]C45:i4.HELIX-86 has critically hit Polat Çakar in the head dealing 21 damage (CritChance was 0.92).
[17:40:20	]Polat Çakar has taken 21 damage from C45:i4.HELIX-86.
[17:40:20	]Wilson Dawson has hit C45:i4.HELIX-86 in the chest dealing 18 damage (CritChance was 0.35).
[17:40:20	]C45:i4.HELIX-86 has gained a '17rnd Usp-Şarjörü' #53173.
[17:40:20	]C45:i4.HELIX-86 was knocked unconscious and is bleeding out.
[17:40:20	]Polat Çakar has hit Wilson Dawson dealing 18 damage (CritChance was -0.02).
[17:40:20	]Wilson Dawson has taken 18 damage from Polat Çakar.
[17:40:23	]Polat Çakar has hit C45:i4.HELIX-86 in the left leg dealing 18 damage (CritChance was -0.02).
[17:40:23	]C45:i4.HELIX-86 was killed while bleeding out.
[17:40:23	]Polat Çakar has killed C45:i4.HELIX-86 with player.
[17:40:23	]C45:i4.HELIX-86 has dropped: 17rnd Usp-Şarjörü (#53172); 3x Cerrahi Kit (#61332); 17rnd Usp-Şarjörü (#53173); 3x Cerrahi Kit (#61333); 3x Cerrahi Kit (#61334); 4x Ağrı Kesici (#52438); 4x Ağrı Kesici (#52439); Onarım Kaplaması (#52472); Stunstick (#52474); 1x Dikişli Kumaş (#65699); 17rnd Usp-Şarjörü (#52476); 17rnd Usp-Şarjörü (#52478); 6x Dezenfektan (#53155); 17rnd Usp-Şarjörü (#52479); El Feneri (#52448); 17rnd Usp-Şarjörü (#52480); 6x Dezenfektan (#53154); 17rnd Usp-Şarjörü (#52481); SK Maskesi (#52450); 17rnd Usp-Şarjörü (#52482); Smoke Grenade (#53156); 17rnd Usp-Şarjörü (#52483); Smoke Grenade (#53157); USP-45 (#52464); 2x Dezenfekte Bandaj Rulosu (#53168); 17rnd Usp-Şarjörü (#52485); Identity Card Creation Device (#52454); 17rnd Usp-Şarjörü (#52486); 3x Adrenalin (#61288); 3x Dezenfekte Bandaj Rulosu (#52499); 17rnd Usp-Şarjörü (#52488); POS Cihazı (#52501); 17rnd Usp-Şarjörü (#52489); 17rnd Usp-Şarjörü (#52490); 2x Ağrı Kesici (#53164); 4x Kan Stabilizatörü (#53165); 2x Ağrı Kesici (#52440); 2x Adrenalin (#53167); Çuval (#62921); 17rnd Usp-Şarjörü (#52495); Çuval (#62922); 17rnd Usp-Şarjörü (#52496); 6x Lastik Kelepçe (#52465); 17rnd Usp-Şarjörü (#52491); SK Üniforması (#61419);
[17:40:24	]Wilson Dawson opened the 'Dropped Items' #6316 container.
[17:40:25	][LOOC] C45:i4.HELIX-86: hırdır amk
[17:40:25	]Polat Çakar has hit Wilson Dawson dealing 18 damage (CritChance was -0.02).
[17:40:25	]Wilson Dawson has taken 18 damage from Polat Çakar.
[17:40:26	]Polat Çakar opened the 'Dropped Items' #6316 container.
[17:40:29	]Polat Çakar has gained a 'USP-45' #52464 from a container with the name 'Dropped Items' #6316.
[17:40:31	]Polat Çakar has gained a '17rnd Usp-Şarjörü' #52488 from a container with the name 'Dropped Items' #6316.
[17:40:33	]Polat Çakar has gained a '17rnd Usp-Şarjörü' #52486 from a container with the name 'Dropped Items' #6316.
[17:40:35	]Polat Çakar has gained a '17rnd Usp-Şarjörü' #52476 from a container with the name 'Dropped Items' #6316.
[17:40:36	]Wilson Dawson has gained a 'Cerrahi Kit' #61334 from a container with the name 'Dropped Items' #6316.
[17:40:37	]Wilson Dawson has gained a 'Cerrahi Kit' #61332 from a container with the name 'Dropped Items' #6316.
[17:40:37	]Polat Çakar has gained a '17rnd Usp-Şarjörü' #52479 from a container with the name 'Dropped Items' #6316.
[17:40:38	]Wilson Dawson closed the 'Dropped Items' #6316 container.
[17:40:39	]Polat Çakar has gained a '17rnd Usp-Şarjörü' #53173 from a container with the name 'Dropped Items' #6316.
[17:40:41	]Polat Çakar has gained a 'Smoke Grenade' #53157 from a container with the name 'Dropped Items' #6316.
[17:40:42	]Polat Çakar has gained a 'Kan Stabilizatörü' #53165 from a container with the name 'Dropped Items' #6316.
[17:40:45	]Wilson Dawson ran 'use' on item 'Cerrahi Kit' (#61332)
[17:40:45	]Wilson Dawson has performed the 'Use Cerrahi Kit' action, gaining 98 experience in medicine.
[17:40:45	]Wilson Dawson was disinfected by Wilson Dawson for 357 seconds.
[17:40:45	]Wilson Dawson was bandaged by Wilson Dawson for 79 HP.
[17:40:46	]Wilson Dawson ran 'use' on item 'Cerrahi Kit' (#61332)
[17:40:46	]Wilson Dawson was disinfected by Wilson Dawson for 357 seconds.
[17:40:46	]Wilson Dawson was bandaged by Wilson Dawson for 79 HP.
[17:40:46	]Wilson Dawson ran 'use' on item 'Cerrahi Kit' (#61332)
[17:40:46	]Wilson Dawson was disinfected by Wilson Dawson for 357 seconds.
[17:40:46	]Wilson Dawson was bandaged by Wilson Dawson for 79 HP.
[17:40:47	]Wilson Dawson ran 'use' on item 'Dezenfekte Bandaj Rulosu' (#65664)
[17:40:47	]Wilson Dawson tried to disinfect Wilson Dawson but the wound was already clean.
[17:40:47	]Wilson Dawson was bandaged by Wilson Dawson for 18 HP.
[17:40:48	]Polat Çakar has gained a 'Adrenalin' #53167 from a container with the name 'Dropped Items' #6316.
[17:40:48	]Wilson Dawson ran 'use' on item 'Dezenfekte Bandaj Rulosu' (#65664)
[17:40:48	]Wilson Dawson tried to disinfect Wilson Dawson but the wound was already clean.
[17:40:48	]Wilson Dawson was bandaged by Wilson Dawson for 18 HP.
[17:40:48	]Wilson Dawson ran 'use' on item 'Dezenfekte Bandaj Rulosu' (#65664)
[17:40:48	]Wilson Dawson tried to disinfect Wilson Dawson but the wound was already clean.
[17:40:48	]Wilson Dawson was bandaged by Wilson Dawson for 18 HP.
[17:40:49	]Wilson Dawson ran 'use' on item 'Dezenfekte Bandaj Rulosu' (#65664)
[17:40:49	]Wilson Dawson tried to disinfect Wilson Dawson but the wound was already clean.
[17:40:49	]Wilson Dawson was bandaged by Wilson Dawson for 18 HP.
[17:40:49	]Wilson Dawson ran 'use' on item 'Kan Stabilizatörü' (#64746)
[17:40:49	]Wilson Dawson was bandaged by Wilson Dawson for 24 HP.
[17:40:50	]Wilson Dawson ran 'use' on item 'Kan Stabilizatörü' (#64746)
[17:40:50	]Wilson Dawson was bandaged by Wilson Dawson for 24 HP.
[17:40:52	]Polat Çakar has gained a 'Dezenfekte Bandaj Rulosu' #53168 from a container with the name 'Dropped Items' #6316.
[17:40:55	]Wilson Dawson ran 'use' on item 'Dezenfekte Bandaj Rulosu' (#65644)
[17:40:55	]Wilson Dawson tried to disinfect Wilson Dawson but the wound was already clean.
[17:40:55	]Wilson Dawson was bandaged by Wilson Dawson for 18 HP.
[17:40:55	]Wilson Dawson ran 'use' on item 'Dezenfekte Bandaj Rulosu' (#65644)
[17:40:55	]Wilson Dawson tried to disinfect Wilson Dawson but the wound was already clean.
[17:40:55	]Wilson Dawson was bandaged by Wilson Dawson for 18 HP.
[17:40:55	]Polat Çakar has gained a 'Dezenfekte Bandaj Rulosu' #52499 from a container with the name 'Dropped Items' #6316.
[17:40:56	]Wilson Dawson ran 'use' on item 'Dezenfekte Bandaj Rulosu' (#65644)
[17:40:56	]Wilson Dawson tried to disinfect Wilson Dawson but the wound was already clean.
[17:40:56	]Wilson Dawson was bandaged by Wilson Dawson for 18 HP.
[17:40:56	]Wilson Dawson ran 'use' on item 'Dezenfekte Bandaj Rulosu' (#65644)
[17:40:56	]Wilson Dawson tried to disinfect Wilson Dawson but the wound was already clean.
[17:40:56	]Wilson Dawson was bandaged by Wilson Dawson for 18 HP.
[17:40:59	]Wilson Dawson ran 'use' on item 'Dezenfekte Bandaj Rulosu' (#65640)
[17:40:59	]Wilson Dawson tried to disinfect Wilson Dawson but the wound was already clean.
[17:40:59	]Wilson Dawson was bandaged by Wilson Dawson for 18 HP.
[17:40:59	]Wilson Dawson ran 'use' on item 'Dezenfekte Bandaj Rulosu' (#65640)
[17:40:59	]Wilson Dawson tried to disinfect Wilson Dawson but the wound was already clean.
[17:40:59	]Wilson Dawson was bandaged by Wilson Dawson for 18 HP.
[17:40:59	]Wilson Dawson ran 'use' on item 'Dezenfekte Bandaj Rulosu' (#65640)
[17:40:59	]Wilson Dawson tried to disinfect Wilson Dawson but the wound was already clean.
[17:40:59	]Wilson Dawson was bandaged by Wilson Dawson for 18 HP.
[17:41:00	]Wilson Dawson ran 'drop' on item 'Dezenfekte Bandaj Rulosu' (#65640)
[17:41:00	]Wilson Dawson has lost a 'Dezenfekte Bandaj Rulosu' #65640.
[17:41:00	]Wilson Dawson closed the 'Dropped Items' #6316 container.
[17:41:01	]Wilson Dawson ran 'take' on item 'Dezenfekte Bandaj Rulosu' (#65640)
[17:41:01	]Wilson Dawson has gained a 'Dezenfekte Bandaj Rulosu' #65640.
[17:41:03	]Wilson Dawson ran 'use' on item 'Dezenfekte Bandaj Rulosu' (#65640)
[17:41:03	]Wilson Dawson tried to disinfect Wilson Dawson but the wound was already clean.
[17:41:03	]Wilson Dawson was bandaged by Wilson Dawson for 18 HP.
[17:41:03	]Polat Çakar ran 'drop' on item 'USP-45' (#52464)
[17:41:03	]Polat Çakar has lost a 'USP-45' #52464.
[17:41:04	]Polat Çakar opened the 'Dropped Items' #6316 container.
[17:41:04	]Polat Çakar closed the 'Dropped Items' #6316 container.
[17:41:07	]Wilson Dawson ran 'take' on item 'USP-45' (#52464)
[17:41:07	]Wilson Dawson has gained a 'USP-45' #52464.
[17:41:08	]Polat Çakar ran 'drop' on item '17rnd Usp-Şarjörü' (#52488)
[17:41:08	]Polat Çakar has lost a '17rnd Usp-Şarjörü' #52488.
[17:41:09	]Polat Çakar ran 'drop' on item '17rnd Usp-Şarjörü' (#53173)
[17:41:09	]Polat Çakar has lost a '17rnd Usp-Şarjörü' #53173.
[17:41:10	]Polat Çakar ran 'drop' on item '17rnd Usp-Şarjörü' (#52476)
[17:41:10	]Polat Çakar has lost a '17rnd Usp-Şarjörü' #52476.
[17:41:10	]Polat Çakar ran 'drop' on item '17rnd Usp-Şarjörü' (#52479)
[17:41:10	]Polat Çakar has lost a '17rnd Usp-Şarjörü' #52479.
[17:41:11	]Polat Çakar ran 'drop' on item '17rnd Usp-Şarjörü' (#52486)
[17:41:11	]Polat Çakar has lost a '17rnd Usp-Şarjörü' #52486.
[17:41:12	]Polat Çakar opened the 'Dropped Items' #6316 container.
[17:41:12	]Polat Çakar closed the 'Dropped Items' #6316 container.
[17:41:16	]Wilson Dawson opened the 'Dropped Items' #6316 container.
[17:41:18	]Wilson Dawson closed the 'Dropped Items' #6316 container.
[17:41:18	]Polat Çakar ran 'take' on item '17rnd Usp-Şarjörü' (#52486)
[17:41:18	]Polat Çakar has gained a '17rnd Usp-Şarjörü' #52486.
[17:41:19	]Polat Çakar ran 'take' on item '17rnd Usp-Şarjörü' (#52479)
[17:41:19	]Polat Çakar has gained a '17rnd Usp-Şarjörü' #52479.
[17:41:19	]Polat Çakar ran 'take' on item '17rnd Usp-Şarjörü' (#52488)
[17:41:19	]Polat Çakar has gained a '17rnd Usp-Şarjörü' #52488.
[17:41:20	]Krandlin (STEAM_0:0:174388447) has disconnected.
[17:41:20	]Polat Çakar ran 'take' on item '17rnd Usp-Şarjörü' (#53173)
[17:41:20	]Polat Çakar has gained a '17rnd Usp-Şarjörü' #53173.
[17:41:21	]Polat Çakar ran 'take' on item '17rnd Usp-Şarjörü' (#52476)
[17:41:21	]Polat Çakar has gained a '17rnd Usp-Şarjörü' #52476.
[17:41:41	]Polat Çakar opened the 'Dropped Items' #6316 container.
[17:41:41	]Polat Çakar closed the 'Dropped Items' #6316 container.
[17:41:43	]Polat Çakar opened the 'Dropped Items' #6316 container.
[17:41:44	]Wilson Dawson ran 'drop' on item 'Levye' (#64468)
[17:41:44	]Wilson Dawson has lost a 'Levye' #64468.
[17:41:44	]Wilson Dawson opened the 'Dropped Items' #6316 container.
[17:41:46	]Polat Çakar has gained a 'Ağrı Kesici' #52440 from a container with the name 'Dropped Items' #6316.
[17:41:48	]Polat Çakar has gained a 'Ağrı Kesici' #52438 from a container with the name 'Dropped Items' #6316.
[17:41:49	]Polat Çakar has gained a 'Ağrı Kesici' #52439 from a container with the name 'Dropped Items' #6316.
[17:41:50	]Wilson Dawson has gained a '17rnd Usp-Şarjörü' #52496 from a container with the name 'Dropped Items' #6316.
[17:41:51	]Polat Çakar has gained a 'Cerrahi Kit' #61333 from a container with the name 'Dropped Items' #6316.
[17:41:52	]Wilson Dawson has gained a '17rnd Usp-Şarjörü' #52489 from a container with the name 'Dropped Items' #6316.
[17:41:53	]Wilson Dawson has gained a '17rnd Usp-Şarjörü' #52490 from a container with the name 'Dropped Items' #6316.
[17:41:54	]Wilson Dawson has gained a '17rnd Usp-Şarjörü' #52495 from a container with the name 'Dropped Items' #6316.
[17:41:55	]Wilson Dawson has gained a '17rnd Usp-Şarjörü' #53172 from a container with the name 'Dropped Items' #6316.
[17:41:57	]Polat Çakar has gained a 'Smoke Grenade' #53156 from a container with the name 'Dropped Items' #6316.
[17:42:00	][IC] C45:i4.HELIX-86: @ admin.
[17:42:03	]Polat Çakar closed the 'Dropped Items' #6316 container.
[17:42:04	][IC] C45:i4.HELIX-86: @.
[17:42:04	]Wilson Dawson ran 'drop' on item 'Demir' (#63415)
[17:42:04	]Wilson Dawson has lost a 'Demir' #63415.
[17:42:05	]Wilson Dawson opened the 'Dropped Items' #6316 container.
[17:42:13	]Polat Çakar closed the 'Dropped Items' #6316 container.
[17:42:14	]Polat Çakar ran 'drop' on item '17rnd Usp-Şarjörü' (#52488)
[17:42:14	]Polat Çakar has lost a '17rnd Usp-Şarjörü' #52488.
[17:42:15	]Polat Çakar opened the 'Dropped Items' #6316 container.
[17:42:17	]Wilson Dawson has gained a '17rnd Usp-Şarjörü' #52478 from a container with the name 'Dropped Items' #6316.
[17:42:18	]Polat Çakar has gained a 'Stunstick' #52474 from a container with the name 'Dropped Items' #6316.
[17:42:19	]Polat Çakar closed the 'Dropped Items' #6316 container.
[17:42:21	]Polat Çakar ran 'combine' on item 'Adrenalin' (#53167)
[17:42:22	]Wilson Dawson opened the 'Dropped Items' #6316 container.
[17:42:22	]Polat Çakar closed the 'Dropped Items' #6316 container.
[17:42:23	]Wilson Dawson opened the 'Dropped Items' #6316 container.
[17:42:23	]Polat Çakar has gained a 'Adrenalin' #61288 from a container with the name 'Dropped Items' #6316.
[17:42:26	]Wilson Dawson has gained a '17rnd Usp-Şarjörü' #52485 from a container with the name 'Dropped Items' #6316.
[17:42:28	]Wilson Dawson ran 'drop' on item 'Araç Kiti' (#64364)
[17:42:28	]Wilson Dawson has lost a 'Araç Kiti' #64364.
[17:42:29	]Polat Çakar closed the 'Dropped Items' #6316 container.
[17:42:30	]Wilson Dawson opened the 'Dropped Items' #6316 container.
[17:42:32	]Wilson Dawson has gained a '17rnd Usp-Şarjörü' #52480 from a container with the name 'Dropped Items' #6316.
[17:42:35	]Polat Çakar closed the 'Dropped Items' #6316 container.
[17:42:36	]Wilson Dawson has gained a '17rnd Usp-Şarjörü' #52491 from a container with the name 'Dropped Items' #6316.
[17:42:36	]Polat Çakar closed the 'Dropped Items' #6316 container.
[17:42:37	]Polat Çakar ran 'drop' on item '17rnd Usp-Şarjörü' (#52476)
[17:42:37	]Polat Çakar has lost a '17rnd Usp-Şarjörü' #52476.
[17:42:38	]Polat Çakar ran 'drop' on item '17rnd Usp-Şarjörü' (#52479)
[17:42:38	]Polat Çakar has lost a '17rnd Usp-Şarjörü' #52479.
[17:42:39	]Wilson Dawson ran 'Equip' on item 'USP-45' (#52464)
[17:42:40	]Wilson Dawson has lost a '17rnd Usp-Şarjörü' #52496.
[17:42:40	]Polat Çakar opened the 'Dropped Items' #6316 container.
[17:42:43	]Wilson Dawson has gained a '17rnd Usp-Şarjörü' #52496.
[17:42:43	]Wilson Dawson has lost a '17rnd Usp-Şarjörü' #52489.
[17:42:45	]Polat Çakar has gained a 'Dezenfektan' #53155 from a container with the name 'Dropped Items' #6316.
[17:42:45	]Wilson Dawson ran 'EquipUn' on item 'USP-45' (#52464)
[17:42:45	]Wilson Dawson has gained a '17rnd Usp-Şarjörü' #52489.
[17:42:46	]C45:i4.HELIX-86 ran SAM command 'asay' with arguments: 'admin'
[17:42:46	]Polat Çakar has gained a 'Dezenfektan' #53154 from a container with the name 'Dropped Items' #6316.
[17:42:46	]Polat Çakar closed the 'Dropped Items' #6316 container.
[17:42:48	]Wilson Dawson ran 'use' on item 'Cerrahi Kit' (#61334)
[17:42:48	]Wilson Dawson was disinfected by Wilson Dawson for 357 seconds.
[17:42:48	]Wilson Dawson was bandaged by Wilson Dawson for 79 HP.
[17:42:48	]Polat Çakar ran 'use' on item 'Dezenfekte Bandaj Rulosu' (#53168)
[17:42:48	]Polat Çakar has performed the 'Use Dezenfekte Bandaj Rulosu' action, gaining 22 experience in medicine.
[17:42:48	]Polat Çakar was disinfected by Polat Çakar for 125 seconds.
[17:42:48	]Polat Çakar was bandaged by Polat Çakar for 18 HP.
[17:42:49	]Wilson Dawson ran 'use' on item 'Cerrahi Kit' (#61334)
[17:42:49	]Wilson Dawson was disinfected by Wilson Dawson for 357 seconds.
[17:42:49	]Wilson Dawson was bandaged by Wilson Dawson for 79 HP.
[17:42:49	]Polat Çakar ran 'use' on item 'Dezenfekte Bandaj Rulosu' (#53168)
[17:42:49	]Polat Çakar has performed the 'Use Dezenfekte Bandaj Rulosu' action, gaining 18 experience in medicine.
[17:42:49	]Polat Çakar was disinfected by Polat Çakar for 125 seconds.
[17:42:49	]Polat Çakar was bandaged by Polat Çakar for 18 HP.
[17:42:50	]Polat Çakar ran 'use' on item 'Dezenfekte Bandaj Rulosu' (#52499)
[17:42:50	]Polat Çakar has performed the 'Use Dezenfekte Bandaj Rulosu' action, gaining 15 experience in medicine.
[17:42:50	]Polat Çakar was disinfected by Polat Çakar for 125 seconds.
[17:42:50	]Polat Çakar was bandaged by Polat Çakar for 18 HP.
[17:42:51	]Wilson Dawson ran 'give' on item 'Cerrahi Kit' (#61334)
[17:42:51	]Wilson Dawson has performed the 'Use Cerrahi Kit' action, gaining 92 experience in medicine.
[17:42:51	]Polat Çakar was disinfected by Wilson Dawson for 357 seconds.
[17:42:51	]Polat Çakar was bandaged by Wilson Dawson for 79 HP.
[17:42:51	]Polat Çakar ran 'use' on item 'Dezenfekte Bandaj Rulosu' (#52499)
[17:42:51	]Polat Çakar tried to disinfect Polat Çakar but the wound was already clean.
[17:42:51	]Polat Çakar was bandaged by Polat Çakar for 18 HP.
[17:42:52	]Polat Çakar ran 'use' on item 'Dezenfekte Bandaj Rulosu' (#52499)
[17:42:52	]Polat Çakar tried to disinfect Polat Çakar but the wound was already clean.
[17:42:52	]Polat Çakar was bandaged by Polat Çakar for 18 HP.
[17:42:55	]Polat Çakar ran 'use' on item 'Dezenfektan' (#53155)
[17:42:55	]Polat Çakar tried to disinfect Polat Çakar but the wound was already clean.
[17:42:57	]Polat Çakar ran 'use' on item 'Dezenfektan' (#53155)
[17:42:57	]Polat Çakar tried to disinfect Polat Çakar but the wound was already clean.
[17:42:59	]Polat Çakar opened the 'Dropped Items' #6316 container.
[17:43:04	]Polat Çakar has gained a 'Dikişli Kumaş' #65699 from a container with the name 'Dropped Items' #6316.
[17:43:07	]Polat Çakar closed the 'Dropped Items' #6316 container.
[17:43:10	]Polat Çakar ran 'take' on item '17rnd Usp-Şarjörü' (#52488)
[17:43:10	]Polat Çakar has gained a '17rnd Usp-Şarjörü' #52488.
[17:43:11	]Polat Çakar ran 'take' on item '17rnd Usp-Şarjörü' (#52476)
[17:43:12	]Polat Çakar ran 'take' on item '17rnd Usp-Şarjörü' (#52476)
[17:43:13	]Polat Çakar opened the 'Dropped Items' #6316 container.
[17:43:27	]Polat Çakar closed the 'Dropped Items' #6316 container.
[17:43:27	]Wilson Dawson has gained level 20 in the Hız skill.
[17:43:46	]Polat Çakar ran 'use' on item 'Ağrı Kesici' (#52439)
[17:43:46	]Polat Çakar has performed the 'Use Ağrı Kesici' action, gaining 25 experience in medicine.
[17:43:56	]Wilson Dawson is fully healed.
[17:44:03	]C45:i4.HELIX-86 used the 'Sivil Koruma Tedarikçisi' vendor.
[17:44:13	]Polat Çakar ran 'use' on item 'Cerrahi Kit' (#61333)
[17:44:13	]Polat Çakar was disinfected by Polat Çakar for 357 seconds.
[17:44:13	]Polat Çakar was bandaged by Polat Çakar for 79 HP.
[17:44:26	]Wilson Dawson opened the 'Kişisel Depo' stash.
[17:44:28	]Polat Çakar opened the 'Kişisel Depo' stash.
[17:44:31	]Wilson Dawson has lost a 'M40 Gaz Maskesi' #65283.
[17:44:31	]Wilson Dawson has transferred a 'M40 Gaz Maskesi' #65283 to a container with the name 'Kişisel Depo' #6104.
[17:44:35	]Polat Çakar ran 'EquipUn' on item 'Lead Pipe' (#65765)
[17:44:37	]Polat Çakar has lost a 'Lead Pipe' #65765.
[17:44:37	]Polat Çakar has transferred a 'Lead Pipe' #65765 to a container with the name 'Kişisel Depo' #6315.
[17:44:39	]Polat Çakar has lost a 'Stunstick' #52474.
[17:44:39	]Polat Çakar has transferred a 'Stunstick' #52474 to a container with the name 'Kişisel Depo' #6315.
[17:44:40	]Polat Çakar has lost a 'Adrenalin' #61288.
[17:44:40	]Polat Çakar has transferred a 'Adrenalin' #61288 to a container with the name 'Kişisel Depo' #6315.
[17:44:42	]Polat Çakar has lost a 'Dezenfektan' #53155.
[17:44:42	]Polat Çakar has transferred a 'Dezenfektan' #53155 to a container with the name 'Kişisel Depo' #6315.
[17:44:43	]Polat Çakar has lost a 'Ağrı Kesici' #52439.
[17:44:43	]Polat Çakar has transferred a 'Ağrı Kesici' #52439 to a container with the name 'Kişisel Depo' #6315.
[17:44:45	]Polat Çakar has lost a '17rnd Usp-Şarjörü' #52486.
[17:44:45	]Polat Çakar has transferred a '17rnd Usp-Şarjörü' #52486 to a container with the name 'Kişisel Depo' #6315.
[17:44:47	]Polat Çakar has lost a '17rnd Usp-Şarjörü' #53173.
[17:44:47	]Polat Çakar has transferred a '17rnd Usp-Şarjörü' #53173 to a container with the name 'Kişisel Depo' #6315.
[17:44:48	]Polat Çakar has lost a '17rnd Usp-Şarjörü' #52488.
[17:44:48	]Polat Çakar has transferred a '17rnd Usp-Şarjörü' #52488 to a container with the name 'Kişisel Depo' #6315.
[17:44:49	]Wilson Dawson closed the 'Kişisel Depo' stash.
[17:44:50	]Polat Çakar has lost a 'Smoke Grenade' #53156.
[17:44:50	]Polat Çakar has transferred a 'Smoke Grenade' #53156 to a container with the name 'Kişisel Depo' #6315.
[17:44:52	]Polat Çakar has lost a 'Smoke Grenade' #53157.
[17:44:52	]Polat Çakar has transferred a 'Smoke Grenade' #53157 to a container with the name 'Kişisel Depo' #6315.
[17:44:56	]Wilson Dawson has transferred a '17rnd Usp-Şarjörü' #52495 to a container with the name 'Kişisel Depo' #6297.
[17:44:56	]Wilson Dawson has transferred a '17rnd Usp-Şarjörü' #53172 to a container with the name 'Kişisel Depo' #6297.
[17:44:57	]Wilson Dawson has transferred a '17rnd Usp-Şarjörü' #52485 to a container with the name 'Kişisel Depo' #6297.
[17:44:58	]Wilson Dawson has transferred a '17rnd Usp-Şarjörü' #52478 to a container with the name 'Kişisel Depo' #6297.
[17:44:58	]Wilson Dawson has transferred a '17rnd Usp-Şarjörü' #52491 to a container with the name 'Kişisel Depo' #6297.
[17:44:59	][IC] C45:i4.HELIX-86: @ admin.
[17:44:59	]Wilson Dawson has transferred a '17rnd Usp-Şarjörü' #52480 to a container with the name 'Kişisel Depo' #6297.
[17:45:00	]Wilson Dawson has transferred a '17rnd Usp-Şarjörü' #52490 to a container with the name 'Kişisel Depo' #6297.
[17:45:01	]Polat Çakar has lost a 'Adrenalin' #53167.
[17:45:01	]Polat Çakar has transferred a 'Adrenalin' #53167 to a container with the name 'Kişisel Depo' #6315.
[17:45:01	]Wilson Dawson has transferred a '17rnd Usp-Şarjörü' #52489 to a container with the name 'Kişisel Depo' #6297.
[17:45:02	]Wilson Dawson has transferred a '17rnd Usp-Şarjörü' #52496 to a container with the name 'Kişisel Depo' #6297.
[17:45:12	]Polat Çakar has lost a 'Lead Pipe' #65765.
