[14:55:25	]bquits has connected.
[20:29:19	][IC] Arthur Kreuzberg: Hmh.
[20:29:19	][IC] Fyodor Tarkovsky: Maya resmen benim ile dalga geçti.
[20:29:24	]Michael Ryan used command '/PM arthur hangi basede'.
[20:29:26	][IC] Fyodor Tarkovsky: En sonunda bunu kanıtlamak için ölücem.
[20:29:31	]Arthur Kreuzberg used command '/PM michael bizim'.
[20:29:32	][IC] Fyodor Tarkovsky: ...
[20:29:32	]Arthur Kreuzberg entered observer.
[20:29:37	][IC] Johnny McCannon: O adamı görmeye gideceğim.
[20:29:38	]Arthur Kreuzberg exited observer at their location.
[20:29:41	]Arthur Kreuzberg ran 'take' on item 'Koyu Gri Ekose' (#60716)
[20:29:41	]Arthur Kreuzberg has gained a 'Koyu Gri Ekose' #60716.
[20:29:45	]Arthur Kreuzberg ran 'drop' on item 'Siyah Hava Ceketi' (#60715)
[20:29:45	]Arthur Kreuzberg has lost a 'Siyah Hava Ceketi' #60715.
[20:29:47	][IC] Fyodor Tarkovsky: Iyi değilim.
[20:29:48	]bquits loaded the character 'Maria Volkov'
[20:29:51	][IC] Fyodor Tarkovsky: Bana yaşattıklarından sonra.
[20:29:54	][Y] Maria Volkov: Fyodor!
[20:30:00	][IC] Maria Volkov: Gelmişsin.
[20:30:02	]Fyodor Tarkovsky ran SAM command 'asay' with arguments: 'off full kayıt alsak çok iyi olcaktı fena roller döndğü'
[20:30:04	][IC] Maria Volkov: Neredesiniz?
[20:30:08	][IC] Johnny McCannon: Sözümü tuttum.
[20:30:09	]Maria Volkov ran SAM command 'asay' with arguments: 'aldım kanka ama sadece paranormal yeri'
[20:30:12	][IT] Fyodor Tarkovsky: Fyodor iyi gözülmüyor
[20:30:13	][IC] Maria Volkov: Sağol koca adam.
[20:30:14	][IC] Johnny McCannon: Tek parça.
[20:30:15	][IC] Johnny McCannon: Ama.
[20:30:16	]Fyodor Tarkovsky used command '/ExitAct'.
[20:30:21	]??????? ran SAM command 'asay' with arguments: 'Beğendiniz mi'
[20:30:21	][IC] Johnny McCannon: Ona iyi bak.
[20:30:22	][IC] Maria Volkov: Neden üzgün?
[20:30:23	][ME] Fyodor Tarkovsky: kapıyı sertçe kapar
[20:30:24	]Maria Volkov ran SAM command 'asay' with arguments: 'çok iyiydi'
[20:30:27	]Fyodor Tarkovsky ran SAM command 'asay' with arguments: 'devam edecek'
[20:30:29	]Maya Morgan ran SAM command 'asay' with arguments: 'devamı gelseydi keşke'
[20:30:29	]Maria Volkov ran SAM command 'asay' with arguments: 'mental sağlımız eba canavarı oldu'
[20:30:29	]Ender has unloaded their "Michael Ryan" character.
[20:30:34	]Ender loaded the character 'Polat Derin'
[20:30:35	]Maria Volkov ran SAM command 'asay' with arguments: 'SDHU9GIPSOĞGPÜ'
[20:30:43	][IC] Maria Volkov: Onun nesi var?
[20:30:45	]Fyodor Tarkovsky ran SAM command 'asay' with arguments: 'devam edicek ki rasputin ile martin görüşecek daha davsan tabi müsaitse'
[20:30:49	]Maya Morgan used command '/WhisperDirect maria f3'.
[20:30:55	]??????? ran SAM command 'asay' with arguments: 'Çok paranormal olduğunda suyu çıkıyor'
[20:31:02	]??????? ran SAM command 'asay' with arguments: 'Ben dozajında yapmayı istiyorum'
[20:31:03	]Ender has unloaded their "Polat Derin" character.
[20:31:06	]Rasputin ta kendisi has unloaded their "Johnny McCannon" character.
[20:31:13	]Rasputin ta kendisi loaded the character 'Antuan Demiralev'
[20:31:15	]Ender loaded the character 'Michael Ryan'
[20:31:18	]Antuan Demiralev is fully healed.
[20:31:18	]Antuan Demiralev entered observer.
[20:31:19	]Maria Volkov has used a context menu option with the name: rb655_door_lock
[20:31:23	]Fyodor Tarkovsky ran SAM command 'asay' with arguments: 'öylde değil normal konuşma ya ama tabi pekte normal olmayacak ama normal olacak a1 türkce'
[20:31:26	]Maria Volkov entered observer.
[20:31:28	]Michael Ryan has gained level 28 in the Hız skill.
[20:31:29	]Maria Volkov exited observer at their location.
[20:31:34	][IC] Fyodor Tarkovsky: Burada burada!
[20:31:38	][IC] Fyodor Tarkovsky: M.
[20:31:42	][IC] Maria Volkov: Iyi misin?
[20:31:46	][IC] Fyodor Tarkovsky: Değilim.
[20:31:46	][IC] Maria Volkov: Fyodor?
[20:31:48	][Y] Maya Morgan: Beni arayan olursa biraz mahzende kafa dinleyeceğim.
[20:31:48	][IC] Maria Volkov: Ne odlu.
[20:31:50	][IC] Maria Volkov: Ne oldu.
[20:31:51	][IC] Maria Volkov: Anlat.
[20:31:57	]Antuan Demiralev ran SAM command 'goto' with arguments: 'fyo'
[20:31:57	]Maria Volkov used command '/ActStand 4'.
[20:32:00	]Rose Glass ran SAM command 'asay' with arguments: 'kayıt alan yokmuydu'
[20:32:01	]Rose Glass used command '/ExitAct'.
[20:32:04	]Maya Morgan has warped from Default to Default.
[20:32:06	]Maria Volkov ran SAM command 'asay' with arguments: 'paranormal evi aldım'
[20:32:07	]Maria Volkov ran SAM command 'asay' with arguments: 'sadece'
[20:32:08	]Maria Volkov ran SAM command 'asay' with arguments: 'ya'
[20:32:16	]Fyodor Tarkovsky used command '/PM Antua geçeyimmi martine'.
[20:32:19	]Maya Morgan used command '/ActSit'.
[20:32:22	][ME] Rose Glass: kapısını kilitler
[20:32:25	]Fyodor Tarkovsky used command '/PM Antu Basenin önünde anlasma oyy'.
[20:32:28	]Maria Volkov ran SAM command 'asay' with arguments: 'çıkmayın lan'
[20:32:29	][IC] Fyodor Tarkovsky: Ahh.
[20:32:31	]Maria Volkov ran SAM command 'asay' with arguments: 'daha rol yapaacaz haaa'
[20:32:33	]Antuan Demiralev used command '/PM fyodor önce fyodorla görüşeceğim'.
[20:32:39	]Fyodor Tarkovsky used command '/PM Antu pekala'.
[20:32:40	]Maria Volkov used command '/ExitAct'.
[20:32:42	]Rose Glass ran SAM command 'asay' with arguments: 'kafam follofoş oldu la'
[20:32:42	]Maria Volkov used command '/ActSit'.
[20:32:42	][IC] Fyodor Tarkovsky: Sonra.
[20:32:43	]Maria Volkov used command '/ExitAct'.
[20:32:46	][IC] Maria Volkov: Neden?
[20:32:46	][IC] Fyodor Tarkovsky: Şimdi değil.
[20:32:46	]Rose Glass ran SAM command 'asay' with arguments: 'çok iyi roldu'
[20:32:51	][IC] Maria Volkov: Fyodor!
[20:32:52	]Antuan Demiralev ran SAM command 'asay' with arguments: 'davsanım eline saglık'
[20:32:53	][IC] Fyodor Tarkovsky: Kafanı seninde yormak istemiyorum.
[20:33:00	][IC] Maria Volkov: Fyodor.
[20:33:02	][IC] Maria Volkov: Ne yorması?
[20:33:04	]Rose Glass ran SAM command 'asay' with arguments: 'pederler yerine çok güldüm amk'
[20:33:08	]Maria Volkov ran SAM command 'asay' with arguments: 'YUSDFGJKLĞÜŞ'
[20:33:09	]??????? ran SAM command 'asay' with arguments: 'Sağol kanka da o kadar derin bir şey değildi'
[20:33:10	]Maria Volkov ran SAM command 'asay' with arguments: 'eyw aga'
[20:33:13	][IC] Maria Volkov: Fyodor.
[20:33:15	]Antuan Demiralev ran SAM command 'asay' with arguments: 'yine de güzeldi'
[20:33:16	]Fyodor Tarkovsky used command '/ActSit'.
[20:33:16	][IC] Maria Volkov: DİNLE ARTIK BENİ BE.
[20:33:17	]Fyodor Tarkovsky used command '/ExitAct'.
[20:33:20	]Fyodor Tarkovsky used command '/ActSitChair'.
[20:33:25	][IC] Fyodor Tarkovsky: Sçyle.
[20:33:26	]Rose Glass ran SAM command 'asay' with arguments: 'bakiremisin diye soruyor göt'
[20:33:27	][IC] Fyodor Tarkovsky: Söyle.
[20:33:28	]Maria Volkov used command '/ActSit 3'.
[20:33:29	]Maria Volkov used command '/ExitAct'.
[20:33:30	]Rose Glass ran SAM command 'asay' with arguments: 'ewqgwyıqgewqygyıwqeweqewq'
[20:33:31	]Maria Volkov used command '/ActSit 7'.
[20:33:33	][IC] Maria Volkov: Ne oldu?
[20:33:40	][IC] Maria Volkov: Anlat bugünler için sana söz verdim.
[20:33:50	]Fyodor Tarkovsky used command '/PM Antu görüşeceğin zaman söyle zaten dışarı çıkarım'.
[20:33:57	]??????? exited observer at their location.
[20:33:59	]Maria Volkov ran SAM command 'asay' with arguments: 'SDUGIJS0GLĞŞÜ'
[20:34:00	]??????? entered observer.
[20:34:02	]Fyodor Tarkovsky used command '/PM antu iş biraz gizeme girsin bunlarıda hypelarız'.
[20:34:08	][IC] Fyodor Tarkovsky: ...
[20:34:11	][IC] Fyodor Tarkovsky: Garip bi herif.
[20:34:14	][IC] Fyodor Tarkovsky: Ormanda beni izledi.
[20:34:15	][Y] Michael Ryan: Kimse varmı?
[20:34:16	][IC] Fyodor Tarkovsky: Tüm gece.
[20:34:18	]Maria Volkov used command '/ExitAct'.
[20:34:19	][IC] Fyodor Tarkovsky: HEMDE TÜM GECE.
[20:34:23	]Maria Volkov used command '/ActSit 7'.
[20:34:25	][IC] Maria Volkov: Ee?
[20:34:33	][IC] Maria Volkov: Kötü olmalı.
[20:34:34	][IC] Fyodor Tarkovsky: VE ANINDA YOK OLUYORDU.
[20:34:40	][ME] Maria Volkov: fyodor'a yaklaşır ve sağ eliyle sarılır
[20:34:41	][IC] Fyodor Tarkovsky: ANORMAL BİRŞEY VAR.
[20:34:42	][IC] Maria Volkov: Sakin ol.
[20:34:44	][IC] Maria Volkov: Bağırma.
[20:34:47	][IC] Maria Volkov: Yanındayım.
[20:34:48	]Maria Volkov entered observer.
[20:34:49	]Maria Volkov exited observer at their location.
[20:34:53	]Maria Volkov used command '/ExitAct'.
[20:34:53	]Antuan Demiralev has given himself a paper.
[20:34:53	]Antuan Demiralev has gained a 'Kağıt' #63522.
[20:34:55	][Y] Michael Ryan: Kimse varmı?
[20:34:56	]Antuan Demiralev ran 'Write' on item 'Kağıt' (#63522)
[20:34:57	]Maria Volkov used command '/ActSit 4'.
[20:35:03	]??????? opened the 'Slav'ın Dolabı' #5786 container.
[20:35:06	]??????? closed the 'Slav'ın Dolabı' #5786 container.
[20:35:14	][IC] Fyodor Tarkovsky: Pekala.
[20:35:19	][IC] Fyodor Tarkovsky: Gerici yanı buydu.
[20:35:29	][IC] Maria Volkov: Telsizden bir şeyler dediniz.
[20:35:34	]Antuan Demiralev is admin-searching Fyodor Tarkovsky's inventory.
[20:35:34	]Antuan Demiralev has used a context menu option with the name: ixviewinventory
[20:35:36	][IC] Fyodor Tarkovsky: Tabi garip sesler ve garip varlıklar felan derken kafayı yer insan.
[20:35:39	]Fyodor Tarkovsky has gained a 'DEPO' #63522.
[20:35:39	]Antuan Demiralev has transferred a 'DEPO' #63522 to a container with the name 'Fyodor Tarkovsky's inventory' #4922.
[20:35:42	]Antuan Demiralev has closed Fyodor Tarkovsky's inventory.
[20:35:45	][IC] Fyodor Tarkovsky: Ne gibi.
[20:35:46	]??????? opened the 'Maya'nın Dolabı' #5782 container.
[20:35:47	][IC] Maria Volkov: Ben seni rahatlatmasını bilirim.
[20:35:49	]??????? closed the 'Maya'nın Dolabı' #5782 container.
[20:35:50	]??????? opened the 'Maya'nın Dolabı' #5782 container.
[20:35:54	]??????? closed the 'Maya'nın Dolabı' #5782 container.
[20:35:54	]??????? opened the 'Maya'nın Dolabı' #5782 container.
[20:35:55	][IC] Maria Volkov: Sana bir votka veririm.
[20:35:56	]??????? closed the 'Maya'nın Dolabı' #5782 container.
[20:35:56	][IT] Antuan Demiralev: Fyodor cebinde bir kağıdın varlığını farkediyor
[20:35:58	][IC] Maria Volkov: Yanınada güzel bir yemek.
[20:36:03	][IC] Fyodor Tarkovsky: B-bune?
[20:36:08	]??????? ran SAM command 'goto' with arguments: 'Maya'
[20:36:09	][IC] Maria Volkov: O nedir?
[20:36:10	][ME] Fyodor Tarkovsky: kağıdı eline alır ve okumaya başlar
[20:36:11	]Antuan Demiralev exited observer at their location.
[20:36:13	][IC] Maria Volkov: O ne?
[20:36:14	][Y] Michael Ryan: Kimse varmı?
[20:36:20	][IC] Maria Volkov: Ne yazıyor?
[20:36:21	]Antuan Demiralev has spawned 'models/props_combine/breenchair.mdl'.
[20:36:22	][IC] Maria Volkov: Fyodor?
[20:36:25	]Maria Volkov is admin-searching Fyodor Tarkovsky's inventory.
[20:36:25	]Maria Volkov has used a context menu option with the name: ixviewinventory
[20:36:25	][IC] Fyodor Tarkovsky: Şşş.
[20:36:26	]Maria Volkov has closed Fyodor Tarkovsky's inventory.
[20:36:27	][IC] Fyodor Tarkovsky: Okuyorum.
[20:36:27	]Antuan Demiralev has spawned a 'Vehicle [6311][prop_vehicle_prisoner_pod]'.
[20:36:30	]Maria Volkov ran SAM command 'asay' with arguments: 'enis'
[20:36:38	]Maria Volkov ran SAM command 'asay' with arguments: 'şu benim özürlü karakteri geri mi getirsem ya!'
[20:36:41	]Antuan Demiralev entered observer.
[20:36:42	]Maria Volkov ran SAM command 'asay' with arguments: 'nedersin!'
[20:36:49	]Fyodor Tarkovsky ran SAM command 'asay' with arguments: 'aaa hatırladım la'
[20:36:53	]Maria Volkov ran SAM command 'asay' with arguments: 'HAHA'
[20:36:58	]Maria Volkov ran SAM command 'asay' with arguments: 'ismi neydi ya'
[20:37:00	]Maria Volkov ran SAM command 'asay' with arguments: 'onuın'
[20:37:06	][IT] Fyodor Tarkovsky: kağıtta ne yazıyor?
[20:37:07	][Y] Michael Ryan: Hey?
[20:37:10	]Maria Volkov is admin-searching Fyodor Tarkovsky's inventory.
[20:37:10	]Maria Volkov has used a context menu option with the name: ixviewinventory
[20:37:11	]Maria Volkov ran 'Write' on item 'DEPO' (#63522)
[20:37:13	][IT] Antuan Demiralev: Depo 2 Şimdi.
[20:37:14	]Maria Volkov has closed Fyodor Tarkovsky's inventory.
[20:37:14	]Maria Volkov used command '/ExitAct'.
[20:37:15	]Fyodor Tarkovsky used command '/ExitAct'.
[20:37:16	]??????? ran SAM command 'goto' with arguments: 'fyod'
[20:37:17	][IC] Maria Volkov: Fyodor?
[20:37:18	][IC] Fyodor Tarkovsky: Bekle.
[20:37:19	][IC] Maria Volkov: Ne oldu?
[20:37:21	][IC] Maria Volkov: Hey!
[20:37:23	]Antuan Demiralev exited observer at their location.
[20:37:24	][IC] Maria Volkov: Lanet olsun.
[20:37:35	][IC] Fyodor Tarkovsky: Dur.
[20:37:42	]Fyodor Tarkovsky has used a context menu option with the name: rb655_door_lock
[20:37:42	][IC] Maria Volkov: Hey?
[20:37:44	][Y] Michael Ryan: Kimse varmı?
[20:37:46	][IC] Antuan Demiralev: Martin Rock.
[20:37:49	][IC] Antuan Demiralev: Ne anlatabilirsin.
[20:37:51	][IC] Maria Volkov: Ne oluyor?
[20:37:53	][Y] Maria Volkov: Maya!
[20:37:54	][ME] Antuan Demiralev: kağıt ve kalem çıkartır
[20:38:00	][IC] Fyodor Tarkovsky: N-ne OLUYOR.
[20:38:02	]Maria Volkov used command '/Radio maya neredesin?'.
[20:38:02	][Y] Michael Ryan: Arthur?
[20:38:12	][ME] Rose Glass: yeni uyanmış gibi
[20:38:12	][IC] Antuan Demiralev: Sana eziyet eden göt oğlanını soruyorum.
[20:38:14	][IC] Rose Glass: Noluyor lan.
[20:38:14	][IC] Fyodor Tarkovsky: Antuan...
[20:38:15	]Michael Ryan ran 'Write' on item 'Kilisenin Hikayesi' (#62707)
[20:38:18	][IC] Maria Volkov: Rose.
[20:38:19	][IC] Rose Glass: Noluyor lan.
[20:38:22	][IC] Maria Volkov: Fyodor birisiyle konuşuyor.
[20:38:24	][IC] Maria Volkov: Kapıyı kitledi.
[20:38:25	][IC] Maria Volkov: Yardım et.
[20:38:30	][IC] Maria Volkov: Hey!
[20:38:31	][IC] Fyodor Tarkovsky: Lan şehir 24te de pesimi bırakmadın!
[20:38:33	][IC] Fyodor Tarkovsky: O HERİF.
[20:38:33	][IC] Maria Volkov: Kapıyı açın!
[20:38:38	][IC] Fyodor Tarkovsky: SAPIĞIN TEKİ AMINA KOYAYIM.
[20:38:43	]??????? exited observer at their location.
[20:38:45	][IC] Maria Volkov: PEKALA.
[20:38:45	]Maria Volkov has gained a '20rnd FiveSeven-şarjörü' #62739.
[20:38:45	]Maria Volkov has lost a '20rnd FiveSeven-şarjörü' #62740.
[20:38:45	][IC] Rose Glass: Aaaaaaaah!
[20:38:46	]Michael Ryan has gained level 29 in the Hız skill.
[20:38:47	][IC] Fyodor Tarkovsky: GÖZ AÇIP KAPAYANA KADAR YOK ULUYOR.
[20:38:49	]??????? entered observer.
[20:38:50	][IC] Rose Glass: Bak Maria.
[20:38:50	][Y] Maria Volkov: Kapıyı kırıyorum!
[20:38:50	]??????? exited observer at their location.
[20:38:52	][Y] Maria Volkov: 3.
[20:38:53	][IC] Rose Glass: Zaten çok yoruldum.
[20:38:53	][Y] Maria Volkov: 2.
[20:38:55	][Y] Maria Volkov: 1.
[20:38:57	][IC] Fyodor Tarkovsky: VE GARİP SESLER ÇIKARTABİLİYORE.
[20:39:02	][Y] Maria Volkov: Sen!
[20:39:04	][Y] Maria Volkov: KİMSİN.
[20:39:04	]??????? entered observer.
[20:39:05	][IC] Antuan Demiralev: Bir zaman solucanı.
[20:39:05	]??????? exited observer at their location.
[20:39:05	][IC] Rose Glass: Bu kim lan!
[20:39:12	][IC] Rose Glass: O adam.
[20:39:12	][IC] Fyodor Tarkovsky: ÇIKIN DEDİM.
[20:39:15	][IC] Antuan Demiralev: Bu tip adamlar gerçekten zorlayıcı olabiliyor.
[20:39:19	][IC] Fyodor Tarkovsky: SANDIĞINIZ GİBİ Bİ İNSAN DEĞİL.
[20:39:23	][IC] Fyodor Tarkovsky: SİKTİR OLUP GİDİN!
[20:39:25	]Maria Volkov has used a context menu option with the name: collision_off
[20:39:25	]??????? entered observer.
[20:39:28	]??????? exited observer at their location.
[20:39:30	]??????? entered observer.
[20:39:33	]Maria Volkov has used a context menu option with the name: collision_on
[20:39:34	]Fyodor Tarkovsky has used a context menu option with the name: rb655_door_lock
[20:39:39	][IC] Maria Volkov: Owh...
[20:39:39	][IC] Fyodor Tarkovsky: ...
[20:39:46	][IC] Antuan Demiralev: Seninle konuştu mu.
[20:39:48	][IC] Fyodor Tarkovsky: Ne yapıyor bu şimdi anlamadım.
[20:39:52	]bquits loaded the character 'Arthur Kreuzberg'
[20:39:54	]Arthur Kreuzberg entered observer.
[20:39:56	]Arthur Kreuzberg exited observer at their location.
[20:39:56	]Arthur Kreuzberg entered observer.
[20:40:00	]Arthur Kreuzberg used command '/Radio maya?'.
[20:40:04	][IC] Fyodor Tarkovsky: Hayır sadece beni izledi fakat  durmadan önüme insan cesetleri çıkıp yok oldu.
[20:40:04	]Arthur Kreuzberg used command '/Radio ne oluyor amına koyayım'.
[20:40:08	]Arthur Kreuzberg used command '/Radio o ses ne?'.
[20:40:10	][IC] Fyodor Tarkovsky: Dün gece kafayı üşüttüm.
[20:40:10	]Arthur Kreuzberg ran SAM command 'goto' with arguments: 'maya'
[20:40:15	][IC] Antuan Demiralev: Bana bilgisi yeni geldi yaşadıklarınızı az çok biliyorum.
[20:40:16	]Arthur Kreuzberg used command '/Radio maya?'.
[20:40:20	]Arthur Kreuzberg has warped from Default to Default.
[20:40:22	]??????? ran SAM command 'goto' with arguments: 'Maya'
[20:40:22	]Arthur Kreuzberg exited observer at their location.
[20:40:23	][IC] Fyodor Tarkovsky: Peki ya kim bu adam?
[20:40:24	]Arthur Kreuzberg has warped from Default to Default.
[20:40:29	][Y] Arthur Kreuzberg: Buradamısın?
[20:40:32	][IC] Fyodor Tarkovsky: Bir cine benziyor.
[20:40:33	][IC] Antuan Demiralev: Gidip bi bakacağım.
[20:40:34	][IC] Arthur Kreuzberg: Hey.
[20:40:37	][IC] Antuan Demiralev: Muhtemelen size anlatamam.
[20:40:39	][IC] Arthur Kreuzberg: Hey?
[20:40:45	][IC] Fyodor Tarkovsky: Senin gibi biri ama amacı kötü.
[20:40:47	][IC] Antuan Demiralev: Belki de artık dert olmamasını sağlayabilirim.
[20:40:48	][IC] Fyodor Tarkovsky: Gibi duruyor.
[20:40:51	][IC] Arthur Kreuzberg: Hey.
[20:40:56	][IC] Fyodor Tarkovsky: Aslında.
[20:40:59	][IC] Fyodor Tarkovsky: Şüpheleniyorum.
[20:41:06	][IC] Fyodor Tarkovsky: Onun özel alanını çok ihlal ettik.
[20:41:09	]Michael Ryan ran 'Write' on item 'Kilisenin Hikayesi' (#62707)
[20:41:10	][IC] Fyodor Tarkovsky: Sinirlenmiş olabilir.
[20:41:11	]Arthur Kreuzberg used command '/Radio fyodor?'.
[20:41:13	]Arthur Kreuzberg used command '/Radio rose?'.
[20:41:15	][IC] Fyodor Tarkovsky: Birşeyler yaşamıştır.
[20:41:17	][IC] Fyodor Tarkovsky: Bilemem.
[20:41:20	]Arthur Kreuzberg has gained level 6 in the Hız skill.
[20:41:20	][IC] Fyodor Tarkovsky: Ama bu adam bir cin!
[20:41:21	]Arthur Kreuzberg has warped from Default to Default.
[20:41:27	][IC] Antuan Demiralev: Cinler gerçek değildir.
[20:41:33	][IC] Fyodor Tarkovsky: BENİ BİRŞEYLERE IŞINLADI.
[20:41:39	][IC] Antuan Demiralev: Sikti.
[20:41:40	][Y] Arthur Kreuzberg: FYODOR!
[20:41:43	][IC] Fyodor Tarkovsky: Zaman algımı yitirmiştim!
[20:41:45	][IC] Antuan Demiralev: Arthur mu o?
[20:41:48	][IC] Arthur Kreuzberg: Fyodor?
[20:41:49	][IC] Antuan Demiralev: Gelsin.
[20:41:50	][IC] Arthur Kreuzberg: Sen misin?
[20:41:53	]Fyodor Tarkovsky has used a context menu option with the name: rb655_door_unlock
[20:41:58	][IC] Fyodor Tarkovsky: Nasıl anlatsam.
[20:42:01	][IC] Arthur Kreuzberg: Bu kim amına koyayım.
[20:42:02	]Maya Morgan has gone afk.
[20:42:02	][IC] Fyodor Tarkovsky: Bak şimdi.
[20:42:05	]Fyodor Tarkovsky has used a context menu option with the name: rb655_door_lock
[20:42:09	][IC] Fyodor Tarkovsky: Beni iyi dinle.
[20:42:11	][IC] Fyodor Tarkovsky: Antuan.
[20:42:11	][LOOC] Arthur Kreuzberg: bu beni kurtaran adam mı
[20:42:12	][IC] Antuan Demiralev: Dinliyorum.
[20:42:15	][LOOC] Arthur Kreuzberg: aa evet
[20:42:20	][IC] Arthur Kreuzberg: Sen...
[20:42:23	][IC] Fyodor Tarkovsky: Bu herif beni her ışınladığında zaman algımı yitirttirdi.
[20:42:26	][IC] Arthur Kreuzberg: Beni kurataran herifsin.
[20:42:38	][IC] Fyodor Tarkovsky: Etraf kapkara ve beyaz yıldıza benzer şeyler etrafta uçuştu.
[20:42:51	][IC] Fyodor Tarkovsky: Ve durmadan kafamın içinde intikam kelimesi-...
[20:42:53	][IC] Fyodor Tarkovsky: Ahh.
[20:42:57	][IC] Fyodor Tarkovsky: Anlatması çok zor.
[20:42:57	]??????? exited observer at their location.
[20:43:01	]Michael Ryan ran 'Write' on item 'Kilisenin Hikayesi' (#62707)
[20:43:02	]??????? entered observer.
[20:43:02	]??????? exited observer at their location.
[20:43:03	][IC] Antuan Demiralev: Bol su tüket ve kitap oku.
[20:43:08	][IC] Antuan Demiralev: 1 haftaya bir şeyin kalmaz.
[20:43:08	][LOOC] Fyodor Tarkovsky: anasikim çok iyi hikaye yazdım şuan
[20:43:13	][IC] Antuan Demiralev: Şu martinle konuşacağım.
[20:43:15	]??????? entered observer.
[20:43:16	]??????? exited observer at their location.
[20:43:17	][IC] Fyodor Tarkovsky: Pekala ben uzanacağım.
[20:43:19	][IC] Antuan Demiralev: Arthur ciğerlerin nasıl olmuş?
[20:43:21	]??????? entered observer.
[20:43:23	][IC] Arthur Kreuzberg: Evet.
[20:43:25	][IC] Arthur Kreuzberg: Çok iyi.
[20:43:28	][IC] Fyodor Tarkovsky: Eğer onla konusursan bana yine bir not gönder.
[20:43:29	][IC] Arthur Kreuzberg: Fakat senden sonra.
[20:43:31	][IC] Fyodor Tarkovsky: Görüşürz.
[20:43:33	]Fyodor Tarkovsky has used a context menu option with the name: rb655_door_unlock
[20:43:33	][IC] Arthur Kreuzberg: Bir kaç öksürük daha.
[20:43:36	][IC] Arthur Kreuzberg: Kötüleştim.
[20:43:38	]Fyodor Tarkovsky entered observer.
[20:43:39	][IC] Arthur Kreuzberg: Martin tedavi etti.
[20:43:42	]Fyodor Tarkovsky exited observer at their location.
[20:43:45	]Fyodor Tarkovsky entered observer.
[20:43:46	][IC] Antuan Demiralev: O martinde bir sıkıntı var.
[20:43:52	][IC] Arthur Kreuzberg: Farkındayım.
[20:43:52	][IC] Antuan Demiralev: Bir süre ormana girmeyin.
[20:43:58	][IC] Arthur Kreuzberg: Fyodor gittiğimiz yerden bahsetmiştir.
[20:44:02	][IC] Antuan Demiralev: Evet.
[20:44:06	]Fyodor Tarkovsky exited observer at their location.
[20:44:09	][IC] Arthur Kreuzberg: Orasının hikayesini biliyor musun?
[20:44:10	]Sinyor Gordon loaded the character 'Martin Rock'
[20:44:12	]Martin Rock entered observer.
[20:44:15	]Martin Rock ran SAM command 'goto' with arguments: 'arthu'
[20:44:17	][IC] Arthur Kreuzberg: O evde ne vardı?
[20:44:21	][IC] Antuan Demiralev: Hayır bilmiyorum.
[20:44:26	][IC] Arthur Kreuzberg: Ah...
[20:44:27	][IC] Antuan Demiralev: Bu da beni tedirgin ediyor.
[20:44:28	][IC] Arthur Kreuzberg: Neyse.
[20:44:33	][IC] Arthur Kreuzberg: Pekala görüşürüz.
[20:44:37	][IC] Arthur Kreuzberg: Ulaşmak istersen.
[20:44:38	][IC] Arthur Kreuzberg: Biliyorsun.
[20:44:39	]??????? exited observer at their location.
[20:44:40	]??????? entered observer.
[20:44:41	]??????? exited observer at their location.
[20:44:42	]??????? entered observer.
[20:44:42	][IC] Antuan Demiralev: Evet, biliyorum.
[20:44:44	][IC] Arthur Kreuzberg: Daha fazla tutmayayım.
[20:44:45	]Martin Rock exited observer at their location.
[20:44:46	][IC] Antuan Demiralev: Güle güle.
[20:44:48	]Martin Rock used command '/ActSit 3'.
[20:44:49	][IC] Arthur Kreuzberg: Sağol...
[20:44:50	]Martin Rock used command '/ActSit 4'.
[20:44:51	]Martin Rock used command '/ExitAct'.
[20:44:51	][IC] Arthur Kreuzberg: Güle güle.
[20:44:52	]Martin Rock used command '/ActSit 4'.
[20:44:57	]Martin Rock has used a context menu option with the name: rb655_light_off
[20:44:58	]Antuan Demiralev has used a context menu option with the name: remove
[20:45:00	]Antuan Demiralev entered observer.
[20:45:01	]Arthur Kreuzberg entered observer.
[20:45:02	]Arthur Kreuzberg exited observer at their location.
[20:45:03	]Martin Rock used command '/PM Antu ben hazırım'.
[20:45:03	][IC] Arthur Kreuzberg: Rose?
[20:45:05	]Martin Rock entered observer.
[20:45:06	]Martin Rock exited observer at their location.
[20:45:06	]Arthur Kreuzberg entered observer.
[20:45:07	]Antuan Demiralev ran SAM command 'goto' with arguments: 'martin'
[20:45:09	]Arthur Kreuzberg exited observer at their location.
[20:45:09	]Arthur Kreuzberg entered observer.
[20:45:10	]Antuan Demiralev has taken 1 damage from env_fire.
[20:45:10	]Antuan Demiralev has taken 1 damage from env_fire.
[20:45:10	]Antuan Demiralev has taken 1 damage from env_fire.
[20:45:12	]Antuan Demiralev exited observer at their location.
[20:45:13	]Arthur Kreuzberg exited observer at their location.
[20:45:17	]Arthur Kreuzberg used command '/Radio HERKES NEREDE'.
[20:45:22	][IT] Martin Rock: Antuan geldiği gibi ışık açılır
[20:45:25	]Arthur Kreuzberg used command '/Radio VE NEDEN TELSİZE CEVAP VERİLMİYOR'.
[20:45:25	]Martin Rock has used a context menu option with the name: rb655_light_on
[20:45:30	][IC] Martin Rock: Zaman...
[20:45:30	]Arthur Kreuzberg entered observer.
[20:45:31	]Arthur Kreuzberg exited observer at their location.
